room_id,recipe,bounds,parent,host,depth,entry,deep,air,solid,legacy,reward,static_success,plan_digest
"SV5_INFILL_ROOM_00d2b967a3d3b2f6b4b1","LANDING","196,24,16,16","SV5_OPTIONAL_06","SV5_OPTIONAL_06","1","211,27","199,29","98","158","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_00d4966768776d94d554","SMALL_CAVE","304,348,20,12","SV5_INFILL_ROOM_032723ec76224555dc3f","SV5_OPTIONAL_01","2","323,351","307,351","91","149","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_00e46d5d0ba666a9579a","EMPTY_ROOM","144,24,16,12","SV5_INFILL_ROOM_03f794e9844c481d8faa","SV5_OPTIONAL_06","3","159,27","147,27","72","120","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_00e5c1799c48f53348c3","DEAD_END","536,88,16,12","SV5_OPTIONAL_04","SV5_OPTIONAL_04","1","551,91","539,91","69","123","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_00fe6dfb4eef486a889c","LANDING","572,88,16,16","SV5_OPTIONAL_04","SV5_OPTIONAL_04","1","572,91","584,93","98","158","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_010b8263d27bde49eb3b","SMALL_CAVE","316,368,20,12","SV5_INFILL_ROOM_008784ed882cfab2d029","SV5_OPTIONAL_01","2","335,371","319,371","97","143","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_011090d282560d8c79a1","SMALL_CAVE","152,392,20,12","SV5_INFILL_ROOM_018ed3e9158d726fe3ab","SV5_OPTIONAL_12","3","171,395","155,395","97","143","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_0113db4a7212c3db13e5","SMALL_CAVE","468,356,20,12","SV5_INFILL_ROOM_0478d2bded42dc4c9dba","SV5_OPTIONAL_02","2","487,359","471,359","91","149","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_012515d71cbb8a4aa159","DEAD_END","492,24,16,12","SV5_INFILL_ROOM_04b3ee2d2f798b163c8e","SV5_OPTIONAL_04","2","507,27","495,27","69","123","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_0126187edf0338c47579","SMALL_CAVE","292,248,20,12","SV5_OPTIONAL_TO_VILLAGE","SV5_OPTIONAL_TO_VILLAGE","1","292,251","308,251","97","143","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_01436909100db22b451e","EMPTY_ROOM","144,236,16,12","SV5_OPTIONAL_10","SV5_OPTIONAL_10","1","159,239","147,239","72","120","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_014900279cc1ebc8f1c2","EMPTY_ROOM","584,308,16,12","SV5_OPTIONAL_02","SV5_OPTIONAL_02","1","599,311","587,311","66","126","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_01492d75910c4c5fcc30","EMPTY_ROOM","212,392,16,12","SV5_OPTIONAL_12","SV5_OPTIONAL_12","1","227,395","215,395","72","120","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_014ea698f88348a9d9a6","DEAD_END","584,244,16,12","SV5_OPTIONAL_03","SV5_OPTIONAL_03","1","584,247","596,247","69","123","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_014ff8b35cb7a06ee610","LANDING","96,188,16,16","SV5_OPTIONAL_09","SV5_OPTIONAL_09","1","111,191","99,193","98","158","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_015c9cef18a476102e65","EMPTY_ROOM","84,216,16,12","SV5_INFILL_ROOM_0c97bc8d682a1b5e9ce0","SV5_OPTIONAL_10","3","99,219","87,219","72","120","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_015e047734bb1781d7ff","LANDING","48,104,16,16","SV5_INFILL_ROOM_0cf3150abb2be197bdc3","SV5_OPTIONAL_09","3","63,107","51,109","98","158","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_016130f8c175d446c415","LANDING","8,76,16,16","SV5_INFILL_ROOM_041cc40ca34ac9669c39","SV5_OPTIONAL_08","4","23,79","11,81","92","164","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_016e566fdda939779b86","DEAD_END","584,348,16,12","SV5_OPTIONAL_03","SV5_OPTIONAL_03","1","599,351","587,351","69","123","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_0172fae7eed3ae487f8f","SMALL_CAVE","144,160,20,12","SV5_OPTIONAL_09","SV5_OPTIONAL_09","1","144,163","160,163","97","143","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_017b400cb5829173a757","LANDING","176,312,16,16","SV5_INFILL_ROOM_02cd489a4e683021fd8e","SV5_OPTIONAL_14","5","176,315","188,317","98","158","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_0185002ddaf865f0355b","DEAD_END","4,132,16,12","SV5_INFILL_ROOM_029b432f4140a9c49192","SV5_OPTIONAL_09","4","19,135","7,135","63","129","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_0186b28fa0b2a39be20e","SMALL_CAVE","356,388,20,12","SV5_OPTIONAL_00","SV5_OPTIONAL_00","1","375,391","359,391","97","143","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_018765724e6a988ed29c","LANDING","516,388,16,16","SV5_INFILL_ROOM_04683155dc682c4ccd05","SV5_OPTIONAL_01","4","516,391","528,393","98","158","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_018ed3e9158d726fe3ab","LANDING","180,388,16,16","SV5_INFILL_ROOM_01492d75910c4c5fcc30","SV5_OPTIONAL_12","2","195,391","183,393","98","158","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_0190d41e154eefdb6547","LANDING","288,364,16,16","SV5_INFILL_ROOM_010b8263d27bde49eb3b","SV5_OPTIONAL_01","3","303,367","291,369","98","158","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_0193b889fad304bdfe2d","DEAD_END","444,76,16,12","SV5_INFILL_ROOM_0081ac017846ab0e0d78","SV5_OPTIONAL_04","4","459,79","447,79","69","123","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_019f7dfb6c5038fd6bbb","EMPTY_ROOM","184,8,16,12","SV5_OPTIONAL_06","SV5_OPTIONAL_06","1","199,11","187,11","72","120","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_01ab4f357f1a1a51e05d","EMPTY_ROOM","224,20,16,12","SV5_OPTIONAL_06","SV5_OPTIONAL_06","1","224,23","236,23","66","126","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_01ba3c3a3c17419084a1","DEAD_END","108,160,16,12","SV5_OPTIONAL_09","SV5_OPTIONAL_09","1","123,163","111,163","69","123","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_01c1477b3c55cfc6e110","EMPTY_ROOM","200,128,16,12","SV5_INFILL_ROOM_02587486b3c152380c1b","SV5_OPTIONAL_09","3","200,131","212,131","72","120","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_01ca61b13471c905122c","LANDING","264,372,16,16","SV5_INFILL_ROOM_0190d41e154eefdb6547","SV5_OPTIONAL_01","4","279,375","267,377","92","164","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_01d0bc2f676c3532c7ce","DEAD_END","28,276,16,12","SV5_OPTIONAL_14","SV5_OPTIONAL_14","1","43,279","31,279","69","123","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_01ddd88472d49aff5c99","SMALL_CAVE","20,60,20,12","SV5_INFILL_ROOM_05c86cf090f60cb83689","SV5_OPTIONAL_06","7","39,63","23,63","91","149","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_01ed7b7c5925bf37dc1e","LANDING","180,356,16,16","SV5_INFILL_ROOM_04258432ab0f33139931","SV5_OPTIONAL_12","2","195,359","183,361","98","158","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_01fd763216564c4ab82e","EMPTY_ROOM","76,52,16,12","SV5_INFILL_ROOM_0004120110f44eef5c72","SV5_OPTIONAL_06","5","91,55","79,55","72","120","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_0211dda6690845617294","EMPTY_ROOM","188,52,16,12","SV5_OPTIONAL_06","SV5_OPTIONAL_06","1","203,55","191,55","72","120","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_02131663b956c4b63225","LANDING","140,4,16,16","SV5_INFILL_ROOM_0024793eb465e7cf43f8","SV5_OPTIONAL_06","3","155,7","143,9","98","158","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_021416edcede730f39c2","DEAD_END","252,344,16,12","SV5_OPTIONAL_12","SV5_OPTIONAL_12","1","252,347","264,347","69","123","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_021b4048fa47706aeaf6","EMPTY_ROOM","56,168,16,12","SV5_INFILL_ROOM_03e607e34238c975c8c8","SV5_OPTIONAL_09","3","71,171","59,171","72","120","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_0226d4b2d11164e9e339","EMPTY_ROOM","320,324,16,12","SV5_OPTIONAL_01","SV5_OPTIONAL_01","1","335,327","323,327","72","120","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_0233efc146f9a48950d8","DEAD_END","448,380,16,12","SV5_OPTIONAL_01","SV5_OPTIONAL_01","1","448,383","460,383","69","123","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_0249a8d4b3775d965893","EMPTY_ROOM","224,76,16,12","SV5_OPTIONAL_06","SV5_OPTIONAL_06","1","224,79","236,79","66","126","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_02515634e73d42bbbebe","DEAD_END","196,192,16,12","SV5_INFILL_ROOM_0096ec3a665cb4efc92b","SV5_OPTIONAL_10","2","196,195","208,195","69","123","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_02587486b3c152380c1b","DEAD_END","172,136,16,12","SV5_INFILL_ROOM_1c4c6b34887f12eefac3","SV5_OPTIONAL_09","2","172,139","184,139","69","123","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_026b4248321dee685078","SMALL_CAVE","600,100,20,12","SV5_INFILL_ROOM_00fe6dfb4eef486a889c","SV5_OPTIONAL_04","2","600,103","616,103","91","149","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_0274815fcd6818f05a6a","SMALL_CAVE","88,148,20,12","SV5_OPTIONAL_09","SV5_OPTIONAL_09","1","107,151","91,151","97","143","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_0277e37d8a1cd7afd435","EMPTY_ROOM","8,280,16,12","SV5_INFILL_ROOM_01d0bc2f676c3532c7ce","SV5_OPTIONAL_14","2","23,283","11,283","66","126","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_0282f0dabf4912108d47","DEAD_END","284,348,16,12","SV5_INFILL_ROOM_021416edcede730f39c2","SV5_OPTIONAL_12","2","284,351","296,351","63","129","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_029b432f4140a9c49192","EMPTY_ROOM","36,128,16,12","SV5_INFILL_ROOM_055856717f4139baf16b","SV5_OPTIONAL_09","3","51,131","39,131","72","120","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_02ad728ae6ec8e988675","LANDING","120,296,16,16","SV5_INFILL_ROOM_044025be775aa1c9b4b9","SV5_OPTIONAL_14","3","120,299","132,301","98","158","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_02ae7414022cdad35012","LANDING","488,92,16,16","SV5_INFILL_ROOM_174a5fe09e7fd27dfbba","SV5_OPTIONAL_04","3","503,95","491,97","98","158","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_02bb145ab70126550c47","EMPTY_ROOM","216,232,16,12","SV5_OPTIONAL_11","SV5_OPTIONAL_11","1","216,235","228,235","66","126","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_02c450bd7f02577d51cc","SMALL_CAVE","16,96,20,12","SV5_INFILL_ROOM_015e047734bb1781d7ff","SV5_OPTIONAL_09","4","35,99","19,99","91","149","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_02c9b2d6e7ba5ded15f4","SMALL_CAVE","72,84,20,12","SV5_INFILL_ROOM_05ca1ce41aa5fccf5e3e","SV5_OPTIONAL_08","2","91,87","75,87","97","143","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_02cd489a4e683021fd8e","SMALL_CAVE","148,304,20,12","SV5_INFILL_ROOM_02ad728ae6ec8e988675","SV5_OPTIONAL_14","4","148,307","164,307","97","143","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_02eb000c5def9fe17f6c","LANDING","32,308,16,16","SV5_OPTIONAL_14","SV5_OPTIONAL_14","1","47,311","35,313","98","158","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_0302951adf56016fc5e5","LANDING","64,308,16,16","SV5_OPTIONAL_14","SV5_OPTIONAL_14","1","64,311","76,313","98","158","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_032723ec76224555dc3f","SMALL_CAVE","336,348,20,12","SV5_OPTIONAL_01","SV5_OPTIONAL_01","1","355,351","339,351","97","143","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_033321d73a23186368ba","DEAD_END","24,208,16,12","SV5_INFILL_ROOM_03eb84acec7e9db8f52e","SV5_OPTIONAL_10","5","39,211","27,211","69","123","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_033678ff7e9c05d21528","SMALL_CAVE","144,116,20,12","SV5_OPTIONAL_09","SV5_OPTIONAL_09","1","144,119","160,119","97","143","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_0336ae99bc580abe01f7","DEAD_END","24,356,16,12","SV5_OPTIONAL_14","SV5_OPTIONAL_14","1","39,359","27,359","69","123","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_03457115457eb0b59c96","SMALL_CAVE","28,160,20,12","SV5_INFILL_ROOM_021b4048fa47706aeaf6","SV5_OPTIONAL_09","4","47,163","31,163","97","143","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_0348461d960659e46de4","SMALL_CAVE","100,4,20,12","SV5_INFILL_ROOM_02131663b956c4b63225","SV5_OPTIONAL_06","4","119,7","103,7","97","143","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
"SV5_INFILL_ROOM_034e96ec4b59b2e7de89","DEAD_END","4,352,16,12","SV5_INFILL_ROOM_0336ae99bc580abe01f7","SV5_OPTIONAL_14","2","19,355","7,355","63","129","False","NONE","True","06d95903a803eda03751fbbb3bd47d50da79388f740e7ca6ae8b22832795f5ea"
