variant_id,x,y,pattern_x,pattern_y,is_open,main_route,branch_route,split_rejoin_route,start,exit
MP_RUN_02_A_BRANCHING_LOWLAND,137,0,34,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,138,0,34,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,139,0,34,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,140,0,35,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,141,0,35,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,142,0,35,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,143,0,35,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,144,0,36,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,145,0,36,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,146,0,36,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,147,0,36,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,148,0,37,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,149,0,37,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,150,0,37,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,151,0,37,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,152,0,38,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,153,0,38,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,154,0,38,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,155,0,38,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,156,0,39,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,157,0,39,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,158,0,39,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,159,0,39,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,160,0,40,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,161,0,40,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,162,0,40,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,163,0,40,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,164,0,41,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,165,0,41,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,166,0,41,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,167,0,41,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,168,0,42,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,169,0,42,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,170,0,42,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,171,0,42,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,172,0,43,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,173,0,43,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,174,0,43,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,175,0,43,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,176,0,44,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,177,0,44,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,178,0,44,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,179,0,44,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,180,0,45,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,181,0,45,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,182,0,45,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,183,0,45,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,184,0,46,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,185,0,46,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,186,0,46,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,187,0,46,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,188,0,47,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,189,0,47,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,190,0,47,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,191,0,47,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,0,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,1,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,2,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,3,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,4,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,5,1,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,6,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,7,1,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,8,1,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,9,1,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,10,1,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,11,1,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,12,1,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,13,1,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,14,1,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,15,1,3,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,16,1,4,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,17,1,4,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,18,1,4,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,19,1,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,20,1,5,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,21,1,5,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,22,1,5,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,23,1,5,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,24,1,6,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,25,1,6,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,26,1,6,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
MP_RUN_02_A_BRANCHING_LOWLAND,27,1,6,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
