variant_id,node_kind,pattern_x,pattern_y,main_path,branch_index,room_region
MP_RUN_02_A_BRANCHING_LOWLAND,MAIN,26,6,TRUE,0,LOWLAND_MIDDLE
MP_RUN_02_A_BRANCHING_LOWLAND,MAIN,27,6,TRUE,0,LOWLAND_MIDDLE
MP_RUN_02_A_BRANCHING_LOWLAND,MAIN,28,6,TRUE,0,LOWLAND_MIDDLE
MP_RUN_02_A_BRANCHING_LOWLAND,MAIN,29,6,TRUE,0,LOWLAND_MIDDLE
MP_RUN_02_A_BRANCHING_LOWLAND,MAIN,30,6,TRUE,0,LOWLAND_MIDDLE
MP_RUN_02_A_BRANCHING_LOWLAND,MAIN,31,6,TRUE,0,LOWLAND_MIDDLE
MP_RUN_02_A_BRANCHING_LOWLAND,MAIN,32,6,TRUE,0,LOWLAND_EAST
MP_RUN_02_A_BRANCHING_LOWLAND,MAIN,33,6,TRUE,0,LOWLAND_EAST
MP_RUN_02_A_BRANCHING_LOWLAND,MAIN,34,6,TRUE,0,LOWLAND_EAST
MP_RUN_02_A_BRANCHING_LOWLAND,MAIN,35,6,TRUE,0,LOWLAND_EAST
MP_RUN_02_A_BRANCHING_LOWLAND,MAIN,36,6,TRUE,0,LOWLAND_EAST
MP_RUN_02_A_BRANCHING_LOWLAND,MAIN,37,6,TRUE,0,LOWLAND_EAST
MP_RUN_02_A_BRANCHING_LOWLAND,MAIN,38,6,TRUE,0,LOWLAND_EAST
MP_RUN_02_A_BRANCHING_LOWLAND,MAIN,39,6,TRUE,0,LOWLAND_EAST
MP_RUN_02_A_BRANCHING_LOWLAND,MAIN,40,6,TRUE,0,LOWLAND_EAST
MP_RUN_02_A_BRANCHING_LOWLAND,MAIN,41,6,TRUE,0,LOWLAND_EAST
MP_RUN_02_A_BRANCHING_LOWLAND,MAIN,42,6,TRUE,0,LOWLAND_EAST
MP_RUN_02_A_BRANCHING_LOWLAND,MAIN,43,6,TRUE,0,LOWLAND_EAST
MP_RUN_02_A_BRANCHING_LOWLAND,MAIN,44,6,TRUE,0,LOWLAND_EAST
MP_RUN_02_A_BRANCHING_LOWLAND,MAIN,45,6,TRUE,0,LOWLAND_EAST
MP_RUN_02_A_BRANCHING_LOWLAND,MAIN,46,6,TRUE,0,LOWLAND_EAST
MP_RUN_02_A_BRANCHING_LOWLAND,MAIN,47,6,TRUE,0,LOWLAND_EAST
MP_RUN_02_A_BRANCHING_LOWLAND,BRANCH,4,7,FALSE,1,LOWLAND_WEST
MP_RUN_02_A_BRANCHING_LOWLAND,BRANCH,14,7,FALSE,3,LOWLAND_WEST
MP_RUN_02_A_BRANCHING_LOWLAND,BRANCH,27,7,FALSE,5,LOWLAND_MIDDLE
MP_RUN_02_A_BRANCHING_LOWLAND,BRANCH,39,7,FALSE,7,LOWLAND_EAST
MP_RUN_02_A_BRANCHING_LOWLAND,BRANCH,4,8,FALSE,1,LOWLAND_WEST
MP_RUN_02_A_BRANCHING_LOWLAND,BRANCH,14,8,FALSE,3,LOWLAND_WEST
MP_RUN_02_A_BRANCHING_LOWLAND,BRANCH,27,8,FALSE,5,LOWLAND_MIDDLE
MP_RUN_02_A_BRANCHING_LOWLAND,BRANCH,39,8,FALSE,7,LOWLAND_EAST
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,5,2,FALSE,2,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,22,2,FALSE,6,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,35,2,FALSE,-2,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,36,2,FALSE,-2,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,37,2,FALSE,-2,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,38,2,FALSE,-2,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,5,3,FALSE,2,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,22,3,FALSE,6,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,35,3,FALSE,-2,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,38,3,FALSE,-2,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,0,4,TRUE,0,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,1,4,TRUE,0,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,2,4,TRUE,0,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,3,4,TRUE,0,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,4,4,TRUE,0,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,5,4,TRUE,0,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,6,4,TRUE,0,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,7,4,TRUE,0,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,15,4,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,16,4,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,17,4,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,18,4,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,19,4,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,20,4,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,21,4,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,22,4,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,23,4,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,24,4,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,33,4,TRUE,0,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,34,4,TRUE,0,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,SPLIT,35,4,TRUE,2,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,36,4,TRUE,0,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,37,4,TRUE,0,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,REJOIN,38,4,TRUE,2,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,39,4,TRUE,0,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,40,4,TRUE,0,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,41,4,TRUE,0,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,3,5,FALSE,1,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,7,5,TRUE,0,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,15,5,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,18,5,FALSE,5,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,24,5,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,33,5,TRUE,0,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,37,5,FALSE,9,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,3,6,FALSE,1,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,7,6,TRUE,0,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,15,6,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,18,6,FALSE,5,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,24,6,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,33,6,TRUE,0,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,37,6,FALSE,9,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,7,7,TRUE,0,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,15,7,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,24,7,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,33,7,TRUE,0,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,7,8,TRUE,0,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,15,8,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,24,8,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,33,8,TRUE,0,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,7,9,TRUE,0,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,15,9,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,24,9,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,33,9,TRUE,0,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,7,10,TRUE,0,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,10,10,FALSE,3,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,15,10,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,24,10,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,31,10,FALSE,8,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,33,10,TRUE,0,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,7,11,TRUE,0,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,10,11,FALSE,3,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,15,11,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,24,11,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,31,11,FALSE,8,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,33,11,TRUE,0,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,7,12,TRUE,0,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,8,12,TRUE,0,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,SPLIT,9,12,TRUE,1,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,10,12,TRUE,0,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,11,12,TRUE,0,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,REJOIN,12,12,TRUE,1,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,13,12,TRUE,0,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,14,12,TRUE,0,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,15,12,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,24,12,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,25,12,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,26,12,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,27,12,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,28,12,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,29,12,TRUE,0,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,MAIN,30,12,TRUE,0,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,31,12,TRUE,0,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,32,12,TRUE,0,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,MAIN,33,12,TRUE,0,DESCENT_EAST
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,9,13,FALSE,-1,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,12,13,FALSE,-1,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,14,13,FALSE,4,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,27,13,FALSE,7,VERTICAL_MIDDLE
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,9,14,FALSE,-1,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,10,14,FALSE,-1,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,11,14,FALSE,-1,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,12,14,FALSE,-1,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,14,14,FALSE,4,ASCENT_WEST
MP_RUN_02_B_VERTICAL_LOOP,BRANCH,27,14,FALSE,7,VERTICAL_MIDDLE
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,40,1,FALSE,10,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,44,1,FALSE,11,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,40,2,FALSE,10,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,44,2,FALSE,11,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,37,3,TRUE,0,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,38,3,TRUE,0,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,39,3,TRUE,0,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,40,3,TRUE,0,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,41,3,TRUE,0,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,42,3,TRUE,0,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,43,3,TRUE,0,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,44,3,TRUE,0,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,45,3,TRUE,0,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,46,3,TRUE,0,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,47,3,TRUE,0,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,48,3,TRUE,0,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,49,3,TRUE,0,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,18,4,FALSE,-1,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,19,4,FALSE,-1,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,20,4,FALSE,-1,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,21,4,FALSE,-1,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,22,4,FALSE,-1,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,23,4,FALSE,-1,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,24,4,FALSE,-1,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,25,4,FALSE,-1,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,26,4,FALSE,-1,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,27,4,FALSE,-1,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,28,4,FALSE,-1,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,29,4,FALSE,-1,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,30,4,FALSE,-1,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,37,4,TRUE,0,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,49,4,TRUE,0,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,6,5,FALSE,2,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,14,5,FALSE,4,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,18,5,FALSE,-1,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,30,5,FALSE,-1,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,37,5,TRUE,0,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,49,5,TRUE,0,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,6,6,FALSE,2,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,14,6,FALSE,4,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,18,6,FALSE,-1,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,30,6,FALSE,-1,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,37,6,TRUE,0,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,49,6,TRUE,0,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,0,7,TRUE,0,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,1,7,TRUE,0,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,2,7,TRUE,0,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,3,7,TRUE,0,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,4,7,TRUE,0,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,5,7,TRUE,0,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,6,7,TRUE,0,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,7,7,TRUE,0,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,8,7,TRUE,0,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,9,7,TRUE,0,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,10,7,TRUE,0,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,11,7,TRUE,0,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,12,7,TRUE,0,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,13,7,TRUE,0,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,14,7,TRUE,0,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,15,7,TRUE,0,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,16,7,TRUE,0,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,17,7,TRUE,0,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,SPLIT,18,7,TRUE,1,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,REJOIN,30,7,TRUE,1,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,31,7,TRUE,0,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,32,7,TRUE,0,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,33,7,TRUE,0,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,34,7,TRUE,0,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,35,7,TRUE,0,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,36,7,TRUE,0,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,SPLIT,37,7,TRUE,2,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,REJOIN,49,7,TRUE,2,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,50,7,TRUE,0,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,51,7,TRUE,0,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,52,7,TRUE,0,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,53,7,TRUE,0,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,54,7,TRUE,0,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,55,7,TRUE,0,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,56,7,TRUE,0,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,57,7,TRUE,0,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,58,7,TRUE,0,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,59,7,TRUE,0,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,3,8,FALSE,1,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,10,8,FALSE,3,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,17,8,FALSE,5,ENTRY_GALLERY
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,18,8,TRUE,0,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,24,8,FALSE,7,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,MAIN,30,8,TRUE,0,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,33,8,FALSE,9,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,37,8,FALSE,-2,SPLIT_SANCTUM
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,49,8,FALSE,-2,EXIT_CHAMBERS
MP_RUN_02_C_MULTI_ROOM_SPLIT,BRANCH,53,8,FALSE,12,EXIT_CHAMBERS
