variant_id,edge_index,from_x,from_y,to_x,to_y,direction,edge_kind,main_path,owner_index,required_socket_bit
MP_RUN_02_A_BRANCHING_LOWLAND,55,27,6,27,7,North,BRANCH,FALSE,5,1
MP_RUN_02_A_BRANCHING_LOWLAND,56,27,7,27,8,North,BRANCH,FALSE,5,1
MP_RUN_02_A_BRANCHING_LOWLAND,57,33,6,33,5,South,BRANCH,FALSE,6,1
MP_RUN_02_A_BRANCHING_LOWLAND,58,33,5,33,4,South,BRANCH,FALSE,6,1
MP_RUN_02_A_BRANCHING_LOWLAND,59,39,6,39,7,North,BRANCH,FALSE,7,1
MP_RUN_02_A_BRANCHING_LOWLAND,60,39,7,39,8,North,BRANCH,FALSE,7,1
MP_RUN_02_A_BRANCHING_LOWLAND,61,44,6,44,5,South,BRANCH,FALSE,8,1
MP_RUN_02_A_BRANCHING_LOWLAND,62,44,5,44,4,South,BRANCH,FALSE,8,1
MP_RUN_02_B_VERTICAL_LOOP,0,0,4,1,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,1,1,4,2,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,2,2,4,3,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,3,3,4,4,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,4,4,4,5,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,5,5,4,6,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,6,6,4,7,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,7,7,4,7,5,North,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,8,7,5,7,6,North,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,9,7,6,7,7,North,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,10,7,7,7,8,North,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,11,7,8,7,9,North,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,12,7,9,7,10,North,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,13,7,10,7,11,North,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,14,7,11,7,12,North,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,15,7,12,8,12,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,16,8,12,9,12,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,17,9,12,10,12,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,18,10,12,11,12,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,19,11,12,12,12,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,20,12,12,13,12,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,21,13,12,14,12,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,22,14,12,15,12,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,23,15,12,15,11,South,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,24,15,11,15,10,South,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,25,15,10,15,9,South,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,26,15,9,15,8,South,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,27,15,8,15,7,South,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,28,15,7,15,6,South,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,29,15,6,15,5,South,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,30,15,5,15,4,South,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,31,15,4,16,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,32,16,4,17,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,33,17,4,18,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,34,18,4,19,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,35,19,4,20,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,36,20,4,21,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,37,21,4,22,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,38,22,4,23,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,39,23,4,24,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,40,24,4,24,5,North,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,41,24,5,24,6,North,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,42,24,6,24,7,North,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,43,24,7,24,8,North,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,44,24,8,24,9,North,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,45,24,9,24,10,North,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,46,24,10,24,11,North,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,47,24,11,24,12,North,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,48,24,12,25,12,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,49,25,12,26,12,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,50,26,12,27,12,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,51,27,12,28,12,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,52,28,12,29,12,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,53,29,12,30,12,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,54,30,12,31,12,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,55,31,12,32,12,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,56,32,12,33,12,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,57,33,12,33,11,South,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,58,33,11,33,10,South,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,59,33,10,33,9,South,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,60,33,9,33,8,South,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,61,33,8,33,7,South,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,62,33,7,33,6,South,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,63,33,6,33,5,South,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,64,33,5,33,4,South,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,65,33,4,34,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,66,34,4,35,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,67,35,4,36,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,68,36,4,37,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,69,37,4,38,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,70,38,4,39,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,71,39,4,40,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,72,40,4,41,4,East,MAIN,TRUE,0,1
MP_RUN_02_B_VERTICAL_LOOP,73,9,12,9,13,North,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_B_VERTICAL_LOOP,74,9,13,9,14,North,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_B_VERTICAL_LOOP,75,9,14,10,14,East,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_B_VERTICAL_LOOP,76,10,14,11,14,East,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_B_VERTICAL_LOOP,77,11,14,12,14,East,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_B_VERTICAL_LOOP,78,12,14,12,13,South,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_B_VERTICAL_LOOP,79,12,13,12,12,South,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_B_VERTICAL_LOOP,80,35,4,35,3,South,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_B_VERTICAL_LOOP,81,35,3,35,2,South,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_B_VERTICAL_LOOP,82,35,2,36,2,East,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_B_VERTICAL_LOOP,83,36,2,37,2,East,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_B_VERTICAL_LOOP,84,37,2,38,2,East,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_B_VERTICAL_LOOP,85,38,2,38,3,North,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_B_VERTICAL_LOOP,86,38,3,38,4,North,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_B_VERTICAL_LOOP,87,3,4,3,5,North,BRANCH,FALSE,1,1
MP_RUN_02_B_VERTICAL_LOOP,88,3,5,3,6,North,BRANCH,FALSE,1,1
MP_RUN_02_B_VERTICAL_LOOP,89,5,4,5,3,South,BRANCH,FALSE,2,1
MP_RUN_02_B_VERTICAL_LOOP,90,5,3,5,2,South,BRANCH,FALSE,2,1
MP_RUN_02_B_VERTICAL_LOOP,91,10,12,10,11,South,BRANCH,FALSE,3,1
MP_RUN_02_B_VERTICAL_LOOP,92,10,11,10,10,South,BRANCH,FALSE,3,1
MP_RUN_02_B_VERTICAL_LOOP,93,14,12,14,13,North,BRANCH,FALSE,4,1
MP_RUN_02_B_VERTICAL_LOOP,94,14,13,14,14,North,BRANCH,FALSE,4,1
MP_RUN_02_B_VERTICAL_LOOP,95,18,4,18,5,North,BRANCH,FALSE,5,1
MP_RUN_02_B_VERTICAL_LOOP,96,18,5,18,6,North,BRANCH,FALSE,5,1
MP_RUN_02_B_VERTICAL_LOOP,97,22,4,22,3,South,BRANCH,FALSE,6,1
MP_RUN_02_B_VERTICAL_LOOP,98,22,3,22,2,South,BRANCH,FALSE,6,1
MP_RUN_02_B_VERTICAL_LOOP,99,27,12,27,13,North,BRANCH,FALSE,7,1
MP_RUN_02_B_VERTICAL_LOOP,100,27,13,27,14,North,BRANCH,FALSE,7,1
MP_RUN_02_B_VERTICAL_LOOP,101,31,12,31,11,South,BRANCH,FALSE,8,1
MP_RUN_02_B_VERTICAL_LOOP,102,31,11,31,10,South,BRANCH,FALSE,8,1
MP_RUN_02_B_VERTICAL_LOOP,103,37,4,37,5,North,BRANCH,FALSE,9,1
MP_RUN_02_B_VERTICAL_LOOP,104,37,5,37,6,North,BRANCH,FALSE,9,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,0,0,7,1,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,1,1,7,2,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,2,2,7,3,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,3,3,7,4,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,4,4,7,5,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,5,5,7,6,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,6,6,7,7,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,7,7,7,8,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,8,8,7,9,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,9,9,7,10,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,10,10,7,11,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,11,11,7,12,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,12,12,7,13,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,13,13,7,14,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,14,14,7,15,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,15,15,7,16,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,16,16,7,17,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,17,17,7,18,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,18,18,7,18,8,North,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,19,18,8,18,9,North,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,20,18,9,18,10,North,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,21,18,10,19,10,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,22,19,10,20,10,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,23,20,10,21,10,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,24,21,10,22,10,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,25,22,10,23,10,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,26,23,10,24,10,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,27,24,10,25,10,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,28,25,10,26,10,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,29,26,10,27,10,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,30,27,10,28,10,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,31,28,10,29,10,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,32,29,10,30,10,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,33,30,10,30,9,South,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,34,30,9,30,8,South,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,35,30,8,30,7,South,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,36,30,7,31,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,37,31,7,32,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,38,32,7,33,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,39,33,7,34,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,40,34,7,35,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,41,35,7,36,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,42,36,7,37,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,43,37,7,37,6,South,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,44,37,6,37,5,South,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,45,37,5,37,4,South,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,46,37,4,37,3,South,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,47,37,3,38,3,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,48,38,3,39,3,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,49,39,3,40,3,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,50,40,3,41,3,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,51,41,3,42,3,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,52,42,3,43,3,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,53,43,3,44,3,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,54,44,3,45,3,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,55,45,3,46,3,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,56,46,3,47,3,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,57,47,3,48,3,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,58,48,3,49,3,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,59,49,3,49,4,North,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,60,49,4,49,5,North,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,61,49,5,49,6,North,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,62,49,6,49,7,North,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,63,49,7,50,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,64,50,7,51,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,65,51,7,52,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,66,52,7,53,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,67,53,7,54,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,68,54,7,55,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,69,55,7,56,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,70,56,7,57,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,71,57,7,58,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,72,58,7,59,7,East,MAIN,TRUE,0,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,73,18,7,18,6,South,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,74,18,6,18,5,South,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,75,18,5,18,4,South,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,76,18,4,19,4,East,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,77,19,4,20,4,East,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,78,20,4,21,4,East,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,79,21,4,22,4,East,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,80,22,4,23,4,East,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,81,23,4,24,4,East,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,82,24,4,25,4,East,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,83,25,4,26,4,East,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,84,26,4,27,4,East,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,85,27,4,28,4,East,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,86,28,4,29,4,East,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,87,29,4,30,4,East,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,88,30,4,30,5,North,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,89,30,5,30,6,North,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,90,30,6,30,7,North,SPLIT_REJOIN,FALSE,1,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,91,37,7,37,8,North,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,92,37,8,37,9,North,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,93,37,9,37,10,North,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,94,37,10,37,11,North,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,95,37,11,38,11,East,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,96,38,11,39,11,East,SPLIT_REJOIN,FALSE,2,1
MP_RUN_02_C_MULTI_ROOM_SPLIT,97,39,11,40,11,East,SPLIT_REJOIN,FALSE,2,1
