candidate_id,projection_id,pair_id,direction,orientation,entry_side,exit_side,socket_signature,route_intent,movement_tokens,access_class,mandatory_route,tool_requirement,profile_digest,canonical_digest
BND_CRATER_MILL_H_03,BND_CRATER_MILL_H_03__A_TO_B,PAIR_CRATER_MILL,A_TO_B,Horizontal,Left,Right,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,6f355600ba743c79ef0ccce14f2fd647362001dfdeb0e74bc11934389b86cfaf,55cb865b0bb0a26ae7a34ed2dc847250a7dd93172dc4067cc9a67a09c289cdd4
BND_CRATER_MILL_H_03,BND_CRATER_MILL_H_03__B_TO_A,PAIR_CRATER_MILL,B_TO_A,Horizontal,Right,Left,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,f45e11cce268b9466804bdf3494fd3294a0bde7cf2b578da5f1d5d17b8bfb6ce,4dc0d9b8cc0f1707e2f34e7aef50388fb1c568d902b8346df8b5e97eed039a33
BND_CRATER_MILL_H_04,BND_CRATER_MILL_H_04__A_TO_B,PAIR_CRATER_MILL,A_TO_B,Horizontal,Left,Right,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,1ee8b9adc1d15e46cdd3e13ddfd73d0ebcb03a187ee5b43d30a5afe889c3d1f0,3d69c7974bd68aeb1ea65f67cbdf9521ed87e5920945e91d842ac94b54a741e5
BND_CRATER_MILL_H_04,BND_CRATER_MILL_H_04__B_TO_A,PAIR_CRATER_MILL,B_TO_A,Horizontal,Right,Left,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,e8615f9169e25cfc8eee9871010675138f2df7372fdbdaa3d30fe90203980877,5c2afc781c2c329f0e52a1f495feb16233fe989e2403210f2010e63462158af5
BND_CRATER_MILL_V_01,BND_CRATER_MILL_V_01__A_TO_B,PAIR_CRATER_MILL,A_TO_B,Vertical,Down,Up,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,6247c0381437ce297c790a12c2710bed458e09ea15bb01f875d9108ad238f57c,2ff6abc78ca6089ab2a8a9f70694a8275c5e43026e7f026144af7e7e4151f15e
BND_CRATER_MILL_V_01,BND_CRATER_MILL_V_01__B_TO_A,PAIR_CRATER_MILL,B_TO_A,Vertical,Up,Down,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,e746b89be72928af6ef66d7e52d1baf8a5fea8b776c5a666f316bc681c33e597,414a16f2cf413935efea1487b464fd72cf33199249502103af948053389d14e6
BND_CRATER_MILL_V_02,BND_CRATER_MILL_V_02__A_TO_B,PAIR_CRATER_MILL,A_TO_B,Vertical,Down,Up,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,3c2982363275d2781a32cb210c1c7535df609baaf2c4c1d4378e261ee842bc61,b84c748eb390f6762e0fb1028f0b6659ba2f3d53c8ac550cfef515344e4a2629
BND_CRATER_MILL_V_02,BND_CRATER_MILL_V_02__B_TO_A,PAIR_CRATER_MILL,B_TO_A,Vertical,Up,Down,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,8849fb5cc11c6153d785685c97d1aefb05319ef6f8da0e615d63b08869889489,da92e7753206f3005f6bf613a37a311aa72c08ee16af5466c689b99547356851
BND_CRATER_MILL_V_03,BND_CRATER_MILL_V_03__A_TO_B,PAIR_CRATER_MILL,A_TO_B,Vertical,Down,Up,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,284adcda9c76e8ca21035b5ef0da39c4a759212006c27c8e772c4e7c39d05486,fdcaaa9c1092ca62436456b58fde53f1a8fd329b98695af273a95868fe9f72dc
BND_CRATER_MILL_V_03,BND_CRATER_MILL_V_03__B_TO_A,PAIR_CRATER_MILL,B_TO_A,Vertical,Up,Down,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,8d4590dccc3dd5e8f43cb571c988a42b381e329044b568625af8723530889c42,810639ebd6e774ca00007c714381b21d8805e33a4c2f38699ef3234e91a5305a
BND_CRATER_MILL_V_04,BND_CRATER_MILL_V_04__A_TO_B,PAIR_CRATER_MILL,A_TO_B,Vertical,Down,Up,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,969c49bac3b8896945d8d7b171125d55f8a0afb183da2acf0af32ff562d6efe7,ea7e4d37a55f7b639bf3162212025f826b3435a5d6aa2872f37c9dcfdce4a3ae
BND_CRATER_MILL_V_04,BND_CRATER_MILL_V_04__B_TO_A,PAIR_CRATER_MILL,B_TO_A,Vertical,Up,Down,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,b6226b891f060857e6ffc85098084a65c8b92a1fc9513c378c8b382175f65327,dd3c52c4fb3f2943aead60eced30dd855c37ed2eb261142543c8ec0d1b19fd8e
BND_CRATER_ROOT_H_01,BND_CRATER_ROOT_H_01__A_TO_B,PAIR_CRATER_ROOT,A_TO_B,Horizontal,Left,Right,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,76e64b3b5012b978675a936d7b818af50616f3db57c2631c6403c698cf4bf59e,de4bb6c9498835b33f3ab232676c99d93afbea9127077c8d6ac70c53d92a410c
BND_CRATER_ROOT_H_01,BND_CRATER_ROOT_H_01__B_TO_A,PAIR_CRATER_ROOT,B_TO_A,Horizontal,Right,Left,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,da7fdbbc2580a32d0fa3c0ab47823926595aa036a26a6030dae8e4ab04484850,c8a50a0d7256ec03b78f3346140900d4253b84051c2e8d571e54d93d412ce16d
BND_CRATER_ROOT_H_02,BND_CRATER_ROOT_H_02__A_TO_B,PAIR_CRATER_ROOT,A_TO_B,Horizontal,Left,Right,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,1823b3270e6787665899abfe2e140f97f64a95512cfb69f9bd555b7dcab508a5,4fe4c6ee1b3f27272754efdcb25e6509599ff8f747180c4946db182b9d35e3c6
BND_CRATER_ROOT_H_02,BND_CRATER_ROOT_H_02__B_TO_A,PAIR_CRATER_ROOT,B_TO_A,Horizontal,Right,Left,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,4c4b80d8f5031d557ec826199357791fdd83b606c1cbdaf53d9bb4f1d269787c,6a27865aebdc5046d2f3984e34639257833f580171da1f14ff90d9ece93e9478
BND_CRATER_ROOT_H_03,BND_CRATER_ROOT_H_03__A_TO_B,PAIR_CRATER_ROOT,A_TO_B,Horizontal,Left,Right,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,cac8c06d3ad64bf9b63d1a3691084ac492112574f796e64d445d512a7cc1ecca,09a81da8a241da89c5cd22d305f7af0cee89b7a5537344d896be464a54aa3c77
BND_CRATER_ROOT_H_03,BND_CRATER_ROOT_H_03__B_TO_A,PAIR_CRATER_ROOT,B_TO_A,Horizontal,Right,Left,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,9685e21b78dfa02059425e34beadc70587d4858f6ca9041745f30f077b726c2c,ca5da02998e9264ccb9d97331a28419f6399a692aafaddeb9f1ae26d5b9d8697
BND_CRATER_ROOT_H_04,BND_CRATER_ROOT_H_04__A_TO_B,PAIR_CRATER_ROOT,A_TO_B,Horizontal,Left,Right,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,5b249d4ee2f42280ff3973e1aabec9a424bad2c40c2a3b85b546c046a2949623,ea6ec15009102c0e4ac22c594ee8ed700cdb9eeff63672fc8e43dbff9b250440
BND_CRATER_ROOT_H_04,BND_CRATER_ROOT_H_04__B_TO_A,PAIR_CRATER_ROOT,B_TO_A,Horizontal,Right,Left,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,b43d520f7a7b1d8f821b6d442489e6d61b3184c023264c7f2f1306c1b44be0e5,e56665c6fa62f024da9a9d11d0792560569f2ebc98a64a34f8103bbddebb5c57
BND_CRATER_ROOT_V_01,BND_CRATER_ROOT_V_01__A_TO_B,PAIR_CRATER_ROOT,A_TO_B,Vertical,Down,Up,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,3ad260019655a03e57fdb9fbd0150482f7015304d181ecc5faaebfbbd10ac5f1,ccf0f2ac8d7741b173ec855bd787405d1d14680ab855e161833ac784b40434dd
BND_CRATER_ROOT_V_01,BND_CRATER_ROOT_V_01__B_TO_A,PAIR_CRATER_ROOT,B_TO_A,Vertical,Up,Down,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,1b8d52f80763c4944d53d461c17b0e14af363f04938d3e1124273fd7630f3309,a33b0a34f30ad51d01448d4d313595e86f4a8458b6b3b3a5bbfc7818fde1c13e
BND_CRATER_ROOT_V_02,BND_CRATER_ROOT_V_02__A_TO_B,PAIR_CRATER_ROOT,A_TO_B,Vertical,Down,Up,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,b7fe26780df5c66ff9d0b5f42d09e19578ba6c4a15dc45d5b8eb3de8747df464,8331d4f1b12a0b153aaa96ebc4c0d04e9b97d3357b46db3422fcfcc53e008b2b
BND_CRATER_ROOT_V_02,BND_CRATER_ROOT_V_02__B_TO_A,PAIR_CRATER_ROOT,B_TO_A,Vertical,Up,Down,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,dc377f5b8505bfe4b45ba8d218127311e2412ac3c6e27729684f24cebac43399,a8b62c933fda4fca1acdea48de4bbc569f67abd7ed91d25a560bb1eeadae2222
BND_CRATER_ROOT_V_03,BND_CRATER_ROOT_V_03__A_TO_B,PAIR_CRATER_ROOT,A_TO_B,Vertical,Down,Up,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,6221507643c4e6f178e86e14ebaed81f29c8be738f4c1e5cce75c654c1dbd0ca,3acd124bd226710d84e27befe305492773d3f39d3f881b241f7e132c26953f7c
BND_CRATER_ROOT_V_03,BND_CRATER_ROOT_V_03__B_TO_A,PAIR_CRATER_ROOT,B_TO_A,Vertical,Up,Down,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,011d894feee072e86a974f77f2c2ce2f41cedef6f5b4adceb2e0d5f6dd0a768b,b4f726a2f407bdd1d67dd33d0adb16a605da55b8905597a70de426856185d7a8
BND_CRATER_ROOT_V_04,BND_CRATER_ROOT_V_04__A_TO_B,PAIR_CRATER_ROOT,A_TO_B,Vertical,Down,Up,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,0d093ce14c6bb7a23f0ab2603c3cd2790f25d8a3f6bcf640276f88ff768edbc6,48bd9b4aa1922fadaa39fc0fec651726caf14c2fd97a4d1125a2aa5cf2847b00
BND_CRATER_ROOT_V_04,BND_CRATER_ROOT_V_04__B_TO_A,PAIR_CRATER_ROOT,B_TO_A,Vertical,Up,Down,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,78bf15588c59fd4ff4b93827a5791a7eb1a9e4456b2af48bcfb6e15b21bafbd9,a5a88fca9ceebcbca6e5bcea5d23517c50cbaa3d6e8774a64e1b82ae9a912213
BND_MILL_DOUGH_H_01,BND_MILL_DOUGH_H_01__A_TO_B,PAIR_MILL_DOUGH,A_TO_B,Horizontal,Left,Right,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,6cc94eddb474fa31c65e209eb53e9ff47798fa297efe7c182e692292bd85522e,6a3518c5bf0cb7057b72258b4c934199918f57a1a2c50a8b4143be68551d52fd
BND_MILL_DOUGH_H_01,BND_MILL_DOUGH_H_01__B_TO_A,PAIR_MILL_DOUGH,B_TO_A,Horizontal,Right,Left,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,d030785465034e4dd09eeca0d3392b77fd060a422285d6c99952eb1937790533,3281200d5f3ae9ce582bbe1e29d2ae49a799661547f67123de80e755f1bb712e
BND_MILL_DOUGH_H_02,BND_MILL_DOUGH_H_02__A_TO_B,PAIR_MILL_DOUGH,A_TO_B,Horizontal,Left,Right,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,034fb7a0d5c6d87f5aa2b25469a6f7f70c0e4c9557f8682d559e14ba6c1760f9,debc36cc010781c6a1629454c3431122208c02921cbfaa2742d32114325ee623
BND_MILL_DOUGH_H_02,BND_MILL_DOUGH_H_02__B_TO_A,PAIR_MILL_DOUGH,B_TO_A,Horizontal,Right,Left,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,fc92d1d3d41b68d782ec028f8afc09f83e7bba0a47c3439215faad7f70d56d0e,0acdf3a5609fedc644e9e00fadbe5156946d5ef05c4bb429891a523c4235bd19
BND_MILL_DOUGH_H_03,BND_MILL_DOUGH_H_03__A_TO_B,PAIR_MILL_DOUGH,A_TO_B,Horizontal,Left,Right,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,801e9e6718a6cf6e8fd27baa34d1be7921ab99a6aa1f7a327fcb0332fa7d49ad,1cade466f5e4ee28d8e001628ad9ce9c1910763595280dcca72f9ee46f8d3abd
BND_MILL_DOUGH_H_03,BND_MILL_DOUGH_H_03__B_TO_A,PAIR_MILL_DOUGH,B_TO_A,Horizontal,Right,Left,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,538c9708bf4f7f109194f42a8537835996456a833164f64bd2d140758e268b52,b7663ce670479f3da891cbd09694303d72c08b6981cb63f6803c75e0240a5940
BND_MILL_DOUGH_H_04,BND_MILL_DOUGH_H_04__A_TO_B,PAIR_MILL_DOUGH,A_TO_B,Horizontal,Left,Right,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,f844245b1a35e92fa011de37af27b39fe2e6f0574cac99541a0716a9c95e37be,fceb11416378536595399cfb12fe3e9a036e8dd8bc972ac493dee79ce6bb570a
BND_MILL_DOUGH_H_04,BND_MILL_DOUGH_H_04__B_TO_A,PAIR_MILL_DOUGH,B_TO_A,Horizontal,Right,Left,EDGE_H_MID_WALK,MandatoryBoundaryTraversal,Walk,MANDATORY_NO_TOOL,true,NONE,73660f85af0ddb1475ce238bc0c6a792cd15ffe17a265a548123aee818b94836,6676e47f5d67b1ecc94ca377495f9120141eea700cc5d298b604223b5a7b9e32
BND_MILL_DOUGH_V_01,BND_MILL_DOUGH_V_01__A_TO_B,PAIR_MILL_DOUGH,A_TO_B,Vertical,Down,Up,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,49e5447e51ea5bfab5b5b83b72a422c13300649a93c0ebb1690b9174cd292f6c,43a5b7e402a5b94d723bc3ad36a970f10f299953714effeefda5286b68ac0262
BND_MILL_DOUGH_V_01,BND_MILL_DOUGH_V_01__B_TO_A,PAIR_MILL_DOUGH,B_TO_A,Vertical,Up,Down,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,5998c7e9c0a5c5751d0309bd4db1dfbe282948bc147f723cfff1295e84403259,cd72b540e9b7fb0cca9baea3daa6dfa99dcfe119cf5ce960babea3715984b1a2
BND_MILL_DOUGH_V_02,BND_MILL_DOUGH_V_02__A_TO_B,PAIR_MILL_DOUGH,A_TO_B,Vertical,Down,Up,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,3b1b130689d46974b1e0846c613785086d41ae145cfa1420661c361bc4c43973,118f6379926cf2b96009d595473503d6a8bff2f0f9165eac6f494dbca4b70b03
BND_MILL_DOUGH_V_02,BND_MILL_DOUGH_V_02__B_TO_A,PAIR_MILL_DOUGH,B_TO_A,Vertical,Up,Down,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,9fe218de93961fb3a0b5ae181efd4f2ad017639d3967b5f70d44131b62052070,cb52b6bd62b0808e5790793e54d0360e71fc95a1f065944cc6c2e6f2c0f05c24
BND_MILL_DOUGH_V_03,BND_MILL_DOUGH_V_03__A_TO_B,PAIR_MILL_DOUGH,A_TO_B,Vertical,Down,Up,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,5b2d4d12a541909e41353174d543debe73be4c426185efdec258f6a5e1ae1d92,d17fae8d86f2411b90f3d28d8bdb534c8e1bd2274b5e4d20a420c95389e52b0d
BND_MILL_DOUGH_V_03,BND_MILL_DOUGH_V_03__B_TO_A,PAIR_MILL_DOUGH,B_TO_A,Vertical,Up,Down,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,bb94fcf10490a9a03221a600369388fec44520b71d8ae0e506c11a16e181e2f6,a83081b083f7b03ea50ff4a9188d7699d332fc0189f39c90f40786e641cdcdd3
BND_MILL_DOUGH_V_04,BND_MILL_DOUGH_V_04__A_TO_B,PAIR_MILL_DOUGH,A_TO_B,Vertical,Down,Up,EDGE_V_CENTER_CLIMB,MandatoryBoundaryTraversal,Climb|Jump,MANDATORY_NO_TOOL,true,NONE,e33600af9fd77cfafb0afde2e048753c61e56372691fc9413c150066cbf3a638,402687c4544902d22a7363e208cfdc896984ae35b0f7b84468db560437f0ad15
