candidate_id,local_x,local_y,tile_code,tile_role,source_biome,material_token,canonical_digest
BND_CRATER_DOUGH_H_01,5,5,MP_BOUNDARY_BLEND,BoundarySeam,MoonCrater,MAT_MOONSTONE,89eaaf70f0ab6be77690b8acfef1bf7022c420643dfab72dbbb99f8812010991
BND_CRATER_DOUGH_H_01,6,5,MP_BOUNDARY_BLEND,BoundarySeam,MoonDough,MAT_MOON_DOUGH,fa8343e900fe85ace9b4f5159185417d810fcadbd697008905cb3994f3d6ebe1
BND_CRATER_DOUGH_H_01,7,5,MP_BACKGROUND_CORE,BackgroundShell,MoonDough,MAT_MOON_DOUGH,8384ea6f61b9510983dfbe42efb72632aef22ff2d45ad53bb4c323c1ca9df7da
BND_CRATER_DOUGH_H_01,8,5,MP_BACKGROUND_CORE,BackgroundShell,MoonDough,MAT_MOON_DOUGH,f2c9daa8637fcc04c8315a0f481aa2792f6a7e82dd39c43b12c315dff5ee56ad
BND_CRATER_DOUGH_H_01,9,5,MP_BACKGROUND_CORE,BackgroundShell,MoonDough,MAT_MOON_DOUGH,04febb9e57c2c7532bd6d3fc69d8cc2c2d71cc47afc5dba75a9367d0a0c00a13
BND_CRATER_DOUGH_H_01,10,5,MP_BACKGROUND_CORE,BackgroundShell,MoonDough,MAT_MOON_DOUGH,ac7a7a5dfd7c78a42580b56174e493e9da9d69db2ce83134f44b6380b979ce00
BND_CRATER_DOUGH_H_01,11,5,MP_BACKGROUND_CORE,BackgroundShell,MoonDough,MAT_MOON_DOUGH,45260fb6d0890bf0dcfdbc9063a439ac33b6aa52acc33bdb8b861ff17b074883
BND_CRATER_DOUGH_H_01,0,6,MP_BACKGROUND_CORE,BackgroundShell,MoonCrater,MAT_MOONSTONE,d3b5818c6e17ddc882736956e79978ec914f0c4f4936103d851e08ed082ebe9c
BND_CRATER_DOUGH_H_01,1,6,MP_BACKGROUND_CORE,BackgroundShell,MoonCrater,MAT_MOONSTONE,3fef168aeb55422ba2626fb6448f285bdc52fe8085d1f627d0093075e346f1cd
BND_CRATER_DOUGH_H_01,2,6,MP_BACKGROUND_CORE,BackgroundShell,MoonCrater,MAT_MOONSTONE,b151c4201500215476b88f4becbe61fc2ba1b6bef6956806a2424fbf282fb3b4
BND_CRATER_DOUGH_H_01,3,6,MP_BACKGROUND_CORE,BackgroundShell,MoonCrater,MAT_MOONSTONE,1d00af4431d3f6ab4493eab60be3bc667df329db8a9f5174bb27278236b10678
BND_CRATER_DOUGH_H_01,4,6,MP_BACKGROUND_CORE,BackgroundShell,MoonCrater,MAT_MOONSTONE,7dc049929e1d02bf461fdd64ab4ed9a39f63b7b82b3a9efaa0d4c5d821be262d
BND_CRATER_DOUGH_H_01,5,6,MP_BOUNDARY_BLEND,BoundarySeam,MoonCrater,MAT_MOONSTONE,479e0012a75aafe9309a5eb0677edd996306a06317a66146a74c59bf2e8b4f14
BND_CRATER_DOUGH_H_01,6,6,MP_BOUNDARY_BLEND,BoundarySeam,MoonDough,MAT_MOON_DOUGH,1c1d9f9da6214c2ff07e59b07bf846b4781b791cf63bc24f116ab755db2babe7
BND_CRATER_DOUGH_H_01,7,6,MP_BACKGROUND_CORE,BackgroundShell,MoonDough,MAT_MOON_DOUGH,b5e77dcea39e30646e93d764c5aedb3cb2bc429675947c2ecde758937c85f441
BND_CRATER_DOUGH_H_01,8,6,MP_BACKGROUND_CORE,BackgroundShell,MoonDough,MAT_MOON_DOUGH,d251e81a5d02f8b26667a9673e182d4e042202f5d9e8ed15b96d501c39806b1d
BND_CRATER_DOUGH_H_01,9,6,MP_BACKGROUND_CORE,BackgroundShell,MoonDough,MAT_MOON_DOUGH,1846ecff2dd59ac34540598f82b11b911d7094cd344f5be988fc48e86643ef80
BND_CRATER_DOUGH_H_01,10,6,MP_BACKGROUND_CORE,BackgroundShell,MoonDough,MAT_MOON_DOUGH,d2a995fe983e13b73ff093373f84fa0d2193183831103fa8b4be5c75d532be5f
BND_CRATER_DOUGH_H_01,11,6,MP_BACKGROUND_CORE,BackgroundShell,MoonDough,MAT_MOON_DOUGH,9fcd216684d5e7eecbdcd352805700df3d1fe079d1c5b4ae7ac66ff222d2bbc6
BND_CRATER_DOUGH_H_01,0,7,MP_BACKGROUND_CORE,BackgroundShell,MoonCrater,MAT_MOONSTONE,7ae1043d2b9693ebeadcbd2d7b6864a10805c5bda3eb7423913d8e3523d6f471
BND_CRATER_DOUGH_H_01,1,7,MP_BACKGROUND_CORE,BackgroundShell,MoonCrater,MAT_MOONSTONE,d3f58c3aa4d99defd0e808457c05829ff3763493bf5d96da45da934607476e90
BND_CRATER_DOUGH_H_01,2,7,MP_BACKGROUND_CORE,BackgroundShell,MoonCrater,MAT_MOONSTONE,3a2b673bda3520bf282d8dc7f5e232325a9b90cd584fd8b77fb19511d98c028b
BND_CRATER_DOUGH_H_01,3,7,MP_BACKGROUND_CORE,BackgroundShell,MoonCrater,MAT_MOONSTONE,6faaa5d31332df01d65af8149e539feaadf53280d2a98871742247e1ebbaefe1
BND_CRATER_DOUGH_H_01,4,7,MP_BACKGROUND_CORE,BackgroundShell,MoonCrater,MAT_MOONSTONE,c4ace6daf8cbf0ff0d168948dfc042ebbd652d85e367174bcc82938b0399f022
BND_CRATER_DOUGH_H_01,5,7,MP_BOUNDARY_BLEND,BoundarySeam,MoonCrater,MAT_MOONSTONE,7a7d970350337e12af3949cbfd6f1043c6872b729754fb3ab6faa6cfa506af32
BND_CRATER_DOUGH_H_01,6,7,MP_BOUNDARY_BLEND,BoundarySeam,MoonDough,MAT_MOON_DOUGH,a8318ffc030308cd081bb44b32fb3708c712cea392f2eb5c83a005e7fe6b7ad6
BND_CRATER_DOUGH_H_01,7,7,MP_BACKGROUND_CORE,BackgroundShell,MoonDough,MAT_MOON_DOUGH,04e34cf97328cab20939a929ced3b43ddf32c0995487988626d2c83c0cd9ef78
BND_CRATER_DOUGH_H_01,8,7,MP_BACKGROUND_CORE,BackgroundShell,MoonDough,MAT_MOON_DOUGH,bee54f2bea6f1f834a5a0b3a69509f70b9e1e3db3b4d2fdd6630670dbd1e86b3
BND_CRATER_DOUGH_H_01,9,7,MP_BACKGROUND_CORE,BackgroundShell,MoonDough,MAT_MOON_DOUGH,082ab89dc98dd77d1f948da566c043f68ea656aa3ef864264eb198b1ed611855
BND_CRATER_DOUGH_H_01,10,7,MP_BACKGROUND_CORE,BackgroundShell,MoonDough,MAT_MOON_DOUGH,0a5523f8784898a22b05a8bd704c60a45c93c96bc7beb2a3bc83af910f4a1ae5
BND_CRATER_DOUGH_H_01,11,7,MP_BACKGROUND_CORE,BackgroundShell,MoonDough,MAT_MOON_DOUGH,0a2e23dda407230655abc1e5f514ae072de3a6b0f5ea9d4b7d8fbd9afdeb0f2d
BND_CRATER_DOUGH_H_02,0,0,MP_GROUND_CORE,TerrainShell,MoonCrater,MAT_MOONSTONE,2ee9c373ec295b3964af18b3716521f3dd4bd4d888aa2b35e1fe8961d3bcc531
BND_CRATER_DOUGH_H_02,1,0,MP_GROUND_CORE,TerrainShell,MoonCrater,MAT_MOONSTONE,f57d8ada21c85ed70cba4b6b79c98ebaafe954e963bb14658c50aeb4270852db
BND_CRATER_DOUGH_H_02,2,0,MP_GROUND_CORE,TerrainShell,MoonCrater,MAT_MOONSTONE,2b7ab321db855a5e6dc5130532b34383973a8951adc86e30a93c0749716e9a4c
BND_CRATER_DOUGH_H_02,3,0,MP_GROUND_CORE,TerrainShell,MoonCrater,MAT_MOONSTONE,230a2a16d1e8bb71555a2a2e26498a1f79a2e426c515f52593fc6e7cc98f6e82
BND_CRATER_DOUGH_H_02,4,0,MP_GROUND_CORE,TerrainShell,MoonCrater,MAT_MOONSTONE,aafaa8b453a1be77b1dbd2a06d7424a4a60386dbc1d05addf64bb98aa20d3412
BND_CRATER_DOUGH_H_02,5,0,MP_BOUNDARY_BLEND,BoundarySeam,MoonCrater,MAT_MOONSTONE,0696d8298450fe9b778afa97dc9e5a7b5704a3e42a4ef7d0b27dfed7e2149d17
BND_CRATER_DOUGH_H_02,6,0,MP_BOUNDARY_BLEND,BoundarySeam,MoonDough,MAT_MOON_DOUGH,268cfd00ef862f0d1029a7f0578cd472b4f9e828f2335b5037daab24da682985
BND_CRATER_DOUGH_H_02,7,0,MP_GROUND_CORE,TerrainShell,MoonDough,MAT_MOON_DOUGH,80d2cad4cc1c267b7c44b611b1158c775d02d33f14cd679d3b9d7a6c1f5d5e19
BND_CRATER_DOUGH_H_02,8,0,MP_GROUND_CORE,TerrainShell,MoonDough,MAT_MOON_DOUGH,9ad8b0664633cb6ac2cffaee6a0e75896d107bd68f3d725d741857d705e8784d
BND_CRATER_DOUGH_H_02,9,0,MP_GROUND_CORE,TerrainShell,MoonDough,MAT_MOON_DOUGH,4f3f34f1712226899af9b3d4cd67590d9606c756af4291011ca0c6fec8de53d5
BND_CRATER_DOUGH_H_02,10,0,MP_GROUND_CORE,TerrainShell,MoonDough,MAT_MOON_DOUGH,5de7454a3abc8349490ef8a343ca2f9ab7c8c4c417128179446ddbf58b71119d
BND_CRATER_DOUGH_H_02,11,0,MP_GROUND_CORE,TerrainShell,MoonDough,MAT_MOON_DOUGH,1031d62b1f5de23f2af678a10e42399a1d5981990ed5459a4fca57d8d55d8336
BND_CRATER_DOUGH_H_02,0,1,MP_GROUND_CORE,TerrainShell,MoonCrater,MAT_MOONSTONE,396af1f78be50f67e2ed283faedbd5ae122683902795f81cc61c4192ba2f7b78
BND_CRATER_DOUGH_H_02,1,1,MP_GROUND_CORE,TerrainShell,MoonCrater,MAT_MOONSTONE,1c40b8aa79dc3434f92420717e3f2fae3622bb7cbb40e2dc8c4681d1f25280d0
BND_CRATER_DOUGH_H_02,2,1,MP_GROUND_CORE,TerrainShell,MoonCrater,MAT_MOONSTONE,cd05015ae05452d09639edf44adc4224c8b08823f42bac2cdb9dee30831a4774
BND_CRATER_DOUGH_H_02,3,1,MP_GROUND_CORE,TerrainShell,MoonCrater,MAT_MOONSTONE,45bdcbb5e5f49cd21f71d20eaec7c14cd1342163c99a1e01c7046fa2fb62095e
BND_CRATER_DOUGH_H_02,4,1,MP_GROUND_CORE,TerrainShell,MoonCrater,MAT_MOONSTONE,0065b2c5f4fea00abd493e742a43646e0ad87f9e79b378ed3ff95097e9bd330e
BND_CRATER_DOUGH_H_02,5,1,MP_BOUNDARY_BLEND,BoundarySeam,MoonCrater,MAT_MOONSTONE,e2a509ce2d0a51e3bbebade8768c7d6f878ceb5da98edbe77f8d40c82bd4a2a9
BND_CRATER_DOUGH_H_02,6,1,MP_BOUNDARY_BLEND,BoundarySeam,MoonDough,MAT_MOON_DOUGH,7ebbaeb3307c06741cb48894549ef74b7e136b8d3b633d71a485774ab21ea705
BND_CRATER_DOUGH_H_02,7,1,MP_GROUND_CORE,TerrainShell,MoonDough,MAT_MOON_DOUGH,84c34cb7b3df7dd5cf7e221e535cbc14d5d1e9cb52047513d22938dedbe8bcb1
BND_CRATER_DOUGH_H_02,8,1,MP_GROUND_CORE,TerrainShell,MoonDough,MAT_MOON_DOUGH,8a7faa17cc25e5dc752260066a50610c2798327f7c8ad006671221d7cdee277e
BND_CRATER_DOUGH_H_02,9,1,MP_GROUND_CORE,TerrainShell,MoonDough,MAT_MOON_DOUGH,1c31e833bd58268c2b25590fc37e83d538eaf0964d875c3211d34c78fb5a3d01
BND_CRATER_DOUGH_H_02,10,1,MP_GROUND_CORE,TerrainShell,MoonDough,MAT_MOON_DOUGH,294c3812454953a0ac8d76689bfdc83c033115f594eb411fea5da8f7c389b248
BND_CRATER_DOUGH_H_02,11,1,MP_GROUND_CORE,TerrainShell,MoonDough,MAT_MOON_DOUGH,890f77adba48a5183733fbca9d8f1e1bcd52f46f041d1e0a31294c55bed4d1fc
BND_CRATER_DOUGH_H_02,0,2,MP_BACKGROUND_CORE,BackgroundShell,MoonCrater,MAT_MOONSTONE,10cfa802f52a3477b9543672478ee245f2ba333018147d5f23b23acfdb210335
BND_CRATER_DOUGH_H_02,1,2,MP_BACKGROUND_CORE,BackgroundShell,MoonCrater,MAT_MOONSTONE,81902cea8ce460cc5056c502cd58c30a4416d68bea2da587760fbe7b80fb43a7
BND_CRATER_DOUGH_H_02,2,2,MP_BACKGROUND_CORE,BackgroundShell,MoonCrater,MAT_MOONSTONE,c1d6c0943ba1649ef913ff40e3a7231483f782de1322468ef2a9c79efb03e0d2
BND_CRATER_DOUGH_H_02,3,2,MP_BACKGROUND_CORE,BackgroundShell,MoonCrater,MAT_MOONSTONE,a23566f423e71d20c0769fe1c58d75c0b17102b1f919bc783e500dfe13140306
BND_CRATER_DOUGH_H_02,4,2,MP_BACKGROUND_CORE,BackgroundShell,MoonCrater,MAT_MOONSTONE,97550a0a2ea6faa7e8d57d1c121ddd3a79e886aef72752d82297dfd8ad9df7f5
BND_CRATER_DOUGH_H_02,5,2,MP_BOUNDARY_BLEND,BoundarySeam,MoonCrater,MAT_MOONSTONE,808146c4cf139e4f61917c7df71a8190dafc32d6fc000fe28b33d451682c0278
BND_CRATER_DOUGH_H_02,6,2,MP_BOUNDARY_BLEND,BoundarySeam,MoonDough,MAT_MOON_DOUGH,24b237546d426223854583d72dbf68ba2c4888a486fecdc5fb057ac382082b28
BND_CRATER_DOUGH_H_02,7,2,MP_BACKGROUND_CORE,BackgroundShell,MoonDough,MAT_MOON_DOUGH,140877269149252e8f021e517c5980eca40f4719a90c8cb1fdc04157c712e890
BND_CRATER_DOUGH_H_02,8,2,MP_BACKGROUND_CORE,BackgroundShell,MoonDough,MAT_MOON_DOUGH,4ce8b19ea915af4bdc861e9a7b1bda42224a5781c9b9ab9872d0017bb0b570ed
BND_CRATER_DOUGH_H_02,9,2,MP_BACKGROUND_CORE,BackgroundShell,MoonDough,MAT_MOON_DOUGH,9ba5a16465f31e5e08c1c0770ea21db05b6ce2eea2904be0d93f123aea19b99d
