candidate_id,schema_version,pair_id,biome_a,biome_b,orientation,variant_index,route_profile_id,tile_profile_id,background_profile_id,resource_profile_id,audio_profile_id,source_map08_pair_digest,source_map08_warning_policy_digest,tile_digest,socket_digest,warning_digest,canonical_digest
BND_CRATER_MILL_H_03,map21_06.boundary_candidate.v1,PAIR_CRATER_MILL,MoonCrater,AbandonedMill,Horizontal,3,ROUTE_BND_CRATER_MILL_H_03,TILE_BOUND_RUIN,BACKGROUND_BOUND_RUIN,POOL_RES_BOUND_CRATER_MILL,AUDIO_CRATER_MILL,cf4f48c314c7ce954bf530fa9d166cbef7416c40fd30a60b81ebc02dff12e42c,e3d330600fc72957933408df78754715cfaca8eb3d0941ed2e767d5f049213c1,55d34d371c6f2f7fa1d4dd079a4df738b91869088ecb623e7c030d5323f4a6b1,a53a18cff8fbec6dbaf495df425a1f867ef811b077bf6dc00f33a44ded49d1d3,123e3dcdcd8f1b38d3226c27b30632a68fceafb1725a7c9428c804f1fe52b1e7,b0ec1d6a6beca0b1c9c2cce11d91f87bf2a5c6c525f5d571be1fa2bba86b1baa
BND_CRATER_MILL_H_04,map21_06.boundary_candidate.v1,PAIR_CRATER_MILL,MoonCrater,AbandonedMill,Horizontal,4,ROUTE_BND_CRATER_MILL_H_04,TILE_BOUND_SOFT_BLEND,BACKGROUND_BOUND_SOFT_BLEND,POOL_RES_BOUND_CRATER_MILL,AUDIO_CRATER_MILL,cf4f48c314c7ce954bf530fa9d166cbef7416c40fd30a60b81ebc02dff12e42c,e3d330600fc72957933408df78754715cfaca8eb3d0941ed2e767d5f049213c1,0d253adf9f235ca567fba1546cca5a8a59687c9471b61c7a23a183647602cb56,b270b337ab317ee2148600494045bed235573a6dfa86f745443bbe32117a8c7a,18aa536af3d3c1f1363392d6db4891e483f932449900dc79d3df58243366d1bc,207e3fc475b2c7c284671938a5f7c3fb161fff52c1df8ae163d937cba185410b
BND_CRATER_MILL_V_01,map21_06.boundary_candidate.v1,PAIR_CRATER_MILL,MoonCrater,AbandonedMill,Vertical,1,ROUTE_BND_CRATER_MILL_V_01,TILE_BOUND_RUIN,BACKGROUND_BOUND_RUIN,POOL_RES_BOUND_CRATER_MILL,AUDIO_CRATER_MILL,cf4f48c314c7ce954bf530fa9d166cbef7416c40fd30a60b81ebc02dff12e42c,e3d330600fc72957933408df78754715cfaca8eb3d0941ed2e767d5f049213c1,c307d342a5c63bca3370950fd92e6e457a15defd783a27666ca3117f4ac9cf64,1be88776174c88487bf39aedd041000a7319b85c2a945646817dc2becafd9f74,2fbcfd6d49392814ccd6878020bc228166975d965f5291ac2aa9b4de90394591,d73c72bf4aca57fc4526de4fbae8bb0b973a1f6807b7b1c38bb14d9625fdf6ef
BND_CRATER_MILL_V_02,map21_06.boundary_candidate.v1,PAIR_CRATER_MILL,MoonCrater,AbandonedMill,Vertical,2,ROUTE_BND_CRATER_MILL_V_02,TILE_BOUND_SOFT_BLEND,BACKGROUND_BOUND_SOFT_BLEND,POOL_RES_BOUND_CRATER_MILL,AUDIO_CRATER_MILL,cf4f48c314c7ce954bf530fa9d166cbef7416c40fd30a60b81ebc02dff12e42c,e3d330600fc72957933408df78754715cfaca8eb3d0941ed2e767d5f049213c1,80c1150697e063ef3cabc9a0910a38f552e6fb3c622e13c62f9a467b35081a3e,05488a031e96d8dba622ab3969957507490b1173e3dd36147c91d999ab6c5990,b903baaeb0e70713867560b18583ac50c215072af2f224c9e3ce442b2f8856bf,ff66790ef83be813a4b371daaafe40fd9f5cd27ebde5035eef5ee63bc924c1b7
BND_CRATER_MILL_V_03,map21_06.boundary_candidate.v1,PAIR_CRATER_MILL,MoonCrater,AbandonedMill,Vertical,3,ROUTE_BND_CRATER_MILL_V_03,TILE_BOUND_RUIN,BACKGROUND_BOUND_RUIN,POOL_RES_BOUND_CRATER_MILL,AUDIO_CRATER_MILL,cf4f48c314c7ce954bf530fa9d166cbef7416c40fd30a60b81ebc02dff12e42c,e3d330600fc72957933408df78754715cfaca8eb3d0941ed2e767d5f049213c1,0df19cd467c7a9dab6365c5671fc7d4e185d19322d1a99d7e595c66e3cc3cf86,ea8a5caa48dfa916943c377deacc92e51f5d1da4f17e9b6de8c3a458e4e2a5c7,f864f89090c28f01ab6e2948772ebac49995bc2e5ac614921d5d135d66ec8122,89f96ea2c82ebd248c18f215b4b59b55aa05566de5743228b3ce368f4e26fbd4
BND_CRATER_MILL_V_04,map21_06.boundary_candidate.v1,PAIR_CRATER_MILL,MoonCrater,AbandonedMill,Vertical,4,ROUTE_BND_CRATER_MILL_V_04,TILE_BOUND_SOFT_BLEND,BACKGROUND_BOUND_SOFT_BLEND,POOL_RES_BOUND_CRATER_MILL,AUDIO_CRATER_MILL,cf4f48c314c7ce954bf530fa9d166cbef7416c40fd30a60b81ebc02dff12e42c,e3d330600fc72957933408df78754715cfaca8eb3d0941ed2e767d5f049213c1,7b7a4e471470756cf274914e248d9195687d4ff52cb06c4d027714e71ea467d7,9168500f12b6d82117e3a6c252fb26562dfa6f9e4bd3d49479255ceded351ac5,18e51aa2a56127006fdc2d99d958544145bb9432408e5305eb290c8c2774f389,dfac9ca22bc1ae1cdddd1eb3c70988f83d7c4474bf37e8200d5a26546004a2c8
BND_CRATER_ROOT_H_01,map21_06.boundary_candidate.v1,PAIR_CRATER_ROOT,MoonCrater,CassiaRoot,Horizontal,1,ROUTE_BND_CRATER_ROOT_H_01,TILE_BOUND_SOFT_BLEND,BACKGROUND_BOUND_SOFT_BLEND,POOL_RES_BOUND_CRATER_ROOT,AUDIO_CRATER_ROOT,d1724e7eb0a279192719f34cc2bfa23a17e15faef13209cb2681a3f2d4b1b5f5,795ca3269960aee622198b7f16f32180d40bc58437e38977d6b2b644f81d567a,aef496d55d8da1ce3008438fde6f05ba001a7905bce331020fd2b94cabc4671b,49acc5d3dfeba5e2c209feaf27f5257ecf1c16e7693af205ba3903d8e3951ecc,7f4f5d55d1c933f11ed5c4c7d8812fa5a34a112d1dd97071944377713a80aadd,13e63ea133c31d2d42b4ed17e8b666f8cad6c7f0a5f0c13580e6805420764628
BND_CRATER_ROOT_H_02,map21_06.boundary_candidate.v1,PAIR_CRATER_ROOT,MoonCrater,CassiaRoot,Horizontal,2,ROUTE_BND_CRATER_ROOT_H_02,TILE_BOUND_CLIFF,BACKGROUND_BOUND_CLIFF,POOL_RES_BOUND_CRATER_ROOT,AUDIO_CRATER_ROOT,d1724e7eb0a279192719f34cc2bfa23a17e15faef13209cb2681a3f2d4b1b5f5,795ca3269960aee622198b7f16f32180d40bc58437e38977d6b2b644f81d567a,8ec8ab0bc1f9034535a384e1e87ba1d43434abca4fba6c625fa26d5ad7a3597c,3e53c94f032ba2cc39406b18af2bc4a18ed7b5746a88994b73c76c6eb6218780,a98bab1c9f8c0cca146ae942210754d0fcaab3e17bde757dfefcf078159660fc,e8e713752bf5ead2205f4399b00d880c6f5c7a60159e9b611288cb879be4a10a
BND_CRATER_ROOT_H_03,map21_06.boundary_candidate.v1,PAIR_CRATER_ROOT,MoonCrater,CassiaRoot,Horizontal,3,ROUTE_BND_CRATER_ROOT_H_03,TILE_BOUND_TUNNEL,BACKGROUND_BOUND_TUNNEL,POOL_RES_BOUND_CRATER_ROOT,AUDIO_CRATER_ROOT,d1724e7eb0a279192719f34cc2bfa23a17e15faef13209cb2681a3f2d4b1b5f5,795ca3269960aee622198b7f16f32180d40bc58437e38977d6b2b644f81d567a,5aa231d9bbbcf7f99a240444a12a979233ffe6c02229d6b2cedef5bf31293c0c,134e2c9ce69af455a0fa39e4dbb714a0cb8862ddc1d4cc586ffc7d0daa531993,c809237971ed810904b9199402e1c7d35ed86dbfc34663e77d4e0379a4e61761,1e1dfc7be61e30555bc8be03428c2d527bf5d714021854fa110a12ca1761b910
BND_CRATER_ROOT_H_04,map21_06.boundary_candidate.v1,PAIR_CRATER_ROOT,MoonCrater,CassiaRoot,Horizontal,4,ROUTE_BND_CRATER_ROOT_H_04,TILE_BOUND_SOFT_BLEND,BACKGROUND_BOUND_SOFT_BLEND,POOL_RES_BOUND_CRATER_ROOT,AUDIO_CRATER_ROOT,d1724e7eb0a279192719f34cc2bfa23a17e15faef13209cb2681a3f2d4b1b5f5,795ca3269960aee622198b7f16f32180d40bc58437e38977d6b2b644f81d567a,d5c0cdd7d7049dfc3bc49473969d1d17e3d142c234e1a4feb8aaca710064a0ed,9e14848e6acbca38f63bb004a4e213a11290cc2ab9f95bbca5d029f794c1b26f,436bbaf12c22a54af8d0a09ba1d328df555cf59bf84ff778eda4cf0dfdf57f12,cd141e2a25337a4d64259c9c682b73cccee61a42a3dcfa2f5dca4b1e6aa4a7fd
BND_CRATER_ROOT_V_01,map21_06.boundary_candidate.v1,PAIR_CRATER_ROOT,MoonCrater,CassiaRoot,Vertical,1,ROUTE_BND_CRATER_ROOT_V_01,TILE_BOUND_SOFT_BLEND,BACKGROUND_BOUND_SOFT_BLEND,POOL_RES_BOUND_CRATER_ROOT,AUDIO_CRATER_ROOT,d1724e7eb0a279192719f34cc2bfa23a17e15faef13209cb2681a3f2d4b1b5f5,795ca3269960aee622198b7f16f32180d40bc58437e38977d6b2b644f81d567a,09c8cda8c8c7afea4be440c41c9194dfc150e7781a60ca088e6c9ce8563cb31c,dfb6bb3c1c711bdeb9f4ebbbc0ab35a6687801a2ae9ed338ab7f44aa29a35f52,7224a90fe708b4f7140e87e16067ab5b3b44cc74e5e7593a11593f713c04f31b,00dcead7d80e6a7a103f39dde6b4d2460c8badd73340c3482215db163243db87
BND_CRATER_ROOT_V_02,map21_06.boundary_candidate.v1,PAIR_CRATER_ROOT,MoonCrater,CassiaRoot,Vertical,2,ROUTE_BND_CRATER_ROOT_V_02,TILE_BOUND_CLIFF,BACKGROUND_BOUND_CLIFF,POOL_RES_BOUND_CRATER_ROOT,AUDIO_CRATER_ROOT,d1724e7eb0a279192719f34cc2bfa23a17e15faef13209cb2681a3f2d4b1b5f5,795ca3269960aee622198b7f16f32180d40bc58437e38977d6b2b644f81d567a,d2210ac51a1cbf3453c2b3fd9c7f1874b561ab858ee2c0c6fc3967abd3e9f427,c5244d9665dc2fa3867d7d4cf1b0c8cd739da5c3a10469e9a27b202cdf3651f2,5f29ec8c27f75b2dc5017175849e1c60ed7a92677d99b968dc66a264f4458187,5e01b9478d08055aedadf08eecfe84906de668cef187a598845c3261e845f0f0
BND_CRATER_ROOT_V_03,map21_06.boundary_candidate.v1,PAIR_CRATER_ROOT,MoonCrater,CassiaRoot,Vertical,3,ROUTE_BND_CRATER_ROOT_V_03,TILE_BOUND_TUNNEL,BACKGROUND_BOUND_TUNNEL,POOL_RES_BOUND_CRATER_ROOT,AUDIO_CRATER_ROOT,d1724e7eb0a279192719f34cc2bfa23a17e15faef13209cb2681a3f2d4b1b5f5,795ca3269960aee622198b7f16f32180d40bc58437e38977d6b2b644f81d567a,c61c99e7bf2cee9083dbd8ebef7065c1ec09430b384e6acbebcb135bc6350059,342e9bc90c33fc04d8d11eab4f6cdb156242f82f8b1e01a74a101397f7708053,bb8faa3c260fd400ec0d83ef72aff0a1099bcfc096d155eea73fc8ee80184cd4,a1d4a1e65a324219ad8eec13f5eb757fadd92aa19f8dd340f2ff5047e27bbba1
BND_CRATER_ROOT_V_04,map21_06.boundary_candidate.v1,PAIR_CRATER_ROOT,MoonCrater,CassiaRoot,Vertical,4,ROUTE_BND_CRATER_ROOT_V_04,TILE_BOUND_SOFT_BLEND,BACKGROUND_BOUND_SOFT_BLEND,POOL_RES_BOUND_CRATER_ROOT,AUDIO_CRATER_ROOT,d1724e7eb0a279192719f34cc2bfa23a17e15faef13209cb2681a3f2d4b1b5f5,795ca3269960aee622198b7f16f32180d40bc58437e38977d6b2b644f81d567a,6920ac48de60d149d4fda1a46566b00c51a1df0614c57090ca45919cfb59f683,cad40cc38ffad8c344bda4fa8ac1c94eeed8e441399cb0b1cef06fa316eb6d7f,fad7f5b158def1b51c37d107d10fa96c83f64a32f92877ccd061c91344eadf54,791310c1f1ac7df7de5152363a452a9cb3caa8028c0a303eacaee924b468103b
BND_MILL_DOUGH_H_01,map21_06.boundary_candidate.v1,PAIR_MILL_DOUGH,AbandonedMill,MoonDough,Horizontal,1,ROUTE_BND_MILL_DOUGH_H_01,TILE_BOUND_RUIN,BACKGROUND_BOUND_RUIN,POOL_RES_BOUND_MILL_DOUGH,AUDIO_MILL_DOUGH,a751075429e8e4ce5900452ad1ac54ee3637bf94afd91ed74eea4dae944d4afe,f923380c99524e9e62aa935b6270a3f4c74e74e6b995a356e87aac5d2baeabc3,0afe2f73ff83419e603c9e3196f929979d2825718143c54708ec3359156a4ac9,63ee9c3adb128d3673b751d6fef3de9fb49e2ca9f10809514c61109a655d4182,7208f6f958b14a32ffb75c0b744d13b4d065844b81b2c37688f1689ba3d71d5c,5a962e4810b856a19c98f9b8a186db4a6f601b2e74cd2784a486cd2d6249a14e
BND_MILL_DOUGH_H_02,map21_06.boundary_candidate.v1,PAIR_MILL_DOUGH,AbandonedMill,MoonDough,Horizontal,2,ROUTE_BND_MILL_DOUGH_H_02,TILE_BOUND_TUNNEL,BACKGROUND_BOUND_TUNNEL,POOL_RES_BOUND_MILL_DOUGH,AUDIO_MILL_DOUGH,a751075429e8e4ce5900452ad1ac54ee3637bf94afd91ed74eea4dae944d4afe,f923380c99524e9e62aa935b6270a3f4c74e74e6b995a356e87aac5d2baeabc3,80398e153a25f99767bbf0ae63ae67e646e81b7f671166c3c5147d996791b326,fa1f578a9be61e98690eeb44418524e4fb67f1e51963c9f6f7116f7b97373d02,6862f863a0ccadf402f43cdbf1f84d208ff0500b097771d70f1f6fcb63161251,bb528c945ac38f0e80ec0fe234a3e64a04290662cc2804c65935d304b13f04ed
BND_MILL_DOUGH_H_03,map21_06.boundary_candidate.v1,PAIR_MILL_DOUGH,AbandonedMill,MoonDough,Horizontal,3,ROUTE_BND_MILL_DOUGH_H_03,TILE_BOUND_RUIN,BACKGROUND_BOUND_RUIN,POOL_RES_BOUND_MILL_DOUGH,AUDIO_MILL_DOUGH,a751075429e8e4ce5900452ad1ac54ee3637bf94afd91ed74eea4dae944d4afe,f923380c99524e9e62aa935b6270a3f4c74e74e6b995a356e87aac5d2baeabc3,d9a9c9e618e55879a9247d03c54e8f4f7c87dc3b3d861d5295d4c92183bd2bad,42d3b89cf71db4e3d1523c6d4d3bedd58b6ac1630ef7767d2138144e5cdb945b,bb624e0f521369e37b9af3fb91255d05a71edbc6c1f315bf1c5493f1606c0984,649b10023849a875166d96329f1132dd49e5743644480468796cc3c63f1477d6
BND_MILL_DOUGH_H_04,map21_06.boundary_candidate.v1,PAIR_MILL_DOUGH,AbandonedMill,MoonDough,Horizontal,4,ROUTE_BND_MILL_DOUGH_H_04,TILE_BOUND_TUNNEL,BACKGROUND_BOUND_TUNNEL,POOL_RES_BOUND_MILL_DOUGH,AUDIO_MILL_DOUGH,a751075429e8e4ce5900452ad1ac54ee3637bf94afd91ed74eea4dae944d4afe,f923380c99524e9e62aa935b6270a3f4c74e74e6b995a356e87aac5d2baeabc3,42c292fedbb1b761fa412523fd07008c3a0ed2799d88c61470fed4cb40dff57c,207d0f31b2e163c853877201e617047ccdc4a6ffc0469d57353ad8883b4c4566,f64d6b3a40a9950cb66e6e8704dfe689bc485ee21c404a0e5505bdc7eec2f1c7,9c3de97d9d7263cf41492a22d2a664a2d5a27ff648e43a0f10ad9c4eea64a399
BND_MILL_DOUGH_V_01,map21_06.boundary_candidate.v1,PAIR_MILL_DOUGH,AbandonedMill,MoonDough,Vertical,1,ROUTE_BND_MILL_DOUGH_V_01,TILE_BOUND_RUIN,BACKGROUND_BOUND_RUIN,POOL_RES_BOUND_MILL_DOUGH,AUDIO_MILL_DOUGH,a751075429e8e4ce5900452ad1ac54ee3637bf94afd91ed74eea4dae944d4afe,f923380c99524e9e62aa935b6270a3f4c74e74e6b995a356e87aac5d2baeabc3,a51dd62469868e2698d5b8fc9a5047bf9ec65337efc1850ea1b19a3c8dc810c9,f706ff4af35f1dbd0c5bbc135efbed08fa13923e5aeb85e116ff691fae5e1bc5,bac9fa023095f9778a8c616734a96856f631e86930f5d7ffa278b3facaed90d7,7beebcbc7a14ea6a6a93c7f88eba16eb569b43a5fa295a495ffea5b2771296d8
BND_MILL_DOUGH_V_02,map21_06.boundary_candidate.v1,PAIR_MILL_DOUGH,AbandonedMill,MoonDough,Vertical,2,ROUTE_BND_MILL_DOUGH_V_02,TILE_BOUND_LAYER,BACKGROUND_BOUND_LAYER,POOL_RES_BOUND_MILL_DOUGH,AUDIO_MILL_DOUGH,a751075429e8e4ce5900452ad1ac54ee3637bf94afd91ed74eea4dae944d4afe,f923380c99524e9e62aa935b6270a3f4c74e74e6b995a356e87aac5d2baeabc3,fabbeccf7f479a84be1e99578bfc931052e32450b7f0ef3afc51c9de969fbdff,650fc7d1993ba9b26d804ca29a722a1133fd63bd9c1bc14cbbf4e44e3151d495,d2549eaf49073f325d13e4f596c71c071921e554905f6e7f9aeb6592b2bcf752,ee82456ca85c144a1e8fefdb874c42734399e3d7a5a244f71b42fa04d9abe6d8
BND_MILL_DOUGH_V_03,map21_06.boundary_candidate.v1,PAIR_MILL_DOUGH,AbandonedMill,MoonDough,Vertical,3,ROUTE_BND_MILL_DOUGH_V_03,TILE_BOUND_TUNNEL,BACKGROUND_BOUND_TUNNEL,POOL_RES_BOUND_MILL_DOUGH,AUDIO_MILL_DOUGH,a751075429e8e4ce5900452ad1ac54ee3637bf94afd91ed74eea4dae944d4afe,f923380c99524e9e62aa935b6270a3f4c74e74e6b995a356e87aac5d2baeabc3,7ce7478f24f99cc3a62ab614624052c20d782eb3b243194e63780eea753c3a74,3a8f0ab1b0051bff2ce3dae4d08bfb5bce8a6b0d5f42c5036f65b1849b488d48,0961c719016022849a4880893b40a197de95d5b1facbfc41f844feff92377580,120a44ee89a9cd6bd34f93c140a5306ce7437f840e2d0f9ba0c18d13a7af6c23
BND_MILL_DOUGH_V_04,map21_06.boundary_candidate.v1,PAIR_MILL_DOUGH,AbandonedMill,MoonDough,Vertical,4,ROUTE_BND_MILL_DOUGH_V_04,TILE_BOUND_RUIN,BACKGROUND_BOUND_RUIN,POOL_RES_BOUND_MILL_DOUGH,AUDIO_MILL_DOUGH,a751075429e8e4ce5900452ad1ac54ee3637bf94afd91ed74eea4dae944d4afe,f923380c99524e9e62aa935b6270a3f4c74e74e6b995a356e87aac5d2baeabc3,4fd34d12526c0fc1640baf6eface5325315afed3e79b0e25ab504be7f12b1ee7,6b16d8adfa92d7c9b8852bc204cef124b29b449b5b8f0ae256f1c9466189ec65,1bffdd1a33ca206193af1d4da73ac96d4e88731bed106ecb9255b402db7ca055,b51df74cedd70d03469f6c6784c24eedcce9b3ac8ddc3241a1342c7dc7c9c072
