sector_recipe_id,chunk_x,chunk_y,cell_role,fixed_microchunk_id,microchunk_pool_id,required_usage_class,required_route_roles,required_biome_ids,required_signature_l,required_signature_r,required_signature_u,required_signature_d,transform_policy,notes
SEC_GRAY_T3_ASCEND_01,1,1,MANDATORY_PATH,MC_GRAY_ASCEND_CENTER_01,,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T3_ASCEND_01,2,1,MANDATORY_PATH,MC_GRAY_H_STRAIGHT_01,,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T3_ASCEND_01,3,1,MANDATORY_PATH,MC_GRAY_H_STRAIGHT_01,,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T3_ASCEND_01,0,2,FILLER,,POOL_MC_FILLER,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T3_ASCEND_01,1,2,MANDATORY_PATH,MC_GRAY_VERTICAL_SHAFT_01,,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T3_ASCEND_01,2,2,FILLER,,POOL_MC_FILLER,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T3_ASCEND_01,3,2,FILLER,,POOL_MC_FILLER,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T3_ASCEND_01,0,3,FILLER,,POOL_MC_FILLER,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T3_ASCEND_01,1,3,MANDATORY_PATH,MC_GRAY_VERTICAL_SHAFT_01,,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T3_ASCEND_01,2,3,FILLER,,POOL_MC_FILLER,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T3_ASCEND_01,3,3,FILLER,,POOL_MC_FILLER,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T0_DEADEND_L_01,0,0,FILLER,,POOL_MC_FILLER,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T0_DEADEND_L_01,1,0,FILLER,,POOL_MC_FILLER,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T0_DEADEND_L_01,2,0,FILLER,,POOL_MC_FILLER,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T0_DEADEND_L_01,3,0,FILLER,,POOL_MC_FILLER,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T0_DEADEND_L_01,0,1,OPTIONAL_PATH,MC_GRAY_H_STRAIGHT_01,,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T0_DEADEND_L_01,1,1,OPTIONAL_PATH,MC_GRAY_H_STRAIGHT_01,,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T0_DEADEND_L_01,2,1,OPTIONAL_PATH,MC_GRAY_DEADEND_LEFT_01,,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T0_DEADEND_L_01,3,1,FILLER,,POOL_MC_FILLER,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T0_DEADEND_L_01,0,2,FILLER,,POOL_MC_FILLER,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T0_DEADEND_L_01,1,2,FILLER,,POOL_MC_FILLER,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T0_DEADEND_L_01,2,2,FILLER,,POOL_MC_FILLER,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T0_DEADEND_L_01,3,2,FILLER,,POOL_MC_FILLER,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T0_DEADEND_L_01,0,3,FILLER,,POOL_MC_FILLER,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T0_DEADEND_L_01,1,3,FILLER,,POOL_MC_FILLER,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T0_DEADEND_L_01,2,3,FILLER,,POOL_MC_FILLER,,,,,,,,R0|MIRROR_X,
SEC_GRAY_T0_DEADEND_L_01,3,3,FILLER,,POOL_MC_FILLER,,,,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_ROOT_T1_01,0,0,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_ROOT_T1_01,1,0,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_ROOT_T1_01,2,0,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_ROOT_T1_01,3,0,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_ROOT_T1_01,0,1,BOUNDARY,MC_BOUND_CRATER_ROOT_H_01,,,,BIO_MOON_CRATER|BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_ROOT_T1_01,1,1,BOUNDARY,MC_BOUND_CRATER_ROOT_H_01,,,,BIO_MOON_CRATER|BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_ROOT_T1_01,2,1,BOUNDARY,MC_BOUND_CRATER_ROOT_H_01,,,,BIO_MOON_CRATER|BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_ROOT_T1_01,3,1,BOUNDARY,MC_BOUND_CRATER_ROOT_H_01,,,,BIO_MOON_CRATER|BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_ROOT_T1_01,0,2,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_ROOT_T1_01,1,2,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_ROOT_T1_01,2,2,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_ROOT_T1_01,3,2,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_ROOT_T1_01,0,3,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_ROOT_T1_01,1,3,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_ROOT_T1_01,2,3,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_ROOT_T1_01,3,3,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_MILL_T1_01,0,0,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_MILL_T1_01,1,0,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_MILL_T1_01,2,0,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_MILL_T1_01,3,0,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_MILL_T1_01,0,1,BOUNDARY,MC_BOUND_CRATER_MILL_H_01,,,,BIO_MOON_CRATER|BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_MILL_T1_01,1,1,BOUNDARY,MC_BOUND_CRATER_MILL_H_01,,,,BIO_MOON_CRATER|BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_MILL_T1_01,2,1,BOUNDARY,MC_BOUND_CRATER_MILL_H_01,,,,BIO_MOON_CRATER|BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_MILL_T1_01,3,1,BOUNDARY,MC_BOUND_CRATER_MILL_H_01,,,,BIO_MOON_CRATER|BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_MILL_T1_01,0,2,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_MILL_T1_01,1,2,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_MILL_T1_01,2,2,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_MILL_T1_01,3,2,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_MILL_T1_01,0,3,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_MILL_T1_01,1,3,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_MILL_T1_01,2,3,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_BOUND_CRATER_MILL_T1_01,3,3,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER|BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_MOON_CORE_01,0,0,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER,,,,,R0|MIRROR_X,
SEC_SPECIAL_MOON_CORE_01,1,0,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER,,,,,R0|MIRROR_X,
SEC_SPECIAL_MOON_CORE_01,2,0,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER,,,,,R0|MIRROR_X,
SEC_SPECIAL_MOON_CORE_01,3,0,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER,,,,,R0|MIRROR_X,
SEC_SPECIAL_MOON_CORE_01,0,1,MANDATORY_PATH,MC_GRAY_H_STRAIGHT_01,,,,BIO_MOON_CRATER,,,,,R0|MIRROR_X,
SEC_SPECIAL_MOON_CORE_01,1,1,MANDATORY_PATH,MC_GRAY_H_STRAIGHT_01,,,,BIO_MOON_CRATER,,,,,R0|MIRROR_X,
SEC_SPECIAL_MOON_CORE_01,2,1,SPECIAL_ANCHOR,MC_SPECIAL_EVENT_ROOM_01,,,,BIO_MOON_CRATER,,,,,R0|MIRROR_X,
SEC_SPECIAL_MOON_CORE_01,3,1,MANDATORY_PATH,MC_GRAY_H_STRAIGHT_01,,,,BIO_MOON_CRATER,,,,,R0|MIRROR_X,
SEC_SPECIAL_MOON_CORE_01,0,2,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER,,,,,R0|MIRROR_X,
SEC_SPECIAL_MOON_CORE_01,1,2,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER,,,,,R0|MIRROR_X,
SEC_SPECIAL_MOON_CORE_01,2,2,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER,,,,,R0|MIRROR_X,
SEC_SPECIAL_MOON_CORE_01,3,2,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER,,,,,R0|MIRROR_X,
SEC_SPECIAL_MOON_CORE_01,0,3,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER,,,,,R0|MIRROR_X,
SEC_SPECIAL_MOON_CORE_01,1,3,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER,,,,,R0|MIRROR_X,
SEC_SPECIAL_MOON_CORE_01,2,3,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER,,,,,R0|MIRROR_X,
SEC_SPECIAL_MOON_CORE_01,3,3,FILLER,,POOL_MC_FILLER,,,BIO_MOON_CRATER,,,,,R0|MIRROR_X,
SEC_SPECIAL_CASSIA_SAP_01,0,0,FILLER,,POOL_MC_FILLER,,,BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_SPECIAL_CASSIA_SAP_01,1,0,FILLER,,POOL_MC_FILLER,,,BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_SPECIAL_CASSIA_SAP_01,2,0,FILLER,,POOL_MC_FILLER,,,BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_SPECIAL_CASSIA_SAP_01,3,0,FILLER,,POOL_MC_FILLER,,,BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_SPECIAL_CASSIA_SAP_01,0,1,MANDATORY_PATH,MC_GRAY_H_STRAIGHT_01,,,,BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_SPECIAL_CASSIA_SAP_01,1,1,MANDATORY_PATH,MC_GRAY_H_STRAIGHT_01,,,,BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_SPECIAL_CASSIA_SAP_01,2,1,SPECIAL_ANCHOR,MC_SPECIAL_EVENT_ROOM_01,,,,BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_SPECIAL_CASSIA_SAP_01,3,1,MANDATORY_PATH,MC_GRAY_H_STRAIGHT_01,,,,BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_SPECIAL_CASSIA_SAP_01,0,2,FILLER,,POOL_MC_FILLER,,,BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_SPECIAL_CASSIA_SAP_01,1,2,FILLER,,POOL_MC_FILLER,,,BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_SPECIAL_CASSIA_SAP_01,2,2,FILLER,,POOL_MC_FILLER,,,BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_SPECIAL_CASSIA_SAP_01,3,2,FILLER,,POOL_MC_FILLER,,,BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_SPECIAL_CASSIA_SAP_01,0,3,FILLER,,POOL_MC_FILLER,,,BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_SPECIAL_CASSIA_SAP_01,1,3,FILLER,,POOL_MC_FILLER,,,BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_SPECIAL_CASSIA_SAP_01,2,3,FILLER,,POOL_MC_FILLER,,,BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_SPECIAL_CASSIA_SAP_01,3,3,FILLER,,POOL_MC_FILLER,,,BIO_CASSIA_ROOT,,,,,R0|MIRROR_X,
SEC_SPECIAL_STAR_YEAST_01,0,0,FILLER,,POOL_MC_FILLER,,,BIO_MOON_DOUGH,,,,,R0|MIRROR_X,
SEC_SPECIAL_STAR_YEAST_01,1,0,FILLER,,POOL_MC_FILLER,,,BIO_MOON_DOUGH,,,,,R0|MIRROR_X,
SEC_SPECIAL_STAR_YEAST_01,2,0,FILLER,,POOL_MC_FILLER,,,BIO_MOON_DOUGH,,,,,R0|MIRROR_X,
SEC_SPECIAL_STAR_YEAST_01,3,0,FILLER,,POOL_MC_FILLER,,,BIO_MOON_DOUGH,,,,,R0|MIRROR_X,
SEC_SPECIAL_STAR_YEAST_01,0,1,MANDATORY_PATH,MC_GRAY_H_STRAIGHT_01,,,,BIO_MOON_DOUGH,,,,,R0|MIRROR_X,
SEC_SPECIAL_STAR_YEAST_01,1,1,MANDATORY_PATH,MC_GRAY_H_STRAIGHT_01,,,,BIO_MOON_DOUGH,,,,,R0|MIRROR_X,
SEC_SPECIAL_STAR_YEAST_01,2,1,SPECIAL_ANCHOR,MC_SPECIAL_EVENT_ROOM_01,,,,BIO_MOON_DOUGH,,,,,R0|MIRROR_X,
SEC_SPECIAL_STAR_YEAST_01,3,1,MANDATORY_PATH,MC_GRAY_H_STRAIGHT_01,,,,BIO_MOON_DOUGH,,,,,R0|MIRROR_X,
SEC_SPECIAL_STAR_YEAST_01,0,2,FILLER,,POOL_MC_FILLER,,,BIO_MOON_DOUGH,,,,,R0|MIRROR_X,
SEC_SPECIAL_STAR_YEAST_01,1,2,FILLER,,POOL_MC_FILLER,,,BIO_MOON_DOUGH,,,,,R0|MIRROR_X,
SEC_SPECIAL_STAR_YEAST_01,2,2,FILLER,,POOL_MC_FILLER,,,BIO_MOON_DOUGH,,,,,R0|MIRROR_X,
SEC_SPECIAL_STAR_YEAST_01,3,2,FILLER,,POOL_MC_FILLER,,,BIO_MOON_DOUGH,,,,,R0|MIRROR_X,
SEC_SPECIAL_STAR_YEAST_01,0,3,FILLER,,POOL_MC_FILLER,,,BIO_MOON_DOUGH,,,,,R0|MIRROR_X,
SEC_SPECIAL_STAR_YEAST_01,1,3,FILLER,,POOL_MC_FILLER,,,BIO_MOON_DOUGH,,,,,R0|MIRROR_X,
SEC_SPECIAL_STAR_YEAST_01,2,3,FILLER,,POOL_MC_FILLER,,,BIO_MOON_DOUGH,,,,,R0|MIRROR_X,
SEC_SPECIAL_STAR_YEAST_01,3,3,FILLER,,POOL_MC_FILLER,,,BIO_MOON_DOUGH,,,,,R0|MIRROR_X,
SEC_SPECIAL_FORGE_01,0,0,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_FORGE_01,1,0,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_FORGE_01,2,0,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_FORGE_01,3,0,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_FORGE_01,0,1,MANDATORY_PATH,MC_GRAY_H_STRAIGHT_01,,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_FORGE_01,1,1,MANDATORY_PATH,MC_GRAY_H_STRAIGHT_01,,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_FORGE_01,2,1,SPECIAL_ANCHOR,MC_SPECIAL_FORGE_CORE_01,,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_FORGE_01,3,1,MANDATORY_PATH,MC_GRAY_H_STRAIGHT_01,,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_FORGE_01,0,2,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_FORGE_01,1,2,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_FORGE_01,2,2,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_FORGE_01,3,2,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_FORGE_01,0,3,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_FORGE_01,1,3,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_FORGE_01,2,3,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_FORGE_01,3,3,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ENTRY_01,0,0,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ENTRY_01,1,0,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ENTRY_01,2,0,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ENTRY_01,3,0,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ENTRY_01,0,1,MANDATORY_PATH,MC_GRAY_H_STRAIGHT_01,,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ENTRY_01,1,1,MANDATORY_PATH,MC_GRAY_H_STRAIGHT_01,,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ENTRY_01,2,1,SPECIAL_ANCHOR,MC_SPECIAL_EVENT_ROOM_01,,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ENTRY_01,3,1,MANDATORY_PATH,MC_GRAY_H_STRAIGHT_01,,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ENTRY_01,0,2,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ENTRY_01,1,2,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ENTRY_01,2,2,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ENTRY_01,3,2,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ENTRY_01,0,3,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ENTRY_01,1,3,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ENTRY_01,2,3,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ENTRY_01,3,3,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ARENA_01,0,0,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
SEC_SPECIAL_BOSS_ARENA_01,1,0,FILLER,,POOL_MC_FILLER,,,BIO_ABANDONED_MILL,,,,,R0|MIRROR_X,
