connection_id,check_id,status,detail,plan_digest
SV5_HUB_b624339804c077812f98_CONNECTION_05,HEAD_CLEARANCE,PASS,HEAD_CLEARANCE|path=31|changed=51|direction=HUB_TO_EXTERNAL,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_05,MOVEMENT_WITNESS,PASS,MOVEMENT_WITNESS|path=31|changed=51|direction=HUB_TO_EXTERNAL,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_05,NO_PROTECTED_BODY,PASS,NO_PROTECTED_BODY|path=31|changed=51|direction=HUB_TO_EXTERNAL,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_05,NO_TYPE0,PASS,NO_TYPE0|path=31|changed=51|direction=HUB_TO_EXTERNAL,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_05,NO_PROGRESSION_BYPASS,PASS,NO_PROGRESSION_BYPASS|path=31|changed=51|direction=HUB_TO_EXTERNAL,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_05,EXTERNAL_ANCHOR_UNCHANGED,PASS,EXTERNAL_ANCHOR_UNCHANGED|path=31|changed=51|direction=HUB_TO_EXTERNAL,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_05,OWNERSHIP_UNIQUE,PASS,OWNERSHIP_UNIQUE|path=31|changed=51|direction=HUB_TO_EXTERNAL,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_06,ACTUAL_CELL_ROUTE,PASS,ACTUAL_CELL_ROUTE|path=24|changed=49|direction=HUB_TO_EXTERNAL,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_06,CARDINAL_CENTERLINE,PASS,CARDINAL_CENTERLINE|path=24|changed=49|direction=HUB_TO_EXTERNAL,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_06,HEAD_CLEARANCE,PASS,HEAD_CLEARANCE|path=24|changed=49|direction=HUB_TO_EXTERNAL,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_06,MOVEMENT_WITNESS,PASS,MOVEMENT_WITNESS|path=24|changed=49|direction=HUB_TO_EXTERNAL,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_06,NO_PROTECTED_BODY,PASS,NO_PROTECTED_BODY|path=24|changed=49|direction=HUB_TO_EXTERNAL,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_06,NO_TYPE0,PASS,NO_TYPE0|path=24|changed=49|direction=HUB_TO_EXTERNAL,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_06,NO_PROGRESSION_BYPASS,PASS,NO_PROGRESSION_BYPASS|path=24|changed=49|direction=HUB_TO_EXTERNAL,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_06,EXTERNAL_ANCHOR_UNCHANGED,PASS,EXTERNAL_ANCHOR_UNCHANGED|path=24|changed=49|direction=HUB_TO_EXTERNAL,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_06,OWNERSHIP_UNIQUE,PASS,OWNERSHIP_UNIQUE|path=24|changed=49|direction=HUB_TO_EXTERNAL,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
