connection_id,sequence,from_x,from_y,to_x,to_y,move_type,body_clear,head_clear,contact_x,contact_y,plan_digest
SV5_HUB_b624339804c077812f98_CONNECTION_04,6,577,241,580,241,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_04,7,580,241,583,242,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_04,8,583,242,581,244,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_04,9,581,244,579,246,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_04,10,579,246,581,248,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_05,0,559,252,562,252,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_05,1,562,252,565,252,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_05,2,565,252,568,252,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_05,3,568,252,571,252,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_05,4,571,252,574,252,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_05,5,574,252,577,252,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_05,6,577,252,580,254,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_05,7,580,254,578,256,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_05,8,578,256,580,258,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_05,9,580,258,578,260,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_05,10,578,260,580,261,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_06,0,559,263,562,263,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_06,1,562,263,565,263,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_06,2,565,263,568,263,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_06,3,568,263,571,263,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_06,4,571,263,574,263,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_06,5,574,263,577,263,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_06,6,577,263,578,263,WALK,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
SV5_HUB_b624339804c077812f98_CONNECTION_06,7,578,263,581,264,JUMP,true,true,,,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
