x,y,role,collision_type,before_value,final_value,owner,body_clear,head_clear,support_value,top_only,grab_enabled,movement_enabled,visual_only,plan_digest
549,241,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
550,241,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
545,242,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
546,242,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
547,242,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
548,242,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
549,242,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
550,242,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
545,243,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,false,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
546,243,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
547,243,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
548,243,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
549,243,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
550,243,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
544,244,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
545,244,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,AIR,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
546,244,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
547,244,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
548,244,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
549,244,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
544,245,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
545,245,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
546,245,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
547,245,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
548,245,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
549,245,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,false,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
551,245,BRANCH_PLATFORM,BRANCH_PLATFORM,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,AIR,true,false,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
545,246,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
546,246,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
547,246,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
548,246,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
549,246,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,AIR,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
550,246,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
551,246,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
544,247,DECORATIVE_BRANCH,DECORATIVE_BRANCH,AIR,AIR,,true,true,AIR,false,false,false,true,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
545,247,DECORATIVE_BRANCH,DECORATIVE_BRANCH,AIR,AIR,,true,false,AIR,false,false,false,true,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
546,247,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
547,247,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
548,247,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
549,247,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
550,247,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
551,247,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
544,248,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
545,248,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,AIR,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
546,248,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
547,248,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
548,248,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
549,248,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
544,249,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
545,249,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
546,249,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
548,249,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
549,249,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,false,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
551,249,BRANCH_PLATFORM,BRANCH_PLATFORM,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,AIR,true,false,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
545,250,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
546,250,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
547,250,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,AIR,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
548,250,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
549,250,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,AIR,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
550,250,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
551,250,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
545,251,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,false,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
546,251,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
547,251,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
548,251,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
549,251,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
550,251,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
551,251,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
544,252,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
545,252,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,AIR,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
546,252,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
547,252,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
548,252,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
549,252,DECORATIVE_BRANCH,DECORATIVE_BRANCH,AIR,AIR,,true,true,SOLID,false,false,false,true,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
550,252,DECORATIVE_BRANCH,DECORATIVE_BRANCH,AIR,AIR,,true,true,AIR,false,false,false,true,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
551,252,DECORATIVE_BRANCH,DECORATIVE_BRANCH,AIR,AIR,,true,false,AIR,false,false,false,true,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
544,253,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
545,253,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
546,253,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
547,253,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
548,253,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
549,253,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,false,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
551,253,BRANCH_PLATFORM,BRANCH_PLATFORM,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,AIR,true,false,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
545,254,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
546,254,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
548,254,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
549,254,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,AIR,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
550,254,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
551,254,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
545,255,LEAF_DECORATION,LEAF_DECORATION,AIR,AIR,,true,false,AIR,false,false,false,true,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
546,255,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
547,255,LEAF_DECORATION,LEAF_DECORATION,AIR,AIR,,true,false,AIR,false,false,false,true,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
548,255,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
549,255,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
550,255,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
551,255,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
544,256,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
545,256,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,AIR,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
546,256,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
547,256,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,AIR,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
548,256,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
549,256,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
550,256,LEAF_DECORATION,LEAF_DECORATION,AIR,AIR,,true,true,AIR,false,false,false,true,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
544,257,DECORATIVE_BRANCH,DECORATIVE_BRANCH,AIR,AIR,,true,true,AIR,false,false,false,true,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
545,257,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
546,257,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
547,257,LEAF_DECORATION,LEAF_DECORATION,AIR,AIR,,true,true,SOLID,false,false,false,true,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
548,257,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
549,257,LEAF_DECORATION,LEAF_DECORATION,AIR,AIR,,true,false,AIR,false,false,false,true,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
551,257,BRANCH_PLATFORM,BRANCH_PLATFORM,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,AIR,true,false,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
545,258,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
546,258,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
548,258,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
549,258,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,AIR,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
550,258,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
551,258,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
545,259,LEAF_DECORATION,LEAF_DECORATION,AIR,AIR,,true,false,AIR,false,false,false,true,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
546,259,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,ad466bbfcba88aa015c47f35871656d2dc90a10b4453c948ef34a10f3e3af919
