region_id,node_id_or_edge_id,route_id,route_kind,node_role_or_edge_role,from_node_id,to_node_id,local_x,local_y,order,required,access_class,mechanism_token,dependency_kind,target_reward_slot_or_none,canonical_digest
SR_CASSIA_SAP_SITE_5,CR_EDGE_CASSIA_LOW_03,CR_ROUTE_CASSIA_LOW,Low,Traversal,CR_NODE_CASSIA_ROOT_01,CR_NODE_CASSIA_ROOT_02,12,2,3,true,MandatoryNoTool,WaterChannel,None,NONE,a5ad7b4d4a959b48941e8c2c177054c60a0d45ae7b64e6efe4e1fef683c5fa95
SR_CASSIA_SAP_SITE_5,CR_EDGE_CASSIA_LOW_04,CR_ROUTE_CASSIA_LOW,Low,Traversal,CR_NODE_CASSIA_ROOT_02,CR_NODE_CASSIA_ROOT_03,18,2,4,true,MandatoryNoTool,WaterChannel,None,NONE,c3a52b9c03a70e3a3373805f07600037cbca213d25d01e0b4ee6e20b5ca6d37e
SR_CASSIA_SAP_SITE_5,CR_EDGE_CASSIA_LOW_05,CR_ROUTE_CASSIA_LOW,Low,Traversal,CR_NODE_CASSIA_ROOT_03,CR_NODE_CASSIA_SAP_PIPE,24,2,5,true,MandatoryNoTool,WaterChannel,None,NONE,9fdaf2d1c782388c6671a18250837796e4c3fed008aa7d822e8f950caff0811a
SR_CASSIA_SAP_SITE_5,CR_EDGE_CASSIA_LOW_06,CR_ROUTE_CASSIA_LOW,Low,RewardConvergence,CR_NODE_CASSIA_SAP_PIPE,CR_NODE_CASSIA_REWARD,30,8,6,true,MandatoryNoTool,WaterChannel,None,SR_SLOT_CASSIA_SAP_REWARD,556b315c035afa8e676dd2699015ba93c527a636cebfb95f6ba704090d5841f0
SR_CASSIA_SAP_SITE_5,CR_EDGE_CASSIA_LOW_07,CR_ROUTE_CASSIA_LOW,Low,RewardReturn,CR_NODE_CASSIA_REWARD,CR_NODE_CASSIA_RETURN,35,0,7,true,MandatoryNoTool,WaterChannel,None,NONE,3020852a6d3718c2ff8230b759a6fabb189a14e5ba734362c77d0999aece3811
SR_CASSIA_SAP_SITE_5,CR_EDGE_CASSIA_RECOVERY_01,CR_ROUTE_CASSIA_RECOVERY,Recovery,RecoveryStep,CR_NODE_CASSIA_FAILURE,CR_NODE_CASSIA_MANUAL_RESET,6,10,1,true,MandatoryNoTool,WaterChannel,None,NONE,a7255e354200c434a4258a4307f1903c8566042c7397d44c1f989cbc886559f5
SR_CASSIA_SAP_SITE_5,CR_EDGE_CASSIA_RECOVERY_02,CR_ROUTE_CASSIA_RECOVERY,Recovery,RecoveryStep,CR_NODE_CASSIA_MANUAL_RESET,CR_NODE_CASSIA_RECOVERY_JOIN,2,8,2,true,MandatoryNoTool,WaterChannel,None,NONE,8599a608cbdf4f47636a2a3a4aa59dd8fd0bc20a59af9f4d4f1273bf08b4be49
SR_MOON_CORE_SITE_5,CR_EDGE_MOON_FAILURE_BRANCH,CR_ROUTE_MOON_FAILURE,Failure,FailureBranch,CR_NODE_MOON_CHAINED_IMPACT,CR_NODE_MOON_FAILURE,14,10,1,false,OptionalEnvironment,ImpactChain,None,NONE,431b513aee4e23bd61ba28c8b36c06944bb52c516bae1597a11ab0aa3de40910
SR_MOON_CORE_SITE_5,CR_EDGE_MOON_HIGH_01,CR_ROUTE_MOON_HIGH,High,Traversal,CR_NODE_MOON_ENTRY,CR_NODE_MOON_CHAINED_IMPACT,6,13,1,false,OptionalEnvironment,ImpactChain,None,NONE,cc23e53ed1f3bcbbde47cbc36f825fe5fb0fc56ad5da73cc5c1569b9b7916d58
SR_MOON_CORE_SITE_5,CR_EDGE_MOON_HIGH_02,CR_ROUTE_MOON_HIGH,High,Traversal,CR_NODE_MOON_CHAINED_IMPACT,CR_NODE_MOON_VEIN,11,13,2,false,OptionalEnvironment,ImpactChain,None,NONE,7a85901c71ea47fdf1d35cebefaaca7da82cc32f00548ba8402fa3b75b3be4e8
SR_MOON_CORE_SITE_5,CR_EDGE_MOON_HIGH_03,CR_ROUTE_MOON_HIGH,High,Traversal,CR_NODE_MOON_VEIN,CR_NODE_MOON_ENEMY_CUE,15,13,3,false,OptionalEnvironment,ImpactChain,None,NONE,37c8eed3b393c21a562925cea04b347f4338e7bd893d6de69e1a6d7cf48fe52e
SR_MOON_CORE_SITE_5,CR_EDGE_MOON_HIGH_04,CR_ROUTE_MOON_HIGH,High,Traversal,CR_NODE_MOON_ENEMY_CUE,CR_NODE_MOON_SECRET_POCKET,19,13,4,false,OptionalEnvironment,ImpactChain,None,NONE,54c0545408f9031245356280099454c1fc09f23a01d633de8c28627c42c03874
SR_MOON_CORE_SITE_5,CR_EDGE_MOON_HIGH_05,CR_ROUTE_MOON_HIGH,High,Traversal,CR_NODE_MOON_SECRET_POCKET,CR_NODE_MOON_IRON,23,13,5,false,OptionalHidden,ImpactChain,None,NONE,f07b9c6098e0e79aa32454028ab6c628dca27ae286b3cb050631084de1faca31
SR_MOON_CORE_SITE_5,CR_EDGE_MOON_HIGH_06,CR_ROUTE_MOON_HIGH,High,Traversal,CR_NODE_MOON_IRON,CR_NODE_MOON_BATTERY,27,13,6,false,OptionalHidden,ImpactChain,None,NONE,fd9fc3f7e2edaab041a35806e98879e804c25da9c331734cf25b93f3317cceee
SR_MOON_CORE_SITE_5,CR_EDGE_MOON_HIGH_07,CR_ROUTE_MOON_HIGH,High,RewardConvergence,CR_NODE_MOON_BATTERY,CR_NODE_MOON_REWARD,30,8,7,false,OptionalEnvironment,ImpactChain,None,SR_SLOT_MOON_CORE_REWARD,7adb1b4c3fd33764f36ec570b197113b1f3a85bea28ef85d57ca8ea63a00fb34
SR_MOON_CORE_SITE_5,CR_EDGE_MOON_HIGH_08,CR_ROUTE_MOON_HIGH,High,RewardReturn,CR_NODE_MOON_REWARD,CR_NODE_MOON_RETURN,35,0,8,false,OptionalEnvironment,ImpactChain,None,NONE,43609c01e61967f01623d20488a52e5b40523c560def33cc146344b7facef9c0
SR_MOON_CORE_SITE_5,CR_EDGE_MOON_LOW_01,CR_ROUTE_MOON_LOW,Low,Traversal,CR_NODE_MOON_ENTRY,CR_NODE_MOON_RECOVERY_JOIN,2,8,1,true,MandatoryNoTool,ImpactChain,None,NONE,84b24bde22e3043c93f27279a89b09184aeeec402c8985957b74f699f0ae6e6b
SR_MOON_CORE_SITE_5,CR_EDGE_MOON_LOW_02,CR_ROUTE_MOON_LOW,Low,Traversal,CR_NODE_MOON_RECOVERY_JOIN,CR_NODE_MOON_BOULDER,6,4,2,true,MandatoryNoTool,ImpactChain,None,NONE,3c3f07a72bec7fccd3c5cab208173a7fdf8f0ed81f37fd55e23baf9b58d615a3
SR_MOON_CORE_SITE_5,CR_EDGE_MOON_LOW_03,CR_ROUTE_MOON_LOW,Low,Traversal,CR_NODE_MOON_BOULDER,CR_NODE_MOON_MORTAR,12,4,3,true,MandatoryNoTool,ImpactChain,None,NONE,9bc86b5ef93e86e1ab83eee25873a928ed8ac070afdccba01f6c86ae182627d8
SR_MOON_CORE_SITE_5,CR_EDGE_MOON_LOW_04,CR_ROUTE_MOON_LOW,Low,RewardConvergence,CR_NODE_MOON_MORTAR,CR_NODE_MOON_REWARD,30,8,4,true,MandatoryNoTool,ImpactChain,None,SR_SLOT_MOON_CORE_REWARD,cec30909d317731fdadeaebe7850e7e0015fabe11dadd447a626a6fd00b79c9b
SR_MOON_CORE_SITE_5,CR_EDGE_MOON_LOW_05,CR_ROUTE_MOON_LOW,Low,RewardReturn,CR_NODE_MOON_REWARD,CR_NODE_MOON_RETURN,35,0,5,true,MandatoryNoTool,ImpactChain,None,NONE,a3977dc2dc1f1cdc332c10e0f451ff77557bd556152862ff084c092e66dac862
SR_MOON_CORE_SITE_5,CR_EDGE_MOON_RECOVERY_01,CR_ROUTE_MOON_RECOVERY,Recovery,RecoveryStep,CR_NODE_MOON_FAILURE,CR_NODE_MOON_DEVICE_RESET,6,10,1,true,MandatoryNoTool,ImpactChain,None,NONE,1c424faea4e35d8c1b81f10ef7907fbf3b124ffcfbb6d615aadf6001f6eb9038
SR_MOON_CORE_SITE_5,CR_EDGE_MOON_RECOVERY_02,CR_ROUTE_MOON_RECOVERY,Recovery,RecoveryStep,CR_NODE_MOON_DEVICE_RESET,CR_NODE_MOON_RECOVERY_JOIN,2,8,2,true,MandatoryNoTool,ImpactChain,None,NONE,f8cb23b64569d4b65739993a27b061a6fd478e061a14b3a149efcfbe4004097d
SR_STAR_NURUK_SITE_5,CR_EDGE_NURUK_FAILURE_BRANCH,CR_ROUTE_NURUK_FAILURE,Failure,FailureBranch,CR_NODE_NURUK_BOUNCE_02,CR_NODE_NURUK_FAILURE,18,10,1,false,OptionalEnvironment,FermentationPressure,None,NONE,8c8ba95cd1039914f7f54e44f53a9e6b146701ccb608be0d79e6fe120ee18918
SR_STAR_NURUK_SITE_5,CR_EDGE_NURUK_HIGH_01,CR_ROUTE_NURUK_HIGH,High,Traversal,CR_NODE_NURUK_ENTRY,CR_NODE_NURUK_BOUNCE_01,8,13,1,false,OptionalEnvironment,FermentationPressure,None,NONE,5ea5d0961ee25dd54fba4333a304c0650a7a2575565fced04e4643eed654e14f
SR_STAR_NURUK_SITE_5,CR_EDGE_NURUK_HIGH_02,CR_ROUTE_NURUK_HIGH,High,Traversal,CR_NODE_NURUK_BOUNCE_01,CR_NODE_NURUK_BOUNCE_02,16,13,2,false,OptionalEnvironment,FermentationPressure,None,NONE,e91af214ae713e09a667da257a483d161d3a478899f8dcb46bc3402f335e19b7
SR_STAR_NURUK_SITE_5,CR_EDGE_NURUK_HIGH_03,CR_ROUTE_NURUK_HIGH,High,Traversal,CR_NODE_NURUK_BOUNCE_02,CR_NODE_NURUK_PRESSURE_RELEASE,30,8,3,false,OptionalEnvironment,FermentationPressure,None,NONE,d645ebe6bbe64f32c24bc979c38ecdd9c025915dd00c701f428dbf6290413131
SR_STAR_NURUK_SITE_5,CR_EDGE_NURUK_HIGH_04,CR_ROUTE_NURUK_HIGH,High,Traversal,CR_NODE_NURUK_PRESSURE_RELEASE,CR_NODE_NURUK_FUEL,24,13,4,false,OptionalEnvironment,FermentationPressure,None,NONE,ca02183ed59b618795b8a1579c68d652c9937b37312631d919db876f54f1201c
SR_STAR_NURUK_SITE_5,CR_EDGE_NURUK_HIGH_05,CR_ROUTE_NURUK_HIGH,High,Traversal,CR_NODE_NURUK_FUEL,CR_NODE_NURUK_RARE_ITEM,30,13,5,false,OptionalHidden,FermentationPressure,None,NONE,a120caa22fd95b54a05eb609b21d0ed12f8ab6b7458a8b5f4ca3d3a293d171d8
SR_STAR_NURUK_SITE_5,CR_EDGE_NURUK_HIGH_06,CR_ROUTE_NURUK_HIGH,High,RewardConvergence,CR_NODE_NURUK_RARE_ITEM,CR_NODE_NURUK_REWARD,34,8,6,false,OptionalEnvironment,FermentationPressure,None,SR_SLOT_STAR_NURUK_REWARD,35c523bb5dd3a99800aef756298249882f89d9463f3eddd4fe7cbe8f37000455
SR_STAR_NURUK_SITE_5,CR_EDGE_NURUK_HIGH_07,CR_ROUTE_NURUK_HIGH,High,RewardReturn,CR_NODE_NURUK_REWARD,CR_NODE_NURUK_RETURN,35,0,7,false,OptionalEnvironment,FermentationPressure,None,NONE,4fdac9421d859520ebe717773a783a925f8097c2a60532e688eb54221a362b4b
SR_STAR_NURUK_SITE_5,CR_EDGE_NURUK_LOW_01,CR_ROUTE_NURUK_LOW,Low,Traversal,CR_NODE_NURUK_ENTRY,CR_NODE_NURUK_RECOVERY_JOIN,2,8,1,true,MandatoryNoTool,FermentationPressure,None,NONE,1c522cef9b1822f0d5ca5f9542ea69a5af982d6a2a311b54566feed7578daecb
SR_STAR_NURUK_SITE_5,CR_EDGE_NURUK_LOW_02,CR_ROUTE_NURUK_LOW,Low,Traversal,CR_NODE_NURUK_RECOVERY_JOIN,CR_NODE_NURUK_VALVE_01,6,4,2,true,MandatoryNoTool,FermentationPressure,None,NONE,a9c70ff1c52d0cee46a3685fbd84164cf1e851a2b9b468f6d5388645e7a7018b
SR_STAR_NURUK_SITE_5,CR_EDGE_NURUK_LOW_03,CR_ROUTE_NURUK_LOW,Low,Traversal,CR_NODE_NURUK_VALVE_01,CR_NODE_NURUK_SAFE_PLATFORM,12,4,3,true,MandatoryNoTool,FermentationPressure,None,NONE,1c97b501a2a8ee89cf34082cea62d3ed388dfb109def557d7d4272fe6f4491ab
SR_STAR_NURUK_SITE_5,CR_EDGE_NURUK_LOW_04,CR_ROUTE_NURUK_LOW,Low,Traversal,CR_NODE_NURUK_SAFE_PLATFORM,CR_NODE_NURUK_VALVE_02,18,4,4,true,MandatoryNoTool,FermentationPressure,None,NONE,1289049723a70ceb024f3168a13190c3053eec11d7825c65e40f916cee538bec
SR_STAR_NURUK_SITE_5,CR_EDGE_NURUK_LOW_05,CR_ROUTE_NURUK_LOW,Low,Traversal,CR_NODE_NURUK_VALVE_02,CR_NODE_NURUK_GAS_WARNING,24,4,5,true,MandatoryNoTool,FermentationPressure,None,NONE,732b8f056b3bf84b2d5445829d872b2810641c5e50787b8725ef3650eb2baa50
SR_STAR_NURUK_SITE_5,CR_EDGE_NURUK_LOW_06,CR_ROUTE_NURUK_LOW,Low,Traversal,CR_NODE_NURUK_GAS_WARNING,CR_NODE_NURUK_PRESSURE_RELEASE,30,8,6,true,MandatoryNoTool,FermentationPressure,None,NONE,a2d39af22e750ffa4635eb9ad4ede1f80d4cc050c47d499f8724b9f11d628fed
SR_STAR_NURUK_SITE_5,CR_EDGE_NURUK_LOW_07,CR_ROUTE_NURUK_LOW,Low,RewardConvergence,CR_NODE_NURUK_PRESSURE_RELEASE,CR_NODE_NURUK_REWARD,34,8,7,true,MandatoryNoTool,FermentationPressure,None,SR_SLOT_STAR_NURUK_REWARD,00c3d0cc01fbcb68ef534ea12389f0a4adc0037bf079917b4aef659e4ecc5a9f
SR_STAR_NURUK_SITE_5,CR_EDGE_NURUK_LOW_08,CR_ROUTE_NURUK_LOW,Low,RewardReturn,CR_NODE_NURUK_REWARD,CR_NODE_NURUK_RETURN,35,0,8,true,MandatoryNoTool,FermentationPressure,None,NONE,07ed605c0964d299361e26914d763eefaf4b72ca15e0c6c3970207b3e153c89e
SR_STAR_NURUK_SITE_5,CR_EDGE_NURUK_RECOVERY_01,CR_ROUTE_NURUK_RECOVERY,Recovery,RecoveryStep,CR_NODE_NURUK_FAILURE,CR_NODE_NURUK_RECOVERY_ROOM,6,10,1,true,MandatoryNoTool,FermentationPressure,None,NONE,73de08aca282cc608348f9af8e0f0eade2c8b12cd8552d5b9a825c35ab7480fe
SR_STAR_NURUK_SITE_5,CR_EDGE_NURUK_RECOVERY_02,CR_ROUTE_NURUK_RECOVERY,Recovery,RecoveryStep,CR_NODE_NURUK_RECOVERY_ROOM,CR_NODE_NURUK_RECOVERY_JOIN,2,8,2,true,MandatoryNoTool,FermentationPressure,None,NONE,251b821d1bdcaa6cd7ac744e6e568f5092ddb2cb7f359f1aec19eb1eb30a003c
