region_id,node_id_or_edge_id,route_id,route_kind,node_role_or_edge_role,local_x,local_y,order,required,access_class,mechanism_token,dependency_kind,target_reward_slot_or_none,canonical_digest
SR_STAR_NURUK_SITE_5,CR_NODE_NURUK_BOUNCE_02,CR_ROUTE_NURUK_HIGH,High,MasteryTrigger,16,13,2,false,OptionalEnvironment,FermentationPressure,None,NONE,7b44842ae142b1662afc012963c98d86798130c80106428e611ff5354bf2e535
SR_STAR_NURUK_SITE_5,CR_NODE_NURUK_ENTRY,CR_ROUTE_NURUK_LOW,Low,Entry,0,0,0,true,MandatoryNoTool,FermentationPressure,None,NONE,bafbfac2a4f09f9797a62aaff839d7d1e83bc53a8dc834bb77716d59531ac8fa
SR_STAR_NURUK_SITE_5,CR_NODE_NURUK_FAILURE,CR_ROUTE_NURUK_FAILURE,Failure,Failure,18,10,0,false,OptionalEnvironment,FermentationPressure,None,NONE,212ee3b3aa20b85a76c40bec9c5cf4e53f99bde43ca1afc7aa3e5e161a074678
SR_STAR_NURUK_SITE_5,CR_NODE_NURUK_FUEL,CR_ROUTE_NURUK_HIGH,High,OptionalBenefit,24,13,0,false,OptionalEnvironment,FermentationPressure,None,NONE,52c80a55e14d24fc7e6a47bd9419c93325c06883b8b4cf0434dcef3ebae68c92
SR_STAR_NURUK_SITE_5,CR_NODE_NURUK_GAS_WARNING,CR_ROUTE_NURUK_LOW,Low,EnvironmentTrigger,24,4,4,true,MandatoryNoTool,FermentationPressure,None,NONE,f6d5bcbe9b963c9f3097dea6ac61806cd9f33c772d28b18a168f14a47f2a33c8
SR_STAR_NURUK_SITE_5,CR_NODE_NURUK_PRESSURE_RELEASE,CR_ROUTE_NURUK_LOW,Low,EnvironmentTrigger,30,8,5,true,MandatoryNoTool,FermentationPressure,None,NONE,8af62f2f680e65ba378724cac71db45f6747a55d1a2b93662a3c07981dd2043c
SR_STAR_NURUK_SITE_5,CR_NODE_NURUK_RARE_ITEM,CR_ROUTE_NURUK_HIGH,High,OptionalBenefit,30,13,0,false,OptionalEnvironment,FermentationPressure,None,NONE,673bf24012468afa0b40d2206fafe054e14cd4a652f264802cc3a74f9c08d110
SR_STAR_NURUK_SITE_5,CR_NODE_NURUK_RECOVERY_JOIN,CR_ROUTE_NURUK_LOW,Low,RecoveryJoin,2,8,0,true,MandatoryNoTool,FermentationPressure,None,NONE,3e5eadb5e0a2b0c2351b91ac0d7080793fc758409a0d9559295ea155cdaafc0a
SR_STAR_NURUK_SITE_5,CR_NODE_NURUK_RECOVERY_ROOM,CR_ROUTE_NURUK_RECOVERY,Recovery,EnvironmentTrigger,6,10,1,true,MandatoryNoTool,FermentationPressure,None,NONE,731857da93b683d2a93d16ebb53e8b9496007d371aa5b147c263da43faf6fa51
SR_STAR_NURUK_SITE_5,CR_NODE_NURUK_RETURN,CR_ROUTE_NURUK_LOW,Low,Return,35,0,0,true,MandatoryNoTool,FermentationPressure,None,NONE,8413323c066d18f1776a6d4ca31212b1e892f2752ae9339bea0d4a05c1c56622
SR_STAR_NURUK_SITE_5,CR_NODE_NURUK_REWARD,CR_ROUTE_NURUK_LOW,Low,RequiredReward,34,8,0,true,MandatoryNoTool,FermentationPressure,None,SR_SLOT_STAR_NURUK_REWARD,dca47be313922218374cfd165ed66a3bd7901f485d06543271d1d3b4467e0b43
SR_STAR_NURUK_SITE_5,CR_NODE_NURUK_SAFE_PLATFORM,CR_ROUTE_NURUK_LOW,Low,EnvironmentTrigger,12,4,2,true,MandatoryNoTool,FermentationPressure,None,NONE,b1dfff476ad7f5fe7369db5d315de7ba186c44203194ce465af80daf3e151af2
SR_STAR_NURUK_SITE_5,CR_NODE_NURUK_VALVE_01,CR_ROUTE_NURUK_LOW,Low,EnvironmentTrigger,6,4,1,true,MandatoryNoTool,FermentationPressure,None,NONE,3604133ceb4160a16b255e0f3057da31fb519aca0a609fde48f3c850d1d4f270
SR_STAR_NURUK_SITE_5,CR_NODE_NURUK_VALVE_02,CR_ROUTE_NURUK_LOW,Low,EnvironmentTrigger,18,4,3,true,MandatoryNoTool,FermentationPressure,None,NONE,1df3e54c33aa4dea6cdc25922a083d388145101e50a7c683faa557cd775f1d11
