endpoint_id,room_id,space_group_id,connection_id,port_id,micro_pattern_owner,x,y,exit_x,stable_hash,plan_digest
EP_efedb082b4fa2274a47129c8,SV5_INFILL_ROOM_0eaf7a838d77541f94b1,SV5_OPTIONAL_09,SV5_OPTIONAL_09,SV5_PLACE_12_391D0CF7A4422180_PORT_IN,SV5_INFILL_ROOM_0eaf7a838d77541f94b1_LINK:CONNECTOR,22,169,-1,2d2b3ac7b2178db7ebf5e085a4542ce158f83d3070f0af71c36aab609ec66961,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_983e25486549cd2cfd7ded3d,SV5_INFILL_ROOM_c2da6dab2de50b0a12bc,SV5_OPTIONAL_09,SV5_OPTIONAL_09,SV5_PLACE_12_391D0CF7A4422180_PORT_IN,SV5_INFILL_ROOM_c2da6dab2de50b0a12bc_LINK:CONNECTOR,22,193,1,abbc2af50c6a23a8d38414c7d8308b02b6dd2ffba06e460cc5f6ab75710b96fc,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_9a0f50c58cf8ffb58fc8f0e9,SV5_INFILL_ROOM_c2da6dab2de50b0a12bc,SV5_OPTIONAL_09,SV5_OPTIONAL_09,SV5_PLACE_12_391D0CF7A4422180_PORT_IN,SV5_INFILL_ROOM_c2da6dab2de50b0a12bc_LINK:CONNECTOR,22,193,-1,b406bf897bb20bfd16c9f062bd75a5a4b35f080a1e7891be4d46c849ad8e089b,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_54b6a07754c9f4b971be7d9c,SV5_INFILL_ROOM_2ce7d4a9aa467ee54218,SV5_OPTIONAL_10,SV5_OPTIONAL_10,SV5_PLACE_12_391D0CF7A4422180_PORT_OUT,SV5_INFILL_ROOM_2ce7d4a9aa467ee54218_LINK:CONNECTOR,22,209,1,832622f9a38ce951a0199bf8edb704ed7521c5aaa7a743f61bfab9fa8c61ed57,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_a267b26adb43d76f864a7806,SV5_INFILL_ROOM_2ce7d4a9aa467ee54218,SV5_OPTIONAL_10,SV5_OPTIONAL_10,SV5_PLACE_12_391D0CF7A4422180_PORT_OUT,SV5_INFILL_ROOM_2ce7d4a9aa467ee54218_LINK:CONNECTOR,22,209,-1,196cdd2288006176a9575783521b24874a3c6bf85888610feae0b5068c0cb1d8,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_36e2ff2152debf341563b4f8,SV5_INFILL_ROOM_14ba504102951d122e14,SV5_OPTIONAL_15,SV5_OPTIONAL_15,SV5_PLACE_16_1B9B7A51A39C0013_PORT_IN,SV5_INFILL_ROOM_14ba504102951d122e14_LINK:CONNECTOR,22,241,1,4a9b53baeb3e1ea35eaccb4065208fe34dcce6feb4602af7a14816e1e375297f,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_e385b536888edabddc981352,SV5_INFILL_ROOM_14ba504102951d122e14,SV5_OPTIONAL_15,SV5_OPTIONAL_15,SV5_PLACE_16_1B9B7A51A39C0013_PORT_IN,SV5_INFILL_ROOM_14ba504102951d122e14_LINK:CONNECTOR,22,241,-1,d4c8996fee31b70212d5a64275b601368a17e442b386afb61c2310376b96f5c5,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_32ba13757969920d32eed640,SV5_INFILL_ROOM_0a4e21aecf9c9f3a7057,SV5_OPTIONAL_14,SV5_OPTIONAL_14,SV5_PLACE_00_CD742119708C091F_PORT_IN,SV5_INFILL_ROOM_0a4e21aecf9c9f3a7057_LINK:CONNECTOR,22,301,1,555bd674d3bd1206d02dee42499b5bc05ebf18916c3e9220de1a48a33eb7d151,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_a89d85bd31356f99cc013ab8,SV5_INFILL_ROOM_0a4e21aecf9c9f3a7057,SV5_OPTIONAL_14,SV5_OPTIONAL_14,SV5_PLACE_00_CD742119708C091F_PORT_IN,SV5_INFILL_ROOM_0a4e21aecf9c9f3a7057_LINK:CONNECTOR,22,301,-1,63f60083d245f18f2fc260979bd1da73078e80460934ee8b4597f6031874fba7,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_2ad67cbaa77894bce98f3466,SV5_INFILL_ROOM_220f9ac2dcdf86c3e8d0,SV5_OPTIONAL_14,SV5_OPTIONAL_14,SV5_PLACE_00_CD742119708C091F_PORT_IN,SV5_INFILL_ROOM_220f9ac2dcdf86c3e8d0_LINK:CONNECTOR,22,337,-1,c633e61ba6dba2eabff5ee83e42fbd4b231aa030ce9af5818e9365ee0e714527,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_f5aa31bc16da95d44492a83f,SV5_INFILL_ROOM_220f9ac2dcdf86c3e8d0,SV5_OPTIONAL_14,SV5_OPTIONAL_14,SV5_PLACE_00_CD742119708C091F_PORT_IN,SV5_INFILL_ROOM_220f9ac2dcdf86c3e8d0_LINK:CONNECTOR,22,337,1,07e107ea8d7a6fc51f2d52e64869a6b211c97a07f66c11ae6e8bf3746d190ea8,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_ca2379e5ce2d2328cbee66f7,SV5_INFILL_ROOM_034e96ec4b59b2e7de89,SV5_OPTIONAL_14,SV5_OPTIONAL_14,SV5_PLACE_04_CB2B17D440D58981_PORT_OUT,SV5_INFILL_ROOM_034e96ec4b59b2e7de89_LINK:CONNECTOR,22,357,-1,6c913720e4e2271f0857c5bcee503df04a09f3a85994b05c0397a2c69ee6564e,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_e88ae56f0adbcb0e0686b5c7,SV5_INFILL_ROOM_034e96ec4b59b2e7de89,SV5_OPTIONAL_14,SV5_OPTIONAL_14,SV5_PLACE_04_CB2B17D440D58981_PORT_OUT,SV5_INFILL_ROOM_034e96ec4b59b2e7de89_LINK:CONNECTOR,22,357,1,d26dd99759c9878c5b296081b74b5944fe4ff6d66a2559ec7ac3902ea83d63b3,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_c4ab6f8050b139bfd4af9e4d,SV5_INFILL_ROOM_225c40e5664c1cf9ab35,SV5_OPTIONAL_09,SV5_OPTIONAL_09,SV5_PLACE_12_391D0CF7A4422180_PORT_IN,SV5_INFILL_ROOM_225c40e5664c1cf9ab35:EMPTY_ROOM,23,155,1,c7dea630f8a5fe30ffda6ae6e9a1e6e5dfbcd81eb6d3299353e32c7b66f99abd,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_0b9ed6251ff29a11050014e2,SV5_INFILL_ROOM_0eaf7a838d77541f94b1,SV5_OPTIONAL_09,SV5_OPTIONAL_09,SV5_PLACE_12_391D0CF7A4422180_PORT_IN,SV5_INFILL_ROOM_0eaf7a838d77541f94b1_LINK:CONNECTOR,23,168,1,876778fdc84a2a21c98385353c888c18218fa65c1f2258c222dd6bc60f524862,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_7405a5c48fcea0286c9bc7bf,SV5_INFILL_ROOM_c2da6dab2de50b0a12bc,SV5_OPTIONAL_09,SV5_OPTIONAL_09,SV5_PLACE_12_391D0CF7A4422180_PORT_IN,SV5_INFILL_ROOM_c2da6dab2de50b0a12bc_LINK:CONNECTOR,23,194,1,90a4df95e93c9e31a167937173eefb51093b4aef03af8e52b219b750a7b6a6f0,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_7e122cb777e3f0fd357c4821,SV5_INFILL_ROOM_c2da6dab2de50b0a12bc,SV5_OPTIONAL_09,SV5_OPTIONAL_09,SV5_PLACE_12_391D0CF7A4422180_PORT_IN,SV5_INFILL_ROOM_c2da6dab2de50b0a12bc_LINK:CONNECTOR,23,194,-1,25e6e2699a29719748910e0d996f103b749e97f127c83259285d9ff900f8ac55,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_713eddfe140f52e1d6fbf178,SV5_INFILL_ROOM_2ce7d4a9aa467ee54218,SV5_OPTIONAL_10,SV5_OPTIONAL_10,SV5_PLACE_12_391D0CF7A4422180_PORT_OUT,SV5_INFILL_ROOM_2ce7d4a9aa467ee54218_LINK:CONNECTOR,23,210,1,5656589d0135e0805ba2806a99dabf3e39a7ea01a828cdf6cbd7b2fbc9413cff,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_752aa0bb933f7b18dfa2d037,SV5_INFILL_ROOM_2ce7d4a9aa467ee54218,SV5_OPTIONAL_10,SV5_OPTIONAL_10,SV5_PLACE_12_391D0CF7A4422180_PORT_OUT,SV5_INFILL_ROOM_2ce7d4a9aa467ee54218_LINK:CONNECTOR,23,210,-1,8ea4ba6be7492d650d8c3f5c8d025da98c95f64d382ffbc0a1bc6cf0520acec3,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_7afcc851ea12b23e1ded081c,SV5_INFILL_ROOM_14ba504102951d122e14,SV5_OPTIONAL_15,SV5_OPTIONAL_15,SV5_PLACE_16_1B9B7A51A39C0013_PORT_IN,SV5_INFILL_ROOM_14ba504102951d122e14_LINK:CONNECTOR,23,242,-1,14642142bb0a240fbde1c5e07ae6809db63477fa79367f5023d8e1e6c1613ce1,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_ee6d46d550e3093d16ab4c83,SV5_INFILL_ROOM_14ba504102951d122e14,SV5_OPTIONAL_15,SV5_OPTIONAL_15,SV5_PLACE_16_1B9B7A51A39C0013_PORT_IN,SV5_INFILL_ROOM_14ba504102951d122e14_LINK:CONNECTOR,23,242,1,0b75ab3a73ab1954115a361e91868ad5ec3debc6bef9a1e094e8e3fd96f18ba6,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_13be6574092dfc09183526d7,SV5_INFILL_ROOM_0277e37d8a1cd7afd435,SV5_OPTIONAL_14,SV5_OPTIONAL_14,SV5_PLACE_00_CD742119708C091F_PORT_IN,SV5_INFILL_ROOM_0277e37d8a1cd7afd435:EMPTY_ROOM,23,283,1,aae187f567d830ec32f7ad26479670e92cb510f189e280f2cb0456873501e92b,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_4d23aecb4c2f71ab6fa4675a,SV5_INFILL_ROOM_0a4e21aecf9c9f3a7057,SV5_OPTIONAL_14,SV5_OPTIONAL_14,SV5_PLACE_00_CD742119708C091F_PORT_IN,SV5_INFILL_ROOM_0a4e21aecf9c9f3a7057_LINK:CONNECTOR,23,300,1,34ee8e9c608115c67bb0b4d92db48c30347c11f8e831a2f6137f34d1d2d6e9f6,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_fe491cbf63d0f1e946ac525d,SV5_INFILL_ROOM_0a4e21aecf9c9f3a7057,SV5_OPTIONAL_14,SV5_OPTIONAL_14,SV5_PLACE_00_CD742119708C091F_PORT_IN,SV5_INFILL_ROOM_0a4e21aecf9c9f3a7057_LINK:CONNECTOR,23,300,-1,0d29c138c05b31ef216d97fea5ae1ae7c0d02ba02c027b4fb5fbfbba4b9ae5db,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_cb99858924a01f0b5d35534e,SV5_INFILL_ROOM_220f9ac2dcdf86c3e8d0,SV5_OPTIONAL_14,SV5_OPTIONAL_14,SV5_PLACE_00_CD742119708C091F_PORT_IN,SV5_INFILL_ROOM_220f9ac2dcdf86c3e8d0_LINK:CONNECTOR,23,336,1,5276a1612ba2f57ddd712508a8f03d97514774b1c42f10e55b01254918486682,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_ee688be67de9cbb849545adc,SV5_INFILL_ROOM_220f9ac2dcdf86c3e8d0,SV5_OPTIONAL_14,SV5_OPTIONAL_14,SV5_PLACE_00_CD742119708C091F_PORT_IN,SV5_INFILL_ROOM_220f9ac2dcdf86c3e8d0_LINK:CONNECTOR,23,336,-1,cda6d029f17488d9e870301df0c9efc1ad61da40600b87ef1dc3c83a43c27add,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_3867f595904f36fd862accff,SV5_INFILL_ROOM_034e96ec4b59b2e7de89,SV5_OPTIONAL_14,SV5_OPTIONAL_14,SV5_PLACE_04_CB2B17D440D58981_PORT_OUT,SV5_INFILL_ROOM_034e96ec4b59b2e7de89_LINK:CONNECTOR,23,358,-1,0bcd94961ad95e5ef7d911a6e2c1d194010ef28b54856ec657e0fb43cd14f98b,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_44fa016a4250bcc19f66d063,SV5_INFILL_ROOM_034e96ec4b59b2e7de89,SV5_OPTIONAL_14,SV5_OPTIONAL_14,SV5_PLACE_04_CB2B17D440D58981_PORT_OUT,SV5_INFILL_ROOM_034e96ec4b59b2e7de89_LINK:CONNECTOR,23,358,1,feafe5ce2efccb1a240c6dc55bef360fdb1c34460b51f293f9974d2d7297a54d,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_05f6645e7488d3f6dd08655c,SV5_INFILL_ROOM_0eaf7a838d77541f94b1,SV5_OPTIONAL_09,SV5_OPTIONAL_09,SV5_PLACE_12_391D0CF7A4422180_PORT_IN,SV5_INFILL_ROOM_0eaf7a838d77541f94b1_LINK:CONNECTOR,24,167,-1,53d2d5c44996f0c3bff6d3f11eedb49a66024ce1dfc52b79a276edf2a4135f0e,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_07b5ef4a6cc7392f0daa3828,SV5_INFILL_ROOM_0eaf7a838d77541f94b1,SV5_OPTIONAL_09,SV5_OPTIONAL_09,SV5_PLACE_12_391D0CF7A4422180_PORT_IN,SV5_INFILL_ROOM_0eaf7a838d77541f94b1_LINK:CONNECTOR,24,167,1,2ff826c0773392a00afe10c50764c96a30afcf04d51962548da5d5ee528b7078,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_856e4d6d86b443947859f2e5,SV5_INFILL_ROOM_002d3e65ad37c08fccde,SV5_OPTIONAL_09,SV5_OPTIONAL_09,SV5_PLACE_12_391D0CF7A4422180_PORT_IN,SV5_INFILL_ROOM_002d3e65ad37c08fccde:EMPTY_ROOM,24,195,-1,860025cf880a730537a0bc3db4410b6fe22923c9dbd55ed3d55f93a66e062ee3,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_e9e220e89ef7982592bf4910,SV5_INFILL_ROOM_033321d73a23186368ba,SV5_OPTIONAL_10,SV5_OPTIONAL_10,SV5_PLACE_12_391D0CF7A4422180_PORT_OUT,SV5_INFILL_ROOM_033321d73a23186368ba:DEAD_END,24,211,-1,4139a5b63e0768326399dfd693bdbf5c6453b5346cb92c93a8e7be273bd6ebec,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_f921b0a6f4c359136ea18429,SV5_INFILL_ROOM_0a4e21aecf9c9f3a7057,SV5_OPTIONAL_14,SV5_OPTIONAL_14,SV5_PLACE_00_CD742119708C091F_PORT_IN,SV5_INFILL_ROOM_0a4e21aecf9c9f3a7057_LINK:CONNECTOR,24,299,-1,1d9b95e211604b0f2d43a83c65f009f49a214a02cabac09a865bfb4fa5111a64,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_0199918039f473f58ae8a986,SV5_INFILL_ROOM_0093829c5033366c54f2,SV5_OPTIONAL_14,SV5_OPTIONAL_14,SV5_PLACE_00_CD742119708C091F_PORT_IN,SV5_INFILL_ROOM_0093829c5033366c54f2:SMALL_CAVE,24,335,-1,4e218cdf316a06285e787629be6a78f3905551b943c68b5ab0b58c8eda9d764f,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_a177c4362d94a12f1651f13d,SV5_INFILL_ROOM_0336ae99bc580abe01f7,SV5_OPTIONAL_14,SV5_OPTIONAL_14,SV5_PLACE_04_CB2B17D440D58981_PORT_OUT,SV5_INFILL_ROOM_0336ae99bc580abe01f7:DEAD_END,24,359,-1,c828295446f02f52a47cc562aed654b056016c2d512fe57360c167c4ee44ea2f,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_1d907aa78d8ed04552f4ca4b,SV5_INFILL_ROOM_0eaf7a838d77541f94b1,SV5_OPTIONAL_09,SV5_OPTIONAL_09,SV5_PLACE_12_391D0CF7A4422180_PORT_IN,SV5_INFILL_ROOM_0eaf7a838d77541f94b1_LINK:CONNECTOR,25,166,1,75ad88b0aa2ab37bd7dd6b69ba5dd96660119ec97b218306c1eccf5e915d148a,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_8dada1609b67092ff89eb4a6,SV5_INFILL_ROOM_0277e37d8a1cd7afd435,SV5_OPTIONAL_14,SV5_OPTIONAL_14,SV5_PLACE_00_CD742119708C091F_PORT_IN,SV5_INFILL_ROOM_0277e37d8a1cd7afd435_LINK:CONNECTOR,25,282,1,5e599c78e14ba092f451eba1d197ad7c9be017c46fc905a5ce6ee688e9177b1a,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_6bd7af38517c530a6034f881,SV5_INFILL_ROOM_225c40e5664c1cf9ab35,SV5_OPTIONAL_09,SV5_OPTIONAL_09,SV5_PLACE_12_391D0CF7A4422180_PORT_IN,SV5_INFILL_ROOM_225c40e5664c1cf9ab35_LINK:CONNECTOR,26,153,1,8dfd06730449d26eb76d18d9a62d7823b6a9ce6e7b75a8ac52c258e0dc1c6b43,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_566b4a82ea512aa9e95b3fff,SV5_INFILL_ROOM_0eaf7a838d77541f94b1,SV5_OPTIONAL_09,SV5_OPTIONAL_09,SV5_PLACE_12_391D0CF7A4422180_PORT_IN,SV5_INFILL_ROOM_0eaf7a838d77541f94b1_LINK:CONNECTOR,26,165,1,83463692eb24000076af0f1db8371c58f48f8c289d75d28885aff681132ba55e,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_1d28b10020acc5d03f890002,SV5_INFILL_ROOM_0277e37d8a1cd7afd435,SV5_OPTIONAL_14,SV5_OPTIONAL_14,SV5_PLACE_00_CD742119708C091F_PORT_IN,SV5_INFILL_ROOM_0277e37d8a1cd7afd435_LINK:CONNECTOR,26,281,1,fbc30a17d4ef12c001c66cd8f9a1adcefa9c8e46874a29fb4ea91c8f22da8245,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_658b4cc1c15de054ca3eea0b,SV5_INFILL_ROOM_0277e37d8a1cd7afd435,SV5_OPTIONAL_14,SV5_OPTIONAL_14,SV5_PLACE_00_CD742119708C091F_PORT_IN,SV5_INFILL_ROOM_0277e37d8a1cd7afd435_LINK:CONNECTOR,26,281,-1,14df91d67eff78be062a11ba7cd20408919d3a98be782160da3beaabb7e38b42,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
EP_41f8401aed91404333916f7c,SV5_INFILL_ROOM_0a4e21aecf9c9f3a7057,SV5_OPTIONAL_14,SV5_OPTIONAL_14,SV5_PLACE_00_CD742119708C091F_PORT_IN,SV5_INFILL_ROOM_0a4e21aecf9c9f3a7057_LINK:CONNECTOR,26,297,-1,59f4709bf431c8edb11d52b6ecbc2e01ca5b0b5e6ed2fb2aea065a4f628ab2ff,c4047b78601928383e81fd84b2ad56c4a065fede00be8b56e40c56760296cd21
