contact_id,kind,first_x,first_y,second_x,second_y,direction,route_a,route_a_x,route_a_y,route_a_kinds,route_b,route_b_x,route_b_y,route_b_kinds,first_kinds,second_kinds,split_node_id,crossing,predicate,boundary_id,coverage_checked,logical_state_transition_checked,geometry_state,player_state,detail,plan_digest
FACE_135_195_135_196_5e1bf6cdabef,FACE,135,195,135,196,UP,SV5_OPTIONAL_09,135,195,Passage,SV5_OPTIONAL_10,135,196,Passage,Passage,Passage,SV5_CONTACT_NODE_C04D3F837B1A57811974,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_135_195_136_195_5e1bf6cdabef,FACE,135,195,136,195,RIGHT,SV5_OPTIONAL_09,135,195,Passage,SV5_OPTIONAL_10,136,195,Passage,Passage,Passage,SV5_CONTACT_NODE_463F1AF3DD68C19C2704,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_135_196_136_196_5e1bf6cdabef,FACE,135,196,136,196,RIGHT,SV5_OPTIONAL_09,135,196,Passage,SV5_OPTIONAL_10,136,196,Passage,Passage,Passage,SV5_CONTACT_NODE_60A54C18B06CE8BFC9D9,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_135_84_136_84_0b85992e71e6,FACE,135,84,136,84,RIGHT,SV5_OPTIONAL_08,135,84,Passage,SV5_OPTIONAL_09,136,84,Passage,Passage,Passage,SV5_CONTACT_NODE_D17925222BD88A56E16E,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_136_195_136_196_5e1bf6cdabef,FACE,136,195,136,196,UP,SV5_OPTIONAL_09,136,195,Passage,SV5_OPTIONAL_10,136,196,Passage,Passage,Passage,SV5_CONTACT_NODE_656D63F6D3C23BE8F128,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_136_195_137_195_5e1bf6cdabef,FACE,136,195,137,195,RIGHT,SV5_OPTIONAL_09,136,195,Passage,SV5_OPTIONAL_10,137,195,Passage,Passage,Passage,SV5_CONTACT_NODE_6E12EFC828E58355C400,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_136_196_137_196_5e1bf6cdabef,FACE,136,196,137,196,RIGHT,SV5_OPTIONAL_09,136,196,Passage,SV5_OPTIONAL_10,137,196,Passage,Passage,Passage,SV5_CONTACT_NODE_ECB16F0071D8BB49BD47,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_136_83_136_84_0b85992e71e6,FACE,136,83,136,84,UP,SV5_OPTIONAL_08,136,83,Passage,SV5_OPTIONAL_09,136,84,Passage,Passage,Passage,SV5_CONTACT_NODE_71395ADA6AD42561DEA6,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_136_83_137_83_0b85992e71e6,FACE,136,83,137,83,RIGHT,SV5_OPTIONAL_08,136,83,Passage,SV5_OPTIONAL_09,137,83,Passage,Passage,Passage,SV5_CONTACT_NODE_85ADF4C79BB68999F76F,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_136_84_137_84_0b85992e71e6,FACE,136,84,137,84,RIGHT,SV5_OPTIONAL_08,136,84,Passage,SV5_OPTIONAL_09,137,84,Passage,Passage,Passage,SV5_CONTACT_NODE_8B431AC036CE11017A9E,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_137_195_137_196_5e1bf6cdabef,FACE,137,195,137,196,UP,SV5_OPTIONAL_09,137,195,Passage,SV5_OPTIONAL_10,137,196,Passage,Passage,Passage,SV5_CONTACT_NODE_35271592BCF4CED6091D,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_137_195_138_195_5e1bf6cdabef,FACE,137,195,138,195,RIGHT,SV5_OPTIONAL_09,137,195,Passage,SV5_OPTIONAL_10,138,195,Passage,Passage,Passage,SV5_CONTACT_NODE_37FEE029C09FBEEB216F,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_137_196_138_196_5e1bf6cdabef,FACE,137,196,138,196,RIGHT,SV5_OPTIONAL_09,137,196,Passage,SV5_OPTIONAL_10,138,196,Passage,Passage,Passage,SV5_CONTACT_NODE_D0D4134FFCC3EC807554,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_137_83_137_84_0b85992e71e6,FACE,137,83,137,84,UP,SV5_OPTIONAL_08,137,83,Passage,SV5_OPTIONAL_09,137,84,Passage,Passage,Passage,SV5_CONTACT_NODE_524CB36246FBE788EB45,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_137_83_138_83_0b85992e71e6,FACE,137,83,138,83,RIGHT,SV5_OPTIONAL_08,137,83,Passage,SV5_OPTIONAL_09,138,83,Passage,Passage,Passage,SV5_CONTACT_NODE_E54DEAC524E02AFB3D69,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_137_84_138_84_0b85992e71e6,FACE,137,84,138,84,RIGHT,SV5_OPTIONAL_08,137,84,Passage,SV5_OPTIONAL_09,138,84,Passage,Passage,Passage,SV5_CONTACT_NODE_C530517D9AA7370065F8,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_138_195_138_196_5e1bf6cdabef,FACE,138,195,138,196,UP,SV5_OPTIONAL_09,138,195,Passage,SV5_OPTIONAL_10,138,196,Passage,Passage,Passage,SV5_CONTACT_NODE_F6DF9A1E1D2978BF4CC4,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_138_195_139_195_5e1bf6cdabef,FACE,138,195,139,195,RIGHT,SV5_OPTIONAL_09,138,195,Passage,SV5_OPTIONAL_10,139,195,Passage,Passage,Passage,SV5_CONTACT_NODE_C21B84675FF3BBC91F54,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_138_196_139_196_5e1bf6cdabef,FACE,138,196,139,196,RIGHT,SV5_OPTIONAL_09,138,196,Passage,SV5_OPTIONAL_10,139,196,Passage,Passage,Passage,SV5_CONTACT_NODE_4A60EC835AC2AD4603E3,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_138_83_138_84_0b85992e71e6,FACE,138,83,138,84,UP,SV5_OPTIONAL_08,138,83,Passage,SV5_OPTIONAL_09,138,84,Passage,Passage,Passage,SV5_CONTACT_NODE_F14DC14F335291EDC1EF,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_138_83_139_83_0b85992e71e6,FACE,138,83,139,83,RIGHT,SV5_OPTIONAL_08,138,83,Passage,SV5_OPTIONAL_09,139,83,Passage,Passage,Passage,SV5_CONTACT_NODE_E2842C9B3418B3659ACF,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_138_84_139_84_0b85992e71e6,FACE,138,84,139,84,RIGHT,SV5_OPTIONAL_08,138,84,Passage,SV5_OPTIONAL_09,139,84,Passage,Passage,Passage,SV5_CONTACT_NODE_C390274CACA69C3181DD,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_139_195_139_196_5e1bf6cdabef,FACE,139,195,139,196,UP,SV5_OPTIONAL_09,139,195,Passage,SV5_OPTIONAL_10,139,196,Passage,Passage,Passage,SV5_CONTACT_NODE_FEBA14A41D6BEFABFAB5,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_139_195_140_195_5e1bf6cdabef,FACE,139,195,140,195,RIGHT,SV5_OPTIONAL_09,139,195,Passage,SV5_OPTIONAL_10,140,195,Passage,Passage,Passage,SV5_CONTACT_NODE_ADF2A8D2600CE47C4746,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_139_196_140_196_5e1bf6cdabef,FACE,139,196,140,196,RIGHT,SV5_OPTIONAL_09,139,196,Passage,SV5_OPTIONAL_10,140,196,Passage,Passage,Passage,SV5_CONTACT_NODE_3AA875E6AF5B30442C57,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_139_83_139_84_0b85992e71e6,FACE,139,83,139,84,UP,SV5_OPTIONAL_08,139,83,Passage,SV5_OPTIONAL_09,139,84,Passage,Passage,Passage,SV5_CONTACT_NODE_83B939036184DE619040,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_139_83_140_83_0b85992e71e6,FACE,139,83,140,83,RIGHT,SV5_OPTIONAL_08,139,83,Passage,SV5_OPTIONAL_09,140,83,Passage,Passage,Passage,SV5_CONTACT_NODE_8865D8494B593A547CBF,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_139_84_140_84_0b85992e71e6,FACE,139,84,140,84,RIGHT,SV5_OPTIONAL_08,139,84,Passage,SV5_OPTIONAL_09,140,84,Passage,Passage,Passage,SV5_CONTACT_NODE_4B80966FD161B0728E05,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_140_195_140_196_5e1bf6cdabef,FACE,140,195,140,196,UP,SV5_OPTIONAL_09,140,195,Passage,SV5_OPTIONAL_10,140,196,Passage,Passage,Passage,SV5_CONTACT_NODE_206B7DDD957947F6DDDE,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_140_195_141_195_5e1bf6cdabef,FACE,140,195,141,195,RIGHT,SV5_OPTIONAL_09,140,195,Passage,SV5_OPTIONAL_10,141,195,Passage,Passage,Passage,SV5_CONTACT_NODE_ADB7C34E114F91CFE8AD,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_140_196_141_196_5e1bf6cdabef,FACE,140,196,141,196,RIGHT,SV5_OPTIONAL_09,140,196,Passage,SV5_OPTIONAL_10,141,196,Passage,Passage,Passage,SV5_CONTACT_NODE_B0F193C4F6437476BE07,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_140_83_140_84_0b85992e71e6,FACE,140,83,140,84,UP,SV5_OPTIONAL_08,140,83,Passage,SV5_OPTIONAL_09,140,84,Passage,Passage,Passage,SV5_CONTACT_NODE_ADA6243B2DFF0951C541,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_140_83_141_83_0b85992e71e6,FACE,140,83,141,83,RIGHT,SV5_OPTIONAL_08,140,83,Passage,SV5_OPTIONAL_09,141,83,Passage,Passage,Passage,SV5_CONTACT_NODE_DE528060E3674D8F4D33,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_140_84_141_84_0b85992e71e6,FACE,140,84,141,84,RIGHT,SV5_OPTIONAL_08,140,84,Passage,SV5_OPTIONAL_09,141,84,Passage,Passage,Passage,SV5_CONTACT_NODE_C717F1DC726F2605F2E1,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_141_195_141_196_5e1bf6cdabef,FACE,141,195,141,196,UP,SV5_OPTIONAL_09,141,195,Passage,SV5_OPTIONAL_10,141,196,Passage,Passage,Passage,SV5_CONTACT_NODE_044674964BCA373E60E8,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_141_195_142_195_5e1bf6cdabef,FACE,141,195,142,195,RIGHT,SV5_OPTIONAL_09,141,195,Passage,SV5_OPTIONAL_10,142,195,Passage,Passage,Passage,SV5_CONTACT_NODE_CF7E235FC5B138310D7F,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_141_196_142_196_5e1bf6cdabef,FACE,141,196,142,196,RIGHT,SV5_OPTIONAL_09,141,196,Passage,SV5_OPTIONAL_10,142,196,Passage,Passage,Passage,SV5_CONTACT_NODE_2BB4E34E1815633EE637,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_141_83_141_84_0b85992e71e6,FACE,141,83,141,84,UP,SV5_OPTIONAL_08,141,83,Passage,SV5_OPTIONAL_09,141,84,Passage,Passage,Passage,SV5_CONTACT_NODE_C67B35E7DD11DF1E2D8D,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
FACE_141_83_142_83_0b85992e71e6,FACE,141,83,142,83,RIGHT,SV5_OPTIONAL_08,141,83,Passage,SV5_OPTIONAL_09,142,83,Passage,Passage,Passage,SV5_CONTACT_NODE_3A5344A7524343F68CFC,Join,ACTIONLESS|ACTIONLESS,,true,true,PLANNED_RESERVATION,PENDING,GLOBAL_COORDINATE_JOIN;PREDICATE_APPLIES_AT_PORTAL_ONLY;CLEARANCE_IS_NOT_PASSAGE,a51a5b66818d2195c9dceb3d6ae9c50550802d9bef95db3cb9d03bfe86afd22c
