contact_id,kind,world_x,world_y,route_ids,classification,required_predicate,logical_state_transition_checked,detail,geometry_state,player_state
"FACE_273_341_273_342_9df9696f99b8","FACE","273","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_273_341_274_341_9df9696f99b8","FACE","273","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_273_342_274_342_9df9696f99b8","FACE","273","342","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_274_341_274_342_9df9696f99b8","FACE","274","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_274_341_275_341_9df9696f99b8","FACE","274","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_274_342_275_342_9df9696f99b8","FACE","274","342","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_275_341_275_342_9df9696f99b8","FACE","275","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_275_341_276_341_9df9696f99b8","FACE","275","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_275_342_276_342_9df9696f99b8","FACE","275","342","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_276_341_276_342_9df9696f99b8","FACE","276","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_276_341_277_341_9df9696f99b8","FACE","276","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_276_342_277_342_9df9696f99b8","FACE","276","342","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_277_341_277_342_9df9696f99b8","FACE","277","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_277_341_278_341_9df9696f99b8","FACE","277","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_277_342_278_342_9df9696f99b8","FACE","277","342","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_278_341_278_342_9df9696f99b8","FACE","278","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_278_341_279_341_9df9696f99b8","FACE","278","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_278_342_279_342_9df9696f99b8","FACE","278","342","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_279_341_279_342_9df9696f99b8","FACE","279","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_279_341_280_341_9df9696f99b8","FACE","279","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_279_342_280_342_9df9696f99b8","FACE","279","342","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_280_341_280_342_9df9696f99b8","FACE","280","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_280_341_281_341_9df9696f99b8","FACE","280","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_280_342_281_342_9df9696f99b8","FACE","280","342","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_281_341_281_342_9df9696f99b8","FACE","281","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_281_341_282_341_9df9696f99b8","FACE","281","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_281_342_282_342_9df9696f99b8","FACE","281","342","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_282_341_282_342_9df9696f99b8","FACE","282","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_282_341_283_341_9df9696f99b8","FACE","282","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_282_342_283_342_9df9696f99b8","FACE","282","342","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_283_341_283_342_9df9696f99b8","FACE","283","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_283_341_284_341_9df9696f99b8","FACE","283","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_283_342_284_342_9df9696f99b8","FACE","283","342","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_284_341_284_342_9df9696f99b8","FACE","284","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_284_341_285_341_9df9696f99b8","FACE","284","341","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
"FACE_284_342_285_342_9df9696f99b8","FACE","284","342","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b|fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2","SAME_STAGE_MERGE_GEOMETRY_PENDING","b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:0/-/-/- && fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:0/-/-/-","False","Pair was completely enumerated; a split-node transition still requires the shared FSM evaluation.","Pending","PENDING"
