window_x,window_y,before_known,after_known,reserved,new_owned,pending_cells,new_rooms,leaf_rooms,static_failures,plan_digest
"5","2","0","0","128","0","1536","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"6","2","0","0","0","0","1536","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"7","2","0","0","0","0","1536","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"8","2","0","256","32","256","1280","1","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"9","2","0","768","0","768","768","2","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"10","2","0","953","0","953","583","3","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"11","2","0","891","96","883","645","3","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"12","2","0","581","0","581","955","2","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"0","3","0","336","0","336","1200","1","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"1","3","0","778","0","778","758","2","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"2","3","0","470","96","465","1066","1","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"3","3","0","858","71","856","678","2","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"4","3","0","541","387","347","995","1","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"5","3","0","0","160","0","1536","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"6","3","0","0","0","0","1536","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"7","3","0","0","0","0","1536","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"8","3","0","144","32","144","1392","1","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"9","3","0","480","0","480","1056","1","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"10","3","40","536","40","496","1000","2","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"11","3","0","719","96","712","817","1","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"12","3","0","664","0","664","872","3","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"0","4","0","720","0","720","816","3","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"1","4","0","918","0","918","618","2","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"2","4","0","728","96","721","808","2","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"3","4","0","916","0","916","620","4","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"4","4","0","749","0","749","787","3","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"5","4","0","0","128","0","1536","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"6","4","0","0","0","0","1536","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"7","4","0","0","0","0","1536","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"8","4","16","16","80","0","1520","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"9","4","240","240","336","0","1296","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"10","4","305","305","474","0","1231","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"11","4","5","514","293","504","1022","2","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"12","4","0","393","0","393","1143","2","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"0","5","0","576","0","576","960","2","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"1","5","0","703","0","703","833","1","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"2","5","0","705","96","699","831","2","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"3","5","0","504","0","504","1032","1","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"4","5","0","20","0","20","1516","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"5","5","222","222","343","0","1314","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"6","5","100","100","328","0","1436","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"7","5","48","48","243","0","1488","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"8","5","31","31","125","0","1505","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"9","5","0","0","0","0","1536","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"10","5","0","0","96","0","1536","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"11","5","0","500","224","496","1036","2","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"12","5","0","100","0","100","1436","1","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"0","6","0","610","0","610","926","2","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"1","6","0","833","0","833","703","3","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"2","6","0","779","114","683","757","2","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"3","6","0","702","149","695","834","3","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"4","6","0","988","0","988","548","4","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"5","6","0","96","64","96","1440","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"6","6","0","0","0","0","1536","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"7","6","0","0","96","0","1536","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"8","6","0","0","32","0","1536","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"9","6","0","0","0","0","1536","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"10","6","0","0","96","0","1536","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"11","6","0","378","226","376","1158","1","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"12","6","0","339","615","336","1197","1","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"0","7","0","680","15","679","856","2","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"1","7","0","576","768","576","960","2","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"2","7","0","448","294","448","1088","1","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"3","7","0","250","709","248","1286","1","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"4","7","0","454","487","453","1082","2","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"5","7","0","26","64","26","1510","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"6","7","0","410","0","410","1126","2","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"7","7","0","236","96","236","1300","1","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"8","7","0","384","32","384","1152","2","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"9","7","0","120","0","120","1416","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"10","7","0","240","96","240","1296","1","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"11","7","0","0","128","0","1536","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"12","7","0","804","240","800","732","3","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"0","8","0","826","47","824","710","4","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"1","8","0","104","1055","102","1432","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"2","8","0","314","688","312","1222","2","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"3","8","0","216","783","213","1320","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"4","8","0","97","728","97","1439","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"5","8","0","63","218","57","1473","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"6","8","0","150","144","150","1386","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"7","8","0","419","266","416","1117","1","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"8","8","0","467","220","465","1069","2","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"9","8","0","256","826","249","1280","1","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"10","8","392","474","748","80","1062","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"11","8","0","268","216","265","1268","1","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"12","8","0","550","147","545","986","2","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"0","9","0","849","0","849","687","3","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"1","9","0","518","352","512","1018","1","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"2","9","0","528","224","528","1008","2","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"3","9","0","464","256","464","1072","1","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"4","9","0","800","224","800","736","3","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"5","9","0","18","128","16","1518","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"6","9","0","544","0","544","992","2","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"7","9","208","375","662","159","1161","1","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"8","9","47","285","547","237","1251","1","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"9","9","48","48","539","0","1488","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"10","9","47","47","320","0","1489","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"11","9","500","503","854","3","1033","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"12","9","0","423","215","419","1113","2","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"0","10","0","703","0","703","833","3","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"1","10","0","684","96","680","852","2","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"2","10","0","960","0","960","576","3","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"3","10","0","960","0","960","576","4","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"4","10","0","928","0","928","608","2","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"5","10","42","355","244","307","1181","1","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"6","10","48","736","144","688","800","2","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"7","10","24","500","320","471","1036","1","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"8","10","236","507","518","270","1029","1","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"9","10","96","236","486","140","1300","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"10","10","95","463","535","366","1073","1","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"11","10","124","220","720","96","1316","1","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"12","10","288","419","569","130","1117","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"0","11","0","992","0","992","544","4","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"1","11","0","614","161","608","922","1","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"2","11","0","634","0","634","902","2","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"3","11","0","864","0","864","672","3","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"4","11","0","1008","0","1008","528","3","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"5","11","0","691","96","685","845","2","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"6","11","0","896","0","896","640","4","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"7","11","0","839","181","834","697","4","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"8","11","0","765","196","759","771","2","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"9","11","0","852","0","852","684","4","3","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"10","11","0","676","13","674","860","2","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"11","11","0","48","755","48","1488","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"12","11","0","159","119","158","1377","1","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"0","12","0","328","171","326","1208","1","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"1","12","0","106","906","104","1430","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"2","12","0","598","96","598","938","3","2","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"3","12","0","624","96","624","912","2","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"4","12","0","560","96","560","976","1","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"5","12","0","234","748","232","1302","1","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"6","12","0","480","0","480","1056","1","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"7","12","0","506","13","504","1030","2","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"8","12","0","26","935","24","1510","0","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"9","12","0","464","0","464","1072","1","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"10","12","0","496","0","496","1040","2","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"11","12","0","480","0","480","1056","1","0","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
"12","12","0","336","0","336","1200","1","1","0","82c31034ea601389a257e773caf96fe146abde1b3016018ff3aeae60115f73eb"
