file_name,column_order,column_name,data_type,required,primary_key_order,default_value,allowed_values,foreign_key,description
generated_world_sectors.csv,11,sector_recipe_id,ID,0,,,,,
generated_world_sectors.csv,12,shortest_distance_from_start,INT,1,,,,,
generated_world_sectors.csv,13,mandatory_graph_node,BOOL,1,,,,,
generation_passes.csv,1,generation_profile_id,ID,1,1,,,generation_profiles.csv.generation_profile_id,
generation_passes.csv,2,pass_order,INT,1,2,,,,
generation_passes.csv,3,pass_id,ID,1,,,,,
generation_passes.csv,4,class_name,STRING,1,,,,,
generation_passes.csv,5,rng_stream_id,ID,0,,,,rng_streams.csv.rng_stream_id,
generation_passes.csv,6,input_artifacts,ID_LIST,0,,,,,
generation_passes.csv,7,output_artifacts,ID_LIST,0,,,,,
generation_passes.csv,8,failure_policy,ENUM,1,,,FAIL_WORLD|RETRY_PASS|RETRY_SCOPE|REPORT_ONLY,,
generation_passes.csv,9,max_retry_count,INT,1,,,,,
generation_passes.csv,10,enabled,BOOL,1,,1,,,
generation_passes.csv,11,notes,STRING,0,,,,,
generation_profiles.csv,1,generation_profile_id,ID,1,1,,,,
generation_profiles.csv,2,world_profile_id,ID,1,,,,world_profiles.csv.world_profile_id,
generation_profiles.csv,3,mandatory_sector_min,INT,1,,,,,
generation_profiles.csv,4,mandatory_sector_max,INT,1,,,,,
generation_profiles.csv,5,type0_sector_min,INT,1,,,,,
generation_profiles.csv,6,type0_sector_max,INT,1,,,,,
generation_profiles.csv,7,reserved_sector_min,INT,1,,,,,
generation_profiles.csv,8,reserved_sector_max,INT,1,,,,,
generation_profiles.csv,9,inactive_sector_min,INT,1,,,,,
generation_profiles.csv,10,inactive_sector_max,INT,1,,,,,
generation_profiles.csv,11,start_edge_ring_min,INT,1,,,,,
generation_profiles.csv,12,start_edge_ring_max,INT,1,,,,,
generation_profiles.csv,13,mandatory_loop_min,INT,1,,,,,
generation_profiles.csv,14,mandatory_loop_max,INT,1,,,,,
generation_profiles.csv,15,optional_region_depth_min,INT,1,,,,,
generation_profiles.csv,16,optional_region_depth_max,INT,1,,,,,
generation_profiles.csv,17,optional_region_count_min,INT,1,,,,,
generation_profiles.csv,18,optional_region_count_max,INT,1,,,,,
generation_profiles.csv,19,site_reservation_retry_max,INT,1,,,,,
generation_profiles.csv,20,biome_retry_max,INT,1,,,,,
generation_profiles.csv,21,route_retry_max,INT,1,,,,,
generation_profiles.csv,22,sector_solve_retry_max,INT,1,,,,,
generation_profiles.csv,23,active,BOOL,1,,1,,,
generation_profiles.csv,24,notes,STRING,0,,,,,
map_element_definitions.csv,1,map_element_id,ID,1,1,,,,
map_element_definitions.csv,2,display_name_ko,STRING,1,,,,,
map_element_definitions.csv,3,category,ENUM,1,,,TERRAIN|HAZARD|HAZARD_UTILITY|TRANSPORT|PUZZLE|BENEFIT|REWARD|MARU_TRIGGER|SECRET|LANDMARK,,
map_element_definitions.csv,4,prefab_id,ID,1,,,,prefab_registry.csv.prefab_id,
map_element_definitions.csv,5,footprint_width_tiles,INT,1,,,,,
map_element_definitions.csv,6,footprint_height_tiles,INT,1,,,,,
map_element_definitions.csv,7,threat,INT,1,,,,,
map_element_definitions.csv,8,utility,INT,1,,,,,
map_element_definitions.csv,9,cognitive,INT,1,,,,,
map_element_definitions.csv,10,chain,INT,1,,,,,
map_element_definitions.csv,11,telegraph_seconds,FLOAT,1,,,,,
map_element_definitions.csv,12,interaction_tags,ID_LIST,0,,,,,
map_element_definitions.csv,13,forbidden_near_tags,ID_LIST,0,,,,,
map_element_definitions.csv,14,active,BOOL,1,,1,,,
map_element_definitions.csv,15,notes,STRING,0,,,,,
map_element_interactions.csv,1,source_element_or_tool_id,ID,1,1,,,,
map_element_interactions.csv,2,target_tag,ID,1,2,,,,
map_element_interactions.csv,3,interaction_result,ENUM,1,,,NONE|DAMAGE|BREAK|PUSH|PULL|IGNITE|EXTINGUISH|POWER|PRESS|REVEAL|TRANSFORM,,
map_element_interactions.csv,4,magnitude,FLOAT,1,,,,,
map_element_interactions.csv,5,consumes_source,BOOL,1,,,,,
map_element_interactions.csv,6,notes,STRING,0,,,,,
microchunk_catalog.csv,1,microchunk_id,ID,1,1,,,,
microchunk_catalog.csv,2,display_name_ko,STRING,1,,,,,
microchunk_catalog.csv,3,width_tiles,INT,1,,,,,
microchunk_catalog.csv,4,height_tiles,INT,1,,,,,
microchunk_catalog.csv,5,usage_class,ENUM,1,,,TRAVERSAL|BOUNDARY|FILLER|SPECIAL|VILLAGE|ADAPTER,,
microchunk_catalog.csv,6,biome_ids,ID_LIST,1,,,,biome_types.csv.biome_id,
microchunk_catalog.csv,7,route_roles,ID_LIST,1,,,,,
microchunk_catalog.csv,8,allowed_transforms,ENUM_LIST,1,,,R0|MIRROR_X|MIRROR_Y|R180,,
microchunk_catalog.csv,9,selection_weight,INT,1,,,,,
microchunk_catalog.csv,10,threat,INT,1,,,,,
microchunk_catalog.csv,11,cognitive,INT,1,,,,,
microchunk_catalog.csv,12,chain,INT,1,,,,,
microchunk_catalog.csv,13,tile_data_complete,BOOL,1,,,,,
microchunk_catalog.csv,14,prefab_id,ID,0,,,,prefab_registry.csv.prefab_id,
microchunk_catalog.csv,15,active,BOOL,1,,1,,,
microchunk_catalog.csv,16,notes,STRING,0,,,,,
microchunk_object_slots.csv,1,microchunk_id,ID,1,1,,,microchunk_catalog.csv.microchunk_id,
microchunk_object_slots.csv,2,slot_id,ID,1,2,,,,
microchunk_object_slots.csv,3,local_x,INT,1,,,,,
microchunk_object_slots.csv,4,local_y,INT,1,,,,,
microchunk_object_slots.csv,5,slot_category,ENUM,1,,,RESOURCE|MAP_ELEMENT|ENEMY|REWARD|NPC|SHOP_ITEM|EVENT_TRIGGER|SPECIAL_ITEM|DECORATION,,
microchunk_object_slots.csv,6,allowed_pool_id,ID,1,,,,,
microchunk_object_slots.csv,7,required,BOOL,1,,,,,
microchunk_object_slots.csv,8,orientation,ENUM,1,,,NONE|L|R|U|D,,
microchunk_object_slots.csv,9,visible_from_route,BOOL,1,,,,,
microchunk_object_slots.csv,10,forbidden_radius_tiles,INT,1,,,,,
microchunk_object_slots.csv,11,required_marker_code,ID,0,,,,tile_code_dictionary.csv.tile_code,
microchunk_object_slots.csv,12,notes,STRING,0,,,,,
microchunk_pool_entries.csv,1,microchunk_pool_id,ID,1,1,,,,
microchunk_pool_entries.csv,2,entry_order,INT,1,2,,,,
microchunk_pool_entries.csv,3,microchunk_id,ID,1,,,,microchunk_catalog.csv.microchunk_id,
microchunk_pool_entries.csv,4,weight,INT,1,,,,,
microchunk_pool_entries.csv,5,required_tags,ID_LIST,0,,,,,
microchunk_pool_entries.csv,6,forbidden_tags,ID_LIST,0,,,,,
microchunk_pool_entries.csv,7,min_repeat_distance_chunks,INT,1,,,,,
microchunk_pool_entries.csv,8,active,BOOL,1,,1,,,
microchunk_sockets.csv,1,microchunk_id,ID,1,1,,,microchunk_catalog.csv.microchunk_id,
microchunk_sockets.csv,2,socket_id,ID,1,2,,,,
microchunk_sockets.csv,3,side,ENUM,1,,,L|R|U|D,,
microchunk_sockets.csv,4,band_id,ID,1,,,,socket_band_definitions.csv.band_id,
microchunk_sockets.csv,5,traversal_kind,ENUM,1,,,WALK|DROP|CLIMB|OPTIONAL_BREAK|HIDDEN|DECORATION,,
microchunk_sockets.csv,6,direction,ENUM,1,,,IN|OUT|BIDIRECTIONAL,,
microchunk_sockets.csv,7,mandatory_allowed,BOOL,1,,,,,
microchunk_sockets.csv,8,tool_requirement,ENUM,1,,,NONE|PICKAXE|SHOVEL|ROPE|EXPLOSIVE|ENVIRONMENT,,
microchunk_sockets.csv,9,edge_signature_id,ID,1,,,,edge_signatures.csv.edge_signature_id,
microchunk_sockets.csv,10,route_layer,ENUM,1,,,MANDATORY|OPTIONAL|BOTH,,
microchunk_sockets.csv,11,minimum_safe_tiles,INT,1,,,,,
microchunk_sockets.csv,12,notes,STRING,0,,,,,
microchunk_tile_cells.csv,1,microchunk_id,ID,1,1,,,microchunk_catalog.csv.microchunk_id,
microchunk_tile_cells.csv,2,local_x,INT,1,2,,,,
microchunk_tile_cells.csv,3,local_y,INT,1,3,,,,
microchunk_tile_cells.csv,4,ground_code,ID,1,,,,tile_code_dictionary.csv.tile_code,
microchunk_tile_cells.csv,5,one_way_code,ID,1,,,,tile_code_dictionary.csv.tile_code,
microchunk_tile_cells.csv,6,breakable_code,ID,1,,,,tile_code_dictionary.csv.tile_code,
microchunk_tile_cells.csv,7,hazard_code,ID,1,,,,tile_code_dictionary.csv.tile_code,
microchunk_tile_cells.csv,8,liquid_code,ID,1,,,,tile_code_dictionary.csv.tile_code,
microchunk_tile_cells.csv,9,decor_back_code,ID,1,,,,tile_code_dictionary.csv.tile_code,
microchunk_tile_cells.csv,10,decor_front_code,ID,1,,,,tile_code_dictionary.csv.tile_code,
microchunk_tile_cells.csv,11,marker_code,ID,1,,,,tile_code_dictionary.csv.tile_code,
microchunk_variant_rules.csv,1,variant_rule_id,ID,1,1,,,,
microchunk_variant_rules.csv,2,microchunk_id,ID,1,,,,microchunk_catalog.csv.microchunk_id,
microchunk_variant_rules.csv,3,variant_id,ID,1,,,,,
microchunk_variant_rules.csv,4,weight,INT,1,,,,,
microchunk_variant_rules.csv,5,required_world_tags,ID_LIST,0,,,,,
microchunk_variant_rules.csv,6,forbidden_world_tags,ID_LIST,0,,,,,
microchunk_variant_rules.csv,7,replace_slot_pool_pairs,STRING,0,,,,,
microchunk_variant_rules.csv,8,active,BOOL,1,,1,,,
microchunk_variant_rules.csv,9,notes,STRING,0,,,,,
population_profiles.csv,1,population_profile_id,ID,1,1,,,,
population_profiles.csv,2,biome_id,ID,0,,,,biome_types.csv.biome_id,
population_profiles.csv,3,sector_role,ENUM,1,,,MANDATORY|TYPE0|BOUNDARY|SPECIAL|VILLAGE|INACTIVE,,
population_profiles.csv,4,resource_pool_ids,ID_LIST,0,,,,,
population_profiles.csv,5,element_pool_ids,ID_LIST,0,,,,,
population_profiles.csv,6,enemy_pool_ids,ID_LIST,0,,,,,
population_profiles.csv,7,reward_pool_ids,ID_LIST,0,,,,,
population_profiles.csv,8,budget_profile_id,ID,1,,,,content_budget_profiles.csv.budget_profile_id,
population_profiles.csv,9,active,BOOL,1,,1,,,
population_profiles.csv,10,notes,STRING,0,,,,,
prefab_registry.csv,1,prefab_id,ID,1,1,,,,
prefab_registry.csv,2,asset_address,STRING,1,,,,,
