cluster_id,schema_version,biome_id,pool_kind,pacing_role,access_class,active_chunk_count,source_starter_cluster_id,source_pattern_pool_digest,footprint_digest,spine_variant_digest,pattern_slot_digest,structural_signature,silhouette_signature,repeat_group,created_utc_excluded_from_canonical_digest,canonical_digest
TC_DOUGH_QUIET_RECOVERY_PAD,map21_03.moonpalace_cluster_pool.v1,MoonDough,Quiet,QUIET,MANDATORY_NO_TOOL,2,MissingData,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,8cbb35a45d8c36fb40e8aca9c6e32c91521177c2221d2213b3e454a26c9d9573,73993cd2ea4c2d59ad0877544459d508773d606dda26790c09a45e4247a50328,1d329ec1ac1913e5166d6e5b4b0fb10b26a101b102101a0ad3382d63858699b1,0c6b26af84a736590794513b01bea81ac05e4b3434fa64bb0b807175a571b727,c3dad68250c6f69db448e7fe1545f94e28f2e8723223fab9c61941ed443e83f2,DoughQuiet,true,c132d9becd42f0d4437e54f8524281577c02db3059752d6c42a7df24778180b5
TC_DOUGH_QUIET_SOFT_SHELF,map21_03.moonpalace_cluster_pool.v1,MoonDough,Quiet,QUIET,MANDATORY_NO_TOOL,2,TC_DOUGH_QUIET_SHELF,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,06b47413b94f1be16a48b72b52a32ed4eb7a57119b02ef5990797fc13fb994d4,8769e8eec3c13f43dc2597f1652dde693bc205a4730f0440ae4dde9487ab9a6d,d8f9564cb8d6a5f8fe6ba53bf3f77e6b7c65cc771d05ed12345276360ac5706f,55413d61af764de39ef9d8810a1330e9023421e7d5469d6f54677cc8dfe94029,6c329c4c2bc793e56be62d8e2bbcbe4e80c4dc8cc6ba2ba965ac4f84569b108a,DoughQuiet,true,f1bde41f6a619bec331106b9c2cd66326b2510e86aebbb8c774f7a42416cdc80
TC_MILL_BUFFER_ENTRY_BEAM,map21_03.moonpalace_cluster_pool.v1,AbandonedMill,Buffer,SAFE,MANDATORY_NO_TOOL,2,MissingData,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,15234d37a6bdb99204c0d4b4da30eaeeb0305078ec94bbb4f9ff47b691d23059,4103e7747473ffda9d9f1729c6c70d1345e6032895348728147590a0233d6437,94e256ff7c89e1a1b55bc5630f1622917a06f20fb1a9cb9a6c2f945d76482efa,07e4958e88cd34710eff56ffc80fef29175460fc101699dd2feca05b4e29db18,e6a3b55b12a854b514440230cb0ea3625f83b21060def9980852b14fadda4380,MillBuffer,true,8c7bddc1b0c9a07353251167342f1445919bb79df4114ebcd731738330246de3
TC_MILL_BUFFER_EXIT_SHAFT,map21_03.moonpalace_cluster_pool.v1,AbandonedMill,Buffer,SAFE,MANDATORY_NO_TOOL,3,MissingData,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,5421b26b9b4b1e614214162ce68d373bd4017d2c6003ac4a8e9e7c1ed2296a23,b35afabf47185bb41098966bac62cf1404d6ba80337619f23cc283421fae42b0,ce32852c5ed74c31452a27ab250b06933b9b26989bb70b4904732c50dec41269,ccd63f7f77758c8853155fa6ce57fd090b49ea262c9d6e1d46f7b6d2577440c7,0207baa2da9360992c5f9a04774d40f6acbad2b389d563d3b4bb894c92e54b59,MillBuffer,true,44be735ddcb8086d8d13fc300dbce08389ee6508bc3f416b3c36c7fb5fbcd807
TC_MILL_BUFFER_RECOVERY_PLATFORM,map21_03.moonpalace_cluster_pool.v1,AbandonedMill,Buffer,RECOVERY,MANDATORY_NO_TOOL,3,MissingData,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,a649c757325ef4bf01e2d6e3b7f9de178c9fa871f57e8d33d8f6b75f2d5978e0,b47e53885806d64b7ac94e72a4758aa005f195687d7c9abea06f60795e69ce6f,9b354580e09b0526d5ed4a2a59410887c33353c46b4901ac3aa7dab7494037f3,9bb69a73d0b01b0eb7e51e09901302f91f3d9fc97f1a66ea5b38a92b1c3015cb,e8b3c0dd8a0f69a8642a1e03885c0461c5b86d27d68788a899224c133cf968d9,MillBuffer,true,ba3bdd38babbb14c2e1988783be41c0031427761132723519e989ebfe9729ac2
TC_MILL_PROD_BEAM_OVERHANG,map21_03.moonpalace_cluster_pool.v1,AbandonedMill,Terrain,TRAVERSAL,MANDATORY_NO_TOOL,3,TC_MILL_BEAM_OVERHANG,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,da7f16223be97705dfd24e3f2c63fa5de935d0bb1be26b23aa59abd9ae05c9e0,08a2b567ad906b2d29ccbbef553722bba1e0a461a1d11ff933e0af47773f9ce8,fde99213b97cc852c70041b8f51e4a505cd1d6a855eb83471081588f1c2efee7,432ded431a4e583ad9b1aa0114ba330c22202b694b333185e5016b00d287c226,fc15684f5d4cf5c8318b1d8765673b8032e8cacbe93a5a934d8bf720cc191b15,MillTerrain,true,7252bdc3372546db261900336adef58442338ab21ba1866649f941cc8f37787a
TC_MILL_PROD_BROKEN_PILLAR,map21_03.moonpalace_cluster_pool.v1,AbandonedMill,Terrain,DISCOVERY,MANDATORY_NO_TOOL,4,TC_MILL_BROKEN_PILLAR,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,05668c9c02bb3ebddde14168e076388078ee5a1c2500089537333fea0f9efe4b,933edbeca6c2e4bac130a9e5217066bd539768cf9fe261c236ef3652629a0c05,8a17702f618aa7c195b686510bcaa1b5c8d662660e37cff4308bee70bbc901bd,d64fc5193c43454b04970ba6e3717543e1fff6710dee3ba3e05508fef7d1dbc3,27f43932b0ed7416f26f77b5692bacad829ddf37e7b9f54373223116d45e6f83,MillTerrain,true,3990cb47b2b0f9e450859e067e29854e52a6b21cc610022a98a124fd7579add7
TC_MILL_PROD_FALL_RECOVERY,map21_03.moonpalace_cluster_pool.v1,AbandonedMill,Terrain,RECOVERY,MANDATORY_NO_TOOL,5,MissingData,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,a28bf538486dab653dfad94ad86ddcaf90756349097f391062c47cd317303dc2,52248f8fbe0c31ed842dd62322943daf1728db8ba0c52ee87b75a6c19705b457,7a1cf00f49f5dfd75d04c549a0bf09b7171b1977f111e631b186c16a90b74bd0,7953bb2284832bf0e571954ea522f1fabab0329cddde2092d3ff466baf3392ad,a0045a97e475dec7e82129115839ea30b562f07c01ab023d394a8be99581860e,MillTerrain,true,71f5884adcf73d23daa893036e6852d7ddab14718947f47787b50802e7d05d09
TC_MILL_PROD_GEAR_GALLERY,map21_03.moonpalace_cluster_pool.v1,AbandonedMill,Terrain,RISK,MANDATORY_NO_TOOL,5,MissingData,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,26fc3ca4df16f6f602c33e88320615f019441bf246a6ea6cc3c359141525799d,8fc0b62a7abe7f22174bd934756acc232b8267edd6263596a813e76b477722a9,bd89062fc51f81689508457ae192fbdfbbad24864e54c85400a9d8d90a0b64b5,cc12c48a1ee25389a892c32ac5a0ea797b9110dc1f9f340a5e2b405a844a1296,5c099c86288b28d201650bbc07ff3f6b577f85b05961eae58ab7a95221563e5f,MillTerrain,true,c7fe99b657cb37567c74f3b1f63a90cd47fd1fc6c7caa959e26b952ff99bef79
TC_MILL_PROD_ORTHOGONAL_SHAFT,map21_03.moonpalace_cluster_pool.v1,AbandonedMill,Terrain,TRAVERSAL,MANDATORY_NO_TOOL,4,TC_MILL_ORTHOGONAL_SHAFT_RECOVERY,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,2f4e818a1a0a2cfb693a877a5487b2bbb1eb490b08fa6d8b94260b01c54a9201,2a7c3d42b29afad69b93f309ec0e056d39bdcc326e3e4917272de32e86a055fc,5a424d7f0dc38f9e054d9e51551bb33dd0f05c297b7bd030cae9bf640656e812,4cdb27c0caff89d1dbce74d09a5b78ef3487224ef0bbcc9836fce85db89b7885,963c3f50be75ea60c89a6e272965924e0db77f4a72fe0ccbfb4d4067222cc9e5,MillTerrain,true,46e387825074d55f628a979e66bcf4c0f2e1722c29fba1c03b6f3ebbb6ca86d0
TC_MILL_PROD_RUST_LEDGE,map21_03.moonpalace_cluster_pool.v1,AbandonedMill,Terrain,DISCOVERY,MANDATORY_NO_TOOL,4,MissingData,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,92de5f656e0bb4f858b1e39a2cce7c7c4ae1bfa20a322b371b2ad5d1042b9550,08da4858da620f98dc8b32574fae1f4dc54710e5eb74598e43f871ea07349c6e,fbe3b6624e94523f4d836cf7b4a4736219b5490739d7508694ea9de619b2637f,90d711752e8c600a111f0513a5d3db2a970456610536efab5129c6b310cca5e9,caf9a3a03331f863ae33ffc3423bbe0a38efa5073a75be1131ddbfeead0cf21b,MillTerrain,true,6f8171223f5f60aec46f2629a19e21af460c30337448dc7bc378f831a60182a3
TC_MILL_QUIET_BEAM_WALK,map21_03.moonpalace_cluster_pool.v1,AbandonedMill,Quiet,QUIET,MANDATORY_NO_TOOL,2,TC_MILL_QUIET_BEAM,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,1a9b49b1083c4f961e9386ef8e41e017b2ef767680aa8b3659404ffd6cf7e0e7,96a0f37539c36e17e4bb9486191b803c26e4205a1e9a3514ea2fb850e86df78c,1ab3effb0e3fffd90ffc5e0fef43d77d25b2cdc0115d2b14eb7f57e19ddebbdb,f2e3d2b5d7f90bcd2a6c1af29f8a86345a84fe53f22e609be837b88ac797fc15,27261055bbe15202432b57ccf6c633f44afb9e50345ce9ac42bb14e1b197dc86,MillQuiet,true,6fffe042592a057638ccfc81d42d7a7c30b9122d659b6323b23ed1bba10c194f
TC_MILL_QUIET_GEAR_SHADOW,map21_03.moonpalace_cluster_pool.v1,AbandonedMill,Quiet,QUIET,MANDATORY_NO_TOOL,2,MissingData,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,44a707fb6141574d6677dbe1ee8bddfcc301a03ffc96dc3385d363220b352a51,c31bf70ca9302a885ff1a17b2af43088cfdbc69fc901411d482e3c14afb723df,1580545bc9535d3ad83b46107e4e781245c9b5981b578b92bca9ce00714cad87,8aea9942a6da19ac1cb9fc422830feb0f51b895d39f310f559ee17030b9875ae,04c384f4f6bdc09d85aa1ef40a726b3c8053766ef1894c59f0e4604b93d501b8,MillQuiet,true,dbe08ccaf437c2b636bb3f375a4a562bf226f7aa64c8a9db05de2b042c015493
TC_MILL_QUIET_RUST_BALCONY,map21_03.moonpalace_cluster_pool.v1,AbandonedMill,Quiet,QUIET,MANDATORY_NO_TOOL,2,MissingData,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,ae95c51fe9112455c0094b855a88916a912ef79dacf6d55abbc17252ef07c9a0,e3b46314c991d8dd81cf99d27cbd5f9575c2d2920e4092dcc79fde5057398012,8899c610b1b389a17240be1754139bad18324bcd14915b7982d70aa2f49d66e8,b485d36accf48373627b09e68a6fdf5f51d34b8dfb228ed4ad1acc279f49e6c9,5be2bfc8326476fc9d403d9b5ff07d9f5db3759ecdd8590085b57d9da7c72900,MillQuiet,true,af8e1235fa5953bc7d83cd83a34b7edd7635539c4071ed9c9b9debd2f23e6057
