cluster_id,slot_id,chunk_x,chunk_y,slot_kind,allowed_pattern_ids,biome_id,protected_mask_policy,risk_budget,canonical_digest
TC_DOUGH_PROD_BOUNCE_CUP,TC_DOUGH_PROD_BOUNCE_CUP_SLOT_02,2,0,OptionalSilhouette,MP_DOUGH_FERMENT_PATCH|MP_DOUGH_RECOVERY_PAD|MP_DOUGH_SOFT_POCKET,MoonDough,PreserveSpineAndEntryExit,35,0e5d3b58227c918698311cbe1b4f7b19384182733f713cfb55083d6a575fd6d8
TC_DOUGH_PROD_FERMENT_RISE,TC_DOUGH_PROD_FERMENT_RISE_SLOT_00,0,0,BaselineRequired,MP_DOUGH_RECOVERY_PAD|MP_DOUGH_SOFT_POCKET|MP_DOUGH_STICKY_SHELF,MoonDough,PreserveSpineAndEntryExit,35,fd7715c059bde6e822cf930293eb9ceba42a84579e38aeedf83830ec40ec9345
TC_DOUGH_PROD_FERMENT_RISE,TC_DOUGH_PROD_FERMENT_RISE_SLOT_01,0,1,OptionalSilhouette,MP_DOUGH_BOUNCE_CUP|MP_DOUGH_SOFT_POCKET|MP_DOUGH_STICKY_SHELF,MoonDough,PreserveSpineAndEntryExit,35,e8db249fadfde8711ecedfdbddd4d0e502038fbd69708f56eb45187ecf005869
TC_DOUGH_PROD_FERMENT_RISE,TC_DOUGH_PROD_FERMENT_RISE_SLOT_02,0,2,OptionalSilhouette,MP_DOUGH_BOUNCE_CUP|MP_DOUGH_BOUNCE_STRIP|MP_DOUGH_STICKY_SHELF,MoonDough,PreserveSpineAndEntryExit,35,ba50606afc81170e99659e49659678870e32c43815cfbb4cb6a9ba2da33c2d38
TC_DOUGH_PROD_FERMENT_RISE,TC_DOUGH_PROD_FERMENT_RISE_SLOT_03,1,2,OptionalSilhouette,MP_DOUGH_BOUNCE_CUP|MP_DOUGH_BOUNCE_STRIP|MP_DOUGH_FERMENT_PATCH,MoonDough,PreserveSpineAndEntryExit,35,2b53e85b75b0da80e98819b68c886c22e29e1eeca9eedbbd5f00390a4731521a
TC_DOUGH_PROD_FERMENT_RISE,TC_DOUGH_PROD_FERMENT_RISE_SLOT_04,2,2,OptionalSilhouette,MP_DOUGH_BOUNCE_STRIP|MP_DOUGH_FERMENT_PATCH|MP_DOUGH_RECOVERY_PAD,MoonDough,PreserveSpineAndEntryExit,35,c8ef06b1e5fde294da927441dba3315d882154f19d50fd223b443527683a15a7
TC_DOUGH_PROD_RECOVERY_PAD_CHAIN,TC_DOUGH_PROD_RECOVERY_PAD_CHAIN_SLOT_00,0,0,BaselineRequired,MP_DOUGH_BOUNCE_CUP|MP_DOUGH_SOFT_POCKET|MP_DOUGH_STICKY_SHELF,MoonDough,PreserveSpineAndEntryExit,35,1129744f229db16c67454fe029a7e7fcbc9934ccaf642d0f244384c7d8b0a840
TC_DOUGH_PROD_RECOVERY_PAD_CHAIN,TC_DOUGH_PROD_RECOVERY_PAD_CHAIN_SLOT_01,1,0,OptionalSilhouette,MP_DOUGH_BOUNCE_CUP|MP_DOUGH_BOUNCE_STRIP|MP_DOUGH_STICKY_SHELF,MoonDough,PreserveSpineAndEntryExit,35,e56556a2dfe2afdc7881bf9aeaead43a9daf385c004d9ea99a3f81b4ff531e6e
TC_DOUGH_PROD_RECOVERY_PAD_CHAIN,TC_DOUGH_PROD_RECOVERY_PAD_CHAIN_SLOT_02,2,0,OptionalSilhouette,MP_DOUGH_BOUNCE_CUP|MP_DOUGH_BOUNCE_STRIP|MP_DOUGH_FERMENT_PATCH,MoonDough,PreserveSpineAndEntryExit,35,04cca1d1590c4e02c652e4c4ab62bff4e8afe47224b4eefbfa769634ea7c1aff
TC_DOUGH_PROD_RECOVERY_PAD_CHAIN,TC_DOUGH_PROD_RECOVERY_PAD_CHAIN_SLOT_03,2,1,OptionalSilhouette,MP_DOUGH_BOUNCE_STRIP|MP_DOUGH_FERMENT_PATCH|MP_DOUGH_RECOVERY_PAD,MoonDough,PreserveSpineAndEntryExit,35,512db78b72ae97c55fb363932e071d81c9fbfacd1f46f2e23314836b8bffcfd1
TC_DOUGH_PROD_SOFT_POCKET,TC_DOUGH_PROD_SOFT_POCKET_SLOT_00,0,0,BaselineRequired,MP_DOUGH_BOUNCE_STRIP|MP_DOUGH_FERMENT_PATCH|MP_DOUGH_RECOVERY_PAD,MoonDough,PreserveSpineAndEntryExit,35,fd3e940e5a62972e8b2db01457b1dded034bcec54b3f5954206df74626cea645
TC_DOUGH_PROD_SOFT_POCKET,TC_DOUGH_PROD_SOFT_POCKET_SLOT_01,1,0,OptionalSilhouette,MP_DOUGH_FERMENT_PATCH|MP_DOUGH_RECOVERY_PAD|MP_DOUGH_SOFT_POCKET,MoonDough,PreserveSpineAndEntryExit,35,fe0bc1b19dc9ee08e56da15407e1072f1be5780c0826e75c22eaca13bf484d9c
TC_DOUGH_PROD_SOFT_POCKET,TC_DOUGH_PROD_SOFT_POCKET_SLOT_02,1,1,OptionalSilhouette,MP_DOUGH_RECOVERY_PAD|MP_DOUGH_SOFT_POCKET|MP_DOUGH_STICKY_SHELF,MoonDough,PreserveSpineAndEntryExit,35,950d487601c8e37b11f3dc0406b28a121b09f4b07cd1a9756d9e169f866ac67a
TC_DOUGH_PROD_SOFT_POCKET,TC_DOUGH_PROD_SOFT_POCKET_SLOT_03,2,1,OptionalSilhouette,MP_DOUGH_BOUNCE_CUP|MP_DOUGH_SOFT_POCKET|MP_DOUGH_STICKY_SHELF,MoonDough,PreserveSpineAndEntryExit,35,3ed07d8da88712a217c010d1f7175eb9dbed0b8326d06215037dca7d7049404a
TC_DOUGH_PROD_SQUISH_CROSS,TC_DOUGH_PROD_SQUISH_CROSS_SLOT_00,0,1,BaselineRequired,MP_DOUGH_BOUNCE_CUP|MP_DOUGH_BOUNCE_STRIP|MP_DOUGH_STICKY_SHELF,MoonDough,PreserveSpineAndEntryExit,35,26d0550d0bf95dc4d727c02870b716d7b920d28efe2b9795b655d35d3d66131a
TC_DOUGH_PROD_SQUISH_CROSS,TC_DOUGH_PROD_SQUISH_CROSS_SLOT_01,1,1,OptionalSilhouette,MP_DOUGH_BOUNCE_CUP|MP_DOUGH_BOUNCE_STRIP|MP_DOUGH_FERMENT_PATCH,MoonDough,PreserveSpineAndEntryExit,35,0723d6f5f32521020d0074f7ab788a38145a0a41ef445753619df72f73e6ed1e
TC_DOUGH_PROD_SQUISH_CROSS,TC_DOUGH_PROD_SQUISH_CROSS_SLOT_02,2,1,OptionalSilhouette,MP_DOUGH_BOUNCE_STRIP|MP_DOUGH_FERMENT_PATCH|MP_DOUGH_RECOVERY_PAD,MoonDough,PreserveSpineAndEntryExit,35,5c15bdf909587fc3dc86aed734017bc285932d45a64f327f4733e59f2c9dd3e4
TC_DOUGH_PROD_SQUISH_CROSS,TC_DOUGH_PROD_SQUISH_CROSS_SLOT_03,1,0,OptionalSilhouette,MP_DOUGH_FERMENT_PATCH|MP_DOUGH_RECOVERY_PAD|MP_DOUGH_SOFT_POCKET,MoonDough,PreserveSpineAndEntryExit,35,1758aec2e16ded37ad054b721715f7227140687abb62b2c606abf498946590f3
TC_DOUGH_PROD_SQUISH_CROSS,TC_DOUGH_PROD_SQUISH_CROSS_SLOT_04,1,2,OptionalSilhouette,MP_DOUGH_RECOVERY_PAD|MP_DOUGH_SOFT_POCKET|MP_DOUGH_STICKY_SHELF,MoonDough,PreserveSpineAndEntryExit,35,48ec5cc75af36d42ef8e4bc71d83896f3873bd220bfe681b79f4bb99f4e7b221
TC_DOUGH_PROD_STICKY_SHELF,TC_DOUGH_PROD_STICKY_SHELF_SLOT_00,0,0,BaselineRequired,MP_DOUGH_FERMENT_PATCH|MP_DOUGH_RECOVERY_PAD|MP_DOUGH_SOFT_POCKET,MoonDough,PreserveSpineAndEntryExit,35,c10ff268a025f9d38223148fe01c6ee54406839ed5b6e5700c550e4db6f4d6ce
TC_DOUGH_PROD_STICKY_SHELF,TC_DOUGH_PROD_STICKY_SHELF_SLOT_01,0,1,OptionalSilhouette,MP_DOUGH_RECOVERY_PAD|MP_DOUGH_SOFT_POCKET|MP_DOUGH_STICKY_SHELF,MoonDough,PreserveSpineAndEntryExit,35,05ed00bfe7566bac3cc5a530c1f532b0b8e2e19a8736bcb594aa62d58f152b8f
TC_DOUGH_PROD_STICKY_SHELF,TC_DOUGH_PROD_STICKY_SHELF_SLOT_02,1,1,OptionalSilhouette,MP_DOUGH_BOUNCE_CUP|MP_DOUGH_SOFT_POCKET|MP_DOUGH_STICKY_SHELF,MoonDough,PreserveSpineAndEntryExit,35,4c5b703a4a107813cee6aabe764221cee9f7c1dbf0f433e57a6d0eba7b4ebdb7
TC_DOUGH_PROD_STICKY_SHELF,TC_DOUGH_PROD_STICKY_SHELF_SLOT_03,2,1,OptionalSilhouette,MP_DOUGH_BOUNCE_CUP|MP_DOUGH_BOUNCE_STRIP|MP_DOUGH_STICKY_SHELF,MoonDough,PreserveSpineAndEntryExit,35,dda8355b7f5eec272220c0c54dd969f49e2de78cb2cafe612f42c77d2154e7f8
TC_DOUGH_QUIET_FERMENT_POCKET,TC_DOUGH_QUIET_FERMENT_POCKET_SLOT_00,0,0,BaselineRequired,MP_DOUGH_BOUNCE_CUP|MP_DOUGH_STICKY_SHELF,MoonDough,PreserveSpineAndEntryExit,0,a34fd22a62a5be2cf14d259f8632fbaf52cb446efd3b4f808556a2c6049839a3
TC_DOUGH_QUIET_FERMENT_POCKET,TC_DOUGH_QUIET_FERMENT_POCKET_SLOT_01,0,1,BaselineRequired,MP_DOUGH_BOUNCE_CUP|MP_DOUGH_BOUNCE_STRIP,MoonDough,PreserveSpineAndEntryExit,0,211deb174ed3b3cfa75a8bec79a58a704268cbdf7eac1c50afabe278ad748fab
TC_DOUGH_QUIET_RECOVERY_PAD,TC_DOUGH_QUIET_RECOVERY_PAD_SLOT_00,0,0,BaselineRequired,MP_DOUGH_BOUNCE_CUP|MP_DOUGH_BOUNCE_STRIP,MoonDough,PreserveSpineAndEntryExit,0,531baff6b7b1fd58357c559fecccb3b1b86cf9953d6cf4f772d35838264f32b6
TC_DOUGH_QUIET_RECOVERY_PAD,TC_DOUGH_QUIET_RECOVERY_PAD_SLOT_01,1,0,BaselineRequired,MP_DOUGH_BOUNCE_STRIP|MP_DOUGH_RECOVERY_PAD,MoonDough,PreserveSpineAndEntryExit,0,13d07aaf8e6e34620a784553f35f2347f8f9a9b7a335e2610b9b853664b8887f
TC_DOUGH_QUIET_SOFT_SHELF,TC_DOUGH_QUIET_SOFT_SHELF_SLOT_00,0,0,BaselineRequired,MP_DOUGH_SOFT_POCKET|MP_DOUGH_STICKY_SHELF,MoonDough,PreserveSpineAndEntryExit,0,56ebe59c2ea2cebf680f7380203f18eacdd14bc23394ffb82d9b6e3db1d0f97c
TC_DOUGH_QUIET_SOFT_SHELF,TC_DOUGH_QUIET_SOFT_SHELF_SLOT_01,1,0,BaselineRequired,MP_DOUGH_BOUNCE_CUP|MP_DOUGH_STICKY_SHELF,MoonDough,PreserveSpineAndEntryExit,0,c3d2251fee54ff30f7ffe826bf2055e706f1a5922a1ee81924825e4b12377518
TC_MILL_BUFFER_ENTRY_BEAM,TC_MILL_BUFFER_ENTRY_BEAM_SLOT_00,0,0,RecoveryCue,MP_MILL_BEAM_GRIP|MP_MILL_BEAM_OVERHANG|MP_MILL_ORTHOGONAL_CARVE,AbandonedMill,PreserveSpineAndEntryExit,10,bef7d537fcca4a203427d4cc4153b30a22f3c2500d6d115a1dd9ba0dabe9a85e
TC_MILL_BUFFER_ENTRY_BEAM,TC_MILL_BUFFER_ENTRY_BEAM_SLOT_01,1,0,RecoveryCue,MP_MILL_BEAM_GRIP|MP_MILL_BEAM_OVERHANG|MP_MILL_BROKEN_PILLAR,AbandonedMill,PreserveSpineAndEntryExit,10,3f24ff3e93da07db4023bae16044cb16416ba2b4b1b1ea5fd987e0deb7a9edca
TC_MILL_BUFFER_EXIT_SHAFT,TC_MILL_BUFFER_EXIT_SHAFT_SLOT_00,0,0,RecoveryCue,MP_MILL_BEAM_GRIP|MP_MILL_BEAM_OVERHANG|MP_MILL_BROKEN_PILLAR,AbandonedMill,PreserveSpineAndEntryExit,10,7a10dc90889090e46676d72843d91a07f469b58b4b72b4ca07c93829ecce8f4b
TC_MILL_BUFFER_EXIT_SHAFT,TC_MILL_BUFFER_EXIT_SHAFT_SLOT_01,0,1,RecoveryCue,MP_MILL_BEAM_OVERHANG|MP_MILL_BROKEN_PILLAR|MP_MILL_GEAR_SOCKET,AbandonedMill,PreserveSpineAndEntryExit,10,d56b538eeeb1fc9dedf2cb50d90bb122a32677f04640fcaa7a6634fbe76f7b67
TC_MILL_BUFFER_EXIT_SHAFT,TC_MILL_BUFFER_EXIT_SHAFT_SLOT_02,0,2,RecoveryCue,MP_MILL_BROKEN_PILLAR|MP_MILL_GEAR_SOCKET|MP_MILL_ORTHOGONAL_CARVE,AbandonedMill,PreserveSpineAndEntryExit,10,9a5af9137acdde05c3f6bad9d20128f606cee4642c2f2ecbb82b59372e077e8e
TC_MILL_BUFFER_RECOVERY_PLATFORM,TC_MILL_BUFFER_RECOVERY_PLATFORM_SLOT_00,0,0,RecoveryCue,MP_MILL_BEAM_OVERHANG|MP_MILL_BROKEN_PILLAR|MP_MILL_GEAR_SOCKET,AbandonedMill,PreserveSpineAndEntryExit,10,930448f879fea27ded91a3eec312936eaded61299ab238ef4bca36489dc01d50
TC_MILL_BUFFER_RECOVERY_PLATFORM,TC_MILL_BUFFER_RECOVERY_PLATFORM_SLOT_01,1,0,RecoveryCue,MP_MILL_BROKEN_PILLAR|MP_MILL_GEAR_SOCKET|MP_MILL_ORTHOGONAL_CARVE,AbandonedMill,PreserveSpineAndEntryExit,10,a4851a9bdf43c7d2f714c4c6ee5dba8c8472cc05993f5e08f0ad082f6c3c701f
TC_MILL_BUFFER_RECOVERY_PLATFORM,TC_MILL_BUFFER_RECOVERY_PLATFORM_SLOT_02,1,1,RecoveryCue,MP_MILL_BEAM_GRIP|MP_MILL_GEAR_SOCKET|MP_MILL_ORTHOGONAL_CARVE,AbandonedMill,PreserveSpineAndEntryExit,10,2869965c56f8fa2ab8d585c0c5f39446b330486e3488ecea10121ca02f408416
TC_MILL_PROD_BEAM_OVERHANG,TC_MILL_PROD_BEAM_OVERHANG_SLOT_00,0,0,BaselineRequired,MP_MILL_BEAM_GRIP|MP_MILL_BEAM_OVERHANG|MP_MILL_BROKEN_PILLAR,AbandonedMill,PreserveSpineAndEntryExit,35,7acc52abc5b6a7743aaa2f75c39be0c645b9744ed9506a9309a83c7c85ffb884
TC_MILL_PROD_BEAM_OVERHANG,TC_MILL_PROD_BEAM_OVERHANG_SLOT_01,1,0,OptionalSilhouette,MP_MILL_BEAM_OVERHANG|MP_MILL_BROKEN_PILLAR|MP_MILL_GEAR_SOCKET,AbandonedMill,PreserveSpineAndEntryExit,35,ecbcf4b784d8a51b57655957baf9234ac12a2df0d1bfd27275b91e76a953c297
TC_MILL_PROD_BEAM_OVERHANG,TC_MILL_PROD_BEAM_OVERHANG_SLOT_02,2,0,OptionalSilhouette,MP_MILL_BROKEN_PILLAR|MP_MILL_GEAR_SOCKET|MP_MILL_ORTHOGONAL_CARVE,AbandonedMill,PreserveSpineAndEntryExit,35,6ca680f4a0634c735f2a862188fa02dcb7df9980bbb758567442be231b071a32
TC_MILL_PROD_BROKEN_PILLAR,TC_MILL_PROD_BROKEN_PILLAR_SLOT_00,0,0,BaselineRequired,MP_MILL_BEAM_OVERHANG|MP_MILL_BROKEN_PILLAR|MP_MILL_GEAR_SOCKET,AbandonedMill,PreserveSpineAndEntryExit,35,78ba7a4f68747cb2698c27a23a0a4c449c7b15d084a7be0a6d45ff13c1ca7762
TC_MILL_PROD_BROKEN_PILLAR,TC_MILL_PROD_BROKEN_PILLAR_SLOT_01,0,1,OptionalSilhouette,MP_MILL_BROKEN_PILLAR|MP_MILL_GEAR_SOCKET|MP_MILL_ORTHOGONAL_CARVE,AbandonedMill,PreserveSpineAndEntryExit,35,13fdfd897340283e63d9318a3da4ec3e254fd888feda171fef2b78ebf017071a
TC_MILL_PROD_BROKEN_PILLAR,TC_MILL_PROD_BROKEN_PILLAR_SLOT_02,1,1,OptionalSilhouette,MP_MILL_GEAR_SOCKET|MP_MILL_ORTHOGONAL_CARVE|MP_MILL_RUST_PATCH,AbandonedMill,PreserveSpineAndEntryExit,35,ea91a36f4a12e2a8810325a5c05d51b7e8fea311dccea9c85c0ba7f824c0636e
TC_MILL_PROD_BROKEN_PILLAR,TC_MILL_PROD_BROKEN_PILLAR_SLOT_03,1,2,OptionalSilhouette,MP_MILL_BEAM_GRIP|MP_MILL_ORTHOGONAL_CARVE|MP_MILL_RUST_PATCH,AbandonedMill,PreserveSpineAndEntryExit,35,9e529ab785e36354e898ba6688ae939cfc2d206b5767caf86caa2fa8eb7a5fb1
TC_MILL_PROD_FALL_RECOVERY,TC_MILL_PROD_FALL_RECOVERY_SLOT_00,0,1,BaselineRequired,MP_MILL_BEAM_GRIP|MP_MILL_BEAM_OVERHANG|MP_MILL_RUST_PATCH,AbandonedMill,PreserveSpineAndEntryExit,35,0ad09722c2e439ec3004f4fd29e5d3220ed123dc22c8e19b22ba70d216e2c5c0
TC_MILL_PROD_FALL_RECOVERY,TC_MILL_PROD_FALL_RECOVERY_SLOT_01,1,1,OptionalSilhouette,MP_MILL_BEAM_GRIP|MP_MILL_BEAM_OVERHANG|MP_MILL_BROKEN_PILLAR,AbandonedMill,PreserveSpineAndEntryExit,35,d9987ef1b00cae111a7097ccc651e1314d5ec1c0de752334036fed0dbba45484
TC_MILL_PROD_FALL_RECOVERY,TC_MILL_PROD_FALL_RECOVERY_SLOT_02,2,1,OptionalSilhouette,MP_MILL_BEAM_OVERHANG|MP_MILL_BROKEN_PILLAR|MP_MILL_GEAR_SOCKET,AbandonedMill,PreserveSpineAndEntryExit,35,549716fbc6bdde21a622eda255adcc309e457d2266c46254819ee2de955151bb
TC_MILL_PROD_FALL_RECOVERY,TC_MILL_PROD_FALL_RECOVERY_SLOT_03,1,0,OptionalSilhouette,MP_MILL_BROKEN_PILLAR|MP_MILL_GEAR_SOCKET|MP_MILL_ORTHOGONAL_CARVE,AbandonedMill,PreserveSpineAndEntryExit,35,f50d69e6c18a6311784645d25ee0e7411049348e1bf687378dd5ab40a9f1d548
TC_MILL_PROD_FALL_RECOVERY,TC_MILL_PROD_FALL_RECOVERY_SLOT_04,1,2,OptionalSilhouette,MP_MILL_GEAR_SOCKET|MP_MILL_ORTHOGONAL_CARVE|MP_MILL_RUST_PATCH,AbandonedMill,PreserveSpineAndEntryExit,35,cf7389f7f4452400e00780c32dd199277020225baab50679cbaadccb6c44c3b5
TC_MILL_PROD_GEAR_GALLERY,TC_MILL_PROD_GEAR_GALLERY_SLOT_00,0,1,BaselineRequired,MP_MILL_GEAR_SOCKET|MP_MILL_ORTHOGONAL_CARVE|MP_MILL_RUST_PATCH,AbandonedMill,PreserveSpineAndEntryExit,35,542de2d5c4d5e4b8a6960b95d061e7a051f930bdf12294b85c0eb192261a2dc6
TC_MILL_PROD_GEAR_GALLERY,TC_MILL_PROD_GEAR_GALLERY_SLOT_01,1,1,OptionalSilhouette,MP_MILL_BEAM_GRIP|MP_MILL_ORTHOGONAL_CARVE|MP_MILL_RUST_PATCH,AbandonedMill,PreserveSpineAndEntryExit,35,da22a81f1f38464a500e3e210b99416e1c6d3d73152dca09c1f14fac63f5fa2c
TC_MILL_PROD_GEAR_GALLERY,TC_MILL_PROD_GEAR_GALLERY_SLOT_02,1,0,OptionalSilhouette,MP_MILL_BEAM_GRIP|MP_MILL_BEAM_OVERHANG|MP_MILL_RUST_PATCH,AbandonedMill,PreserveSpineAndEntryExit,35,5b82f55734b32ec1e9765b59ad1b0e69a98fb334e9dd8c9751e72a15f68247c0
TC_MILL_PROD_GEAR_GALLERY,TC_MILL_PROD_GEAR_GALLERY_SLOT_03,2,0,OptionalSilhouette,MP_MILL_BEAM_GRIP|MP_MILL_BEAM_OVERHANG|MP_MILL_BROKEN_PILLAR,AbandonedMill,PreserveSpineAndEntryExit,35,2904017e0e93a6f3fa56bbfb10ad6129e577f000337a910047dd9ce7b9bc482c
TC_MILL_PROD_GEAR_GALLERY,TC_MILL_PROD_GEAR_GALLERY_SLOT_04,3,0,OptionalSilhouette,MP_MILL_BEAM_OVERHANG|MP_MILL_BROKEN_PILLAR|MP_MILL_GEAR_SOCKET,AbandonedMill,PreserveSpineAndEntryExit,35,f8f5a0e4a8efa3bdd324e7b923e876545bd3b59f3fcae920f10f6dea60be1aa3
TC_MILL_PROD_ORTHOGONAL_SHAFT,TC_MILL_PROD_ORTHOGONAL_SHAFT_SLOT_00,0,0,BaselineRequired,MP_MILL_BROKEN_PILLAR|MP_MILL_GEAR_SOCKET|MP_MILL_ORTHOGONAL_CARVE,AbandonedMill,PreserveSpineAndEntryExit,35,76ee49133a82a77fc70964ab1ded1a82b56ed9647c320c11b8b4d02713f0107f
TC_MILL_PROD_ORTHOGONAL_SHAFT,TC_MILL_PROD_ORTHOGONAL_SHAFT_SLOT_01,1,0,OptionalSilhouette,MP_MILL_GEAR_SOCKET|MP_MILL_ORTHOGONAL_CARVE|MP_MILL_RUST_PATCH,AbandonedMill,PreserveSpineAndEntryExit,35,9a875688cd0b7d9ecfce636087ffc5037d767e4161367ec81d6999d359e38b1e
TC_MILL_PROD_ORTHOGONAL_SHAFT,TC_MILL_PROD_ORTHOGONAL_SHAFT_SLOT_02,1,1,OptionalSilhouette,MP_MILL_BEAM_GRIP|MP_MILL_ORTHOGONAL_CARVE|MP_MILL_RUST_PATCH,AbandonedMill,PreserveSpineAndEntryExit,35,2409743a45a098d32c75a4cb85256f5f2cc1dfd2d174296659083c4244b4ee6e
TC_MILL_PROD_ORTHOGONAL_SHAFT,TC_MILL_PROD_ORTHOGONAL_SHAFT_SLOT_03,2,1,OptionalSilhouette,MP_MILL_BEAM_GRIP|MP_MILL_BEAM_OVERHANG|MP_MILL_RUST_PATCH,AbandonedMill,PreserveSpineAndEntryExit,35,0a5bab148fc464ff0587472a23940b38abf4160dbfcbe7ca949b7f50cd02f487
TC_MILL_PROD_RUST_LEDGE,TC_MILL_PROD_RUST_LEDGE_SLOT_00,0,0,BaselineRequired,MP_MILL_BEAM_GRIP|MP_MILL_ORTHOGONAL_CARVE|MP_MILL_RUST_PATCH,AbandonedMill,PreserveSpineAndEntryExit,35,1dc2ea3916fa1ba2a6c2971ac96e0e6edab0b4d2e10b6fc54c3313aba29733fc
TC_MILL_PROD_RUST_LEDGE,TC_MILL_PROD_RUST_LEDGE_SLOT_01,1,0,OptionalSilhouette,MP_MILL_BEAM_GRIP|MP_MILL_BEAM_OVERHANG|MP_MILL_RUST_PATCH,AbandonedMill,PreserveSpineAndEntryExit,35,2678dbc19df9ef9fc3f9570475dd1051d27f4c29f1790114d140a2e282cab9db
TC_MILL_PROD_RUST_LEDGE,TC_MILL_PROD_RUST_LEDGE_SLOT_02,2,0,OptionalSilhouette,MP_MILL_BEAM_GRIP|MP_MILL_BEAM_OVERHANG|MP_MILL_BROKEN_PILLAR,AbandonedMill,PreserveSpineAndEntryExit,35,7426b75127223790f78a4e3686753a9fd91e7aeb683c260336c15aa1c1a3d983
TC_MILL_PROD_RUST_LEDGE,TC_MILL_PROD_RUST_LEDGE_SLOT_03,2,1,OptionalSilhouette,MP_MILL_BEAM_OVERHANG|MP_MILL_BROKEN_PILLAR|MP_MILL_GEAR_SOCKET,AbandonedMill,PreserveSpineAndEntryExit,35,217b14b5da21f5a41213e2b37c22533bcd39cf428bfdb3fe820f03d826b4213f
