pattern_id,write_mask,cells_row_major_16,semantic_hash,variants,actual_cell_digest,plan_digest
"INFILL_2b440639a529eaec94f40a6a4cfcc23ea5bc36048c8d94b477fc587a7feccc23","30480","Unknown|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown|Air|Solid|Solid|Unknown|Air|Air|Air|Unknown","2b440639a529eaec94f40a6a4cfcc23ea5bc36048c8d94b477fc587a7feccc23","LOOP_SCALLOP","ef541f5074752035dbeee39c71512beb133991183468c7e7652dafad6e1a7a6e","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_30c84d496fc0322527a7743ce0d1543a3d264d622f0f1afdb888083722310cc7","51200","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Solid|Air","30c84d496fc0322527a7743ce0d1543a3d264d622f0f1afdb888083722310cc7","LOOP_SHELF","12d6e060bd3d63b9709b8ae3a5fdf1fd89bbe06370331dbcafd991045687a1e0","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_310bedad7a44f66ad15986d2540d55c08138f5985a2d900243d5b00ff9c87722","12","Unknown|Unknown|Air|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","310bedad7a44f66ad15986d2540d55c08138f5985a2d900243d5b00ff9c87722","LOOP_SCALLOP|LOOP_SHELF","d97965a16ba502795151821e870fc9581e88c445b9415f55d693d3880ca9e952","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_3448a24c1fad72cc815561fd8de3c9b68d38c2590e4c6f44addb43b186bfe1ba","6","Unknown|Air|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","3448a24c1fad72cc815561fd8de3c9b68d38c2590e4c6f44addb43b186bfe1ba","LOOP_SCALLOP","6ade701b06fcddf4fefdcd112af877237f7849c6e92cbcbcd8ac71a0c78e31f1","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_39fdb36bb51c53047b8e3788526e2734fec886582df95c7faac1b0228adcd181","34816","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown|Air","39fdb36bb51c53047b8e3788526e2734fec886582df95c7faac1b0228adcd181","LOOP_SHELF","4d6f2b767565358e8f68b0cdb833cfd64c579ecc54341d57bd5f004f55baee4d","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_3a5f6927e82db9b284c2754adc6e838528fca039839c0af9c66f9af46bf7e79e","32768","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid","3a5f6927e82db9b284c2754adc6e838528fca039839c0af9c66f9af46bf7e79e","LOOP_SCALLOP|LOOP_SHELF","713892bdb4aba5308b45c7e4e147605999b1d4ff760c37cfba60406aba6d355a","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_3d9da09739a55284aa1a9bbfd578f645631baed738dac23dd328837fa43b1138","8","Unknown|Unknown|Unknown|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","3d9da09739a55284aa1a9bbfd578f645631baed738dac23dd328837fa43b1138","LOOP_SCALLOP|LOOP_SHELF","af42479c660da5ab4a2f00542673bbfaab38526024aab9de10ddd0572033cdf9","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_3edb8f05b245ed940136479b0419bc6e6d3285bf59704802a53e2c4ae69b7176","255","Air|Air|Air|Air|Air|Air|Air|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","3edb8f05b245ed940136479b0419bc6e6d3285bf59704802a53e2c4ae69b7176","LOOP_SHELF","272a8b09bcddd94e50a7740539278d3b8017e10a15f51c0a1048922465bdc7b5","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_41cc37e367762dbf19f1c4050c47a3ba5fc5f609354b4b2e369a9bf2a24861b0","14334","Unknown|Solid|Air|Air|Solid|Air|Air|Air|Air|Air|Air|Unknown|Air|Air|Unknown|Unknown","41cc37e367762dbf19f1c4050c47a3ba5fc5f609354b4b2e369a9bf2a24861b0","LOOP_SHELF","12d6e060bd3d63b9709b8ae3a5fdf1fd89bbe06370331dbcafd991045687a1e0","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_49043b668fdde8a9e0605edf07cc094664027cf1163f666698b528246641dc62","28928","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown|Air|Solid|Solid|Unknown","49043b668fdde8a9e0605edf07cc094664027cf1163f666698b528246641dc62","LOOP_SCALLOP","ab2e430fde0785028d2ee55f661cc4d7d8e5fb0db8393c01e33785f0b78c4821","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_4e5478e6dbc436963f3de347291546ac4681357556c4adc7e42fae15d8087214","25600","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Solid|Air|Unknown","4e5478e6dbc436963f3de347291546ac4681357556c4adc7e42fae15d8087214","LOOP_SHELF","5cfe848584532d04373f693b00ac41ec83d17d5394886c012473652e1f23a535","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_54e19eb01b33ea812bca45a636d61ed095ac232417ae6b94e338732fd03519c4","65224","Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Solid|Air|Unknown|Solid|Air|Air|Solid|Air|Air|Air","54e19eb01b33ea812bca45a636d61ed095ac232417ae6b94e338732fd03519c4","LOOP_SHELF","f6da87ded6744aaed20c55bdf9c4a21764d9bc5a794e3d465369413f193cf22c","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_555c36d667342851af92570fa8395dde5b2166ec0d5a17165685bed708a93258","65392","Unknown|Unknown|Unknown|Unknown|Solid|Solid|Solid|Unknown|Air|Air|Air|Solid|Air|Air|Air|Air","555c36d667342851af92570fa8395dde5b2166ec0d5a17165685bed708a93258","LOOP_SCALLOP","c12a343892d46ed1634ab3f91dc5d86b53fa9d00bc3782743dad53ec943aba64","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_5dc75e889cc946cb000344c25dbda1f39635c9818e4a434ce7592a7a827099c8","3","Air|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","5dc75e889cc946cb000344c25dbda1f39635c9818e4a434ce7592a7a827099c8","LOOP_SCALLOP","69bb2fbf81651aeb7471a83670f4779e29e017e0a681861b5e26f5a58ee0efc5","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_6aa42758594d4f022dd06c139f1ab4e734633da6ba98cbe0d5f3f55dc9089f3b","4983","Solid|Air|Air|Unknown|Air|Air|Air|Unknown|Air|Air|Unknown|Unknown|Air|Unknown|Unknown|Unknown","6aa42758594d4f022dd06c139f1ab4e734633da6ba98cbe0d5f3f55dc9089f3b","LOOP_SHELF","5cfe848584532d04373f693b00ac41ec83d17d5394886c012473652e1f23a535","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_780895d140120c6d544a5a4d1a14c315726ba9b4e3d31b46ed1f8d4249105c97","32764","Unknown|Unknown|Solid|Solid|Solid|Solid|Air|Air|Air|Air|Air|Air|Air|Air|Air|Unknown","780895d140120c6d544a5a4d1a14c315726ba9b4e3d31b46ed1f8d4249105c97","LOOP_SHELF","22ca5f81e48ec7af523f64b16d64e6968c89465ed71eaa2f620c50ecc358fd9d","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_7950b8d86ee0cb9ecb7eccf97a424b59ca9ac21dc99d64e7a1ee1d95234f876b","13","Air|Unknown|Air|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","7950b8d86ee0cb9ecb7eccf97a424b59ca9ac21dc99d64e7a1ee1d95234f876b","LOOP_SCALLOP|LOOP_SHELF","2aa63b7bfb047010ee764d7fa5ca1c4d6f0fb7da62d967c0b2f586d1fee755df","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_7f1356b9ef372f382be471e7635c95433cedb8cf6a295abb98999182c642198f","2047","Solid|Solid|Air|Air|Air|Air|Air|Air|Air|Air|Air|Unknown|Unknown|Unknown|Unknown|Unknown","7f1356b9ef372f382be471e7635c95433cedb8cf6a295abb98999182c642198f","LOOP_SCALLOP","ab2e430fde0785028d2ee55f661cc4d7d8e5fb0db8393c01e33785f0b78c4821","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_83b424097a8ba926c2f48b0d05f68fbf31b6c5dcd0b75fc874d4f24e1d87acdd","4096","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown","83b424097a8ba926c2f48b0d05f68fbf31b6c5dcd0b75fc874d4f24e1d87acdd","LOOP_SCALLOP|LOOP_SHELF","94ca56b65056c583f7f7a2034f5e9d391d676b492456ff1ed4cc0f243fd41af6","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_864cc70f812510809ad48cd93c9f755baeb45cb87e20af7757d7e3c8e3958d3e","52424","Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Solid|Air|Unknown|Unknown|Air|Air|Unknown|Unknown|Air|Air","864cc70f812510809ad48cd93c9f755baeb45cb87e20af7757d7e3c8e3958d3e","LOOP_SHELF","f6da87ded6744aaed20c55bdf9c4a21764d9bc5a794e3d465369413f193cf22c","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_8ec01a813750083bdd5233ab9ea4c275eef07164a5bd835d0a6c3bb2602293ac","12544","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown|Air|Solid|Unknown|Unknown","8ec01a813750083bdd5233ab9ea4c275eef07164a5bd835d0a6c3bb2602293ac","LOOP_SHELF","22ca5f81e48ec7af523f64b16d64e6968c89465ed71eaa2f620c50ecc358fd9d","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_8ff44d9027f2707f208b5106f944bcd4466bf0e79e3ec962a9a67057f00b0e5f","34944","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown|Air|Unknown|Unknown|Unknown|Air","8ff44d9027f2707f208b5106f944bcd4466bf0e79e3ec962a9a67057f00b0e5f","LOOP_SCALLOP","ab2e430fde0785028d2ee55f661cc4d7d8e5fb0db8393c01e33785f0b78c4821","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_94e9562c0d11c0cc1e09ab3208124dc37c8a7b74016af3c8ddf7a494b44774b3","140","Unknown|Unknown|Air|Air|Unknown|Unknown|Unknown|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","94e9562c0d11c0cc1e09ab3208124dc37c8a7b74016af3c8ddf7a494b44774b3","LOOP_SCALLOP|LOOP_SHELF","9f0f043bd564778e78a607eefe901d71f8b064cb6fb3899f3d6d5f10b6be911d","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_95b823976eae6bf077d1d75cf3cc7d6c65449d888d448aea6debe656bd40795f","61299","Air|Solid|Unknown|Unknown|Air|Air|Solid|Unknown|Air|Air|Air|Solid|Unknown|Air|Air|Air","95b823976eae6bf077d1d75cf3cc7d6c65449d888d448aea6debe656bd40795f","LOOP_SCALLOP|LOOP_SHELF","94ca56b65056c583f7f7a2034f5e9d391d676b492456ff1ed4cc0f243fd41af6","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_9c2da780c0c03c95eecbb4047646685fbb7b8ed584cab6f0c5182a246e889197","65512","Unknown|Unknown|Unknown|Solid|Unknown|Solid|Solid|Air|Solid|Air|Air|Air|Air|Air|Air|Air","9c2da780c0c03c95eecbb4047646685fbb7b8ed584cab6f0c5182a246e889197","LOOP_SCALLOP","3e39e757ae849136f983595c45349ed56b3f13cbcf5537cf56d368b4c7f9d404","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_9cb77670eb4bbb84979b3ec8e01cb16e2c4a1202c2de215615ad5b31a9e3b3ac","61440","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Solid|Solid|Solid","9cb77670eb4bbb84979b3ec8e01cb16e2c4a1202c2de215615ad5b31a9e3b3ac","LOOP_SHELF","272a8b09bcddd94e50a7740539278d3b8017e10a15f51c0a1048922465bdc7b5","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_9f2580f6b27a05745a23d609322016e7a01b3f851053a94297d7517887976e08","65394","Unknown|Solid|Unknown|Unknown|Solid|Air|Solid|Unknown|Air|Air|Air|Solid|Air|Air|Air|Air","9f2580f6b27a05745a23d609322016e7a01b3f851053a94297d7517887976e08","LOOP_SCALLOP|LOOP_SHELF","2aa63b7bfb047010ee764d7fa5ca1c4d6f0fb7da62d967c0b2f586d1fee755df","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_a05485471eb21c7249bd72985e930f86f59cd09c539bd1c313bbce3329b3d94a","26483","Air|Solid|Unknown|Unknown|Air|Air|Solid|Unknown|Air|Air|Air|Unknown|Unknown|Air|Air|Unknown","a05485471eb21c7249bd72985e930f86f59cd09c539bd1c313bbce3329b3d94a","LOOP_SHELF","fb6adff25893888dec7065f9b3dfe5b6a83f69ea55c57cc64a58356681c37d0d","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_a09440b0cebd969e95a0e8c626c073b2b08ca946612054e12365036909c3db0b","63488","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Solid|Solid|Solid|Air","a09440b0cebd969e95a0e8c626c073b2b08ca946612054e12365036909c3db0b","LOOP_SHELF","272a8b09bcddd94e50a7740539278d3b8017e10a15f51c0a1048922465bdc7b5","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_aa3d5bcb526e1e3a6077242c4dcb7c79021437c2eea82f2e88d67078fea54f7b","7","Air|Air|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","aa3d5bcb526e1e3a6077242c4dcb7c79021437c2eea82f2e88d67078fea54f7b","LOOP_SCALLOP","ef541f5074752035dbeee39c71512beb133991183468c7e7652dafad6e1a7a6e","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_aa7d8e7f1c749d23b295292bcc4b139bbd5e2ae09a8c876ebf210db388aa4e4e","50176","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown|Air|Solid","aa7d8e7f1c749d23b295292bcc4b139bbd5e2ae09a8c876ebf210db388aa4e4e","LOOP_SHELF","272a8b09bcddd94e50a7740539278d3b8017e10a15f51c0a1048922465bdc7b5","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_af76a0b450602d286f7bd488535e6c9e63b200486e7c094c2a40426216ac5e50","4991","Solid|Air|Air|Air|Air|Air|Air|Unknown|Air|Air|Unknown|Unknown|Air|Unknown|Unknown|Unknown","af76a0b450602d286f7bd488535e6c9e63b200486e7c094c2a40426216ac5e50","LOOP_SCALLOP","25a0f3f146daa1348e699f91a1fa3f3895433d8b898ffb3be59bec2fe5e93d8d","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_b43d3d90a5a865107da5b96b161790ad325aba4821b77b9a4bf71ab9b66104ba","136","Unknown|Unknown|Unknown|Air|Unknown|Unknown|Unknown|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","b43d3d90a5a865107da5b96b161790ad325aba4821b77b9a4bf71ab9b66104ba","LOOP_SHELF","13e8082aaafddda865fcd61cd0ac592cf45466f1ba189a05a8e6c95c28e40cab","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_ba29370d27ca334e3841f1cc50280f130246831de89bbbf81bafa06159253449","204","Unknown|Unknown|Air|Air|Unknown|Unknown|Air|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","ba29370d27ca334e3841f1cc50280f130246831de89bbbf81bafa06159253449","LOOP_SHELF","272a8b09bcddd94e50a7740539278d3b8017e10a15f51c0a1048922465bdc7b5","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_ba510bc98021ad7b23aa9507f7d04890e7226324779d565ddca69873fd2fff33","311","Air|Air|Air|Unknown|Air|Air|Unknown|Unknown|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","ba510bc98021ad7b23aa9507f7d04890e7226324779d565ddca69873fd2fff33","LOOP_SHELF","f6da87ded6744aaed20c55bdf9c4a21764d9bc5a794e3d465369413f193cf22c","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_d226625e32793f61b975f1c6ddc28aca2b62a24bb1a01837a3ea098f8c2b642e","3327","Air|Air|Air|Solid|Air|Air|Air|Air|Unknown|Unknown|Air|Air|Unknown|Unknown|Unknown|Unknown","d226625e32793f61b975f1c6ddc28aca2b62a24bb1a01837a3ea098f8c2b642e","LOOP_SCALLOP","ab2e430fde0785028d2ee55f661cc4d7d8e5fb0db8393c01e33785f0b78c4821","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_d6b3660a12b91105ff19b349547963d39bfd18cd964156fdc184372a7b879b14","30512","Unknown|Unknown|Unknown|Unknown|Solid|Solid|Unknown|Unknown|Air|Air|Solid|Unknown|Air|Air|Air|Unknown","d6b3660a12b91105ff19b349547963d39bfd18cd964156fdc184372a7b879b14","LOOP_SCALLOP","25a0f3f146daa1348e699f91a1fa3f3895433d8b898ffb3be59bec2fe5e93d8d","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_db0f25949fc8fa2c8dbba0b6c4acb79d574c4d77f4903b0bfb5257a57a114410","60544","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Solid|Air|Unknown|Solid|Air|Air","db0f25949fc8fa2c8dbba0b6c4acb79d574c4d77f4903b0bfb5257a57a114410","LOOP_SCALLOP","25a0f3f146daa1348e699f91a1fa3f3895433d8b898ffb3be59bec2fe5e93d8d","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_df412e390b45860f56c7d70378768101f6318a86aa45d2f77982bad689b87410","52224","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Solid|Unknown|Unknown|Air|Air","df412e390b45860f56c7d70378768101f6318a86aa45d2f77982bad689b87410","LOOP_SCALLOP|LOOP_SHELF","2aa63b7bfb047010ee764d7fa5ca1c4d6f0fb7da62d967c0b2f586d1fee755df","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_f26912a5d505a18ef137125cc7e9c3c002fd26d2bd590589c1fcff7fe899df9a","49152","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Solid","f26912a5d505a18ef137125cc7e9c3c002fd26d2bd590589c1fcff7fe899df9a","LOOP_SCALLOP","ab2e430fde0785028d2ee55f661cc4d7d8e5fb0db8393c01e33785f0b78c4821","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_f2adc4566fa9c2c908709c9a4299530af7607d336a5e88142d637e5508cce5a6","65520","Unknown|Unknown|Unknown|Unknown|Solid|Solid|Solid|Solid|Air|Air|Air|Air|Air|Air|Air|Air","f2adc4566fa9c2c908709c9a4299530af7607d336a5e88142d637e5508cce5a6","LOOP_SCALLOP","25a0f3f146daa1348e699f91a1fa3f3895433d8b898ffb3be59bec2fe5e93d8d","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
"INFILL_f960a458a0ceba7c1a05e9ff984a6199030b4aca1738ddf8dc6461038dff5d8d","1","Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","f960a458a0ceba7c1a05e9ff984a6199030b4aca1738ddf8dc6461038dff5d8d","LOOP_SHELF","389fedd34c39236e8003a78f552c4f88cce2538baba43da7053b612e4a2ffd46","2b2307b6d1f1dce9674ad4ea486c455914cccce77110b48aef337689644251c8"
