boundary_id,source_micro_x,source_micro_y,target_micro_x,target_micro_y,direction,source_patch_id,target_patch_id,canonical_pair,orientation,source_contract,pair_rule_id,edge_signature_id,authoring_candidate_ids,authoring_profile_ids,tool_requirement,mandatory_route_allowed
"0f88d2edf2b2fdbaec09ad179c5264176aaacac0fad72399c0b2e66a80e55cbd","38","20","39","20","Right","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill<->MoonDough","Horizontal","MoonpalaceMillDoughBoundaryAuthoringContract","PAIR_MILL_DOUGH","EDGE_H_MID_WALK","BCH_MILL_DOUGH_H_RUIN_01|BCH_MILL_DOUGH_H_TUNNEL_01|BCH_MILL_DOUGH_V_LAYER_01|BCH_MILL_DOUGH_V_RUIN_01|BCH_MILL_DOUGH_V_TUNNEL_01","BOUND_LAYER|BOUND_RUIN|BOUND_TUNNEL","NONE","True"
"0ff15149cc1a7d68825d94ae57526d91d6a51fb2c8637a84ed839c28820a1514","38","18","39","18","Right","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill<->MoonDough","Horizontal","MoonpalaceMillDoughBoundaryAuthoringContract","PAIR_MILL_DOUGH","EDGE_H_MID_WALK","BCH_MILL_DOUGH_H_RUIN_01|BCH_MILL_DOUGH_H_TUNNEL_01|BCH_MILL_DOUGH_V_LAYER_01|BCH_MILL_DOUGH_V_RUIN_01|BCH_MILL_DOUGH_V_TUNNEL_01","BOUND_LAYER|BOUND_RUIN|BOUND_TUNNEL","NONE","True"
"104f51ace2b6be1477430a36c1d81762973b09f3a6e75490c14623e0fb658421","25","3","26","3","Right","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","MoonCrater<->AbandonedMill","Horizontal","MoonpalaceCraterMillBoundaryAuthoringContract","PAIR_CRATER_MILL","EDGE_H_MID_WALK","BCH_CRATER_MILL_H_RUIN_01|BCH_CRATER_MILL_H_SOFT_01|BCH_CRATER_MILL_V_RUIN_01|BCH_CRATER_MILL_V_SOFT_01","BOUND_RUIN|BOUND_SOFT_BLEND","NONE","True"
"106597e226aea1a75e902c46bd1af4175ee12a63c491e5ff041f855464a808e8","41","12","41","13","Up","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","CassiaRoot<->AbandonedMill","Vertical","MoonpalaceRootMillBoundaryAuthoringContract","PAIR_ROOT_MILL","EDGE_V_CENTER_CLIMB","BCH_ROOT_MILL_H_RUIN_01|BCH_ROOT_MILL_H_SOFT_01|BCH_ROOT_MILL_H_TUNNEL_01|BCH_ROOT_MILL_V_RUIN_01|BCH_ROOT_MILL_V_SOFT_01|BCH_ROOT_MILL_V_TUNNEL_01","BOUND_RUIN|BOUND_SOFT_BLEND|BOUND_TUNNEL","NONE","True"
"11ebbf0278ce644353c89701bea36f898b02466325e1dfd077248105b9c6437d","16","12","16","13","Up","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","MoonCrater<->CassiaRoot","Vertical","MoonpalaceCraterRootBoundaryAuthoringContract","PAIR_CRATER_ROOT","EDGE_V_CENTER_CLIMB","BCH_CRATER_ROOT_H_CLIFF_01|BCH_CRATER_ROOT_H_SOFT_01|BCH_CRATER_ROOT_H_TUNNEL_01|BCH_CRATER_ROOT_V_CLIFF_01|BCH_CRATER_ROOT_V_SOFT_01|BCH_CRATER_ROOT_V_TUNNEL_01","BOUND_CLIFF|BOUND_SOFT_BLEND|BOUND_TUNNEL","NONE","True"
"13d39495cbcf31b68e06ad8797f294cffff582c55e3dc2fac486bbfa4aeef6c0","15","12","15","13","Up","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","6701dc81871b62aa0e5cbe19099af6e97e8b94ba3e6b184e5ff9ac4e0097c603","MoonCrater<->CassiaRoot","Vertical","MoonpalaceCraterRootBoundaryAuthoringContract","PAIR_CRATER_ROOT","EDGE_V_CENTER_CLIMB","BCH_CRATER_ROOT_H_CLIFF_01|BCH_CRATER_ROOT_H_SOFT_01|BCH_CRATER_ROOT_H_TUNNEL_01|BCH_CRATER_ROOT_V_CLIFF_01|BCH_CRATER_ROOT_V_SOFT_01|BCH_CRATER_ROOT_V_TUNNEL_01","BOUND_CLIFF|BOUND_SOFT_BLEND|BOUND_TUNNEL","NONE","True"
"13d8d287e2238b0eaa2070b48b87bb0058d9132ef38b3104e97c7250be1de8cc","11","25","11","26","Up","9921da5faaece9064d0725530c9060f304a6135090dc121f7530c70e4b473b0d","5ae1d578e6708bdf2e7c66ca68b7e766a66d55d50df9aaef5041b46130d9b211","MoonCrater<->AbandonedMill","Vertical","MoonpalaceCraterMillBoundaryAuthoringContract","PAIR_CRATER_MILL","EDGE_V_CENTER_CLIMB","BCH_CRATER_MILL_H_RUIN_01|BCH_CRATER_MILL_H_SOFT_01|BCH_CRATER_MILL_V_RUIN_01|BCH_CRATER_MILL_V_SOFT_01","BOUND_RUIN|BOUND_SOFT_BLEND","NONE","True"
"13db0a8cde6b3c8ca8ea1c24baaa53e18df6f7bcbf93be38b00adae0323a9e75","38","14","39","14","Right","23d29e0c365aefa4c3ccbad0fec904f289687f582e7a50b0748662ab32ef4999","95a07b08649ad4e7f5208153569b8d2281ac6efdb1ac2e9bb0d70cb915bedc78","AbandonedMill<->MoonDough","Horizontal","MoonpalaceMillDoughBoundaryAuthoringContract","PAIR_MILL_DOUGH","EDGE_H_MID_WALK","BCH_MILL_DOUGH_H_RUIN_01|BCH_MILL_DOUGH_H_TUNNEL_01|BCH_MILL_DOUGH_V_LAYER_01|BCH_MILL_DOUGH_V_RUIN_01|BCH_MILL_DOUGH_V_TUNNEL_01","BOUND_LAYER|BOUND_RUIN|BOUND_TUNNEL","NONE","True"
"17f61328da4a3b279a3b5ea4639441351188c6695fffaad167d36f30f3749688","9","38","9","39","Up","5ae1d578e6708bdf2e7c66ca68b7e766a66d55d50df9aaef5041b46130d9b211","8621267aa85d8ec6e58a226ec4fed239684352c23d920e956688e3be4a8b604d","CassiaRoot<->AbandonedMill","Vertical","MoonpalaceRootMillBoundaryAuthoringContract","PAIR_ROOT_MILL","EDGE_V_CENTER_CLIMB","BCH_ROOT_MILL_H_RUIN_01|BCH_ROOT_MILL_H_SOFT_01|BCH_ROOT_MILL_H_TUNNEL_01|BCH_ROOT_MILL_V_RUIN_01|BCH_ROOT_MILL_V_SOFT_01|BCH_ROOT_MILL_V_TUNNEL_01","BOUND_RUIN|BOUND_SOFT_BLEND|BOUND_TUNNEL","NONE","True"
"18430fcdbaa355a2c586fbad76a65af2a6044a3dc33c0eb0054afab20352fefc","38","47","39","47","Right","a6aedb9044d7971ffd60fe690d6964d5947e9f255ae0b054866bce96f121e552","9ac8c2c84e5607b8c54048a1f3567d6b84cd553b2175dd6e226f156eb7a0e137","MoonCrater<->MoonDough","Horizontal","MoonpalaceCraterDoughBoundaryAuthoringContract","PAIR_CRATER_DOUGH","EDGE_H_MID_WALK","BCH_CRATER_DOUGH_H_CLIFF_01|BCH_CRATER_DOUGH_H_SOFT_01|BCH_CRATER_DOUGH_V_CLIFF_01|BCH_CRATER_DOUGH_V_LAYER_01|BCH_CRATER_DOUGH_V_SOFT_01","BOUND_CLIFF|BOUND_LAYER|BOUND_SOFT_BLEND","NONE","True"
"184b9fc4c2d64984e86ec3ee353b5f4616a76102dc4778ed1cb6178509a16c8a","38","11","39","11","Right","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","CassiaRoot<->AbandonedMill","Horizontal","MoonpalaceRootMillBoundaryAuthoringContract","PAIR_ROOT_MILL","EDGE_H_MID_WALK","BCH_ROOT_MILL_H_RUIN_01|BCH_ROOT_MILL_H_SOFT_01|BCH_ROOT_MILL_H_TUNNEL_01|BCH_ROOT_MILL_V_RUIN_01|BCH_ROOT_MILL_V_SOFT_01|BCH_ROOT_MILL_V_TUNNEL_01","BOUND_RUIN|BOUND_SOFT_BLEND|BOUND_TUNNEL","NONE","True"
"186f98147ae6aa5c4d513e2b8e7ac6efa85b7a165ec9ca06de6fc395ff1980ec","1","38","1","39","Up","5ae1d578e6708bdf2e7c66ca68b7e766a66d55d50df9aaef5041b46130d9b211","8621267aa85d8ec6e58a226ec4fed239684352c23d920e956688e3be4a8b604d","CassiaRoot<->AbandonedMill","Vertical","MoonpalaceRootMillBoundaryAuthoringContract","PAIR_ROOT_MILL","EDGE_V_CENTER_CLIMB","BCH_ROOT_MILL_H_RUIN_01|BCH_ROOT_MILL_H_SOFT_01|BCH_ROOT_MILL_H_TUNNEL_01|BCH_ROOT_MILL_V_RUIN_01|BCH_ROOT_MILL_V_SOFT_01|BCH_ROOT_MILL_V_TUNNEL_01","BOUND_RUIN|BOUND_SOFT_BLEND|BOUND_TUNNEL","NONE","True"
"18ceb6c0cc1765538b3c11a34519034722c839e7e7251065df140d558cdb585d","38","41","39","41","Right","a6aedb9044d7971ffd60fe690d6964d5947e9f255ae0b054866bce96f121e552","9ac8c2c84e5607b8c54048a1f3567d6b84cd553b2175dd6e226f156eb7a0e137","MoonCrater<->MoonDough","Horizontal","MoonpalaceCraterDoughBoundaryAuthoringContract","PAIR_CRATER_DOUGH","EDGE_H_MID_WALK","BCH_CRATER_DOUGH_H_CLIFF_01|BCH_CRATER_DOUGH_H_SOFT_01|BCH_CRATER_DOUGH_V_CLIFF_01|BCH_CRATER_DOUGH_V_LAYER_01|BCH_CRATER_DOUGH_V_SOFT_01","BOUND_CLIFF|BOUND_LAYER|BOUND_SOFT_BLEND","NONE","True"
"194fad5d64397873a16adceddcbe8a2d75daf0df7b5f7b38caeb85031bd58279","4","38","4","39","Up","5ae1d578e6708bdf2e7c66ca68b7e766a66d55d50df9aaef5041b46130d9b211","8621267aa85d8ec6e58a226ec4fed239684352c23d920e956688e3be4a8b604d","CassiaRoot<->AbandonedMill","Vertical","MoonpalaceRootMillBoundaryAuthoringContract","PAIR_ROOT_MILL","EDGE_V_CENTER_CLIMB","BCH_ROOT_MILL_H_RUIN_01|BCH_ROOT_MILL_H_SOFT_01|BCH_ROOT_MILL_H_TUNNEL_01|BCH_ROOT_MILL_V_RUIN_01|BCH_ROOT_MILL_V_SOFT_01|BCH_ROOT_MILL_V_TUNNEL_01","BOUND_RUIN|BOUND_SOFT_BLEND|BOUND_TUNNEL","NONE","True"
"1ab347c03ae5bef22f008bc06c830d72cfa16e62d8e07bdf07a70590f49df191","12","45","13","45","Right","8621267aa85d8ec6e58a226ec4fed239684352c23d920e956688e3be4a8b604d","07bb62dd35e02986ca9c7adc054ed7e498b77120a5c335122ff756ce09c5ed09","CassiaRoot<->AbandonedMill","Horizontal","MoonpalaceRootMillBoundaryAuthoringContract","PAIR_ROOT_MILL","EDGE_H_MID_WALK","BCH_ROOT_MILL_H_RUIN_01|BCH_ROOT_MILL_H_SOFT_01|BCH_ROOT_MILL_H_TUNNEL_01|BCH_ROOT_MILL_V_RUIN_01|BCH_ROOT_MILL_V_SOFT_01|BCH_ROOT_MILL_V_TUNNEL_01","BOUND_RUIN|BOUND_SOFT_BLEND|BOUND_TUNNEL","NONE","True"
"1b517eaf49f73934bf5534c56a916a509a1cbc2e8d4c2186fda080e541f0ecf2","12","37","13","37","Right","5ae1d578e6708bdf2e7c66ca68b7e766a66d55d50df9aaef5041b46130d9b211","d22d857df17c751bc8be4ab4bb78a267fe7cbd82f1678f94b13a9fcf296d7946","AbandonedMill<->MoonDough","Horizontal","MoonpalaceMillDoughBoundaryAuthoringContract","PAIR_MILL_DOUGH","EDGE_H_MID_WALK","BCH_MILL_DOUGH_H_RUIN_01|BCH_MILL_DOUGH_H_TUNNEL_01|BCH_MILL_DOUGH_V_LAYER_01|BCH_MILL_DOUGH_V_RUIN_01|BCH_MILL_DOUGH_V_TUNNEL_01","BOUND_LAYER|BOUND_RUIN|BOUND_TUNNEL","NONE","True"
"1d5211598c66fd56ffc2ca9516e03209359b82175c668fdac0718c9aa03be53b","25","41","26","41","Right","07bb62dd35e02986ca9c7adc054ed7e498b77120a5c335122ff756ce09c5ed09","a6aedb9044d7971ffd60fe690d6964d5947e9f255ae0b054866bce96f121e552","MoonCrater<->AbandonedMill","Horizontal","MoonpalaceCraterMillBoundaryAuthoringContract","PAIR_CRATER_MILL","EDGE_H_MID_WALK","BCH_CRATER_MILL_H_RUIN_01|BCH_CRATER_MILL_H_SOFT_01|BCH_CRATER_MILL_V_RUIN_01|BCH_CRATER_MILL_V_SOFT_01","BOUND_RUIN|BOUND_SOFT_BLEND","NONE","True"
