pattern_id,x,y,source_operation,tile_code,tile_role,collision_kind,material_token,fallback_tile_code,asset_reference_kind,missing_reason,protected_mask_policy,canonical_digest
MP_CRATER_DUST_PATCH,3,2,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,beac8227caab42cfe412b6894794d7d8475de64bce57eaa6483ef4f27c0866be
MP_CRATER_DUST_PATCH,0,3,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,c245d8a4b2ae592a5b35a760c476f7cc3fa8d558bec21e28be3376c1852749cf
MP_CRATER_DUST_PATCH,1,3,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,85d5226d36c0dcf4a735be8996bb8aab4e82f29d21f7ae702778ced190b0f11f
MP_CRATER_DUST_PATCH,2,3,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,a1748f717b2d7ef0a9f30d9daa87bb04b5dc908406a9d7ee72adbf1799358311
MP_CRATER_DUST_PATCH,3,3,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,082ae674c926ad7974bd673c60f7e43ed5cf12f4e78a2da65494b5150d0a8c8e
MP_CRATER_GRIP_RIDGE,0,0,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,0c65752bbc75db2f3d61c76203747ac47c92fdbec05b00507766bb9e0cdce58f
MP_CRATER_GRIP_RIDGE,1,0,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,09ccad03732b66e7c8d239b4128eecac080b6798c96721a8c2e909a493049a51
MP_CRATER_GRIP_RIDGE,2,0,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,a325d37a1e29759d0eadc4d2048cf33820fea8bfb2fe9f2b00c283b6d566003f
MP_CRATER_GRIP_RIDGE,3,0,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,66395e61687207e1caa4809d8d1857eaf8773ad94d364bf1c0cf39996e771628
MP_CRATER_GRIP_RIDGE,0,1,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,bb6d6e5ffbd65d37b580bc04f898cdbb2b6cc1a38e099c196794256c606f0b8b
MP_CRATER_GRIP_RIDGE,1,1,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,4a045ab9c0c33d0622cb0749ab0f0aaa3c25c529605d36ef2569388bc6668bf5
MP_CRATER_GRIP_RIDGE,2,1,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,6c65d430f00b69a72cdae8fa17c8a0db84daa873f8dd548b08eb216617537ed7
MP_CRATER_GRIP_RIDGE,3,1,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,0d68016d9c1d726dc493ad3a612efcb6f10687464d418fd1ee86e78300444cdc
MP_CRATER_GRIP_RIDGE,0,2,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,c02fcca54e76e09c8b7215f877898c52d046a2dc1f9c53324af0e1d95753b35a
MP_CRATER_GRIP_RIDGE,1,2,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,be6c6158d921810543e3521d9d1002bedfd4cbb7f3147280ea4cc5b011e05daf
MP_CRATER_GRIP_RIDGE,2,2,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,c3029d1c1ab0c021019dbe176482366bf3cd40383a2d4d938e20930bf0ed4efb
MP_CRATER_GRIP_RIDGE,3,2,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,aaad0035528c84fbe8faee6a7b9d35917786bd4ed16bf28a1928ffdca83910b9
MP_CRATER_GRIP_RIDGE,0,3,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,77a1395f2193674eebe1cbebff1c010a5be9e342d314495acb7b845d8fcff833
MP_CRATER_GRIP_RIDGE,1,3,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,bf6eee499c97b0bc52f3559182867555a29bca98bce43a012ba2c1f3cfe5c7ac
MP_CRATER_GRIP_RIDGE,2,3,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,77f4ad606214c6d7f7dff30757e98194e74b955ae7825d03bf2172181ca8c690
MP_CRATER_GRIP_RIDGE,3,3,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,f5a7681d2f1dac70379e06ec2bac61b420a6105b6acf7e492b4f1d0078e0678b
MP_CRATER_METEOR_CUE,0,0,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,ad6b06de1965c07098790dd015b1a3ae93d7d80b8f2411bff8d0893925bc2946
MP_CRATER_METEOR_CUE,1,0,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,05b87e0ebf9e91be1dc90f94a313bc16943b4a3f69adfc888c1f93b9251ed953
MP_CRATER_METEOR_CUE,2,0,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,7c12a4b96d1ae905e2f1fb534212ba8347e2347a9ca528dee52bf42b5d028103
MP_CRATER_METEOR_CUE,3,0,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,b32b11eb9aff957da5d67c73ce7f84b4c7c56c5300da47f01e24063e68c19999
MP_CRATER_METEOR_CUE,0,1,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,c4cb3fbf9249fb34cc29155f25cc44c8cf8c016a105088ef842dcc48fc57a48b
MP_CRATER_METEOR_CUE,1,1,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,6686f61954b4118640b56b5dd98166bccfed8e3c199b92933d3e8e6697746ecb
MP_CRATER_METEOR_CUE,2,1,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,448cf65f5c2e4a2085319d73b779d5d7fc33c5377a2a508e2b86b0382443ef37
MP_CRATER_METEOR_CUE,3,1,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,071cbeb41ec9afa2edf8b7295f07ed6a46e129f1f6453ea202fd2192018be4dd
MP_CRATER_METEOR_CUE,0,2,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,49911ae308bf860c3c255232d08303faf5570c3d732fb383f97c7541e7dfe154
MP_CRATER_METEOR_CUE,1,2,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,3b3eb8878d4a1209ee21de714c72a2a24ea0e8a917ef69610e5edf4082d6f500
MP_CRATER_METEOR_CUE,2,2,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,5e4a4aea9d50618ffdac6ffb57f328ea54acb763d256893db1c8f3d7f5995baa
MP_CRATER_METEOR_CUE,3,2,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,0517579cff7be6f110282076a56135c063bf6e2ad0c97123acd9e510ec961abe
MP_CRATER_METEOR_CUE,0,3,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,e5444795258e7bc50902d3d63a6fe1cd31290710daa9e702938486c7ee606613
MP_CRATER_METEOR_CUE,1,3,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,0ec6e977217f2d149370a13d9a372af18b28f5c86c57c35c49d77da3fdf48d54
MP_CRATER_METEOR_CUE,2,3,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,a705b8cbf998010611fe3b526d074a2f1cc9816fec518cf2dcea4793733da0d1
MP_CRATER_METEOR_CUE,3,3,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,FORCE_NO_CHANGE,889644c89f302759547a615ed77020fbd0a1ab58c506051a335fc1db9f31a249
MP_CRATER_ROCK_SHELF,0,0,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,REJECT_CANDIDATE,e958ee7bba5791331b6cdc08513ee43ab257bd544c9273081c9da353730fb70f
MP_CRATER_ROCK_SHELF,1,0,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,REJECT_CANDIDATE,990d3d7e950236d5f7da059c980f42135a996551757d01ce774e912c56c75420
MP_CRATER_ROCK_SHELF,2,0,NO_CHANGE,MP_BOUNDARY_BLEND,BoundaryBlend,PassThrough,MAT_BOUNDARY_BLEND,MP_DEBUG_MISSING,MissingData,Boundary art not imported in MAP21_01,REJECT_CANDIDATE,04fb7ea29936ee8dad7a6f7ac58519c5941aabd40c8218e307d28df177a33cfa
