step,tile_x,tile_y,room_id,route_ownership,is_start,is_exit
129,104,77,R03_VERTICAL_ASCENT,MAIN,FALSE,FALSE
130,105,77,R03_VERTICAL_ASCENT,MAIN,FALSE,FALSE
131,106,77,R03_VERTICAL_ASCENT,MAIN,FALSE,FALSE
132,107,77,R03_VERTICAL_ASCENT,MAIN,FALSE,FALSE
133,108,77,R03_VERTICAL_ASCENT,MAIN,FALSE,FALSE
134,109,77,R03_VERTICAL_ASCENT,MAIN,FALSE,FALSE
135,110,77,R03_VERTICAL_ASCENT,MAIN,FALSE,FALSE
136,111,77,R03_VERTICAL_ASCENT,MAIN,FALSE,FALSE
137,112,77,R03_VERTICAL_ASCENT,MAIN,FALSE,FALSE
138,113,77,R03_VERTICAL_ASCENT,MAIN,FALSE,FALSE
139,114,77,R03_VERTICAL_ASCENT,MAIN,FALSE,FALSE
140,115,77,R03_VERTICAL_ASCENT,MAIN,FALSE,FALSE
141,116,77,R03_VERTICAL_ASCENT,MAIN,FALSE,FALSE
142,117,77,R03_VERTICAL_ASCENT,MAIN,FALSE,FALSE
143,118,77,R03_VERTICAL_ASCENT,MAIN,FALSE,FALSE
144,119,77,R03_VERTICAL_ASCENT,MAIN,FALSE,FALSE
145,120,77,R03_VERTICAL_ASCENT,MAIN,FALSE,FALSE
146,121,77,R03_VERTICAL_ASCENT,MAIN,FALSE,FALSE
147,122,77,R03_VERTICAL_ASCENT,MAIN,FALSE,FALSE
148,123,77,R03_VERTICAL_ASCENT,MAIN,FALSE,FALSE
149,124,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
150,125,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
151,126,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
152,127,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
153,128,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
154,129,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
155,130,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
156,131,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
157,132,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
158,133,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
159,134,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
160,135,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
161,136,77,R04_SPLIT_GALLERY,SPLIT_REJOIN,FALSE,FALSE
162,137,77,R04_SPLIT_GALLERY,SPLIT_REJOIN,FALSE,FALSE
163,138,77,R04_SPLIT_GALLERY,SPLIT_REJOIN,FALSE,FALSE
164,139,77,R04_SPLIT_GALLERY,SPLIT_REJOIN,FALSE,FALSE
165,140,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
166,141,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
167,142,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
168,143,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
169,144,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
170,145,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
171,146,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
172,147,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
173,148,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
174,149,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
175,150,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
176,151,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
177,152,77,R04_SPLIT_GALLERY,SPLIT_REJOIN,FALSE,FALSE
178,153,77,R04_SPLIT_GALLERY,SPLIT_REJOIN,FALSE,FALSE
179,154,77,R04_SPLIT_GALLERY,SPLIT_REJOIN,FALSE,FALSE
180,155,77,R04_SPLIT_GALLERY,SPLIT_REJOIN,FALSE,FALSE
181,156,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
182,157,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
183,158,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
184,159,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
185,160,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
186,161,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
187,162,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
188,163,77,R04_SPLIT_GALLERY,MAIN,FALSE,FALSE
189,164,77,R05_TRANSIT,MAIN,FALSE,FALSE
190,165,77,R05_TRANSIT,MAIN,FALSE,FALSE
191,166,77,R05_TRANSIT,MAIN,FALSE,FALSE
192,167,77,R05_TRANSIT,MAIN,FALSE,FALSE
193,168,77,R05_TRANSIT,MAIN,FALSE,FALSE
194,169,77,R05_TRANSIT,MAIN,FALSE,FALSE
195,170,77,R05_TRANSIT,MAIN,FALSE,FALSE
196,171,77,R05_TRANSIT,MAIN,FALSE,FALSE
197,172,77,R05_TRANSIT,MAIN,FALSE,FALSE
198,173,77,R05_TRANSIT,MAIN,FALSE,FALSE
199,174,77,R05_TRANSIT,MAIN,FALSE,FALSE
200,175,77,R05_TRANSIT,MAIN,FALSE,FALSE
201,176,77,R05_TRANSIT,MAIN,FALSE,FALSE
202,177,77,R05_TRANSIT,MAIN,FALSE,FALSE
203,178,77,R05_TRANSIT,MAIN,FALSE,FALSE
204,179,77,R05_TRANSIT,MAIN,FALSE,FALSE
205,180,77,R05_TRANSIT,MAIN,FALSE,FALSE
206,181,77,R05_TRANSIT,MAIN,FALSE,FALSE
207,182,77,R05_TRANSIT,MAIN,FALSE,FALSE
208,183,77,R05_TRANSIT,MAIN,FALSE,FALSE
209,184,77,R05_TRANSIT,MAIN,FALSE,FALSE
210,185,77,R05_TRANSIT,MAIN,FALSE,FALSE
211,186,77,R05_TRANSIT,MAIN,FALSE,FALSE
212,187,77,R05_TRANSIT,MAIN,FALSE,FALSE
213,188,77,R05_TRANSIT,MAIN,FALSE,FALSE
214,189,77,R05_TRANSIT,MAIN,FALSE,FALSE
215,190,77,R05_TRANSIT,MAIN,FALSE,FALSE
216,191,77,R05_TRANSIT,MAIN,FALSE,FALSE
217,192,77,R05_TRANSIT,MAIN,FALSE,FALSE
218,193,77,R05_TRANSIT,MAIN,FALSE,FALSE
219,194,77,R05_TRANSIT,MAIN,FALSE,FALSE
220,195,77,R05_TRANSIT,MAIN,FALSE,FALSE
221,196,77,R05_TRANSIT,MAIN,FALSE,FALSE
222,197,77,R05_TRANSIT,MAIN,FALSE,FALSE
223,198,77,R05_TRANSIT,MAIN,FALSE,FALSE
224,199,77,R05_TRANSIT,MAIN,FALSE,FALSE
225,200,77,R05_TRANSIT,MAIN,FALSE,FALSE
226,201,77,R05_TRANSIT,MAIN,FALSE,FALSE
227,202,77,R05_TRANSIT,MAIN,FALSE,FALSE
228,203,77,R05_TRANSIT,MAIN,FALSE,FALSE
229,204,77,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
230,205,77,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
231,206,77,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
232,207,77,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
233,208,77,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
234,209,77,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
235,210,77,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
236,211,77,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
237,212,77,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
238,213,77,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
239,214,77,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
240,215,77,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
241,216,77,R06_SPLIT_GALLERY,SPLIT_REJOIN,FALSE,FALSE
242,217,77,R06_SPLIT_GALLERY,SPLIT_REJOIN,FALSE,FALSE
243,218,77,R06_SPLIT_GALLERY,SPLIT_REJOIN,FALSE,FALSE
244,219,77,R06_SPLIT_GALLERY,SPLIT_REJOIN,FALSE,FALSE
245,220,77,R06_SPLIT_GALLERY,BRANCH,FALSE,FALSE
246,221,77,R06_SPLIT_GALLERY,BRANCH,FALSE,FALSE
247,222,77,R06_SPLIT_GALLERY,BRANCH,FALSE,FALSE
248,223,77,R06_SPLIT_GALLERY,BRANCH,FALSE,FALSE
249,224,77,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
250,225,77,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
251,225,76,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
252,226,76,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
253,227,76,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
254,228,76,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
255,229,76,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
256,230,76,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
257,231,76,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
258,232,76,R06_SPLIT_GALLERY,SPLIT_REJOIN,FALSE,FALSE
259,233,76,R06_SPLIT_GALLERY,SPLIT_REJOIN,FALSE,FALSE
260,234,76,R06_SPLIT_GALLERY,SPLIT_REJOIN,FALSE,FALSE
261,234,75,R06_SPLIT_GALLERY,FILLER_DETAIL,FALSE,FALSE
262,234,74,R06_SPLIT_GALLERY,FILLER_DETAIL,FALSE,FALSE
263,234,73,R06_SPLIT_GALLERY,FILLER_DETAIL,FALSE,FALSE
264,234,72,R06_SPLIT_GALLERY,FILLER_DETAIL,FALSE,FALSE
265,234,71,R06_SPLIT_GALLERY,FILLER_DETAIL,FALSE,FALSE
266,235,71,R06_SPLIT_GALLERY,FILLER_DETAIL,FALSE,FALSE
267,235,70,R06_SPLIT_GALLERY,FILLER_DETAIL,FALSE,FALSE
268,235,69,R06_SPLIT_GALLERY,FILLER_DETAIL,FALSE,FALSE
269,236,69,R06_SPLIT_GALLERY,FILLER_DETAIL,FALSE,FALSE
270,237,69,R06_SPLIT_GALLERY,FILLER_DETAIL,FALSE,FALSE
271,238,69,R06_SPLIT_GALLERY,FILLER_DETAIL,FALSE,FALSE
272,239,69,R06_SPLIT_GALLERY,FILLER_DETAIL,FALSE,FALSE
273,240,69,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
274,241,69,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
275,241,68,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
276,241,67,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
277,241,66,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
278,241,65,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
279,242,65,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
280,243,65,R06_SPLIT_GALLERY,MAIN,FALSE,FALSE
281,244,65,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
282,245,65,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
283,245,64,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
284,245,63,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
285,245,62,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
286,245,61,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
287,245,60,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
288,245,59,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
289,245,58,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
290,245,57,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
291,245,56,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
292,245,55,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
293,245,54,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
294,245,53,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
295,245,52,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
296,245,51,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
297,245,50,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
298,245,49,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
299,245,48,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
300,245,47,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
301,246,47,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
302,246,46,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
303,247,46,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
304,247,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
305,248,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
306,249,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
307,250,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
308,251,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
309,252,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
310,253,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
311,254,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
312,255,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
313,256,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
314,257,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
315,258,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
316,259,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
317,260,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
318,261,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
319,262,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
320,263,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
321,264,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
322,265,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
323,266,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
324,267,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
325,268,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
326,269,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
327,270,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
328,271,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
329,272,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
330,273,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
331,274,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
332,275,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
333,276,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
334,277,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
335,278,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
336,279,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
337,280,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
338,281,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
339,282,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
340,283,45,R07_VERTICAL_DESCENT,MAIN,FALSE,FALSE
341,284,45,R08_EXIT,MAIN,FALSE,FALSE
342,285,45,R08_EXIT,MAIN,FALSE,FALSE
343,286,45,R08_EXIT,MAIN,FALSE,FALSE
344,287,45,R08_EXIT,MAIN,FALSE,FALSE
345,288,45,R08_EXIT,MAIN,FALSE,FALSE
346,289,45,R08_EXIT,MAIN,FALSE,FALSE
347,290,45,R08_EXIT,MAIN,FALSE,FALSE
348,291,45,R08_EXIT,MAIN,FALSE,FALSE
349,292,45,R08_EXIT,MAIN,FALSE,FALSE
350,293,45,R08_EXIT,MAIN,FALSE,FALSE
351,294,45,R08_EXIT,MAIN,FALSE,FALSE
352,295,45,R08_EXIT,MAIN,FALSE,FALSE
353,296,45,R08_EXIT,MAIN,FALSE,FALSE
354,297,45,R08_EXIT,MAIN,FALSE,FALSE
355,298,45,R08_EXIT,MAIN,FALSE,FALSE
356,299,45,R08_EXIT,MAIN,FALSE,FALSE
357,300,45,R08_EXIT,MAIN,FALSE,FALSE
358,301,45,R08_EXIT,MAIN,FALSE,FALSE
359,302,45,R08_EXIT,MAIN,FALSE,FALSE
360,303,45,R08_EXIT,MAIN,FALSE,FALSE
361,304,45,R08_EXIT,MAIN,FALSE,FALSE
362,305,45,R08_EXIT,MAIN,FALSE,FALSE
363,306,45,R08_EXIT,MAIN,FALSE,FALSE
364,307,45,R08_EXIT,MAIN,FALSE,FALSE
365,308,45,R08_EXIT,MAIN,FALSE,FALSE
366,309,45,R08_EXIT,MAIN,FALSE,TRUE
