cluster_id,slot_id,chunk_x,chunk_y,slot_kind,allowed_pattern_ids,biome_id,protected_mask_policy,risk_budget,canonical_digest
TC_CRATER_PROD_ROCK_SHELF_CHAIN,TC_CRATER_PROD_ROCK_SHELF_CHAIN_SLOT_03,2,1,OptionalSilhouette,MP_CRATER_BOWL|MP_CRATER_BROKEN_SLOPE|MP_CRATER_DUST_PATCH,MoonCrater,PreserveSpineAndEntryExit,35,968a46522e8922ff72d13decb58a59c1067925bd6c91826e70537599766ca446
TC_CRATER_PROD_ROCK_SHELF_CHAIN,TC_CRATER_PROD_ROCK_SHELF_CHAIN_SLOT_04,3,1,OptionalSilhouette,MP_CRATER_BROKEN_SLOPE|MP_CRATER_DUST_PATCH|MP_CRATER_GRIP_RIDGE,MoonCrater,PreserveSpineAndEntryExit,35,b653d0d0d204ec63d7ece0f9c8e12931fbdfe4a3d222bd7b5ea80c094a5ee089
TC_CRATER_QUIET_DUST_RIM,TC_CRATER_QUIET_DUST_RIM_SLOT_00,0,0,BaselineRequired,MP_CRATER_BROKEN_SLOPE|MP_CRATER_DUST_PATCH,MoonCrater,PreserveSpineAndEntryExit,0,748f4912b8bed8ed70b3f23ac7711f8e14680ded5ee69287808f636f1c0d1d15
TC_CRATER_QUIET_DUST_RIM,TC_CRATER_QUIET_DUST_RIM_SLOT_01,1,0,BaselineRequired,MP_CRATER_DUST_PATCH|MP_CRATER_GRIP_RIDGE,MoonCrater,PreserveSpineAndEntryExit,0,31879e846f2831fb4cbd83c361c577942297b376b2206ea75cb2871577a47fe4
TC_CRATER_QUIET_SHADOW_SHELF,TC_CRATER_QUIET_SHADOW_SHELF_SLOT_00,0,0,BaselineRequired,MP_CRATER_GRIP_RIDGE|MP_CRATER_ROCK_SHELF,MoonCrater,PreserveSpineAndEntryExit,0,2754622e36d839a4d2db14ebc0807614bbc9acb4606eded3a4885ac7e9bc955c
TC_CRATER_QUIET_SHADOW_SHELF,TC_CRATER_QUIET_SHADOW_SHELF_SLOT_01,1,0,BaselineRequired,MP_CRATER_BOWL|MP_CRATER_ROCK_SHELF,MoonCrater,PreserveSpineAndEntryExit,0,2af62287f70e11e12b261b988169bfad8488001fc0007e1eddf8854163a4bf35
TC_CRATER_QUIET_SHALLOW_BOWL,TC_CRATER_QUIET_SHALLOW_BOWL_SLOT_00,0,0,BaselineRequired,MP_CRATER_DUST_PATCH|MP_CRATER_GRIP_RIDGE,MoonCrater,PreserveSpineAndEntryExit,0,6e000dfd48cb70041ab06d745d03eff64f293c1b7cd2267d2d414ead8bb5f190
TC_CRATER_QUIET_SHALLOW_BOWL,TC_CRATER_QUIET_SHALLOW_BOWL_SLOT_01,0,1,BaselineRequired,MP_CRATER_GRIP_RIDGE|MP_CRATER_ROCK_SHELF,MoonCrater,PreserveSpineAndEntryExit,0,928f2a5e95af7ebaa6d6cbaec9661500ce8af28a140ab8250006e476c9667ef1
TC_ROOT_BUFFER_ENTRY_ARCH,TC_ROOT_BUFFER_ENTRY_ARCH_SLOT_00,0,0,RecoveryCue,MP_ROOT_CLIMB_VINES|MP_ROOT_HOLLOW_POCKET|MP_ROOT_SPROUT_MARK,CassiaRoot,PreserveSpineAndEntryExit,10,55f0d040919f7a670b941a7a4693b81cccdfe991e61d4ca88386c4e596605cc7
TC_ROOT_BUFFER_ENTRY_ARCH,TC_ROOT_BUFFER_ENTRY_ARCH_SLOT_01,1,0,RecoveryCue,MP_ROOT_HOLLOW_POCKET|MP_ROOT_SPROUT_MARK|MP_ROOT_VERTICAL_TUNNEL,CassiaRoot,PreserveSpineAndEntryExit,10,91d964554ab70f7de8152ea3ee80848943165d6cb56d1c6e20a3dc6c9e341235
TC_ROOT_BUFFER_EXIT_TUNNEL,TC_ROOT_BUFFER_EXIT_TUNNEL_SLOT_00,0,0,RecoveryCue,MP_ROOT_HOLLOW_POCKET|MP_ROOT_SPROUT_MARK|MP_ROOT_VERTICAL_TUNNEL,CassiaRoot,PreserveSpineAndEntryExit,10,c6a2c3fb0b7b535b754eac5a75e2f99adaaf64e268952eff55863ece35b5a6f6
TC_ROOT_BUFFER_EXIT_TUNNEL,TC_ROOT_BUFFER_EXIT_TUNNEL_SLOT_01,0,1,RecoveryCue,MP_ROOT_ARCH|MP_ROOT_SPROUT_MARK|MP_ROOT_VERTICAL_TUNNEL,CassiaRoot,PreserveSpineAndEntryExit,10,ce7b144075a4ade84a722cbd61ba0302ba70b634d12cfa0fe59b20a3562c6d4d
TC_ROOT_BUFFER_EXIT_TUNNEL,TC_ROOT_BUFFER_EXIT_TUNNEL_SLOT_02,0,2,RecoveryCue,MP_ROOT_ARCH|MP_ROOT_CLIMB_VINES|MP_ROOT_VERTICAL_TUNNEL,CassiaRoot,PreserveSpineAndEntryExit,10,3033a10ea51dc93dd9de443d3167ca5af01b9a70cee2adb26f7190eabc7e7574
TC_ROOT_BUFFER_RECOVERY_CANOPY,TC_ROOT_BUFFER_RECOVERY_CANOPY_SLOT_00,0,0,RecoveryCue,MP_ROOT_ARCH|MP_ROOT_SPROUT_MARK|MP_ROOT_VERTICAL_TUNNEL,CassiaRoot,PreserveSpineAndEntryExit,10,05304daffbfdf8f422dba061a1114e5d347eaac9a738e66dc2aaf68873053350
TC_ROOT_BUFFER_RECOVERY_CANOPY,TC_ROOT_BUFFER_RECOVERY_CANOPY_SLOT_01,1,0,RecoveryCue,MP_ROOT_ARCH|MP_ROOT_CLIMB_VINES|MP_ROOT_VERTICAL_TUNNEL,CassiaRoot,PreserveSpineAndEntryExit,10,b885425da9df4c259a1e26a0ee20eb59882033b0d67cd2939b97878b8acef444
TC_ROOT_BUFFER_RECOVERY_CANOPY,TC_ROOT_BUFFER_RECOVERY_CANOPY_SLOT_02,1,1,RecoveryCue,MP_ROOT_ARCH|MP_ROOT_CLIMB_VINES|MP_ROOT_HOLLOW_POCKET,CassiaRoot,PreserveSpineAndEntryExit,10,85251f1a1ecde27f6654370ab15d001f71e7c8c6970413dceaddf01fc4c40939
TC_ROOT_PROD_ARCH_FLOW,TC_ROOT_PROD_ARCH_FLOW_SLOT_00,0,0,BaselineRequired,MP_ROOT_ARCH|MP_ROOT_CLIMB_VINES|MP_ROOT_HOLLOW_POCKET,CassiaRoot,PreserveSpineAndEntryExit,35,e7015ba9338f64d3e8159f31a389455e69462acfe572cc0d15427f5f875a9d3b
TC_ROOT_PROD_ARCH_FLOW,TC_ROOT_PROD_ARCH_FLOW_SLOT_01,1,0,OptionalSilhouette,MP_ROOT_CLIMB_VINES|MP_ROOT_HOLLOW_POCKET|MP_ROOT_SAP_PATCH,CassiaRoot,PreserveSpineAndEntryExit,35,d9dfd324b0e1388a00f3f90dfa94dd0cb927eca7b56a1a5c9e1a12db1824a617
TC_ROOT_PROD_ARCH_FLOW,TC_ROOT_PROD_ARCH_FLOW_SLOT_02,2,0,OptionalSilhouette,MP_ROOT_HOLLOW_POCKET|MP_ROOT_SAP_PATCH|MP_ROOT_SPROUT_MARK,CassiaRoot,PreserveSpineAndEntryExit,35,ae8653871a95e84f17cd778eebd8933f202278410161cca7578db90d6550fd8d
TC_ROOT_PROD_CANOPY_SWITCHBACK,TC_ROOT_PROD_CANOPY_SWITCHBACK_SLOT_00,0,0,BaselineRequired,MP_ROOT_SAP_PATCH|MP_ROOT_SPROUT_MARK|MP_ROOT_VERTICAL_TUNNEL,CassiaRoot,PreserveSpineAndEntryExit,35,bfa06882fb5dacb5447ecc77ddca399f382a4ea9af87d2f23a25960bba85b34b
TC_ROOT_PROD_CANOPY_SWITCHBACK,TC_ROOT_PROD_CANOPY_SWITCHBACK_SLOT_01,0,1,OptionalSilhouette,MP_ROOT_ARCH|MP_ROOT_SPROUT_MARK|MP_ROOT_VERTICAL_TUNNEL,CassiaRoot,PreserveSpineAndEntryExit,35,596ca161fe826f2f87b0bd33923063cb80cb09a96b0b2ec430af22a1f02b88e3
TC_ROOT_PROD_CANOPY_SWITCHBACK,TC_ROOT_PROD_CANOPY_SWITCHBACK_SLOT_02,1,1,OptionalSilhouette,MP_ROOT_ARCH|MP_ROOT_CLIMB_VINES|MP_ROOT_VERTICAL_TUNNEL,CassiaRoot,PreserveSpineAndEntryExit,35,5c1346a813ff7e9ff40c351812c5df8d823540e85d844d6392b0d92844214944
TC_ROOT_PROD_CANOPY_SWITCHBACK,TC_ROOT_PROD_CANOPY_SWITCHBACK_SLOT_03,1,2,OptionalSilhouette,MP_ROOT_ARCH|MP_ROOT_CLIMB_VINES|MP_ROOT_HOLLOW_POCKET,CassiaRoot,PreserveSpineAndEntryExit,35,8c66ddd7549bfb0d1c0db6d311787543a7002ea49f2e5c733a6c8f4e7210856e
TC_ROOT_PROD_CANOPY_SWITCHBACK,TC_ROOT_PROD_CANOPY_SWITCHBACK_SLOT_04,2,2,OptionalSilhouette,MP_ROOT_CLIMB_VINES|MP_ROOT_HOLLOW_POCKET|MP_ROOT_SAP_PATCH,CassiaRoot,PreserveSpineAndEntryExit,35,78f636778d2df2c7e108a06b399326739ed1f14fa74ed5cb85ca044f34a6b562
TC_ROOT_PROD_FORK_RECOVERY,TC_ROOT_PROD_FORK_RECOVERY_SLOT_00,0,1,BaselineRequired,MP_ROOT_ARCH|MP_ROOT_CLIMB_VINES|MP_ROOT_VERTICAL_TUNNEL,CassiaRoot,PreserveSpineAndEntryExit,35,bb8c9bde619d6329e7fb39b0c26257e2e63a4d2e9018f4b39dbacf4b350f7535
TC_ROOT_PROD_FORK_RECOVERY,TC_ROOT_PROD_FORK_RECOVERY_SLOT_01,1,1,OptionalSilhouette,MP_ROOT_ARCH|MP_ROOT_CLIMB_VINES|MP_ROOT_HOLLOW_POCKET,CassiaRoot,PreserveSpineAndEntryExit,35,3aa1a5f2b718d7abcd1d81c6e93495cf22e54621cae885194aedeb681ab0c8ca
TC_ROOT_PROD_FORK_RECOVERY,TC_ROOT_PROD_FORK_RECOVERY_SLOT_02,2,1,OptionalSilhouette,MP_ROOT_CLIMB_VINES|MP_ROOT_HOLLOW_POCKET|MP_ROOT_SAP_PATCH,CassiaRoot,PreserveSpineAndEntryExit,35,617ab7c4554dac0edc2d1e357607a9f5993d1c549a10a797eb39e32d282a73d1
TC_ROOT_PROD_FORK_RECOVERY,TC_ROOT_PROD_FORK_RECOVERY_SLOT_03,1,0,OptionalSilhouette,MP_ROOT_HOLLOW_POCKET|MP_ROOT_SAP_PATCH|MP_ROOT_SPROUT_MARK,CassiaRoot,PreserveSpineAndEntryExit,35,dcae01baa83a108f040fd3447d1416483339b5fda7095c75321bbff9d9df773f
TC_ROOT_PROD_FORK_RECOVERY,TC_ROOT_PROD_FORK_RECOVERY_SLOT_04,1,2,OptionalSilhouette,MP_ROOT_SAP_PATCH|MP_ROOT_SPROUT_MARK|MP_ROOT_VERTICAL_TUNNEL,CassiaRoot,PreserveSpineAndEntryExit,35,a720245325f5e32348d8e54ce73f5cfd10690d91d2d9d7691694cfb784c14a36
TC_ROOT_PROD_HOLLOW_POCKET,TC_ROOT_PROD_HOLLOW_POCKET_SLOT_00,0,0,BaselineRequired,MP_ROOT_HOLLOW_POCKET|MP_ROOT_SAP_PATCH|MP_ROOT_SPROUT_MARK,CassiaRoot,PreserveSpineAndEntryExit,35,b25c2ddd0a74c2e249c372a7481b470997425a553d5e8876b85df9bf6a03e7f5
TC_ROOT_PROD_HOLLOW_POCKET,TC_ROOT_PROD_HOLLOW_POCKET_SLOT_01,1,0,OptionalSilhouette,MP_ROOT_SAP_PATCH|MP_ROOT_SPROUT_MARK|MP_ROOT_VERTICAL_TUNNEL,CassiaRoot,PreserveSpineAndEntryExit,35,a3ed6eda9b59fa1082c52facf142736cec8f92773220fba08ea2c0dbd125f511
TC_ROOT_PROD_HOLLOW_POCKET,TC_ROOT_PROD_HOLLOW_POCKET_SLOT_02,1,1,OptionalSilhouette,MP_ROOT_ARCH|MP_ROOT_SPROUT_MARK|MP_ROOT_VERTICAL_TUNNEL,CassiaRoot,PreserveSpineAndEntryExit,35,389dc0672d9803fb2d4d7d231315f743a8ee5865f5bc88aa172fcf82224edaa1
TC_ROOT_PROD_HOLLOW_POCKET,TC_ROOT_PROD_HOLLOW_POCKET_SLOT_03,2,1,OptionalSilhouette,MP_ROOT_ARCH|MP_ROOT_CLIMB_VINES|MP_ROOT_VERTICAL_TUNNEL,CassiaRoot,PreserveSpineAndEntryExit,35,81d0dc2b3a57432c85a1fd0456b9a893fcddd354883365778eea45659e901cb1
TC_ROOT_PROD_SAP_LEDGE,TC_ROOT_PROD_SAP_LEDGE_SLOT_00,0,1,BaselineRequired,MP_ROOT_ARCH|MP_ROOT_SPROUT_MARK|MP_ROOT_VERTICAL_TUNNEL,CassiaRoot,PreserveSpineAndEntryExit,35,67afb370b6b3c6d4e4fe7d0a3639bdb243b9d8ce6fe22c473deb7f741638034a
TC_ROOT_PROD_SAP_LEDGE,TC_ROOT_PROD_SAP_LEDGE_SLOT_01,1,1,OptionalSilhouette,MP_ROOT_ARCH|MP_ROOT_CLIMB_VINES|MP_ROOT_VERTICAL_TUNNEL,CassiaRoot,PreserveSpineAndEntryExit,35,d3863f8d83223730c59ca03d03f4700eac6539f954ba88012b0547153bc93fa3
TC_ROOT_PROD_SAP_LEDGE,TC_ROOT_PROD_SAP_LEDGE_SLOT_02,1,0,OptionalSilhouette,MP_ROOT_ARCH|MP_ROOT_CLIMB_VINES|MP_ROOT_HOLLOW_POCKET,CassiaRoot,PreserveSpineAndEntryExit,35,a08248e7c5005434b3f6f3b70e2877f49eb1f4513eac8e0529b5c6f517b11e26
TC_ROOT_PROD_SAP_LEDGE,TC_ROOT_PROD_SAP_LEDGE_SLOT_03,2,0,OptionalSilhouette,MP_ROOT_CLIMB_VINES|MP_ROOT_HOLLOW_POCKET|MP_ROOT_SAP_PATCH,CassiaRoot,PreserveSpineAndEntryExit,35,15223f87be78c0eb27d463a65e5cd765fabd560cb045d01695176138dc00a97d
TC_ROOT_PROD_VERTICAL_TUNNEL,TC_ROOT_PROD_VERTICAL_TUNNEL_SLOT_00,0,0,BaselineRequired,MP_ROOT_CLIMB_VINES|MP_ROOT_HOLLOW_POCKET|MP_ROOT_SAP_PATCH,CassiaRoot,PreserveSpineAndEntryExit,35,dd18efd8315108b31de083d2be594403a83bcf822ec407104d0c9d31fc7e42b6
TC_ROOT_PROD_VERTICAL_TUNNEL,TC_ROOT_PROD_VERTICAL_TUNNEL_SLOT_01,0,1,OptionalSilhouette,MP_ROOT_HOLLOW_POCKET|MP_ROOT_SAP_PATCH|MP_ROOT_SPROUT_MARK,CassiaRoot,PreserveSpineAndEntryExit,35,9f7b78738235b3227474e22bdcc7fc35c742248466fb69d92d708ff15fb417dd
TC_ROOT_PROD_VERTICAL_TUNNEL,TC_ROOT_PROD_VERTICAL_TUNNEL_SLOT_02,0,2,OptionalSilhouette,MP_ROOT_SAP_PATCH|MP_ROOT_SPROUT_MARK|MP_ROOT_VERTICAL_TUNNEL,CassiaRoot,PreserveSpineAndEntryExit,35,d009d4a6cd46ba0202ea2220035e74281787a28deb7cd1f5a4404e7b53ac5d7a
TC_ROOT_PROD_VERTICAL_TUNNEL,TC_ROOT_PROD_VERTICAL_TUNNEL_SLOT_03,0,3,OptionalSilhouette,MP_ROOT_ARCH|MP_ROOT_SPROUT_MARK|MP_ROOT_VERTICAL_TUNNEL,CassiaRoot,PreserveSpineAndEntryExit,35,5fbc65b1b42805e65d3d9384c2f68e83d84ad348f88cb73d4b724bb1ee8fcee5
TC_ROOT_QUIET_ARCH_SHADE,TC_ROOT_QUIET_ARCH_SHADE_SLOT_00,0,0,BaselineRequired,MP_ROOT_SPROUT_MARK|MP_ROOT_VERTICAL_TUNNEL,CassiaRoot,PreserveSpineAndEntryExit,0,b074284b256d4f45392b62cd262226d68ef0407738aa47fa2ca58113c4acad17
