cluster_id,schema_version,biome_id,pool_kind,pacing_role,access_class,active_chunk_count,source_starter_cluster_id,source_pattern_pool_digest,footprint_digest,spine_variant_digest,pattern_slot_digest,structural_signature,silhouette_signature,repeat_group,created_utc_excluded_from_canonical_digest,canonical_digest
TC_CRATER_QUIET_SHADOW_SHELF,map21_03.moonpalace_cluster_pool.v1,MoonCrater,Quiet,QUIET,MANDATORY_NO_TOOL,2,MissingData,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,689a18af362dbeac6bb864e3dfb3f3407163311610ec452ccc293b4c34a91b70,36e4377a0115e23f6adcf1782fc9caead16a92d093bc494bde7c0ecac5c6f2a5,7c87a5734e8d624edaec766cceb3b38151a22770b07d5f653b0939d6a5bb97f4,ec53f3827910c056d9b2c67886931a7853b78d025b3c316f3f85b6df7ab2e959,36a51f78ce5872475f7c9f8d2cbcf8e6e583809c45214c1660c7b3b7a405e759,CraterQuiet,true,221e409608fb0e1db59091215297ee1722b7cb96289adae0de44381399a06b98
TC_CRATER_QUIET_SHALLOW_BOWL,map21_03.moonpalace_cluster_pool.v1,MoonCrater,Quiet,QUIET,MANDATORY_NO_TOOL,2,MissingData,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,bfb321550345b6e084b3a862190791bc27415ba846b3cd4e2ee92dc3c4e66981,1484d80a0673feba326e6fcb158a5cffdc787d57f200009e78f1255496503c0c,9908a086397373d078d6a98f4d8ce2bdc2fc55d9b76ce237c1529fbc25c2b536,31881caed0f02d69eb732e1a13aeec01b23da7733fb05a57edb041eb7980ab4d,454bcfe626148210072be7ba53754430eb40257aa6aa733f8f545863b7ace460,CraterQuiet,true,90425e9a94ec998e8dada083794788cb277078d0d8cc0cd77ad0198ea5c9ed17
TC_ROOT_BUFFER_ENTRY_ARCH,map21_03.moonpalace_cluster_pool.v1,CassiaRoot,Buffer,SAFE,MANDATORY_NO_TOOL,2,MissingData,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,79c1d64cb467686078fde95509e9e409b4104158c1c657908c30d2ae7d750d33,da2d69cd150e706e0a414c625bcb38ff95eabf68ffb01352deccaa71a1c35588,723c967449c5afb5a1d92ff9f468f088c42308c60084beaf1cd0b87de92422c1,3a37cca1f2319e4d760e375bccdfa96aeebaa4721c56b84c39558455288da1fa,5d62962f9ce492a449e42f2c478f3ff455083b7f176b50e237310ade3ba736ff,RootBuffer,true,602b7e415581b1187172faa787035bdc5c5914971c28b83c6c48b473db7e8ef0
TC_ROOT_BUFFER_EXIT_TUNNEL,map21_03.moonpalace_cluster_pool.v1,CassiaRoot,Buffer,SAFE,MANDATORY_NO_TOOL,3,MissingData,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,f1da7f295c0a4371d7f9a0d79ef68ea882e33726da1d158d906dbc1af316796a,6e62fb24cc10a3635811948be940bacad51263d199b915c2438f949ceeddf79f,4c6409782febc8bbaced8202a907c2ef79a46edb7ce8afd325cfde887debb9ee,d7c7b344ae87e483d5fe7ff771839f6874291eee958d7daecca74034492aab69,bcbf3a3a2a2d4fdf8938fedbe97712a51d178ffb51ab7b8a09bbacb80a3ec684,RootBuffer,true,2fbe6384498ff273cf1f6bba2b6744da2b405096085067f8423c23270a2971cb
TC_ROOT_BUFFER_RECOVERY_CANOPY,map21_03.moonpalace_cluster_pool.v1,CassiaRoot,Buffer,RECOVERY,MANDATORY_NO_TOOL,3,MissingData,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,6f712436078510f0c5d0aa3dbe2f9ca75c337cc964785539ab3dea583149be5d,c61e95303c191dfdaaa831c40fa45998d8a89b89b99e43a4933f455d2fa88410,d2c6dc655771232f0d85d0b749de80e09a5302da233bc266c60e94af825dbc09,b83e1d173ace2c3a8207b28967b9ef07c2217803c91dbea5053cda37973a3f5e,d9857e060721ecaa91565b7c9aeb3fc8c0b16c27afb27b381c8a8216af54d90c,RootBuffer,true,81d6ed2e8592c5e360e35dc6f37a1b90fd0588338640f00e9beb8b9eb8e2cfef
TC_ROOT_PROD_ARCH_FLOW,map21_03.moonpalace_cluster_pool.v1,CassiaRoot,Terrain,TRAVERSAL,MANDATORY_NO_TOOL,3,MissingData,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,dcb93db2068c666dbb6be9cf66cdcf82b0884f32c9899a8f2cf8b5c11166696b,6274c6f656ab3cc99e098b877b06369303adde4cbd976003bf7867ced84402ce,41014a5cf8c1cc0e793df6b1085193421abe60deb323ee2e132d9f61e9981bfb,f67a62a047c4ae5aac604691bfceb5e7e5efaed8dc9102f592e9cf22906ba1ff,6d12704a8cb6ca99faefedec55a3f0e268e13bc530eb80da2778b321af40f0c6,RootTerrain,true,c58d69ff362123149d99a903aaa2397cb1ddb698f10ad0c0aaf8d5d595e84ff1
TC_ROOT_PROD_CANOPY_SWITCHBACK,map21_03.moonpalace_cluster_pool.v1,CassiaRoot,Terrain,RISK,MANDATORY_NO_TOOL,5,MissingData,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,87da8e8c4289a87584b6935ccce14a1794dd504324ef7635fe1627ef68a2f72f,fde5899ba741a6484231a22a7f6b07d96a5b8d2ad52bd333744b58b440f3f228,b2769489ee5f7a9b705aa92984ee3227fb8b8c1c98ddbdea4dd28a5861f8ed5d,34364265cbbed1ef210d94a62a7732cd7bf9ab2f90889bc0f62d9a1ba83bfc84,257b20c382030658f09fa7f3a07281b32a52f4b599f4dc980c2bcb248621233b,RootTerrain,true,0b5afba3e4f98c7adce46b8ce554890f771c7a482b9df32a482299b524899f3f
TC_ROOT_PROD_FORK_RECOVERY,map21_03.moonpalace_cluster_pool.v1,CassiaRoot,Terrain,RECOVERY,MANDATORY_NO_TOOL,5,TC_ROOT_FORKED_CANOPY_RECOVERY,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,254341a7260e2d6b560efa528bef8288c2049564911e5f639b9b7cd1212dc04e,70837d3c9fcce7dd0445bc38b4bff87f5d7e1e76e714236cbd235b349ceeb807,60a90e724fbc398b0f16d6dd3b7cbe46cd022d94545818de7218b9b9e2f58c2e,fd67f1f5145cc8f84ed2ef9e1d121a766ec232ad99c9805e99b834b521a54f20,e9575283f2a6278d922b74569d53013aeceb661cb23646be7c53ab3397498895,RootTerrain,true,4c6b33a308362c3b226749cf6792aa7af4a8099485c2c5cd744a9a956b461025
TC_ROOT_PROD_HOLLOW_POCKET,map21_03.moonpalace_cluster_pool.v1,CassiaRoot,Terrain,TRAVERSAL,MANDATORY_NO_TOOL,4,TC_ROOT_HOLLOW_POCKET,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,800c29780d40ff3de4ac874db5562e4c732f1aff7086506e1c26e2b95f705ea4,db1e25be61b48016648865836582f156427d0afc7cd3a0c93efc7b3e63ed7e78,a8998f2ac0357ac1e495087aa23d8e639b7beedaf862a705214b1d229ec1ba76,a03418cbefebadf24b4b7d35df15086ff024b0ddfc3d80a96834d515cb4b010b,3978e26fdbb84b6b5d5b10306a24e5c602ed46649779136cf738c00d8eea04d2,RootTerrain,true,0f16d64f91dedb2f77cf27e71ff3df8aa6f88f57127605aba39846e8400a6db7
TC_ROOT_PROD_SAP_LEDGE,map21_03.moonpalace_cluster_pool.v1,CassiaRoot,Terrain,DISCOVERY,MANDATORY_NO_TOOL,4,MissingData,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,5a55d86473f5df8b1c963181e8333881a546d992756625b09ff98d6b3c7893d2,0e41f0675f139612eb53d154e6b04c25a77ed2df1bdcd5a8b19a21170a029cad,b89552caaa9730ea0e90151ee17b88e10c2cf732d37b97f2cb5d6f07f2866e4a,46ce8e91ce5d9c7e81681daeb00fb3e1cecbe797b0016bb309fca6d92300d374,59c3a24c8cf3fecc59f01cbcbad0076c04215a111f81627c20f0da36b11248c9,RootTerrain,true,33fed8b89d2800236bc35ba370dc1dbae755bc050c820641dc64fea539921cc7
TC_ROOT_PROD_VERTICAL_TUNNEL,map21_03.moonpalace_cluster_pool.v1,CassiaRoot,Terrain,DISCOVERY,MANDATORY_NO_TOOL,4,TC_ROOT_VERTICAL_TUNNEL,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,4c9050e2d83acef872b7a2ce93fedec4c198bf3557ff056f5891727198d83801,d65c0cc54e986847d7930bfcd36043e6004ec8ee520a089d8921829409cc05bb,a2ca2d09071aa28555744730b4c7859e413f63c8eda3fbe3741fb3d058b83ede,ff50c31e1014c6cea63ae5236bfd1460ce9c75b8978579fc1a91298141fd4343,962aa7123cc227ccabb8448fcc525b035763799121c4d05431d0bef986af9915,RootTerrain,true,2ff3c8a40d34f5596a219ea019840b7f82a06931a4892685849e1efa656ae029
TC_ROOT_QUIET_ARCH_SHADE,map21_03.moonpalace_cluster_pool.v1,CassiaRoot,Quiet,QUIET,MANDATORY_NO_TOOL,2,TC_ROOT_QUIET_ARCH,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,bb949a646cb1f0779ecee8c7516fc37cfecfa9c9269613b3835b3ac9c7a4742d,08b6d5a759a00e2b2d7fc6e50f5f69ed192a99d3e41d6a9d770df1c458e2628c,ba8d1af25f43c467c1f7c71542a801c1e085048ea3a51a1380b20beabb6ebf90,2768e5dd8e9111dae0f36077241ff3c52adbbb70c07df22336fe6a0154d5eb8f,fcd8f00378b64c8d43fa79c1d8a068f81fd5b9c3014f4d896e12c3470a3fe919,RootQuiet,true,5a30984980366c0daae4511bba61ee830edd7582d195a4d680a4df4366c6b202
TC_ROOT_QUIET_ROOT_BRIDGE,map21_03.moonpalace_cluster_pool.v1,CassiaRoot,Quiet,QUIET,MANDATORY_NO_TOOL,2,MissingData,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,32a65433b1da6d3074155bed470b6ec601764ae176e704add00d6a1b9ede2461,0be92335fd5dc56628c2f0b2500dad06ba37bb03c3942da5629233811592795c,a26a12c6083f75a50a4b88f0bf55d64cc8947cc31e29733138086d2fb24b096e,8a939723962ed6811cf924e1ddf02bf25730682e8ac87da1601ea6bda1b23b30,06683c2df909a8650a81463f4a2a0674f9a1b70da2d3e7625005e35ade4e7428,RootQuiet,true,fa5f5d524f003ea26f4a105b70afe29e3e9c1f52e20d96028616a5ce1eb275bb
TC_ROOT_QUIET_VINE_PASSAGE,map21_03.moonpalace_cluster_pool.v1,CassiaRoot,Quiet,QUIET,MANDATORY_NO_TOOL,2,MissingData,64765ac5aeccf149ebf635c54519a58ecc2629f98e6cacd285ee1bfacb77c560,7a9dfa32185445a3aaa9dbe2bd45d0c8fe2cd7489d4131c967182310b5924bd2,0d0e253b10906a0a8b758fe84d95a1ddf3feff9655bb65da92cd8df7fdbaf1ca,a4d975f913678812ddf2c8e9c259f2ae3f3d985d3e14be48fd098c3dce9397f5,437a124aab4eaba3a1f8c85b69d01f7d739758300398d2ebc8da0b81877a5735,d0abbc744dc493548b5fd8df93a46ee3ed5da02a6013a137b6e3f3e1bae6bdbc,RootQuiet,true,5f5e949b67bfaf8c9e89dcfd624070dd5a4e45bb2ca21f0f09605708daa52891
