cluster_id,chunk_x,chunk_y,chunk_role,entry_side,exit_side,is_entry_chunk,is_exit_chunk,canonical_digest
TC_CRATER_PROD_BROKEN_SLOPE,2,0,Core,U,D,false,false,a1e31d4aed69f5c12096a2f63cc68ae5979ad82130fe33a2ae7edb9a18563c06
TC_CRATER_PROD_BROKEN_SLOPE,3,0,Exit,U,D,false,true,3d311df29b787efccc227ff1d5a73b97234ca7b6c007a894f089b6d4ba2a87b6
TC_CRATER_PROD_FALL_RECOVERY,1,0,Recovery,U,L,false,false,42266569f7a2d8370ae0377e5559b605a5747fe1986a2bf50324a00fc782c524
TC_CRATER_PROD_FALL_RECOVERY,0,1,Entry,U,L,true,false,447cfe3d734496f4be64fdda7a5a596301a42de13ae41235d4010bd3d5e93fd2
TC_CRATER_PROD_FALL_RECOVERY,1,1,BuildUp,U,L,false,false,3e9ecced12e2d129c20e17c1cb3eafe278c729d96ec4a49181ee3605dd4b4b0b
TC_CRATER_PROD_FALL_RECOVERY,2,1,Core,U,L,false,false,7dde829e27361b61f00016e3add033a80d75d055598386afcd4939cd8ccd37fc
TC_CRATER_PROD_FALL_RECOVERY,1,2,Exit,U,L,false,true,ce2337a74bf8c8913df074b72c71329eae6830ddc509733b18d19ff0fee90b5b
TC_CRATER_PROD_HIGH_LEDGE,0,0,Entry,D,U,true,false,268dd82c7c654a2d62b099044ff9d719a10611fd913c065bdf6a9209d4e3acdb
TC_CRATER_PROD_HIGH_LEDGE,0,1,BuildUp,D,U,false,false,7be271144dd43e22769a262c08e3cce85b0dadc2705f9c2b5e8f151b95c23dd6
TC_CRATER_PROD_HIGH_LEDGE,1,1,Core,D,U,false,false,c7d0df7f170f5fb619adc17545f881a7ddf218fbb0cb373d543dee02483fb78e
TC_CRATER_PROD_HIGH_LEDGE,1,2,Exit,D,U,false,true,6acca043717823a6362dd23c366790c5907256f693fbaa7f578f0a45ee61e7d6
TC_CRATER_PROD_RIM_ASCENT,0,0,Entry,L,R,true,false,ad2ce3bac0d9e5e2457dafc5783bf6f120453ef287b42b7047f998655e72759f
TC_CRATER_PROD_RIM_ASCENT,1,0,Core,L,R,false,false,a891bb2ab27aea860543bfc89a19a0dab887a5b439a30f548c6d0dd36c38c1a6
TC_CRATER_PROD_RIM_ASCENT,2,0,Exit,L,R,false,true,ad254731b94562bcd058c10a7c112502b0a8ae9f124545ae2935b87b6b775704
TC_CRATER_PROD_ROCK_SHELF_CHAIN,0,0,Entry,L,D,true,false,769e66e2baea75e8873cce6530b97eac8662389ee966469d7a2080f6e73804b4
TC_CRATER_PROD_ROCK_SHELF_CHAIN,1,0,BuildUp,L,D,false,false,deb13759d52499eeb8e07e779f88bcdfe9fb6162624e15024e9cc6f7f5ead23e
TC_CRATER_PROD_ROCK_SHELF_CHAIN,1,1,Core,L,D,false,false,6c5d10612f254fb2fb5e91679675b400f3dc01bb6d53b4ffa36412b6f74a7599
TC_CRATER_PROD_ROCK_SHELF_CHAIN,2,1,Recovery,L,D,false,false,bcf0054ebfa40c228f0f2579825d6616041e72c42006974faed8330cf20154e3
TC_CRATER_PROD_ROCK_SHELF_CHAIN,3,1,Exit,L,D,false,true,b09f5e611f91baa3f72ba47cd4f4cbfe434a4b0f99718daa0893630dff09dc97
TC_CRATER_QUIET_DUST_RIM,0,0,Entry,L,R,true,false,c3a100f3942f150bc8dc8a0c554242501f3f70fb9ca6bbaa0ac1ae00ea6df370
TC_CRATER_QUIET_DUST_RIM,1,0,Exit,L,R,false,true,26a309bedbf6d04f18e0533607491b7795690ec52a3806ff60fe84fa103bff3b
TC_CRATER_QUIET_SHADOW_SHELF,0,0,Entry,R,L,true,false,a5d8b73b2dcbaf0c5a389711ce894111729a329eff3b70ca7bfe915617990a99
TC_CRATER_QUIET_SHADOW_SHELF,1,0,Exit,R,L,false,true,bb40969b7871abfd74c482902146768a187c659170513113d80d59ddd1184f19
TC_CRATER_QUIET_SHALLOW_BOWL,0,0,Entry,U,D,true,false,c0a8e225f391c31e7495b76027bc22b5f617838497ebde920920c0c0efed1763
TC_CRATER_QUIET_SHALLOW_BOWL,0,1,Exit,U,D,false,true,12a37107d2f71049ef06da1891fd757fa969abecc39f0631ff6ba2bb44ab7d5c
TC_ROOT_BUFFER_ENTRY_ARCH,0,0,Entry,L,R,true,false,10f0244cdc93b0ebb9763672ac5b86ce03e0fe1e5ef624507ff7eed950b66bc8
TC_ROOT_BUFFER_ENTRY_ARCH,1,0,Exit,L,R,false,true,b7168e8ed7b9337820303c41dc8926cad488ddd2a6db90c3e0d7396c93960bd6
TC_ROOT_BUFFER_EXIT_TUNNEL,0,0,Entry,D,U,true,false,fc53fbba0209fa190f2f8602013908843c5ea530078fb693d08f1fc065546ef3
TC_ROOT_BUFFER_EXIT_TUNNEL,0,1,Core,D,U,false,false,106d7ed616fdd3f7ac7cf5150199b89f1c02912a1acc93d2e1d328d6dd799f55
TC_ROOT_BUFFER_EXIT_TUNNEL,0,2,Exit,D,U,false,true,62b8f101e9eb910d5a955656f884d80adfee1ce08b9759fee010356bedac77ad
TC_ROOT_BUFFER_RECOVERY_CANOPY,0,0,Entry,L,U,true,false,f3c0c41f8c47b5a89d1a0a0d1b48937ac20c8f153bb9676d77eb5d40d1cb5ece
TC_ROOT_BUFFER_RECOVERY_CANOPY,1,0,Core,L,U,false,false,835b462dce6586623b7244234858ca9bb82da23377226ef99bb1d30fdb448529
TC_ROOT_BUFFER_RECOVERY_CANOPY,1,1,Exit,L,U,false,true,3edb420a0598621df7bc831d4350c8afd4048ae1c98c74d563435a7d7e20423e
TC_ROOT_PROD_ARCH_FLOW,0,0,Entry,L,R,true,false,7885d4a33242b8ac4ff91fabf0c9d9bc772d585153a9d372e75f5b0e77c91001
TC_ROOT_PROD_ARCH_FLOW,1,0,Core,L,R,false,false,a3de07cfa00e5590b8c7273a37ba2fab66fab8ab1873e34ef1baad814a213688
TC_ROOT_PROD_ARCH_FLOW,2,0,Exit,L,R,false,true,1d9f184ee3a5df7eda75bdde5be1b275a8fd5d1efc777e12d6658dee5ed909a3
TC_ROOT_PROD_CANOPY_SWITCHBACK,0,0,Entry,D,R,true,false,7d6b9093a1861901471f486d29b5b38b0aca9d1587db4758256c87f40bbc82f4
TC_ROOT_PROD_CANOPY_SWITCHBACK,0,1,BuildUp,D,R,false,false,4eaa43c430f51e709614d670ee95322210be36297d7aa8f41c2597dedd3c6721
TC_ROOT_PROD_CANOPY_SWITCHBACK,1,1,Core,D,R,false,false,1e046aa64c4bd751a8ba495ec79700238f5f5ac59393781e5657e24d10df2a49
TC_ROOT_PROD_CANOPY_SWITCHBACK,1,2,Recovery,D,R,false,false,b6c735f22532a492bf68de7c16868930ce843fe062abefbd17e64a6b7416b6e4
TC_ROOT_PROD_CANOPY_SWITCHBACK,2,2,Exit,D,R,false,true,e61db5a267009002cbf1e885b672da93d7a42eb25167c5d059d77680877f550f
TC_ROOT_PROD_FORK_RECOVERY,1,0,Recovery,L,D,false,false,c623402adf4c72968bc98ada303e52aae6ed59acf529cf4127ed331f934f652d
TC_ROOT_PROD_FORK_RECOVERY,0,1,Entry,L,D,true,false,3a7ca494b38474d6ccfe60d64da21bc01de4bd71b055d717b025462fb8674d63
TC_ROOT_PROD_FORK_RECOVERY,1,1,BuildUp,L,D,false,false,d34f9a78109b3b6e33563d731902ba516ac7214331ca8c85cad2cb582f154dc1
TC_ROOT_PROD_FORK_RECOVERY,2,1,Core,L,D,false,false,58909f4ab1687049498ebcf8b9ede15ef66eb0471298f5aef0244dcaeb06e8c0
TC_ROOT_PROD_FORK_RECOVERY,1,2,Exit,L,D,false,true,ca2769274ce4a5dea5faf4b53d723d6d5e9f60bd01130049dd7c846ed788ad62
TC_ROOT_PROD_HOLLOW_POCKET,0,0,Entry,L,R,true,false,b92007b6ccd0e7ed1f7e4f1c717041f9111b79deb30dddec676608f74af8d13e
TC_ROOT_PROD_HOLLOW_POCKET,1,0,BuildUp,L,R,false,false,890ea37e6c36fe69cbb7f6d69879d8a9a525cc034fc4ec17eda783ea02634894
TC_ROOT_PROD_HOLLOW_POCKET,1,1,Core,L,R,false,false,087e684f25e493aaad86d53c09c4cc1af9dd5a69c161e774caa06633f68de350
TC_ROOT_PROD_HOLLOW_POCKET,2,1,Exit,L,R,false,true,88136378f3551baf095974f9dd9b44307b4293966644c30773f64a320eebe409
TC_ROOT_PROD_SAP_LEDGE,1,0,Core,L,R,false,false,1fd88969ca1a7d651efe564d7ade94d2d6caefab1ad1bd468288c31bce4e62e0
TC_ROOT_PROD_SAP_LEDGE,2,0,Exit,L,R,false,true,152c7cb09c5a0ac6f9b87bf529aedfb89201aa7c94a19e822a0b085092b1c937
TC_ROOT_PROD_SAP_LEDGE,0,1,Entry,L,R,true,false,742f01e5885bc1b0f2b3fd8bc5becfdd19eefbbee5953f0c70402bebdef464ed
TC_ROOT_PROD_SAP_LEDGE,1,1,BuildUp,L,R,false,false,bc8582ed63a6d75434e922de2c84fd8d80e727fa19722c2bad5b9490f2ffd63c
TC_ROOT_PROD_VERTICAL_TUNNEL,0,0,Entry,D,U,true,false,a3b2faa9417bc8f0ecfaf0775ad4a2bd4a01b9c0f2b94ab8df197c7486c15c27
TC_ROOT_PROD_VERTICAL_TUNNEL,0,1,BuildUp,D,U,false,false,40d23a9f7c65d4f42d108632fa6ce61dce9efb400ed1afa33d88abf7defbdcf9
TC_ROOT_PROD_VERTICAL_TUNNEL,0,2,Core,D,U,false,false,ca3b13d25e048ece08d32d9d3b2a848afb948f99e26384ba2df4ba5fa1b2f1a9
TC_ROOT_PROD_VERTICAL_TUNNEL,0,3,Exit,D,U,false,true,f19f30ab889cffc70a29a21ee21db50035b5df98ccccdba43b4c0ff718882cb2
TC_ROOT_QUIET_ARCH_SHADE,0,0,Entry,L,R,true,false,3c8215425a48304a29d5d6ecb673230f56439dee4ff4a9392372aa844aeea45a
TC_ROOT_QUIET_ARCH_SHADE,1,0,Exit,L,R,false,true,63dcca387a3cf645f5a88f99471b28d1ab2681930c63f5ddba97a59e168b94bc
TC_ROOT_QUIET_ROOT_BRIDGE,0,0,Entry,R,L,true,false,97b5266fa7d96ee67b5df96fd0678a8a993e3d0b47b6e5dded3814ed48eed035
TC_ROOT_QUIET_ROOT_BRIDGE,1,0,Exit,R,L,false,true,6ab91e17dcbe6b49bfec7f30c00ec9093f8262eca21bb57a26bfbd961e57a168
TC_ROOT_QUIET_VINE_PASSAGE,0,0,Entry,D,U,true,false,f9803a41e821108fbae5fa63ed195e6d5eea12251b739dec2ecc16fc5aafd4d1
TC_ROOT_QUIET_VINE_PASSAGE,0,1,Exit,D,U,false,true,5dced5cf01be026ac8799852dc66cd7178343bdd2939f6e06e5fd38672fe6f82
