pattern_id,origin_x,origin_y,loop_id,recipe,host,mirror,write_mask,actual_cell_digest,plan_digest
"INFILL_83b424097a8ba926c2f48b0d05f68fbf31b6c5dcd0b75fc874d4f24e1d87acdd","128","148","SV5_LOOP_0e2e3d15796340638ca3","LOOP_SHELF","SV5_OPTIONAL_09","False","4096","1ad65429c64843b5483b464176dd38ba04fcb094731e3afc21c47bbf13174b8c","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_94e9562c0d11c0cc1e09ab3208124dc37c8a7b74016af3c8ddf7a494b44774b3","124","152","SV5_LOOP_0e2e3d15796340638ca3","LOOP_SHELF","SV5_OPTIONAL_09","False","140","57f692d1b26e457f0193f68876cd319e79c686c62daecd9d793c1f8954eb4890","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_95b823976eae6bf077d1d75cf3cc7d6c65449d888d448aea6debe656bd40795f","128","152","SV5_LOOP_0e2e3d15796340638ca3","LOOP_SHELF","SV5_OPTIONAL_09","False","61299","f49dc1e94a502a0efa28161a4d84fd34656c41711a0ad1254c9f793c3ba7c890","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_83b424097a8ba926c2f48b0d05f68fbf31b6c5dcd0b75fc874d4f24e1d87acdd","132","152","SV5_LOOP_0e2e3d15796340638ca3","LOOP_SHELF","SV5_OPTIONAL_09","False","4096","17d32bb299961e4d1034c2d446de43d837008c60021a45db26196dcb4bf91d59","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_94e9562c0d11c0cc1e09ab3208124dc37c8a7b74016af3c8ddf7a494b44774b3","128","156","SV5_LOOP_0e2e3d15796340638ca3","LOOP_SHELF","SV5_OPTIONAL_09","False","140","0e62dd0783af6be1da4ec165e9e9d0d1715fc13d0027d0df40ecd885307a6de8","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_95b823976eae6bf077d1d75cf3cc7d6c65449d888d448aea6debe656bd40795f","132","156","SV5_LOOP_0e2e3d15796340638ca3","LOOP_SHELF","SV5_OPTIONAL_09","False","61299","3d877262eb8b04ce00d7593e0013f3fc045ee78e4e91db5eed65768f85151d16","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_83b424097a8ba926c2f48b0d05f68fbf31b6c5dcd0b75fc874d4f24e1d87acdd","136","156","SV5_LOOP_0e2e3d15796340638ca3","LOOP_SHELF","SV5_OPTIONAL_09","False","4096","efa8503979bdf4d05887639f308c92009080236e4985e7d62ff98fa9b8fac709","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_94e9562c0d11c0cc1e09ab3208124dc37c8a7b74016af3c8ddf7a494b44774b3","132","160","SV5_LOOP_0e2e3d15796340638ca3","LOOP_SHELF","SV5_OPTIONAL_09","False","140","6e344e644820714c95b9c305c7334e03b596b0e06a6f01f5df6003ab141e62e6","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_a05485471eb21c7249bd72985e930f86f59cd09c539bd1c313bbce3329b3d94a","136","160","SV5_LOOP_0e2e3d15796340638ca3","LOOP_SHELF","SV5_OPTIONAL_09","False","26483","02d9a416cbbe2632214658b417f656d645fd5a8b0b2e79235dc3888a8d00f0af","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_a067a75b4a15890d60cf4f68438025be0639bc703426eacedaea8d0f3d780c5b","552","104","SV5_LOOP_0e3b06df3260f35d7e43","LOOP_SCALLOP","SV5_OPTIONAL_04","False","60928","843615c2f50d5727f3f162b33a8ff050027b53f0f7cfae2b6072b1630e18483c","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_3a9d0237704e095f598554a41e2dc3355cbba359027c80f1384c4ed10ea4b245","556","104","SV5_LOOP_0e3b06df3260f35d7e43","LOOP_SCALLOP","SV5_OPTIONAL_04","False","63232","45e673aa4ba3c08d6a618b28171046e73ddb9225bf2551a0b8c48792ea9e514f","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_9cb77670eb4bbb84979b3ec8e01cb16e2c4a1202c2de215615ad5b31a9e3b3ac","560","104","SV5_LOOP_0e3b06df3260f35d7e43","LOOP_SCALLOP","SV5_OPTIONAL_04","False","61440","b3fd7c9948d3e539c3f6342ee2eac253b2e631bdb512019178639c0ba0350002","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_83b424097a8ba926c2f48b0d05f68fbf31b6c5dcd0b75fc874d4f24e1d87acdd","564","104","SV5_LOOP_0e3b06df3260f35d7e43","LOOP_SCALLOP","SV5_OPTIONAL_04","False","4096","93350c414730062866c6da7cea2b754d88ad612231a59157bed41f8c4e97756a","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_7a894dadcca7ad58ffa33571f5eaa386ef45137da55a54ae941c05485c9e10f3","552","108","SV5_LOOP_0e3b06df3260f35d7e43","LOOP_SCALLOP","SV5_OPTIONAL_04","False","14","88d0296d953df3709482fc957040e436323c92171d6ad15473283e87c92694c5","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_34db596c7952e39f849dc6719e0e1e0fd474f47529a8c24d8ca10aabf252bdea","556","108","SV5_LOOP_0e3b06df3260f35d7e43","LOOP_SCALLOP","SV5_OPTIONAL_04","False","207","0bf48ce7d47fd43b33c622f9d8192063516bd2615e867ca82cb1853654a86fd2","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_3edb8f05b245ed940136479b0419bc6e6d3285bf59704802a53e2c4ae69b7176","560","108","SV5_LOOP_0e3b06df3260f35d7e43","LOOP_SCALLOP","SV5_OPTIONAL_04","False","255","6024377650e2b7caec6abf2b743e2dc003e33c1d4fdfe04ee52cafa8f843f7a1","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_63d425a0250d78053b448b5e006578015cd3dcaab8559e291bd2a9d66a600d6b","564","108","SV5_LOOP_0e3b06df3260f35d7e43","LOOP_SCALLOP","SV5_OPTIONAL_04","False","4095","2b2c47a3d21da0769d19d81b85443da28faaf8bdf0445046e389614acb823f19","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_79a06069dd1cce7ef21ec1dcf8e0d5d0583d50ea6534979eb1339045848866ca","568","108","SV5_LOOP_0e3b06df3260f35d7e43","LOOP_SCALLOP","SV5_OPTIONAL_04","False","26483","b5c127c98831631574ade191cfb90c98ca5f480260728bb796c5c26f5cbf769f","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_a067a75b4a15890d60cf4f68438025be0639bc703426eacedaea8d0f3d780c5b","552","120","SV5_LOOP_10679894a03f8e8ab078","LOOP_SCALLOP","SV5_OPTIONAL_04","False","60928","0e833c53059d7c9bb3b0172cb3731b7cd3578a4d4dc2d3327d3ac6c0b38bdd5e","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_5f04930cfef3fa6d454922e103ea32f317d22d767e65ecb570ee1d16987701dd","556","120","SV5_LOOP_10679894a03f8e8ab078","LOOP_SCALLOP","SV5_OPTIONAL_04","False","61696","a8ace32302194e13ea47e9b10e3ff6eaef68418be6a019ba5595bfc58fe3c2e9","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_7a894dadcca7ad58ffa33571f5eaa386ef45137da55a54ae941c05485c9e10f3","552","124","SV5_LOOP_10679894a03f8e8ab078","LOOP_SCALLOP","SV5_OPTIONAL_04","False","14","bebdbce0670889b1e5239a33431d88db566edc22e6a1e3061ea837454f29131f","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_9b5fa5bd885abe2a1e7e6e39dc8e127e1451ef5141acee78d9ab277055cead95","556","124","SV5_LOOP_10679894a03f8e8ab078","LOOP_SCALLOP","SV5_OPTIONAL_04","False","2303","c1aa068ca5aa1873588d9174766046fc0de8b4254d0555c8f03f41eebcfacc57","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_ab1598662b49277bf343055acf5db344dd0e33def669b8114e2e039bd2669792","560","124","SV5_LOOP_10679894a03f8e8ab078","LOOP_SCALLOP","SV5_OPTIONAL_04","False","36863","bcbe2156859a37d0187d7854d00f36da2e7b42fb5c2ae2d027136e872d0f64f3","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_555c36d667342851af92570fa8395dde5b2166ec0d5a17165685bed708a93258","564","124","SV5_LOOP_10679894a03f8e8ab078","LOOP_SCALLOP","SV5_OPTIONAL_04","False","65392","3fb192cfca4a49210807b404e0073823351bdd959e5280935a745c77c646d7bf","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_310bedad7a44f66ad15986d2540d55c08138f5985a2d900243d5b00ff9c87722","564","128","SV5_LOOP_10679894a03f8e8ab078","LOOP_SCALLOP","SV5_OPTIONAL_04","False","12","e8031228a12a3cf68d3f2f940d47fd51d6f74eb0a2b169505e976b882960cb43","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_0de03e2d0b7890b37f096153eab8a59d80f43c2454b4789658538dddc3a9a9e0","216","48","SV5_LOOP_1f1ca272324cf9b734a9","LOOP_SHELF","SV5_OPTIONAL_06","False","60416","6b92463ea79f7878bf6a393dadb810da58df5f4ae04f230766d6fd7598b052ba","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_e186cc2427b7c6001b9e8d7f09f2dbafb6526a9d450e0b7adb906ecfaa0785a5","220","48","SV5_LOOP_1f1ca272324cf9b734a9","LOOP_SHELF","SV5_OPTIONAL_06","False","65280","e6f3bac646c9a3cc8494ce94ef8f56a2830cab13b7f955fec430bd983533995c","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_0e15b63e32a9e38d151f268994fdf557efaba36e59dbaa824137de56138640ab","216","52","SV5_LOOP_1f1ca272324cf9b734a9","LOOP_SHELF","SV5_OPTIONAL_06","False","110","fecf08239b8ecb21b62cf9b171e1cc8249ccbbc92b97b06f22d88bcd56e162cb","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_91d2595d3afc0345156f47f1aef2190dd8df38bc35661f0c67ffd47e13a05b8f","220","52","SV5_LOOP_1f1ca272324cf9b734a9","LOOP_SHELF","SV5_OPTIONAL_06","False","15","2742892c13226c50a32a7e3f55bafcb2746120e950c646a02ebc4dda9190d7d6","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_3a5f6927e82db9b284c2754adc6e838528fca039839c0af9c66f9af46bf7e79e","36","348","SV5_LOOP_227af2366de6e32a442d","LOOP_SCALLOP","SV5_OPTIONAL_12","False","32768","1c103ad55fa377dcfb25a429ad71470cc42ef778204853353f30fd78ec56fdf9","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_36978e0dc065c5f10face042fe9717c59e00144dd368f06ed2d50ceeb80dfb65","40","348","SV5_LOOP_227af2366de6e32a442d","LOOP_SCALLOP","SV5_OPTIONAL_12","False","30208","85769d4b7c33667a27aedbf00561c0e9c3378c2628d5d9b0b8ca4540ab3cf242","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_bdeb8997cdebaf62fd5d47989d512363b1259540c1e36caa27a37335f7ae714d","32","352","SV5_LOOP_227af2366de6e32a442d","LOOP_SCALLOP","SV5_OPTIONAL_12","False","64512","b14275af51646ec2a0413d34066e6f4cf82d0f89f6f4bd247db3cfb49388164e","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_a6385bb6799ea1ed37a2bf7a469330aa5dc0823bdad6fcb752da1c87356364a9","36","352","SV5_LOOP_227af2366de6e32a442d","LOOP_SCALLOP","SV5_OPTIONAL_12","False","16382","7cf5516eab257e42ffd6883715df0ab6c9dac5ef86b2638880823dc3471f73ad","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_1243ba33cd1dd013889ec9d17a094a5353485a628473b725142bb50965bd1dcd","40","352","SV5_LOOP_227af2366de6e32a442d","LOOP_SCALLOP","SV5_OPTIONAL_12","False","55","a29237117285ac448f1a610698471de7c0c16bda2216be97461873a29db23b5c","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_864cc70f812510809ad48cd93c9f755baeb45cb87e20af7757d7e3c8e3958d3e","28","356","SV5_LOOP_227af2366de6e32a442d","LOOP_SCALLOP","SV5_OPTIONAL_12","False","52424","7c9933968104ac47d8d0f211ddf6a34abf502c211f3962f32cbf1932814fe605","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_3190a32ef8005250d12db39820b5e66463764eec30e804cdc6d7a7c49adbe837","32","356","SV5_LOOP_227af2366de6e32a442d","LOOP_SCALLOP","SV5_OPTIONAL_12","False","383","b19e63c4937c87f5be7c230006954d1865dae82621224d67e78da2296faaf27b","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_f960a458a0ceba7c1a05e9ff984a6199030b4aca1738ddf8dc6461038dff5d8d","36","356","SV5_LOOP_227af2366de6e32a442d","LOOP_SCALLOP","SV5_OPTIONAL_12","False","1","4afc4dae2a278fcc5460b3cbd6621bebc6f829e514c2e238ced9b7f1774874bd","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_df412e390b45860f56c7d70378768101f6318a86aa45d2f77982bad689b87410","124","128","SV5_LOOP_3b220c34633ec13aee21","LOOP_SHELF","SV5_OPTIONAL_09","False","52224","380049b0ec42219806c77aaead3b97c634a353558153808040d986a1c552395f","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_9551dae7e2a87584a4a81d9dcba602d2d06488284f66bcc45b4cb98ae06526eb","128","128","SV5_LOOP_3b220c34633ec13aee21","LOOP_SHELF","SV5_OPTIONAL_09","False","62208","c0207077f10619a6bcce4b9b1f0ca858ffe018728d0bc6135ca60d7aad671310","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_23d630b69e0e4d2ecec39f0a6585165f6c20c38e776710e57b4600365efcfe83","132","128","SV5_LOOP_3b220c34633ec13aee21","LOOP_SHELF","SV5_OPTIONAL_09","False","12288","9ea62d1356ba89b71070d0a3f6617a6d3461bf61854abc8b4852960cc5128b7b","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_310bedad7a44f66ad15986d2540d55c08138f5985a2d900243d5b00ff9c87722","124","132","SV5_LOOP_3b220c34633ec13aee21","LOOP_SHELF","SV5_OPTIONAL_09","False","12","9b84da971293f069782c4a0ddd9aedac3120cab09331514cc4bd2b690f619c17","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_4c7fe6724b0fb070e7701d3481fe221aed9f9a01a0e3fe3e767bef5ad485c872","128","132","SV5_LOOP_3b220c34633ec13aee21","LOOP_SHELF","SV5_OPTIONAL_09","False","239","af3446a5bf62243905ec2f943051df129558b1faa3159674561584853e460c0d","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_b6d9ad4308d0e814d89c03bb0287a4417f0d0b05e59ee33bf1397952a2808b17","132","132","SV5_LOOP_3b220c34633ec13aee21","LOOP_SHELF","SV5_OPTIONAL_09","False","3839","03807bdfd4c3e3eb18f15f067bbb0700e50e4e1572b9d51ca2a49f6a3dddb0d6","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_0b0700d16004ed4b0db1c9cda4821782976038246f3a083e329d30caba8e2ae8","136","132","SV5_LOOP_3b220c34633ec13aee21","LOOP_SHELF","SV5_OPTIONAL_09","False","61427","c351c74753fcfcc9de6dcd33f8d4c6cfe273cb7ddb19f180764cd214d52472e9","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_199b48a09474ae32fcd77a9bbd202348f729ff1f48af2688d3b1733faa6041bf","140","132","SV5_LOOP_3b220c34633ec13aee21","LOOP_SHELF","SV5_OPTIONAL_09","False","13072","f3e110423710cfc49566651180158bb83922a32f4600858b6c61b2a988fcd9b7","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_5dc75e889cc946cb000344c25dbda1f39635c9818e4a434ce7592a7a827099c8","140","136","SV5_LOOP_3b220c34633ec13aee21","LOOP_SHELF","SV5_OPTIONAL_09","False","3","8c1498270699e095da5ea0cf22d22d28292aeff0c03239b9bfd5a0b8a4b61f6b","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_df412e390b45860f56c7d70378768101f6318a86aa45d2f77982bad689b87410","36","304","SV5_LOOP_4d5d6c75a5c069443883","LOOP_SHELF","SV5_OPTIONAL_12","False","52224","6e686cff104bf96dc8326d8ea60b349b263de87457e681e4cef88ed407a990ec","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_e186cc2427b7c6001b9e8d7f09f2dbafb6526a9d450e0b7adb906ecfaa0785a5","40","304","SV5_LOOP_4d5d6c75a5c069443883","LOOP_SHELF","SV5_OPTIONAL_12","False","65280","a553a3feee5f9b027d8df8b463a0b778dfa4a1659b336d9e606c6774d2c5c395","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_cf9f6ef10dc9309dbe6cd9a78b89da52064671cc60e99a185279a93285f856a9","44","304","SV5_LOOP_4d5d6c75a5c069443883","LOOP_SHELF","SV5_OPTIONAL_12","False","30464","9e6567097fe1c1cdd6994e581bbf91c431f31f48297024cdca128099201b6ae0","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_310bedad7a44f66ad15986d2540d55c08138f5985a2d900243d5b00ff9c87722","36","308","SV5_LOOP_4d5d6c75a5c069443883","LOOP_SHELF","SV5_OPTIONAL_12","False","12","6c68d8da8e0ecc7109ed19644455d4af98ad9771afb4126df448fc68756df201","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_91d2595d3afc0345156f47f1aef2190dd8df38bc35661f0c67ffd47e13a05b8f","40","308","SV5_LOOP_4d5d6c75a5c069443883","LOOP_SHELF","SV5_OPTIONAL_12","False","15","2ef8f3667deb106bc4bba9a2cb91547f4f3034f14af9e562907329283df454a8","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_aa3d5bcb526e1e3a6077242c4dcb7c79021437c2eea82f2e88d67078fea54f7b","44","308","SV5_LOOP_4d5d6c75a5c069443883","LOOP_SHELF","SV5_OPTIONAL_12","False","7","e01bf101352ceb3eff92f0b0939a89e86ffc7919a8cc65b74b49b20376434170","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_df412e390b45860f56c7d70378768101f6318a86aa45d2f77982bad689b87410","172","84","SV5_LOOP_5087dc04c4155454233c","LOOP_SCALLOP","SV5_OPTIONAL_07","False","52224","6be5fa8f0dc7d4fa782301dcb3e17e0a1777d9db5fe6ea6157671c3bd35839f4","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_e186cc2427b7c6001b9e8d7f09f2dbafb6526a9d450e0b7adb906ecfaa0785a5","176","84","SV5_LOOP_5087dc04c4155454233c","LOOP_SCALLOP","SV5_OPTIONAL_07","False","65280","197375895c06409eb9f80ad19657022ca884ad5fcaf9ee89325fdd9653520746","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_3b2b3381187cb24f38b5992949d4e2a7553b93cd1a672227341544b17fdc3ad2","180","84","SV5_LOOP_5087dc04c4155454233c","LOOP_SCALLOP","SV5_OPTIONAL_07","False","13056","3a88120f2785415d369978690ccb52b289ee4047e6c2bd028a9bcb77b54672a9","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"INFILL_310bedad7a44f66ad15986d2540d55c08138f5985a2d900243d5b00ff9c87722","172","88","SV5_LOOP_5087dc04c4155454233c","LOOP_SCALLOP","SV5_OPTIONAL_07","False","12","09df304d6bf8c2e815e656208a8c8299d9bcac9fc7c1443060ffa8d8811b979c","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
