village_layout_id,road_cell_id,order,local_x,local_y,central_road,access_class,canonical_digest
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_016,16,16,16,true,MandatoryNoTool,2a081a980f47cba365210f3e227ab98a5770038c1a0d12959f26f70331b1017d
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_017,17,17,16,true,MandatoryNoTool,bfdc4fdad7a1ef7595497b50f1670e6c33684967c38977ff97cf0351ee8d02ab
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_018,18,18,16,true,MandatoryNoTool,ec375d9b22224f2111578b3a24cb408196b5fc225164e122e09ab7ba6fe91c70
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_019,19,19,16,true,MandatoryNoTool,b0b77369002707dc491f583ce10785b8840fc7ec2b80f253a9d83017692acb35
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_020,20,20,16,true,MandatoryNoTool,b2005e89cb209b1994e3a457e44dd8eee08d5b21283cd1593387591b19b3fda2
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_021,21,21,16,true,MandatoryNoTool,52f2e8dd6a96fe6b8b95254e25e86e477965f4cd008215c912a7b00663f5e4bf
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_022,22,22,16,true,MandatoryNoTool,353d8b35862060a555f4c93a29c98e3bc92e9e85faa423ae99ff6551f4891787
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_023,23,23,16,true,MandatoryNoTool,3c230ff8fd415704926134b8c65aee779d95d5c17d784a27e84340e3fca7a607
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_024,24,24,16,true,MandatoryNoTool,bff70251a13672ab207231f5478e8590ce9354dbdfb6734a7d4e2486ac0a7490
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_025,25,25,16,true,MandatoryNoTool,eefedcdef0989390d591bbfb23ebfbf92bdc6f4bc645d015c99c3c124fff9eae
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_026,26,26,16,true,MandatoryNoTool,10caba852872668beff9959dc9091fc6b8752403c1a6a09a55d15a60a9f85e20
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_027,27,27,16,true,MandatoryNoTool,c623252a41cc8eb50766701aa4d0c3a4600da5a9ecb83d102904b9f09d7c233e
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_028,28,28,16,true,MandatoryNoTool,d5f9d9450541f542e3b0ccdde97d27db3f7662aeef317c5089f58ad17e25b0a5
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_029,29,29,16,true,MandatoryNoTool,5a2d6552ba100a05ac43892ad0960bf2d43412bce220fcde229a70a19657c723
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_030,30,30,16,true,MandatoryNoTool,56daa7fb40323d10b6c8f7f8a9077149a535e91ea63eb564e9da55025fda0241
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_031,31,31,16,true,MandatoryNoTool,5f7d33b1a23838876ee8b92352bf2ad52a2e6427cb507eacf5abd09d47b912ff
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_032,32,32,16,true,MandatoryNoTool,200686ff24158eeebabda3d0e62d148b95e74f912db03d6882cbb980992b0332
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_033,33,33,16,true,MandatoryNoTool,70f4285fcfc9f844dbd965781559a81633a3f9aa1ad60dfd236567add9c4aaa1
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_034,34,34,16,true,MandatoryNoTool,d4a98456d4dec56e7ee58287be35ea8bcf3dc1627cc768621d54260ab32f10f4
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_035,35,35,16,true,MandatoryNoTool,9d8c7d07c685504439a4683a6a299afb7d05a4d75cd64af38c141f551e3e4144
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_036,36,36,16,true,MandatoryNoTool,10479b664300cade1232ca8eaae98afa5c9951838eae34358c84235d9a7552ee
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_037,37,37,16,true,MandatoryNoTool,ce2724a3bbeb4a1f1a42ab4c00b0713d65cd1210ccf5a7626283e06f013d8767
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_038,38,38,16,true,MandatoryNoTool,0e1f37cd9afbad509f1cf337171cbf2a9c3f2e1c8884852e3233d881481308c6
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_039,39,39,16,true,MandatoryNoTool,eeb3252f9da1403845278ab34795629d628b3a624f9067a012414ac942f9d3f4
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_040,40,40,16,true,MandatoryNoTool,35390b5b488094284746f91bb3b0032a8ae93c502394f80597f7f187a7a465aa
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_041,41,41,16,true,MandatoryNoTool,e24c5f1cd03db9b204d90574dd025c169c635753d98528cd985cef6006287ddc
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_042,42,42,16,true,MandatoryNoTool,f19fb92d93c29dec43872197f7e9ba48904441c79f807aabbf840fc8913e1e56
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_043,43,43,16,true,MandatoryNoTool,5ed205af841eccee27fd569b7628b3ee235ba6c26f466d57c49ad02f8831d6ba
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_044,44,44,16,true,MandatoryNoTool,1b76ee3c8eeb12f8a3705c507070bd66c0042416654d5147609d764bd55ebd9a
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_045,45,45,16,true,MandatoryNoTool,c6c1747df22db226759f3eeaafee34c5f92d1175d089b5f5b6c002cc44f24ae0
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_046,46,46,16,true,MandatoryNoTool,15d9b8264f38c96ba63a7d45166786da25beb66a9ed8099a4f8cc4f0397b2101
VLG_MOONPALACE_1X1_OVERVIEW,1X1_OVERVIEW_ROAD_047,47,47,16,true,MandatoryNoTool,04258e6c475e1b5bdf526f75bc8a3cb23524062cdcb36f0e1c8bc205bafa0c1b
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_000,0,24,0,true,MandatoryNoTool,ce5faaff8f788180f9d02a5f5ace6277eb8481118c342cbd84870e35a4a9cbbb
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_001,1,24,1,true,MandatoryNoTool,8abd458dad609a997f252234379a780840540c098d06d93e25861c6d05f51433
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_002,2,24,2,true,MandatoryNoTool,7bf7efab0e1a1370b5ba69a40529ba78c034fae55f3d485463bb0ea38240b7b1
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_003,3,24,3,true,MandatoryNoTool,b4313238a265377ccff07b2e7a1f4ca125c402e652f5961d075a46e69f2f4455
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_004,4,24,4,true,MandatoryNoTool,ea4fed03942b381f5e0a7cc1eb60493f4505147553001a0b96b9794e189227f2
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_005,5,24,5,true,MandatoryNoTool,bc770b96088fd480f82033f31a63e6cb66e3bfc9581b3c02022d5250d97ff4fe
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_006,6,24,6,true,MandatoryNoTool,b8a381f9e99576f4318d0daecdb2b94f3c1596763fd9c80e385b4e6183d28121
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_007,7,24,7,true,MandatoryNoTool,e61cf1522f289bc38d5d2a5dcee071dd195cf294fec24a1912541b4e156a8c22
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_008,8,24,8,true,MandatoryNoTool,66e7c847e003072206c096f0ff40343eee5cfa6ce016721cba076f672d0d512e
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_009,9,24,9,true,MandatoryNoTool,cafc046e2a4758edd36b4b177426d1e315281f15b88caecd1c1e407564da3097
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_010,10,24,10,true,MandatoryNoTool,15b49be7453ef4e38ebbd63851d95cb24e5729cb7942fe83c21c97c950a0b9be
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_011,11,24,11,true,MandatoryNoTool,35573fffda0e215a4790a457b1ff13fad9990ff33bc03a0479fb4637d75eeba8
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_012,12,24,12,true,MandatoryNoTool,e2d5eb76f4037de7bb543267ce4f0190339b23c92d222d191c5900994f9911b2
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_013,13,24,13,true,MandatoryNoTool,245ffddc58cdcedbffcab111b43802147ccf525a89723578947aa58d91b42fdb
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_014,14,24,14,true,MandatoryNoTool,c59b6e977f52d234c3f3f0bd3713eaa740a7c3493d84f166ffded52f27c782c8
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_015,15,24,15,true,MandatoryNoTool,3ba323086e53a0748b869e5e8f6c4b05f04507f50df690b99916e66ffbacd89e
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_016,16,24,16,true,MandatoryNoTool,d7ce984762659cd7ae3891c4de955c69b1f937eb26b70c442ae393cada350ced
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_017,17,24,17,true,MandatoryNoTool,083d9b572255ddc7b40e2c62527cfb36e20030b320e75d19152ec09596d21723
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_018,18,24,18,true,MandatoryNoTool,6921e8a4c078ca4d2fe052235b61c5fa7d2d845b61d15feb45c95a4c6584eb12
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_019,19,24,19,true,MandatoryNoTool,e44535a9b86f6339396bca1f245563c8bb69be9fdcd4bbe7c73b4a807a7fce84
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_020,20,24,20,true,MandatoryNoTool,30feb3319f74eb62190bea34513846c1782972e945a035748cc413addd747314
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_021,21,24,21,true,MandatoryNoTool,57867e8fd8772ee28ced0aa533e0e331c330cb59f78ef0ab938315a0cde4580a
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_022,22,24,22,true,MandatoryNoTool,cca36ff3bb7bde11d57b7a3f95499e2f82d518e6f2307fdfd0251863e7c5d244
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_023,23,24,23,true,MandatoryNoTool,adc9d4ff2a799943eb67c029303d57ad61eb4a3b722ce603bbb6efd0038cd8c0
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_024,24,24,24,true,MandatoryNoTool,6e909899a374cfc2fc4ef8ca3ba67fe9f392a7d19322ea0b5e8d08a83062c833
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_025,25,24,25,true,MandatoryNoTool,d8fdc4a257d4cd3a6f7cb2325e95b61e1bc83a37ef7d65b825d788de6f151ad1
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_026,26,24,26,true,MandatoryNoTool,543a792ac0a9e002550585b97a6902ebc34b48c8968811d864a31fbe1ee292ff
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_027,27,24,27,true,MandatoryNoTool,57a3867923213ec99aede1438e8fa9a98eda161235c5b623e65f75948e5d963a
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_028,28,24,28,true,MandatoryNoTool,000a4989fa1d34349674ca982173a02100b5c6fe400f8456210651341bd6579f
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_029,29,24,29,true,MandatoryNoTool,1d81b4c10a65a2db6d8ba61a865e1286d98384e912f4aa184cf23fde96b86ad5
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_030,30,24,30,true,MandatoryNoTool,3b1fe622eda09a50a5d45ea2d971e1032754b9204e2c46deeedc46712eadf6b1
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_031,31,24,31,true,MandatoryNoTool,61e8e859eb7a5773ed9fb2eb17e9a5f6ba2709a4fcf9d8401eabcdcd236273a0
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_032,32,24,32,true,MandatoryNoTool,9c4c717821cb201f33b36763e9ac94c5ab87783690698efc887f421d18cbf7ab
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_033,33,24,33,true,MandatoryNoTool,160ffc25a15e2577e01d2fa13d91b876e8c067af79d35944f805384c9dee48fc
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_034,34,24,34,true,MandatoryNoTool,092cce199a368245b3f90ab87cee276c5d8972de508a0ce7b36a55dcef37dde5
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_035,35,24,35,true,MandatoryNoTool,db320f18b2caa4847044dbfbcee88b699f7a5cb95704183022fbb76e9be11d6e
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_036,36,24,36,true,MandatoryNoTool,be6329fb0a7b49abb6ee47a96c9055ebf34f649e811e0f229f0ebca91c476e9e
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_037,37,24,37,true,MandatoryNoTool,5100cdaa76c8438a83eba4822c901f4604bb782c27703cf3d16ac6937e24684f
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_038,38,24,38,true,MandatoryNoTool,b18b6acadac13302970ad147a04757859dbf621f78ceed1f16d1fec436658feb
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_039,39,24,39,true,MandatoryNoTool,18472bad30cb429b842b997ea427777b063ba3a14769d9ee8309d5c89b6c02ee
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_040,40,24,40,true,MandatoryNoTool,1a975d525b260dab9b11deac28dd2be11803a7bc89a57dec1f099692c1935374
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_041,41,24,41,true,MandatoryNoTool,2a0e76dddeddfe576eab26456fd4f82931aeddf12e29b4a9220f722863fc3e4a
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_042,42,24,42,true,MandatoryNoTool,473242ae33157fcbedaa0d6f9afa87ce21665ce6954160707442aec1995b548f
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_043,43,24,43,true,MandatoryNoTool,f0712924282c39e21fd5026f8dfef629cfd81014afb5881e8eeae354b3f24294
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_044,44,24,44,true,MandatoryNoTool,dd59a698cda4f6494199d08d886ba6bedb554408137511b6a7e1baf3536f4904
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_045,45,24,45,true,MandatoryNoTool,3b2874db07da01fca5a461c53c3bf2b6684d07de8b60ff3b85b4b3004de49a7c
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_046,46,24,46,true,MandatoryNoTool,9930609c8b5bfcd2ae6ce6e7d0343e6b9e2932811c4c276a4ebd9f4d270e6cd6
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_047,47,24,47,true,MandatoryNoTool,a82a7fa748b77c3c775b01ab5ba48d614fbdb069155f6659cf50b961887a6aef
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_048,48,24,48,true,MandatoryNoTool,4898a32bad7019e765fa5ebf4536e317e828efdea0734099597eb83c2fb62a18
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_049,49,24,49,true,MandatoryNoTool,b509954b8f5322447a57a996446e6b4c70f654f4a102f792d2513b07701fc99a
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_050,50,24,50,true,MandatoryNoTool,2d64e2c90617b2188a6ecf04656412691354666fc40af68500f7aabc025eeb04
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_051,51,24,51,true,MandatoryNoTool,d77c99ea35ff6c206b7c2fad86ff8ae3c4235d88832658072162ebd5a36bbe24
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_052,52,24,52,true,MandatoryNoTool,5cc448e2916e558f7922da0d45cfe0209e7417874a61b2d0ed2224bb287f885e
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_053,53,24,53,true,MandatoryNoTool,e69582fb5d1419fb5f11083179210c82112f0c0fdbffc86310709463e66ed9b9
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_054,54,24,54,true,MandatoryNoTool,41752ec70a388986772e8c7181bd800bdffca106ad09cd50aa8e5ae57964a9c3
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_055,55,24,55,true,MandatoryNoTool,3265ea6bcd89a4bc255433f03d5281e7c45d486bdeb02706cb6d379bc361aec6
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_056,56,24,56,true,MandatoryNoTool,d5093311fbc49d9cb8f3ffe43908594e6807355d61fbf3725e6089ab346ab60e
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_057,57,24,57,true,MandatoryNoTool,72483a032a6a9d5629acfc517be558bc719dba265a54db26008de33c100c3ec3
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_058,58,24,58,true,MandatoryNoTool,c3631ec4de36d74cc3f1fc4a9211ab246394676d2ff91c995a392a8cedad5d12
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_059,59,24,59,true,MandatoryNoTool,994238db7aa209bf73fa672795481cb03dd88ac59d674050ac6e4d718e4a1ceb
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_060,60,24,60,true,MandatoryNoTool,6872c14f34423ad5015baf4a574c4f265727f8b2201f6646cdfaa856bc81c754
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_061,61,24,61,true,MandatoryNoTool,549acf6460633bda44709c12526c262f0629922c0dd96dfeaba7c33b01e15bfd
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_062,62,24,62,true,MandatoryNoTool,63ee4237b46082a55aef2a62a8c485e0b62052215f68c81ae0d46ae58d5c6f65
VLG_MOONPALACE_1X2_ASCENT,1X2_ASCENT_ROAD_063,63,24,63,true,MandatoryNoTool,8d88594383e88fbb5cfd83e6870e7b2facbc7e988b5c0ad19e26587d1a822de5
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_000,0,0,16,true,MandatoryNoTool,a569eead2863ba302ec2278e55e26253798916bc9d4156934cdf86aefd5dcd07
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_001,1,1,16,true,MandatoryNoTool,b0c06a892983175eba05c75b899ee7bdb828ce9156d261ce91b133564f5fb418
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_002,2,2,16,true,MandatoryNoTool,cb41b94b4a4e07887357d8e41cd29f04e34cf723b5bbce6d32da0f5126eba57c
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_003,3,3,16,true,MandatoryNoTool,bb0b19b15661cbc25eda013b1837e4c5e92967a2c114355f812f8a3b2ce904ad
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_004,4,4,16,true,MandatoryNoTool,5f38526422eb071c1c1bdc5e58feb3d6fdded6d372ac666ccc292e12652a1e56
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_005,5,5,16,true,MandatoryNoTool,33c9827e6e2af24f73e2bd40cb81ee00fa15df6bdcff8a32cb62324d51c00289
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_006,6,6,16,true,MandatoryNoTool,dbfd4efb70439367c0c4252ea0e261264be4c7ca728fe01aa013524439d1dfbe
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_007,7,7,16,true,MandatoryNoTool,d53c8307e2ac6c7c94f68c87fbab7ff8a599276e91bee776cfb5a69c86f8a234
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_008,8,8,16,true,MandatoryNoTool,0c1878b6fd975778e800b946ae91aa4fab94cbba783de48fcb8cd3fc8b002cbb
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_009,9,9,16,true,MandatoryNoTool,f5cceb0356a4aed4c1260b580bc122f94ca590d0c04a4559142a15fdee9e4e70
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_010,10,10,16,true,MandatoryNoTool,f81e1c1f701c015af008a374ef44b60413b8cd5cfc32d3ef1d5931911a22473f
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_011,11,11,16,true,MandatoryNoTool,f78f13fb6c52767cb15b20857108cb7318d7f6c042127039d1c5382fb46d034e
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_012,12,12,16,true,MandatoryNoTool,1e4fcaa147a8e9b70244acd8a1cccc06769a99ff7aea0683de92e4e5408440e6
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_013,13,13,16,true,MandatoryNoTool,83a0954ab8094e24e966ce5fcc7c28716be3b80e429e4d553a3552aaeebc66c2
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_014,14,14,16,true,MandatoryNoTool,d23bfe38b5121152d90196e9188d772442b8d942e8920da7c702e589c18ed5cf
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_015,15,15,16,true,MandatoryNoTool,f5a4d5ed5060d4ba57746d70db52684232212f6a6b7b203939f6d1dd1f12b456
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_016,16,16,16,true,MandatoryNoTool,da74fa93f93870fd67197949735b273a14491f4aafd0ae31d2c5f92b0b1c7d79
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_017,17,17,16,true,MandatoryNoTool,b2091e3cac8de7602234ae702343abe37b2336bdbe35237858a52d6b31669875
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_018,18,18,16,true,MandatoryNoTool,c2cbe2cf4278f41e0740eaa1c9cc8188b3e0d3ca4578bfb1111e3a7b9da5b01b
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_019,19,19,16,true,MandatoryNoTool,ec277c72c08eba84f026774e5fe01ea150eb1f3b57cdcdb1a3bdca75cbb29c17
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_020,20,20,16,true,MandatoryNoTool,85fcc3f7163111e42889533920d1c41aadd070f3e23ca0909f328c39383e496e
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_021,21,21,16,true,MandatoryNoTool,09f09b1aeb68c4711781e10c012f1ea2201a775c06689909fee6263f542a7466
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_022,22,22,16,true,MandatoryNoTool,06cc80dce92103395b0d32339da81d4621437fbc4447a6207a00d117512fd4ba
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_023,23,23,16,true,MandatoryNoTool,8082dc2cf9ebff7c0719e62f89b4ca45808836488a95d4e098f0dbf0ae7c7560
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_024,24,24,16,true,MandatoryNoTool,f7354b3bf0dba0d1a7a52aec8a96d4d96cc3963eb57b05407988a56f168de5f1
VLG_MOONPALACE_2X1_MARKET,2X1_MARKET_ROAD_025,25,25,16,true,MandatoryNoTool,d7b4f1f21859d9ddd7494dd390cd3009413527853af6c96be10428e7f1b8e26f
