activity_id,graph_kind,node_id,node_kind,slot_id,is_start,is_terminal
ACT_DOUGH_TIME_TRIAL,MECHANISM,MECH_DOUGH_TIME_TRIAL_RECOVERY,RecoveryController,SLOT_DOUGH_TIME_TRIAL_RECOVERY,false,false
ACT_DOUGH_TIME_TRIAL,MECHANISM,MECH_DOUGH_TIME_TRIAL_RESET,ResetController,SLOT_DOUGH_TIME_TRIAL_RESET,false,false
ACT_DOUGH_TIME_TRIAL,MECHANISM,MECH_DOUGH_TIME_TRIAL_REWARD,RewardEmitter,SLOT_DOUGH_TIME_TRIAL_REWARD,false,false
ACT_DOUGH_TIME_TRIAL,MECHANISM,MECH_DOUGH_TIME_TRIAL_TRIGGER,Trigger,SLOT_DOUGH_TIME_TRIAL_TRIGGER,false,false
ACT_MARU_REWIND_ANOMALY,MECHANISM,MECH_MARU_REWIND_ANOMALY_CUE,CueEmitter,SLOT_MARU_REWIND_ANOMALY_CUE,false,false
ACT_MARU_REWIND_ANOMALY,MECHANISM,MECH_MARU_REWIND_ANOMALY_DEVICE,Device,SLOT_MARU_REWIND_ANOMALY_DEVICE,false,false
ACT_MARU_REWIND_ANOMALY,MECHANISM,MECH_MARU_REWIND_ANOMALY_HAZARD,Hazard,SLOT_MARU_REWIND_ANOMALY_HAZARD,false,false
ACT_MARU_REWIND_ANOMALY,MECHANISM,MECH_MARU_REWIND_ANOMALY_RECOVERY,RecoveryController,SLOT_MARU_REWIND_ANOMALY_RECOVERY,false,false
ACT_MARU_REWIND_ANOMALY,MECHANISM,MECH_MARU_REWIND_ANOMALY_RESET,ResetController,SLOT_MARU_REWIND_ANOMALY_RESET,false,false
ACT_MARU_REWIND_ANOMALY,MECHANISM,MECH_MARU_REWIND_ANOMALY_REWARD,RewardEmitter,SLOT_MARU_REWIND_ANOMALY_REWARD,false,false
ACT_MARU_REWIND_ANOMALY,MECHANISM,MECH_MARU_REWIND_ANOMALY_TRIGGER,Trigger,SLOT_MARU_REWIND_ANOMALY_TRIGGER,false,false
ACT_MILL_ESCORT_CART,MECHANISM,MECH_MILL_ESCORT_CART_CUE,CueEmitter,SLOT_MILL_ESCORT_CART_CUE,false,false
ACT_MILL_ESCORT_CART,MECHANISM,MECH_MILL_ESCORT_CART_DEVICE,Device,SLOT_MILL_ESCORT_CART_DEVICE,false,false
ACT_MILL_ESCORT_CART,MECHANISM,MECH_MILL_ESCORT_CART_HAZARD,Hazard,SLOT_MILL_ESCORT_CART_HAZARD,false,false
ACT_MILL_ESCORT_CART,MECHANISM,MECH_MILL_ESCORT_CART_RECOVERY,RecoveryController,SLOT_MILL_ESCORT_CART_RECOVERY,false,false
ACT_MILL_ESCORT_CART,MECHANISM,MECH_MILL_ESCORT_CART_RESET,ResetController,SLOT_MILL_ESCORT_CART_RESET,false,false
ACT_MILL_ESCORT_CART,MECHANISM,MECH_MILL_ESCORT_CART_REWARD,RewardEmitter,SLOT_MILL_ESCORT_CART_REWARD,false,false
ACT_MILL_ESCORT_CART,MECHANISM,MECH_MILL_ESCORT_CART_TRIGGER,Trigger,SLOT_MILL_ESCORT_CART_TRIGGER,false,false
ACT_MILL_GEAR_GRID,MECHANISM,MECH_MILL_GEAR_GRID_CUE,CueEmitter,SLOT_MILL_GEAR_GRID_CUE,false,false
ACT_MILL_GEAR_GRID,MECHANISM,MECH_MILL_GEAR_GRID_DEVICE,Device,SLOT_MILL_GEAR_GRID_DEVICE,false,false
ACT_MILL_GEAR_GRID,MECHANISM,MECH_MILL_GEAR_GRID_HAZARD,Hazard,SLOT_MILL_GEAR_GRID_HAZARD,false,false
ACT_MILL_GEAR_GRID,MECHANISM,MECH_MILL_GEAR_GRID_RECOVERY,RecoveryController,SLOT_MILL_GEAR_GRID_RECOVERY,false,false
ACT_MILL_GEAR_GRID,MECHANISM,MECH_MILL_GEAR_GRID_RESET,ResetController,SLOT_MILL_GEAR_GRID_RESET,false,false
ACT_MILL_GEAR_GRID,MECHANISM,MECH_MILL_GEAR_GRID_REWARD,RewardEmitter,SLOT_MILL_GEAR_GRID_REWARD,false,false
ACT_MILL_GEAR_GRID,MECHANISM,MECH_MILL_GEAR_GRID_TRIGGER,Trigger,SLOT_MILL_GEAR_GRID_TRIGGER,false,false
ACT_MILL_PESTLE_WORKSHOP,MECHANISM,MECH_MILL_PESTLE_WORKSHOP_CUE,CueEmitter,SLOT_MILL_PESTLE_WORKSHOP_CUE,false,false
ACT_MILL_PESTLE_WORKSHOP,MECHANISM,MECH_MILL_PESTLE_WORKSHOP_DEVICE,Device,SLOT_MILL_PESTLE_WORKSHOP_DEVICE,false,false
ACT_MILL_PESTLE_WORKSHOP,MECHANISM,MECH_MILL_PESTLE_WORKSHOP_HAZARD,Hazard,SLOT_MILL_PESTLE_WORKSHOP_HAZARD,false,false
ACT_MILL_PESTLE_WORKSHOP,MECHANISM,MECH_MILL_PESTLE_WORKSHOP_PROJECTILE,ProjectileEmitter,SLOT_MILL_PESTLE_WORKSHOP_PROJECTILE,false,false
ACT_MILL_PESTLE_WORKSHOP,MECHANISM,MECH_MILL_PESTLE_WORKSHOP_RECOVERY,RecoveryController,SLOT_MILL_PESTLE_WORKSHOP_RECOVERY,false,false
ACT_MILL_PESTLE_WORKSHOP,MECHANISM,MECH_MILL_PESTLE_WORKSHOP_RESET,ResetController,SLOT_MILL_PESTLE_WORKSHOP_RESET,false,false
ACT_MILL_PESTLE_WORKSHOP,MECHANISM,MECH_MILL_PESTLE_WORKSHOP_REWARD,RewardEmitter,SLOT_MILL_PESTLE_WORKSHOP_REWARD,false,false
ACT_MILL_PESTLE_WORKSHOP,MECHANISM,MECH_MILL_PESTLE_WORKSHOP_TRIGGER,Trigger,SLOT_MILL_PESTLE_WORKSHOP_TRIGGER,false,false
ACT_CRATER_BOULDER_CHAIN,PROGRESSION,PROG_CRATER_BOULDER_CHAIN_ACTIVATION,Activation,,false,false
ACT_CRATER_BOULDER_CHAIN,PROGRESSION,PROG_CRATER_BOULDER_CHAIN_CORE,Core,,false,false
ACT_CRATER_BOULDER_CHAIN,PROGRESSION,PROG_CRATER_BOULDER_CHAIN_CUE,Cue,,true,false
ACT_CRATER_BOULDER_CHAIN,PROGRESSION,PROG_CRATER_BOULDER_CHAIN_EXIT,Exit,,false,true
ACT_CRATER_BOULDER_CHAIN,PROGRESSION,PROG_CRATER_BOULDER_CHAIN_RECOVERY,Recovery,,false,false
ACT_CRATER_BOULDER_CHAIN,PROGRESSION,PROG_CRATER_BOULDER_CHAIN_RESET,Reset,,false,false
ACT_CRATER_BOULDER_CHAIN,PROGRESSION,PROG_CRATER_BOULDER_CHAIN_REWARD,Reward,,false,false
ACT_CRATER_RICOCHET_MINE,PROGRESSION,PROG_CRATER_RICOCHET_MINE_ACTIVATION,Activation,,false,false
ACT_CRATER_RICOCHET_MINE,PROGRESSION,PROG_CRATER_RICOCHET_MINE_CORE,Core,,false,false
ACT_CRATER_RICOCHET_MINE,PROGRESSION,PROG_CRATER_RICOCHET_MINE_CUE,Cue,,true,false
ACT_CRATER_RICOCHET_MINE,PROGRESSION,PROG_CRATER_RICOCHET_MINE_EXIT,Exit,,false,true
ACT_CRATER_RICOCHET_MINE,PROGRESSION,PROG_CRATER_RICOCHET_MINE_RECOVERY,Recovery,,false,false
ACT_CRATER_RICOCHET_MINE,PROGRESSION,PROG_CRATER_RICOCHET_MINE_RESET,Reset,,false,false
ACT_CRATER_RICOCHET_MINE,PROGRESSION,PROG_CRATER_RICOCHET_MINE_REWARD,Reward,,false,false
ACT_DOUGH_TIME_TRIAL,PROGRESSION,PROG_DOUGH_TIME_TRIAL_ACTIVATION,Activation,,false,false
ACT_DOUGH_TIME_TRIAL,PROGRESSION,PROG_DOUGH_TIME_TRIAL_CORE,Core,,false,false
ACT_DOUGH_TIME_TRIAL,PROGRESSION,PROG_DOUGH_TIME_TRIAL_CUE,Cue,,true,false
ACT_DOUGH_TIME_TRIAL,PROGRESSION,PROG_DOUGH_TIME_TRIAL_EXIT,Exit,,false,true
ACT_DOUGH_TIME_TRIAL,PROGRESSION,PROG_DOUGH_TIME_TRIAL_RECOVERY,Recovery,,false,false
ACT_DOUGH_TIME_TRIAL,PROGRESSION,PROG_DOUGH_TIME_TRIAL_RESET,Reset,,false,false
ACT_DOUGH_TIME_TRIAL,PROGRESSION,PROG_DOUGH_TIME_TRIAL_REWARD,Reward,,false,false
ACT_MARU_REWIND_ANOMALY,PROGRESSION,PROG_MARU_REWIND_ANOMALY_ACTIVATION,Activation,,false,false
ACT_MARU_REWIND_ANOMALY,PROGRESSION,PROG_MARU_REWIND_ANOMALY_CORE,Core,,false,false
ACT_MARU_REWIND_ANOMALY,PROGRESSION,PROG_MARU_REWIND_ANOMALY_CUE,Cue,,true,false
ACT_MARU_REWIND_ANOMALY,PROGRESSION,PROG_MARU_REWIND_ANOMALY_EXIT,Exit,,false,true
ACT_MARU_REWIND_ANOMALY,PROGRESSION,PROG_MARU_REWIND_ANOMALY_RECOVERY,Recovery,,false,false
ACT_MARU_REWIND_ANOMALY,PROGRESSION,PROG_MARU_REWIND_ANOMALY_RESET,Reset,,false,false
ACT_MARU_REWIND_ANOMALY,PROGRESSION,PROG_MARU_REWIND_ANOMALY_REWARD,Reward,,false,false
ACT_MILL_ESCORT_CART,PROGRESSION,PROG_MILL_ESCORT_CART_ACTIVATION,Activation,,false,false
ACT_MILL_ESCORT_CART,PROGRESSION,PROG_MILL_ESCORT_CART_CORE,Core,,false,false
ACT_MILL_ESCORT_CART,PROGRESSION,PROG_MILL_ESCORT_CART_CUE,Cue,,true,false
ACT_MILL_ESCORT_CART,PROGRESSION,PROG_MILL_ESCORT_CART_EXIT,Exit,,false,true
ACT_MILL_ESCORT_CART,PROGRESSION,PROG_MILL_ESCORT_CART_RECOVERY,Recovery,,false,false
ACT_MILL_ESCORT_CART,PROGRESSION,PROG_MILL_ESCORT_CART_RESET,Reset,,false,false
ACT_MILL_ESCORT_CART,PROGRESSION,PROG_MILL_ESCORT_CART_REWARD,Reward,,false,false
ACT_MILL_GEAR_GRID,PROGRESSION,PROG_MILL_GEAR_GRID_ACTIVATION,Activation,,false,false
ACT_MILL_GEAR_GRID,PROGRESSION,PROG_MILL_GEAR_GRID_CORE,Core,,false,false
ACT_MILL_GEAR_GRID,PROGRESSION,PROG_MILL_GEAR_GRID_CUE,Cue,,true,false
ACT_MILL_GEAR_GRID,PROGRESSION,PROG_MILL_GEAR_GRID_EXIT,Exit,,false,true
ACT_MILL_GEAR_GRID,PROGRESSION,PROG_MILL_GEAR_GRID_RECOVERY,Recovery,,false,false
ACT_MILL_GEAR_GRID,PROGRESSION,PROG_MILL_GEAR_GRID_RESET,Reset,,false,false
ACT_MILL_GEAR_GRID,PROGRESSION,PROG_MILL_GEAR_GRID_REWARD,Reward,,false,false
ACT_MILL_PESTLE_WORKSHOP,PROGRESSION,PROG_MILL_PESTLE_WORKSHOP_ACTIVATION,Activation,,false,false
ACT_MILL_PESTLE_WORKSHOP,PROGRESSION,PROG_MILL_PESTLE_WORKSHOP_CORE,Core,,false,false
ACT_MILL_PESTLE_WORKSHOP,PROGRESSION,PROG_MILL_PESTLE_WORKSHOP_CUE,Cue,,true,false
ACT_MILL_PESTLE_WORKSHOP,PROGRESSION,PROG_MILL_PESTLE_WORKSHOP_EXIT,Exit,,false,true
ACT_MILL_PESTLE_WORKSHOP,PROGRESSION,PROG_MILL_PESTLE_WORKSHOP_RECOVERY,Recovery,,false,false
ACT_MILL_PESTLE_WORKSHOP,PROGRESSION,PROG_MILL_PESTLE_WORKSHOP_RESET,Reset,,false,false
ACT_MILL_PESTLE_WORKSHOP,PROGRESSION,PROG_MILL_PESTLE_WORKSHOP_REWARD,Reward,,false,false
