activity_id,edge_id,graph_kind,edge_kind,from_node_id,to_node_id,edge_order
ACT_CRATER_RICOCHET_MINE,MECH_EDGE_CRATER_RICOCHET_MINE_06_DEVICE_RECOVERY,MECHANISM,ENABLES,MECH_CRATER_RICOCHET_MINE_DEVICE,MECH_CRATER_RICOCHET_MINE_RECOVERY,6
ACT_CRATER_RICOCHET_MINE,MECH_EDGE_CRATER_RICOCHET_MINE_07_DEVICE_RESET,MECHANISM,ENABLES,MECH_CRATER_RICOCHET_MINE_DEVICE,MECH_CRATER_RICOCHET_MINE_RESET,7
ACT_CRATER_RICOCHET_MINE,PROG_EDGE_CRATER_RICOCHET_MINE_01_CUE_ACTIVATION,PROGRESSION,ADVANCE,PROG_CRATER_RICOCHET_MINE_CUE,PROG_CRATER_RICOCHET_MINE_ACTIVATION,1
ACT_CRATER_RICOCHET_MINE,PROG_EDGE_CRATER_RICOCHET_MINE_02_ACTIVATION_CORE,PROGRESSION,ADVANCE,PROG_CRATER_RICOCHET_MINE_ACTIVATION,PROG_CRATER_RICOCHET_MINE_CORE,2
ACT_CRATER_RICOCHET_MINE,PROG_EDGE_CRATER_RICOCHET_MINE_03_CORE_REWARD,PROGRESSION,ADVANCE,PROG_CRATER_RICOCHET_MINE_CORE,PROG_CRATER_RICOCHET_MINE_REWARD,3
ACT_CRATER_RICOCHET_MINE,PROG_EDGE_CRATER_RICOCHET_MINE_04_REWARD_RECOVERY,PROGRESSION,ADVANCE,PROG_CRATER_RICOCHET_MINE_REWARD,PROG_CRATER_RICOCHET_MINE_RECOVERY,4
ACT_CRATER_RICOCHET_MINE,PROG_EDGE_CRATER_RICOCHET_MINE_05_RECOVERY_EXIT,PROGRESSION,EXIT,PROG_CRATER_RICOCHET_MINE_RECOVERY,PROG_CRATER_RICOCHET_MINE_EXIT,5
ACT_CRATER_RICOCHET_MINE,PROG_EDGE_CRATER_RICOCHET_MINE_06_CORE_RESET,PROGRESSION,FAILURE,PROG_CRATER_RICOCHET_MINE_CORE,PROG_CRATER_RICOCHET_MINE_RESET,6
ACT_CRATER_RICOCHET_MINE,PROG_EDGE_CRATER_RICOCHET_MINE_07_RESET_ACTIVATION,PROGRESSION,RESET,PROG_CRATER_RICOCHET_MINE_RESET,PROG_CRATER_RICOCHET_MINE_ACTIVATION,7
ACT_DOUGH_TIME_TRIAL,MECH_EDGE_DOUGH_TIME_TRIAL_01_TRIGGER_CUE,MECHANISM,ACTIVATES,MECH_DOUGH_TIME_TRIAL_TRIGGER,MECH_DOUGH_TIME_TRIAL_CUE,1
ACT_DOUGH_TIME_TRIAL,MECH_EDGE_DOUGH_TIME_TRIAL_02_TRIGGER_DEVICE,MECHANISM,ACTIVATES,MECH_DOUGH_TIME_TRIAL_TRIGGER,MECH_DOUGH_TIME_TRIAL_DEVICE,2
ACT_DOUGH_TIME_TRIAL,MECH_EDGE_DOUGH_TIME_TRIAL_03_DEVICE_HAZARD,MECHANISM,DRIVES,MECH_DOUGH_TIME_TRIAL_DEVICE,MECH_DOUGH_TIME_TRIAL_HAZARD,3
ACT_DOUGH_TIME_TRIAL,MECH_EDGE_DOUGH_TIME_TRIAL_05_DEVICE_REWARD,MECHANISM,DRIVES,MECH_DOUGH_TIME_TRIAL_DEVICE,MECH_DOUGH_TIME_TRIAL_REWARD,5
ACT_DOUGH_TIME_TRIAL,MECH_EDGE_DOUGH_TIME_TRIAL_06_DEVICE_RECOVERY,MECHANISM,ENABLES,MECH_DOUGH_TIME_TRIAL_DEVICE,MECH_DOUGH_TIME_TRIAL_RECOVERY,6
ACT_DOUGH_TIME_TRIAL,MECH_EDGE_DOUGH_TIME_TRIAL_07_DEVICE_RESET,MECHANISM,ENABLES,MECH_DOUGH_TIME_TRIAL_DEVICE,MECH_DOUGH_TIME_TRIAL_RESET,7
ACT_DOUGH_TIME_TRIAL,PROG_EDGE_DOUGH_TIME_TRIAL_01_CUE_ACTIVATION,PROGRESSION,ADVANCE,PROG_DOUGH_TIME_TRIAL_CUE,PROG_DOUGH_TIME_TRIAL_ACTIVATION,1
ACT_DOUGH_TIME_TRIAL,PROG_EDGE_DOUGH_TIME_TRIAL_02_ACTIVATION_CORE,PROGRESSION,ADVANCE,PROG_DOUGH_TIME_TRIAL_ACTIVATION,PROG_DOUGH_TIME_TRIAL_CORE,2
ACT_DOUGH_TIME_TRIAL,PROG_EDGE_DOUGH_TIME_TRIAL_03_CORE_REWARD,PROGRESSION,ADVANCE,PROG_DOUGH_TIME_TRIAL_CORE,PROG_DOUGH_TIME_TRIAL_REWARD,3
ACT_DOUGH_TIME_TRIAL,PROG_EDGE_DOUGH_TIME_TRIAL_04_REWARD_RECOVERY,PROGRESSION,ADVANCE,PROG_DOUGH_TIME_TRIAL_REWARD,PROG_DOUGH_TIME_TRIAL_RECOVERY,4
ACT_DOUGH_TIME_TRIAL,PROG_EDGE_DOUGH_TIME_TRIAL_05_RECOVERY_EXIT,PROGRESSION,EXIT,PROG_DOUGH_TIME_TRIAL_RECOVERY,PROG_DOUGH_TIME_TRIAL_EXIT,5
ACT_DOUGH_TIME_TRIAL,PROG_EDGE_DOUGH_TIME_TRIAL_06_CORE_RESET,PROGRESSION,FAILURE,PROG_DOUGH_TIME_TRIAL_CORE,PROG_DOUGH_TIME_TRIAL_RESET,6
ACT_DOUGH_TIME_TRIAL,PROG_EDGE_DOUGH_TIME_TRIAL_07_RESET_ACTIVATION,PROGRESSION,RESET,PROG_DOUGH_TIME_TRIAL_RESET,PROG_DOUGH_TIME_TRIAL_ACTIVATION,7
ACT_MARU_REWIND_ANOMALY,MECH_EDGE_MARU_REWIND_ANOMALY_01_TRIGGER_CUE,MECHANISM,ACTIVATES,MECH_MARU_REWIND_ANOMALY_TRIGGER,MECH_MARU_REWIND_ANOMALY_CUE,1
ACT_MARU_REWIND_ANOMALY,MECH_EDGE_MARU_REWIND_ANOMALY_02_TRIGGER_DEVICE,MECHANISM,ACTIVATES,MECH_MARU_REWIND_ANOMALY_TRIGGER,MECH_MARU_REWIND_ANOMALY_DEVICE,2
ACT_MARU_REWIND_ANOMALY,MECH_EDGE_MARU_REWIND_ANOMALY_03_DEVICE_HAZARD,MECHANISM,DRIVES,MECH_MARU_REWIND_ANOMALY_DEVICE,MECH_MARU_REWIND_ANOMALY_HAZARD,3
ACT_MARU_REWIND_ANOMALY,MECH_EDGE_MARU_REWIND_ANOMALY_05_DEVICE_REWARD,MECHANISM,DRIVES,MECH_MARU_REWIND_ANOMALY_DEVICE,MECH_MARU_REWIND_ANOMALY_REWARD,5
ACT_MARU_REWIND_ANOMALY,MECH_EDGE_MARU_REWIND_ANOMALY_06_DEVICE_RECOVERY,MECHANISM,ENABLES,MECH_MARU_REWIND_ANOMALY_DEVICE,MECH_MARU_REWIND_ANOMALY_RECOVERY,6
ACT_MARU_REWIND_ANOMALY,MECH_EDGE_MARU_REWIND_ANOMALY_07_DEVICE_RESET,MECHANISM,ENABLES,MECH_MARU_REWIND_ANOMALY_DEVICE,MECH_MARU_REWIND_ANOMALY_RESET,7
ACT_MARU_REWIND_ANOMALY,PROG_EDGE_MARU_REWIND_ANOMALY_01_CUE_ACTIVATION,PROGRESSION,ADVANCE,PROG_MARU_REWIND_ANOMALY_CUE,PROG_MARU_REWIND_ANOMALY_ACTIVATION,1
ACT_MARU_REWIND_ANOMALY,PROG_EDGE_MARU_REWIND_ANOMALY_02_ACTIVATION_CORE,PROGRESSION,ADVANCE,PROG_MARU_REWIND_ANOMALY_ACTIVATION,PROG_MARU_REWIND_ANOMALY_CORE,2
ACT_MARU_REWIND_ANOMALY,PROG_EDGE_MARU_REWIND_ANOMALY_03_CORE_REWARD,PROGRESSION,ADVANCE,PROG_MARU_REWIND_ANOMALY_CORE,PROG_MARU_REWIND_ANOMALY_REWARD,3
ACT_MARU_REWIND_ANOMALY,PROG_EDGE_MARU_REWIND_ANOMALY_04_REWARD_RECOVERY,PROGRESSION,ADVANCE,PROG_MARU_REWIND_ANOMALY_REWARD,PROG_MARU_REWIND_ANOMALY_RECOVERY,4
ACT_MARU_REWIND_ANOMALY,PROG_EDGE_MARU_REWIND_ANOMALY_05_RECOVERY_EXIT,PROGRESSION,EXIT,PROG_MARU_REWIND_ANOMALY_RECOVERY,PROG_MARU_REWIND_ANOMALY_EXIT,5
ACT_MARU_REWIND_ANOMALY,PROG_EDGE_MARU_REWIND_ANOMALY_06_CORE_RESET,PROGRESSION,FAILURE,PROG_MARU_REWIND_ANOMALY_CORE,PROG_MARU_REWIND_ANOMALY_RESET,6
ACT_MARU_REWIND_ANOMALY,PROG_EDGE_MARU_REWIND_ANOMALY_07_RESET_ACTIVATION,PROGRESSION,RESET,PROG_MARU_REWIND_ANOMALY_RESET,PROG_MARU_REWIND_ANOMALY_ACTIVATION,7
ACT_MILL_ESCORT_CART,MECH_EDGE_MILL_ESCORT_CART_01_TRIGGER_CUE,MECHANISM,ACTIVATES,MECH_MILL_ESCORT_CART_TRIGGER,MECH_MILL_ESCORT_CART_CUE,1
ACT_MILL_ESCORT_CART,MECH_EDGE_MILL_ESCORT_CART_02_TRIGGER_DEVICE,MECHANISM,ACTIVATES,MECH_MILL_ESCORT_CART_TRIGGER,MECH_MILL_ESCORT_CART_DEVICE,2
ACT_MILL_ESCORT_CART,MECH_EDGE_MILL_ESCORT_CART_03_DEVICE_HAZARD,MECHANISM,DRIVES,MECH_MILL_ESCORT_CART_DEVICE,MECH_MILL_ESCORT_CART_HAZARD,3
ACT_MILL_ESCORT_CART,MECH_EDGE_MILL_ESCORT_CART_05_DEVICE_REWARD,MECHANISM,DRIVES,MECH_MILL_ESCORT_CART_DEVICE,MECH_MILL_ESCORT_CART_REWARD,5
ACT_MILL_ESCORT_CART,MECH_EDGE_MILL_ESCORT_CART_06_DEVICE_RECOVERY,MECHANISM,ENABLES,MECH_MILL_ESCORT_CART_DEVICE,MECH_MILL_ESCORT_CART_RECOVERY,6
ACT_MILL_ESCORT_CART,MECH_EDGE_MILL_ESCORT_CART_07_DEVICE_RESET,MECHANISM,ENABLES,MECH_MILL_ESCORT_CART_DEVICE,MECH_MILL_ESCORT_CART_RESET,7
ACT_MILL_ESCORT_CART,PROG_EDGE_MILL_ESCORT_CART_01_CUE_ACTIVATION,PROGRESSION,ADVANCE,PROG_MILL_ESCORT_CART_CUE,PROG_MILL_ESCORT_CART_ACTIVATION,1
ACT_MILL_ESCORT_CART,PROG_EDGE_MILL_ESCORT_CART_02_ACTIVATION_CORE,PROGRESSION,ADVANCE,PROG_MILL_ESCORT_CART_ACTIVATION,PROG_MILL_ESCORT_CART_CORE,2
ACT_MILL_ESCORT_CART,PROG_EDGE_MILL_ESCORT_CART_03_CORE_REWARD,PROGRESSION,ADVANCE,PROG_MILL_ESCORT_CART_CORE,PROG_MILL_ESCORT_CART_REWARD,3
ACT_MILL_ESCORT_CART,PROG_EDGE_MILL_ESCORT_CART_04_REWARD_RECOVERY,PROGRESSION,ADVANCE,PROG_MILL_ESCORT_CART_REWARD,PROG_MILL_ESCORT_CART_RECOVERY,4
ACT_MILL_ESCORT_CART,PROG_EDGE_MILL_ESCORT_CART_05_RECOVERY_EXIT,PROGRESSION,EXIT,PROG_MILL_ESCORT_CART_RECOVERY,PROG_MILL_ESCORT_CART_EXIT,5
ACT_MILL_ESCORT_CART,PROG_EDGE_MILL_ESCORT_CART_06_CORE_RESET,PROGRESSION,FAILURE,PROG_MILL_ESCORT_CART_CORE,PROG_MILL_ESCORT_CART_RESET,6
ACT_MILL_ESCORT_CART,PROG_EDGE_MILL_ESCORT_CART_07_RESET_ACTIVATION,PROGRESSION,RESET,PROG_MILL_ESCORT_CART_RESET,PROG_MILL_ESCORT_CART_ACTIVATION,7
ACT_MILL_GEAR_GRID,MECH_EDGE_MILL_GEAR_GRID_01_TRIGGER_CUE,MECHANISM,ACTIVATES,MECH_MILL_GEAR_GRID_TRIGGER,MECH_MILL_GEAR_GRID_CUE,1
ACT_MILL_GEAR_GRID,MECH_EDGE_MILL_GEAR_GRID_02_TRIGGER_DEVICE,MECHANISM,ACTIVATES,MECH_MILL_GEAR_GRID_TRIGGER,MECH_MILL_GEAR_GRID_DEVICE,2
ACT_MILL_GEAR_GRID,MECH_EDGE_MILL_GEAR_GRID_03_DEVICE_HAZARD,MECHANISM,DRIVES,MECH_MILL_GEAR_GRID_DEVICE,MECH_MILL_GEAR_GRID_HAZARD,3
ACT_MILL_GEAR_GRID,MECH_EDGE_MILL_GEAR_GRID_05_DEVICE_REWARD,MECHANISM,DRIVES,MECH_MILL_GEAR_GRID_DEVICE,MECH_MILL_GEAR_GRID_REWARD,5
ACT_MILL_GEAR_GRID,MECH_EDGE_MILL_GEAR_GRID_06_DEVICE_RECOVERY,MECHANISM,ENABLES,MECH_MILL_GEAR_GRID_DEVICE,MECH_MILL_GEAR_GRID_RECOVERY,6
ACT_MILL_GEAR_GRID,MECH_EDGE_MILL_GEAR_GRID_07_DEVICE_RESET,MECHANISM,ENABLES,MECH_MILL_GEAR_GRID_DEVICE,MECH_MILL_GEAR_GRID_RESET,7
ACT_MILL_GEAR_GRID,PROG_EDGE_MILL_GEAR_GRID_01_CUE_ACTIVATION,PROGRESSION,ADVANCE,PROG_MILL_GEAR_GRID_CUE,PROG_MILL_GEAR_GRID_ACTIVATION,1
ACT_MILL_GEAR_GRID,PROG_EDGE_MILL_GEAR_GRID_02_ACTIVATION_CORE,PROGRESSION,ADVANCE,PROG_MILL_GEAR_GRID_ACTIVATION,PROG_MILL_GEAR_GRID_CORE,2
ACT_MILL_GEAR_GRID,PROG_EDGE_MILL_GEAR_GRID_03_CORE_REWARD,PROGRESSION,ADVANCE,PROG_MILL_GEAR_GRID_CORE,PROG_MILL_GEAR_GRID_REWARD,3
ACT_MILL_GEAR_GRID,PROG_EDGE_MILL_GEAR_GRID_04_REWARD_RECOVERY,PROGRESSION,ADVANCE,PROG_MILL_GEAR_GRID_REWARD,PROG_MILL_GEAR_GRID_RECOVERY,4
ACT_MILL_GEAR_GRID,PROG_EDGE_MILL_GEAR_GRID_05_RECOVERY_EXIT,PROGRESSION,EXIT,PROG_MILL_GEAR_GRID_RECOVERY,PROG_MILL_GEAR_GRID_EXIT,5
ACT_MILL_GEAR_GRID,PROG_EDGE_MILL_GEAR_GRID_06_CORE_RESET,PROGRESSION,FAILURE,PROG_MILL_GEAR_GRID_CORE,PROG_MILL_GEAR_GRID_RESET,6
ACT_MILL_GEAR_GRID,PROG_EDGE_MILL_GEAR_GRID_07_RESET_ACTIVATION,PROGRESSION,RESET,PROG_MILL_GEAR_GRID_RESET,PROG_MILL_GEAR_GRID_ACTIVATION,7
ACT_MILL_PESTLE_WORKSHOP,MECH_EDGE_MILL_PESTLE_WORKSHOP_01_TRIGGER_CUE,MECHANISM,ACTIVATES,MECH_MILL_PESTLE_WORKSHOP_TRIGGER,MECH_MILL_PESTLE_WORKSHOP_CUE,1
ACT_MILL_PESTLE_WORKSHOP,MECH_EDGE_MILL_PESTLE_WORKSHOP_02_TRIGGER_DEVICE,MECHANISM,ACTIVATES,MECH_MILL_PESTLE_WORKSHOP_TRIGGER,MECH_MILL_PESTLE_WORKSHOP_DEVICE,2
ACT_MILL_PESTLE_WORKSHOP,MECH_EDGE_MILL_PESTLE_WORKSHOP_03_DEVICE_HAZARD,MECHANISM,DRIVES,MECH_MILL_PESTLE_WORKSHOP_DEVICE,MECH_MILL_PESTLE_WORKSHOP_HAZARD,3
ACT_MILL_PESTLE_WORKSHOP,MECH_EDGE_MILL_PESTLE_WORKSHOP_04_DEVICE_PROJECTILE,MECHANISM,DRIVES,MECH_MILL_PESTLE_WORKSHOP_DEVICE,MECH_MILL_PESTLE_WORKSHOP_PROJECTILE,4
ACT_MILL_PESTLE_WORKSHOP,MECH_EDGE_MILL_PESTLE_WORKSHOP_05_DEVICE_REWARD,MECHANISM,DRIVES,MECH_MILL_PESTLE_WORKSHOP_DEVICE,MECH_MILL_PESTLE_WORKSHOP_REWARD,5
ACT_MILL_PESTLE_WORKSHOP,MECH_EDGE_MILL_PESTLE_WORKSHOP_06_DEVICE_RECOVERY,MECHANISM,ENABLES,MECH_MILL_PESTLE_WORKSHOP_DEVICE,MECH_MILL_PESTLE_WORKSHOP_RECOVERY,6
ACT_MILL_PESTLE_WORKSHOP,MECH_EDGE_MILL_PESTLE_WORKSHOP_07_DEVICE_RESET,MECHANISM,ENABLES,MECH_MILL_PESTLE_WORKSHOP_DEVICE,MECH_MILL_PESTLE_WORKSHOP_RESET,7
ACT_MILL_PESTLE_WORKSHOP,PROG_EDGE_MILL_PESTLE_WORKSHOP_01_CUE_ACTIVATION,PROGRESSION,ADVANCE,PROG_MILL_PESTLE_WORKSHOP_CUE,PROG_MILL_PESTLE_WORKSHOP_ACTIVATION,1
ACT_MILL_PESTLE_WORKSHOP,PROG_EDGE_MILL_PESTLE_WORKSHOP_02_ACTIVATION_CORE,PROGRESSION,ADVANCE,PROG_MILL_PESTLE_WORKSHOP_ACTIVATION,PROG_MILL_PESTLE_WORKSHOP_CORE,2
ACT_MILL_PESTLE_WORKSHOP,PROG_EDGE_MILL_PESTLE_WORKSHOP_03_CORE_REWARD,PROGRESSION,ADVANCE,PROG_MILL_PESTLE_WORKSHOP_CORE,PROG_MILL_PESTLE_WORKSHOP_REWARD,3
ACT_MILL_PESTLE_WORKSHOP,PROG_EDGE_MILL_PESTLE_WORKSHOP_04_REWARD_RECOVERY,PROGRESSION,ADVANCE,PROG_MILL_PESTLE_WORKSHOP_REWARD,PROG_MILL_PESTLE_WORKSHOP_RECOVERY,4
ACT_MILL_PESTLE_WORKSHOP,PROG_EDGE_MILL_PESTLE_WORKSHOP_05_RECOVERY_EXIT,PROGRESSION,EXIT,PROG_MILL_PESTLE_WORKSHOP_RECOVERY,PROG_MILL_PESTLE_WORKSHOP_EXIT,5
ACT_MILL_PESTLE_WORKSHOP,PROG_EDGE_MILL_PESTLE_WORKSHOP_06_CORE_RESET,PROGRESSION,FAILURE,PROG_MILL_PESTLE_WORKSHOP_CORE,PROG_MILL_PESTLE_WORKSHOP_RESET,6
ACT_MILL_PESTLE_WORKSHOP,PROG_EDGE_MILL_PESTLE_WORKSHOP_07_RESET_ACTIVATION,PROGRESSION,RESET,PROG_MILL_PESTLE_WORKSHOP_RESET,PROG_MILL_PESTLE_WORKSHOP_ACTIVATION,7
