overlay_id,kind,world_x,world_y,owner_id,condition
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_176","LADDER","415","202","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_177","LADDER","415","203","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_178","LADDER","415","204","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_179","LADDER","415","205","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_180","LADDER","415","206","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_181","LADDER","415","207","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_182","LADDER","415","208","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_183","LADDER","415","209","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_184","LADDER","415","210","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_185","LADDER","415","211","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_186","LADDER","415","212","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_187","LADDER","415","213","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_188","LADDER","415","214","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_189","LADDER","415","215","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_190","LADDER","415","216","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_191","LADDER","415","217","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_192","LADDER","415","218","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_193","LADDER","415","219","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_194","LADDER","415","220","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_195","LADDER","415","221","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_196","LADDER","415","222","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_197","LADDER","415","223","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_198","LADDER","415","224","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_199","LADDER","415","225","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_2","LADDER","523","136","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_200","LADDER","415","226","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_201","LADDER","415","227","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_202","LADDER","415","228","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_203","LADDER","415","229","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_204","LADDER","415","230","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_205","LADDER","415","231","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_206","LADDER","415","232","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_207","LADDER","415","233","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_208","LADDER","415","234","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_209","LADDER","415","235","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_210","LADDER","415","236","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_211","LADDER","415","237","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_212","LADDER","415","238","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_213","LADDER","415","239","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_214","LADDER","415","240","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_215","LADDER","415","241","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_216","LADDER","415","242","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_217","LADDER","415","243","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_218","LADDER","415","244","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_219","LADDER","415","245","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_220","LADDER","415","246","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_221","LADDER","415","247","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_222","LADDER","415","248","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_223","LADDER","415","249","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_224","LADDER","415","250","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_225","LADDER","415","251","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_226","LADDER","415","252","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_227","LADDER","415","253","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_228","LADDER","415","254","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_229","LADDER","415","255","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_230","LADDER","415","256","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_231","LADDER","415","257","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_232","LADDER","415","258","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_233","LADDER","415","259","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_234","LADDER","415","260","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_235","LADDER","415","261","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_236","LADDER","415","262","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_237","LADDER","415","263","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_238","LADDER","415","264","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_239","LADDER","415","265","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
"0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3_CLIMB_240","LADDER","415","266","0fc428a59647d62495d286c4c25fd66afac209842182354729188041dc5796e3","CharacterLiveClimbSurface.StaticSafe"
