micro_x,micro_y,patch_id,state,cluster_id,protected_cell_count,port_type
"25","0","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"26","0","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","InactiveSolid","","0","INACTIVE_NO_PORT"
"27","0","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"28","0","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"29","0","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"30","0","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"31","0","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"32","0","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"33","0","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"34","0","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"35","0","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"36","0","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"37","0","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"38","0","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"39","0","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","InactiveSolid","","0","INACTIVE_NO_PORT"
"40","0","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"41","0","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"42","0","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"43","0","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"44","0","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"45","0","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"46","0","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"47","0","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"48","0","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"49","0","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"50","0","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"51","0","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"0","1","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"1","1","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"2","1","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"3","1","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"4","1","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"5","1","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"6","1","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"7","1","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"8","1","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"9","1","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"10","1","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"11","1","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"12","1","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"13","1","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"14","1","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"15","1","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"16","1","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"17","1","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"18","1","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"19","1","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"20","1","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"21","1","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"22","1","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"23","1","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"24","1","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"25","1","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"26","1","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"27","1","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"28","1","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"29","1","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"30","1","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"31","1","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"32","1","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"33","1","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"34","1","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"35","1","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"36","1","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"37","1","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"38","1","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"39","1","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"40","1","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"41","1","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"42","1","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"43","1","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"44","1","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"45","1","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"46","1","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"47","1","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"48","1","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"49","1","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"50","1","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"51","1","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"0","2","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"1","2","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"2","2","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"3","2","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"4","2","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"5","2","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"6","2","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"7","2","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"8","2","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"9","2","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"10","2","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"11","2","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"12","2","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"13","2","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"14","2","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"15","2","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"16","2","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"17","2","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"18","2","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"19","2","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"20","2","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"21","2","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"22","2","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"23","2","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"24","2","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"25","2","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"26","2","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"27","2","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"28","2","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"29","2","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"30","2","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"31","2","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"32","2","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"33","2","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"34","2","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"35","2","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"36","2","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"37","2","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"38","2","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"39","2","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"40","2","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"41","2","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"42","2","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"43","2","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"44","2","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"45","2","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"46","2","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"47","2","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"48","2","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"49","2","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"50","2","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"51","2","d297e28101bdd0b92cbfe29d186dbee33d13f26d05cfe35b71ae16a99a24dd53","Active","","0","TYPE0_PUBLIC"
"0","3","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"1","3","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"2","3","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"3","3","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","RMAP16_CLUSTER_SLOPE","0","TYPE0_PUBLIC"
"4","3","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","RMAP16_CLUSTER_SLOPE","0","TYPE0_PUBLIC"
"5","3","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"6","3","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"7","3","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"8","3","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"9","3","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"10","3","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"11","3","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"12","3","5e82aa367ab79c2f5eef7cdec4c5c77717125efd17c3f201d721034e7fcd5c45","Active","","0","TYPE0_PUBLIC"
"13","3","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"14","3","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"15","3","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"16","3","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"17","3","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"18","3","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"19","3","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"20","3","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","SpecialReserved","","56","RMAP15_RESERVED_ACCESS"
"21","3","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","SpecialReserved","","96","RMAP15_RESERVED_ACCESS"
"22","3","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","SpecialReserved","","8","RMAP15_RESERVED_ACCESS"
"23","3","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"24","3","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"25","3","2d4a1882ef7b3cee9a4474fbb276b5758d3aa83e7860cf7b4de075fd17d01601","Active","","0","TYPE0_PUBLIC"
"26","3","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"27","3","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"28","3","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"29","3","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"30","3","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"31","3","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"32","3","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"33","3","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"34","3","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"35","3","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"36","3","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
"37","3","84d336cda898a3e5b69ed7a0a2a5afc9717c612e57d8bf9ed6c8b74ba9b306c6","Active","","0","TYPE0_PUBLIC"
