scope_kind,scope_id,solid,air,one_way,total,density_permille,policy
"CHUNK_STATE","Active:17,1","49","47","0","96","510","ACTUAL_S_A_O"
"CHUNK_STATE","Active:18,1","44","52","0","96","458","ACTUAL_S_A_O"
"CHUNK_STATE","Active:19,1","48","48","0","96","500","ACTUAL_S_A_O"
"CHUNK_STATE","Active:20,1","43","53","0","96","447","ACTUAL_S_A_O"
"CHUNK_STATE","Active:21,1","44","52","0","96","458","ACTUAL_S_A_O"
"CHUNK_STATE","Active:22,1","40","56","0","96","416","ACTUAL_S_A_O"
"CHUNK_STATE","Active:23,1","51","45","0","96","531","ACTUAL_S_A_O"
"CHUNK_STATE","Active:24,1","50","46","0","96","520","ACTUAL_S_A_O"
"CHUNK_STATE","Active:25,1","48","48","0","96","500","ACTUAL_S_A_O"
"CHUNK_STATE","Active:26,1","53","43","0","96","552","ACTUAL_S_A_O"
"CHUNK_STATE","Active:27,1","57","39","0","96","593","ACTUAL_S_A_O"
"CHUNK_STATE","Active:28,1","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:29,1","64","32","0","96","666","ACTUAL_S_A_O"
"CHUNK_STATE","Active:30,1","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:31,1","54","42","0","96","562","ACTUAL_S_A_O"
"CHUNK_STATE","Active:32,1","47","49","0","96","489","ACTUAL_S_A_O"
"CHUNK_STATE","Active:33,1","53","43","0","96","552","ACTUAL_S_A_O"
"CHUNK_STATE","Active:34,1","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:35,1","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:36,1","65","31","0","96","677","ACTUAL_S_A_O"
"CHUNK_STATE","Active:37,1","64","32","0","96","666","ACTUAL_S_A_O"
"CHUNK_STATE","Active:38,1","57","39","0","96","593","ACTUAL_S_A_O"
"CHUNK_STATE","Active:39,1","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:40,1","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:41,1","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:42,1","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:43,1","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:44,1","54","42","0","96","562","ACTUAL_S_A_O"
"CHUNK_STATE","Active:45,1","55","41","0","96","572","ACTUAL_S_A_O"
"CHUNK_STATE","Active:46,1","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:47,1","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","Active:48,1","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:49,1","51","45","0","96","531","ACTUAL_S_A_O"
"CHUNK_STATE","Active:50,1","55","41","0","96","572","ACTUAL_S_A_O"
"CHUNK_STATE","Active:51,1","50","46","0","96","520","ACTUAL_S_A_O"
"CHUNK_STATE","Active:0,2","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:1,2","55","41","0","96","572","ACTUAL_S_A_O"
"CHUNK_STATE","Active:2,2","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","Active:3,2","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:4,2","47","49","0","96","489","ACTUAL_S_A_O"
"CHUNK_STATE","Active:5,2","47","49","0","96","489","ACTUAL_S_A_O"
"CHUNK_STATE","Active:6,2","39","57","0","96","406","ACTUAL_S_A_O"
"CHUNK_STATE","Active:7,2","33","63","0","96","343","ACTUAL_S_A_O"
"CHUNK_STATE","Active:8,2","38","58","0","96","395","ACTUAL_S_A_O"
"CHUNK_STATE","Active:9,2","37","59","0","96","385","ACTUAL_S_A_O"
"CHUNK_STATE","Active:10,2","41","55","0","96","427","ACTUAL_S_A_O"
"CHUNK_STATE","Active:11,2","46","50","0","96","479","ACTUAL_S_A_O"
"CHUNK_STATE","Active:12,2","53","43","0","96","552","ACTUAL_S_A_O"
"CHUNK_STATE","Active:13,2","47","49","0","96","489","ACTUAL_S_A_O"
"CHUNK_STATE","Active:14,2","44","52","0","96","458","ACTUAL_S_A_O"
"CHUNK_STATE","Active:15,2","47","49","0","96","489","ACTUAL_S_A_O"
"CHUNK_STATE","Active:16,2","49","47","0","96","510","ACTUAL_S_A_O"
"CHUNK_STATE","Active:17,2","45","51","0","96","468","ACTUAL_S_A_O"
"CHUNK_STATE","Active:18,2","50","46","0","96","520","ACTUAL_S_A_O"
"CHUNK_STATE","Active:19,2","44","52","0","96","458","ACTUAL_S_A_O"
"CHUNK_STATE","Active:20,2","46","50","0","96","479","ACTUAL_S_A_O"
"CHUNK_STATE","Active:21,2","48","48","0","96","500","ACTUAL_S_A_O"
"CHUNK_STATE","Active:22,2","39","57","0","96","406","ACTUAL_S_A_O"
"CHUNK_STATE","Active:23,2","50","46","0","96","520","ACTUAL_S_A_O"
"CHUNK_STATE","Active:24,2","47","49","0","96","489","ACTUAL_S_A_O"
"CHUNK_STATE","Active:25,2","39","57","0","96","406","ACTUAL_S_A_O"
"CHUNK_STATE","Active:26,2","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:27,2","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:28,2","49","47","0","96","510","ACTUAL_S_A_O"
"CHUNK_STATE","Active:29,2","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:30,2","52","44","0","96","541","ACTUAL_S_A_O"
"CHUNK_STATE","Active:31,2","65","31","0","96","677","ACTUAL_S_A_O"
"CHUNK_STATE","Active:32,2","51","45","0","96","531","ACTUAL_S_A_O"
"CHUNK_STATE","Active:33,2","53","43","0","96","552","ACTUAL_S_A_O"
"CHUNK_STATE","Active:34,2","54","42","0","96","562","ACTUAL_S_A_O"
"CHUNK_STATE","Active:35,2","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:36,2","59","37","0","96","614","ACTUAL_S_A_O"
"CHUNK_STATE","Active:37,2","53","43","0","96","552","ACTUAL_S_A_O"
"CHUNK_STATE","Active:38,2","54","42","0","96","562","ACTUAL_S_A_O"
"CHUNK_STATE","Active:39,2","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:40,2","52","44","0","96","541","ACTUAL_S_A_O"
"CHUNK_STATE","Active:41,2","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:42,2","53","43","0","96","552","ACTUAL_S_A_O"
"CHUNK_STATE","Active:43,2","54","42","0","96","562","ACTUAL_S_A_O"
"CHUNK_STATE","Active:44,2","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:45,2","54","42","0","96","562","ACTUAL_S_A_O"
"CHUNK_STATE","Active:46,2","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","Active:47,2","67","29","0","96","697","ACTUAL_S_A_O"
"CHUNK_STATE","Active:48,2","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","Active:49,2","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:50,2","52","44","0","96","541","ACTUAL_S_A_O"
"CHUNK_STATE","Active:51,2","57","39","0","96","593","ACTUAL_S_A_O"
"CHUNK_STATE","Active:0,3","50","46","0","96","520","ACTUAL_S_A_O"
"CHUNK_STATE","Active:1,3","41","55","0","96","427","ACTUAL_S_A_O"
"CHUNK_STATE","Active:2,3","46","50","0","96","479","ACTUAL_S_A_O"
"CHUNK_STATE","Active:3,3","49","47","0","96","510","ACTUAL_S_A_O"
"CHUNK_STATE","Active:4,3","95","1","0","96","989","ACTUAL_S_A_O"
"CHUNK_STATE","Active:5,3","47","49","0","96","489","ACTUAL_S_A_O"
"CHUNK_STATE","Active:6,3","46","50","0","96","479","ACTUAL_S_A_O"
"CHUNK_STATE","Active:7,3","45","51","0","96","468","ACTUAL_S_A_O"
"CHUNK_STATE","Active:8,3","38","58","0","96","395","ACTUAL_S_A_O"
"CHUNK_STATE","Active:9,3","32","64","0","96","333","ACTUAL_S_A_O"
"CHUNK_STATE","Active:10,3","39","57","0","96","406","ACTUAL_S_A_O"
"CHUNK_STATE","Active:11,3","49","47","0","96","510","ACTUAL_S_A_O"
"CHUNK_STATE","Active:12,3","46","50","0","96","479","ACTUAL_S_A_O"
"CHUNK_STATE","Active:13,3","49","47","0","96","510","ACTUAL_S_A_O"
"CHUNK_STATE","Active:14,3","47","49","0","96","489","ACTUAL_S_A_O"
"CHUNK_STATE","Active:15,3","47","49","0","96","489","ACTUAL_S_A_O"
"CHUNK_STATE","Active:16,3","37","59","0","96","385","ACTUAL_S_A_O"
"CHUNK_STATE","Active:17,3","41","55","0","96","427","ACTUAL_S_A_O"
"CHUNK_STATE","Active:18,3","49","47","0","96","510","ACTUAL_S_A_O"
"CHUNK_STATE","Active:19,3","43","53","0","96","447","ACTUAL_S_A_O"
"CHUNK_STATE","SpecialReserved:20,3","38","58","0","96","395","ACTUAL_S_A_O"
"CHUNK_STATE","SpecialReserved:21,3","24","69","3","96","250","ACTUAL_S_A_O"
"CHUNK_STATE","SpecialReserved:22,3","49","47","0","96","510","ACTUAL_S_A_O"
"CHUNK_STATE","Active:23,3","42","54","0","96","437","ACTUAL_S_A_O"
"CHUNK_STATE","Active:24,3","51","45","0","96","531","ACTUAL_S_A_O"
"CHUNK_STATE","Active:25,3","48","48","0","96","500","ACTUAL_S_A_O"
"CHUNK_STATE","Active:26,3","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:27,3","54","42","0","96","562","ACTUAL_S_A_O"
"CHUNK_STATE","Active:28,3","57","39","0","96","593","ACTUAL_S_A_O"
"CHUNK_STATE","Active:29,3","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:30,3","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:31,3","51","45","0","96","531","ACTUAL_S_A_O"
"CHUNK_STATE","Active:32,3","59","37","0","96","614","ACTUAL_S_A_O"
"CHUNK_STATE","Active:33,3","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:34,3","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","Active:35,3","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:36,3","59","37","0","96","614","ACTUAL_S_A_O"
"CHUNK_STATE","Active:37,3","57","39","0","96","593","ACTUAL_S_A_O"
"CHUNK_STATE","Active:38,3","69","27","0","96","718","ACTUAL_S_A_O"
"CHUNK_STATE","Active:39,3","55","41","0","96","572","ACTUAL_S_A_O"
"CHUNK_STATE","Active:40,3","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:41,3","55","41","0","96","572","ACTUAL_S_A_O"
"CHUNK_STATE","Active:42,3","57","39","0","96","593","ACTUAL_S_A_O"
"CHUNK_STATE","Active:43,3","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:44,3","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:45,3","63","33","0","96","656","ACTUAL_S_A_O"
"CHUNK_STATE","Active:46,3","55","41","0","96","572","ACTUAL_S_A_O"
"CHUNK_STATE","Active:47,3","50","46","0","96","520","ACTUAL_S_A_O"
"CHUNK_STATE","Active:48,3","64","32","0","96","666","ACTUAL_S_A_O"
"CHUNK_STATE","Active:49,3","54","42","0","96","562","ACTUAL_S_A_O"
"CHUNK_STATE","Active:50,3","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","Active:51,3","65","31","0","96","677","ACTUAL_S_A_O"
"CHUNK_STATE","Active:0,4","46","50","0","96","479","ACTUAL_S_A_O"
"CHUNK_STATE","Active:1,4","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:2,4","47","49","0","96","489","ACTUAL_S_A_O"
"CHUNK_STATE","Active:3,4","0","96","0","96","0","ACTUAL_S_A_O"
"CHUNK_STATE","Active:4,4","25","71","0","96","260","ACTUAL_S_A_O"
"CHUNK_STATE","Active:5,4","42","54","0","96","437","ACTUAL_S_A_O"
"CHUNK_STATE","Active:6,4","51","45","0","96","531","ACTUAL_S_A_O"
"CHUNK_STATE","Active:7,4","46","50","0","96","479","ACTUAL_S_A_O"
"CHUNK_STATE","Active:8,4","36","60","0","96","375","ACTUAL_S_A_O"
"CHUNK_STATE","Active:9,4","53","43","0","96","552","ACTUAL_S_A_O"
"CHUNK_STATE","Active:10,4","50","46","0","96","520","ACTUAL_S_A_O"
"CHUNK_STATE","Active:11,4","38","58","0","96","395","ACTUAL_S_A_O"
"CHUNK_STATE","Active:12,4","51","45","0","96","531","ACTUAL_S_A_O"
"CHUNK_STATE","Active:13,4","42","54","0","96","437","ACTUAL_S_A_O"
"CHUNK_STATE","Active:14,4","42","54","0","96","437","ACTUAL_S_A_O"
"CHUNK_STATE","Active:15,4","44","52","0","96","458","ACTUAL_S_A_O"
"CHUNK_STATE","Active:16,4","41","55","0","96","427","ACTUAL_S_A_O"
"CHUNK_STATE","Active:17,4","42","54","0","96","437","ACTUAL_S_A_O"
"CHUNK_STATE","Active:18,4","51","45","0","96","531","ACTUAL_S_A_O"
"CHUNK_STATE","Active:19,4","39","57","0","96","406","ACTUAL_S_A_O"
"CHUNK_STATE","SpecialReserved:20,4","27","69","0","96","281","ACTUAL_S_A_O"
"CHUNK_STATE","SpecialReserved:21,4","13","83","0","96","135","ACTUAL_S_A_O"
"CHUNK_STATE","SpecialReserved:22,4","39","57","0","96","406","ACTUAL_S_A_O"
"CHUNK_STATE","Active:23,4","37","59","0","96","385","ACTUAL_S_A_O"
"CHUNK_STATE","Active:24,4","44","52","0","96","458","ACTUAL_S_A_O"
"CHUNK_STATE","Active:25,4","36","60","0","96","375","ACTUAL_S_A_O"
"CHUNK_STATE","Active:26,4","47","49","0","96","489","ACTUAL_S_A_O"
"CHUNK_STATE","Active:27,4","57","39","0","96","593","ACTUAL_S_A_O"
"CHUNK_STATE","Active:28,4","50","46","0","96","520","ACTUAL_S_A_O"
"CHUNK_STATE","Active:29,4","47","49","0","96","489","ACTUAL_S_A_O"
"CHUNK_STATE","Active:30,4","53","43","0","96","552","ACTUAL_S_A_O"
"CHUNK_STATE","Active:31,4","46","50","0","96","479","ACTUAL_S_A_O"
"CHUNK_STATE","Active:32,4","47","49","0","96","489","ACTUAL_S_A_O"
"CHUNK_STATE","Active:33,4","54","42","0","96","562","ACTUAL_S_A_O"
"CHUNK_STATE","Active:34,4","36","60","0","96","375","ACTUAL_S_A_O"
"CHUNK_STATE","Active:35,4","47","49","0","96","489","ACTUAL_S_A_O"
"CHUNK_STATE","Active:36,4","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","Active:37,4","59","37","0","96","614","ACTUAL_S_A_O"
"CHUNK_STATE","Active:38,4","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:39,4","52","44","0","96","541","ACTUAL_S_A_O"
"CHUNK_STATE","Active:40,4","57","39","0","96","593","ACTUAL_S_A_O"
"CHUNK_STATE","Active:41,4","57","39","0","96","593","ACTUAL_S_A_O"
"CHUNK_STATE","Active:42,4","59","37","0","96","614","ACTUAL_S_A_O"
"CHUNK_STATE","Active:43,4","53","43","0","96","552","ACTUAL_S_A_O"
"CHUNK_STATE","Active:44,4","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:45,4","67","29","0","96","697","ACTUAL_S_A_O"
"CHUNK_STATE","Active:46,4","51","45","0","96","531","ACTUAL_S_A_O"
"CHUNK_STATE","Active:47,4","52","44","0","96","541","ACTUAL_S_A_O"
"CHUNK_STATE","Active:48,4","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:49,4","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:50,4","55","41","0","96","572","ACTUAL_S_A_O"
"CHUNK_STATE","Active:51,4","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","Active:0,5","49","47","0","96","510","ACTUAL_S_A_O"
"CHUNK_STATE","Active:1,5","51","45","0","96","531","ACTUAL_S_A_O"
"CHUNK_STATE","Active:2,5","41","55","0","96","427","ACTUAL_S_A_O"
"CHUNK_STATE","Active:3,5","50","46","0","96","520","ACTUAL_S_A_O"
"CHUNK_STATE","Active:4,5","45","51","0","96","468","ACTUAL_S_A_O"
"CHUNK_STATE","Active:5,5","51","45","0","96","531","ACTUAL_S_A_O"
"CHUNK_STATE","Active:6,5","59","37","0","96","614","ACTUAL_S_A_O"
"CHUNK_STATE","Active:7,5","46","50","0","96","479","ACTUAL_S_A_O"
"CHUNK_STATE","Active:8,5","36","60","0","96","375","ACTUAL_S_A_O"
"CHUNK_STATE","Active:9,5","37","59","0","96","385","ACTUAL_S_A_O"
"CHUNK_STATE","Active:10,5","48","48","0","96","500","ACTUAL_S_A_O"
"CHUNK_STATE","Active:11,5","41","55","0","96","427","ACTUAL_S_A_O"
"CHUNK_STATE","Active:12,5","35","61","0","96","364","ACTUAL_S_A_O"
"CHUNK_STATE","Active:13,5","51","45","0","96","531","ACTUAL_S_A_O"
"CHUNK_STATE","Active:14,5","38","58","0","96","395","ACTUAL_S_A_O"
"CHUNK_STATE","Active:15,5","48","48","0","96","500","ACTUAL_S_A_O"
"CHUNK_STATE","Active:16,5","42","54","0","96","437","ACTUAL_S_A_O"
"CHUNK_STATE","Active:17,5","45","51","0","96","468","ACTUAL_S_A_O"
"CHUNK_STATE","Active:18,5","47","49","0","96","489","ACTUAL_S_A_O"
"CHUNK_STATE","Active:19,5","49","47","0","96","510","ACTUAL_S_A_O"
"CHUNK_STATE","Active:20,5","50","46","0","96","520","ACTUAL_S_A_O"
"CHUNK_STATE","Active:21,5","47","49","0","96","489","ACTUAL_S_A_O"
"CHUNK_STATE","Active:22,5","48","48","0","96","500","ACTUAL_S_A_O"
"CHUNK_STATE","Active:23,5","45","51","0","96","468","ACTUAL_S_A_O"
"CHUNK_STATE","Active:24,5","53","43","0","96","552","ACTUAL_S_A_O"
"CHUNK_STATE","Active:25,5","42","54","0","96","437","ACTUAL_S_A_O"
"CHUNK_STATE","Active:26,5","63","33","0","96","656","ACTUAL_S_A_O"
"CHUNK_STATE","Active:27,5","54","42","0","96","562","ACTUAL_S_A_O"
"CHUNK_STATE","Active:28,5","43","53","0","96","447","ACTUAL_S_A_O"
"CHUNK_STATE","Active:29,5","56","40","0","96","583","ACTUAL_S_A_O"
"CHUNK_STATE","Active:30,5","64","32","0","96","666","ACTUAL_S_A_O"
"CHUNK_STATE","Active:31,5","54","42","0","96","562","ACTUAL_S_A_O"
"CHUNK_STATE","Active:32,5","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:33,5","64","32","0","96","666","ACTUAL_S_A_O"
"CHUNK_STATE","Active:34,5","60","36","0","96","625","ACTUAL_S_A_O"
"CHUNK_STATE","Active:35,5","65","31","0","96","677","ACTUAL_S_A_O"
"CHUNK_STATE","Active:36,5","59","37","0","96","614","ACTUAL_S_A_O"
"CHUNK_STATE","Active:37,5","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:38,5","64","32","0","96","666","ACTUAL_S_A_O"
"CHUNK_STATE","Active:39,5","57","39","0","96","593","ACTUAL_S_A_O"
"CHUNK_STATE","Active:40,5","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:41,5","49","47","0","96","510","ACTUAL_S_A_O"
"CHUNK_STATE","Active:42,5","55","41","0","96","572","ACTUAL_S_A_O"
"CHUNK_STATE","Active:43,5","59","37","0","96","614","ACTUAL_S_A_O"
"CHUNK_STATE","Active:44,5","55","41","0","96","572","ACTUAL_S_A_O"
"CHUNK_STATE","Active:45,5","62","34","0","96","645","ACTUAL_S_A_O"
"CHUNK_STATE","Active:46,5","63","33","0","96","656","ACTUAL_S_A_O"
"CHUNK_STATE","Active:47,5","61","35","0","96","635","ACTUAL_S_A_O"
"CHUNK_STATE","Active:48,5","58","38","0","96","604","ACTUAL_S_A_O"
"CHUNK_STATE","Active:49,5","51","45","0","96","531","ACTUAL_S_A_O"
"CHUNK_STATE","Active:50,5","57","39","0","96","593","ACTUAL_S_A_O"
"CHUNK_STATE","Active:51,5","47","49","0","96","489","ACTUAL_S_A_O"
"CHUNK_STATE","Active:0,6","44","52","0","96","458","ACTUAL_S_A_O"
"CHUNK_STATE","Active:1,6","41","55","0","96","427","ACTUAL_S_A_O"
"CHUNK_STATE","Active:2,6","42","54","0","96","437","ACTUAL_S_A_O"
"CHUNK_STATE","Active:3,6","44","52","0","96","458","ACTUAL_S_A_O"
"CHUNK_STATE","Active:4,6","45","51","0","96","468","ACTUAL_S_A_O"
"CHUNK_STATE","Active:5,6","51","45","0","96","531","ACTUAL_S_A_O"
"CHUNK_STATE","Active:6,6","53","43","0","96","552","ACTUAL_S_A_O"
"CHUNK_STATE","Active:7,6","52","44","0","96","541","ACTUAL_S_A_O"
"CHUNK_STATE","Active:8,6","38","58","0","96","395","ACTUAL_S_A_O"
"CHUNK_STATE","Active:9,6","50","46","0","96","520","ACTUAL_S_A_O"
"CHUNK_STATE","Active:10,6","42","54","0","96","437","ACTUAL_S_A_O"
"CHUNK_STATE","Active:11,6","39","57","0","96","406","ACTUAL_S_A_O"
"CHUNK_STATE","Active:12,6","48","48","0","96","500","ACTUAL_S_A_O"
"CHUNK_STATE","Active:13,6","49","47","0","96","510","ACTUAL_S_A_O"
"CHUNK_STATE","Active:14,6","41","55","0","96","427","ACTUAL_S_A_O"
"CHUNK_STATE","Active:15,6","38","58","0","96","395","ACTUAL_S_A_O"
"CHUNK_STATE","Active:16,6","53","43","0","96","552","ACTUAL_S_A_O"
