candidate_id,stable_rank,stable_hash,status,reason,eligible,from_room,to_room,host,sector_id,baseline_cost,new_cost,ordered_path,plan_digest
"SV5_LOOP_CAND_0c5a76267b7390c51bcd","890153784011100357","0c5a76267b7390c51bcdd5c696bf06fb411ef1ed27cebf8bcbeeecd9f9a82ddb","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_0336ae99bc580abe01f7_LINK","SV5_INFILL_ROOM_0496c8692f6450167db1_LINK","SV5_OPTIONAL_14","S11_01","24","24","50,359|51,359|52,359|53,359|54,359|55,359|56,359|57,359|58,359|59,359|60,359|61,359|62,359|63,359|64,359|65,359|66,359|67,359|68,359|69,359|70,359|71,359|72,359|73,359","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_0ca9ed1200ddc70369f8","912521061098964739","0ca9ed1200ddc70369f881ec8d76ad99e9d9e78b0e4edaa78f65700259b14b93","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_0336ae99bc580abe01f7_LINK","SV5_INFILL_ROOM_0496c8692f6450167db1_LINK","SV5_OPTIONAL_14","S11_01","24","24","45,359|46,359|47,359|48,359|49,359|50,359|51,359|52,359|53,359|54,359|55,359|56,359|57,359|58,359|59,359|60,359|61,359|62,359|63,359|64,359|65,359|66,359|67,359|68,359","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_0cf2b98693f2ec4c24e9","933012060478041164","0cf2b98693f2ec4c24e9a65257afb079d803b455d411c68db0d04cd9d09d8cb2","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_07fb3ac254e765673737_LINK","SV5_INFILL_ROOM_0f5736599d7acc3ea0a8_LINK","SV5_OPTIONAL_04","S03_11","20","20","567,127|566,127|566,126|565,126|564,126|563,126|563,125|562,125|561,125|560,125|559,125|559,124|558,124|557,124|556,124|555,124|555,123|554,123|553,123|552,123","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_0e185a4064ba21c71847","1015660948586373575","0e185a4064ba21c7184719c8dafb919287e339296bc1c6bf1ba2d557f409f49a","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_046863d4c69cd86e081e_LINK","SV5_INFILL_ROOM_050904725fdcd82ff28e_LINK","SV5_OPTIONAL_04","S02_11","21","21","542,75|543,75|543,74|544,74|545,74|546,74|547,74|547,73|548,73|549,73|550,73|551,73|551,72|552,72|553,72|554,72|555,72|555,71|556,71|557,71|558,71","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_0e2e3d15796340638ca3","1021821327899836515","0e2e3d15796340638ca3865bc03f828c45e1f29aa1f9a78ff038030aa50b5f40","ACCEPTED","PASS","True","SV5_INFILL_ROOM_0172fae7eed3ae487f8f_LINK","SV5_INFILL_ROOM_0274815fcd6818f05a6a_LINK","SV5_OPTIONAL_09","S04_02","24","24","138,162|137,162|137,161|136,161|136,160|135,160|135,159|134,159|134,158|133,158|133,157|132,157|132,156|131,156|131,155|130,155|130,154|129,154|129,153|128,153|128,152|127,152|127,151|126,151","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_0e3b06df3260f35d7e43","1025420895849608029","0e3b06df3260f35d7e4373af634c6bb03714ef313dc9d89ca5bc8e94e7f589d2","ACCEPTED","PASS","True","SV5_INFILL_ROOM_16de283f3026f06e031f_LINK","SV5_INFILL_ROOM_1ea3a9898e39ffe90dff_LINK","SV5_OPTIONAL_04","S03_11","21","21","570,110|569,110|569,109|568,109|567,109|566,109|565,109|564,109|564,108|563,108|562,108|561,108|560,108|559,108|558,108|558,107|557,107|556,107|555,107|554,107|553,107","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_0e8d11205cd9ff8727fb","1048513118941609863","0e8d11205cd9ff8727fb50ec32fcbabecb6d62831f4273eea6945b44dab9b4c6","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_002b1fdb38d3b5d62912_LINK","SV5_INFILL_ROOM_04b3ee2d2f798b163c8e_LINK","SV5_OPTIONAL_04","S00_11","9","9","558,23|557,23|556,23|555,23|554,23|553,23|552,23|551,23|550,23","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_0f39c996c2bc414fa928","1097129633590821199","0f39c996c2bc414fa928cc8782bdf1557ba3b0989e63cce4ee8136c47d694b77","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_04458846b0c9a081817d_LINK","SV5_INFILL_ROOM_41bfb11db98643b33449_LINK","SV5_OPTIONAL_07","S02_03","11","11","182,87|181,87|180,87|179,87|178,87|177,87|176,87|175,87|174,87|173,87|172,87","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_10679894a03f8e8ab078","1182081191319146122","10679894a03f8e8ab0787d43ee2a57ede94c2928cbfc7efbc4737453b8de9d14","ACCEPTED","PASS","True","SV5_INFILL_ROOM_07fb3ac254e765673737_LINK","SV5_INFILL_ROOM_0f5736599d7acc3ea0a8_LINK","SV5_OPTIONAL_04","S03_11","19","19","567,127|566,127|566,126|565,126|564,126|563,126|563,125|562,125|561,125|560,125|559,125|559,124|558,124|557,124|556,124|556,123|555,123|554,123|553,123","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_10e89a9af4b1759d0543","1218393689524630941","10e89a9af4b1759d0543bd68afdeadc39a7636668736e3b1075fd4cd94ecee26","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_046863d4c69cd86e081e_LINK","SV5_INFILL_ROOM_050904725fdcd82ff28e_LINK","SV5_OPTIONAL_04","S02_11","19","19","544,75|545,75|545,74|546,74|547,74|548,74|548,73|549,73|550,73|551,73|552,73|552,72|553,72|554,72|555,72|555,71|556,71|557,71|558,71","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_126eb022ff20c165b7ff","1328192604476588389","126eb022ff20c165b7ff1972a1029990a0254c4857e5416e48608f23835417f7","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_0336ae99bc580abe01f7_LINK","SV5_INFILL_ROOM_0496c8692f6450167db1_LINK","SV5_OPTIONAL_14","S11_01","14","14","58,359|59,359|60,359|61,359|62,359|63,359|64,359|65,359|66,359|67,359|68,359|69,359|70,359|71,359","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_12a206015ac77616bfef","1342642241797584406","12a206015ac77616bfefcfc263bd3d3c1307141965d4dbb03576f33499cd8743","REJECTED","DUPLICATE_ENDPOINT_PAIR","True","SV5_INFILL_ROOM_0336ae99bc580abe01f7_LINK","SV5_INFILL_ROOM_0496c8692f6450167db1_LINK","SV5_OPTIONAL_14","S11_01","19","19","47,359|48,359|49,359|50,359|51,359|52,359|53,359|54,359|55,359|56,359|57,359|58,359|59,359|60,359|61,359|62,359|63,359|64,359|65,359","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_12eb4fe2036b74f4e3e4","1363271144348284148","12eb4fe2036b74f4e3e41877ce2f59249b794cab7d4022f20e4e9fa16ca651fa","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_0336ae99bc580abe01f7_LINK","SV5_INFILL_ROOM_0496c8692f6450167db1_LINK","SV5_OPTIONAL_14","S11_01","22","22","52,359|53,359|54,359|55,359|56,359|57,359|58,359|59,359|60,359|61,359|62,359|63,359|64,359|65,359|66,359|67,359|68,359|69,359|70,359|71,359|72,359|73,359","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_1315655130368dc71088","1375116660607192519","1315655130368dc71088949b1581b1975f874de5375bf9ed2bf159788fbcc7d0","REJECTED","DUPLICATE_ENDPOINT_PAIR","True","SV5_INFILL_ROOM_046863d4c69cd86e081e_LINK","SV5_INFILL_ROOM_050904725fdcd82ff28e_LINK","SV5_OPTIONAL_04","S02_11","22","22","541,75|542,75|542,74|543,74|544,74|545,74|546,74|546,73|547,73|548,73|549,73|550,73|550,72|551,72|552,72|553,72|554,72|554,71|555,71|556,71|557,71|558,71","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_13805e75cb291b4e611a","1405226943752248142","13805e75cb291b4e611a050b05a37900237ced9d4b8b812a8cae030d7af4b485","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_0336ae99bc580abe01f7_LINK","SV5_INFILL_ROOM_0496c8692f6450167db1_LINK","SV5_OPTIONAL_14","S11_01","12","12","54,359|55,359|56,359|57,359|58,359|59,359|60,359|61,359|62,359|63,359|64,359|65,359","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_139672a59b43d4c749f0","1411441588827313351","139672a59b43d4c749f03efcfdb0f02728bdede478f283364bcf602ad9b53809","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_0336ae99bc580abe01f7_LINK","SV5_INFILL_ROOM_0496c8692f6450167db1_LINK","SV5_OPTIONAL_14","S11_01","18","18","49,359|50,359|51,359|52,359|53,359|54,359|55,359|56,359|57,359|58,359|59,359|60,359|61,359|62,359|63,359|64,359|65,359|66,359","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_13e3cbfd7eedeaefb87e","1433213396050635503","13e3cbfd7eedeaefb87eb59423b98c2f7c813707216d3ec1de0d40867dd7be3d","REJECTED","DUPLICATE_ENDPOINT_PAIR","True","SV5_INFILL_ROOM_07fb3ac254e765673737_LINK","SV5_INFILL_ROOM_0f5736599d7acc3ea0a8_LINK","SV5_OPTIONAL_04","S03_11","19","19","566,127|565,127|565,126|564,126|563,126|562,126|562,125|561,125|560,125|559,125|558,125|558,124|557,124|556,124|555,124|555,123|554,123|553,123|552,123","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_148d49f2ee282b24b716","1480921160201284388","148d49f2ee282b24b716597a83f1bf38dbccbe45c89480b7ab14587936c577e7","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_005a04bda9ede05b1190_LINK","SV5_INFILL_ROOM_1c4c6b34887f12eefac3_LINK","SV5_OPTIONAL_09","S04_02","11","11","126,131|127,131|127,132|128,132|128,133|129,133|130,133|130,134|131,134|131,135|132,135","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_153b5bc5c0becded61cf","1529917403322830317","153b5bc5c0becded61cf3a50d59822db46d52ca10ad9bfeaf9150f2b303deea0","REJECTED","DUPLICATE_ENDPOINT_PAIR","True","SV5_INFILL_ROOM_0336ae99bc580abe01f7_LINK","SV5_INFILL_ROOM_0496c8692f6450167db1_LINK","SV5_OPTIONAL_14","S11_01","17","17","47,359|48,359|49,359|50,359|51,359|52,359|53,359|54,359|55,359|56,359|57,359|58,359|59,359|60,359|61,359|62,359|63,359","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_16480cbb1f9b11ee56b6","1605547264986255854","16480cbb1f9b11ee56b6b86fe5cfcb2c57832bc090260765a4c16451ac3435a0","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_002b1fdb38d3b5d62912_LINK","SV5_INFILL_ROOM_04b3ee2d2f798b163c8e_LINK","SV5_OPTIONAL_04","S00_11","8","8","559,23|558,23|557,23|556,23|555,23|554,23|553,23|552,23","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_19ee604251d4559f60bf","1868536733362312607","19ee604251d4559f60bf7ee5d2d02ee7c77469fc5d053498f427ee0a843ff8c2","REJECTED","DUPLICATE_ENDPOINT_PAIR","True","SV5_INFILL_ROOM_0336ae99bc580abe01f7_LINK","SV5_INFILL_ROOM_0496c8692f6450167db1_LINK","SV5_OPTIONAL_14","S11_01","14","14","57,359|58,359|59,359|60,359|61,359|62,359|63,359|64,359|65,359|66,359|67,359|68,359|69,359|70,359","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_1aae12eb0178508dda40","1922494891485057165","1aae12eb0178508dda4075826862cb05c2f31809fcbe59009cb698cc3b0c660a","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_0274815fcd6818f05a6a_LINK","SV5_INFILL_ROOM_136a2d749c8d7eddcf7e_LINK","SV5_OPTIONAL_09","S04_02","16","16","119,151|120,151|120,150|121,150|122,150|122,149|123,149|124,149|125,149|125,148|126,148|127,148|128,148|128,147|129,147|130,147","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_1b641e795b2d5dd06560","1973736043264695760","1b641e795b2d5dd06560f31e06ccf9018c18219d2ad79afba9587baa27fc22fc","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_002b1fdb38d3b5d62912_LINK","SV5_INFILL_ROOM_04b3ee2d2f798b163c8e_LINK","SV5_OPTIONAL_04","S00_11","14","14","559,23|558,23|557,23|556,23|555,23|554,23|553,23|552,23|551,23|550,23|549,23|548,23|547,23|546,23","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_1c5473bc081b1ca0388e","2041383782532717728","1c5473bc081b1ca0388e8293b96c1dbaba60a4000cd30161526fa7d238b53116","REJECTED","DUPLICATE_ENDPOINT_PAIR","True","SV5_INFILL_ROOM_0336ae99bc580abe01f7_LINK","SV5_INFILL_ROOM_0496c8692f6450167db1_LINK","SV5_OPTIONAL_14","S11_01","9","9","54,359|55,359|56,359|57,359|58,359|59,359|60,359|61,359|62,359","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_1c8e65c9afcb0ffcd1d5","2057693996667047932","1c8e65c9afcb0ffcd1d57e51f941bc32908102c85263e4b84893cb697e7f9712","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_0336ae99bc580abe01f7_LINK","SV5_INFILL_ROOM_0496c8692f6450167db1_LINK","SV5_OPTIONAL_14","S11_01","21","21","43,359|44,359|45,359|46,359|47,359|48,359|49,359|50,359|51,359|52,359|53,359|54,359|55,359|56,359|57,359|58,359|59,359|60,359|61,359|62,359|63,359","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_1d85ee182d8249af555f","2127368186612566447","1d85ee182d8249af555f7a0bcad0b10209beef23a825a2059adb5225aa6156c2","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_0274815fcd6818f05a6a_LINK","SV5_INFILL_ROOM_136a2d749c8d7eddcf7e_LINK","SV5_OPTIONAL_09","S04_02","23","23","113,151|114,151|114,150|115,150|116,150|117,150|118,150|118,149|119,149|120,149|121,149|122,149|123,149|123,148|124,148|125,148|126,148|127,148|127,147|128,147|129,147|130,147|131,147","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
"SV5_LOOP_CAND_1daf299030461ca282e1","2138974047286205602","1daf299030461ca282e1db6ccd5ca5725b8516fefca273df46784530c0ca7ffa","REJECTED","DUPLICATE_ENDPOINT_PAIR","True","SV5_INFILL_ROOM_0336ae99bc580abe01f7_LINK","SV5_INFILL_ROOM_0496c8692f6450167db1_LINK","SV5_OPTIONAL_14","S11_01","24","24","54,359|55,359|56,359|57,359|58,359|59,359|60,359|61,359|62,359|63,359|64,359|65,359|66,359|67,359|68,359|69,359|70,359|71,359|72,359|73,359|74,359|75,359|76,359|77,359","1e6b72cdd899037faa6eca523eb247245b83a2238d7e72a8406e27f2fad5c603"
