kind,id,source_path,owner_id
BIOME,CassiaRoot,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_01/moonpalace_biome_profiles.csv,VIS01_CHUNK_02
BIOME,CassiaRoot,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_01/moonpalace_biome_profiles.csv,VIS01_CHUNK_06
BIOME,CassiaRoot,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_01/moonpalace_biome_profiles.csv,VIS01_CHUNK_10
BIOME,CassiaRoot,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_01/moonpalace_biome_profiles.csv,VIS01_CHUNK_14
BIOME,MoonCrater,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_01/moonpalace_biome_profiles.csv,VIS01_CHUNK_01
BIOME,MoonCrater,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_01/moonpalace_biome_profiles.csv,VIS01_CHUNK_05
BIOME,MoonCrater,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_01/moonpalace_biome_profiles.csv,VIS01_CHUNK_09
BIOME,MoonCrater,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_01/moonpalace_biome_profiles.csv,VIS01_CHUNK_13
BIOME,MoonDough,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_01/moonpalace_biome_profiles.csv,VIS01_CHUNK_00
BIOME,MoonDough,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_01/moonpalace_biome_profiles.csv,VIS01_CHUNK_04
BIOME,MoonDough,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_01/moonpalace_biome_profiles.csv,VIS01_CHUNK_08
BIOME,MoonDough,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_01/moonpalace_biome_profiles.csv,VIS01_CHUNK_12
BOUNDARY,BND_CRATER_DOUGH_H_01,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_06/moonpalace_boundary_candidates.csv,VIS01_CHUNK_03
BOUNDARY,BND_CRATER_DOUGH_H_03,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_06/moonpalace_boundary_candidates.csv,VIS01_CHUNK_05
BOUNDARY,BND_CRATER_DOUGH_V_01,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_06/moonpalace_boundary_candidates.csv,VIS01_CHUNK_07
BOUNDARY,BND_CRATER_DOUGH_V_02,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_06/moonpalace_boundary_candidates.csv,VIS01_CHUNK_14
BOUNDARY,BND_CRATER_DOUGH_V_04,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_06/moonpalace_boundary_candidates.csv,VIS01_CHUNK_08
BOUNDARY,BND_CRATER_MILL_V_04,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_06/moonpalace_boundary_candidates.csv,VIS01_CHUNK_00
BOUNDARY,BND_CRATER_ROOT_H_02,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_06/moonpalace_boundary_candidates.csv,VIS01_CHUNK_10
BOUNDARY,BND_MILL_DOUGH_H_02,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_06/moonpalace_boundary_candidates.csv,VIS01_CHUNK_02
BOUNDARY,BND_MILL_DOUGH_H_04,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_06/moonpalace_boundary_candidates.csv,VIS01_CHUNK_12
BOUNDARY,BND_MILL_DOUGH_V_01,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_06/moonpalace_boundary_candidates.csv,VIS01_CHUNK_15
BOUNDARY,BND_MILL_DOUGH_V_02,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_06/moonpalace_boundary_candidates.csv,VIS01_CHUNK_06
BOUNDARY,BND_ROOT_DOUGH_H_04,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_06/moonpalace_boundary_candidates.csv,VIS01_CHUNK_04
BOUNDARY,BND_ROOT_DOUGH_V_03,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_06/moonpalace_boundary_candidates.csv,VIS01_CHUNK_09
BOUNDARY,BND_ROOT_MILL_H_01,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_06/moonpalace_boundary_candidates.csv,VIS01_CHUNK_11
BOUNDARY,BND_ROOT_MILL_H_03,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_06/moonpalace_boundary_candidates.csv,VIS01_CHUNK_13
BOUNDARY,BND_ROOT_MILL_V_03,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_06/moonpalace_boundary_candidates.csv,VIS01_CHUNK_01
EVENT,EVT_EMPTY,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_05/moonpalace_event_overlay_profiles.csv,VIS01_CHUNK_05
EVENT,EVT_EMPTY,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_05/moonpalace_event_overlay_profiles.csv,VIS01_CHUNK_11
EVENT,EVT_EMPTY,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_05/moonpalace_event_overlay_profiles.csv,VIS01_CHUNK_12
EVENT,EVT_MARU_INTERVENTION,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_05/moonpalace_event_overlay_profiles.csv,VIS01_CHUNK_08
EVENT,EVT_MARU_INTERVENTION,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_05/moonpalace_event_overlay_profiles.csv,VIS01_CHUNK_13
EVENT,EVT_METEOR_FALL,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_05/moonpalace_event_overlay_profiles.csv,VIS01_CHUNK_02
EVENT,EVT_METEOR_FALL,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_05/moonpalace_event_overlay_profiles.csv,VIS01_CHUNK_14
EVENT,EVT_RARE_CREATURE,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_05/moonpalace_event_overlay_profiles.csv,VIS01_CHUNK_02
EVENT,EVT_RARE_CREATURE,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_05/moonpalace_event_overlay_profiles.csv,VIS01_CHUNK_03
EVENT,EVT_RARE_CREATURE,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_05/moonpalace_event_overlay_profiles.csv,VIS01_CHUNK_04
EVENT,EVT_RARE_CREATURE,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_05/moonpalace_event_overlay_profiles.csv,VIS01_CHUNK_06
EVENT,EVT_WANDERING_MERCHANT,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_05/moonpalace_event_overlay_profiles.csv,VIS01_CHUNK_01
EVENT,EVT_WANDERING_MERCHANT,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_05/moonpalace_event_overlay_profiles.csv,VIS01_CHUNK_07
EVENT,EVT_WANDERING_MERCHANT,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_05/moonpalace_event_overlay_profiles.csv,VIS01_CHUNK_09
EVENT,EVT_WANDERING_MERCHANT,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_05/moonpalace_event_overlay_profiles.csv,VIS01_CHUNK_10
GENERATED_CANDIDATE,VIS01_MP_0000,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_01
GENERATED_CANDIDATE,VIS01_MP_0000,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_08
GENERATED_CANDIDATE,VIS01_MP_0003,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_09
GENERATED_CANDIDATE,VIS01_MP_0005,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_05
GENERATED_CANDIDATE,VIS01_MP_0006,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_15
GENERATED_CANDIDATE,VIS01_MP_000C,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_11
GENERATED_CANDIDATE,VIS01_MP_0011,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_01
GENERATED_CANDIDATE,VIS01_MP_0022,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_02
GENERATED_CANDIDATE,VIS01_MP_0024,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_00
GENERATED_CANDIDATE,VIS01_MP_0041,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_13
GENERATED_CANDIDATE,VIS01_MP_0046,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_10
GENERATED_CANDIDATE,VIS01_MP_0050,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_12
GENERATED_CANDIDATE,VIS01_MP_0050,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_14
GENERATED_CANDIDATE,VIS01_MP_0060,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_01
GENERATED_CANDIDATE,VIS01_MP_0070,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_04
GENERATED_CANDIDATE,VIS01_MP_0081,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_12
GENERATED_CANDIDATE,VIS01_MP_0090,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_01
GENERATED_CANDIDATE,VIS01_MP_0090,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_02
GENERATED_CANDIDATE,VIS01_MP_0090,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_05
GENERATED_CANDIDATE,VIS01_MP_0090,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_10
GENERATED_CANDIDATE,VIS01_MP_0090,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_14
GENERATED_CANDIDATE,VIS01_MP_00A0,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_12
GENERATED_CANDIDATE,VIS01_MP_00C0,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_10
GENERATED_CANDIDATE,VIS01_MP_0108,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_08
GENERATED_CANDIDATE,VIS01_MP_0120,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_02
GENERATED_CANDIDATE,VIS01_MP_0180,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_06
GENERATED_CANDIDATE,VIS01_MP_0202,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_08
GENERATED_CANDIDATE,VIS01_MP_0208,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_11
GENERATED_CANDIDATE,VIS01_MP_0240,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_11
GENERATED_CANDIDATE,VIS01_MP_0240,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_13
GENERATED_CANDIDATE,VIS01_MP_0280,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_07
GENERATED_CANDIDATE,VIS01_MP_0402,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_13
GENERATED_CANDIDATE,VIS01_MP_0402,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_14
GENERATED_CANDIDATE,VIS01_MP_0404,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_04
GENERATED_CANDIDATE,VIS01_MP_0424,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_12
GENERATED_CANDIDATE,VIS01_MP_0440,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_07
GENERATED_CANDIDATE,VIS01_MP_0480,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_02
GENERATED_CANDIDATE,VIS01_MP_0480,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_03
GENERATED_CANDIDATE,VIS01_MP_04C0,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_06
GENERATED_CANDIDATE,VIS01_MP_04C0,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_10
GENERATED_CANDIDATE,VIS01_MP_04C1,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_07
GENERATED_CANDIDATE,VIS01_MP_0500,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_09
GENERATED_CANDIDATE,VIS01_MP_0500,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_15
GENERATED_CANDIDATE,VIS01_MP_0540,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_05
GENERATED_CANDIDATE,VIS01_MP_0540,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_09
GENERATED_CANDIDATE,VIS01_MP_0648,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_04
GENERATED_CANDIDATE,VIS01_MP_0648,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_14
GENERATED_CANDIDATE,VIS01_MP_0801,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_00
GENERATED_CANDIDATE,VIS01_MP_0802,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_04
GENERATED_CANDIDATE,VIS01_MP_0808,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_15
GENERATED_CANDIDATE,VIS01_MP_0810,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_05
GENERATED_CANDIDATE,VIS01_MP_0810,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_11
GENERATED_CANDIDATE,VIS01_MP_0840,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_02
GENERATED_CANDIDATE,VIS01_MP_0880,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_14
GENERATED_CANDIDATE,VIS01_MP_0990,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_03
GENERATED_CANDIDATE,VIS01_MP_0990,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_14
GENERATED_CANDIDATE,VIS01_MP_0B88,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_06
GENERATED_CANDIDATE,VIS01_MP_0C00,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_01
GENERATED_CANDIDATE,VIS01_MP_0C00,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_15
GENERATED_CANDIDATE,VIS01_MP_0C9D,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_13
GENERATED_CANDIDATE,VIS01_MP_0CD8,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_07
GENERATED_CANDIDATE,VIS01_MP_0CE8,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_06
GENERATED_CANDIDATE,VIS01_MP_0D01,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_03
GENERATED_CANDIDATE,VIS01_MP_0D01,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_08
GENERATED_CANDIDATE,VIS01_MP_0D80,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_00
GENERATED_CANDIDATE,VIS01_MP_0D80,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_09
GENERATED_CANDIDATE,VIS01_MP_0D80,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_12
GENERATED_CANDIDATE,VIS01_MP_1020,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_10
GENERATED_CANDIDATE,VIS01_MP_1080,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_08
GENERATED_CANDIDATE,VIS01_MP_15D0,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_01
GENERATED_CANDIDATE,VIS01_MP_2040,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_10
GENERATED_CANDIDATE,VIS01_MP_2400,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_08
GENERATED_CANDIDATE,VIS01_MP_3380,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_02
GENERATED_CANDIDATE,VIS01_MP_4040,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_12
GENERATED_CANDIDATE,VIS01_MP_4100,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_13
GENERATED_CANDIDATE,VIS01_MP_4200,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_06
GENERATED_CANDIDATE,VIS01_MP_5540,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_04
GENERATED_CANDIDATE,VIS01_MP_5540,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_07
GENERATED_CANDIDATE,VIS01_MP_6020,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_03
GENERATED_CANDIDATE,VIS01_MP_6020,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_04
GENERATED_CANDIDATE,VIS01_MP_8010,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_00
GENERATED_CANDIDATE,VIS01_MP_8010,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_09
GENERATED_CANDIDATE,VIS01_MP_8040,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_15
GENERATED_CANDIDATE,VIS01_MP_8400,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_00
GENERATED_CANDIDATE,VIS01_MP_9200,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_05
GENERATED_CANDIDATE,VIS01_MP_9D90,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_11
GENERATED_CANDIDATE,VIS01_MP_9D90,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_15
GENERATED_CANDIDATE,VIS01_MP_AAA0,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_07
GENERATED_CANDIDATE,VIS01_MP_B130,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_09
GENERATED_CANDIDATE,VIS01_MP_C000,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_03
GENERATED_CANDIDATE,VIS01_MP_C000,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_13
GENERATED_CANDIDATE,VIS01_MP_CEC0,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_05
GENERATED_CANDIDATE,VIS01_MP_DD00,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_00
GENERATED_CANDIDATE,VIS01_MP_E8E0,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_06
GENERATED_CANDIDATE,VIS01_MP_F300,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_03
GENERATED_CANDIDATE,VIS01_MP_F300,VIS01:MoonPalaceMicroPatternCandidateLibrary,VIS01_CHUNK_11
PRODUCTION_PATTERN_FAMILY,MP_CRATER_BOWL,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_02/moonpalace_micropattern_catalog.csv,VIS01_MP_000C
PRODUCTION_PATTERN_FAMILY,MP_CRATER_BOWL,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_02/moonpalace_micropattern_catalog.csv,VIS01_MP_0070
PRODUCTION_PATTERN_FAMILY,MP_CRATER_BOWL,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_02/moonpalace_micropattern_catalog.csv,VIS01_MP_0440
PRODUCTION_PATTERN_FAMILY,MP_CRATER_BOWL,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_02/moonpalace_micropattern_catalog.csv,VIS01_MP_0648
PRODUCTION_PATTERN_FAMILY,MP_CRATER_BOWL,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_02/moonpalace_micropattern_catalog.csv,VIS01_MP_0810
PRODUCTION_PATTERN_FAMILY,MP_CRATER_BOWL,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_02/moonpalace_micropattern_catalog.csv,VIS01_MP_9D90
PRODUCTION_PATTERN_FAMILY,MP_CRATER_BROKEN_SLOPE,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_02/moonpalace_micropattern_catalog.csv,VIS01_MP_0090
PRODUCTION_PATTERN_FAMILY,MP_CRATER_BROKEN_SLOPE,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_02/moonpalace_micropattern_catalog.csv,VIS01_MP_0840
PRODUCTION_PATTERN_FAMILY,MP_CRATER_BROKEN_SLOPE,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_02/moonpalace_micropattern_catalog.csv,VIS01_MP_5540
PRODUCTION_PATTERN_FAMILY,MP_CRATER_BROKEN_SLOPE,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_02/moonpalace_micropattern_catalog.csv,VIS01_MP_9D90
PRODUCTION_PATTERN_FAMILY,MP_CRATER_BROKEN_SLOPE,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_02/moonpalace_micropattern_catalog.csv,VIS01_MP_C000
PRODUCTION_PATTERN_FAMILY,MP_CRATER_DUST_PATCH,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_02/moonpalace_micropattern_catalog.csv,VIS01_MP_0024
PRODUCTION_PATTERN_FAMILY,MP_CRATER_DUST_PATCH,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_02/moonpalace_micropattern_catalog.csv,VIS01_MP_0090
PRODUCTION_PATTERN_FAMILY,MP_CRATER_DUST_PATCH,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_02/moonpalace_micropattern_catalog.csv,VIS01_MP_00A0
PRODUCTION_PATTERN_FAMILY,MP_CRATER_DUST_PATCH,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_02/moonpalace_micropattern_catalog.csv,VIS01_MP_6020
PRODUCTION_PATTERN_FAMILY,MP_CRATER_DUST_PATCH,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_02/moonpalace_micropattern_catalog.csv,VIS01_MP_8010
PRODUCTION_PATTERN_FAMILY,MP_CRATER_GRIP_RIDGE,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_02/moonpalace_micropattern_catalog.csv,VIS01_MP_5540
PRODUCTION_PATTERN_FAMILY,MP_CRATER_GRIP_RIDGE,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_02/moonpalace_micropattern_catalog.csv,VIS01_MP_DD00
PRODUCTION_PATTERN_FAMILY,MP_CRATER_GRIP_RIDGE,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_02/moonpalace_micropattern_catalog.csv,VIS01_MP_F300
PRODUCTION_PATTERN_FAMILY,MP_CRATER_METEOR_CUE,Assets/_Game/Map/Authoring/WorldGeneration/MoonPalace/MAP21_02/moonpalace_micropattern_catalog.csv,VIS01_MP_0648
