layer_index,layer_name,x,y,value
0,BIOME,22,3,MoonCrater
0,BIOME,23,3,MoonCrater
0,BIOME,24,3,CassiaRoot
0,BIOME,25,3,CassiaRoot
0,BIOME,26,3,CassiaRoot
0,BIOME,27,3,CassiaRoot
0,BIOME,28,3,CassiaRoot
0,BIOME,29,3,CassiaRoot
0,BIOME,30,3,CassiaRoot
0,BIOME,31,3,CassiaRoot
0,BIOME,32,3,CassiaRoot
0,BIOME,33,3,CassiaRoot
0,BIOME,34,3,CassiaRoot
0,BIOME,35,3,CassiaRoot
0,BIOME,36,3,AbandonedMill
0,BIOME,37,3,AbandonedMill
0,BIOME,38,3,AbandonedMill
0,BIOME,39,3,AbandonedMill
0,BIOME,40,3,AbandonedMill
0,BIOME,41,3,AbandonedMill
0,BIOME,42,3,AbandonedMill
0,BIOME,43,3,AbandonedMill
0,BIOME,44,3,AbandonedMill
0,BIOME,45,3,AbandonedMill
0,BIOME,46,3,AbandonedMill
0,BIOME,47,3,AbandonedMill
0,BIOME,0,4,MoonDough
0,BIOME,1,4,MoonDough
0,BIOME,2,4,MoonDough
0,BIOME,3,4,MoonDough
0,BIOME,4,4,MoonDough
0,BIOME,5,4,MoonDough
0,BIOME,6,4,MoonDough
0,BIOME,7,4,MoonDough
0,BIOME,8,4,MoonDough
0,BIOME,9,4,MoonDough
0,BIOME,10,4,MoonDough
0,BIOME,11,4,MoonDough
0,BIOME,12,4,MoonCrater
0,BIOME,13,4,MoonCrater
0,BIOME,14,4,MoonCrater
0,BIOME,15,4,MoonCrater
0,BIOME,16,4,MoonCrater
0,BIOME,17,4,MoonCrater
0,BIOME,18,4,MoonCrater
0,BIOME,19,4,MoonCrater
0,BIOME,20,4,MoonCrater
0,BIOME,21,4,MoonCrater
0,BIOME,22,4,MoonCrater
0,BIOME,23,4,MoonCrater
0,BIOME,24,4,CassiaRoot
0,BIOME,25,4,CassiaRoot
0,BIOME,26,4,CassiaRoot
0,BIOME,27,4,CassiaRoot
0,BIOME,28,4,CassiaRoot
0,BIOME,29,4,CassiaRoot
0,BIOME,30,4,CassiaRoot
0,BIOME,31,4,CassiaRoot
0,BIOME,32,4,CassiaRoot
0,BIOME,33,4,CassiaRoot
0,BIOME,34,4,CassiaRoot
0,BIOME,35,4,CassiaRoot
0,BIOME,36,4,AbandonedMill
0,BIOME,37,4,AbandonedMill
0,BIOME,38,4,AbandonedMill
0,BIOME,39,4,AbandonedMill
0,BIOME,40,4,AbandonedMill
0,BIOME,41,4,AbandonedMill
0,BIOME,42,4,AbandonedMill
0,BIOME,43,4,AbandonedMill
0,BIOME,44,4,AbandonedMill
0,BIOME,45,4,AbandonedMill
0,BIOME,46,4,AbandonedMill
0,BIOME,47,4,AbandonedMill
0,BIOME,0,5,MoonDough
0,BIOME,1,5,MoonDough
0,BIOME,2,5,MoonDough
0,BIOME,3,5,MoonDough
0,BIOME,4,5,MoonDough
0,BIOME,5,5,MoonDough
0,BIOME,6,5,MoonDough
0,BIOME,7,5,MoonDough
0,BIOME,8,5,MoonDough
0,BIOME,9,5,MoonDough
0,BIOME,10,5,MoonDough
0,BIOME,11,5,MoonDough
0,BIOME,12,5,MoonCrater
0,BIOME,13,5,MoonCrater
0,BIOME,14,5,MoonCrater
0,BIOME,15,5,MoonCrater
0,BIOME,16,5,MoonCrater
0,BIOME,17,5,MoonCrater
0,BIOME,18,5,MoonCrater
0,BIOME,19,5,MoonCrater
0,BIOME,20,5,MoonCrater
0,BIOME,21,5,MoonCrater
0,BIOME,22,5,MoonCrater
0,BIOME,23,5,MoonCrater
0,BIOME,24,5,CassiaRoot
0,BIOME,25,5,CassiaRoot
0,BIOME,26,5,CassiaRoot
0,BIOME,27,5,CassiaRoot
0,BIOME,28,5,CassiaRoot
0,BIOME,29,5,CassiaRoot
0,BIOME,30,5,CassiaRoot
0,BIOME,31,5,CassiaRoot
0,BIOME,32,5,CassiaRoot
0,BIOME,33,5,CassiaRoot
0,BIOME,34,5,CassiaRoot
0,BIOME,35,5,CassiaRoot
0,BIOME,36,5,AbandonedMill
0,BIOME,37,5,AbandonedMill
0,BIOME,38,5,AbandonedMill
0,BIOME,39,5,AbandonedMill
0,BIOME,40,5,AbandonedMill
0,BIOME,41,5,AbandonedMill
0,BIOME,42,5,AbandonedMill
0,BIOME,43,5,AbandonedMill
0,BIOME,44,5,AbandonedMill
0,BIOME,45,5,AbandonedMill
0,BIOME,46,5,AbandonedMill
0,BIOME,47,5,AbandonedMill
0,BIOME,0,6,MoonDough
0,BIOME,1,6,MoonDough
0,BIOME,2,6,MoonDough
0,BIOME,3,6,MoonDough
0,BIOME,4,6,MoonDough
0,BIOME,5,6,MoonDough
0,BIOME,6,6,MoonDough
0,BIOME,7,6,MoonDough
0,BIOME,8,6,MoonDough
0,BIOME,9,6,MoonDough
0,BIOME,10,6,MoonDough
0,BIOME,11,6,MoonDough
0,BIOME,12,6,MoonCrater
0,BIOME,13,6,MoonCrater
0,BIOME,14,6,MoonCrater
0,BIOME,15,6,MoonCrater
0,BIOME,16,6,MoonCrater
0,BIOME,17,6,MoonCrater
0,BIOME,18,6,MoonCrater
0,BIOME,19,6,MoonCrater
0,BIOME,20,6,MoonCrater
0,BIOME,21,6,MoonCrater
0,BIOME,22,6,MoonCrater
0,BIOME,23,6,MoonCrater
0,BIOME,24,6,CassiaRoot
0,BIOME,25,6,CassiaRoot
0,BIOME,26,6,CassiaRoot
0,BIOME,27,6,CassiaRoot
0,BIOME,28,6,CassiaRoot
0,BIOME,29,6,CassiaRoot
0,BIOME,30,6,CassiaRoot
0,BIOME,31,6,CassiaRoot
0,BIOME,32,6,CassiaRoot
0,BIOME,33,6,CassiaRoot
0,BIOME,34,6,CassiaRoot
0,BIOME,35,6,CassiaRoot
0,BIOME,36,6,AbandonedMill
0,BIOME,37,6,AbandonedMill
0,BIOME,38,6,AbandonedMill
0,BIOME,39,6,AbandonedMill
0,BIOME,40,6,AbandonedMill
0,BIOME,41,6,AbandonedMill
0,BIOME,42,6,AbandonedMill
0,BIOME,43,6,AbandonedMill
0,BIOME,44,6,AbandonedMill
0,BIOME,45,6,AbandonedMill
0,BIOME,46,6,AbandonedMill
0,BIOME,47,6,AbandonedMill
0,BIOME,0,7,MoonDough
0,BIOME,1,7,MoonDough
0,BIOME,2,7,MoonDough
0,BIOME,3,7,MoonDough
0,BIOME,4,7,MoonDough
0,BIOME,5,7,MoonDough
0,BIOME,6,7,MoonDough
0,BIOME,7,7,MoonDough
0,BIOME,8,7,MoonDough
0,BIOME,9,7,MoonDough
0,BIOME,10,7,MoonDough
0,BIOME,11,7,MoonDough
0,BIOME,12,7,MoonCrater
0,BIOME,13,7,MoonCrater
0,BIOME,14,7,MoonCrater
0,BIOME,15,7,MoonCrater
0,BIOME,16,7,MoonCrater
0,BIOME,17,7,MoonCrater
0,BIOME,18,7,MoonCrater
0,BIOME,19,7,MoonCrater
0,BIOME,20,7,MoonCrater
0,BIOME,21,7,MoonCrater
0,BIOME,22,7,MoonCrater
0,BIOME,23,7,MoonCrater
0,BIOME,24,7,CassiaRoot
0,BIOME,25,7,CassiaRoot
0,BIOME,26,7,CassiaRoot
0,BIOME,27,7,CassiaRoot
0,BIOME,28,7,CassiaRoot
0,BIOME,29,7,CassiaRoot
0,BIOME,30,7,CassiaRoot
0,BIOME,31,7,CassiaRoot
0,BIOME,32,7,CassiaRoot
0,BIOME,33,7,CassiaRoot
0,BIOME,34,7,CassiaRoot
0,BIOME,35,7,CassiaRoot
0,BIOME,36,7,AbandonedMill
0,BIOME,37,7,AbandonedMill
0,BIOME,38,7,AbandonedMill
0,BIOME,39,7,AbandonedMill
0,BIOME,40,7,AbandonedMill
0,BIOME,41,7,AbandonedMill
0,BIOME,42,7,AbandonedMill
0,BIOME,43,7,AbandonedMill
0,BIOME,44,7,AbandonedMill
0,BIOME,45,7,AbandonedMill
0,BIOME,46,7,AbandonedMill
0,BIOME,47,7,AbandonedMill
0,BIOME,0,8,MoonDough
0,BIOME,1,8,MoonDough
0,BIOME,2,8,MoonDough
0,BIOME,3,8,MoonDough
0,BIOME,4,8,MoonDough
0,BIOME,5,8,MoonDough
0,BIOME,6,8,MoonDough
0,BIOME,7,8,MoonDough
0,BIOME,8,8,MoonDough
0,BIOME,9,8,MoonDough
0,BIOME,10,8,MoonDough
0,BIOME,11,8,MoonDough
0,BIOME,12,8,MoonCrater
0,BIOME,13,8,MoonCrater
0,BIOME,14,8,MoonCrater
0,BIOME,15,8,MoonCrater
0,BIOME,16,8,MoonCrater
0,BIOME,17,8,MoonCrater
0,BIOME,18,8,MoonCrater
0,BIOME,19,8,MoonCrater
0,BIOME,20,8,MoonCrater
0,BIOME,21,8,MoonCrater
0,BIOME,22,8,MoonCrater
0,BIOME,23,8,MoonCrater
0,BIOME,24,8,CassiaRoot
0,BIOME,25,8,CassiaRoot
0,BIOME,26,8,CassiaRoot
0,BIOME,27,8,CassiaRoot
0,BIOME,28,8,CassiaRoot
0,BIOME,29,8,CassiaRoot
0,BIOME,30,8,CassiaRoot
0,BIOME,31,8,CassiaRoot
0,BIOME,32,8,CassiaRoot
0,BIOME,33,8,CassiaRoot
0,BIOME,34,8,CassiaRoot
0,BIOME,35,8,CassiaRoot
0,BIOME,36,8,AbandonedMill
0,BIOME,37,8,AbandonedMill
0,BIOME,38,8,AbandonedMill
0,BIOME,39,8,AbandonedMill
0,BIOME,40,8,AbandonedMill
0,BIOME,41,8,AbandonedMill
0,BIOME,42,8,AbandonedMill
0,BIOME,43,8,AbandonedMill
0,BIOME,44,8,AbandonedMill
0,BIOME,45,8,AbandonedMill
0,BIOME,46,8,AbandonedMill
0,BIOME,47,8,AbandonedMill
0,BIOME,0,9,MoonDough
0,BIOME,1,9,MoonDough
0,BIOME,2,9,MoonDough
0,BIOME,3,9,MoonDough
0,BIOME,4,9,MoonDough
0,BIOME,5,9,MoonDough
0,BIOME,6,9,MoonDough
0,BIOME,7,9,MoonDough
0,BIOME,8,9,MoonDough
0,BIOME,9,9,MoonDough
0,BIOME,10,9,MoonDough
0,BIOME,11,9,MoonDough
0,BIOME,12,9,MoonCrater
0,BIOME,13,9,MoonCrater
0,BIOME,14,9,MoonCrater
0,BIOME,15,9,MoonCrater
0,BIOME,16,9,MoonCrater
0,BIOME,17,9,MoonCrater
0,BIOME,18,9,MoonCrater
0,BIOME,19,9,MoonCrater
0,BIOME,20,9,MoonCrater
0,BIOME,21,9,MoonCrater
0,BIOME,22,9,MoonCrater
0,BIOME,23,9,MoonCrater
0,BIOME,24,9,CassiaRoot
0,BIOME,25,9,CassiaRoot
0,BIOME,26,9,CassiaRoot
0,BIOME,27,9,CassiaRoot
0,BIOME,28,9,CassiaRoot
0,BIOME,29,9,CassiaRoot
0,BIOME,30,9,CassiaRoot
0,BIOME,31,9,CassiaRoot
0,BIOME,32,9,CassiaRoot
0,BIOME,33,9,CassiaRoot
0,BIOME,34,9,CassiaRoot
0,BIOME,35,9,CassiaRoot
0,BIOME,36,9,AbandonedMill
0,BIOME,37,9,AbandonedMill
0,BIOME,38,9,AbandonedMill
0,BIOME,39,9,AbandonedMill
0,BIOME,40,9,AbandonedMill
0,BIOME,41,9,AbandonedMill
0,BIOME,42,9,AbandonedMill
0,BIOME,43,9,AbandonedMill
0,BIOME,44,9,AbandonedMill
0,BIOME,45,9,AbandonedMill
0,BIOME,46,9,AbandonedMill
0,BIOME,47,9,AbandonedMill
0,BIOME,0,10,MoonDough
0,BIOME,1,10,MoonDough
0,BIOME,2,10,MoonDough
0,BIOME,3,10,MoonDough
0,BIOME,4,10,MoonDough
0,BIOME,5,10,MoonDough
0,BIOME,6,10,MoonDough
0,BIOME,7,10,MoonDough
0,BIOME,8,10,MoonDough
0,BIOME,9,10,MoonDough
0,BIOME,10,10,MoonDough
0,BIOME,11,10,MoonDough
0,BIOME,12,10,MoonCrater
0,BIOME,13,10,MoonCrater
0,BIOME,14,10,MoonCrater
0,BIOME,15,10,MoonCrater
0,BIOME,16,10,MoonCrater
0,BIOME,17,10,MoonCrater
0,BIOME,18,10,MoonCrater
0,BIOME,19,10,MoonCrater
0,BIOME,20,10,MoonCrater
0,BIOME,21,10,MoonCrater
0,BIOME,22,10,MoonCrater
0,BIOME,23,10,MoonCrater
0,BIOME,24,10,CassiaRoot
0,BIOME,25,10,CassiaRoot
0,BIOME,26,10,CassiaRoot
0,BIOME,27,10,CassiaRoot
0,BIOME,28,10,CassiaRoot
0,BIOME,29,10,CassiaRoot
0,BIOME,30,10,CassiaRoot
0,BIOME,31,10,CassiaRoot
0,BIOME,32,10,CassiaRoot
0,BIOME,33,10,CassiaRoot
0,BIOME,34,10,CassiaRoot
0,BIOME,35,10,CassiaRoot
0,BIOME,36,10,AbandonedMill
0,BIOME,37,10,AbandonedMill
0,BIOME,38,10,AbandonedMill
0,BIOME,39,10,AbandonedMill
0,BIOME,40,10,AbandonedMill
0,BIOME,41,10,AbandonedMill
0,BIOME,42,10,AbandonedMill
0,BIOME,43,10,AbandonedMill
0,BIOME,44,10,AbandonedMill
0,BIOME,45,10,AbandonedMill
0,BIOME,46,10,AbandonedMill
0,BIOME,47,10,AbandonedMill
0,BIOME,0,11,MoonDough
0,BIOME,1,11,MoonDough
0,BIOME,2,11,MoonDough
0,BIOME,3,11,MoonDough
0,BIOME,4,11,MoonDough
0,BIOME,5,11,MoonDough
0,BIOME,6,11,MoonDough
0,BIOME,7,11,MoonDough
0,BIOME,8,11,MoonDough
0,BIOME,9,11,MoonDough
0,BIOME,10,11,MoonDough
0,BIOME,11,11,MoonDough
0,BIOME,12,11,MoonCrater
0,BIOME,13,11,MoonCrater
0,BIOME,14,11,MoonCrater
0,BIOME,15,11,MoonCrater
0,BIOME,16,11,MoonCrater
0,BIOME,17,11,MoonCrater
0,BIOME,18,11,MoonCrater
0,BIOME,19,11,MoonCrater
0,BIOME,20,11,MoonCrater
0,BIOME,21,11,MoonCrater
0,BIOME,22,11,MoonCrater
0,BIOME,23,11,MoonCrater
0,BIOME,24,11,CassiaRoot
0,BIOME,25,11,CassiaRoot
0,BIOME,26,11,CassiaRoot
0,BIOME,27,11,CassiaRoot
0,BIOME,28,11,CassiaRoot
0,BIOME,29,11,CassiaRoot
0,BIOME,30,11,CassiaRoot
0,BIOME,31,11,CassiaRoot
0,BIOME,32,11,CassiaRoot
0,BIOME,33,11,CassiaRoot
0,BIOME,34,11,CassiaRoot
0,BIOME,35,11,CassiaRoot
0,BIOME,36,11,AbandonedMill
0,BIOME,37,11,AbandonedMill
0,BIOME,38,11,AbandonedMill
0,BIOME,39,11,AbandonedMill
0,BIOME,40,11,AbandonedMill
0,BIOME,41,11,AbandonedMill
0,BIOME,42,11,AbandonedMill
0,BIOME,43,11,AbandonedMill
0,BIOME,44,11,AbandonedMill
0,BIOME,45,11,AbandonedMill
0,BIOME,46,11,AbandonedMill
0,BIOME,47,11,AbandonedMill
0,BIOME,0,12,MoonDough
0,BIOME,1,12,MoonDough
0,BIOME,2,12,MoonDough
0,BIOME,3,12,MoonDough
0,BIOME,4,12,MoonDough
0,BIOME,5,12,MoonDough
0,BIOME,6,12,MoonDough
0,BIOME,7,12,MoonDough
0,BIOME,8,12,MoonDough
0,BIOME,9,12,MoonDough
0,BIOME,10,12,MoonDough
0,BIOME,11,12,MoonDough
0,BIOME,12,12,MoonCrater
0,BIOME,13,12,MoonCrater
0,BIOME,14,12,MoonCrater
0,BIOME,15,12,MoonCrater
0,BIOME,16,12,MoonCrater
0,BIOME,17,12,MoonCrater
0,BIOME,18,12,MoonCrater
0,BIOME,19,12,MoonCrater
0,BIOME,20,12,MoonCrater
0,BIOME,21,12,MoonCrater
0,BIOME,22,12,MoonCrater
0,BIOME,23,12,MoonCrater
0,BIOME,24,12,CassiaRoot
0,BIOME,25,12,CassiaRoot
0,BIOME,26,12,CassiaRoot
0,BIOME,27,12,CassiaRoot
0,BIOME,28,12,CassiaRoot
0,BIOME,29,12,CassiaRoot
0,BIOME,30,12,CassiaRoot
0,BIOME,31,12,CassiaRoot
0,BIOME,32,12,CassiaRoot
0,BIOME,33,12,CassiaRoot
0,BIOME,34,12,CassiaRoot
0,BIOME,35,12,CassiaRoot
0,BIOME,36,12,AbandonedMill
0,BIOME,37,12,AbandonedMill
0,BIOME,38,12,AbandonedMill
0,BIOME,39,12,AbandonedMill
0,BIOME,40,12,AbandonedMill
0,BIOME,41,12,AbandonedMill
0,BIOME,42,12,AbandonedMill
0,BIOME,43,12,AbandonedMill
0,BIOME,44,12,AbandonedMill
0,BIOME,45,12,AbandonedMill
0,BIOME,46,12,AbandonedMill
0,BIOME,47,12,AbandonedMill
0,BIOME,0,13,MoonDough
0,BIOME,1,13,MoonDough
0,BIOME,2,13,MoonDough
0,BIOME,3,13,MoonDough
0,BIOME,4,13,MoonDough
0,BIOME,5,13,MoonDough
0,BIOME,6,13,MoonDough
0,BIOME,7,13,MoonDough
0,BIOME,8,13,MoonDough
0,BIOME,9,13,MoonDough
0,BIOME,10,13,MoonDough
0,BIOME,11,13,MoonDough
0,BIOME,12,13,MoonCrater
0,BIOME,13,13,MoonCrater
0,BIOME,14,13,MoonCrater
0,BIOME,15,13,MoonCrater
0,BIOME,16,13,MoonCrater
0,BIOME,17,13,MoonCrater
0,BIOME,18,13,MoonCrater
0,BIOME,19,13,MoonCrater
0,BIOME,20,13,MoonCrater
0,BIOME,21,13,MoonCrater
0,BIOME,22,13,MoonCrater
0,BIOME,23,13,MoonCrater
0,BIOME,24,13,CassiaRoot
0,BIOME,25,13,CassiaRoot
0,BIOME,26,13,CassiaRoot
0,BIOME,27,13,CassiaRoot
0,BIOME,28,13,CassiaRoot
0,BIOME,29,13,CassiaRoot
0,BIOME,30,13,CassiaRoot
0,BIOME,31,13,CassiaRoot
0,BIOME,32,13,CassiaRoot
0,BIOME,33,13,CassiaRoot
0,BIOME,34,13,CassiaRoot
0,BIOME,35,13,CassiaRoot
0,BIOME,36,13,AbandonedMill
0,BIOME,37,13,AbandonedMill
0,BIOME,38,13,AbandonedMill
0,BIOME,39,13,AbandonedMill
0,BIOME,40,13,AbandonedMill
0,BIOME,41,13,AbandonedMill
0,BIOME,42,13,AbandonedMill
0,BIOME,43,13,AbandonedMill
0,BIOME,44,13,AbandonedMill
0,BIOME,45,13,AbandonedMill
0,BIOME,46,13,AbandonedMill
0,BIOME,47,13,AbandonedMill
0,BIOME,0,14,MoonDough
0,BIOME,1,14,MoonDough
0,BIOME,2,14,MoonDough
0,BIOME,3,14,MoonDough
0,BIOME,4,14,MoonDough
0,BIOME,5,14,MoonDough
0,BIOME,6,14,MoonDough
0,BIOME,7,14,MoonDough
0,BIOME,8,14,MoonDough
0,BIOME,9,14,MoonDough
0,BIOME,10,14,MoonDough
0,BIOME,11,14,MoonDough
0,BIOME,12,14,MoonCrater
0,BIOME,13,14,MoonCrater
0,BIOME,14,14,MoonCrater
0,BIOME,15,14,MoonCrater
0,BIOME,16,14,MoonCrater
0,BIOME,17,14,MoonCrater
0,BIOME,18,14,MoonCrater
0,BIOME,19,14,MoonCrater
0,BIOME,20,14,MoonCrater
0,BIOME,21,14,MoonCrater
0,BIOME,22,14,MoonCrater
0,BIOME,23,14,MoonCrater
0,BIOME,24,14,CassiaRoot
0,BIOME,25,14,CassiaRoot
0,BIOME,26,14,CassiaRoot
0,BIOME,27,14,CassiaRoot
0,BIOME,28,14,CassiaRoot
0,BIOME,29,14,CassiaRoot
0,BIOME,30,14,CassiaRoot
0,BIOME,31,14,CassiaRoot
0,BIOME,32,14,CassiaRoot
0,BIOME,33,14,CassiaRoot
0,BIOME,34,14,CassiaRoot
0,BIOME,35,14,CassiaRoot
0,BIOME,36,14,AbandonedMill
0,BIOME,37,14,AbandonedMill
0,BIOME,38,14,AbandonedMill
0,BIOME,39,14,AbandonedMill
0,BIOME,40,14,AbandonedMill
0,BIOME,41,14,AbandonedMill
0,BIOME,42,14,AbandonedMill
0,BIOME,43,14,AbandonedMill
0,BIOME,44,14,AbandonedMill
0,BIOME,45,14,AbandonedMill
0,BIOME,46,14,AbandonedMill
0,BIOME,47,14,AbandonedMill
0,BIOME,0,15,MoonDough
0,BIOME,1,15,MoonDough
0,BIOME,2,15,MoonDough
0,BIOME,3,15,MoonDough
0,BIOME,4,15,MoonDough
0,BIOME,5,15,MoonDough
0,BIOME,6,15,MoonDough
0,BIOME,7,15,MoonDough
0,BIOME,8,15,MoonDough
0,BIOME,9,15,MoonDough
0,BIOME,10,15,MoonDough
0,BIOME,11,15,MoonDough
0,BIOME,12,15,MoonCrater
0,BIOME,13,15,MoonCrater
0,BIOME,14,15,MoonCrater
0,BIOME,15,15,MoonCrater
0,BIOME,16,15,MoonCrater
0,BIOME,17,15,MoonCrater
0,BIOME,18,15,MoonCrater
0,BIOME,19,15,MoonCrater
0,BIOME,20,15,MoonCrater
0,BIOME,21,15,MoonCrater
0,BIOME,22,15,MoonCrater
0,BIOME,23,15,MoonCrater
0,BIOME,24,15,CassiaRoot
0,BIOME,25,15,CassiaRoot
0,BIOME,26,15,CassiaRoot
0,BIOME,27,15,CassiaRoot
0,BIOME,28,15,CassiaRoot
0,BIOME,29,15,CassiaRoot
0,BIOME,30,15,CassiaRoot
0,BIOME,31,15,CassiaRoot
0,BIOME,32,15,CassiaRoot
0,BIOME,33,15,CassiaRoot
0,BIOME,34,15,CassiaRoot
0,BIOME,35,15,CassiaRoot
0,BIOME,36,15,AbandonedMill
0,BIOME,37,15,AbandonedMill
0,BIOME,38,15,AbandonedMill
0,BIOME,39,15,AbandonedMill
0,BIOME,40,15,AbandonedMill
0,BIOME,41,15,AbandonedMill
0,BIOME,42,15,AbandonedMill
0,BIOME,43,15,AbandonedMill
0,BIOME,44,15,AbandonedMill
