pair_key,sector_a,sector_b,lower_bound,endpoint_pairs,plan_digest
S00_01|S02_01,S00_01,S02_01,49,6,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_02|S00_02,S00_02,S00_02,0,36,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_02|S00_03,S00_02,S00_03,1,36,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_02|S00_04,S00_02,S00_04,33,78,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_02|S01_00,S01_00,S00_02,34,60,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_02|S01_01,S01_01,S00_02,2,90,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_02|S01_02,S00_02,S01_02,1,72,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_02|S01_03,S00_02,S01_03,2,42,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_02|S01_04,S00_02,S01_04,34,126,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_02|S02_02,S00_02,S02_02,49,96,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_03|S00_03,S00_03,S00_03,0,36,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_03|S00_04,S00_03,S00_04,1,78,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_03|S00_05,S00_03,S00_05,33,36,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_03|S01_01,S01_01,S00_03,34,90,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_03|S01_02,S01_02,S00_03,2,72,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_03|S01_03,S00_03,S01_03,1,42,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_03|S01_04,S00_03,S01_04,2,126,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_03|S01_05,S00_03,S01_05,34,78,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_03|S02_03,S00_03,S02_03,49,72,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_04|S00_04,S00_04,S00_04,0,169,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_04|S00_05,S00_04,S00_05,1,78,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_04|S00_06,S00_04,S00_06,33,65,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_04|S01_02,S01_02,S00_04,34,156,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_04|S01_03,S01_03,S00_04,2,91,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_04|S01_04,S00_04,S01_04,1,273,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_04|S01_05,S00_04,S01_05,2,169,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_04|S01_06,S00_04,S01_06,34,143,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_04|S02_04,S00_04,S02_04,49,143,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_05|S00_05,S00_05,S00_05,0,36,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_05|S00_06,S00_05,S00_06,1,30,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_05|S00_07,S00_05,S00_07,33,54,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_05|S01_03,S01_03,S00_05,34,42,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_05|S01_04,S01_04,S00_05,2,126,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_05|S01_05,S00_05,S01_05,1,78,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_05|S01_06,S00_05,S01_06,2,66,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_05|S01_07,S00_05,S01_07,34,84,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_05|S02_05,S00_05,S02_05,49,120,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_06|S00_06,S00_06,S00_06,0,25,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_06|S00_07,S00_06,S00_07,1,45,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_06|S00_08,S00_06,S00_08,33,75,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_06|S01_04,S01_04,S00_06,34,105,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_06|S01_05,S01_05,S00_06,2,65,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_06|S01_06,S00_06,S01_06,1,55,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_06|S01_07,S00_06,S01_07,2,70,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_06|S01_08,S00_06,S01_08,34,50,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_06|S02_06,S00_06,S02_06,49,70,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_07|S00_07,S00_07,S00_07,0,81,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_07|S00_08,S00_07,S00_08,1,135,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_07|S00_09,S00_07,S00_09,33,108,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_07|S01_05,S01_05,S00_07,34,117,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_07|S01_06,S01_06,S00_07,2,99,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_07|S01_07,S00_07,S01_07,1,126,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_07|S01_08,S00_07,S01_08,2,90,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_07|S01_09,S00_07,S01_09,34,72,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_07|S02_07,S00_07,S02_07,49,117,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_08|S00_08,S00_08,S00_08,0,225,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_08|S00_09,S00_08,S00_09,1,180,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_08|S00_10,S00_08,S00_10,33,180,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_08|S01_06,S01_06,S00_08,34,165,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_08|S01_07,S01_07,S00_08,2,210,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_08|S01_08,S00_08,S01_08,1,150,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_08|S01_09,S00_08,S01_09,2,120,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_08|S01_10,S00_08,S01_10,34,270,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_08|S02_08,S00_08,S02_08,49,105,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_09|S00_09,S00_09,S00_09,0,144,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_09|S00_10,S00_09,S00_10,1,144,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_09|S00_11,S00_09,S00_11,33,180,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_09|S01_07,S01_07,S00_09,34,168,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_09|S01_08,S01_08,S00_09,2,120,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_09|S01_09,S00_09,S01_09,1,96,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_09|S01_10,S00_09,S01_10,2,216,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_09|S01_11,S00_09,S01_11,34,84,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_09|S02_09,S00_09,S02_09,49,132,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_10|S00_10,S00_10,S00_10,0,144,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_10|S00_11,S00_10,S00_11,1,180,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_10|S00_12,S00_10,S00_12,33,72,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_10|S01_08,S01_08,S00_10,34,120,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_10|S01_09,S01_09,S00_10,2,96,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_10|S01_10,S00_10,S01_10,1,216,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_10|S01_11,S00_10,S01_11,2,84,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_10|S02_10,S00_10,S02_10,49,108,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_11|S00_11,S00_11,S00_11,0,225,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_11|S00_12,S00_11,S00_12,1,90,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_11|S01_09,S01_09,S00_11,34,120,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_11|S01_10,S01_10,S00_11,2,270,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_11|S01_11,S00_11,S01_11,1,105,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_12|S00_12,S00_12,S00_12,0,36,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_12|S01_10,S01_10,S00_12,34,108,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S00_12|S01_11,S01_11,S00_12,2,42,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_00|S01_00,S01_00,S01_00,0,100,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_00|S01_01,S01_00,S01_01,1,150,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_00|S01_02,S01_00,S01_02,33,120,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_00|S02_00,S01_00,S02_00,1,170,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_00|S02_01,S01_00,S02_01,2,10,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_00|S02_02,S01_00,S02_02,34,160,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_00|S03_00,S01_00,S03_00,49,200,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_01|S01_01,S01_01,S01_01,0,225,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_01|S01_02,S01_01,S01_02,1,180,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_01|S01_03,S01_01,S01_03,33,105,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_01|S02_00,S02_00,S01_01,2,255,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_01|S02_01,S01_01,S02_01,1,15,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_01|S02_02,S01_01,S02_02,2,240,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_01|S02_03,S01_01,S02_03,34,180,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_01|S03_01,S01_01,S03_01,49,90,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_02|S01_02,S01_02,S01_02,0,144,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_02|S01_03,S01_02,S01_03,1,84,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_02|S01_04,S01_02,S01_04,33,252,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_02|S02_00,S02_00,S01_02,34,204,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_02|S02_01,S02_01,S01_02,2,12,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_02|S02_02,S01_02,S02_02,1,192,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_02|S02_03,S01_02,S02_03,2,144,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_02|S02_04,S01_02,S02_04,34,132,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_02|S03_02,S01_02,S03_02,49,120,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_03|S01_03,S01_03,S01_03,0,49,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_03|S01_04,S01_03,S01_04,1,147,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_03|S01_05,S01_03,S01_05,33,91,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_03|S02_01,S02_01,S01_03,34,7,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_03|S02_02,S02_02,S01_03,2,112,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_03|S02_03,S01_03,S02_03,1,84,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_03|S02_04,S01_03,S02_04,2,77,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_03|S02_05,S01_03,S02_05,34,140,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_03|S03_03,S01_03,S03_03,49,98,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_04|S01_04,S01_04,S01_04,0,441,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_04|S01_05,S01_04,S01_05,1,273,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_04|S01_06,S01_04,S01_06,33,231,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_04|S02_02,S02_02,S01_04,34,336,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_04|S02_03,S02_03,S01_04,2,252,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_04|S02_04,S01_04,S02_04,1,231,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_04|S02_05,S01_04,S02_05,2,420,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_04|S02_06,S01_04,S02_06,34,294,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_04|S03_04,S01_04,S03_04,49,231,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_05|S01_05,S01_05,S01_05,0,169,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_05|S01_06,S01_05,S01_06,1,143,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_05|S01_07,S01_05,S01_07,33,182,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_05|S02_03,S02_03,S01_05,34,156,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_05|S02_04,S02_04,S01_05,2,143,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_05|S02_05,S01_05,S02_05,1,260,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_05|S02_06,S01_05,S02_06,2,182,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_05|S02_07,S01_05,S02_07,34,169,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_05|S03_05,S01_05,S03_05,49,104,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_06|S01_06,S01_06,S01_06,0,121,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_06|S01_07,S01_06,S01_07,1,154,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_06|S01_08,S01_06,S01_08,33,110,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_06|S02_04,S02_04,S01_06,34,121,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_06|S02_05,S02_05,S01_06,2,220,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_06|S02_06,S01_06,S02_06,1,154,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_06|S02_07,S01_06,S02_07,2,143,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_06|S02_08,S01_06,S02_08,34,77,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_06|S03_06,S01_06,S03_06,49,154,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_07|S01_07,S01_07,S01_07,0,196,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_07|S01_08,S01_07,S01_08,1,140,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_07|S01_09,S01_07,S01_09,33,112,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_07|S02_05,S02_05,S01_07,34,280,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_07|S02_06,S02_06,S01_07,2,196,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_07|S02_07,S01_07,S02_07,1,182,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_07|S02_08,S01_07,S02_08,2,98,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_07|S02_09,S01_07,S02_09,34,154,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_07|S03_07,S01_07,S03_07,49,112,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_08|S01_08,S01_08,S01_08,0,100,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_08|S01_09,S01_08,S01_09,1,80,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_08|S01_10,S01_08,S01_10,33,180,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_08|S02_06,S02_06,S01_08,34,140,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_08|S02_07,S02_07,S01_08,2,130,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_08|S02_08,S01_08,S02_08,1,70,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_08|S02_09,S01_08,S02_09,2,110,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_08|S02_10,S01_08,S02_10,34,90,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_08|S03_08,S01_08,S03_08,49,110,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_09|S01_09,S01_09,S01_09,0,64,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_09|S01_10,S01_09,S01_10,1,144,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_09|S01_11,S01_09,S01_11,33,56,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_09|S02_07,S02_07,S01_09,34,104,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_09|S02_08,S02_08,S01_09,2,56,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_09|S02_09,S01_09,S02_09,1,88,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_09|S02_10,S01_09,S02_10,2,72,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_09|S03_09,S01_09,S03_09,49,56,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_10|S01_10,S01_10,S01_10,0,324,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_10|S01_11,S01_10,S01_11,1,126,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_10|S02_08,S02_08,S01_10,34,126,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_10|S02_09,S02_09,S01_10,2,198,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_10|S02_10,S01_10,S02_10,1,162,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_10|S03_10,S01_10,S03_10,49,216,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_11|S01_11,S01_11,S01_11,0,49,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_11|S02_09,S02_09,S01_11,34,77,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_11|S02_10,S02_10,S01_11,2,63,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S01_11|S03_11,S01_11,S03_11,49,91,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S02_00|S02_00,S02_00,S02_00,0,289,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S02_00|S02_01,S02_00,S02_01,1,17,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S02_00|S02_02,S02_00,S02_02,33,272,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S02_00|S03_00,S02_00,S03_00,1,340,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S02_00|S03_01,S02_00,S03_01,2,102,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S02_00|S03_02,S02_00,S03_02,34,170,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S02_00|S04_00,S02_00,S04_00,49,187,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S02_01|S02_01,S02_01,S02_01,0,1,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S02_01|S02_02,S02_01,S02_02,1,16,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S02_01|S02_03,S02_01,S02_03,33,12,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S02_01|S03_00,S03_00,S02_01,2,20,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
S02_01|S03_01,S02_01,S03_01,1,6,1e798ad29680791af17a09e8267e77a7dbb90010fa78f743eb1d57a81cd80d03
