x,y,pattern_x,pattern_y,is_open,main_route,branch_route,start,exit
50,0,12,0,TRUE,FALSE,FALSE,FALSE,FALSE
51,0,12,0,TRUE,FALSE,FALSE,FALSE,FALSE
52,0,13,0,FALSE,FALSE,FALSE,FALSE,FALSE
53,0,13,0,FALSE,FALSE,FALSE,FALSE,FALSE
54,0,13,0,FALSE,FALSE,FALSE,FALSE,FALSE
55,0,13,0,TRUE,FALSE,FALSE,FALSE,FALSE
56,0,14,0,TRUE,FALSE,FALSE,FALSE,FALSE
57,0,14,0,TRUE,FALSE,FALSE,FALSE,FALSE
58,0,14,0,TRUE,FALSE,FALSE,FALSE,FALSE
59,0,14,0,TRUE,FALSE,FALSE,FALSE,FALSE
60,0,15,0,FALSE,FALSE,FALSE,FALSE,FALSE
61,0,15,0,FALSE,FALSE,FALSE,FALSE,FALSE
62,0,15,0,TRUE,FALSE,FALSE,FALSE,FALSE
63,0,15,0,FALSE,FALSE,FALSE,FALSE,FALSE
64,0,16,0,TRUE,FALSE,FALSE,FALSE,FALSE
65,0,16,0,TRUE,FALSE,FALSE,FALSE,FALSE
66,0,16,0,TRUE,FALSE,FALSE,FALSE,FALSE
67,0,16,0,TRUE,FALSE,FALSE,FALSE,FALSE
68,0,17,0,TRUE,FALSE,FALSE,FALSE,FALSE
69,0,17,0,FALSE,FALSE,FALSE,FALSE,FALSE
70,0,17,0,TRUE,FALSE,FALSE,FALSE,FALSE
71,0,17,0,TRUE,FALSE,FALSE,FALSE,FALSE
72,0,18,0,TRUE,FALSE,FALSE,FALSE,FALSE
73,0,18,0,TRUE,FALSE,FALSE,FALSE,FALSE
74,0,18,0,FALSE,FALSE,FALSE,FALSE,FALSE
75,0,18,0,FALSE,FALSE,FALSE,FALSE,FALSE
76,0,19,0,TRUE,FALSE,FALSE,FALSE,FALSE
77,0,19,0,TRUE,FALSE,FALSE,FALSE,FALSE
78,0,19,0,FALSE,FALSE,FALSE,FALSE,FALSE
79,0,19,0,TRUE,FALSE,FALSE,FALSE,FALSE
80,0,20,0,TRUE,FALSE,FALSE,FALSE,FALSE
81,0,20,0,TRUE,FALSE,FALSE,FALSE,FALSE
82,0,20,0,FALSE,FALSE,FALSE,FALSE,FALSE
83,0,20,0,TRUE,FALSE,FALSE,FALSE,FALSE
84,0,21,0,FALSE,FALSE,FALSE,FALSE,FALSE
85,0,21,0,TRUE,FALSE,FALSE,FALSE,FALSE
86,0,21,0,FALSE,FALSE,FALSE,FALSE,FALSE
87,0,21,0,FALSE,FALSE,FALSE,FALSE,FALSE
88,0,22,0,TRUE,FALSE,FALSE,FALSE,FALSE
89,0,22,0,FALSE,FALSE,FALSE,FALSE,FALSE
90,0,22,0,TRUE,FALSE,FALSE,FALSE,FALSE
91,0,22,0,TRUE,FALSE,FALSE,FALSE,FALSE
92,0,23,0,TRUE,FALSE,FALSE,FALSE,FALSE
93,0,23,0,TRUE,FALSE,FALSE,FALSE,FALSE
94,0,23,0,TRUE,FALSE,FALSE,FALSE,FALSE
95,0,23,0,TRUE,FALSE,FALSE,FALSE,FALSE
96,0,24,0,FALSE,FALSE,FALSE,FALSE,FALSE
97,0,24,0,FALSE,FALSE,FALSE,FALSE,FALSE
98,0,24,0,FALSE,FALSE,FALSE,FALSE,FALSE
99,0,24,0,FALSE,FALSE,FALSE,FALSE,FALSE
100,0,25,0,FALSE,FALSE,FALSE,FALSE,FALSE
101,0,25,0,TRUE,FALSE,FALSE,FALSE,FALSE
102,0,25,0,TRUE,FALSE,FALSE,FALSE,FALSE
103,0,25,0,TRUE,FALSE,FALSE,FALSE,FALSE
104,0,26,0,FALSE,FALSE,FALSE,FALSE,FALSE
105,0,26,0,TRUE,FALSE,FALSE,FALSE,FALSE
106,0,26,0,FALSE,FALSE,FALSE,FALSE,FALSE
107,0,26,0,TRUE,FALSE,FALSE,FALSE,FALSE
108,0,27,0,TRUE,FALSE,FALSE,FALSE,FALSE
109,0,27,0,TRUE,FALSE,FALSE,FALSE,FALSE
110,0,27,0,TRUE,FALSE,FALSE,FALSE,FALSE
111,0,27,0,TRUE,FALSE,FALSE,FALSE,FALSE
112,0,28,0,FALSE,FALSE,FALSE,FALSE,FALSE
113,0,28,0,TRUE,FALSE,FALSE,FALSE,FALSE
114,0,28,0,TRUE,FALSE,FALSE,FALSE,FALSE
115,0,28,0,TRUE,FALSE,FALSE,FALSE,FALSE
116,0,29,0,TRUE,FALSE,FALSE,FALSE,FALSE
117,0,29,0,TRUE,FALSE,FALSE,FALSE,FALSE
118,0,29,0,TRUE,FALSE,FALSE,FALSE,FALSE
119,0,29,0,TRUE,FALSE,FALSE,FALSE,FALSE
120,0,30,0,TRUE,FALSE,FALSE,FALSE,FALSE
121,0,30,0,TRUE,FALSE,FALSE,FALSE,FALSE
122,0,30,0,TRUE,FALSE,FALSE,FALSE,FALSE
123,0,30,0,TRUE,FALSE,FALSE,FALSE,FALSE
124,0,31,0,FALSE,FALSE,FALSE,FALSE,FALSE
125,0,31,0,TRUE,FALSE,FALSE,FALSE,FALSE
126,0,31,0,FALSE,FALSE,FALSE,FALSE,FALSE
127,0,31,0,TRUE,FALSE,FALSE,FALSE,FALSE
128,0,32,0,FALSE,FALSE,FALSE,FALSE,FALSE
129,0,32,0,TRUE,FALSE,FALSE,FALSE,FALSE
130,0,32,0,TRUE,FALSE,FALSE,FALSE,FALSE
131,0,32,0,FALSE,FALSE,FALSE,FALSE,FALSE
132,0,33,0,TRUE,FALSE,FALSE,FALSE,FALSE
133,0,33,0,TRUE,FALSE,FALSE,FALSE,FALSE
134,0,33,0,TRUE,FALSE,FALSE,FALSE,FALSE
135,0,33,0,TRUE,FALSE,FALSE,FALSE,FALSE
136,0,34,0,TRUE,FALSE,FALSE,FALSE,FALSE
137,0,34,0,TRUE,FALSE,FALSE,FALSE,FALSE
138,0,34,0,FALSE,FALSE,FALSE,FALSE,FALSE
139,0,34,0,FALSE,FALSE,FALSE,FALSE,FALSE
140,0,35,0,TRUE,FALSE,FALSE,FALSE,FALSE
141,0,35,0,TRUE,FALSE,FALSE,FALSE,FALSE
142,0,35,0,TRUE,FALSE,FALSE,FALSE,FALSE
143,0,35,0,TRUE,FALSE,FALSE,FALSE,FALSE
144,0,36,0,TRUE,FALSE,FALSE,FALSE,FALSE
145,0,36,0,TRUE,FALSE,FALSE,FALSE,FALSE
146,0,36,0,TRUE,FALSE,FALSE,FALSE,FALSE
147,0,36,0,TRUE,FALSE,FALSE,FALSE,FALSE
148,0,37,0,TRUE,FALSE,FALSE,FALSE,FALSE
149,0,37,0,FALSE,FALSE,FALSE,FALSE,FALSE
150,0,37,0,FALSE,FALSE,FALSE,FALSE,FALSE
151,0,37,0,FALSE,FALSE,FALSE,FALSE,FALSE
152,0,38,0,FALSE,FALSE,FALSE,FALSE,FALSE
153,0,38,0,FALSE,FALSE,FALSE,FALSE,FALSE
154,0,38,0,FALSE,FALSE,FALSE,FALSE,FALSE
155,0,38,0,FALSE,FALSE,FALSE,FALSE,FALSE
156,0,39,0,FALSE,FALSE,FALSE,FALSE,FALSE
157,0,39,0,FALSE,FALSE,FALSE,FALSE,FALSE
158,0,39,0,TRUE,FALSE,FALSE,FALSE,FALSE
159,0,39,0,TRUE,FALSE,FALSE,FALSE,FALSE
0,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
1,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
2,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
3,1,0,0,FALSE,FALSE,FALSE,FALSE,FALSE
4,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
5,1,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
6,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
7,1,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
8,1,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
9,1,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
10,1,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
11,1,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
12,1,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
13,1,3,0,TRUE,FALSE,FALSE,FALSE,FALSE
14,1,3,0,TRUE,FALSE,FALSE,FALSE,FALSE
15,1,3,0,TRUE,FALSE,FALSE,FALSE,FALSE
16,1,4,0,TRUE,FALSE,FALSE,FALSE,FALSE
17,1,4,0,TRUE,FALSE,FALSE,FALSE,FALSE
18,1,4,0,TRUE,FALSE,FALSE,FALSE,FALSE
19,1,4,0,FALSE,FALSE,FALSE,FALSE,FALSE
20,1,5,0,TRUE,FALSE,FALSE,FALSE,FALSE
21,1,5,0,TRUE,FALSE,FALSE,FALSE,FALSE
22,1,5,0,TRUE,FALSE,FALSE,FALSE,FALSE
23,1,5,0,TRUE,FALSE,FALSE,FALSE,FALSE
24,1,6,0,TRUE,FALSE,FALSE,FALSE,FALSE
25,1,6,0,TRUE,FALSE,FALSE,FALSE,FALSE
26,1,6,0,TRUE,FALSE,FALSE,FALSE,FALSE
27,1,6,0,TRUE,FALSE,FALSE,FALSE,FALSE
28,1,7,0,TRUE,FALSE,FALSE,FALSE,FALSE
29,1,7,0,TRUE,FALSE,FALSE,FALSE,FALSE
30,1,7,0,TRUE,FALSE,FALSE,FALSE,FALSE
31,1,7,0,TRUE,FALSE,FALSE,FALSE,FALSE
32,1,8,0,TRUE,FALSE,FALSE,FALSE,FALSE
33,1,8,0,FALSE,FALSE,FALSE,FALSE,FALSE
34,1,8,0,FALSE,FALSE,FALSE,FALSE,FALSE
35,1,8,0,TRUE,FALSE,FALSE,FALSE,FALSE
36,1,9,0,TRUE,FALSE,FALSE,FALSE,FALSE
37,1,9,0,TRUE,FALSE,FALSE,FALSE,FALSE
38,1,9,0,FALSE,FALSE,FALSE,FALSE,FALSE
39,1,9,0,FALSE,FALSE,FALSE,FALSE,FALSE
40,1,10,0,TRUE,FALSE,FALSE,FALSE,FALSE
41,1,10,0,TRUE,FALSE,FALSE,FALSE,FALSE
42,1,10,0,TRUE,FALSE,FALSE,FALSE,FALSE
43,1,10,0,TRUE,FALSE,FALSE,FALSE,FALSE
44,1,11,0,TRUE,FALSE,FALSE,FALSE,FALSE
45,1,11,0,TRUE,FALSE,FALSE,FALSE,FALSE
46,1,11,0,FALSE,FALSE,FALSE,FALSE,FALSE
47,1,11,0,TRUE,FALSE,FALSE,FALSE,FALSE
48,1,12,0,FALSE,FALSE,FALSE,FALSE,FALSE
49,1,12,0,TRUE,FALSE,FALSE,FALSE,FALSE
50,1,12,0,TRUE,FALSE,FALSE,FALSE,FALSE
51,1,12,0,TRUE,FALSE,FALSE,FALSE,FALSE
52,1,13,0,TRUE,FALSE,FALSE,FALSE,FALSE
53,1,13,0,TRUE,FALSE,FALSE,FALSE,FALSE
54,1,13,0,TRUE,FALSE,FALSE,FALSE,FALSE
55,1,13,0,TRUE,FALSE,FALSE,FALSE,FALSE
56,1,14,0,TRUE,FALSE,FALSE,FALSE,FALSE
57,1,14,0,TRUE,FALSE,FALSE,FALSE,FALSE
58,1,14,0,TRUE,FALSE,FALSE,FALSE,FALSE
59,1,14,0,TRUE,FALSE,FALSE,FALSE,FALSE
60,1,15,0,TRUE,FALSE,FALSE,FALSE,FALSE
61,1,15,0,TRUE,FALSE,FALSE,FALSE,FALSE
62,1,15,0,TRUE,FALSE,FALSE,FALSE,FALSE
63,1,15,0,TRUE,FALSE,FALSE,FALSE,FALSE
64,1,16,0,TRUE,FALSE,FALSE,FALSE,FALSE
65,1,16,0,TRUE,FALSE,FALSE,FALSE,FALSE
66,1,16,0,TRUE,FALSE,FALSE,FALSE,FALSE
67,1,16,0,TRUE,FALSE,FALSE,FALSE,FALSE
68,1,17,0,TRUE,FALSE,FALSE,FALSE,FALSE
69,1,17,0,FALSE,FALSE,FALSE,FALSE,FALSE
70,1,17,0,TRUE,FALSE,FALSE,FALSE,FALSE
71,1,17,0,TRUE,FALSE,FALSE,FALSE,FALSE
72,1,18,0,TRUE,FALSE,FALSE,FALSE,FALSE
73,1,18,0,FALSE,FALSE,FALSE,FALSE,FALSE
74,1,18,0,FALSE,FALSE,FALSE,FALSE,FALSE
75,1,18,0,FALSE,FALSE,FALSE,FALSE,FALSE
76,1,19,0,TRUE,FALSE,FALSE,FALSE,FALSE
77,1,19,0,TRUE,FALSE,FALSE,FALSE,FALSE
78,1,19,0,TRUE,FALSE,FALSE,FALSE,FALSE
79,1,19,0,TRUE,FALSE,FALSE,FALSE,FALSE
80,1,20,0,TRUE,FALSE,FALSE,FALSE,FALSE
81,1,20,0,TRUE,FALSE,FALSE,FALSE,FALSE
82,1,20,0,FALSE,FALSE,FALSE,FALSE,FALSE
83,1,20,0,TRUE,FALSE,FALSE,FALSE,FALSE
84,1,21,0,TRUE,FALSE,FALSE,FALSE,FALSE
85,1,21,0,TRUE,FALSE,FALSE,FALSE,FALSE
86,1,21,0,FALSE,FALSE,FALSE,FALSE,FALSE
87,1,21,0,TRUE,FALSE,FALSE,FALSE,FALSE
88,1,22,0,TRUE,FALSE,FALSE,FALSE,FALSE
89,1,22,0,FALSE,FALSE,FALSE,FALSE,FALSE
90,1,22,0,TRUE,FALSE,FALSE,FALSE,FALSE
91,1,22,0,TRUE,FALSE,FALSE,FALSE,FALSE
92,1,23,0,FALSE,FALSE,FALSE,FALSE,FALSE
93,1,23,0,FALSE,FALSE,FALSE,FALSE,FALSE
94,1,23,0,FALSE,FALSE,FALSE,FALSE,FALSE
95,1,23,0,FALSE,FALSE,FALSE,FALSE,FALSE
96,1,24,0,TRUE,FALSE,FALSE,FALSE,FALSE
97,1,24,0,FALSE,FALSE,FALSE,FALSE,FALSE
98,1,24,0,FALSE,FALSE,FALSE,FALSE,FALSE
99,1,24,0,TRUE,FALSE,FALSE,FALSE,FALSE
100,1,25,0,TRUE,FALSE,FALSE,FALSE,FALSE
101,1,25,0,TRUE,FALSE,FALSE,FALSE,FALSE
102,1,25,0,TRUE,FALSE,FALSE,FALSE,FALSE
103,1,25,0,TRUE,FALSE,FALSE,FALSE,FALSE
104,1,26,0,TRUE,FALSE,FALSE,FALSE,FALSE
105,1,26,0,TRUE,FALSE,FALSE,FALSE,FALSE
106,1,26,0,TRUE,FALSE,FALSE,FALSE,FALSE
107,1,26,0,TRUE,FALSE,FALSE,FALSE,FALSE
108,1,27,0,FALSE,FALSE,FALSE,FALSE,FALSE
109,1,27,0,FALSE,FALSE,FALSE,FALSE,FALSE
110,1,27,0,FALSE,FALSE,FALSE,FALSE,FALSE
111,1,27,0,FALSE,FALSE,FALSE,FALSE,FALSE
112,1,28,0,TRUE,FALSE,FALSE,FALSE,FALSE
113,1,28,0,TRUE,FALSE,FALSE,FALSE,FALSE
114,1,28,0,TRUE,FALSE,FALSE,FALSE,FALSE
115,1,28,0,TRUE,FALSE,FALSE,FALSE,FALSE
116,1,29,0,TRUE,FALSE,FALSE,FALSE,FALSE
117,1,29,0,FALSE,FALSE,FALSE,FALSE,FALSE
118,1,29,0,TRUE,FALSE,FALSE,FALSE,FALSE
119,1,29,0,TRUE,FALSE,FALSE,FALSE,FALSE
120,1,30,0,TRUE,FALSE,FALSE,FALSE,FALSE
121,1,30,0,TRUE,FALSE,FALSE,FALSE,FALSE
122,1,30,0,FALSE,FALSE,FALSE,FALSE,FALSE
123,1,30,0,TRUE,FALSE,FALSE,FALSE,FALSE
124,1,31,0,TRUE,FALSE,FALSE,FALSE,FALSE
125,1,31,0,TRUE,FALSE,FALSE,FALSE,FALSE
126,1,31,0,TRUE,FALSE,FALSE,FALSE,FALSE
127,1,31,0,TRUE,FALSE,FALSE,FALSE,FALSE
128,1,32,0,FALSE,FALSE,FALSE,FALSE,FALSE
129,1,32,0,FALSE,FALSE,FALSE,FALSE,FALSE
130,1,32,0,FALSE,FALSE,FALSE,FALSE,FALSE
131,1,32,0,TRUE,FALSE,FALSE,FALSE,FALSE
132,1,33,0,FALSE,FALSE,FALSE,FALSE,FALSE
133,1,33,0,TRUE,FALSE,FALSE,FALSE,FALSE
134,1,33,0,FALSE,FALSE,FALSE,FALSE,FALSE
135,1,33,0,FALSE,FALSE,FALSE,FALSE,FALSE
136,1,34,0,FALSE,FALSE,FALSE,FALSE,FALSE
137,1,34,0,TRUE,FALSE,FALSE,FALSE,FALSE
138,1,34,0,TRUE,FALSE,FALSE,FALSE,FALSE
139,1,34,0,TRUE,FALSE,FALSE,FALSE,FALSE
140,1,35,0,TRUE,FALSE,FALSE,FALSE,FALSE
141,1,35,0,TRUE,FALSE,FALSE,FALSE,FALSE
142,1,35,0,TRUE,FALSE,FALSE,FALSE,FALSE
143,1,35,0,FALSE,FALSE,FALSE,FALSE,FALSE
144,1,36,0,TRUE,FALSE,FALSE,FALSE,FALSE
145,1,36,0,TRUE,FALSE,FALSE,FALSE,FALSE
146,1,36,0,TRUE,FALSE,FALSE,FALSE,FALSE
147,1,36,0,TRUE,FALSE,FALSE,FALSE,FALSE
148,1,37,0,TRUE,FALSE,FALSE,FALSE,FALSE
149,1,37,0,FALSE,FALSE,FALSE,FALSE,FALSE
150,1,37,0,FALSE,FALSE,FALSE,FALSE,FALSE
151,1,37,0,TRUE,FALSE,FALSE,FALSE,FALSE
152,1,38,0,TRUE,FALSE,FALSE,FALSE,FALSE
153,1,38,0,TRUE,FALSE,FALSE,FALSE,FALSE
154,1,38,0,FALSE,FALSE,FALSE,FALSE,FALSE
155,1,38,0,FALSE,FALSE,FALSE,FALSE,FALSE
156,1,39,0,TRUE,FALSE,FALSE,FALSE,FALSE
157,1,39,0,TRUE,FALSE,FALSE,FALSE,FALSE
158,1,39,0,TRUE,FALSE,FALSE,FALSE,FALSE
159,1,39,0,TRUE,FALSE,FALSE,FALSE,FALSE
0,2,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
1,2,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
2,2,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
3,2,0,0,TRUE,FALSE,FALSE,FALSE,FALSE
4,2,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
5,2,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
6,2,1,0,FALSE,FALSE,FALSE,FALSE,FALSE
7,2,1,0,TRUE,FALSE,FALSE,FALSE,FALSE
8,2,2,0,TRUE,FALSE,FALSE,FALSE,FALSE
9,2,2,0,TRUE,FALSE,FALSE,FALSE,FALSE
10,2,2,0,FALSE,FALSE,FALSE,FALSE,FALSE
11,2,2,0,TRUE,FALSE,FALSE,FALSE,FALSE
12,2,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
13,2,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
14,2,3,0,FALSE,FALSE,FALSE,FALSE,FALSE
15,2,3,0,TRUE,FALSE,FALSE,FALSE,FALSE
16,2,4,0,TRUE,FALSE,FALSE,FALSE,FALSE
17,2,4,0,TRUE,FALSE,FALSE,FALSE,FALSE
18,2,4,0,TRUE,FALSE,FALSE,FALSE,FALSE
19,2,4,0,TRUE,FALSE,FALSE,FALSE,FALSE
20,2,5,0,TRUE,FALSE,FALSE,FALSE,FALSE
21,2,5,0,FALSE,FALSE,FALSE,FALSE,FALSE
22,2,5,0,TRUE,FALSE,FALSE,FALSE,FALSE
23,2,5,0,TRUE,FALSE,FALSE,FALSE,FALSE
24,2,6,0,FALSE,FALSE,FALSE,FALSE,FALSE
25,2,6,0,FALSE,FALSE,FALSE,FALSE,FALSE
26,2,6,0,TRUE,FALSE,FALSE,FALSE,FALSE
27,2,6,0,TRUE,FALSE,FALSE,FALSE,FALSE
28,2,7,0,TRUE,FALSE,FALSE,FALSE,FALSE
29,2,7,0,TRUE,FALSE,FALSE,FALSE,FALSE
30,2,7,0,FALSE,FALSE,FALSE,FALSE,FALSE
31,2,7,0,TRUE,FALSE,FALSE,FALSE,FALSE
32,2,8,0,FALSE,FALSE,FALSE,FALSE,FALSE
33,2,8,0,FALSE,FALSE,FALSE,FALSE,FALSE
34,2,8,0,FALSE,FALSE,FALSE,FALSE,FALSE
35,2,8,0,TRUE,FALSE,FALSE,FALSE,FALSE
36,2,9,0,TRUE,FALSE,FALSE,FALSE,FALSE
37,2,9,0,TRUE,FALSE,FALSE,FALSE,FALSE
38,2,9,0,TRUE,FALSE,FALSE,FALSE,FALSE
39,2,9,0,TRUE,FALSE,FALSE,FALSE,FALSE
40,2,10,0,TRUE,FALSE,FALSE,FALSE,FALSE
41,2,10,0,FALSE,FALSE,FALSE,FALSE,FALSE
42,2,10,0,TRUE,FALSE,FALSE,FALSE,FALSE
43,2,10,0,TRUE,FALSE,FALSE,FALSE,FALSE
44,2,11,0,FALSE,FALSE,FALSE,FALSE,FALSE
45,2,11,0,FALSE,FALSE,FALSE,FALSE,FALSE
46,2,11,0,TRUE,FALSE,FALSE,FALSE,FALSE
47,2,11,0,TRUE,FALSE,FALSE,FALSE,FALSE
48,2,12,0,FALSE,FALSE,FALSE,FALSE,FALSE
49,2,12,0,TRUE,FALSE,FALSE,FALSE,FALSE
50,2,12,0,FALSE,FALSE,FALSE,FALSE,FALSE
51,2,12,0,TRUE,FALSE,FALSE,FALSE,FALSE
52,2,13,0,TRUE,FALSE,FALSE,FALSE,FALSE
53,2,13,0,FALSE,FALSE,FALSE,FALSE,FALSE
54,2,13,0,FALSE,FALSE,FALSE,FALSE,FALSE
55,2,13,0,TRUE,FALSE,FALSE,FALSE,FALSE
56,2,14,0,TRUE,FALSE,FALSE,FALSE,FALSE
57,2,14,0,TRUE,FALSE,FALSE,FALSE,FALSE
58,2,14,0,TRUE,FALSE,FALSE,FALSE,FALSE
59,2,14,0,TRUE,FALSE,FALSE,FALSE,FALSE
60,2,15,0,FALSE,FALSE,FALSE,FALSE,FALSE
61,2,15,0,TRUE,FALSE,FALSE,FALSE,FALSE
62,2,15,0,TRUE,FALSE,FALSE,FALSE,FALSE
63,2,15,0,TRUE,FALSE,FALSE,FALSE,FALSE
64,2,16,0,TRUE,FALSE,FALSE,FALSE,FALSE
65,2,16,0,TRUE,FALSE,FALSE,FALSE,FALSE
66,2,16,0,TRUE,FALSE,FALSE,FALSE,FALSE
67,2,16,0,TRUE,FALSE,FALSE,FALSE,FALSE
68,2,17,0,TRUE,FALSE,FALSE,FALSE,FALSE
69,2,17,0,FALSE,FALSE,FALSE,FALSE,FALSE
70,2,17,0,TRUE,FALSE,FALSE,FALSE,FALSE
71,2,17,0,TRUE,FALSE,FALSE,FALSE,FALSE
72,2,18,0,TRUE,FALSE,FALSE,FALSE,FALSE
73,2,18,0,TRUE,FALSE,FALSE,FALSE,FALSE
74,2,18,0,FALSE,FALSE,FALSE,FALSE,FALSE
75,2,18,0,TRUE,FALSE,FALSE,FALSE,FALSE
76,2,19,0,TRUE,FALSE,FALSE,FALSE,FALSE
77,2,19,0,FALSE,FALSE,FALSE,FALSE,FALSE
78,2,19,0,FALSE,FALSE,FALSE,FALSE,FALSE
79,2,19,0,TRUE,FALSE,FALSE,FALSE,FALSE
80,2,20,0,TRUE,FALSE,FALSE,FALSE,FALSE
81,2,20,0,TRUE,FALSE,FALSE,FALSE,FALSE
82,2,20,0,TRUE,FALSE,FALSE,FALSE,FALSE
83,2,20,0,TRUE,FALSE,FALSE,FALSE,FALSE
84,2,21,0,TRUE,FALSE,FALSE,FALSE,FALSE
85,2,21,0,TRUE,FALSE,FALSE,FALSE,FALSE
86,2,21,0,TRUE,FALSE,FALSE,FALSE,FALSE
87,2,21,0,TRUE,FALSE,FALSE,FALSE,FALSE
88,2,22,0,TRUE,FALSE,FALSE,FALSE,FALSE
89,2,22,0,FALSE,FALSE,FALSE,FALSE,FALSE
90,2,22,0,TRUE,FALSE,FALSE,FALSE,FALSE
91,2,22,0,TRUE,FALSE,FALSE,FALSE,FALSE
92,2,23,0,TRUE,FALSE,FALSE,FALSE,FALSE
93,2,23,0,TRUE,FALSE,FALSE,FALSE,FALSE
94,2,23,0,FALSE,FALSE,FALSE,FALSE,FALSE
95,2,23,0,TRUE,FALSE,FALSE,FALSE,FALSE
96,2,24,0,TRUE,FALSE,FALSE,FALSE,FALSE
97,2,24,0,TRUE,FALSE,FALSE,FALSE,FALSE
98,2,24,0,FALSE,FALSE,FALSE,FALSE,FALSE
99,2,24,0,TRUE,FALSE,FALSE,FALSE,FALSE
100,2,25,0,FALSE,FALSE,FALSE,FALSE,FALSE
101,2,25,0,TRUE,FALSE,FALSE,FALSE,FALSE
