slot_index,pattern_x,pattern_y,candidate_id,mask_u16_hex,socket_signature,transform,selection_reason,attempt_count,main_path,branch_index,map21_02_presentation_family_link
38,38,0,VIS01_MP_1DCF,0x1DCF,NE-S0-W2-E8,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
39,39,0,VIS01_MP_1F03,0x1F03,NE-SC-W2-EB,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
40,0,1,VIS01_MP_18E2,0x18E2,NE-SD-W7-E9,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
41,1,1,VIS01_MP_1A08,0x1A08,NE-S7-W7-EA,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
42,2,1,VIS01_MP_1B8A,0x1B8A,NE-S5-W3-E8,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
43,3,1,VIS01_MP_0500,0x0500,NF-SF-WB-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
44,4,1,VIS01_MP_06E3,0x06E3,NF-SC-WE-ED,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
45,5,1,VIS01_MP_0021,0x0021,NF-SE-WE-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
46,6,1,VIS01_MP_0180,0x0180,NF-SF-WB-ED,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
47,7,1,VIS01_MP_032E,0x032E,NF-S1-WB-EE,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
48,8,1,VIS01_MP_3322,0x3322,NC-SD-W3-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
49,9,1,VIS01_MP_3C8D,0x3C8D,NC-S2-W6-E8,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
50,10,1,VIS01_MP_3F8B,0x3F8B,NC-S4-W2-E8,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
51,11,1,VIS01_MP_38F0,0x38F0,NC-SF-W5-E9,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
52,12,1,VIS01_MP_38F0,0x38F0,NC-SF-W5-E9,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
53,13,1,VIS01_MP_3B01,0x3B01,NC-SE-W2-EB,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
54,14,1,VIS01_MP_2413,0x2413,ND-SC-WC-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
55,15,1,VIS01_MP_2622,0x2622,ND-SD-WF-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
56,16,1,VIS01_MP_2622,0x2622,ND-SD-WF-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
57,17,1,VIS01_MP_2020,0x2020,ND-SF-WF-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
58,18,1,VIS01_MP_22AE,0x22AE,ND-S1-WF-EC,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
59,19,1,VIS01_MP_2E0E,0x2E0E,ND-S1-WF-EA,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
60,20,1,VIS01_MP_2E0E,0x2E0E,ND-S1-WF-EA,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
61,21,1,VIS01_MP_2E0E,0x2E0E,ND-S1-WF-EA,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
62,22,1,VIS01_MP_2800,0x2800,ND-SF-WF-EB,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
63,23,1,VIS01_MP_2ACE,0x2ACE,ND-S1-WF-E8,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
64,24,1,VIS01_MP_BB0D,0xBB0D,N4-S2-W2-E2,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
65,25,1,VIS01_MP_B8B3,0xB8B3,N4-SC-W4-E1,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
66,26,1,VIS01_MP_BA8A,0xBA8A,N4-S5-W7-E0,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
67,27,1,VIS01_MP_A057,0xA057,N5-S8-WC-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
68,28,1,VIS01_MP_A0DD,0xA0DD,N5-S2-WC-E4,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
69,29,1,VIS01_MP_A227,0xA227,N5-S8-WE-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
70,30,1,VIS01_MP_A0DD,0xA0DD,N5-S2-WC-E4,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
71,31,1,VIS01_MP_A227,0xA227,N5-S8-WE-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
72,32,1,VIS01_MP_A29F,0xA29F,N5-S0-WC-E4,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
73,33,1,VIS01_MP_A809,0xA809,N5-S6-WE-E2,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
74,34,1,VIS01_MP_AAA0,0xAAA0,N5-SF-WF-E1,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
75,35,1,VIS01_MP_A809,0xA809,N5-S6-WE-E2,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
76,36,1,VIS01_MP_A809,0xA809,N5-S6-WE-E2,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
77,37,1,VIS01_MP_AAA0,0xAAA0,N5-SF-WF-E1,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
78,38,1,VIS01_MP_9571,0x9571,N6-SE-W0-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
79,39,1,VIS01_MP_9705,0x9705,N6-SA-W2-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
80,0,2,VIS01_MP_C460,0xC460,N3-SF-WF-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
81,1,2,VIS01_MP_C000,0xC000,N3-SF-WF-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
82,2,2,VIS01_MP_C157,0xC157,N3-S8-W8-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
83,3,2,VIS01_MP_C271,0xC271,N3-SE-WC-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
84,4,2,VIS01_MP_CCE9,0xCCE9,N3-S6-WE-E0,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
85,5,2,VIS01_MP_CE71,0xCE71,N3-SE-WC-E3,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
86,6,2,VIS01_MP_CE89,0xCE89,N3-S6-WE-E0,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
87,7,2,VIS01_MP_C9AE,0xC9AE,N3-S1-WB-E0,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
88,8,2,VIS01_MP_CBB3,0xCBB3,N3-SC-W8-E1,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
89,9,2,VIS01_MP_B082,0xB082,N4-SD-W7-E5,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
90,10,2,VIS01_MP_B311,0xB311,N4-SE-W0-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
91,11,2,VIS01_MP_B311,0xB311,N4-SE-W0-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
92,12,2,VIS01_MP_B130,0xB130,N4-SF-W1-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
93,13,2,VIS01_MP_B33B,0xB33B,N4-S4-W0-E6,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
94,14,2,VIS01_MP_B837,0xB837,N4-S8-W4-E3,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
95,15,2,VIS01_MP_B9D0,0xB9D0,N4-SF-W1-E1,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
96,16,2,VIS01_MP_88A0,0x88A0,N7-SF-WF-E1,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
97,17,2,VIS01_MP_8AE8,0x8AE8,N7-S7-WF-E0,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
98,18,2,VIS01_MP_746C,0x746C,N8-S3-W7-EE,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
99,19,2,VIS01_MP_7599,0x7599,N8-S6-W0-EC,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
100,20,2,VIS01_MP_7737,0x7737,N8-S8-W0-EF,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
101,21,2,VIS01_MP_70D0,0x70D0,N8-SF-W5-ED,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
102,22,2,VIS01_MP_720F,0x720F,N8-S0-W6-EE,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
103,23,2,VIS01_MP_739B,0x739B,N8-S4-W0-EC,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
104,24,2,VIS01_MP_7518,0x7518,N8-S7-W1-EE,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
105,25,2,VIS01_MP_768C,0x768C,N8-S3-W7-EC,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
106,26,2,VIS01_MP_70D0,0x70D0,N8-SF-W5-ED,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
107,27,2,VIS01_MP_720F,0x720F,N8-S0-W6-EE,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
108,28,2,VIS01_MP_739B,0x739B,N8-S4-W0-EC,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
109,29,2,VIS01_MP_6448,0x6448,N9-S7-WF-EE,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
110,30,2,VIS01_MP_66F0,0x66F0,N9-SF-WD-ED,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
111,31,2,VIS01_MP_604D,0x604D,N9-S2-WE-EE,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
112,32,2,VIS01_MP_9000,0x9000,N6-SF-W7-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
113,33,2,VIS01_MP_91D9,0x91D9,N6-S6-W0-E4,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
114,34,2,VIS01_MP_9200,0x9200,N6-SF-W7-E7,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
115,35,2,VIS01_MP_9CF1,0x9CF1,N6-SE-W4-E1,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
116,36,2,VIS01_MP_9EC0,0x9EC0,N6-SF-W7-E1,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
117,37,2,VIS01_MP_9EC0,0x9EC0,N6-SF-W7-E1,IDENTITY_NO_ROTATION,FILLER_DETAIL_FROM_DIVERSE_500_POOL,1,FALSE,0,MAP21_02_READ_ONLY_PRESENTATION_FAMILY
