room_id,recipe,bounds,parent,host,depth,entry,deep,air,solid,legacy,reward,static_success,plan_digest
"SV5_INFILL_ROOM_003c64be23db80287d41","DEAD_END","600,20,16,12","SV5_INFILL_ROOM_002b1fdb38d3b5d62912","SV5_OPTIONAL_04","2","600,23","612,23","63","129","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_003c9cd961edf9a22e5e","SMALL_CAVE","40,224,20,12","SV5_INFILL_ROOM_0017240d31ed187f15e4","SV5_OPTIONAL_10","5","59,227","43,227","97","143","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_0042f49ea66c74b34fe7","SMALL_CAVE","108,208,20,12","SV5_INFILL_ROOM_0e7232f551c998f79b45","SV5_OPTIONAL_10","2","127,211","111,211","97","143","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_00473322334dddb23100","EMPTY_ROOM","8,328,16,12","SV5_OPTIONAL_12","SV5_OPTIONAL_12","1","23,331","11,331","66","126","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_004a21fe679a80497ef7","SMALL_CAVE","296,368,20,12","SV5_INFILL_ROOM_0315a5303806deccb68e","SV5_OPTIONAL_TO_VILLAGE","2","315,371","299,371","97","143","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_0056e97b4d1cbbcc6c74","SMALL_CAVE","468,48,20,12","SV5_INFILL_ROOM_0a3edb35f0471f0ffe49","SV5_OPTIONAL_04","3","487,51","471,51","97","143","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_005a04bda9ede05b1190","DEAD_END","92,128,16,12","SV5_OPTIONAL_09","SV5_OPTIONAL_09","1","107,131","95,131","69","123","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_005b4b13106b052ccf79","SMALL_CAVE","136,268,20,12","SV5_OPTIONAL_12","SV5_OPTIONAL_12","1","136,271","152,271","97","143","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_00600427007be217fe94","SMALL_CAVE","212,380,20,12","SV5_OPTIONAL_13","SV5_OPTIONAL_13","1","212,383","228,383","97","143","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_00636997b68d562b57db","SMALL_CAVE","148,100,20,12","SV5_OPTIONAL_07","SV5_OPTIONAL_07","1","167,103","151,103","91","149","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_0064031756dd2be8210e","SMALL_CAVE","452,392,20,12","SV5_OPTIONAL_01","SV5_OPTIONAL_01","1","452,395","468,395","97","143","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_00679c9fe501a9fe506a","EMPTY_ROOM","444,100,16,12","SV5_INFILL_ROOM_0275430ac9d64999ad31","SV5_OPTIONAL_04","3","459,103","447,103","72","120","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_0069d277ac5c3e8fb6f9","EMPTY_ROOM","20,24,16,12","SV5_INFILL_ROOM_02ce24c34efdbef4d4c4","SV5_OPTIONAL_06","7","35,27","23,27","66","126","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_006a041e813dab7d126c","LANDING","604,60,16,16","SV5_INFILL_ROOM_050904725fdcd82ff28e","SV5_OPTIONAL_04","2","604,63","616,65","92","164","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_006e09773eb20b7351b0","DEAD_END","192,108,16,12","SV5_OPTIONAL_06","SV5_OPTIONAL_06","1","207,111","195,111","69","123","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_007057c5133cbb5a63b2","DEAD_END","84,340,16,12","SV5_INFILL_ROOM_14a24f0efe66d2903fe2","SV5_OPTIONAL_12","2","84,343","96,343","69","123","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_007233720b4f09b30c33","LANDING","92,360,16,16","SV5_INFILL_ROOM_01c7cf90771272e9718c","SV5_OPTIONAL_TO_VILLAGE","9","107,363","95,365","92","164","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_0074c7f66d6a87c31d5f","DEAD_END","48,248,16,12","SV5_OPTIONAL_11","SV5_OPTIONAL_11","1","63,251","51,251","69","123","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_00770d84603537e7e6da","LANDING","604,228,16,16","SV5_OPTIONAL_03","SV5_OPTIONAL_03","1","604,231","616,233","92","164","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_007c17890d68e31350a9","EMPTY_ROOM","112,28,16,12","SV5_INFILL_ROOM_00e46d5d0ba666a9579a","SV5_OPTIONAL_06","4","127,31","115,31","72","120","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_007d4b680e990cd2b2e3","DEAD_END","32,172,16,12","SV5_INFILL_ROOM_0b6214f7951ed58db4f7","SV5_OPTIONAL_09","3","47,175","35,175","69","123","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_00831d9bbdd634259e36","EMPTY_ROOM","180,152,16,12","SV5_INFILL_ROOM_0172fae7eed3ae487f8f","SV5_OPTIONAL_09","2","180,155","192,155","72","120","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_00855457512d1a974c7d","LANDING","88,228,16,16","SV5_INFILL_ROOM_04cc6f247c23444a21e8","SV5_OPTIONAL_10","3","103,231","91,233","98","158","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_0085d3b2d1f92fc8d95d","DEAD_END","276,380,16,12","SV5_INFILL_ROOM_07d11fb40fa0ec3eaf40","SV5_OPTIONAL_13","3","276,383","288,383","63","129","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_0096ec3a665cb4efc92b","EMPTY_ROOM","172,188,16,12","SV5_OPTIONAL_10","SV5_OPTIONAL_10","1","172,191","184,191","72","120","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_0097a6b558d6e61e58f5","DEAD_END","356,320,16,12","SV5_OPTIONAL_RETURN_TO_START","SV5_OPTIONAL_RETURN_TO_START","1","371,323","359,323","63","129","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_009f4a730f7066cbd39f","EMPTY_ROOM","516,28,16,12","SV5_OPTIONAL_04","SV5_OPTIONAL_04","1","531,31","519,31","72","120","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_00a186247b0260f5cda2","LANDING","88,168,16,16","SV5_OPTIONAL_09","SV5_OPTIONAL_09","1","103,171","91,173","98","158","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_00a332b4846d1f39b732","EMPTY_ROOM","36,84,16,12","SV5_INFILL_ROOM_114c98f058f823fb3a25","SV5_OPTIONAL_08","3","51,87","39,87","72","120","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_00b4a4fe56b192880b8c","LANDING","568,48,16,16","SV5_OPTIONAL_04","SV5_OPTIONAL_04","1","568,51","580,53","98","158","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_00bf1913a0684d23b5a6","SMALL_CAVE","104,308,20,12","SV5_INFILL_ROOM_0101a927b6208b1c30a1","SV5_OPTIONAL_12","3","104,311","120,311","97","143","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_00c18a953b0a68c4097f","DEAD_END","596,272,16,12","SV5_OPTIONAL_02","SV5_OPTIONAL_02","1","596,275","608,275","63","129","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_00c61c875a4a1efe8fbd","EMPTY_ROOM","76,32,16,12","SV5_INFILL_ROOM_007c17890d68e31350a9","SV5_OPTIONAL_06","5","91,35","79,35","72","120","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_00cf93b8e5daaa4b04e1","SMALL_CAVE","104,100,20,12","SV5_OPTIONAL_09","SV5_OPTIONAL_09","1","123,103","107,103","97","143","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_00d1be8b566d2388b0c5","EMPTY_ROOM","204,268,16,12","SV5_INFILL_ROOM_02fb116f7587649d3629","SV5_OPTIONAL_12","3","204,271","216,271","72","120","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_00d2b967a3d3b2f6b4b1","LANDING","196,24,16,16","SV5_OPTIONAL_06","SV5_OPTIONAL_06","1","211,27","199,29","98","158","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_00e46d5d0ba666a9579a","EMPTY_ROOM","144,24,16,12","SV5_INFILL_ROOM_03f794e9844c481d8faa","SV5_OPTIONAL_06","3","159,27","147,27","72","120","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_00e559e46fb414effcd4","SMALL_CAVE","12,240,20,12","SV5_INFILL_ROOM_0074c7f66d6a87c31d5f","SV5_OPTIONAL_11","2","31,243","15,243","91","149","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_00e5c1799c48f53348c3","DEAD_END","536,88,16,12","SV5_OPTIONAL_04","SV5_OPTIONAL_04","1","551,91","539,91","69","123","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_00fe6dfb4eef486a889c","LANDING","572,88,16,16","SV5_OPTIONAL_04","SV5_OPTIONAL_04","1","572,91","584,93","98","158","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_0101a927b6208b1c30a1","EMPTY_ROOM","72,316,16,12","SV5_INFILL_ROOM_020c68eab2640b2d5781","SV5_OPTIONAL_12","2","72,319","84,319","72","120","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_010f2fd0f56af33945e9","SMALL_CAVE","260,360,20,12","SV5_INFILL_ROOM_004a21fe679a80497ef7","SV5_OPTIONAL_TO_VILLAGE","3","279,363","263,363","97","143","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_01122f644626dea695c0","EMPTY_ROOM","36,268,16,12","SV5_OPTIONAL_11","SV5_OPTIONAL_11","1","51,271","39,271","72","120","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_011e93c99275decfc402","SMALL_CAVE","212,324,20,12","SV5_INFILL_ROOM_0539838cc867d84a32b3","SV5_OPTIONAL_12","6","212,327","228,327","91","149","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_012c44d357554e3840ba","EMPTY_ROOM","516,392,16,12","SV5_INFILL_ROOM_021303ac4db4360eed8c","SV5_OPTIONAL_01","3","516,395","528,395","72","120","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_0135e5d49412badcb887","EMPTY_ROOM","176,356,16,12","SV5_INFILL_ROOM_02481f647b07a2fb1879","SV5_OPTIONAL_TO_VILLAGE","6","191,359","179,359","72","120","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_01436909100db22b451e","EMPTY_ROOM","144,236,16,12","SV5_OPTIONAL_10","SV5_OPTIONAL_10","1","159,239","147,239","72","120","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_014900279cc1ebc8f1c2","EMPTY_ROOM","584,308,16,12","SV5_OPTIONAL_02","SV5_OPTIONAL_02","1","599,311","587,311","66","126","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_014bf1cd48e559dd8eb5","DEAD_END","8,72,16,12","SV5_INFILL_ROOM_00a332b4846d1f39b732","SV5_OPTIONAL_08","4","23,75","11,75","63","129","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_014ea698f88348a9d9a6","DEAD_END","584,244,16,12","SV5_OPTIONAL_03","SV5_OPTIONAL_03","1","584,247","596,247","69","123","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_014ff8b35cb7a06ee610","LANDING","96,188,16,16","SV5_OPTIONAL_09","SV5_OPTIONAL_09","1","111,191","99,193","98","158","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_015e047734bb1781d7ff","LANDING","48,104,16,16","SV5_INFILL_ROOM_0cf3150abb2be197bdc3","SV5_OPTIONAL_09","3","63,107","51,109","98","158","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_016e566fdda939779b86","DEAD_END","584,348,16,12","SV5_OPTIONAL_03","SV5_OPTIONAL_03","1","599,351","587,351","69","123","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_0172fae7eed3ae487f8f","SMALL_CAVE","144,160,20,12","SV5_OPTIONAL_09","SV5_OPTIONAL_09","1","144,163","160,163","97","143","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_0185002ddaf865f0355b","DEAD_END","4,132,16,12","SV5_INFILL_ROOM_029b432f4140a9c49192","SV5_OPTIONAL_09","4","19,135","7,135","63","129","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_018d9ff4029f4f7783b0","EMPTY_ROOM","420,104,16,12","SV5_INFILL_ROOM_00679c9fe501a9fe506a","SV5_OPTIONAL_04","4","435,107","423,107","66","126","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_019f7dfb6c5038fd6bbb","EMPTY_ROOM","184,8,16,12","SV5_OPTIONAL_06","SV5_OPTIONAL_06","1","199,11","187,11","72","120","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_01ab4f357f1a1a51e05d","EMPTY_ROOM","224,20,16,12","SV5_OPTIONAL_06","SV5_OPTIONAL_06","1","224,23","236,23","66","126","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_01b38df6a8668b1285f3","LANDING","4,260,16,16","SV5_INFILL_ROOM_01122f644626dea695c0","SV5_OPTIONAL_11","2","19,263","7,265","92","164","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_01bb1b07c551a2aea448","EMPTY_ROOM","72,360,16,12","SV5_INFILL_ROOM_033878718f1e33807663","SV5_OPTIONAL_12","2","72,363","84,363","66","126","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_01bcc46b717772455d33","DEAD_END","592,192,16,12","SV5_OPTIONAL_04","SV5_OPTIONAL_04","1","607,195","595,195","69","123","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_01c35ed482bc247d9eb6","EMPTY_ROOM","296,384,16,12","SV5_OPTIONAL_TO_VILLAGE","SV5_OPTIONAL_TO_VILLAGE","1","311,387","299,387","66","126","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_01c7cf90771272e9718c","EMPTY_ROOM","124,360,16,12","SV5_INFILL_ROOM_04ab8c0d70f9cbecd739","SV5_OPTIONAL_TO_VILLAGE","8","139,363","127,363","72","120","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_01d7ff7bb18fc9fc6231","DEAD_END","508,76,16,12","SV5_INFILL_ROOM_00e5c1799c48f53348c3","SV5_OPTIONAL_04","2","523,79","511,79","69","123","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_01e0520d3ec47d7e1bbf","EMPTY_ROOM","604,128,16,12","SV5_INFILL_ROOM_040e3874815fd7672a9f","SV5_OPTIONAL_04","2","604,131","616,131","66","126","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_01f011ced317448a2ef6","EMPTY_ROOM","220,128,16,12","SV5_INFILL_ROOM_02a4c664ee4847b5421f","SV5_OPTIONAL_09","3","220,131","232,131","66","126","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_01f0cdc1039548013f6c","DEAD_END","28,8,16,12","SV5_INFILL_ROOM_0a6db9b614a8ee46ddda","SV5_OPTIONAL_06","6","43,11","31,11","69","123","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_020c68eab2640b2d5781","SMALL_CAVE","48,320,20,12","SV5_OPTIONAL_12","SV5_OPTIONAL_12","1","48,323","64,323","97","143","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_0211dda6690845617294","EMPTY_ROOM","188,52,16,12","SV5_OPTIONAL_06","SV5_OPTIONAL_06","1","203,55","191,55","72","120","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_021303ac4db4360eed8c","EMPTY_ROOM","484,388,16,12","SV5_INFILL_ROOM_0064031756dd2be8210e","SV5_OPTIONAL_01","2","484,391","496,391","72","120","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_02131663b956c4b63225","LANDING","140,4,16,16","SV5_INFILL_ROOM_0024793eb465e7cf43f8","SV5_OPTIONAL_06","3","155,7","143,9","98","158","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_02284733d117494c6d27","DEAD_END","44,348,16,12","SV5_OPTIONAL_12","SV5_OPTIONAL_12","1","44,351","56,351","63","129","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_02481f647b07a2fb1879","EMPTY_ROOM","204,348,16,12","SV5_INFILL_ROOM_052760732a9dccb0cf4d","SV5_OPTIONAL_TO_VILLAGE","5","219,351","207,351","72","120","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_0249a8d4b3775d965893","EMPTY_ROOM","224,76,16,12","SV5_OPTIONAL_06","SV5_OPTIONAL_06","1","224,79","236,79","66","126","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_02515634e73d42bbbebe","DEAD_END","196,192,16,12","SV5_INFILL_ROOM_0096ec3a665cb4efc92b","SV5_OPTIONAL_10","2","196,195","208,195","69","123","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_0266989f5dfc6ff89371","SMALL_CAVE","444,372,20,12","SV5_OPTIONAL_01","SV5_OPTIONAL_01","1","444,375","460,375","97","143","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_026b4248321dee685078","SMALL_CAVE","600,100,20,12","SV5_INFILL_ROOM_00fe6dfb4eef486a889c","SV5_OPTIONAL_04","2","600,103","616,103","91","149","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_0274815fcd6818f05a6a","SMALL_CAVE","88,148,20,12","SV5_OPTIONAL_09","SV5_OPTIONAL_09","1","107,151","91,151","97","143","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_0275430ac9d64999ad31","DEAD_END","476,104,16,12","SV5_INFILL_ROOM_1073f0f69e35494198ef","SV5_OPTIONAL_04","2","491,107","479,107","69","123","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_02899850f5524189590b","DEAD_END","104,340,16,12","SV5_INFILL_ROOM_007057c5133cbb5a63b2","SV5_OPTIONAL_12","3","104,343","116,343","69","123","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_028a34c9c8e65cb1c636","EMPTY_ROOM","216,252,16,12","SV5_OPTIONAL_11","SV5_OPTIONAL_11","1","216,255","228,255","66","126","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_029b432f4140a9c49192","EMPTY_ROOM","36,128,16,12","SV5_INFILL_ROOM_055856717f4139baf16b","SV5_OPTIONAL_09","3","51,131","39,131","72","120","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_02a203fe7b63f374dbe5","DEAD_END","88,380,16,12","SV5_OPTIONAL_13","SV5_OPTIONAL_13","1","103,383","91,383","63","129","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
"SV5_INFILL_ROOM_02a4c664ee4847b5421f","SMALL_CAVE","184,124,20,12","SV5_INFILL_ROOM_02acfc29539f9349ff17","SV5_OPTIONAL_09","2","184,127","200,127","97","143","False","NONE","True","ec2e35e4ffb165bdd113c03108582c40d55bf1104b554fc339a8a251385dc465"
