connection_id,check_id,status,detail,plan_digest
SV5_HUB_af2019bfe05b9f4acebf_CONNECTION_04,EXTERNAL_ANCHOR_UNCHANGED,PASS,EXTERNAL_ANCHOR_UNCHANGED|path=14|changed=18|direction=HUB_TO_EXTERNAL,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
SV5_HUB_af2019bfe05b9f4acebf_CONNECTION_04,OWNERSHIP_UNIQUE,PASS,OWNERSHIP_UNIQUE|path=14|changed=18|direction=HUB_TO_EXTERNAL,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
SV5_HUB_af2019bfe05b9f4acebf_CONNECTION_05,ACTUAL_CELL_ROUTE,PASS,ACTUAL_CELL_ROUTE|path=15|changed=16|direction=HUB_TO_EXTERNAL,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
SV5_HUB_af2019bfe05b9f4acebf_CONNECTION_05,CARDINAL_CENTERLINE,PASS,CARDINAL_CENTERLINE|path=15|changed=16|direction=HUB_TO_EXTERNAL,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
SV5_HUB_af2019bfe05b9f4acebf_CONNECTION_05,HEAD_CLEARANCE,PASS,HEAD_CLEARANCE|path=15|changed=16|direction=HUB_TO_EXTERNAL,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
SV5_HUB_af2019bfe05b9f4acebf_CONNECTION_05,MOVEMENT_WITNESS,PASS,MOVEMENT_WITNESS|path=15|changed=16|direction=HUB_TO_EXTERNAL,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
SV5_HUB_af2019bfe05b9f4acebf_CONNECTION_05,NO_PROTECTED_BODY,PASS,NO_PROTECTED_BODY|path=15|changed=16|direction=HUB_TO_EXTERNAL,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
SV5_HUB_af2019bfe05b9f4acebf_CONNECTION_05,NO_TYPE0,PASS,NO_TYPE0|path=15|changed=16|direction=HUB_TO_EXTERNAL,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
SV5_HUB_af2019bfe05b9f4acebf_CONNECTION_05,NO_PROGRESSION_BYPASS,PASS,NO_PROGRESSION_BYPASS|path=15|changed=16|direction=HUB_TO_EXTERNAL,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
SV5_HUB_af2019bfe05b9f4acebf_CONNECTION_05,EXTERNAL_ANCHOR_UNCHANGED,PASS,EXTERNAL_ANCHOR_UNCHANGED|path=15|changed=16|direction=HUB_TO_EXTERNAL,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
SV5_HUB_af2019bfe05b9f4acebf_CONNECTION_05,OWNERSHIP_UNIQUE,PASS,OWNERSHIP_UNIQUE|path=15|changed=16|direction=HUB_TO_EXTERNAL,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
SV5_HUB_af2019bfe05b9f4acebf_CONNECTION_06,ACTUAL_CELL_ROUTE,PASS,ACTUAL_CELL_ROUTE|path=8|changed=13|direction=HUB_TO_EXTERNAL,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
SV5_HUB_af2019bfe05b9f4acebf_CONNECTION_06,CARDINAL_CENTERLINE,PASS,CARDINAL_CENTERLINE|path=8|changed=13|direction=HUB_TO_EXTERNAL,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
SV5_HUB_af2019bfe05b9f4acebf_CONNECTION_06,HEAD_CLEARANCE,PASS,HEAD_CLEARANCE|path=8|changed=13|direction=HUB_TO_EXTERNAL,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
SV5_HUB_af2019bfe05b9f4acebf_CONNECTION_06,MOVEMENT_WITNESS,PASS,MOVEMENT_WITNESS|path=8|changed=13|direction=HUB_TO_EXTERNAL,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
SV5_HUB_af2019bfe05b9f4acebf_CONNECTION_06,NO_PROTECTED_BODY,PASS,NO_PROTECTED_BODY|path=8|changed=13|direction=HUB_TO_EXTERNAL,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
SV5_HUB_af2019bfe05b9f4acebf_CONNECTION_06,NO_TYPE0,PASS,NO_TYPE0|path=8|changed=13|direction=HUB_TO_EXTERNAL,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
SV5_HUB_af2019bfe05b9f4acebf_CONNECTION_06,NO_PROGRESSION_BYPASS,PASS,NO_PROGRESSION_BYPASS|path=8|changed=13|direction=HUB_TO_EXTERNAL,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
SV5_HUB_af2019bfe05b9f4acebf_CONNECTION_06,EXTERNAL_ANCHOR_UNCHANGED,PASS,EXTERNAL_ANCHOR_UNCHANGED|path=8|changed=13|direction=HUB_TO_EXTERNAL,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
SV5_HUB_af2019bfe05b9f4acebf_CONNECTION_06,OWNERSHIP_UNIQUE,PASS,OWNERSHIP_UNIQUE|path=8|changed=13|direction=HUB_TO_EXTERNAL,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
