x,y,face,anchor_id,anchor_type,hang_x,hang_y,collision_role,branch_platform_grab,plan_digest
560,256,RIGHT,TREE_CLIMB_032,TRUNK_CLIMB_FACE,561,256,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
562,256,LEFT,TREE_CLIMB_033,TRUNK_CLIMB_FACE,561,256,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
568,256,RIGHT,TREE_CLIMB_034,TRUNK_CLIMB_FACE,569,256,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
559,257,LEFT,TREE_CLIMB_035,TRUNK_CLIMB_FACE,558,257,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
560,257,RIGHT,TREE_CLIMB_036,TRUNK_CLIMB_FACE,561,257,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
562,257,LEFT,TREE_CLIMB_037,TRUNK_CLIMB_FACE,561,257,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
563,257,RIGHT,TREE_CLIMB_038,TRUNK_CLIMB_FACE,564,257,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
565,257,LEFT,TREE_CLIMB_039,TRUNK_CLIMB_FACE,564,257,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
568,257,RIGHT,TREE_CLIMB_040,TRUNK_CLIMB_FACE,569,257,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
559,258,LEFT,TREE_CLIMB_041,TRUNK_CLIMB_FACE,558,258,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
568,258,RIGHT,TREE_CLIMB_042,TRUNK_CLIMB_FACE,569,258,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
559,259,LEFT,TREE_CLIMB_043,TRUNK_CLIMB_FACE,558,259,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
568,259,RIGHT,TREE_CLIMB_044,TRUNK_CLIMB_FACE,569,259,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
560,260,RIGHT,TREE_CLIMB_045,TRUNK_CLIMB_FACE,561,260,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
562,260,LEFT,TREE_CLIMB_046,TRUNK_CLIMB_FACE,561,260,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
566,260,RIGHT,TREE_CLIMB_047,TRUNK_CLIMB_FACE,567,260,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
568,260,LEFT,TREE_CLIMB_048,TRUNK_CLIMB_FACE,567,260,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
568,260,RIGHT,TREE_CLIMB_049,TRUNK_CLIMB_FACE,569,260,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
559,261,LEFT,TREE_CLIMB_050,TRUNK_CLIMB_FACE,558,261,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
566,261,RIGHT,TREE_CLIMB_051,TRUNK_CLIMB_FACE,567,261,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
568,261,LEFT,TREE_CLIMB_052,TRUNK_CLIMB_FACE,567,261,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
568,261,RIGHT,TREE_CLIMB_053,TRUNK_CLIMB_FACE,569,261,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
559,262,LEFT,TREE_CLIMB_054,TRUNK_CLIMB_FACE,558,262,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
559,262,RIGHT,TREE_CLIMB_055,TRUNK_CLIMB_FACE,560,262,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
563,262,LEFT,TREE_CLIMB_056,TRUNK_CLIMB_FACE,562,262,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
563,262,RIGHT,TREE_CLIMB_057,TRUNK_CLIMB_FACE,564,262,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
565,262,LEFT,TREE_CLIMB_058,TRUNK_CLIMB_FACE,564,262,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
568,262,RIGHT,TREE_CLIMB_059,TRUNK_CLIMB_FACE,569,262,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
559,263,LEFT,TREE_CLIMB_060,TRUNK_CLIMB_FACE,558,263,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
559,263,RIGHT,TREE_CLIMB_061,TRUNK_CLIMB_FACE,560,263,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
563,263,LEFT,TREE_CLIMB_062,TRUNK_CLIMB_FACE,562,263,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
563,263,RIGHT,TREE_CLIMB_063,TRUNK_CLIMB_FACE,564,263,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
565,263,LEFT,TREE_CLIMB_064,TRUNK_CLIMB_FACE,564,263,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
565,263,RIGHT,TREE_CLIMB_065,TRUNK_CLIMB_FACE,566,263,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
567,263,LEFT,TREE_CLIMB_066,TRUNK_CLIMB_FACE,566,263,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
568,263,RIGHT,TREE_CLIMB_067,TRUNK_CLIMB_FACE,569,263,TRUNK_CLIMB,false,37ed7780209b0737e197d116ab313609544c48465e400be55da67a89566cb1b2
