x,y
289,389
292,389
293,389
294,389
295,389
296,389
297,389
298,389
216,390
217,390
218,390
225,390
226,390
227,390
285,390
289,390
212,391
213,391
214,391
215,391
216,391
217,391
218,391
219,391
220,391
221,391
222,391
223,391
224,391
225,391
226,391
227,391
228,391
210,392
211,392
212,392
213,392
214,392
215,392
216,392
217,392
218,392
219,392
220,392
221,392
222,392
223,392
224,392
225,392
226,392
227,392
228,392
229,392
230,392
231,392
211,393
212,393
213,393
214,393
215,393
219,393
220,393
221,393
222,393
223,393
224,393
228,393
229,393
230,393
231,393
215,394
219,394
220,394
221,394
224,394
