cluster_id,spine_variant_id,edge_id,from_node_id,to_node_id,movement,start_x,start_y,end_x,end_y,mandatory,graph_kind,clearance_width,clearance_height,landing_width,landing_x,landing_y,recovery_width,recovery_x,recovery_y,estimated_duration_ms,timing_ruleset_id
TC_CRATER_BOWL_ASCENT,SPINE_CRATER_BOWL_ASCENT_BASE,EDGE_CRATER_BOWL_ASCENT_BASE_PATH_03,NODE_CRATER_BOWL_ASCENT_BASE_RECOVERY,NODE_CRATER_BOWL_ASCENT_BASE_EXIT,WALK,30,1,34,7,1,TRAVERSAL,1,2,1,34,7,1,34,7,3000,RULESET_ROUTE_V1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_HIGH_00,NODE_CRATER_BROKEN_SLOPE_ALT_BUILD_UP,NODE_CRATER_BROKEN_SLOPE_ALT_HIGH,WALK,4,1,8,3,0,TRAVERSAL,1,2,1,8,3,1,8,3,3000,RULESET_ROUTE_V1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_HIGH_01,NODE_CRATER_BROKEN_SLOPE_ALT_HIGH,NODE_CRATER_BROKEN_SLOPE_ALT_CORE,WALK,8,3,14,1,0,TRAVERSAL,1,2,1,14,1,1,14,1,3000,RULESET_ROUTE_V1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_00,NODE_CRATER_BROKEN_SLOPE_ALT_ENTRY,NODE_CRATER_BROKEN_SLOPE_ALT_BUILD_UP,WALK,1,7,4,1,1,TRAVERSAL,1,2,1,4,1,1,4,1,3000,RULESET_ROUTE_V1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_01,NODE_CRATER_BROKEN_SLOPE_ALT_BUILD_UP,NODE_CRATER_BROKEN_SLOPE_ALT_CORE,WALK,4,1,14,1,1,TRAVERSAL,1,2,1,14,1,1,14,1,3000,RULESET_ROUTE_V1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_02,NODE_CRATER_BROKEN_SLOPE_ALT_CORE,NODE_CRATER_BROKEN_SLOPE_ALT_TOUCH_2,WALK,14,1,26,1,1,TRAVERSAL,1,2,1,26,1,1,26,1,3000,RULESET_ROUTE_V1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_03,NODE_CRATER_BROKEN_SLOPE_ALT_TOUCH_2,NODE_CRATER_BROKEN_SLOPE_ALT_RECOVERY,WALK,26,1,42,1,1,TRAVERSAL,1,2,1,42,1,1,42,1,3000,RULESET_ROUTE_V1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_PATH_04,NODE_CRATER_BROKEN_SLOPE_ALT_RECOVERY,NODE_CRATER_BROKEN_SLOPE_ALT_EXIT,WALK,42,1,46,0,1,TRAVERSAL,1,2,1,46,0,1,46,0,3000,RULESET_ROUTE_V1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_ALT,EDGE_CRATER_BROKEN_SLOPE_ALT_RECOVER,NODE_CRATER_BROKEN_SLOPE_ALT_HIGH,NODE_CRATER_BROKEN_SLOPE_ALT_RECOVERY,WALK,8,3,42,1,0,TRAVERSAL,1,2,1,42,1,1,42,1,3000,RULESET_ROUTE_V1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_00,NODE_CRATER_BROKEN_SLOPE_BASE_ENTRY,NODE_CRATER_BROKEN_SLOPE_BASE_BUILD_UP,WALK,1,7,4,1,1,TRAVERSAL,1,2,1,4,1,1,4,1,3000,RULESET_ROUTE_V1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_01,NODE_CRATER_BROKEN_SLOPE_BASE_BUILD_UP,NODE_CRATER_BROKEN_SLOPE_BASE_CORE,WALK,4,1,14,1,1,TRAVERSAL,1,2,1,14,1,1,14,1,3000,RULESET_ROUTE_V1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_02,NODE_CRATER_BROKEN_SLOPE_BASE_CORE,NODE_CRATER_BROKEN_SLOPE_BASE_TOUCH_2,WALK,14,1,26,1,1,TRAVERSAL,1,2,1,26,1,1,26,1,3000,RULESET_ROUTE_V1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_03,NODE_CRATER_BROKEN_SLOPE_BASE_TOUCH_2,NODE_CRATER_BROKEN_SLOPE_BASE_RECOVERY,WALK,26,1,42,1,1,TRAVERSAL,1,2,1,42,1,1,42,1,3000,RULESET_ROUTE_V1
TC_CRATER_BROKEN_SLOPE,SPINE_CRATER_BROKEN_SLOPE_BASE,EDGE_CRATER_BROKEN_SLOPE_BASE_PATH_04,NODE_CRATER_BROKEN_SLOPE_BASE_RECOVERY,NODE_CRATER_BROKEN_SLOPE_BASE_EXIT,WALK,42,1,46,0,1,TRAVERSAL,1,2,1,46,0,1,46,0,3000,RULESET_ROUTE_V1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,EDGE_CRATER_QUIET_RIM_ALT_HIGH_00,NODE_CRATER_QUIET_RIM_ALT_BUILD_UP,NODE_CRATER_QUIET_RIM_ALT_HIGH,WALK,4,1,8,3,0,TRAVERSAL,1,2,1,8,3,1,8,3,3000,RULESET_ROUTE_V1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,EDGE_CRATER_QUIET_RIM_ALT_HIGH_01,NODE_CRATER_QUIET_RIM_ALT_HIGH,NODE_CRATER_QUIET_RIM_ALT_CORE,WALK,8,3,14,1,0,TRAVERSAL,1,2,1,14,1,1,14,1,3000,RULESET_ROUTE_V1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,EDGE_CRATER_QUIET_RIM_ALT_PATH_00,NODE_CRATER_QUIET_RIM_ALT_ENTRY,NODE_CRATER_QUIET_RIM_ALT_BUILD_UP,WALK,0,1,4,1,1,TRAVERSAL,1,2,1,4,1,1,4,1,3000,RULESET_ROUTE_V1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,EDGE_CRATER_QUIET_RIM_ALT_PATH_01,NODE_CRATER_QUIET_RIM_ALT_BUILD_UP,NODE_CRATER_QUIET_RIM_ALT_CORE,WALK,4,1,14,1,1,TRAVERSAL,1,2,1,14,1,1,14,1,3000,RULESET_ROUTE_V1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,EDGE_CRATER_QUIET_RIM_ALT_PATH_02,NODE_CRATER_QUIET_RIM_ALT_CORE,NODE_CRATER_QUIET_RIM_ALT_RECOVERY,WALK,14,1,18,1,1,TRAVERSAL,1,2,1,18,1,1,18,1,3000,RULESET_ROUTE_V1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,EDGE_CRATER_QUIET_RIM_ALT_PATH_03,NODE_CRATER_QUIET_RIM_ALT_RECOVERY,NODE_CRATER_QUIET_RIM_ALT_EXIT,WALK,18,1,23,1,1,TRAVERSAL,1,2,1,23,1,1,23,1,3000,RULESET_ROUTE_V1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_ALT,EDGE_CRATER_QUIET_RIM_ALT_RECOVER,NODE_CRATER_QUIET_RIM_ALT_HIGH,NODE_CRATER_QUIET_RIM_ALT_RECOVERY,WALK,8,3,18,1,0,TRAVERSAL,1,2,1,18,1,1,18,1,2000,RULESET_ROUTE_V1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_BASE,EDGE_CRATER_QUIET_RIM_BASE_PATH_00,NODE_CRATER_QUIET_RIM_BASE_ENTRY,NODE_CRATER_QUIET_RIM_BASE_BUILD_UP,WALK,0,1,4,1,1,TRAVERSAL,1,2,1,4,1,1,4,1,3000,RULESET_ROUTE_V1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_BASE,EDGE_CRATER_QUIET_RIM_BASE_PATH_01,NODE_CRATER_QUIET_RIM_BASE_BUILD_UP,NODE_CRATER_QUIET_RIM_BASE_CORE,WALK,4,1,14,1,1,TRAVERSAL,1,2,1,14,1,1,14,1,3000,RULESET_ROUTE_V1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_BASE,EDGE_CRATER_QUIET_RIM_BASE_PATH_02,NODE_CRATER_QUIET_RIM_BASE_CORE,NODE_CRATER_QUIET_RIM_BASE_RECOVERY,WALK,14,1,18,1,1,TRAVERSAL,1,2,1,18,1,1,18,1,3000,RULESET_ROUTE_V1
TC_CRATER_QUIET_RIM,SPINE_CRATER_QUIET_RIM_BASE,EDGE_CRATER_QUIET_RIM_BASE_PATH_03,NODE_CRATER_QUIET_RIM_BASE_RECOVERY,NODE_CRATER_QUIET_RIM_BASE_EXIT,WALK,18,1,23,1,1,TRAVERSAL,1,2,1,23,1,1,23,1,3000,RULESET_ROUTE_V1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_ALT,EDGE_CRATER_ROCK_SHELF_RECOVERY_ALT_HIGH_00,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_BUILD_UP,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_HIGH,WALK,4,1,8,3,0,TRAVERSAL,1,2,1,8,3,1,8,3,3000,RULESET_ROUTE_V1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_ALT,EDGE_CRATER_ROCK_SHELF_RECOVERY_ALT_HIGH_01,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_HIGH,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_CORE,WALK,8,3,26,1,0,TRAVERSAL,1,2,1,26,1,1,26,1,3000,RULESET_ROUTE_V1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_ALT,EDGE_CRATER_ROCK_SHELF_RECOVERY_ALT_PATH_00,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_ENTRY,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_BUILD_UP,WALK,0,1,4,1,1,TRAVERSAL,1,2,1,4,1,1,4,1,3000,RULESET_ROUTE_V1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_ALT,EDGE_CRATER_ROCK_SHELF_RECOVERY_ALT_PATH_01,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_BUILD_UP,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_TOUCH_1,WALK,4,1,14,1,1,TRAVERSAL,1,2,1,14,1,1,14,1,3000,RULESET_ROUTE_V1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_ALT,EDGE_CRATER_ROCK_SHELF_RECOVERY_ALT_PATH_02,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_TOUCH_1,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_CORE,WALK,14,1,26,1,1,TRAVERSAL,1,2,1,26,1,1,26,1,3000,RULESET_ROUTE_V1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_ALT,EDGE_CRATER_ROCK_SHELF_RECOVERY_ALT_PATH_03,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_CORE,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_TOUCH_3,WALK,26,1,26,9,1,TRAVERSAL,1,2,1,26,9,1,26,9,3000,RULESET_ROUTE_V1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_ALT,EDGE_CRATER_ROCK_SHELF_RECOVERY_ALT_PATH_04,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_TOUCH_3,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_RECOVERY,WALK,26,9,42,9,1,TRAVERSAL,1,2,1,42,9,1,42,9,3000,RULESET_ROUTE_V1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_ALT,EDGE_CRATER_ROCK_SHELF_RECOVERY_ALT_PATH_05,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_RECOVERY,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_EXIT,WALK,42,9,46,8,1,TRAVERSAL,1,2,1,46,8,1,46,8,3000,RULESET_ROUTE_V1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_ALT,EDGE_CRATER_ROCK_SHELF_RECOVERY_ALT_RECOVER,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_HIGH,NODE_CRATER_ROCK_SHELF_RECOVERY_ALT_RECOVERY,WALK,8,3,42,9,0,TRAVERSAL,1,2,1,42,9,1,42,9,3500,RULESET_ROUTE_V1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_BASE,EDGE_CRATER_ROCK_SHELF_RECOVERY_BASE_PATH_00,NODE_CRATER_ROCK_SHELF_RECOVERY_BASE_ENTRY,NODE_CRATER_ROCK_SHELF_RECOVERY_BASE_BUILD_UP,WALK,0,1,4,1,1,TRAVERSAL,1,2,1,4,1,1,4,1,3000,RULESET_ROUTE_V1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_BASE,EDGE_CRATER_ROCK_SHELF_RECOVERY_BASE_PATH_01,NODE_CRATER_ROCK_SHELF_RECOVERY_BASE_BUILD_UP,NODE_CRATER_ROCK_SHELF_RECOVERY_BASE_TOUCH_1,WALK,4,1,14,1,1,TRAVERSAL,1,2,1,14,1,1,14,1,3000,RULESET_ROUTE_V1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_BASE,EDGE_CRATER_ROCK_SHELF_RECOVERY_BASE_PATH_02,NODE_CRATER_ROCK_SHELF_RECOVERY_BASE_TOUCH_1,NODE_CRATER_ROCK_SHELF_RECOVERY_BASE_CORE,WALK,14,1,26,1,1,TRAVERSAL,1,2,1,26,1,1,26,1,3000,RULESET_ROUTE_V1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_BASE,EDGE_CRATER_ROCK_SHELF_RECOVERY_BASE_PATH_03,NODE_CRATER_ROCK_SHELF_RECOVERY_BASE_CORE,NODE_CRATER_ROCK_SHELF_RECOVERY_BASE_TOUCH_3,WALK,26,1,26,9,1,TRAVERSAL,1,2,1,26,9,1,26,9,3000,RULESET_ROUTE_V1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_BASE,EDGE_CRATER_ROCK_SHELF_RECOVERY_BASE_PATH_04,NODE_CRATER_ROCK_SHELF_RECOVERY_BASE_TOUCH_3,NODE_CRATER_ROCK_SHELF_RECOVERY_BASE_RECOVERY,WALK,26,9,42,9,1,TRAVERSAL,1,2,1,42,9,1,42,9,3000,RULESET_ROUTE_V1
TC_CRATER_ROCK_SHELF_RECOVERY,SPINE_CRATER_ROCK_SHELF_RECOVERY_BASE,EDGE_CRATER_ROCK_SHELF_RECOVERY_BASE_PATH_05,NODE_CRATER_ROCK_SHELF_RECOVERY_BASE_RECOVERY,NODE_CRATER_ROCK_SHELF_RECOVERY_BASE_EXIT,WALK,42,9,46,8,1,TRAVERSAL,1,2,1,46,8,1,46,8,3000,RULESET_ROUTE_V1
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_ALT,EDGE_DOUGH_BOUNCE_CUP_ALT_HIGH_00,NODE_DOUGH_BOUNCE_CUP_ALT_BUILD_UP,NODE_DOUGH_BOUNCE_CUP_ALT_HIGH,WALK,4,1,8,6,0,TRAVERSAL,1,2,1,8,6,1,8,6,3000,RULESET_ROUTE_V1
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_ALT,EDGE_DOUGH_BOUNCE_CUP_ALT_HIGH_01,NODE_DOUGH_BOUNCE_CUP_ALT_HIGH,NODE_DOUGH_BOUNCE_CUP_ALT_CORE,WALK,8,6,14,1,0,TRAVERSAL,1,2,1,14,1,1,14,1,3000,RULESET_ROUTE_V1
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_ALT,EDGE_DOUGH_BOUNCE_CUP_ALT_PATH_00,NODE_DOUGH_BOUNCE_CUP_ALT_ENTRY,NODE_DOUGH_BOUNCE_CUP_ALT_BUILD_UP,WALK,0,1,4,1,1,TRAVERSAL,1,2,1,4,1,1,4,1,3000,RULESET_ROUTE_V1
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_ALT,EDGE_DOUGH_BOUNCE_CUP_ALT_PATH_01,NODE_DOUGH_BOUNCE_CUP_ALT_BUILD_UP,NODE_DOUGH_BOUNCE_CUP_ALT_CORE,WALK,4,1,14,1,1,TRAVERSAL,1,2,1,14,1,1,14,1,3000,RULESET_ROUTE_V1
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_ALT,EDGE_DOUGH_BOUNCE_CUP_ALT_PATH_02,NODE_DOUGH_BOUNCE_CUP_ALT_CORE,NODE_DOUGH_BOUNCE_CUP_ALT_RECOVERY,WALK,14,1,30,1,1,TRAVERSAL,1,2,1,30,1,1,30,1,3000,RULESET_ROUTE_V1
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_ALT,EDGE_DOUGH_BOUNCE_CUP_ALT_PATH_03,NODE_DOUGH_BOUNCE_CUP_ALT_RECOVERY,NODE_DOUGH_BOUNCE_CUP_ALT_EXIT,WALK,30,1,34,7,1,TRAVERSAL,1,2,1,34,7,1,34,7,3000,RULESET_ROUTE_V1
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_ALT,EDGE_DOUGH_BOUNCE_CUP_ALT_RECOVER,NODE_DOUGH_BOUNCE_CUP_ALT_HIGH,NODE_DOUGH_BOUNCE_CUP_ALT_RECOVERY,WALK,8,6,30,1,0,TRAVERSAL,1,2,1,30,1,1,30,1,2500,RULESET_ROUTE_V1
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_BASE,EDGE_DOUGH_BOUNCE_CUP_BASE_PATH_00,NODE_DOUGH_BOUNCE_CUP_BASE_ENTRY,NODE_DOUGH_BOUNCE_CUP_BASE_BUILD_UP,WALK,0,1,4,1,1,TRAVERSAL,1,2,1,4,1,1,4,1,3000,RULESET_ROUTE_V1
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_BASE,EDGE_DOUGH_BOUNCE_CUP_BASE_PATH_01,NODE_DOUGH_BOUNCE_CUP_BASE_BUILD_UP,NODE_DOUGH_BOUNCE_CUP_BASE_CORE,WALK,4,1,14,1,1,TRAVERSAL,1,2,1,14,1,1,14,1,3000,RULESET_ROUTE_V1
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_BASE,EDGE_DOUGH_BOUNCE_CUP_BASE_PATH_02,NODE_DOUGH_BOUNCE_CUP_BASE_CORE,NODE_DOUGH_BOUNCE_CUP_BASE_RECOVERY,WALK,14,1,30,1,1,TRAVERSAL,1,2,1,30,1,1,30,1,3000,RULESET_ROUTE_V1
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_BASE,EDGE_DOUGH_BOUNCE_CUP_BASE_PATH_03,NODE_DOUGH_BOUNCE_CUP_BASE_RECOVERY,NODE_DOUGH_BOUNCE_CUP_BASE_EXIT,WALK,30,1,34,7,1,TRAVERSAL,1,2,1,34,7,1,34,7,3000,RULESET_ROUTE_V1
TC_DOUGH_QUIET_SHELF,SPINE_DOUGH_QUIET_SHELF_ALT,EDGE_DOUGH_QUIET_SHELF_ALT_HIGH_00,NODE_DOUGH_QUIET_SHELF_ALT_BUILD_UP,NODE_DOUGH_QUIET_SHELF_ALT_HIGH,WALK,4,1,8,6,0,TRAVERSAL,1,2,1,8,6,1,8,6,3000,RULESET_ROUTE_V1
TC_DOUGH_QUIET_SHELF,SPINE_DOUGH_QUIET_SHELF_ALT,EDGE_DOUGH_QUIET_SHELF_ALT_HIGH_01,NODE_DOUGH_QUIET_SHELF_ALT_HIGH,NODE_DOUGH_QUIET_SHELF_ALT_CORE,WALK,8,6,14,1,0,TRAVERSAL,1,2,1,14,1,1,14,1,3000,RULESET_ROUTE_V1
TC_DOUGH_QUIET_SHELF,SPINE_DOUGH_QUIET_SHELF_ALT,EDGE_DOUGH_QUIET_SHELF_ALT_PATH_00,NODE_DOUGH_QUIET_SHELF_ALT_ENTRY,NODE_DOUGH_QUIET_SHELF_ALT_BUILD_UP,WALK,0,1,4,1,1,TRAVERSAL,1,2,1,4,1,1,4,1,3000,RULESET_ROUTE_V1
TC_DOUGH_QUIET_SHELF,SPINE_DOUGH_QUIET_SHELF_ALT,EDGE_DOUGH_QUIET_SHELF_ALT_PATH_01,NODE_DOUGH_QUIET_SHELF_ALT_BUILD_UP,NODE_DOUGH_QUIET_SHELF_ALT_CORE,WALK,4,1,14,1,1,TRAVERSAL,1,2,1,14,1,1,14,1,3000,RULESET_ROUTE_V1
TC_DOUGH_QUIET_SHELF,SPINE_DOUGH_QUIET_SHELF_ALT,EDGE_DOUGH_QUIET_SHELF_ALT_PATH_02,NODE_DOUGH_QUIET_SHELF_ALT_CORE,NODE_DOUGH_QUIET_SHELF_ALT_RECOVERY,WALK,14,1,18,1,1,TRAVERSAL,1,2,1,18,1,1,18,1,3000,RULESET_ROUTE_V1
TC_DOUGH_QUIET_SHELF,SPINE_DOUGH_QUIET_SHELF_ALT,EDGE_DOUGH_QUIET_SHELF_ALT_PATH_03,NODE_DOUGH_QUIET_SHELF_ALT_RECOVERY,NODE_DOUGH_QUIET_SHELF_ALT_EXIT,WALK,18,1,23,1,1,TRAVERSAL,1,2,1,23,1,1,23,1,3000,RULESET_ROUTE_V1
TC_DOUGH_QUIET_SHELF,SPINE_DOUGH_QUIET_SHELF_ALT,EDGE_DOUGH_QUIET_SHELF_ALT_RECOVER,NODE_DOUGH_QUIET_SHELF_ALT_HIGH,NODE_DOUGH_QUIET_SHELF_ALT_RECOVERY,WALK,8,6,18,1,0,TRAVERSAL,1,2,1,18,1,1,18,1,2000,RULESET_ROUTE_V1
TC_DOUGH_QUIET_SHELF,SPINE_DOUGH_QUIET_SHELF_BASE,EDGE_DOUGH_QUIET_SHELF_BASE_PATH_00,NODE_DOUGH_QUIET_SHELF_BASE_ENTRY,NODE_DOUGH_QUIET_SHELF_BASE_BUILD_UP,WALK,0,1,4,1,1,TRAVERSAL,1,2,1,4,1,1,4,1,3000,RULESET_ROUTE_V1
