cluster_id,spine_variant_id,node_id,local_x,local_y,mandatory
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_ALT,NODE_DOUGH_BOUNCE_CUP_ALT_REWARD,17,2,0
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_BASE,NODE_DOUGH_BOUNCE_CUP_BASE_BUILD_UP,4,1,1
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_BASE,NODE_DOUGH_BOUNCE_CUP_BASE_CORE,14,1,1
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_BASE,NODE_DOUGH_BOUNCE_CUP_BASE_ENTRY,0,1,1
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_BASE,NODE_DOUGH_BOUNCE_CUP_BASE_EXIT,34,7,1
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_BASE,NODE_DOUGH_BOUNCE_CUP_BASE_RECOVERY,30,1,1
TC_DOUGH_BOUNCE_CUP,SPINE_DOUGH_BOUNCE_CUP_BASE,NODE_DOUGH_BOUNCE_CUP_BASE_REWARD,17,2,0
TC_DOUGH_QUIET_SHELF,SPINE_DOUGH_QUIET_SHELF_ALT,NODE_DOUGH_QUIET_SHELF_ALT_BUILD_UP,4,1,1
TC_DOUGH_QUIET_SHELF,SPINE_DOUGH_QUIET_SHELF_ALT,NODE_DOUGH_QUIET_SHELF_ALT_CORE,14,1,1
TC_DOUGH_QUIET_SHELF,SPINE_DOUGH_QUIET_SHELF_ALT,NODE_DOUGH_QUIET_SHELF_ALT_ENTRY,0,1,1
TC_DOUGH_QUIET_SHELF,SPINE_DOUGH_QUIET_SHELF_ALT,NODE_DOUGH_QUIET_SHELF_ALT_EXIT,23,1,1
TC_DOUGH_QUIET_SHELF,SPINE_DOUGH_QUIET_SHELF_ALT,NODE_DOUGH_QUIET_SHELF_ALT_HIGH,8,6,0
TC_DOUGH_QUIET_SHELF,SPINE_DOUGH_QUIET_SHELF_ALT,NODE_DOUGH_QUIET_SHELF_ALT_RECOVERY,18,1,1
TC_DOUGH_QUIET_SHELF,SPINE_DOUGH_QUIET_SHELF_BASE,NODE_DOUGH_QUIET_SHELF_BASE_BUILD_UP,4,1,1
TC_DOUGH_QUIET_SHELF,SPINE_DOUGH_QUIET_SHELF_BASE,NODE_DOUGH_QUIET_SHELF_BASE_CORE,14,1,1
TC_DOUGH_QUIET_SHELF,SPINE_DOUGH_QUIET_SHELF_BASE,NODE_DOUGH_QUIET_SHELF_BASE_ENTRY,0,1,1
TC_DOUGH_QUIET_SHELF,SPINE_DOUGH_QUIET_SHELF_BASE,NODE_DOUGH_QUIET_SHELF_BASE_EXIT,23,1,1
TC_DOUGH_QUIET_SHELF,SPINE_DOUGH_QUIET_SHELF_BASE,NODE_DOUGH_QUIET_SHELF_BASE_RECOVERY,18,1,1
TC_DOUGH_SOFT_POCKET,SPINE_DOUGH_SOFT_POCKET_ALT,NODE_DOUGH_SOFT_POCKET_ALT_BUILD_UP,4,1,1
TC_DOUGH_SOFT_POCKET,SPINE_DOUGH_SOFT_POCKET_ALT,NODE_DOUGH_SOFT_POCKET_ALT_CORE,14,1,1
TC_DOUGH_SOFT_POCKET,SPINE_DOUGH_SOFT_POCKET_ALT,NODE_DOUGH_SOFT_POCKET_ALT_ENTRY,1,7,1
TC_DOUGH_SOFT_POCKET,SPINE_DOUGH_SOFT_POCKET_ALT,NODE_DOUGH_SOFT_POCKET_ALT_EXIT,46,0,1
TC_DOUGH_SOFT_POCKET,SPINE_DOUGH_SOFT_POCKET_ALT,NODE_DOUGH_SOFT_POCKET_ALT_HIGH,8,6,0
TC_DOUGH_SOFT_POCKET,SPINE_DOUGH_SOFT_POCKET_ALT,NODE_DOUGH_SOFT_POCKET_ALT_RECOVERY,42,1,1
TC_DOUGH_SOFT_POCKET,SPINE_DOUGH_SOFT_POCKET_ALT,NODE_DOUGH_SOFT_POCKET_ALT_REWARD,17,2,0
TC_DOUGH_SOFT_POCKET,SPINE_DOUGH_SOFT_POCKET_ALT,NODE_DOUGH_SOFT_POCKET_ALT_TOUCH_2,26,1,1
TC_DOUGH_SOFT_POCKET,SPINE_DOUGH_SOFT_POCKET_BASE,NODE_DOUGH_SOFT_POCKET_BASE_BUILD_UP,4,1,1
TC_DOUGH_SOFT_POCKET,SPINE_DOUGH_SOFT_POCKET_BASE,NODE_DOUGH_SOFT_POCKET_BASE_CORE,14,1,1
TC_DOUGH_SOFT_POCKET,SPINE_DOUGH_SOFT_POCKET_BASE,NODE_DOUGH_SOFT_POCKET_BASE_ENTRY,1,7,1
TC_DOUGH_SOFT_POCKET,SPINE_DOUGH_SOFT_POCKET_BASE,NODE_DOUGH_SOFT_POCKET_BASE_EXIT,46,0,1
TC_DOUGH_SOFT_POCKET,SPINE_DOUGH_SOFT_POCKET_BASE,NODE_DOUGH_SOFT_POCKET_BASE_RECOVERY,42,1,1
TC_DOUGH_SOFT_POCKET,SPINE_DOUGH_SOFT_POCKET_BASE,NODE_DOUGH_SOFT_POCKET_BASE_REWARD,17,2,0
TC_DOUGH_SOFT_POCKET,SPINE_DOUGH_SOFT_POCKET_BASE,NODE_DOUGH_SOFT_POCKET_BASE_TOUCH_2,26,1,1
TC_DOUGH_STICKY_RISE_RECOVERY,SPINE_DOUGH_STICKY_RISE_RECOVERY_ALT,NODE_DOUGH_STICKY_RISE_RECOVERY_ALT_BUILD_UP,4,1,1
TC_DOUGH_STICKY_RISE_RECOVERY,SPINE_DOUGH_STICKY_RISE_RECOVERY_ALT,NODE_DOUGH_STICKY_RISE_RECOVERY_ALT_CORE,14,9,1
TC_DOUGH_STICKY_RISE_RECOVERY,SPINE_DOUGH_STICKY_RISE_RECOVERY_ALT,NODE_DOUGH_STICKY_RISE_RECOVERY_ALT_ENTRY,0,1,1
TC_DOUGH_STICKY_RISE_RECOVERY,SPINE_DOUGH_STICKY_RISE_RECOVERY_ALT,NODE_DOUGH_STICKY_RISE_RECOVERY_ALT_EXIT,34,16,1
TC_DOUGH_STICKY_RISE_RECOVERY,SPINE_DOUGH_STICKY_RISE_RECOVERY_ALT,NODE_DOUGH_STICKY_RISE_RECOVERY_ALT_HIGH,8,6,0
TC_DOUGH_STICKY_RISE_RECOVERY,SPINE_DOUGH_STICKY_RISE_RECOVERY_ALT,NODE_DOUGH_STICKY_RISE_RECOVERY_ALT_RECOVERY,30,17,1
TC_DOUGH_STICKY_RISE_RECOVERY,SPINE_DOUGH_STICKY_RISE_RECOVERY_ALT,NODE_DOUGH_STICKY_RISE_RECOVERY_ALT_REWARD,17,10,0
TC_DOUGH_STICKY_RISE_RECOVERY,SPINE_DOUGH_STICKY_RISE_RECOVERY_ALT,NODE_DOUGH_STICKY_RISE_RECOVERY_ALT_TOUCH_1,2,9,1
TC_DOUGH_STICKY_RISE_RECOVERY,SPINE_DOUGH_STICKY_RISE_RECOVERY_ALT,NODE_DOUGH_STICKY_RISE_RECOVERY_ALT_TOUCH_3,14,17,1
TC_DOUGH_STICKY_RISE_RECOVERY,SPINE_DOUGH_STICKY_RISE_RECOVERY_BASE,NODE_DOUGH_STICKY_RISE_RECOVERY_BASE_BUILD_UP,4,1,1
TC_DOUGH_STICKY_RISE_RECOVERY,SPINE_DOUGH_STICKY_RISE_RECOVERY_BASE,NODE_DOUGH_STICKY_RISE_RECOVERY_BASE_CORE,14,9,1
TC_DOUGH_STICKY_RISE_RECOVERY,SPINE_DOUGH_STICKY_RISE_RECOVERY_BASE,NODE_DOUGH_STICKY_RISE_RECOVERY_BASE_ENTRY,0,1,1
TC_DOUGH_STICKY_RISE_RECOVERY,SPINE_DOUGH_STICKY_RISE_RECOVERY_BASE,NODE_DOUGH_STICKY_RISE_RECOVERY_BASE_EXIT,34,16,1
TC_DOUGH_STICKY_RISE_RECOVERY,SPINE_DOUGH_STICKY_RISE_RECOVERY_BASE,NODE_DOUGH_STICKY_RISE_RECOVERY_BASE_RECOVERY,30,17,1
TC_DOUGH_STICKY_RISE_RECOVERY,SPINE_DOUGH_STICKY_RISE_RECOVERY_BASE,NODE_DOUGH_STICKY_RISE_RECOVERY_BASE_REWARD,17,10,0
TC_DOUGH_STICKY_RISE_RECOVERY,SPINE_DOUGH_STICKY_RISE_RECOVERY_BASE,NODE_DOUGH_STICKY_RISE_RECOVERY_BASE_TOUCH_1,2,9,1
TC_DOUGH_STICKY_RISE_RECOVERY,SPINE_DOUGH_STICKY_RISE_RECOVERY_BASE,NODE_DOUGH_STICKY_RISE_RECOVERY_BASE_TOUCH_3,14,17,1
TC_MILL_BEAM_OVERHANG,SPINE_MILL_BEAM_OVERHANG_ALT,NODE_MILL_BEAM_OVERHANG_ALT_BUILD_UP,4,1,1
TC_MILL_BEAM_OVERHANG,SPINE_MILL_BEAM_OVERHANG_ALT,NODE_MILL_BEAM_OVERHANG_ALT_CORE,14,1,1
TC_MILL_BEAM_OVERHANG,SPINE_MILL_BEAM_OVERHANG_ALT,NODE_MILL_BEAM_OVERHANG_ALT_ENTRY,0,1,1
TC_MILL_BEAM_OVERHANG,SPINE_MILL_BEAM_OVERHANG_ALT,NODE_MILL_BEAM_OVERHANG_ALT_EXIT,34,7,1
TC_MILL_BEAM_OVERHANG,SPINE_MILL_BEAM_OVERHANG_ALT,NODE_MILL_BEAM_OVERHANG_ALT_HIGH,8,5,0
TC_MILL_BEAM_OVERHANG,SPINE_MILL_BEAM_OVERHANG_ALT,NODE_MILL_BEAM_OVERHANG_ALT_RECOVERY,30,1,1
TC_MILL_BEAM_OVERHANG,SPINE_MILL_BEAM_OVERHANG_ALT,NODE_MILL_BEAM_OVERHANG_ALT_REWARD,17,2,0
TC_MILL_BEAM_OVERHANG,SPINE_MILL_BEAM_OVERHANG_BASE,NODE_MILL_BEAM_OVERHANG_BASE_BUILD_UP,4,1,1
TC_MILL_BEAM_OVERHANG,SPINE_MILL_BEAM_OVERHANG_BASE,NODE_MILL_BEAM_OVERHANG_BASE_CORE,14,1,1
TC_MILL_BEAM_OVERHANG,SPINE_MILL_BEAM_OVERHANG_BASE,NODE_MILL_BEAM_OVERHANG_BASE_ENTRY,0,1,1
TC_MILL_BEAM_OVERHANG,SPINE_MILL_BEAM_OVERHANG_BASE,NODE_MILL_BEAM_OVERHANG_BASE_EXIT,34,7,1
TC_MILL_BEAM_OVERHANG,SPINE_MILL_BEAM_OVERHANG_BASE,NODE_MILL_BEAM_OVERHANG_BASE_RECOVERY,30,1,1
TC_MILL_BEAM_OVERHANG,SPINE_MILL_BEAM_OVERHANG_BASE,NODE_MILL_BEAM_OVERHANG_BASE_REWARD,17,2,0
TC_MILL_BROKEN_PILLAR,SPINE_MILL_BROKEN_PILLAR_ALT,NODE_MILL_BROKEN_PILLAR_ALT_BUILD_UP,4,1,1
TC_MILL_BROKEN_PILLAR,SPINE_MILL_BROKEN_PILLAR_ALT,NODE_MILL_BROKEN_PILLAR_ALT_CORE,14,1,1
TC_MILL_BROKEN_PILLAR,SPINE_MILL_BROKEN_PILLAR_ALT,NODE_MILL_BROKEN_PILLAR_ALT_ENTRY,1,7,1
TC_MILL_BROKEN_PILLAR,SPINE_MILL_BROKEN_PILLAR_ALT,NODE_MILL_BROKEN_PILLAR_ALT_EXIT,46,0,1
TC_MILL_BROKEN_PILLAR,SPINE_MILL_BROKEN_PILLAR_ALT,NODE_MILL_BROKEN_PILLAR_ALT_HIGH,8,5,0
TC_MILL_BROKEN_PILLAR,SPINE_MILL_BROKEN_PILLAR_ALT,NODE_MILL_BROKEN_PILLAR_ALT_RECOVERY,42,1,1
TC_MILL_BROKEN_PILLAR,SPINE_MILL_BROKEN_PILLAR_ALT,NODE_MILL_BROKEN_PILLAR_ALT_REWARD,17,2,0
TC_MILL_BROKEN_PILLAR,SPINE_MILL_BROKEN_PILLAR_ALT,NODE_MILL_BROKEN_PILLAR_ALT_TOUCH_2,26,1,1
TC_MILL_BROKEN_PILLAR,SPINE_MILL_BROKEN_PILLAR_BASE,NODE_MILL_BROKEN_PILLAR_BASE_BUILD_UP,4,1,1
TC_MILL_BROKEN_PILLAR,SPINE_MILL_BROKEN_PILLAR_BASE,NODE_MILL_BROKEN_PILLAR_BASE_CORE,14,1,1
TC_MILL_BROKEN_PILLAR,SPINE_MILL_BROKEN_PILLAR_BASE,NODE_MILL_BROKEN_PILLAR_BASE_ENTRY,1,7,1
TC_MILL_BROKEN_PILLAR,SPINE_MILL_BROKEN_PILLAR_BASE,NODE_MILL_BROKEN_PILLAR_BASE_EXIT,46,0,1
TC_MILL_BROKEN_PILLAR,SPINE_MILL_BROKEN_PILLAR_BASE,NODE_MILL_BROKEN_PILLAR_BASE_RECOVERY,42,1,1
TC_MILL_BROKEN_PILLAR,SPINE_MILL_BROKEN_PILLAR_BASE,NODE_MILL_BROKEN_PILLAR_BASE_REWARD,17,2,0
TC_MILL_BROKEN_PILLAR,SPINE_MILL_BROKEN_PILLAR_BASE,NODE_MILL_BROKEN_PILLAR_BASE_TOUCH_2,26,1,1
TC_MILL_ORTHOGONAL_SHAFT_RECOVERY,SPINE_MILL_ORTHOGONAL_SHAFT_RECOVERY_ALT,NODE_MILL_ORTHOGONAL_SHAFT_RECOVERY_ALT_BUILD_UP,4,17,1
TC_MILL_ORTHOGONAL_SHAFT_RECOVERY,SPINE_MILL_ORTHOGONAL_SHAFT_RECOVERY_ALT,NODE_MILL_ORTHOGONAL_SHAFT_RECOVERY_ALT_CORE,14,9,1
TC_MILL_ORTHOGONAL_SHAFT_RECOVERY,SPINE_MILL_ORTHOGONAL_SHAFT_RECOVERY_ALT,NODE_MILL_ORTHOGONAL_SHAFT_RECOVERY_ALT_ENTRY,0,17,1
TC_MILL_ORTHOGONAL_SHAFT_RECOVERY,SPINE_MILL_ORTHOGONAL_SHAFT_RECOVERY_ALT,NODE_MILL_ORTHOGONAL_SHAFT_RECOVERY_ALT_EXIT,34,0,1
TC_MILL_ORTHOGONAL_SHAFT_RECOVERY,SPINE_MILL_ORTHOGONAL_SHAFT_RECOVERY_ALT,NODE_MILL_ORTHOGONAL_SHAFT_RECOVERY_ALT_HIGH,8,21,0
TC_MILL_ORTHOGONAL_SHAFT_RECOVERY,SPINE_MILL_ORTHOGONAL_SHAFT_RECOVERY_ALT,NODE_MILL_ORTHOGONAL_SHAFT_RECOVERY_ALT_RECOVERY,30,1,1
TC_MILL_ORTHOGONAL_SHAFT_RECOVERY,SPINE_MILL_ORTHOGONAL_SHAFT_RECOVERY_ALT,NODE_MILL_ORTHOGONAL_SHAFT_RECOVERY_ALT_REWARD,17,10,0
TC_MILL_ORTHOGONAL_SHAFT_RECOVERY,SPINE_MILL_ORTHOGONAL_SHAFT_RECOVERY_ALT,NODE_MILL_ORTHOGONAL_SHAFT_RECOVERY_ALT_TOUCH_1,14,1,1
TC_MILL_ORTHOGONAL_SHAFT_RECOVERY,SPINE_MILL_ORTHOGONAL_SHAFT_RECOVERY_ALT,NODE_MILL_ORTHOGONAL_SHAFT_RECOVERY_ALT_TOUCH_3,14,17,1
TC_MILL_ORTHOGONAL_SHAFT_RECOVERY,SPINE_MILL_ORTHOGONAL_SHAFT_RECOVERY_BASE,NODE_MILL_ORTHOGONAL_SHAFT_RECOVERY_BASE_BUILD_UP,4,17,1
TC_MILL_ORTHOGONAL_SHAFT_RECOVERY,SPINE_MILL_ORTHOGONAL_SHAFT_RECOVERY_BASE,NODE_MILL_ORTHOGONAL_SHAFT_RECOVERY_BASE_CORE,14,9,1
TC_MILL_ORTHOGONAL_SHAFT_RECOVERY,SPINE_MILL_ORTHOGONAL_SHAFT_RECOVERY_BASE,NODE_MILL_ORTHOGONAL_SHAFT_RECOVERY_BASE_ENTRY,0,17,1
TC_MILL_ORTHOGONAL_SHAFT_RECOVERY,SPINE_MILL_ORTHOGONAL_SHAFT_RECOVERY_BASE,NODE_MILL_ORTHOGONAL_SHAFT_RECOVERY_BASE_EXIT,34,0,1
TC_MILL_ORTHOGONAL_SHAFT_RECOVERY,SPINE_MILL_ORTHOGONAL_SHAFT_RECOVERY_BASE,NODE_MILL_ORTHOGONAL_SHAFT_RECOVERY_BASE_RECOVERY,30,1,1
TC_MILL_ORTHOGONAL_SHAFT_RECOVERY,SPINE_MILL_ORTHOGONAL_SHAFT_RECOVERY_BASE,NODE_MILL_ORTHOGONAL_SHAFT_RECOVERY_BASE_REWARD,17,10,0
TC_MILL_ORTHOGONAL_SHAFT_RECOVERY,SPINE_MILL_ORTHOGONAL_SHAFT_RECOVERY_BASE,NODE_MILL_ORTHOGONAL_SHAFT_RECOVERY_BASE_TOUCH_1,14,1,1
TC_MILL_ORTHOGONAL_SHAFT_RECOVERY,SPINE_MILL_ORTHOGONAL_SHAFT_RECOVERY_BASE,NODE_MILL_ORTHOGONAL_SHAFT_RECOVERY_BASE_TOUCH_3,14,17,1
TC_MILL_QUIET_BEAM,SPINE_MILL_QUIET_BEAM_ALT,NODE_MILL_QUIET_BEAM_ALT_BUILD_UP,4,1,1
TC_MILL_QUIET_BEAM,SPINE_MILL_QUIET_BEAM_ALT,NODE_MILL_QUIET_BEAM_ALT_CORE,14,1,1
