route_id,sequence,from_x,from_y,to_x,to_y,state,move_type,traversal_state,body_clear,head_clear,contact_x,contact_y,itemless,initial_capture_rise,plan_digest
TREE_ROUTE_LEFT,13,553,263,550,263,BRANCH_LAND,JUMP,TRUNK_TO_BRANCH,true,true,,,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_RIGHT,0,544,241,544,242,JUMP_GRAB,JUMP_GRAB,BRANCH_TO_TRUNK,true,true,545,242,true,1,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_RIGHT,1,544,242,544,243,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,545,243,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_RIGHT,2,544,243,544,245,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,545,245,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_RIGHT,3,544,245,547,248,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,546,248,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_RIGHT,4,547,248,546,249,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,545,249,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_RIGHT,5,546,249,546,250,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,545,250,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_RIGHT,6,546,250,542,253,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,543,253,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_RIGHT,7,542,253,542,254,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,543,254,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_RIGHT,8,542,254,542,256,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,543,256,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_RIGHT,9,542,256,542,258,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,543,258,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_RIGHT,10,542,258,542,261,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,543,261,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_RIGHT,11,542,261,542,262,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,543,262,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_RIGHT,12,542,262,542,263,TRUNK_CLIMB,JUMP,TRUNK_CLIMB,true,true,543,263,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
TREE_ROUTE_RIGHT,13,542,263,544,264,BRANCH_LAND,JUMP,TRUNK_TO_BRANCH,true,true,,,true,0,ae2fed5ef829d8354eddf66bd4b319bd2213e535e14332b77df4ce05203270a3
