connection_id,cell_role,sequence,x,y,before_value,final_value,head_value,support_value,changed,ownership,plan_digest
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,CENTERLINE,10,179,252,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,CENTERLINE,11,178,252,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,CENTERLINE,12,177,252,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,CENTERLINE,13,176,252,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,CENTERLINE,14,175,252,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,CENTERLINE,15,174,252,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,CENTERLINE,16,173,252,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,CENTERLINE,17,172,252,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,CENTERLINE,18,171,252,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,CENTERLINE,19,170,252,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,CENTERLINE,20,169,252,UNKNOWN,AIR,AIR,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,CENTERLINE,21,168,252,AIR,AIR,AIR,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,CENTERLINE,22,167,252,AIR,AIR,AIR,SOLID,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,HEAD_CLEARANCE,-1,168,253,AIR,AIR,AIR,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,HEAD_CLEARANCE,-1,169,253,UNKNOWN,AIR,UNKNOWN,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,HEAD_CLEARANCE,-1,170,253,UNKNOWN,AIR,UNKNOWN,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,HEAD_CLEARANCE,-1,171,253,UNKNOWN,AIR,UNKNOWN,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,HEAD_CLEARANCE,-1,172,253,UNKNOWN,AIR,UNKNOWN,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,HEAD_CLEARANCE,-1,173,253,UNKNOWN,AIR,UNKNOWN,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,HEAD_CLEARANCE,-1,174,253,UNKNOWN,AIR,UNKNOWN,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,HEAD_CLEARANCE,-1,175,253,UNKNOWN,AIR,UNKNOWN,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,HEAD_CLEARANCE,-1,176,253,UNKNOWN,AIR,UNKNOWN,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,HEAD_CLEARANCE,-1,177,253,UNKNOWN,AIR,UNKNOWN,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,HEAD_CLEARANCE,-1,178,253,UNKNOWN,AIR,UNKNOWN,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,HEAD_CLEARANCE,-1,179,253,UNKNOWN,AIR,UNKNOWN,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,HEAD_CLEARANCE,-1,180,253,UNKNOWN,AIR,UNKNOWN,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,HEAD_CLEARANCE,-1,181,253,UNKNOWN,AIR,UNKNOWN,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,HEAD_CLEARANCE,-1,182,253,UNKNOWN,AIR,UNKNOWN,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,HEAD_CLEARANCE,-1,183,258,UNKNOWN,AIR,UNKNOWN,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,HEAD_CLEARANCE,-1,184,258,UNKNOWN,AIR,UNKNOWN,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,SUPPORT,-1,167,251,SOLID,SOLID,AIR,UNKNOWN,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,SUPPORT,-1,170,251,UNKNOWN,SOLID,AIR,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,SUPPORT,-1,171,251,UNKNOWN,SOLID,AIR,UNKNOWN,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,SUPPORT,-1,172,251,UNKNOWN,SOLID,AIR,UNKNOWN,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,SUPPORT,-1,173,251,UNKNOWN,SOLID,AIR,UNKNOWN,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,SUPPORT,-1,174,251,UNKNOWN,SOLID,AIR,UNKNOWN,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,SUPPORT,-1,175,251,UNKNOWN,SOLID,AIR,UNKNOWN,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,SUPPORT,-1,176,251,UNKNOWN,SOLID,AIR,UNKNOWN,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,SUPPORT,-1,177,251,UNKNOWN,SOLID,AIR,UNKNOWN,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,SUPPORT,-1,178,251,UNKNOWN,SOLID,AIR,UNKNOWN,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,SUPPORT,-1,179,251,UNKNOWN,SOLID,AIR,UNKNOWN,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,SUPPORT,-1,180,251,UNKNOWN,SOLID,AIR,UNKNOWN,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,SUPPORT,-1,181,251,UNKNOWN,SOLID,AIR,UNKNOWN,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,SUPPORT,-1,182,251,UNKNOWN,SOLID,AIR,UNKNOWN,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_01,SUPPORT,-1,183,251,UNKNOWN,SOLID,AIR,UNKNOWN,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,0,184,268,UNKNOWN,AIR,AIR,UNKNOWN,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,1,183,268,UNKNOWN,AIR,AIR,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,2,183,267,UNKNOWN,AIR,AIR,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,3,183,266,UNKNOWN,AIR,AIR,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,4,183,265,UNKNOWN,AIR,AIR,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,5,183,264,UNKNOWN,AIR,AIR,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,6,183,263,AIR,AIR,AIR,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,7,183,262,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,8,182,262,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,9,181,262,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,10,180,262,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,11,179,262,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,12,178,262,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,13,177,262,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,14,176,262,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,15,175,262,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,16,174,262,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,17,173,262,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,18,172,262,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,19,171,262,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,20,170,262,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,21,169,262,AIR,AIR,AIR,SOLID,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,22,168,262,AIR,AIR,AIR,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,23,167,262,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,24,166,262,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,25,165,262,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,26,164,262,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,27,163,262,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,28,162,262,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,29,161,262,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,30,160,262,UNKNOWN,AIR,AIR,SOLID,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,31,159,262,UNKNOWN,AIR,AIR,AIR,true,HUB_CONNECTION_ACTUAL,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,32,158,262,AIR,AIR,AIR,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,CENTERLINE,33,157,262,AIR,AIR,AIR,SOLID,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,HEAD_CLEARANCE,-1,158,263,AIR,AIR,UNKNOWN,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,HEAD_CLEARANCE,-1,159,263,AIR,AIR,UNKNOWN,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,HEAD_CLEARANCE,-1,160,263,AIR,AIR,UNKNOWN,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,HEAD_CLEARANCE,-1,161,263,AIR,AIR,UNKNOWN,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,HEAD_CLEARANCE,-1,162,263,AIR,AIR,UNKNOWN,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,HEAD_CLEARANCE,-1,163,263,AIR,AIR,UNKNOWN,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,HEAD_CLEARANCE,-1,164,263,AIR,AIR,UNKNOWN,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,HEAD_CLEARANCE,-1,165,263,AIR,AIR,UNKNOWN,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,HEAD_CLEARANCE,-1,166,263,AIR,AIR,UNKNOWN,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,HEAD_CLEARANCE,-1,167,263,AIR,AIR,UNKNOWN,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,HEAD_CLEARANCE,-1,168,263,AIR,AIR,UNKNOWN,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,HEAD_CLEARANCE,-1,169,263,AIR,AIR,UNKNOWN,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,HEAD_CLEARANCE,-1,170,263,AIR,AIR,UNKNOWN,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,HEAD_CLEARANCE,-1,171,263,AIR,AIR,UNKNOWN,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,HEAD_CLEARANCE,-1,172,263,AIR,AIR,UNKNOWN,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,HEAD_CLEARANCE,-1,173,263,AIR,AIR,UNKNOWN,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,HEAD_CLEARANCE,-1,174,263,AIR,AIR,UNKNOWN,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,HEAD_CLEARANCE,-1,175,263,AIR,AIR,UNKNOWN,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,HEAD_CLEARANCE,-1,176,263,AIR,AIR,UNKNOWN,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,HEAD_CLEARANCE,-1,177,263,AIR,AIR,UNKNOWN,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,HEAD_CLEARANCE,-1,178,263,AIR,AIR,UNKNOWN,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
SV5_HUB_28af5221504bbe547fe5_CONNECTION_02,HEAD_CLEARANCE,-1,179,263,AIR,AIR,UNKNOWN,AIR,false,,8b4e71be724a084e25699799da11596206b2fc4c84299bd84f1e8e0dc68a0baa
