candidate_id,x,y,width,height,available_connections,path_cells,status,reason,hub_digest
HUB_CANDIDATE_02f501474c07c486,296,344,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_02f77a8356240549,560,200,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_030aef5d6eba130d,192,352,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0323160fe57fd212,456,280,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_032870002c31276c,136,336,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0333be015bb2fa38,184,152,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_033995b13da3b4bf,432,48,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_03489f8ee8049478,224,112,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_034a8fb8bfb907b2,184,256,24,40,2,71,REJECTED,CANDIDATE_ROUTE_ATTEMPT_CAP,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_034e5964264d9ae5,336,240,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0387ebcdb69af3e3,568,224,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0387f6d568641ba2,176,16,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_038d28b89978a474,160,248,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_03910880ecae3078,536,24,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0395894c250cd4e6,432,56,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_039ce595c0e7df66,288,40,24,40,0,0,REJECTED,CONNECTION_SHORTFALL,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_03a47559f847bd6e,40,192,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_03b2e1f394fa9134,552,136,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_03b4a397abc1a021,424,368,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_03c1201682282de2,416,16,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_03de193046e9b1ef,576,248,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_03eb4cd91dfc164f,168,280,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_040a10350125da4b,184,200,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0433f2a3db589be5,104,80,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0455c77011b10cf4,560,328,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_046423d04f1f0dc4,216,152,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_046d4d6a2d0e0168,112,328,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0486d47984d70fc8,576,184,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_048b580ce10a8f59,360,24,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_04c1afda20bf303e,88,240,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_050743a82a721d5e,448,296,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_05487cb99109349e,328,256,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0572abd7f14a8c40,504,104,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_057bc13388b29528,48,40,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0580af15b984cf5b,56,16,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_058c1e7f3efb8710,144,352,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_058c6f8fc672a7f0,568,200,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_05941c17d252751f,576,128,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_05c20f58eadc4b29,448,200,24,40,0,0,REJECTED,CONNECTION_SHORTFALL,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_05dd94e10dc38a59,208,288,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_05de62fbb2bcb9f9,488,360,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_05e70319f7d2199e,448,48,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0604b79353f8bf30,280,184,24,40,1,73,REJECTED,CANDIDATE_ROUTE_ATTEMPT_CAP,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0610de1c8d40a51e,528,272,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0613e13484d5b11c,376,104,24,40,0,0,REJECTED,CONNECTION_SHORTFALL,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_06240b5b41d4b802,360,40,24,40,0,0,REJECTED,CONNECTION_SHORTFALL,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0624325a885498a5,216,144,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0624e5deef7abaf3,192,64,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_062685e42cffdb79,32,272,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0694ff53b423ea51,392,200,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_06a47125eeb14559,320,56,24,40,0,0,REJECTED,CONNECTION_SHORTFALL,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_06aeb1401c1b5699,408,136,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_06c893db952b6e8b,368,312,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_06dc047c16e41977,32,232,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_071a466bf0fcdc14,96,296,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_074ec3ac8f19bc26,312,56,24,40,0,0,REJECTED,CONNECTION_SHORTFALL,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_07572d4dce0119e0,544,280,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_075dae0767f02535,336,72,24,40,0,0,REJECTED,CONNECTION_SHORTFALL,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_07855e9e5fa0d543,152,200,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0789ab4d2e2a99cc,88,184,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_07a0c2e19b827bc7,112,32,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_07a8a26eacd80fb4,296,360,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_07b2713187ac4220,304,128,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_07b2dbe47987425a,528,184,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_07b5087bdf7b6a2e,528,176,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_07b84991d9dc7020,440,360,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_07bbfe6aa447a63b,176,64,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_07bd08c37816ccb4,40,248,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_07f19fced9f156a9,88,24,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_07f8b00b3e7f12df,208,32,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_080fbeacb842b426,416,352,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0830ba96e4fc4e29,512,112,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_08389cdb3a34fe03,104,280,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0839cc547ae5d88d,536,264,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0851cb0b79876134,96,272,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0860fa9608a609ba,488,264,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0861e084ca4b9e51,64,144,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0862a39c6c49e48e,240,88,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_086c71c4d0614d83,576,280,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_08786b20d2b4d1aa,320,104,24,40,0,0,REJECTED,CANDIDATE_ROUTE_ATTEMPT_CAP,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_08856cdf94610d66,112,320,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_08b11ed285fb4040,416,128,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_08f5a4dce4724654,224,240,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0903976bf6b793d7,400,208,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_090df3f8373e6e76,368,72,24,40,0,0,REJECTED,CONNECTION_SHORTFALL,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_096765d74c66b09c,448,96,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0975b15320af276c,56,72,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_09986afe697d7efb,216,240,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_09aaf7efea2bd853,120,232,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_09b12b7e0bb82554,256,336,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_09d214c1bd553f03,128,368,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_09d30d1cde69c530,384,264,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_09eb229f1a3171a6,216,88,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_09f831603018147f,568,112,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0a0c7f6d342c81a1,184,24,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0a2930cc4b36f199,32,184,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0a364492a1ff86f1,216,128,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0a66e6e76c4b5abb,288,336,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0a713d41a1be1fb6,336,184,24,40,2,138,REJECTED,CANDIDATE_ROUTE_ATTEMPT_CAP,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0a7439f4522bfeb7,480,112,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0a751e9e218b0a98,392,280,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0a80f836f7d5920a,144,328,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0a84a656dbfd44c8,520,80,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0aad1165a0cdea70,496,128,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0ab3005329d8b63e,304,288,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
HUB_CANDIDATE_0ac61d73a792405f,472,296,24,40,0,0,REJECTED,FOOTPRINT_CONFLICT,658f6805a3715cc792a0a281dded25c81c27eaf51fd6b903c1486b2c56e2d39d
