x,y,face,anchor_id,anchor_type,hang_x,hang_y,collision_role,branch_platform_grab,plan_digest
565,247,RIGHT,TREE_CLIMB_011,TRUNK_CLIMB_FACE,566,247,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,248,LEFT,TREE_CLIMB_012,TRUNK_CLIMB_FACE,560,248,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,248,RIGHT,TREE_CLIMB_013,TRUNK_CLIMB_FACE,565,248,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,249,LEFT,TREE_CLIMB_014,TRUNK_CLIMB_FACE,560,249,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,250,LEFT,TREE_CLIMB_015,TRUNK_CLIMB_FACE,561,250,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,250,RIGHT,TREE_CLIMB_016,TRUNK_CLIMB_FACE,566,250,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,251,RIGHT,TREE_CLIMB_017,TRUNK_CLIMB_FACE,566,251,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,252,LEFT,TREE_CLIMB_018,TRUNK_CLIMB_FACE,560,252,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,252,RIGHT,TREE_CLIMB_019,TRUNK_CLIMB_FACE,565,252,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,253,LEFT,TREE_CLIMB_020,TRUNK_CLIMB_FACE,560,253,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,254,LEFT,TREE_CLIMB_021,TRUNK_CLIMB_FACE,561,254,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,254,RIGHT,TREE_CLIMB_022,TRUNK_CLIMB_FACE,563,254,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,254,LEFT,TREE_CLIMB_023,TRUNK_CLIMB_FACE,563,254,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,254,RIGHT,TREE_CLIMB_024,TRUNK_CLIMB_FACE,566,254,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,255,RIGHT,TREE_CLIMB_025,TRUNK_CLIMB_FACE,566,255,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,256,LEFT,TREE_CLIMB_026,TRUNK_CLIMB_FACE,560,256,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,256,RIGHT,TREE_CLIMB_027,TRUNK_CLIMB_FACE,565,256,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,257,LEFT,TREE_CLIMB_028,TRUNK_CLIMB_FACE,560,257,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,257,RIGHT,TREE_CLIMB_029,TRUNK_CLIMB_FACE,563,257,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,257,LEFT,TREE_CLIMB_030,TRUNK_CLIMB_FACE,563,257,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,258,LEFT,TREE_CLIMB_031,TRUNK_CLIMB_FACE,561,258,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,258,RIGHT,TREE_CLIMB_032,TRUNK_CLIMB_FACE,566,258,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,259,RIGHT,TREE_CLIMB_033,TRUNK_CLIMB_FACE,566,259,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,260,LEFT,TREE_CLIMB_034,TRUNK_CLIMB_FACE,560,260,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,260,RIGHT,TREE_CLIMB_035,TRUNK_CLIMB_FACE,563,260,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,260,LEFT,TREE_CLIMB_036,TRUNK_CLIMB_FACE,563,260,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,260,RIGHT,TREE_CLIMB_037,TRUNK_CLIMB_FACE,565,260,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,261,LEFT,TREE_CLIMB_038,TRUNK_CLIMB_FACE,560,261,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,262,LEFT,TREE_CLIMB_039,TRUNK_CLIMB_FACE,561,262,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,262,RIGHT,TREE_CLIMB_040,TRUNK_CLIMB_FACE,566,262,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,263,LEFT,TREE_CLIMB_041,TRUNK_CLIMB_FACE,563,263,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,263,RIGHT,TREE_CLIMB_042,TRUNK_CLIMB_FACE,565,263,TRUNK_CLIMB,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
