x,y,role,collision_type,before_value,final_value,owner,body_clear,head_clear,support_value,top_only,grab_enabled,movement_enabled,visual_only,plan_digest
565,241,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
566,241,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,242,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,242,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
563,242,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,242,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,242,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
566,242,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,243,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,false,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,243,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
563,243,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,243,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,243,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
566,243,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
560,244,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,244,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,AIR,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,244,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
563,244,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,244,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,244,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
560,245,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,245,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,245,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
563,245,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,245,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,245,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,false,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
567,245,BRANCH_PLATFORM,BRANCH_PLATFORM,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,AIR,true,false,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,246,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,246,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
563,246,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,246,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,246,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,AIR,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
566,246,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
567,246,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
560,247,DECORATIVE_BRANCH,DECORATIVE_BRANCH,AIR,AIR,,true,true,AIR,false,false,false,true,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,247,DECORATIVE_BRANCH,DECORATIVE_BRANCH,AIR,AIR,,true,false,AIR,false,false,false,true,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,247,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
563,247,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,247,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,247,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
566,247,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
567,247,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
560,248,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,248,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,AIR,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,248,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
563,248,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,248,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,248,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
560,249,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,249,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,249,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,249,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,249,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,false,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
567,249,BRANCH_PLATFORM,BRANCH_PLATFORM,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,AIR,true,false,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,250,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,250,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
563,250,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,AIR,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,250,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,250,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,AIR,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
566,250,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
567,250,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,251,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,false,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,251,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
563,251,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,251,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,251,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
566,251,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
567,251,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
560,252,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,252,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,AIR,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,252,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
563,252,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,252,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,252,DECORATIVE_BRANCH,DECORATIVE_BRANCH,AIR,AIR,,true,true,SOLID,false,false,false,true,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
566,252,DECORATIVE_BRANCH,DECORATIVE_BRANCH,AIR,AIR,,true,true,AIR,false,false,false,true,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
567,252,DECORATIVE_BRANCH,DECORATIVE_BRANCH,AIR,AIR,,true,false,AIR,false,false,false,true,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
560,253,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,253,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,253,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
563,253,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,253,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,253,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,false,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
567,253,BRANCH_PLATFORM,BRANCH_PLATFORM,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,AIR,true,false,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,254,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,254,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,254,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,254,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,AIR,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
566,254,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
567,254,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,255,LEAF_DECORATION,LEAF_DECORATION,AIR,AIR,,true,false,AIR,false,false,false,true,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,255,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
563,255,LEAF_DECORATION,LEAF_DECORATION,AIR,AIR,,true,false,AIR,false,false,false,true,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,255,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,255,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
566,255,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
567,255,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
560,256,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,256,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,AIR,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,256,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
563,256,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,AIR,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,256,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,256,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
566,256,LEAF_DECORATION,LEAF_DECORATION,AIR,AIR,,true,true,AIR,false,false,false,true,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
560,257,DECORATIVE_BRANCH,DECORATIVE_BRANCH,AIR,AIR,,true,true,AIR,false,false,false,true,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,257,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,257,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
563,257,LEAF_DECORATION,LEAF_DECORATION,AIR,AIR,,true,true,SOLID,false,false,false,true,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,257,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,257,LEAF_DECORATION,LEAF_DECORATION,AIR,AIR,,true,false,AIR,false,false,false,true,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
567,257,BRANCH_PLATFORM,BRANCH_PLATFORM,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,AIR,true,false,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,258,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,258,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
564,258,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
565,258,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,AIR,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
566,258,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,AIR,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
567,258,MOVEMENT_CLEARANCE,MOVEMENT_CLEARANCE,AIR,AIR,,true,true,SOLID,false,false,false,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
561,259,LEAF_DECORATION,LEAF_DECORATION,AIR,AIR,,true,false,AIR,false,false,false,true,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
562,259,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,false,SOLID,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
563,259,TRUNK_CLIMB,TRUNK_CLIMB,AIR,SOLID,TREE_GRAB_ACTUAL,false,true,AIR,false,true,true,false,228848555fbd11a4b3dc75ce7a21199f7662b295b334b73babe78f4ab1a21380
