x,y
"572","23"
"573","23"
"574","23"
"575","23"
"576","23"
"577","23"
"578","23"
"579","23"
"580","23"
"581","23"
"582","23"
"583","23"
"584","23"
"585","23"
"586","23"
"587","23"
"588","23"
"589","23"
"590","23"
"591","23"
"592","23"
"593","23"
"594","23"
"595","23"
"596","23"
"597","23"
"598","23"
"599","23"
"600","23"
"601","23"
"602","23"
"603","23"
"604","23"
"605","23"
"606","23"
"607","23"
"608","23"
"609","23"
"610","23"
"611","23"
"612","23"
"523","24"
"216","25"
"522","25"
"212","26"
"213","26"
"214","26"
"215","26"
"246","26"
"247","26"
"248","26"
"249","26"
"250","26"
"251","26"
"252","26"
"253","26"
"254","26"
"255","26"
"256","26"
"257","26"
"258","26"
"259","26"
"260","26"
"261","26"
"262","26"
"263","26"
"508","26"
"509","26"
"510","26"
"511","26"
"512","26"
"513","26"
"514","26"
"515","26"
"516","26"
"517","26"
"518","26"
"519","26"
"520","26"
"521","26"
"144","27"
"145","27"
"146","27"
"147","27"
"148","27"
"149","27"
"150","27"
"151","27"
"152","27"
"153","27"
"154","27"
"155","27"
"156","27"
"157","27"
"158","27"
"159","27"
"160","27"
"161","27"
"162","27"
"163","27"
"164","27"
"207","27"
"208","27"
"209","27"
"210","27"
"211","27"
"456","27"
"457","27"
"458","27"
"459","27"
"460","27"
"461","27"
"462","27"
"463","27"
"464","27"
"465","27"
"466","27"
"467","27"
"468","27"
"469","27"
"470","27"
"471","27"
"472","27"
"473","27"
"474","27"
"475","27"
"476","27"
"477","27"
"478","27"
"479","27"
"480","27"
"481","27"
"482","27"
"483","27"
"484","27"
"485","27"
"486","27"
"487","27"
"488","27"
"489","27"
"490","27"
"491","27"
"492","27"
"493","27"
"494","27"
"495","27"
"496","27"
"497","27"
"498","27"
"499","27"
"500","27"
"502","27"
"503","27"
"504","27"
"505","27"
"506","27"
"507","27"
"143","28"
"165","28"
"205","28"
"206","28"
"455","28"
"501","28"
"142","29"
"166","29"
"196","29"
"197","29"
"198","29"
"199","29"
"200","29"
"201","29"
"202","29"
"203","29"
"204","29"
"454","29"
"128","30"
"129","30"
"130","30"
"131","30"
"132","30"
"133","30"
"134","30"
"135","30"
"136","30"
"137","30"
"138","30"
"139","30"
"140","30"
"141","30"
"167","30"
"188","30"
"189","30"
"190","30"
"191","30"
"192","30"
"193","30"
"194","30"
"195","30"
"245","30"
"264","30"
"452","30"
"453","30"
"72","31"
"73","31"
"74","31"
"75","31"
"76","31"
"77","31"
"78","31"
"79","31"
"80","31"
"81","31"
"82","31"
"83","31"
"84","31"
"85","31"
"86","31"
"87","31"
"88","31"
"89","31"
"90","31"
"91","31"
"92","31"
"93","31"
"94","31"
"95","31"
"96","31"
"97","31"
"98","31"
"99","31"
"100","31"
"101","31"
"102","31"
"103","31"
"105","31"
"106","31"
"107","31"
"108","31"
"109","31"
"110","31"
"111","31"
"112","31"
"113","31"
"114","31"
"115","31"
"116","31"
"117","31"
"118","31"
"119","31"
"120","31"
"121","31"
"122","31"
"123","31"
"124","31"
"125","31"
"126","31"
"127","31"
"168","31"
"169","31"
"170","31"
"171","31"
"172","31"
"173","31"
"174","31"
"175","31"
"176","31"
"177","31"
"178","31"
"179","31"
"180","31"
"181","31"
"182","31"
"183","31"
"184","31"
"185","31"
"186","31"
"187","31"
"244","31"
"270","31"
"436","31"
"437","31"
"438","31"
"439","31"
"440","31"
"441","31"
"442","31"
"443","31"
"444","31"
"445","31"
"446","31"
"447","31"
"448","31"
"449","31"
"450","31"
"451","31"
"71","32"
"435","32"
"70","33"
"434","33"
"69","34"
"432","34"
"433","34"
"68","35"
"419","35"
"420","35"
"421","35"
"422","35"
"423","35"
"424","35"
"425","35"
"426","35"
"427","35"
"428","35"
"429","35"
"430","35"
"431","35"
"500","35"
"67","36"
"501","36"
"66","37"
"502","37"
"64","38"
"65","38"
"503","38"
"48","39"
"49","39"
"50","39"
"51","39"
"52","39"
"53","39"
"54","39"
"55","39"
"56","39"
"57","39"
"58","39"
"59","39"
"60","39"
"61","39"
"62","39"
"63","39"
"504","39"
"505","39"
"506","39"
"507","39"
"508","39"
"509","39"
"510","39"
"511","39"
"512","39"
"513","39"
"514","39"
"515","39"
"516","39"
"517","39"
"518","39"
"519","39"
"520","39"
"521","39"
"522","39"
"523","39"
"524","39"
"525","39"
"526","39"
"527","39"
"528","39"
"47","40"
"529","40"
"46","41"
"502","41"
"530","41"
"36","42"
"37","42"
"38","42"
"39","42"
"40","42"
"41","42"
"42","42"
"43","42"
"44","42"
"45","42"
"488","42"
"489","42"
"490","42"
"491","42"
"492","42"
"493","42"
"494","42"
"495","42"
"496","42"
"497","42"
"498","42"
"499","42"
"500","42"
"501","42"
"531","42"
"551","42"
"552","42"
"553","42"
"554","42"
"555","42"
"556","42"
"557","42"
"19","43"
"20","43"
"21","43"
"22","43"
"23","43"
"24","43"
"25","43"
"26","43"
"27","43"
"28","43"
"29","43"
"30","43"
"31","43"
"32","43"
"33","43"
"34","43"
"35","43"
"468","43"
"469","43"
"470","43"
"471","43"
"472","43"
"473","43"
"474","43"
"475","43"
"476","43"
"477","43"
"478","43"
"479","43"
"480","43"
"481","43"
"482","43"
"483","43"
"484","43"
"485","43"
"486","43"
"487","43"
"532","43"
"550","43"
"558","43"
"593","43"
"594","43"
"595","43"
"596","43"
"597","43"
"598","43"
"599","43"
"600","43"
"467","44"
"533","44"
"549","44"
"559","44"
"592","44"
"601","44"
"466","45"
"534","45"
"548","45"
"556","45"
"560","45"
"591","45"
"603","45"
"604","45"
"605","45"
"606","45"
"607","45"
"608","45"
"452","46"
"453","46"
"454","46"
"455","46"
"456","46"
"457","46"
"458","46"
"459","46"
"460","46"
"461","46"
"462","46"
"463","46"
"464","46"
"465","46"
"535","46"
"547","46"
"555","46"
"561","46"
"590","46"
"602","46"
"103","47"
"447","47"
"448","47"
"449","47"
"450","47"
"451","47"
"536","47"
"537","47"
"538","47"
"539","47"
"540","47"
"541","47"
"542","47"
"543","47"
"544","47"
"545","47"
"546","47"
"550","47"
"551","47"
"552","47"
"553","47"
"554","47"
"562","47"
"589","47"
"601","47"
"104","48"
"445","48"
"446","48"
"563","48"
"588","48"
"600","48"
"105","49"
"221","49"
"436","49"
"437","49"
"438","49"
"439","49"
"440","49"
"441","49"
"442","49"
"443","49"
"444","49"
"564","49"
"587","49"
"599","49"
"106","50"
"220","50"
"222","50"
"432","50"
"433","50"
"434","50"
"435","50"
"565","50"
"566","50"
"567","50"
"586","50"
"107","51"
"108","51"
"109","51"
"110","51"
"111","51"
"112","51"
"113","51"
"114","51"
"115","51"
"116","51"
"117","51"
"118","51"
"119","51"
"120","51"
"121","51"
"122","51"
"123","51"
"124","51"
"125","51"
"126","51"
"127","51"
"128","51"
"129","51"
"130","51"
"131","51"
"132","51"
"133","51"
"134","51"
"135","51"
"136","51"
"137","51"
"138","51"
"139","51"
"140","51"
"141","51"
"142","51"
"143","51"
"144","51"
"145","51"
"146","51"
"147","51"
"148","51"
"149","51"
"150","51"
"151","51"
"152","51"
"153","51"
"154","51"
"155","51"
"156","51"
"157","51"
"158","51"
"159","51"
"160","51"
"161","51"
"162","51"
"163","51"
"164","51"
"165","51"
"166","51"
"167","51"
"168","51"
"169","51"
"170","51"
"171","51"
"172","51"
"173","51"
"174","51"
"175","51"
"176","51"
"177","51"
"178","51"
"179","51"
"180","51"
"181","51"
"182","51"
"183","51"
"184","51"
"218","51"
"219","51"
"223","51"
"224","51"
"225","51"
"226","51"
"227","51"
"228","51"
"427","51"
"428","51"
"429","51"
"430","51"
"431","51"
"568","51"
"569","51"
"570","51"
"571","51"
"572","51"
"585","51"
"105","52"
"185","52"
"217","52"
"229","52"
"230","52"
"425","52"
"426","52"
"573","52"
"574","52"
"584","52"
"96","53"
"97","53"
"98","53"
"99","53"
"100","53"
"101","53"
"102","53"
"103","53"
"104","53"
"186","53"
"216","53"
"232","53"
"233","53"
"234","53"
"235","53"
"236","53"
"419","53"
"420","53"
"421","53"
"422","53"
"423","53"
"424","53"
"575","53"
"576","53"
"577","53"
"578","53"
"579","53"
"580","53"
"581","53"
"582","53"
"583","53"
"92","54"
"93","54"
"94","54"
"95","54"
"187","54"
"204","54"
"205","54"
"206","54"
"207","54"
"208","54"
"209","54"
"210","54"
"211","54"
"212","54"
"213","54"
"214","54"
"215","54"
"231","54"
"76","55"
"77","55"
"78","55"
"79","55"
"80","55"
"81","55"
"82","55"
"83","55"
"84","55"
"85","55"
"86","55"
"87","55"
"88","55"
"89","55"
"90","55"
"91","55"
"188","55"
"189","55"
"190","55"
"191","55"
"192","55"
"193","55"
"194","55"
"195","55"
"196","55"
"197","55"
"198","55"
"199","55"
"200","55"
"201","55"
"202","55"
"203","55"
"230","55"
"75","56"
"229","56"
"74","57"
"228","57"
"73","58"
"227","58"
"72","59"
"71","60"
"70","61"
"64","62"
"65","62"
"66","62"
"67","62"
"68","62"
"69","62"
"23","63"
"24","63"
"25","63"
"26","63"
"27","63"
"28","63"
"29","63"
"30","63"
"31","63"
"32","63"
"33","63"
"34","63"
"35","63"
"36","63"
"37","63"
"38","63"
"39","63"
"40","63"
"41","63"
"42","63"
"43","63"
"44","63"
"45","63"
"46","63"
"47","63"
"48","63"
"49","63"
"50","63"
"51","63"
"52","63"
"53","63"
"54","63"
"55","63"
"56","63"
"57","63"
"58","63"
"59","63"
"60","63"
"61","63"
"62","63"
"63","63"
"600","66"
"108","67"
"109","67"
"110","67"
"111","67"
"112","67"
"113","67"
"114","67"
"115","67"
"116","67"
"117","67"
"118","67"
"119","67"
"120","67"
"121","67"
"122","67"
"123","67"
"124","67"
"125","67"
"126","67"
"127","67"
"159","67"
"160","67"
"161","67"
"162","67"
"163","67"
"164","67"
"165","67"
"166","67"
"167","67"
"168","67"
"169","67"
"170","67"
"171","67"
"172","67"
"173","67"
"599","67"
"601","67"
"602","67"
"603","67"
"604","67"
"605","67"
"606","67"
"607","67"
"608","67"
"609","67"
"610","67"
"611","67"
"612","67"
"613","67"
"614","67"
"615","67"
"616","67"
"107","68"
"128","68"
"174","68"
"598","68"
"106","69"
"129","69"
"175","69"
"597","69"
"100","70"
"101","70"
"102","70"
"103","70"
"104","70"
"105","70"
"130","70"
"596","70"
"67","71"
"68","71"
"69","71"
"70","71"
"71","71"
"72","71"
"73","71"
"74","71"
"75","71"
"76","71"
"77","71"
"78","71"
"79","71"
"80","71"
"81","71"
"82","71"
"83","71"
"84","71"
"85","71"
"86","71"
"87","71"
"88","71"
"89","71"
"90","71"
"91","71"
"92","71"
"93","71"
"94","71"
"95","71"
"96","71"
"97","71"
"98","71"
"99","71"
"131","71"
"177","71"
"180","71"
"181","71"
"182","71"
"183","71"
"184","71"
"185","71"
"186","71"
"187","71"
"188","71"
"189","71"
"190","71"
"191","71"
"192","71"
"193","71"
"194","71"
"195","71"
"423","71"
"424","71"
"425","71"
"426","71"
"427","71"
"428","71"
"429","71"
"430","71"
"431","71"
"432","71"
"433","71"
"434","71"
"435","71"
"436","71"
"483","71"
"484","71"
"485","71"
"486","71"
"487","71"
"488","71"
"489","71"
"490","71"
"491","71"
"492","71"
"558","71"
"595","71"
"132","72"
"176","72"
"437","72"
"481","72"
"482","72"
"493","72"
"557","72"
"559","72"
"594","72"
"133","73"
"175","73"
"438","73"
"472","73"
"473","73"
"474","73"
"475","73"
"476","73"
"477","73"
"478","73"
"479","73"
"480","73"
"494","73"
"556","73"
"560","73"
"593","73"
"174","74"
"439","74"
"471","74"
"495","74"
"561","74"
"562","74"
"563","74"
"564","74"
"565","74"
"566","74"
"567","74"
"568","74"
"569","74"
"570","74"
"571","74"
"592","74"
"135","75"
"173","75"
"440","75"
"470","75"
"496","75"
"520","75"
"521","75"
"522","75"
"523","75"
"524","75"
"525","75"
"526","75"
"527","75"
"528","75"
"529","75"
"530","75"
"531","75"
"532","75"
"533","75"
"534","75"
"535","75"
"536","75"
"537","75"
"538","75"
"539","75"
"540","75"
"541","75"
"542","75"
"543","75"
"544","75"
"545","75"
"546","75"
"547","75"
"548","75"
"549","75"
"550","75"
"551","75"
"552","75"
"553","75"
"554","75"
"572","75"
"573","75"
"574","75"
"575","75"
"576","75"
"577","75"
"578","75"
"579","75"
"580","75"
"581","75"
"582","75"
"583","75"
"584","75"
"585","75"
"586","75"
"587","75"
"588","75"
"589","75"
"590","75"
"591","75"
"134","76"
"172","76"
"441","76"
"469","76"
"497","76"
"519","76"
"555","76"
"131","77"
"133","77"
"171","77"
"228","77"
"442","77"
"468","77"
"498","77"
"518","77"
"130","78"
"132","78"
"170","78"
"227","78"
"443","78"
"460","78"
"461","78"
"462","78"
"463","78"
"464","78"
"465","78"
"466","78"
"467","78"
"499","78"
"516","78"
"517","78"
"19","79"
"20","79"
"21","79"
"22","79"
"23","79"
"24","79"
"25","79"
"26","79"
"27","79"
"28","79"
"29","79"
"30","79"
"31","79"
"32","79"
"33","79"
"34","79"
"35","79"
"36","79"
"129","79"
"223","79"
"224","79"
"225","79"
"226","79"
"229","79"
"230","79"
"231","79"
"232","79"
"233","79"
"234","79"
"235","79"
"236","79"
"444","79"
"445","79"
"446","79"
"447","79"
"448","79"
"449","79"
"450","79"
"451","79"
"452","79"
"453","79"
"454","79"
"455","79"
"456","79"
"457","79"
"458","79"
"459","79"
"500","79"
"501","79"
"502","79"
"503","79"
"504","79"
"505","79"
"506","79"
"507","79"
"508","79"
"509","79"
"510","79"
"511","79"
"512","79"
"513","79"
"514","79"
"515","79"
"17","80"
"18","80"
"37","80"
"128","80"
"222","80"
"11","81"
"12","81"
"13","81"
"14","81"
"15","81"
"16","81"
"38","81"
"127","81"
"221","81"
"39","82"
"116","82"
"117","82"
"118","82"
"119","82"
"120","82"
"121","82"
"122","82"
"123","82"
"124","82"
"125","82"
"126","82"
"220","82"
"40","83"
"41","83"
"42","83"
"43","83"
"44","83"
"45","83"
"46","83"
"47","83"
"48","83"
"49","83"
"50","83"
"51","83"
"52","83"
"53","83"
"54","83"
"55","83"
"56","83"
"57","83"
"58","83"
"59","83"
"60","83"
"61","83"
"62","83"
"63","83"
"64","83"
"65","83"
"66","83"
"67","83"
"68","83"
"96","83"
"97","83"
"98","83"
"99","83"
"100","83"
"101","83"
"102","83"
"103","83"
"104","83"
"105","83"
"106","83"
"107","83"
"108","83"
"109","83"
"110","83"
"111","83"
"112","83"
"113","83"
"114","83"
"115","83"
"136","83"
"137","83"
"138","83"
"139","83"
"140","83"
"141","83"
"142","83"
"143","83"
"144","83"
"145","83"
"146","83"
"147","83"
"219","83"
"554","83"
"69","84"
"95","84"
"218","84"
"70","85"
"94","85"
"171","85"
"177","85"
"217","85"
"550","85"
"551","85"
"552","85"
"553","85"
"71","86"
"92","86"
"93","86"
"170","86"
"176","86"
"178","86"
"216","86"
"548","86"
"549","86"
"554","86"
"555","86"
"72","87"
"73","87"
"74","87"
"75","87"
"76","87"
"77","87"
"78","87"
"79","87"
"80","87"
"81","87"
"82","87"
"83","87"
"84","87"
"85","87"
"86","87"
"87","87"
"88","87"
"89","87"
"90","87"
"91","87"
"159","87"
"160","87"
"161","87"
"162","87"
"163","87"
"164","87"
"165","87"
"166","87"
"167","87"
"168","87"
"169","87"
"172","87"
"173","87"
"174","87"
"175","87"
"179","87"
"180","87"
"181","87"
"182","87"
"183","87"
"184","87"
"185","87"
"186","87"
"187","87"
"188","87"
"189","87"
"190","87"
"191","87"
"192","87"
"193","87"
"194","87"
"195","87"
"196","87"
"197","87"
"198","87"
"199","87"
"200","87"
"201","87"
"202","87"
"203","87"
"204","87"
"547","87"
"556","87"
"558","87"
"546","88"
"557","88"
"559","88"
"545","89"
"560","89"
"544","90"
"555","90"
"561","90"
"562","90"
"563","90"
"564","90"
"565","90"
"566","90"
"567","90"
"568","90"
"569","90"
"570","90"
"571","90"
"536","91"
"537","91"
"538","91"
"539","91"
"540","91"
"541","91"
"542","91"
"543","91"
"547","91"
"548","91"
"549","91"
"550","91"
"551","91"
"552","91"
"553","91"
"554","91"
"572","91"
"573","91"
"574","91"
"575","91"
"576","91"
"577","92"
"578","92"
"534","93"
"579","93"
"580","93"
"581","93"
"582","93"
"583","93"
"584","93"
"585","93"
"586","93"
"587","93"
"533","94"
"588","94"
"170","95"
"499","95"
"500","95"
"501","95"
"502","95"
"503","95"
"504","95"
"505","95"
"506","95"
"532","95"
"589","95"
"171","96"
"497","96"
"498","96"
"507","96"
"531","96"
"590","96"
"172","97"
"488","97"
"489","97"
"490","97"
"491","97"
"492","97"
"493","97"
"494","97"
"495","97"
"496","97"
"508","97"
"530","97"
"591","97"
"173","98"
"487","98"
"509","98"
"528","98"
"529","98"
"592","98"
"19","99"
"20","99"
"21","99"
"22","99"
"23","99"
"24","99"
"25","99"
"26","99"
"27","99"
"28","99"
"29","99"
"30","99"
"31","99"
"32","99"
"33","99"
"34","99"
"35","99"
"36","99"
"37","99"
"38","99"
"174","99"
"486","99"
"510","99"
"523","99"
"524","99"
"525","99"
"526","99"
"527","99"
"593","99"
"39","100"
"485","100"
"511","100"
"521","100"
"522","100"
"594","100"
"40","101"
"172","101"
"484","101"
"512","101"
"513","101"
"514","101"
"515","101"
"516","101"
"517","101"
"518","101"
"519","101"
"520","101"
"595","101"
"41","102"
"168","102"
"169","102"
"170","102"
"171","102"
"214","102"
"472","102"
"473","102"
"474","102"
"475","102"
"476","102"
"477","102"
"478","102"
"479","102"
"480","102"
"481","102"
"482","102"
"483","102"
"535","102"
"596","102"
"597","102"
"598","102"
"599","102"
"42","103"
"104","103"
"105","103"
"106","103"
"107","103"
"108","103"
"109","103"
"110","103"
"111","103"
"112","103"
"113","103"
"114","103"
"115","103"
"116","103"
"117","103"
"118","103"
"119","103"
"120","103"
"121","103"
"122","103"
"124","103"
"125","103"
"126","103"
"151","103"
"152","103"
"153","103"
"154","103"
"155","103"
"156","103"
"157","103"
"158","103"
"159","103"
"160","103"
"161","103"
"162","103"
"163","103"
"164","103"
"165","103"
"166","103"
"167","103"
"215","103"
"427","103"
"428","103"
"429","103"
"430","103"
"431","103"
"432","103"
"433","103"
"434","103"
"435","103"
"436","103"
"437","103"
"438","103"
"439","103"
"440","103"
"441","103"
"442","103"
"443","103"
"444","103"
"445","103"
"446","103"
"447","103"
"448","103"
"449","103"
"450","103"
"451","103"
"452","103"
"453","103"
"454","103"
"455","103"
"456","103"
"457","103"
"458","103"
"459","103"
"460","103"
"461","103"
"462","103"
"463","103"
"464","103"
"465","103"
"466","103"
"467","103"
"468","103"
"469","103"
"470","103"
"471","103"
"536","103"
"601","103"
"602","103"
"603","103"
"604","103"
"605","103"
"606","103"
"607","103"
"608","103"
"609","103"
"610","103"
"611","103"
"612","103"
"613","103"
"614","103"
"615","103"
"616","103"
"43","104"
"103","104"
"425","104"
"426","104"
"537","104"
"44","105"
"102","105"
"419","105"
"420","105"
"421","105"
"422","105"
"423","105"
"424","105"
"538","105"
"556","105"
"45","106"
"101","106"
"539","106"
"555","106"
"557","106"
"46","107"
"59","107"
"60","107"
"61","107"
"62","107"
"63","107"
"64","107"
"65","107"
"66","107"
"67","107"
"68","107"
"69","107"
"70","107"
"71","107"
"72","107"
"100","107"
"122","107"
"540","107"
"541","107"
"542","107"
"543","107"
"544","107"
"545","107"
"546","107"
"547","107"
"548","107"
"549","107"
"550","107"
"551","107"
"552","107"
"553","107"
"554","107"
"558","107"
"47","108"
"57","108"
"58","108"
"73","108"
"99","108"
"123","108"
"559","108"
"48","109"
"49","109"
"50","109"
"51","109"
"52","109"
"53","109"
"54","109"
"55","109"
"56","109"
"74","109"
"98","109"
"124","109"
"215","109"
"560","109"
"75","110"
"96","110"
"97","110"
"125","110"
"214","110"
"561","110"
"562","110"
"563","110"
"564","110"
"565","110"
"566","110"
"567","110"
"568","110"
"569","110"
"570","110"
"571","110"
"77","111"
"78","111"
"79","111"
"80","111"
"81","111"
"82","111"
"83","111"
"84","111"
"85","111"
"86","111"
"87","111"
"88","111"
"89","111"
"90","111"
"91","111"
"92","111"
"93","111"
"94","111"
"95","111"
"126","111"
"195","111"
"196","111"
"197","111"
"198","111"
"199","111"
"200","111"
"201","111"
"202","111"
"203","111"
"204","111"
"205","111"
"206","111"
"207","111"
"208","111"
"209","111"
"210","111"
"211","111"
"212","111"
"213","111"
"216","111"
"217","111"
"218","111"
