x,y,value,provenance,owner
"72","0","UNKNOWN","UNKNOWN",""
"73","0","UNKNOWN","UNKNOWN",""
"74","0","UNKNOWN","UNKNOWN",""
"75","0","UNKNOWN","UNKNOWN",""
"76","0","UNKNOWN","UNKNOWN",""
"77","0","UNKNOWN","UNKNOWN",""
"78","0","UNKNOWN","UNKNOWN",""
"79","0","UNKNOWN","UNKNOWN",""
"80","0","UNKNOWN","UNKNOWN",""
"81","0","UNKNOWN","UNKNOWN",""
"82","0","UNKNOWN","UNKNOWN",""
"83","0","UNKNOWN","UNKNOWN",""
"84","0","UNKNOWN","UNKNOWN",""
"85","0","UNKNOWN","UNKNOWN",""
"86","0","UNKNOWN","UNKNOWN",""
"87","0","UNKNOWN","UNKNOWN",""
"88","0","UNKNOWN","UNKNOWN",""
"89","0","UNKNOWN","UNKNOWN",""
"90","0","UNKNOWN","UNKNOWN",""
"91","0","UNKNOWN","UNKNOWN",""
"92","0","UNKNOWN","UNKNOWN",""
"93","0","UNKNOWN","UNKNOWN",""
"94","0","UNKNOWN","UNKNOWN",""
"95","0","UNKNOWN","UNKNOWN",""
"96","0","UNKNOWN","UNKNOWN",""
"97","0","UNKNOWN","UNKNOWN",""
"98","0","UNKNOWN","UNKNOWN",""
"99","0","UNKNOWN","UNKNOWN",""
"100","0","UNKNOWN","UNKNOWN",""
"101","0","UNKNOWN","UNKNOWN",""
"102","0","UNKNOWN","UNKNOWN",""
"103","0","UNKNOWN","UNKNOWN",""
"104","0","UNKNOWN","UNKNOWN",""
"105","0","UNKNOWN","UNKNOWN",""
"106","0","UNKNOWN","UNKNOWN",""
"107","0","UNKNOWN","UNKNOWN",""
"108","0","UNKNOWN","UNKNOWN",""
"109","0","UNKNOWN","UNKNOWN",""
"110","0","UNKNOWN","UNKNOWN",""
"111","0","UNKNOWN","UNKNOWN",""
"112","0","UNKNOWN","UNKNOWN",""
"113","0","UNKNOWN","UNKNOWN",""
"114","0","UNKNOWN","UNKNOWN",""
"115","0","UNKNOWN","UNKNOWN",""
"116","0","UNKNOWN","UNKNOWN",""
"117","0","UNKNOWN","UNKNOWN",""
"118","0","UNKNOWN","UNKNOWN",""
"119","0","UNKNOWN","UNKNOWN",""
"120","0","UNKNOWN","UNKNOWN",""
"121","0","UNKNOWN","UNKNOWN",""
"122","0","UNKNOWN","UNKNOWN",""
"123","0","UNKNOWN","UNKNOWN",""
"124","0","UNKNOWN","UNKNOWN",""
"125","0","UNKNOWN","UNKNOWN",""
"126","0","UNKNOWN","UNKNOWN",""
"127","0","UNKNOWN","UNKNOWN",""
"128","0","UNKNOWN","UNKNOWN",""
"129","0","UNKNOWN","UNKNOWN",""
"130","0","UNKNOWN","UNKNOWN",""
"131","0","UNKNOWN","UNKNOWN",""
"132","0","UNKNOWN","UNKNOWN",""
"133","0","UNKNOWN","UNKNOWN",""
"134","0","UNKNOWN","UNKNOWN",""
"135","0","UNKNOWN","UNKNOWN",""
"136","0","UNKNOWN","UNKNOWN",""
"137","0","UNKNOWN","UNKNOWN",""
"138","0","UNKNOWN","UNKNOWN",""
"139","0","UNKNOWN","UNKNOWN",""
"140","0","UNKNOWN","UNKNOWN",""
"141","0","UNKNOWN","UNKNOWN",""
"142","0","UNKNOWN","UNKNOWN",""
"143","0","UNKNOWN","UNKNOWN",""
"144","0","UNKNOWN","UNKNOWN",""
"145","0","UNKNOWN","UNKNOWN",""
"146","0","UNKNOWN","UNKNOWN",""
"147","0","UNKNOWN","UNKNOWN",""
"148","0","UNKNOWN","UNKNOWN",""
"149","0","UNKNOWN","UNKNOWN",""
"150","0","UNKNOWN","UNKNOWN",""
"151","0","UNKNOWN","UNKNOWN",""
"152","0","UNKNOWN","UNKNOWN",""
"153","0","UNKNOWN","UNKNOWN",""
"154","0","UNKNOWN","UNKNOWN",""
"155","0","UNKNOWN","UNKNOWN",""
"156","0","UNKNOWN","UNKNOWN",""
"157","0","UNKNOWN","UNKNOWN",""
"158","0","UNKNOWN","UNKNOWN",""
"159","0","UNKNOWN","UNKNOWN",""
"160","0","UNKNOWN","UNKNOWN",""
"161","0","UNKNOWN","UNKNOWN",""
"162","0","UNKNOWN","UNKNOWN",""
"163","0","UNKNOWN","UNKNOWN",""
"164","0","UNKNOWN","UNKNOWN",""
"165","0","UNKNOWN","UNKNOWN",""
"166","0","UNKNOWN","UNKNOWN",""
"167","0","UNKNOWN","UNKNOWN",""
"168","0","UNKNOWN","UNKNOWN",""
"169","0","UNKNOWN","UNKNOWN",""
"170","0","UNKNOWN","UNKNOWN",""
"171","0","UNKNOWN","UNKNOWN",""
"172","0","UNKNOWN","UNKNOWN",""
"173","0","UNKNOWN","UNKNOWN",""
"174","0","UNKNOWN","UNKNOWN",""
"175","0","UNKNOWN","UNKNOWN",""
"176","0","UNKNOWN","UNKNOWN",""
"177","0","UNKNOWN","UNKNOWN",""
"178","0","UNKNOWN","UNKNOWN",""
"179","0","UNKNOWN","UNKNOWN",""
"180","0","UNKNOWN","UNKNOWN",""
"181","0","UNKNOWN","UNKNOWN",""
"182","0","UNKNOWN","UNKNOWN",""
"183","0","UNKNOWN","UNKNOWN",""
"184","0","UNKNOWN","UNKNOWN",""
"185","0","UNKNOWN","UNKNOWN",""
"186","0","UNKNOWN","UNKNOWN",""
"187","0","UNKNOWN","UNKNOWN",""
"188","0","UNKNOWN","UNKNOWN",""
"189","0","UNKNOWN","UNKNOWN",""
"190","0","UNKNOWN","UNKNOWN",""
"191","0","UNKNOWN","UNKNOWN",""
"192","0","UNKNOWN","UNKNOWN",""
"193","0","UNKNOWN","UNKNOWN",""
"194","0","UNKNOWN","UNKNOWN",""
"195","0","UNKNOWN","UNKNOWN",""
"196","0","UNKNOWN","UNKNOWN",""
"197","0","UNKNOWN","UNKNOWN",""
"198","0","UNKNOWN","UNKNOWN",""
"199","0","UNKNOWN","UNKNOWN",""
"200","0","UNKNOWN","UNKNOWN",""
"201","0","UNKNOWN","UNKNOWN",""
"202","0","UNKNOWN","UNKNOWN",""
"203","0","UNKNOWN","UNKNOWN",""
"204","0","UNKNOWN","UNKNOWN",""
"205","0","UNKNOWN","UNKNOWN",""
"206","0","UNKNOWN","UNKNOWN",""
"207","0","UNKNOWN","UNKNOWN",""
"208","0","UNKNOWN","UNKNOWN",""
"209","0","UNKNOWN","UNKNOWN",""
"210","0","UNKNOWN","UNKNOWN",""
"211","0","UNKNOWN","UNKNOWN",""
"212","0","UNKNOWN","UNKNOWN",""
"213","0","UNKNOWN","UNKNOWN",""
"214","0","UNKNOWN","UNKNOWN",""
"215","0","UNKNOWN","UNKNOWN",""
"216","0","UNKNOWN","UNKNOWN",""
"217","0","UNKNOWN","UNKNOWN",""
"218","0","UNKNOWN","UNKNOWN",""
"219","0","UNKNOWN","UNKNOWN",""
"220","0","UNKNOWN","UNKNOWN",""
"221","0","UNKNOWN","UNKNOWN",""
"222","0","UNKNOWN","UNKNOWN",""
"223","0","UNKNOWN","UNKNOWN",""
"224","0","UNKNOWN","UNKNOWN",""
"225","0","UNKNOWN","UNKNOWN",""
"226","0","UNKNOWN","UNKNOWN",""
"227","0","UNKNOWN","UNKNOWN",""
"228","0","UNKNOWN","UNKNOWN",""
"229","0","UNKNOWN","UNKNOWN",""
"230","0","UNKNOWN","UNKNOWN",""
"231","0","UNKNOWN","UNKNOWN",""
"232","0","UNKNOWN","UNKNOWN",""
"233","0","UNKNOWN","UNKNOWN",""
"234","0","UNKNOWN","UNKNOWN",""
"235","0","UNKNOWN","UNKNOWN",""
"236","0","UNKNOWN","UNKNOWN",""
"237","0","UNKNOWN","UNKNOWN",""
"238","0","UNKNOWN","UNKNOWN",""
"239","0","UNKNOWN","UNKNOWN",""
"240","0","UNKNOWN","UNKNOWN",""
"241","0","UNKNOWN","UNKNOWN",""
"242","0","UNKNOWN","UNKNOWN",""
"243","0","UNKNOWN","UNKNOWN",""
"244","0","UNKNOWN","UNKNOWN",""
"245","0","UNKNOWN","UNKNOWN",""
"246","0","UNKNOWN","UNKNOWN",""
"247","0","UNKNOWN","UNKNOWN",""
"248","0","UNKNOWN","UNKNOWN",""
"249","0","UNKNOWN","UNKNOWN",""
"250","0","UNKNOWN","UNKNOWN",""
"251","0","UNKNOWN","UNKNOWN",""
"252","0","UNKNOWN","UNKNOWN",""
"253","0","UNKNOWN","UNKNOWN",""
"254","0","UNKNOWN","UNKNOWN",""
"255","0","UNKNOWN","UNKNOWN",""
"256","0","UNKNOWN","UNKNOWN",""
"257","0","UNKNOWN","UNKNOWN",""
"258","0","UNKNOWN","UNKNOWN",""
"259","0","UNKNOWN","UNKNOWN",""
"260","0","UNKNOWN","UNKNOWN",""
"261","0","UNKNOWN","UNKNOWN",""
"262","0","UNKNOWN","UNKNOWN",""
"263","0","UNKNOWN","UNKNOWN",""
"264","0","UNKNOWN","UNKNOWN",""
"265","0","UNKNOWN","UNKNOWN",""
"266","0","UNKNOWN","UNKNOWN",""
"267","0","UNKNOWN","UNKNOWN",""
"268","0","UNKNOWN","UNKNOWN",""
"269","0","UNKNOWN","UNKNOWN",""
"270","0","UNKNOWN","UNKNOWN",""
"271","0","UNKNOWN","UNKNOWN",""
"272","0","UNKNOWN","UNKNOWN",""
"273","0","UNKNOWN","UNKNOWN",""
"274","0","UNKNOWN","UNKNOWN",""
"275","0","UNKNOWN","UNKNOWN",""
"276","0","UNKNOWN","UNKNOWN",""
"277","0","UNKNOWN","UNKNOWN",""
"278","0","UNKNOWN","UNKNOWN",""
"279","0","UNKNOWN","UNKNOWN",""
"280","0","UNKNOWN","UNKNOWN",""
"281","0","UNKNOWN","UNKNOWN",""
"282","0","UNKNOWN","UNKNOWN",""
"283","0","UNKNOWN","UNKNOWN",""
"284","0","UNKNOWN","UNKNOWN",""
"285","0","UNKNOWN","UNKNOWN",""
"286","0","UNKNOWN","UNKNOWN",""
"287","0","UNKNOWN","UNKNOWN",""
"288","0","UNKNOWN","UNKNOWN",""
"289","0","UNKNOWN","UNKNOWN",""
"290","0","UNKNOWN","UNKNOWN",""
"291","0","UNKNOWN","UNKNOWN",""
"292","0","UNKNOWN","UNKNOWN",""
"293","0","UNKNOWN","UNKNOWN",""
"294","0","UNKNOWN","UNKNOWN",""
"295","0","UNKNOWN","UNKNOWN",""
"296","0","UNKNOWN","UNKNOWN",""
"297","0","UNKNOWN","UNKNOWN",""
"298","0","UNKNOWN","UNKNOWN",""
"299","0","UNKNOWN","UNKNOWN",""
"300","0","UNKNOWN","UNKNOWN",""
"301","0","UNKNOWN","UNKNOWN",""
"302","0","UNKNOWN","UNKNOWN",""
"303","0","UNKNOWN","UNKNOWN",""
"304","0","UNKNOWN","UNKNOWN",""
"305","0","UNKNOWN","UNKNOWN",""
"306","0","UNKNOWN","UNKNOWN",""
"307","0","UNKNOWN","UNKNOWN",""
"308","0","UNKNOWN","UNKNOWN",""
"309","0","UNKNOWN","UNKNOWN",""
"310","0","UNKNOWN","UNKNOWN",""
"311","0","UNKNOWN","UNKNOWN",""
"312","0","UNKNOWN","UNKNOWN",""
"313","0","UNKNOWN","UNKNOWN",""
"314","0","UNKNOWN","UNKNOWN",""
"315","0","UNKNOWN","UNKNOWN",""
"316","0","UNKNOWN","UNKNOWN",""
"317","0","UNKNOWN","UNKNOWN",""
"318","0","UNKNOWN","UNKNOWN",""
"319","0","UNKNOWN","UNKNOWN",""
"320","0","UNKNOWN","UNKNOWN",""
"321","0","UNKNOWN","UNKNOWN",""
"322","0","UNKNOWN","UNKNOWN",""
"323","0","UNKNOWN","UNKNOWN",""
"324","0","UNKNOWN","UNKNOWN",""
"325","0","UNKNOWN","UNKNOWN",""
"326","0","UNKNOWN","UNKNOWN",""
"327","0","UNKNOWN","UNKNOWN",""
"328","0","UNKNOWN","UNKNOWN",""
"329","0","UNKNOWN","UNKNOWN",""
"330","0","UNKNOWN","UNKNOWN",""
"331","0","UNKNOWN","UNKNOWN",""
"332","0","UNKNOWN","UNKNOWN",""
"333","0","UNKNOWN","UNKNOWN",""
"334","0","UNKNOWN","UNKNOWN",""
"335","0","UNKNOWN","UNKNOWN",""
"336","0","UNKNOWN","UNKNOWN",""
"337","0","UNKNOWN","UNKNOWN",""
"338","0","UNKNOWN","UNKNOWN",""
"339","0","UNKNOWN","UNKNOWN",""
"340","0","UNKNOWN","UNKNOWN",""
"341","0","UNKNOWN","UNKNOWN",""
"342","0","UNKNOWN","UNKNOWN",""
"343","0","UNKNOWN","UNKNOWN",""
"344","0","UNKNOWN","UNKNOWN",""
"345","0","UNKNOWN","UNKNOWN",""
"346","0","UNKNOWN","UNKNOWN",""
"347","0","UNKNOWN","UNKNOWN",""
"348","0","UNKNOWN","UNKNOWN",""
"349","0","UNKNOWN","UNKNOWN",""
"350","0","UNKNOWN","UNKNOWN",""
"351","0","UNKNOWN","UNKNOWN",""
"352","0","UNKNOWN","UNKNOWN",""
"353","0","UNKNOWN","UNKNOWN",""
"354","0","UNKNOWN","UNKNOWN",""
"355","0","UNKNOWN","UNKNOWN",""
"356","0","UNKNOWN","UNKNOWN",""
"357","0","UNKNOWN","UNKNOWN",""
"358","0","UNKNOWN","UNKNOWN",""
"359","0","UNKNOWN","UNKNOWN",""
"360","0","UNKNOWN","UNKNOWN",""
"361","0","UNKNOWN","UNKNOWN",""
"362","0","UNKNOWN","UNKNOWN",""
"363","0","UNKNOWN","UNKNOWN",""
"364","0","UNKNOWN","UNKNOWN",""
"365","0","UNKNOWN","UNKNOWN",""
"366","0","UNKNOWN","UNKNOWN",""
"367","0","UNKNOWN","UNKNOWN",""
"368","0","UNKNOWN","UNKNOWN",""
"369","0","UNKNOWN","UNKNOWN",""
"370","0","UNKNOWN","UNKNOWN",""
"371","0","UNKNOWN","UNKNOWN",""
"372","0","UNKNOWN","UNKNOWN",""
"373","0","UNKNOWN","UNKNOWN",""
"374","0","UNKNOWN","UNKNOWN",""
"375","0","UNKNOWN","UNKNOWN",""
"376","0","UNKNOWN","UNKNOWN",""
"377","0","UNKNOWN","UNKNOWN",""
"378","0","UNKNOWN","UNKNOWN",""
"379","0","UNKNOWN","UNKNOWN",""
"380","0","UNKNOWN","UNKNOWN",""
"381","0","UNKNOWN","UNKNOWN",""
"382","0","UNKNOWN","UNKNOWN",""
"383","0","UNKNOWN","UNKNOWN",""
"384","0","UNKNOWN","UNKNOWN",""
"385","0","UNKNOWN","UNKNOWN",""
"386","0","UNKNOWN","UNKNOWN",""
"387","0","UNKNOWN","UNKNOWN",""
"388","0","UNKNOWN","UNKNOWN",""
"389","0","UNKNOWN","UNKNOWN",""
"390","0","UNKNOWN","UNKNOWN",""
"391","0","UNKNOWN","UNKNOWN",""
"392","0","UNKNOWN","UNKNOWN",""
"393","0","UNKNOWN","UNKNOWN",""
"394","0","UNKNOWN","UNKNOWN",""
"395","0","UNKNOWN","UNKNOWN",""
"396","0","UNKNOWN","UNKNOWN",""
"397","0","UNKNOWN","UNKNOWN",""
"398","0","UNKNOWN","UNKNOWN",""
"399","0","UNKNOWN","UNKNOWN",""
"400","0","UNKNOWN","UNKNOWN",""
"401","0","UNKNOWN","UNKNOWN",""
"402","0","UNKNOWN","UNKNOWN",""
"403","0","UNKNOWN","UNKNOWN",""
"404","0","UNKNOWN","UNKNOWN",""
"405","0","UNKNOWN","UNKNOWN",""
"406","0","UNKNOWN","UNKNOWN",""
"407","0","UNKNOWN","UNKNOWN",""
"408","0","UNKNOWN","UNKNOWN",""
"409","0","UNKNOWN","UNKNOWN",""
"410","0","UNKNOWN","UNKNOWN",""
"411","0","UNKNOWN","UNKNOWN",""
"412","0","UNKNOWN","UNKNOWN",""
"413","0","UNKNOWN","UNKNOWN",""
"414","0","UNKNOWN","UNKNOWN",""
"415","0","UNKNOWN","UNKNOWN",""
"416","0","UNKNOWN","UNKNOWN",""
"417","0","UNKNOWN","UNKNOWN",""
"418","0","UNKNOWN","UNKNOWN",""
"419","0","UNKNOWN","UNKNOWN",""
"420","0","UNKNOWN","UNKNOWN",""
"421","0","UNKNOWN","UNKNOWN",""
"422","0","UNKNOWN","UNKNOWN",""
"423","0","UNKNOWN","UNKNOWN",""
"424","0","UNKNOWN","UNKNOWN",""
"425","0","UNKNOWN","UNKNOWN",""
"426","0","UNKNOWN","UNKNOWN",""
"427","0","UNKNOWN","UNKNOWN",""
"428","0","UNKNOWN","UNKNOWN",""
"429","0","UNKNOWN","UNKNOWN",""
"430","0","UNKNOWN","UNKNOWN",""
"431","0","UNKNOWN","UNKNOWN",""
"432","0","UNKNOWN","UNKNOWN",""
"433","0","UNKNOWN","UNKNOWN",""
"434","0","UNKNOWN","UNKNOWN",""
"435","0","UNKNOWN","UNKNOWN",""
"436","0","UNKNOWN","UNKNOWN",""
"437","0","UNKNOWN","UNKNOWN",""
"438","0","UNKNOWN","UNKNOWN",""
"439","0","UNKNOWN","UNKNOWN",""
"440","0","UNKNOWN","UNKNOWN",""
"441","0","UNKNOWN","UNKNOWN",""
"442","0","UNKNOWN","UNKNOWN",""
"443","0","UNKNOWN","UNKNOWN",""
"444","0","UNKNOWN","UNKNOWN",""
"445","0","UNKNOWN","UNKNOWN",""
"446","0","UNKNOWN","UNKNOWN",""
"447","0","UNKNOWN","UNKNOWN",""
"448","0","UNKNOWN","UNKNOWN",""
"449","0","UNKNOWN","UNKNOWN",""
"450","0","UNKNOWN","UNKNOWN",""
"451","0","UNKNOWN","UNKNOWN",""
"452","0","UNKNOWN","UNKNOWN",""
"453","0","UNKNOWN","UNKNOWN",""
"454","0","UNKNOWN","UNKNOWN",""
"455","0","UNKNOWN","UNKNOWN",""
"456","0","UNKNOWN","UNKNOWN",""
"457","0","UNKNOWN","UNKNOWN",""
"458","0","UNKNOWN","UNKNOWN",""
"459","0","UNKNOWN","UNKNOWN",""
"460","0","UNKNOWN","UNKNOWN",""
"461","0","UNKNOWN","UNKNOWN",""
"462","0","UNKNOWN","UNKNOWN",""
"463","0","UNKNOWN","UNKNOWN",""
"464","0","UNKNOWN","UNKNOWN",""
"465","0","UNKNOWN","UNKNOWN",""
"466","0","UNKNOWN","UNKNOWN",""
"467","0","UNKNOWN","UNKNOWN",""
"468","0","UNKNOWN","UNKNOWN",""
"469","0","UNKNOWN","UNKNOWN",""
"470","0","UNKNOWN","UNKNOWN",""
"471","0","UNKNOWN","UNKNOWN",""
"472","0","UNKNOWN","UNKNOWN",""
"473","0","UNKNOWN","UNKNOWN",""
"474","0","UNKNOWN","UNKNOWN",""
"475","0","UNKNOWN","UNKNOWN",""
"476","0","UNKNOWN","UNKNOWN",""
"477","0","UNKNOWN","UNKNOWN",""
"478","0","UNKNOWN","UNKNOWN",""
"479","0","UNKNOWN","UNKNOWN",""
"480","0","UNKNOWN","UNKNOWN",""
"481","0","UNKNOWN","UNKNOWN",""
"482","0","UNKNOWN","UNKNOWN",""
"483","0","UNKNOWN","UNKNOWN",""
"484","0","UNKNOWN","UNKNOWN",""
"485","0","UNKNOWN","UNKNOWN",""
"486","0","UNKNOWN","UNKNOWN",""
"487","0","UNKNOWN","UNKNOWN",""
"488","0","UNKNOWN","UNKNOWN",""
"489","0","UNKNOWN","UNKNOWN",""
"490","0","UNKNOWN","UNKNOWN",""
"491","0","UNKNOWN","UNKNOWN",""
"492","0","UNKNOWN","UNKNOWN",""
"493","0","UNKNOWN","UNKNOWN",""
"494","0","UNKNOWN","UNKNOWN",""
"495","0","UNKNOWN","UNKNOWN",""
"496","0","UNKNOWN","UNKNOWN",""
"497","0","UNKNOWN","UNKNOWN",""
"498","0","UNKNOWN","UNKNOWN",""
"499","0","UNKNOWN","UNKNOWN",""
"500","0","UNKNOWN","UNKNOWN",""
"501","0","UNKNOWN","UNKNOWN",""
"502","0","UNKNOWN","UNKNOWN",""
"503","0","UNKNOWN","UNKNOWN",""
"504","0","UNKNOWN","UNKNOWN",""
"505","0","UNKNOWN","UNKNOWN",""
"506","0","UNKNOWN","UNKNOWN",""
"507","0","UNKNOWN","UNKNOWN",""
"508","0","UNKNOWN","UNKNOWN",""
"509","0","UNKNOWN","UNKNOWN",""
"510","0","UNKNOWN","UNKNOWN",""
"511","0","UNKNOWN","UNKNOWN",""
"512","0","UNKNOWN","UNKNOWN",""
"513","0","UNKNOWN","UNKNOWN",""
"514","0","UNKNOWN","UNKNOWN",""
"515","0","UNKNOWN","UNKNOWN",""
"516","0","UNKNOWN","UNKNOWN",""
"517","0","UNKNOWN","UNKNOWN",""
"518","0","UNKNOWN","UNKNOWN",""
"519","0","UNKNOWN","UNKNOWN",""
"520","0","UNKNOWN","UNKNOWN",""
"521","0","UNKNOWN","UNKNOWN",""
"522","0","UNKNOWN","UNKNOWN",""
"523","0","UNKNOWN","UNKNOWN",""
"524","0","UNKNOWN","UNKNOWN",""
"525","0","UNKNOWN","UNKNOWN",""
"526","0","UNKNOWN","UNKNOWN",""
"527","0","UNKNOWN","UNKNOWN",""
"528","0","UNKNOWN","UNKNOWN",""
"529","0","UNKNOWN","UNKNOWN",""
"530","0","UNKNOWN","UNKNOWN",""
"531","0","UNKNOWN","UNKNOWN",""
"532","0","UNKNOWN","UNKNOWN",""
"533","0","UNKNOWN","UNKNOWN",""
"534","0","UNKNOWN","UNKNOWN",""
"535","0","UNKNOWN","UNKNOWN",""
"536","0","UNKNOWN","UNKNOWN",""
"537","0","UNKNOWN","UNKNOWN",""
"538","0","UNKNOWN","UNKNOWN",""
"539","0","UNKNOWN","UNKNOWN",""
"540","0","UNKNOWN","UNKNOWN",""
"541","0","UNKNOWN","UNKNOWN",""
"542","0","UNKNOWN","UNKNOWN",""
"543","0","UNKNOWN","UNKNOWN",""
"544","0","UNKNOWN","UNKNOWN",""
"545","0","UNKNOWN","UNKNOWN",""
"546","0","UNKNOWN","UNKNOWN",""
"547","0","UNKNOWN","UNKNOWN",""
"548","0","UNKNOWN","UNKNOWN",""
"549","0","UNKNOWN","UNKNOWN",""
"550","0","UNKNOWN","UNKNOWN",""
"551","0","UNKNOWN","UNKNOWN",""
"552","0","UNKNOWN","UNKNOWN",""
"553","0","UNKNOWN","UNKNOWN",""
"554","0","UNKNOWN","UNKNOWN",""
"555","0","UNKNOWN","UNKNOWN",""
"556","0","UNKNOWN","UNKNOWN",""
"557","0","UNKNOWN","UNKNOWN",""
"558","0","UNKNOWN","UNKNOWN",""
"559","0","UNKNOWN","UNKNOWN",""
"560","0","UNKNOWN","UNKNOWN",""
"561","0","UNKNOWN","UNKNOWN",""
"562","0","UNKNOWN","UNKNOWN",""
"563","0","UNKNOWN","UNKNOWN",""
"564","0","UNKNOWN","UNKNOWN",""
"565","0","UNKNOWN","UNKNOWN",""
"566","0","UNKNOWN","UNKNOWN",""
"567","0","UNKNOWN","UNKNOWN",""
"568","0","UNKNOWN","UNKNOWN",""
"569","0","UNKNOWN","UNKNOWN",""
"570","0","UNKNOWN","UNKNOWN",""
"571","0","UNKNOWN","UNKNOWN",""
"572","0","UNKNOWN","UNKNOWN",""
"573","0","UNKNOWN","UNKNOWN",""
"574","0","UNKNOWN","UNKNOWN",""
"575","0","UNKNOWN","UNKNOWN",""
"576","0","UNKNOWN","UNKNOWN",""
"577","0","UNKNOWN","UNKNOWN",""
"578","0","UNKNOWN","UNKNOWN",""
"579","0","UNKNOWN","UNKNOWN",""
"580","0","UNKNOWN","UNKNOWN",""
"581","0","UNKNOWN","UNKNOWN",""
"582","0","UNKNOWN","UNKNOWN",""
"583","0","UNKNOWN","UNKNOWN",""
"584","0","UNKNOWN","UNKNOWN",""
"585","0","UNKNOWN","UNKNOWN",""
"586","0","UNKNOWN","UNKNOWN",""
"587","0","UNKNOWN","UNKNOWN",""
"588","0","UNKNOWN","UNKNOWN",""
"589","0","UNKNOWN","UNKNOWN",""
"590","0","UNKNOWN","UNKNOWN",""
"591","0","UNKNOWN","UNKNOWN",""
"592","0","UNKNOWN","UNKNOWN",""
"593","0","UNKNOWN","UNKNOWN",""
"594","0","UNKNOWN","UNKNOWN",""
"595","0","UNKNOWN","UNKNOWN",""
"596","0","UNKNOWN","UNKNOWN",""
"597","0","UNKNOWN","UNKNOWN",""
"598","0","UNKNOWN","UNKNOWN",""
"599","0","UNKNOWN","UNKNOWN",""
"600","0","UNKNOWN","UNKNOWN",""
"601","0","UNKNOWN","UNKNOWN",""
"602","0","UNKNOWN","UNKNOWN",""
"603","0","UNKNOWN","UNKNOWN",""
"604","0","UNKNOWN","UNKNOWN",""
"605","0","UNKNOWN","UNKNOWN",""
"606","0","UNKNOWN","UNKNOWN",""
