contact_id,kind,first_x,first_y,second_x,second_y,direction,route_a,route_b,first_kinds,second_kinds,split_node_id,crossing,predicate,logical_state_transition_checked,geometry_state,player_state,detail,plan_digest
FACE_271_340_271_341_9df9696f99b8,FACE,271,340,271,341,UP,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Passage|Clearance,Passage,SV5_CONTACT_NODE_FACE_271_340_271_341_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
FACE_271_341_271_342_9df9696f99b8,FACE,271,341,271,342,UP,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Passage|Clearance,Clearance,SV5_CONTACT_NODE_FACE_271_341_271_342_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
FACE_271_341_272_341_9df9696f99b8,FACE,271,341,272,341,RIGHT,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Passage|Clearance,Passage,SV5_CONTACT_NODE_FACE_271_341_272_341_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
FACE_271_342_272_342_9df9696f99b8,FACE,271,342,272,342,RIGHT,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Clearance,Clearance,SV5_CONTACT_NODE_FACE_271_342_272_342_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
FACE_272_341_272_342_9df9696f99b8,FACE,272,341,272,342,UP,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Passage,Clearance,SV5_CONTACT_NODE_FACE_272_341_272_342_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
FACE_272_341_273_341_9df9696f99b8,FACE,272,341,273,341,RIGHT,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Passage,Passage,SV5_CONTACT_NODE_FACE_272_341_273_341_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
FACE_272_342_273_342_9df9696f99b8,FACE,272,342,273,342,RIGHT,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Clearance,Clearance,SV5_CONTACT_NODE_FACE_272_342_273_342_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
FACE_273_341_273_342_9df9696f99b8,FACE,273,341,273,342,UP,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Passage,Clearance,SV5_CONTACT_NODE_FACE_273_341_273_342_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
FACE_273_341_274_341_9df9696f99b8,FACE,273,341,274,341,RIGHT,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Passage,Passage,SV5_CONTACT_NODE_FACE_273_341_274_341_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
FACE_273_342_274_342_9df9696f99b8,FACE,273,342,274,342,RIGHT,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Clearance,Clearance,SV5_CONTACT_NODE_FACE_273_342_274_342_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
FACE_274_341_274_342_9df9696f99b8,FACE,274,341,274,342,UP,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Passage,Clearance,SV5_CONTACT_NODE_FACE_274_341_274_342_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
FACE_274_341_275_341_9df9696f99b8,FACE,274,341,275,341,RIGHT,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Passage,Passage,SV5_CONTACT_NODE_FACE_274_341_275_341_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
FACE_274_342_275_342_9df9696f99b8,FACE,274,342,275,342,RIGHT,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Clearance,Clearance,SV5_CONTACT_NODE_FACE_274_342_275_342_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
FACE_275_341_275_342_9df9696f99b8,FACE,275,341,275,342,UP,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Passage,Clearance,SV5_CONTACT_NODE_FACE_275_341_275_342_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
FACE_275_341_276_341_9df9696f99b8,FACE,275,341,276,341,RIGHT,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Passage,Passage,SV5_CONTACT_NODE_FACE_275_341_276_341_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
FACE_275_342_276_342_9df9696f99b8,FACE,275,342,276,342,RIGHT,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Clearance,Clearance,SV5_CONTACT_NODE_FACE_275_342_276_342_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
FACE_276_341_276_342_9df9696f99b8,FACE,276,341,276,342,UP,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Passage,Clearance,SV5_CONTACT_NODE_FACE_276_341_276_342_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
FACE_276_341_277_341_9df9696f99b8,FACE,276,341,277,341,RIGHT,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Passage,Passage,SV5_CONTACT_NODE_FACE_276_341_277_341_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
FACE_276_342_277_342_9df9696f99b8,FACE,276,342,277,342,RIGHT,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Clearance,Clearance,SV5_CONTACT_NODE_FACE_276_342_277_342_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
FACE_277_341_277_342_9df9696f99b8,FACE,277,341,277,342,UP,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Passage,Clearance,SV5_CONTACT_NODE_FACE_277_341_277_342_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
FACE_277_341_278_341_9df9696f99b8,FACE,277,341,278,341,RIGHT,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Passage,Passage,SV5_CONTACT_NODE_FACE_277_341_278_341_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
FACE_277_342_278_342_9df9696f99b8,FACE,277,342,278,342,RIGHT,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Clearance,Clearance,SV5_CONTACT_NODE_FACE_277_342_278_342_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
FACE_278_341_278_342_9df9696f99b8,FACE,278,341,278,342,UP,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Passage,Clearance,SV5_CONTACT_NODE_FACE_278_341_278_342_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
FACE_278_341_279_341_9df9696f99b8,FACE,278,341,279,341,RIGHT,b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b,fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2,Passage,Passage,SV5_CONTACT_NODE_FACE_278_341_279_341_9df9696f99b8,Join,"b7862f4e818afdb3c6c2b8d27942bbf40c3a9aa2cfa146360ab9ab3fe2e29b0b:mask=0,forge=0,seal=0,boss=0 || fec566f68036a383c202d5789b32adf6291c3329d4ef7c871c4d6c22a16238b2:mask=0,forge=0,seal=0,boss=0",true,PLANNED_RESERVATION,PENDING,The complete pair is a shared split node evaluated by RMAP13; every outgoing segment repeats its source predicate.,fbbc847599b34b8b4695628d6e4970d0669938e04e35eb4b08220ef78d31cf84
