slot_index,pattern_x,pattern_y,room_id,route_ownership,candidate_id,mask_hex,socket_signature,transform,attempt_count
24,24,0,B01_NORTH,FILLER_DETAIL,VIS01_MP_7737,0x7737,N8-S8-W0-EF,IDENTITY_NO_ROTATION,1
25,25,0,B01_NORTH,FILLER_DETAIL,VIS01_MP_7599,0x7599,N8-S6-W0-EC,IDENTITY_NO_ROTATION,1
26,26,0,B01_NORTH,FILLER_DETAIL,VIS01_MP_604D,0x604D,N9-S2-WE-EE,IDENTITY_NO_ROTATION,1
27,27,0,B01_NORTH,FILLER_DETAIL,VIS01_MP_768C,0x768C,N8-S3-W7-EC,IDENTITY_NO_ROTATION,1
28,28,0,B01_NORTH,FILLER_DETAIL,VIS01_MP_6448,0x6448,N9-S7-WF-EE,IDENTITY_NO_ROTATION,1
29,29,0,B01_NORTH,FILLER_DETAIL,VIS01_MP_62AF,0x62AF,N9-S0-WE-EC,IDENTITY_NO_ROTATION,1
30,30,0,B01_NORTH,FILLER_DETAIL,VIS01_MP_6604,0x6604,N9-SB-WF-EF,IDENTITY_NO_ROTATION,1
31,31,0,B01_NORTH,FILLER_DETAIL,VIS01_MP_64EC,0x64EC,N9-S3-WF-EC,IDENTITY_NO_ROTATION,1
32,32,0,B01_NORTH,FILLER_DETAIL,VIS01_MP_0A00,0x0A00,NF-SF-WF-EB,IDENTITY_NO_ROTATION,1
33,33,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0893,0x0893,NF-SC-WC-E9,IDENTITY_NO_ROTATION,1
34,34,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0F2A,0x0F2A,NF-S5-WB-EA,IDENTITY_NO_ROTATION,1
35,35,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0D83,0x0D83,NF-SC-WA-E9,IDENTITY_NO_ROTATION,1
36,36,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_00C0,0x00C0,NF-SF-WF-ED,IDENTITY_NO_ROTATION,1
37,37,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0EB3,0x0EB3,NF-SC-WC-E9,IDENTITY_NO_ROTATION,1
38,38,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0579,0x0579,NF-S6-W8-EE,IDENTITY_NO_ROTATION,1
39,39,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0240,0x0240,NF-SF-WF-EF,IDENTITY_NO_ROTATION,1
40,40,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_1FB1,0x1FB1,NE-SE-W0-E9,IDENTITY_NO_ROTATION,1
41,41,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_1D77,0x1D77,NE-S8-W0-EB,IDENTITY_NO_ROTATION,1
42,42,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_136E,0x136E,NE-S1-W3-EE,IDENTITY_NO_ROTATION,1
43,43,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_1100,0x1100,NE-SF-W3-EF,IDENTITY_NO_ROTATION,1
44,44,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_1579,0x1579,NE-S6-W0-EE,IDENTITY_NO_ROTATION,1
45,45,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_128E,0x128E,NE-S1-W7-EC,IDENTITY_NO_ROTATION,1
46,46,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0990,0x0990,NF-SF-W9-E9,IDENTITY_NO_ROTATION,1
47,47,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_17CF,0x17CF,NE-S0-W2-EC,IDENTITY_NO_ROTATION,1
48,48,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3511,0x3511,NC-SE-W0-EF,IDENTITY_NO_ROTATION,1
49,49,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3380,0x3380,NC-SF-W3-ED,IDENTITY_NO_ROTATION,1
50,50,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3607,0x3607,NC-S8-W6-EF,IDENTITY_NO_ROTATION,1
51,51,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_34D0,0x34D0,NC-SF-W5-ED,IDENTITY_NO_ROTATION,1
52,52,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_2A33,0x2A33,ND-SC-WC-EB,IDENTITY_NO_ROTATION,1
53,53,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_2810,0x2810,ND-SF-WD-EB,IDENTITY_NO_ROTATION,1
54,54,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_2E0E,0x2E0E,ND-S1-WF-EA,IDENTITY_NO_ROTATION,1
55,55,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_2ACE,0x2ACE,ND-S1-WF-E8,IDENTITY_NO_ROTATION,1
56,56,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_06E3,0x06E3,NF-SC-WE-ED,IDENTITY_NO_ROTATION,1
57,57,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_07F3,0x07F3,NF-SC-W8-ED,IDENTITY_NO_ROTATION,1
58,58,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3B01,0x3B01,NC-SE-W2-EB,IDENTITY_NO_ROTATION,1
59,59,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_38F0,0x38F0,NC-SF-W5-E9,IDENTITY_NO_ROTATION,1
60,60,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3C8D,0x3C8D,NC-S2-W6-E8,IDENTITY_NO_ROTATION,1
61,61,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3DCD,0x3DCD,NC-S2-W2-E8,IDENTITY_NO_ROTATION,1
62,62,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3000,0x3000,NC-SF-W7-EF,IDENTITY_NO_ROTATION,1
63,63,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3FA0,0x3FA0,NC-SF-W3-E9,IDENTITY_NO_ROTATION,1
64,64,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_E673,0xE673,N1-SC-WC-E7,IDENTITY_NO_ROTATION,1
65,65,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_E439,0xE439,N1-S6-WC-E6,IDENTITY_NO_ROTATION,1
66,66,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_98F0,0x98F0,N6-SF-W5-E1,IDENTITY_NO_ROTATION,1
67,67,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_9940,0x9940,N6-SF-W3-E3,IDENTITY_NO_ROTATION,1
68,68,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_9D90,0x9D90,N6-SF-W1-E1,IDENTITY_NO_ROTATION,1
69,69,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_9B01,0x9B01,N6-SE-W2-E3,IDENTITY_NO_ROTATION,1
70,70,0,B03_NORTH,FILLER_DETAIL,VIS01_MP_9EC0,0x9EC0,N6-SF-W7-E1,IDENTITY_NO_ROTATION,1
71,71,0,B03_NORTH,FILLER_DETAIL,VIS01_MP_9EC0,0x9EC0,N6-SF-W7-E1,IDENTITY_NO_ROTATION,1
72,72,0,B03_NORTH,FILLER_DETAIL,VIS01_MP_EA15,0xEA15,N1-SA-WC-E3,IDENTITY_NO_ROTATION,1
73,73,0,B03_NORTH,FILLER_DETAIL,VIS01_MP_E8E0,0xE8E0,N1-SF-WF-E1,IDENTITY_NO_ROTATION,1
74,74,0,B03_NORTH,FILLER_DETAIL,VIS01_MP_EC44,0xEC44,N1-SB-WF-E3,IDENTITY_NO_ROTATION,1
75,75,0,B03_NORTH,FILLER_DETAIL,VIS01_MP_EA00,0xEA00,N1-SF-WF-E3,IDENTITY_NO_ROTATION,1
76,76,0,B03_NORTH,FILLER_DETAIL,VIS01_MP_E020,0xE020,N1-SF-WF-E7,IDENTITY_NO_ROTATION,1
77,77,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_EEB8,0xEEB8,N1-S7-WD-E0,IDENTITY_NO_ROTATION,1
78,78,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_E020,0xE020,N1-SF-WF-E7,IDENTITY_NO_ROTATION,1
79,79,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_E0A2,0xE0A2,N1-SD-WF-E5,IDENTITY_NO_ROTATION,1
80,80,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_8E90,0x8E90,N7-SF-WD-E1,IDENTITY_NO_ROTATION,1
81,81,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_8CFC,0x8CFC,N7-S3-WD-E0,IDENTITY_NO_ROTATION,1
82,82,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_8337,0x8337,N7-S8-W8-E7,IDENTITY_NO_ROTATION,1
83,83,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_810D,0x810D,N7-S2-WA-E6,IDENTITY_NO_ROTATION,1
84,84,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_8420,0x8420,N7-SF-WF-E7,IDENTITY_NO_ROTATION,1
85,85,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_8200,0x8200,N7-SF-WF-E7,IDENTITY_NO_ROTATION,1
86,86,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_B9D0,0xB9D0,N4-SF-W1-E1,IDENTITY_NO_ROTATION,1
87,87,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_8641,0x8641,N7-SE-WE-E7,IDENTITY_NO_ROTATION,1
88,88,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_928D,0x928D,N6-S2-W6-E4,IDENTITY_NO_ROTATION,1
89,89,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_9000,0x9000,N6-SF-W7-E7,IDENTITY_NO_ROTATION,1
90,90,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_9457,0x9457,N6-S8-W4-E7,IDENTITY_NO_ROTATION,1
91,91,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_9571,0x9571,N6-SE-W0-E7,IDENTITY_NO_ROTATION,1
92,92,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_880E,0x880E,N7-S1-WF-E2,IDENTITY_NO_ROTATION,1
93,93,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_9705,0x9705,N6-SA-W2-E7,IDENTITY_NO_ROTATION,1
94,94,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_8D1C,0x8D1C,N7-S3-W9-E2,IDENTITY_NO_ROTATION,1
95,95,0,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_8B8A,0x8B8A,N7-S5-WB-E0,IDENTITY_NO_ROTATION,1
96,0,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_A866,0xA866,N5-S9-WF-E3,IDENTITY_NO_ROTATION,1
97,1,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_B311,0xB311,N4-SE-W0-E7,IDENTITY_NO_ROTATION,1
98,2,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_AA17,0xAA17,N5-S8-WC-E3,IDENTITY_NO_ROTATION,1
99,3,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_A866,0xA866,N5-S9-WF-E3,IDENTITY_NO_ROTATION,1
100,4,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_AA17,0xAA17,N5-S8-WC-E3,IDENTITY_NO_ROTATION,1
101,5,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_A866,0xA866,N5-S9-WF-E3,IDENTITY_NO_ROTATION,1
102,6,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_A022,0xA022,N5-SD-WF-E7,IDENTITY_NO_ROTATION,1
103,7,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_AAA0,0xAAA0,N5-SF-WF-E1,IDENTITY_NO_ROTATION,1
104,8,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_BA89,0xBA89,N4-S6-W6-E0,IDENTITY_NO_ROTATION,1
105,9,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_BB3C,0xBB3C,N4-S3-W1-E2,IDENTITY_NO_ROTATION,1
106,10,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_BB8B,0xBB8B,N4-S4-W2-E0,IDENTITY_NO_ROTATION,1
107,11,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_B837,0xB837,N4-S8-W4-E3,IDENTITY_NO_ROTATION,1
108,12,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_B082,0xB082,N4-SD-W7-E5,IDENTITY_NO_ROTATION,1
109,13,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_B100,0xB100,N4-SF-W3-E7,IDENTITY_NO_ROTATION,1
110,14,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_B130,0xB130,N4-SF-W1-E7,IDENTITY_NO_ROTATION,1
111,15,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_B33B,0xB33B,N4-S4-W0-E6,IDENTITY_NO_ROTATION,1
112,16,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_51B3,0x51B3,NA-SC-W0-ED,IDENTITY_NO_ROTATION,1
113,17,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_5401,0x5401,NA-SE-W6-EF,IDENTITY_NO_ROTATION,1
114,18,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_50F0,0x50F0,NA-SF-W5-ED,IDENTITY_NO_ROTATION,1
115,19,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_5105,0x5105,NA-SA-W2-EF,IDENTITY_NO_ROTATION,1
116,20,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_5447,0x5447,NA-S8-W6-EF,IDENTITY_NO_ROTATION,1
117,21,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_54F0,0x54F0,NA-SF-W5-ED,IDENTITY_NO_ROTATION,1
118,22,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_4340,0x4340,NB-SF-WB-EF,IDENTITY_NO_ROTATION,1
119,23,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_41C8,0x41C8,NB-S7-WB-EC,IDENTITY_NO_ROTATION,1
120,24,1,B01_NORTH,FILLER_DETAIL,VIS01_MP_A022,0xA022,N5-SD-WF-E7,IDENTITY_NO_ROTATION,1
121,25,1,B01_NORTH,FILLER_DETAIL,VIS01_MP_A29F,0xA29F,N5-S0-WC-E4,IDENTITY_NO_ROTATION,1
122,26,1,B01_NORTH,FILLER_DETAIL,VIS01_MP_A29F,0xA29F,N5-S0-WC-E4,IDENTITY_NO_ROTATION,1
123,27,1,B01_NORTH,FILLER_DETAIL,VIS01_MP_A227,0xA227,N5-S8-WE-E7,IDENTITY_NO_ROTATION,1
124,28,1,B01_NORTH,FILLER_DETAIL,VIS01_MP_51B3,0x51B3,NA-SC-W0-ED,IDENTITY_NO_ROTATION,1
125,29,1,B01_NORTH,FILLER_DETAIL,VIS01_MP_507C,0x507C,NA-S3-W5-EE,IDENTITY_NO_ROTATION,1
126,30,1,B01_NORTH,FILLER_DETAIL,VIS01_MP_54F0,0x54F0,NA-SF-W5-ED,IDENTITY_NO_ROTATION,1
127,31,1,B01_NORTH,FILLER_DETAIL,VIS01_MP_5540,0x5540,NA-SF-W3-EF,IDENTITY_NO_ROTATION,1
128,32,1,B01_NORTH,FILLER_DETAIL,VIS01_MP_0273,0x0273,NF-SC-WC-EF,IDENTITY_NO_ROTATION,1
129,33,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_00EF,0x00EF,NF-S0-WE-EC,IDENTITY_NO_ROTATION,1
130,34,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_07F3,0x07F3,NF-SC-W8-ED,IDENTITY_NO_ROTATION,1
131,35,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0500,0x0500,NF-SF-WB-EF,IDENTITY_NO_ROTATION,1
132,36,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_38F0,0x38F0,NC-SF-W5-E9,IDENTITY_NO_ROTATION,1
133,37,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_06E3,0x06E3,NF-SC-WE-ED,IDENTITY_NO_ROTATION,1
134,38,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3DCD,0x3DCD,NC-S2-W2-E8,IDENTITY_NO_ROTATION,1
135,39,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3B01,0x3B01,NC-SE-W2-EB,IDENTITY_NO_ROTATION,1
136,40,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_17CF,0x17CF,NE-S0-W2-EC,IDENTITY_NO_ROTATION,1
137,41,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_1537,0x1537,NE-S8-W0-EF,IDENTITY_NO_ROTATION,1
138,42,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0893,0x0893,NF-SC-WC-E9,IDENTITY_NO_ROTATION,1
139,43,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0990,0x0990,NF-SF-W9-E9,IDENTITY_NO_ROTATION,1
140,44,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0C19,0x0C19,NF-S6-WC-EA,IDENTITY_NO_ROTATION,1
141,45,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0A2E,0x0A2E,NF-S1-WF-EA,IDENTITY_NO_ROTATION,1
142,46,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0102,0x0102,NF-SD-WB-EF,IDENTITY_NO_ROTATION,1
143,47,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_0FCF,0x0FCF,NF-S0-WA-E8,IDENTITY_NO_ROTATION,1
144,48,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_2E0E,0x2E0E,ND-S1-WF-EA,IDENTITY_NO_ROTATION,1
145,49,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_2A33,0x2A33,ND-SC-WC-EB,IDENTITY_NO_ROTATION,1
146,50,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_2E0E,0x2E0E,ND-S1-WF-EA,IDENTITY_NO_ROTATION,1
147,51,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_2E0E,0x2E0E,ND-S1-WF-EA,IDENTITY_NO_ROTATION,1
148,52,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_2271,0x2271,ND-SE-WC-EF,IDENTITY_NO_ROTATION,1
149,53,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_20D1,0x20D1,ND-SE-WC-ED,IDENTITY_NO_ROTATION,1
150,54,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_2400,0x2400,ND-SF-WF-EF,IDENTITY_NO_ROTATION,1
151,55,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_22AE,0x22AE,ND-S1-WF-EC,IDENTITY_NO_ROTATION,1
152,56,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3F8B,0x3F8B,NC-S4-W2-E8,IDENTITY_NO_ROTATION,1
153,57,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3F8B,0x3F8B,NC-S4-W2-E8,IDENTITY_NO_ROTATION,1
154,58,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3380,0x3380,NC-SF-W3-ED,IDENTITY_NO_ROTATION,1
155,59,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3000,0x3000,NC-SF-W7-EF,IDENTITY_NO_ROTATION,1
156,60,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_34D0,0x34D0,NC-SF-W5-ED,IDENTITY_NO_ROTATION,1
157,61,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3511,0x3511,NC-SE-W0-EF,IDENTITY_NO_ROTATION,1
158,62,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_2810,0x2810,ND-SF-WD-EB,IDENTITY_NO_ROTATION,1
159,63,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_3607,0x3607,NC-S8-W6-EF,IDENTITY_NO_ROTATION,1
160,64,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_D514,0xD514,N2-SB-W1-E7,IDENTITY_NO_ROTATION,1
161,65,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_D0C9,0xD0C9,N2-S6-W6-E4,IDENTITY_NO_ROTATION,1
162,66,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_D514,0xD514,N2-SB-W1-E7,IDENTITY_NO_ROTATION,1
163,67,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_D514,0xD514,N2-SB-W1-E7,IDENTITY_NO_ROTATION,1
164,68,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_CB39,0xCB39,N3-S6-W8-E2,IDENTITY_NO_ROTATION,1
165,69,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_C854,0xC854,N3-SB-WD-E3,IDENTITY_NO_ROTATION,1
166,70,1,B03_NORTH,FILLER_DETAIL,VIS01_MP_CE71,0xCE71,N3-SE-WC-E3,IDENTITY_NO_ROTATION,1
167,71,1,B03_NORTH,FILLER_DETAIL,VIS01_MP_CDD0,0xCDD0,N3-SF-W9-E1,IDENTITY_NO_ROTATION,1
168,72,1,B03_NORTH,FILLER_DETAIL,VIS01_MP_D833,0xD833,N2-SC-W4-E3,IDENTITY_NO_ROTATION,1
169,73,1,B03_NORTH,FILLER_DETAIL,VIS01_MP_2622,0x2622,ND-SD-WF-EF,IDENTITY_NO_ROTATION,1
170,74,1,B03_NORTH,FILLER_DETAIL,VIS01_MP_D8E9,0xD8E9,N2-S6-W6-E0,IDENTITY_NO_ROTATION,1
171,75,1,B03_NORTH,FILLER_DETAIL,VIS01_MP_D88F,0xD88F,N2-S0-W6-E0,IDENTITY_NO_ROTATION,1
172,76,1,B03_NORTH,FILLER_DETAIL,VIS01_MP_DDCE,0xDDCE,N2-S1-W3-E0,IDENTITY_NO_ROTATION,1
173,77,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_DC70,0xDC70,N2-SF-W5-E3,IDENTITY_NO_ROTATION,1
174,78,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_D0C9,0xD0C9,N2-S6-W6-E4,IDENTITY_NO_ROTATION,1
175,79,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_D100,0xD100,N2-SF-W3-E7,IDENTITY_NO_ROTATION,1
176,80,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_FCD1,0xFCD1,N0-SE-W4-E1,IDENTITY_NO_ROTATION,1
177,81,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_FD04,0xFD04,N0-SB-W3-E3,IDENTITY_NO_ROTATION,1
178,82,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_F1DF,0xF1DF,N0-S0-W0-E4,IDENTITY_NO_ROTATION,1
179,83,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_FF44,0xFF44,N0-SB-W3-E3,IDENTITY_NO_ROTATION,1
180,84,1,OUTSIDE_QUIET,FILLER_DETAIL,VIS01_MP_F288,0xF288,N0-S7-W7-E4,IDENTITY_NO_ROTATION,1
