step,tile_x,tile_y,room_id,route_ownership,is_start,is_exit
147,148,45,R04_WIDE,MAIN,FALSE,FALSE
148,149,45,R04_WIDE,MAIN,FALSE,FALSE
149,150,45,R04_WIDE,MAIN,FALSE,FALSE
150,151,45,R04_WIDE,MAIN,FALSE,FALSE
151,152,45,R04_WIDE,MAIN,FALSE,FALSE
152,153,45,R04_WIDE,MAIN,FALSE,FALSE
153,154,45,R04_WIDE,MAIN,FALSE,FALSE
154,155,45,R04_WIDE,MAIN,FALSE,FALSE
155,156,45,R04_WIDE,MAIN,FALSE,FALSE
156,157,45,R04_WIDE,MAIN,FALSE,FALSE
157,158,45,R04_WIDE,MAIN,FALSE,FALSE
158,159,45,R04_WIDE,MAIN,FALSE,FALSE
159,160,45,R04_WIDE,SPLIT_REJOIN,FALSE,FALSE
160,161,45,R04_WIDE,SPLIT_REJOIN,FALSE,FALSE
161,162,45,R04_WIDE,SPLIT_REJOIN,FALSE,FALSE
162,163,45,R04_WIDE,SPLIT_REJOIN,FALSE,FALSE
163,164,45,R04_WIDE,MAIN,FALSE,FALSE
164,165,45,R04_WIDE,MAIN,FALSE,FALSE
165,166,45,R04_WIDE,MAIN,FALSE,FALSE
166,167,45,R04_WIDE,MAIN,FALSE,FALSE
167,168,45,R04_WIDE,MAIN,FALSE,FALSE
168,169,45,R04_WIDE,MAIN,FALSE,FALSE
169,170,45,R04_WIDE,MAIN,FALSE,FALSE
170,171,45,R04_WIDE,MAIN,FALSE,FALSE
171,172,45,R04_WIDE,MAIN,FALSE,FALSE
172,173,45,R04_WIDE,MAIN,FALSE,FALSE
173,174,45,R04_WIDE,MAIN,FALSE,FALSE
174,175,45,R04_WIDE,MAIN,FALSE,FALSE
175,176,45,R05_WIDE,MAIN,FALSE,FALSE
176,177,45,R05_WIDE,MAIN,FALSE,FALSE
177,178,45,R05_WIDE,MAIN,FALSE,FALSE
178,179,45,R05_WIDE,MAIN,FALSE,FALSE
179,180,45,R05_WIDE,MAIN,FALSE,FALSE
180,181,45,R05_WIDE,MAIN,FALSE,FALSE
181,182,45,R05_WIDE,MAIN,FALSE,FALSE
182,183,45,R05_WIDE,MAIN,FALSE,FALSE
183,184,45,R05_WIDE,MAIN,FALSE,FALSE
184,185,45,R05_WIDE,MAIN,FALSE,FALSE
185,186,45,R05_WIDE,MAIN,FALSE,FALSE
186,187,45,R05_WIDE,MAIN,FALSE,FALSE
187,188,45,R05_WIDE,MAIN,FALSE,FALSE
188,189,45,R05_WIDE,MAIN,FALSE,FALSE
189,190,45,R05_WIDE,MAIN,FALSE,FALSE
190,191,45,R05_WIDE,MAIN,FALSE,FALSE
191,192,45,R05_WIDE,MAIN,FALSE,FALSE
192,193,45,R05_WIDE,MAIN,FALSE,FALSE
193,194,45,R05_WIDE,MAIN,FALSE,FALSE
194,195,45,R05_WIDE,MAIN,FALSE,FALSE
195,196,45,R05_WIDE,BRANCH,FALSE,FALSE
196,197,45,R05_WIDE,BRANCH,FALSE,FALSE
197,198,45,R05_WIDE,BRANCH,FALSE,FALSE
198,199,45,R05_WIDE,BRANCH,FALSE,FALSE
199,200,45,R05_WIDE,MAIN,FALSE,FALSE
200,201,45,R05_WIDE,MAIN,FALSE,FALSE
201,202,45,R05_WIDE,MAIN,FALSE,FALSE
202,203,45,R05_WIDE,MAIN,FALSE,FALSE
203,204,45,R05_WIDE,MAIN,FALSE,FALSE
204,205,45,R05_WIDE,MAIN,FALSE,FALSE
205,206,45,R05_WIDE,MAIN,FALSE,FALSE
206,207,45,R05_WIDE,MAIN,FALSE,FALSE
207,208,45,R05_WIDE,MAIN,FALSE,FALSE
208,209,45,R05_WIDE,MAIN,FALSE,FALSE
209,209,46,R05_WIDE,MAIN,FALSE,FALSE
210,210,46,R05_WIDE,MAIN,FALSE,FALSE
211,211,46,R05_WIDE,MAIN,FALSE,FALSE
212,212,46,R05_WIDE,MAIN,FALSE,FALSE
213,213,46,R05_WIDE,MAIN,FALSE,FALSE
214,213,45,R05_WIDE,MAIN,FALSE,FALSE
215,214,45,R05_WIDE,MAIN,FALSE,FALSE
216,215,45,R05_WIDE,MAIN,FALSE,FALSE
217,216,45,R05_WIDE,MAIN,FALSE,FALSE
218,217,45,R05_WIDE,MAIN,FALSE,FALSE
219,218,45,R05_WIDE,MAIN,FALSE,FALSE
220,219,45,R05_WIDE,MAIN,FALSE,FALSE
221,220,45,R06_WIDE,MAIN,FALSE,FALSE
222,221,45,R06_WIDE,MAIN,FALSE,FALSE
223,222,45,R06_WIDE,MAIN,FALSE,FALSE
224,223,45,R06_WIDE,MAIN,FALSE,FALSE
225,224,45,R06_WIDE,MAIN,FALSE,FALSE
226,225,45,R06_WIDE,MAIN,FALSE,FALSE
227,226,45,R06_WIDE,MAIN,FALSE,FALSE
228,227,45,R06_WIDE,MAIN,FALSE,FALSE
229,228,45,R06_WIDE,MAIN,FALSE,FALSE
230,229,45,R06_WIDE,MAIN,FALSE,FALSE
231,230,45,R06_WIDE,MAIN,FALSE,FALSE
232,231,45,R06_WIDE,MAIN,FALSE,FALSE
233,232,45,R06_WIDE,SPLIT_REJOIN,FALSE,FALSE
234,233,45,R06_WIDE,SPLIT_REJOIN,FALSE,FALSE
235,234,45,R06_WIDE,SPLIT_REJOIN,FALSE,FALSE
236,235,45,R06_WIDE,SPLIT_REJOIN,FALSE,FALSE
237,236,45,R06_WIDE,MAIN,FALSE,FALSE
238,237,45,R06_WIDE,MAIN,FALSE,FALSE
239,238,45,R06_WIDE,MAIN,FALSE,FALSE
240,239,45,R06_WIDE,MAIN,FALSE,FALSE
241,240,45,R06_WIDE,MAIN,FALSE,FALSE
242,241,45,R06_WIDE,MAIN,FALSE,FALSE
243,242,45,R06_WIDE,MAIN,FALSE,FALSE
244,243,45,R06_WIDE,MAIN,FALSE,FALSE
245,244,45,R06_WIDE,MAIN,FALSE,FALSE
246,245,45,R06_WIDE,MAIN,FALSE,FALSE
247,246,45,R06_WIDE,MAIN,FALSE,FALSE
248,247,45,R06_WIDE,MAIN,FALSE,FALSE
249,248,45,R06_WIDE,SPLIT_REJOIN,FALSE,FALSE
250,249,45,R06_WIDE,SPLIT_REJOIN,FALSE,FALSE
251,250,45,R06_WIDE,SPLIT_REJOIN,FALSE,FALSE
252,251,45,R06_WIDE,SPLIT_REJOIN,FALSE,FALSE
253,252,45,R06_WIDE,MAIN,FALSE,FALSE
254,253,45,R06_WIDE,MAIN,FALSE,FALSE
255,253,44,R06_WIDE,MAIN,FALSE,FALSE
256,254,44,R06_WIDE,MAIN,FALSE,FALSE
257,255,44,R06_WIDE,MAIN,FALSE,FALSE
258,255,45,R06_WIDE,MAIN,FALSE,FALSE
259,256,45,R06_WIDE,MAIN,FALSE,FALSE
260,257,45,R06_WIDE,MAIN,FALSE,FALSE
261,258,45,R06_WIDE,MAIN,FALSE,FALSE
262,259,45,R06_WIDE,MAIN,FALSE,FALSE
263,260,45,R06_WIDE,MAIN,FALSE,FALSE
264,261,45,R06_WIDE,MAIN,FALSE,FALSE
265,262,45,R06_WIDE,MAIN,FALSE,FALSE
266,263,45,R06_WIDE,MAIN,FALSE,FALSE
267,264,45,R07_WIDE,MAIN,FALSE,FALSE
268,265,45,R07_WIDE,MAIN,FALSE,FALSE
269,266,45,R07_WIDE,MAIN,FALSE,FALSE
270,267,45,R07_WIDE,MAIN,FALSE,FALSE
271,268,45,R07_WIDE,MAIN,FALSE,FALSE
272,269,45,R07_WIDE,MAIN,FALSE,FALSE
273,270,45,R07_WIDE,MAIN,FALSE,FALSE
274,271,45,R07_WIDE,MAIN,FALSE,FALSE
275,272,45,R07_WIDE,MAIN,FALSE,FALSE
276,273,45,R07_WIDE,MAIN,FALSE,FALSE
277,274,45,R07_WIDE,MAIN,FALSE,FALSE
278,275,45,R07_WIDE,MAIN,FALSE,FALSE
279,276,45,R07_WIDE,MAIN,FALSE,FALSE
280,277,45,R07_WIDE,MAIN,FALSE,FALSE
281,278,45,R07_WIDE,MAIN,FALSE,FALSE
282,279,45,R07_WIDE,MAIN,FALSE,FALSE
283,280,45,R07_WIDE,MAIN,FALSE,FALSE
284,281,45,R07_WIDE,MAIN,FALSE,FALSE
285,282,45,R07_WIDE,MAIN,FALSE,FALSE
286,283,45,R07_WIDE,MAIN,FALSE,FALSE
287,284,45,R07_WIDE,BRANCH,FALSE,FALSE
288,285,45,R07_WIDE,BRANCH,FALSE,FALSE
289,286,45,R07_WIDE,BRANCH,FALSE,FALSE
290,287,45,R07_WIDE,BRANCH,FALSE,FALSE
291,288,45,R07_WIDE,MAIN,FALSE,FALSE
292,289,45,R07_WIDE,MAIN,FALSE,FALSE
293,290,45,R07_WIDE,MAIN,FALSE,FALSE
294,291,45,R07_WIDE,MAIN,FALSE,FALSE
295,292,45,R07_WIDE,MAIN,FALSE,FALSE
296,293,45,R07_WIDE,MAIN,FALSE,FALSE
297,294,45,R07_WIDE,MAIN,FALSE,FALSE
298,295,45,R07_WIDE,MAIN,FALSE,FALSE
299,296,45,R07_WIDE,MAIN,FALSE,FALSE
300,297,45,R07_WIDE,MAIN,FALSE,FALSE
301,298,45,R07_WIDE,MAIN,FALSE,FALSE
302,299,45,R07_WIDE,MAIN,FALSE,FALSE
303,300,45,R07_WIDE,MAIN,FALSE,FALSE
304,301,45,R07_WIDE,MAIN,FALSE,FALSE
305,301,46,R07_WIDE,MAIN,FALSE,FALSE
306,302,46,R07_WIDE,MAIN,FALSE,FALSE
307,303,46,R07_WIDE,MAIN,FALSE,FALSE
308,304,46,R07_WIDE,MAIN,FALSE,FALSE
309,305,46,R07_WIDE,MAIN,FALSE,FALSE
310,305,45,R07_WIDE,MAIN,FALSE,FALSE
311,306,45,R07_WIDE,MAIN,FALSE,FALSE
312,307,45,R07_WIDE,MAIN,FALSE,FALSE
313,308,45,R08_WIDE,MAIN,FALSE,FALSE
314,309,45,R08_WIDE,MAIN,FALSE,FALSE
315,310,45,R08_WIDE,MAIN,FALSE,FALSE
316,311,45,R08_WIDE,MAIN,FALSE,FALSE
317,312,45,R08_WIDE,MAIN,FALSE,FALSE
318,313,45,R08_WIDE,MAIN,FALSE,FALSE
319,314,45,R08_WIDE,MAIN,FALSE,FALSE
320,315,45,R08_WIDE,MAIN,FALSE,FALSE
321,316,45,R08_WIDE,MAIN,FALSE,FALSE
322,317,45,R08_WIDE,MAIN,FALSE,FALSE
323,318,45,R08_WIDE,MAIN,FALSE,FALSE
324,319,45,R08_WIDE,MAIN,FALSE,FALSE
325,320,45,R08_WIDE,MAIN,FALSE,FALSE
326,321,45,R08_WIDE,MAIN,FALSE,FALSE
327,322,45,R08_WIDE,MAIN,FALSE,FALSE
328,323,45,R08_WIDE,MAIN,FALSE,FALSE
329,324,45,R08_WIDE,MAIN,FALSE,FALSE
330,325,45,R08_WIDE,MAIN,FALSE,FALSE
331,326,45,R08_WIDE,MAIN,FALSE,FALSE
332,327,45,R08_WIDE,MAIN,FALSE,FALSE
333,328,45,R08_WIDE,MAIN,FALSE,FALSE
334,329,45,R08_WIDE,MAIN,FALSE,FALSE
335,330,45,R08_WIDE,MAIN,FALSE,FALSE
336,331,45,R08_WIDE,MAIN,FALSE,FALSE
337,332,45,R08_WIDE,MAIN,FALSE,FALSE
338,333,45,R08_WIDE,MAIN,FALSE,FALSE
339,334,45,R08_WIDE,MAIN,FALSE,FALSE
340,335,45,R08_WIDE,MAIN,FALSE,FALSE
341,336,45,R08_WIDE,MAIN,FALSE,FALSE
342,337,45,R08_WIDE,MAIN,FALSE,FALSE
343,338,45,R08_WIDE,MAIN,FALSE,FALSE
344,339,45,R08_WIDE,MAIN,FALSE,FALSE
345,340,45,R08_WIDE,MAIN,FALSE,FALSE
346,341,45,R08_WIDE,MAIN,FALSE,FALSE
347,341,44,R08_WIDE,MAIN,FALSE,FALSE
348,342,44,R08_WIDE,MAIN,FALSE,FALSE
349,343,44,R08_WIDE,MAIN,FALSE,FALSE
350,344,44,R08_WIDE,MAIN,FALSE,FALSE
351,345,44,R08_WIDE,MAIN,FALSE,FALSE
352,346,44,R08_WIDE,MAIN,FALSE,FALSE
353,346,45,R08_WIDE,MAIN,FALSE,FALSE
354,347,45,R08_WIDE,MAIN,FALSE,FALSE
355,348,45,R08_WIDE,MAIN,FALSE,FALSE
356,349,45,R08_WIDE,MAIN,FALSE,FALSE
357,350,45,R08_WIDE,MAIN,FALSE,FALSE
358,351,45,R08_WIDE,MAIN,FALSE,FALSE
359,352,45,R09_EXIT,MAIN,FALSE,FALSE
360,353,45,R09_EXIT,MAIN,FALSE,FALSE
361,354,45,R09_EXIT,MAIN,FALSE,FALSE
362,355,45,R09_EXIT,MAIN,FALSE,FALSE
363,356,45,R09_EXIT,MAIN,FALSE,FALSE
364,357,45,R09_EXIT,MAIN,FALSE,FALSE
365,358,45,R09_EXIT,MAIN,FALSE,FALSE
366,359,45,R09_EXIT,MAIN,FALSE,FALSE
367,360,45,R09_EXIT,MAIN,FALSE,FALSE
368,361,45,R09_EXIT,MAIN,FALSE,FALSE
369,361,46,R09_EXIT,MAIN,FALSE,FALSE
370,362,46,R09_EXIT,MAIN,FALSE,FALSE
371,363,46,R09_EXIT,MAIN,FALSE,FALSE
372,364,46,R09_EXIT,MAIN,FALSE,FALSE
373,365,46,R09_EXIT,MAIN,FALSE,FALSE
374,366,46,R09_EXIT,MAIN,FALSE,FALSE
375,367,46,R09_EXIT,MAIN,FALSE,FALSE
376,368,46,R09_EXIT,MAIN,FALSE,FALSE
377,368,45,R09_EXIT,MAIN,FALSE,FALSE
378,369,45,R09_EXIT,MAIN,FALSE,FALSE
379,370,45,R09_EXIT,MAIN,FALSE,FALSE
380,371,45,R09_EXIT,MAIN,FALSE,FALSE
381,372,45,R09_EXIT,MAIN,FALSE,FALSE
382,373,45,R09_EXIT,MAIN,FALSE,TRUE
