pattern_id,write_mask,cells_row_major_16,semantic_hash,plan_digest
"INFILL_1afefb93da38b930a1a00b6fc930fef4b34f14e57b782ffade690dd600bb3a7e","3","Solid|Solid|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","1afefb93da38b930a1a00b6fc930fef4b34f14e57b782ffade690dd600bb3a7e","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_1b4afe4415579e928fd8b5ef55f8762d5d7bad2b0662dacb11b6a347b90ee34c","65535","Solid|Air|Air|Air|Air|Air|Solid|Solid|Air|Solid|Solid|Solid|Solid|Solid|Solid|Solid","1b4afe4415579e928fd8b5ef55f8762d5d7bad2b0662dacb11b6a347b90ee34c","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_2119aca2e134bc10f64977d0fcadc677edd5d93647d71e84c01962a1263b0499","1","Solid|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","2119aca2e134bc10f64977d0fcadc677edd5d93647d71e84c01962a1263b0499","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_21d9eb5515a43d78c2cfcf4d4dda9f35d1e9bbb6af5428bd7fde54fcc2009a3e","32767","Solid|Solid|Solid|Solid|Solid|Solid|Solid|Air|Solid|Solid|Air|Air|Air|Air|Air|Unknown","21d9eb5515a43d78c2cfcf4d4dda9f35d1e9bbb6af5428bd7fde54fcc2009a3e","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_229fb1cc47937afddbc58d2f1870b97e65350493487d7f1305572ced73a55a0b","3839","Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Unknown|Solid|Solid|Solid|Unknown|Unknown|Unknown|Unknown","229fb1cc47937afddbc58d2f1870b97e65350493487d7f1305572ced73a55a0b","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_23feecd1c17fdd5acc7471ab35ff826f268cd595e1e4015439d20e9167a415f9","1120","Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Solid|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown|Unknown|Unknown","23feecd1c17fdd5acc7471ab35ff826f268cd595e1e4015439d20e9167a415f9","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_26bf15f59cc98ec4f1d7f1e6903471b8a6cf100881a3db05197d4500ba7350f3","19","Solid|Solid|Unknown|Unknown|Solid|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","26bf15f59cc98ec4f1d7f1e6903471b8a6cf100881a3db05197d4500ba7350f3","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_28e720f400600ea91bbbe744faf5164b035ae8148582a2aa955fe68f57f2e3cf","65535","Air|Air|Air|Air|Solid|Solid|Solid|Air|Solid|Solid|Solid|Air|Solid|Solid|Solid|Air","28e720f400600ea91bbbe744faf5164b035ae8148582a2aa955fe68f57f2e3cf","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_2900118c9c831877b44009dbf1d4ca0ad73dad2d27777d08b9d2efa4d96a0ada","13111","Air|Air|Air|Unknown|Air|Solid|Unknown|Unknown|Solid|Solid|Unknown|Unknown|Solid|Solid|Unknown|Unknown","2900118c9c831877b44009dbf1d4ca0ad73dad2d27777d08b9d2efa4d96a0ada","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_2aa798c5b0e27544bdc331c03fd1bfc10a394d2ffc962a5a738ad999607cdeb0","65535","Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Air|Air|Air|Air|Air|Air|Air|Air","2aa798c5b0e27544bdc331c03fd1bfc10a394d2ffc962a5a738ad999607cdeb0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_2c17e811c38f850b269be4c271c136ec3e04f897b1b5d7ff54f4557e21b22afa","4371","Air|Air|Unknown|Unknown|Solid|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown","2c17e811c38f850b269be4c271c136ec3e04f897b1b5d7ff54f4557e21b22afa","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_2f6e6896f6942320483b722c5c6cabf1b3ec6711d0dfe7f32704108cd5a5879d","61439","Solid|Air|Air|Solid|Solid|Solid|Air|Air|Solid|Solid|Solid|Air|Unknown|Solid|Solid|Solid","2f6e6896f6942320483b722c5c6cabf1b3ec6711d0dfe7f32704108cd5a5879d","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_30ec4beb87e86d66d8760834398327f96284751ee1b341e28d2b40b5fa7fadfb","60620","Unknown|Unknown|Solid|Solid|Unknown|Unknown|Solid|Solid|Unknown|Unknown|Solid|Solid|Unknown|Air|Air|Air","30ec4beb87e86d66d8760834398327f96284751ee1b341e28d2b40b5fa7fadfb","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_3394faa9dd05151924470a81ea609143298b8c013ccaa09e6195c002767ddbdf","65535","Solid|Solid|Solid|Solid|Air|Solid|Solid|Solid|Air|Air|Air|Air|Solid|Air|Air|Air","3394faa9dd05151924470a81ea609143298b8c013ccaa09e6195c002767ddbdf","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_36257805d99b30af29a6eeeac3714747288dcbe834da7f450f129540341df871","65535","Solid|Solid|Solid|Air|Solid|Solid|Solid|Air|Solid|Solid|Solid|Air|Solid|Solid|Solid|Air","36257805d99b30af29a6eeeac3714747288dcbe834da7f450f129540341df871","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_3841f4bc6769530b84e908eb0db1601b5e2ff948ee347c100f887abeb6ff1391","52428","Unknown|Unknown|Solid|Solid|Unknown|Unknown|Solid|Solid|Unknown|Unknown|Solid|Air|Unknown|Unknown|Air|Air","3841f4bc6769530b84e908eb0db1601b5e2ff948ee347c100f887abeb6ff1391","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_3a5f6927e82db9b284c2754adc6e838528fca039839c0af9c66f9af46bf7e79e","32768","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid","3a5f6927e82db9b284c2754adc6e838528fca039839c0af9c66f9af46bf7e79e","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_3cd2b4b1182723ffa72c35261a886d27fb016e49416bbbff37bf84f6b04b492a","35","Solid|Solid|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","3cd2b4b1182723ffa72c35261a886d27fb016e49416bbbff37bf84f6b04b492a","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_3d9da09739a55284aa1a9bbfd578f645631baed738dac23dd328837fa43b1138","8","Unknown|Unknown|Unknown|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","3d9da09739a55284aa1a9bbfd578f645631baed738dac23dd328837fa43b1138","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_3f3e8c41f7b823be224d29a87430e757b4bfb8095522a1ed78f4cee9a69b4e2b","13107","Solid|Solid|Unknown|Unknown|Solid|Solid|Unknown|Unknown|Solid|Solid|Unknown|Unknown|Air|Air|Unknown|Unknown","3f3e8c41f7b823be224d29a87430e757b4bfb8095522a1ed78f4cee9a69b4e2b","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_3f6dbd3a8bf29f9619be7f83a793dd850162643decdd577e43f02c3ea13ed3f9","17412","Unknown|Unknown|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown|Solid|Unknown","3f6dbd3a8bf29f9619be7f83a793dd850162643decdd577e43f02c3ea13ed3f9","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_4084945bc73a54c8707ac2d5c1401ff0866a22663f5f09dc1f447397368d3b02","65535","Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Air|Air|Air|Air","4084945bc73a54c8707ac2d5c1401ff0866a22663f5f09dc1f447397368d3b02","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_4304d6aaa6d72c4ff448385326d4a7af5d05bab9bb6cd54c2d97788c10471bad","4095","Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Unknown|Unknown|Unknown|Unknown","4304d6aaa6d72c4ff448385326d4a7af5d05bab9bb6cd54c2d97788c10471bad","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_438cf1e88541f8aa9e8058730d66f127fa5cad8f7f6398a443e5db03f8b1f593","64640","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Solid|Solid|Solid|Solid|Solid|Solid","438cf1e88541f8aa9e8058730d66f127fa5cad8f7f6398a443e5db03f8b1f593","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_4491c516337769a5cc13fafb8c2303a43f0140b8c17ab788f8446cb84f2fff33","65535","Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid","4491c516337769a5cc13fafb8c2303a43f0140b8c17ab788f8446cb84f2fff33","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_470490802e9a9e0451c53992fd1ffee794a74128d02edaee5ec8024e7f669e64","30591","Solid|Air|Air|Air|Air|Air|Solid|Unknown|Air|Solid|Solid|Unknown|Solid|Solid|Solid|Unknown","470490802e9a9e0451c53992fd1ffee794a74128d02edaee5ec8024e7f669e64","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_49dd4a135c40ba75bc6e103ec696ed1a8f263bb7837364166b12e6f07b33e7c1","65535","Air|Air|Air|Air|Air|Solid|Solid|Solid|Air|Solid|Solid|Solid|Air|Solid|Solid|Solid","49dd4a135c40ba75bc6e103ec696ed1a8f263bb7837364166b12e6f07b33e7c1","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_4ea2601e90bab51b95a84c9cdb2dcc9675ac4b2d133d19bc237b91702c607aba","65527","Solid|Solid|Solid|Unknown|Air|Solid|Solid|Solid|Air|Air|Solid|Solid|Solid|Air|Air|Solid","4ea2601e90bab51b95a84c9cdb2dcc9675ac4b2d133d19bc237b91702c607aba","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_4eece5c17657a251a2e1f89e81112018d97d71d07497a861e083fb5d956bae46","9966","Unknown|Solid|Solid|Air|Unknown|Solid|Air|Air|Unknown|Air|Air|Unknown|Unknown|Air|Unknown|Unknown","4eece5c17657a251a2e1f89e81112018d97d71d07497a861e083fb5d956bae46","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_502169e39399110c9047b92d3602daa6a957ac09a1cf27d76f64c5f99a37bbb9","8","Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","502169e39399110c9047b92d3602daa6a957ac09a1cf27d76f64c5f99a37bbb9","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_507c632d2d926202a47434e7fab6e61ef66b4ea7c5630cd22730f0978fadcacd","65535","Air|Air|Solid|Solid|Air|Air|Solid|Solid|Air|Air|Solid|Solid|Air|Air|Air|Air","507c632d2d926202a47434e7fab6e61ef66b4ea7c5630cd22730f0978fadcacd","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_535aaa413249184ada6fed0b453d29277b57b3b2e340583524c0c666d4c47763","65535","Air|Solid|Solid|Solid|Air|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid","535aaa413249184ada6fed0b453d29277b57b3b2e340583524c0c666d4c47763","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_5484aac0f0a92d1746375690d04cada1f5389167be5dea63577616248c8f4648","65535","Air|Air|Air|Air|Solid|Solid|Solid|Air|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid","5484aac0f0a92d1746375690d04cada1f5389167be5dea63577616248c8f4648","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_552a8c199b68e8b4937a7cf6f6f8b56fbd5d63188de30c556b1c8d962c8f260a","32904","Unknown|Unknown|Unknown|Air|Unknown|Unknown|Unknown|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid","552a8c199b68e8b4937a7cf6f6f8b56fbd5d63188de30c556b1c8d962c8f260a","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_567f86a804abafa290d4e7dedef1f05905b1b5adb44b5ad6581eaef7b5480960","62224","Unknown|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown|Solid|Solid|Unknown|Unknown|Solid|Solid|Solid|Solid","567f86a804abafa290d4e7dedef1f05905b1b5adb44b5ad6581eaef7b5480960","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_59f332aeeae30d67d8b00ad131fb986a454fee139b9107d41f13335cb647e647","608","Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Solid|Unknown|Unknown|Solid|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","59f332aeeae30d67d8b00ad131fb986a454fee139b9107d41f13335cb647e647","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_5c9ae67084bb0c84e889440a96c622886afb41d043c3790ccb38d19a3c10efdf","2254","Unknown|Solid|Solid|Solid|Unknown|Unknown|Solid|Solid|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown|Unknown","5c9ae67084bb0c84e889440a96c622886afb41d043c3790ccb38d19a3c10efdf","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_5dc2c813ed609ebdb1d7d6f68bf2e68fcc0acf49593074f265e9cc5d9bf2244e","4368","Unknown|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown","5dc2c813ed609ebdb1d7d6f68bf2e68fcc0acf49593074f265e9cc5d9bf2244e","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_5dc75e889cc946cb000344c25dbda1f39635c9818e4a434ce7592a7a827099c8","3","Air|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","5dc75e889cc946cb000344c25dbda1f39635c9818e4a434ce7592a7a827099c8","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_5fe406ba200513f7918028729f2ce8485682a22450e1585e7662cc746dfdff14","65535","Solid|Solid|Solid|Solid|Air|Air|Air|Air|Air|Air|Air|Air|Air|Air|Air|Air","5fe406ba200513f7918028729f2ce8485682a22450e1585e7662cc746dfdff14","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_61c7eb05d56dd7588194269e26c5ed9bf8e4b11bccc99278756b558050bf75d0","65535","Air|Air|Air|Air|Air|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid","61c7eb05d56dd7588194269e26c5ed9bf8e4b11bccc99278756b558050bf75d0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_6308aefb5e44c0b2f8b74e60acc8096597d0fa681f448552c25a3572235b6638","65516","Unknown|Unknown|Solid|Solid|Unknown|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Air|Air","6308aefb5e44c0b2f8b74e60acc8096597d0fa681f448552c25a3572235b6638","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_637fab03e2d6615e0fe6310558a48c64c91ee6041e24124f0f3d92721bf8f0ae","14083","Air|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Solid|Solid|Unknown|Solid|Solid|Unknown|Unknown","637fab03e2d6615e0fe6310558a48c64c91ee6041e24124f0f3d92721bf8f0ae","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_63c395d7966368f6814d793ca7b6430c30f5621f51015e601f93a30b9c736b58","65535","Solid|Solid|Solid|Solid|Air|Air|Air|Air|Air|Air|Air|Air|Solid|Solid|Solid|Air","63c395d7966368f6814d793ca7b6430c30f5621f51015e601f93a30b9c736b58","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_63d44cdce5d93e21ef6e2cc65a8176dea48846458515e30f9a044589fb9153f5","65535","Solid|Solid|Solid|Air|Solid|Solid|Air|Air|Solid|Air|Air|Solid|Air|Air|Solid|Solid","63d44cdce5d93e21ef6e2cc65a8176dea48846458515e30f9a044589fb9153f5","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_65684f010a5eaa5e7eaf44fd7289ac44ed68c92ed9814da190602b47a3028209","563","Air|Solid|Unknown|Unknown|Air|Air|Unknown|Unknown|Unknown|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","65684f010a5eaa5e7eaf44fd7289ac44ed68c92ed9814da190602b47a3028209","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_6db2bee9ab12f198785acfcae420cf45168f68eebe1a13147f3232a8aa1955ba","65535","Air|Air|Air|Air|Air|Air|Air|Air|Air|Air|Air|Air|Air|Air|Air|Air","6db2bee9ab12f198785acfcae420cf45168f68eebe1a13147f3232a8aa1955ba","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_6eb047e6f2a3195bdb5dbd7d6cf04ac137b8256750c89d6c228de14e606594f8","63351","Solid|Solid|Solid|Unknown|Solid|Solid|Solid|Unknown|Solid|Solid|Solid|Unknown|Air|Air|Air|Air","6eb047e6f2a3195bdb5dbd7d6cf04ac137b8256750c89d6c228de14e606594f8","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_6fb6dec57ec59d0327ca772f7fc250e45a21e424b3475a2a1daff8c2d2b76f28","4097","Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown","6fb6dec57ec59d0327ca772f7fc250e45a21e424b3475a2a1daff8c2d2b76f28","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_706c7dd2ce4fdea3f26e6f5ddaeb9b5419040875a660d9e0f29185c0b532b937","65535","Air|Solid|Solid|Solid|Air|Air|Solid|Solid|Solid|Air|Air|Air|Solid|Solid|Air|Air","706c7dd2ce4fdea3f26e6f5ddaeb9b5419040875a660d9e0f29185c0b532b937","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_713c7c5b501b1888bbd077195a620d5d58961e60fe1ea75d4abcafa51d17f6c0","65535","Air|Air|Air|Solid|Air|Air|Air|Air|Air|Air|Air|Air|Air|Air|Air|Air","713c7c5b501b1888bbd077195a620d5d58961e60fe1ea75d4abcafa51d17f6c0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_73ffd0d5f609795904796857063e0e1c8a134cd22718f138e8ffd4b353af7458","15","Solid|Solid|Solid|Air|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown","73ffd0d5f609795904796857063e0e1c8a134cd22718f138e8ffd4b353af7458","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_759221c09a6aae490aac0c131b5e7d8fff521617efdc934c7eff4930596eda44","65527","Solid|Solid|Solid|Unknown|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Air|Air|Air|Solid","759221c09a6aae490aac0c131b5e7d8fff521617efdc934c7eff4930596eda44","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_76db1659e77ee123da7956ad0b665abd6f1353352b48c47c262f4e1d8a4ea09c","65535","Solid|Solid|Air|Air|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid","76db1659e77ee123da7956ad0b665abd6f1353352b48c47c262f4e1d8a4ea09c","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_7b1ad58a41608c9b765ff3ba79e12d94b2158908eee89ab8226c53d5cf4cd1c6","63332","Unknown|Unknown|Solid|Unknown|Unknown|Solid|Solid|Unknown|Solid|Solid|Solid|Unknown|Solid|Solid|Air|Air","7b1ad58a41608c9b765ff3ba79e12d94b2158908eee89ab8226c53d5cf4cd1c6","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_7bdde09fc7b41c4920cf8645b9c5d4369b38fcb6f8379f8154ec0fa66fea19f6","65535","Air|Air|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid","7bdde09fc7b41c4920cf8645b9c5d4369b38fcb6f8379f8154ec0fa66fea19f6","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_7d69f2049498f40dfc5162121cb2f400e8ca73c12d35acd26dd59a73cfe674c3","17476","Unknown|Unknown|Air|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown|Solid|Unknown","7d69f2049498f40dfc5162121cb2f400e8ca73c12d35acd26dd59a73cfe674c3","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_83b424097a8ba926c2f48b0d05f68fbf31b6c5dcd0b75fc874d4f24e1d87acdd","4096","Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Unknown|Solid|Unknown|Unknown|Unknown","83b424097a8ba926c2f48b0d05f68fbf31b6c5dcd0b75fc874d4f24e1d87acdd","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_83eb92521765b0b9ba8e39197e8eb1623a04d03d8273f9e9ada5a3a4cb060aec","65535","Solid|Solid|Solid|Solid|Solid|Solid|Solid|Air|Air|Air|Air|Air|Air|Air|Air|Solid","83eb92521765b0b9ba8e39197e8eb1623a04d03d8273f9e9ada5a3a4cb060aec","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_85088755e93ad741cae73978e5fb2549e7b114141c73cdfcf82a8ecacd53ff70","18039","Air|Solid|Solid|Unknown|Air|Air|Solid|Unknown|Unknown|Air|Air|Unknown|Unknown|Unknown|Air|Unknown","85088755e93ad741cae73978e5fb2549e7b114141c73cdfcf82a8ecacd53ff70","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"INFILL_8afeba3712a0a029edaff8d07a02d8cebd5051ddfe392034f6c43b45942d0741","65535","Solid|Solid|Solid|Air|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid|Solid","8afeba3712a0a029edaff8d07a02d8cebd5051ddfe392034f6c43b45942d0741","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
