window_x,window_y,before_known,after_known,reserved,new_owned,pending_cells,new_rooms,leaf_rooms,static_failures,plan_digest
"9","3","0","531","0","531","1005","2","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"10","3","0","544","0","544","992","1","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"11","3","0","480","0","480","1056","2","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"12","3","0","496","0","496","1040","2","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"0","4","0","608","0","608","928","2","2","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"1","4","0","996","0","996","540","4","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"2","4","0","413","199","410","1123","1","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"3","4","0","685","137","679","851","2","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"4","4","0","128","220","128","1408","1","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"5","4","0","127","342","124","1409","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"6","4","0","397","144","397","1139","2","2","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"7","4","0","417","144","411","1119","1","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"8","4","277","439","373","160","1097","1","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"9","4","192","768","192","576","768","2","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"10","4","0","512","0","512","1024","2","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"11","4","0","512","0","512","1024","2","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"12","4","0","352","0","352","1184","1","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"0","5","61","605","116","544","931","2","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"1","5","36","660","180","624","876","1","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"2","5","0","216","381","214","1320","1","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"3","5","0","569","114","563","967","1","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"4","5","0","340","32","340","1196","1","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"5","5","0","0","192","0","1536","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"6","5","0","0","0","0","1536","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"7","5","0","0","0","0","1536","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"8","5","0","0","0","0","1536","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"9","5","0","0","0","0","1536","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"10","5","0","0","0","0","1536","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"11","5","0","0","0","0","1536","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"12","5","0","0","0","0","1536","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"0","6","57","637","214","576","899","2","2","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"1","6","36","783","36","747","753","4","2","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"2","6","0","564","232","462","972","1","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"3","6","0","587","114","582","949","1","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"4","6","0","380","32","380","1156","2","2","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"5","6","0","0","320","0","1536","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"6","6","0","0","160","0","1536","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"7","6","0","0","0","0","1536","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"8","6","0","0","0","0","1536","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"9","6","0","232","0","232","1304","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"10","6","0","396","0","396","1140","1","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"11","6","0","200","0","200","1336","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"12","6","0","143","0","143","1393","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"0","7","0","488","160","484","1048","1","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"1","7","0","853","0","853","683","3","2","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"2","7","0","570","128","568","966","2","2","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"3","7","0","936","96","927","600","2","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"4","7","0","416","32","416","1120","2","2","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"5","7","0","0","532","0","1536","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"6","7","0","464","558","464","1072","2","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"7","7","0","470","144","470","1066","1","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"8","7","0","602","144","602","934","2","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"9","7","0","849","83","840","687","2","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"10","7","0","807","0","807","729","3","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"11","7","0","892","0","892","644","2","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"12","7","0","689","0","689","847","3","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"0","8","0","452","350","449","1084","2","2","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"1","8","0","0","1296","0","1536","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"2","8","0","224","411","224","1312","1","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"3","8","191","658","397","465","878","2","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"4","8","190","190","294","0","1346","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"5","8","0","240","128","240","1296","1","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"6","8","0","935","0","935","601","2","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"7","8","0","740","0","740","796","3","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"8","8","0","718","0","718","818","2","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"9","8","0","422","482","417","1114","1","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"10","8","0","941","0","941","595","4","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"11","8","0","764","0","764","772","3","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"12","8","0","576","0","576","960","3","2","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"0","9","10","764","126","747","772","2","2","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"1","9","48","939","144","891","597","3","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"2","9","47","127","369","80","1409","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"3","9","48","112","336","64","1424","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"4","9","364","364","669","0","1172","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"5","9","160","400","348","240","1136","2","2","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"6","9","0","537","0","537","999","1","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"7","9","0","630","0","630","906","3","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"8","9","0","792","0","792","744","3","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"9","9","0","548","551","547","988","2","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"10","9","0","563","524","555","973","1","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"11","9","0","538","145","538","998","2","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"12","9","0","704","0","704","832","2","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"0","10","0","510","96","504","1026","1","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"1","10","0","789","0","789","747","4","2","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"2","10","40","493","127","453","1043","1","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"3","10","48","102","144","54","1434","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"4","10","67","67","236","0","1469","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"5","10","319","319","506","0","1217","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"6","10","16","512","38","496","1024","1","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"7","10","0","656","1","656","880","2","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"8","10","0","544","96","544","992","2","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"9","10","0","640","96","640","896","3","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"10","10","0","836","109","833","700","2","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"11","10","0","308","823","305","1228","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"12","10","0","864","0","864","672","4","2","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"0","11","0","567","119","561","969","1","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"1","11","0","678","114","675","858","2","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"2","11","0","731","0","731","805","2","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"3","11","0","746","0","746","790","3","2","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"4","11","0","795","0","795","741","3","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"5","11","0","960","0","960","576","4","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"6","11","0","874","0","874","662","3","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"7","11","0","799","32","795","737","2","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"8","11","0","450","110","448","1086","1","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"9","11","0","634","48","634","902","2","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"10","11","0","707","48","707","829","2","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"11","11","0","704","31","704","832","2","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"12","11","0","544","0","544","992","2","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"0","12","0","374","171","369","1162","2","2","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"1","12","0","0","906","0","1536","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"2","12","0","592","96","592","944","2","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"3","12","0","672","96","672","864","3","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"4","12","0","693","96","693","843","2","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"5","12","0","308","772","305","1228","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"6","12","0","645","144","642","891","2","1","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"7","12","0","578","157","578","958","3","2","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"8","12","0","102","1070","96","1434","0","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"9","12","0","886","0","886","650","3","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"10","12","0","909","0","909","627","3","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"11","12","0","880","0","880","656","4","0","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"12","12","0","656","0","656","880","3","2","0","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
