room_id,recipe,bounds,parent,host,depth,entry,deep,air,solid,legacy,reward,static_success,plan_digest
"SV5_INFILL_ROOM_008cc1021d195d700f37","EMPTY_ROOM","476,212,16,12","SV5_INFILL_ROOM_166a03180aa41c5c7864","SV5_OPTIONAL_04","2","476,215","488,215","72","120","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_0092b0508296d8c7fc76","SMALL_CAVE","60,168,20,12","SV5_OPTIONAL_12","SV5_OPTIONAL_12","1","79,171","63,171","97","143","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_009a9d49138263486d1f","DEAD_END","124,244,16,12","SV5_INFILL_ROOM_1a5fa939e7ef11d2d5d9","SV5_OPTIONAL_TO_VILLAGE","2","139,247","127,247","63","129","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_00ab93bfdb5ca944b500","LANDING","572,220,16,16","SV5_INFILL_ROOM_0046a0deba57bde4e2b8","SV5_OPTIONAL_04","5","572,223","584,225","98","158","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_00bdb6565fde2b03ba71","SMALL_CAVE","512,132,20,12","SV5_INFILL_ROOM_003c7cd3e44a890ebf53","SV5_OPTIONAL_TO_VILLAGE","4","512,135","528,135","97","143","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_00c21a3e4e7e2f38c77f","EMPTY_ROOM","176,396,16,12","SV5_INFILL_ROOM_03b12241a005091aa748","SV5_OPTIONAL_08","2","191,399","179,399","72","120","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_00c2bb3456c0cf5dfe38","EMPTY_ROOM","536,296,16,12","SV5_OPTIONAL_06","SV5_OPTIONAL_06","1","536,299","548,299","72","120","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_00c315f0eef4aa302d79","DEAD_END","140,224,16,12","SV5_OPTIONAL_TO_VILLAGE","SV5_OPTIONAL_TO_VILLAGE","1","155,227","143,227","69","123","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_00c369aebf6532681f30","SMALL_CAVE","144,388,20,12","SV5_INFILL_ROOM_00c21a3e4e7e2f38c77f","SV5_OPTIONAL_08","3","163,391","147,391","97","143","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_00cbca91eb2bd422cf33","DEAD_END","24,84,16,12","SV5_INFILL_ROOM_02feba5cecc79e93120b","SV5_OPTIONAL_12","3","39,87","27,87","69","123","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_00d0b29e5fd9452e657b","EMPTY_ROOM","4,364,16,12","SV5_OPTIONAL_10","SV5_OPTIONAL_10","1","19,367","7,367","66","126","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_00d2031f19fda23dc52c","SMALL_CAVE","384,8,20,12","SV5_OPTIONAL_13","SV5_OPTIONAL_13","1","403,11","387,11","97","143","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_00d604b088519a641e1a","DEAD_END","264,8,16,12","SV5_OPTIONAL_12","SV5_OPTIONAL_12","1","264,11","276,11","63","129","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_00d887c8e4157e099e0b","EMPTY_ROOM","264,352,16,12","SV5_INFILL_ROOM_048d78650eec79408f7a","SV5_OPTIONAL_07","4","279,355","267,355","72","120","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_00dff5b380ebb492bea7","LANDING","240,96,16,16","SV5_OPTIONAL_02","SV5_OPTIONAL_02","1","240,99","252,101","92","164","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_00e6d411d4e2eb4ae4e3","EMPTY_ROOM","600,52,16,12","SV5_INFILL_ROOM_0033917af8228270a97a","SV5_OPTIONAL_TO_VILLAGE","7","600,55","612,55","66","126","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_00f1cc6b46b19d46e91a","DEAD_END","540,132,16,12","SV5_INFILL_ROOM_00bdb6565fde2b03ba71","SV5_OPTIONAL_TO_VILLAGE","5","540,135","552,135","69","123","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_00faa2f72f5228e1a306","DEAD_END","280,388,16,12","SV5_OPTIONAL_09","SV5_OPTIONAL_09","1","280,391","292,391","69","123","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_0103a9191510f8e2104e","LANDING","76,48,16,16","SV5_OPTIONAL_12","SV5_OPTIONAL_12","1","91,51","79,53","98","158","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_0107ef13f28e052eb865","SMALL_CAVE","456,364,20,12","SV5_INFILL_ROOM_01ba6562491f8ef7648a","SV5_OPTIONAL_07","3","456,367","472,367","97","143","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_010842244856239d2cad","EMPTY_ROOM","436,332,16,12","SV5_INFILL_ROOM_0110477201df6c2abb5e","SV5_OPTIONAL_06","3","451,335","439,335","72","120","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_0110477201df6c2abb5e","DEAD_END","468,332,16,12","SV5_INFILL_ROOM_0024ec8c22b451b5adc3","SV5_OPTIONAL_06","2","483,335","471,335","69","123","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_011cc2cd3ef9134abc3e","SMALL_CAVE","32,16,20,12","SV5_INFILL_ROOM_0003e28fa62282ce606c","SV5_OPTIONAL_12","3","51,19","35,19","97","143","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_011db316148227e79036","SMALL_CAVE","116,384,20,12","SV5_INFILL_ROOM_00c369aebf6532681f30","SV5_OPTIONAL_08","4","135,387","119,387","97","143","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_012104e7694d8182f944","EMPTY_ROOM","148,132,16,12","SV5_OPTIONAL_TO_VILLAGE","SV5_OPTIONAL_TO_VILLAGE","1","163,135","151,135","72","120","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_0123e77846acf0dc48bf","LANDING","584,300,16,16","SV5_INFILL_ROOM_01367f68e5d547a9e403","SV5_OPTIONAL_06","3","584,303","596,305","98","158","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_012481f70d2e7bdd5057","SMALL_CAVE","460,380,20,12","SV5_INFILL_ROOM_018936c2209eb5512eb5","SV5_OPTIONAL_08","2","460,383","476,383","97","143","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_012b3add70c8b147af56","LANDING","328,328,16,16","SV5_INFILL_ROOM_06807346391b5c5246e6","SV5_OPTIONAL_06","7","343,331","331,333","98","158","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_012b4e0a3ac74e78ef4a","EMPTY_ROOM","140,348,16,12","SV5_INFILL_ROOM_013270f83acd8b335ce0","SV5_OPTIONAL_10","4","140,351","152,351","72","120","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_012cbb67dcf0ba845436","SMALL_CAVE","356,360,20,12","SV5_OPTIONAL_07","SV5_OPTIONAL_07","1","375,363","359,363","97","143","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_013270f83acd8b335ce0","LANDING","112,340,16,16","SV5_INFILL_ROOM_0204ade19402968d3a50","SV5_OPTIONAL_10","3","112,343","124,345","98","158","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_01336e2804dad35d89fb","SMALL_CAVE","328,280,20,12","SV5_INFILL_ROOM_015ca74c919bbd1d10b2","SV5_OPTIONAL_04","4","347,283","331,283","97","143","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_0133784f358a3792856c","DEAD_END","312,128,16,12","SV5_OPTIONAL_TO_VILLAGE","SV5_OPTIONAL_TO_VILLAGE","1","327,131","315,131","63","129","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_01350a99b1ab813c0722","LANDING","148,276,16,16","SV5_OPTIONAL_TO_VILLAGE","SV5_OPTIONAL_TO_VILLAGE","1","163,279","151,281","98","158","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_01367f68e5d547a9e403","LANDING","564,296,16,16","SV5_INFILL_ROOM_00c2bb3456c0cf5dfe38","SV5_OPTIONAL_06","2","564,299","576,301","98","158","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_014ccce1e245af5556d7","SMALL_CAVE","340,312,20,12","SV5_INFILL_ROOM_056ad3d60da3e7f771f5","SV5_OPTIONAL_06","6","359,315","343,315","97","143","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_014decfdcca4bbc27a7f","SMALL_CAVE","580,388,20,12","SV5_INFILL_ROOM_044be8485ca33ed729d9","SV5_OPTIONAL_08","6","580,391","596,391","97","143","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_014fb21cde6be8094e76","LANDING","52,324,16,16","SV5_OPTIONAL_10","SV5_OPTIONAL_10","1","52,327","64,329","98","158","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_015c98281530c4e233cd","LANDING","456,132,16,16","SV5_INFILL_ROOM_081eff19e7018386765e","SV5_OPTIONAL_TO_VILLAGE","2","456,135","468,137","98","158","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_015ca74c919bbd1d10b2","DEAD_END","352,284,16,12","SV5_INFILL_ROOM_0231523b527508d7d6cc","SV5_OPTIONAL_04","3","367,287","355,287","69","123","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_015ced784ff7b631d369","SMALL_CAVE","20,48,20,12","SV5_INFILL_ROOM_04dd75fb824da2b35024","SV5_OPTIONAL_12","3","39,51","23,51","91","149","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_015eaad0f0fdb1097944","LANDING","200,220,16,16","SV5_OPTIONAL_TO_VILLAGE","SV5_OPTIONAL_TO_VILLAGE","1","200,223","212,225","92","164","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_0164dd932159e0c18d1e","DEAD_END","20,148,16,12","SV5_INFILL_ROOM_0755d881d252e9c6d8b6","SV5_OPTIONAL_12","3","35,151","23,151","63","129","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_01877ca318bd37f69e44","DEAD_END","192,152,16,12","SV5_OPTIONAL_TO_VILLAGE","SV5_OPTIONAL_TO_VILLAGE","1","192,155","204,155","63","129","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_018936c2209eb5512eb5","EMPTY_ROOM","432,384,16,12","SV5_OPTIONAL_08","SV5_OPTIONAL_08","1","432,387","444,387","72","120","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_0193f981b74017ce3f1c","EMPTY_ROOM","508,272,16,12","SV5_INFILL_ROOM_003d0fe3baefe63d8536","SV5_OPTIONAL_05","2","508,275","520,275","72","120","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_01b543449077a798d3c1","DEAD_END","412,244,16,12","SV5_OPTIONAL_04","SV5_OPTIONAL_04","1","427,247","415,247","69","123","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_01ba6562491f8ef7648a","DEAD_END","428,368,16,12","SV5_INFILL_ROOM_106998da868ea7e889c8","SV5_OPTIONAL_07","2","428,371","440,371","69","123","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_01bfcade2067863745e5","DEAD_END","540,252,16,12","SV5_INFILL_ROOM_0059a48fab79faf79c27","SV5_OPTIONAL_04","4","540,255","552,255","69","123","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_01c6592a96d476f82772","LANDING","4,160,16,16","SV5_INFILL_ROOM_0063fcd345b7d81e9446","SV5_OPTIONAL_12","3","19,163","7,165","92","164","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_01c6e7987a06deca6b25","LANDING","44,236,16,16","SV5_INFILL_ROOM_0050f1be6df2fb7aa11f","SV5_OPTIONAL_RETURN_TO_START","2","59,239","47,241","92","164","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_01c890b4aa51eb1cd614","EMPTY_ROOM","328,396,16,12","SV5_OPTIONAL_08","SV5_OPTIONAL_08","1","328,399","340,399","66","126","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_01d1a660d69f80bb175c","DEAD_END","60,208,16,12","SV5_INFILL_ROOM_02711aea7e9c6415e789","SV5_OPTIONAL_RETURN_TO_START","2","75,211","63,211","69","123","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_01d7629e5f762e85d067","EMPTY_ROOM","80,356,16,12","SV5_INFILL_ROOM_026705890b73b6e88499","SV5_OPTIONAL_10","2","80,359","92,359","72","120","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_01e4618e0aa62488ffbd","LANDING","4,288,16,16","SV5_OPTIONAL_10","SV5_OPTIONAL_10","1","19,291","7,293","92","164","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_01f50c74556ca5a9c079","EMPTY_ROOM","76,84,16,12","SV5_OPTIONAL_12","SV5_OPTIONAL_12","1","91,87","79,87","72","120","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_020011d174b3798b6399","DEAD_END","276,284,16,12","SV5_INFILL_ROOM_0eddbcdc1ff9080483e8","SV5_OPTIONAL_04","6","291,287","279,287","63","129","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_0204ade19402968d3a50","SMALL_CAVE","80,336,20,12","SV5_INFILL_ROOM_014fb21cde6be8094e76","SV5_OPTIONAL_10","2","80,339","96,339","97","143","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_02085ea98c7b80bae0e9","SMALL_CAVE","384,328,20,12","SV5_INFILL_ROOM_037f1e2fd6cf8a089475","SV5_OPTIONAL_06","5","403,331","387,331","97","143","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_0227b5622aaa2b1c5613","DEAD_END","16,232,16,12","SV5_OPTIONAL_11","SV5_OPTIONAL_11","1","31,235","19,235","63","129","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_022a7c8a6264fcf2b89f","SMALL_CAVE","572,32,20,12","SV5_INFILL_ROOM_02a33ad7687b166ba0c6","SV5_OPTIONAL_TO_VILLAGE","2","572,35","588,35","97","143","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_0231523b527508d7d6cc","SMALL_CAVE","384,284,20,12","SV5_INFILL_ROOM_02ef5792819d4dc8681f","SV5_OPTIONAL_04","2","403,287","387,287","97","143","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_023380803ec780c55821","EMPTY_ROOM","164,96,16,12","SV5_INFILL_ROOM_0289b8d0ca95de487d27","SV5_OPTIONAL_02","2","179,99","167,99","72","120","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_0236df9c49af7d2b793b","SMALL_CAVE","156,8,20,12","SV5_OPTIONAL_12","SV5_OPTIONAL_12","1","175,11","159,11","91","149","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_0236ee68b0da87d7f182","EMPTY_ROOM","436,88,16,12","SV5_OPTIONAL_TO_VILLAGE","SV5_OPTIONAL_TO_VILLAGE","1","436,91","448,91","72","120","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_024212fe19cb2af181b2","LANDING","12,340,16,16","SV5_OPTIONAL_10","SV5_OPTIONAL_10","1","27,343","15,345","92","164","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_025816d3a20b2c5bf2a3","LANDING","108,84,16,16","SV5_OPTIONAL_00","SV5_OPTIONAL_00","1","123,87","111,89","92","164","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
"SV5_INFILL_ROOM_025c4e60b9d772faf548","SMALL_CAVE","452,236,20,12","SV5_OPTIONAL_04","SV5_OPTIONAL_04","1","452,239","468,239","97","143","False","NONE","True","f326683633fe684671994db9b68d41fffe29838c79b93034d8c957916c766933"
