sidepath_id,sequence,x,y,source_value,final_value,head_value,support_value,movement_role,plan_digest
SV5_SIDE_08aa78d0cf94e352179c,13,61,165,UNKNOWN,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_08aa78d0cf94e352179c,14,62,165,UNKNOWN,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_08aa78d0cf94e352179c,15,63,165,UNKNOWN,AIR,AIR,UNKNOWN,STEP_TRANSITION,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_08aa78d0cf94e352179c,16,63,166,UNKNOWN,AIR,AIR,AIR,STEP_TRANSITION,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_08aa78d0cf94e352179c,17,64,166,UNKNOWN,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_08aa78d0cf94e352179c,18,65,166,UNKNOWN,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_08aa78d0cf94e352179c,19,66,166,UNKNOWN,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_08aa78d0cf94e352179c,20,67,166,UNKNOWN,AIR,AIR,UNKNOWN,STEP_TRANSITION,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_08aa78d0cf94e352179c,21,67,167,UNKNOWN,AIR,AIR,AIR,STEP_TRANSITION,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_08aa78d0cf94e352179c,22,68,167,UNKNOWN,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_08aa78d0cf94e352179c,23,69,167,UNKNOWN,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_08aa78d0cf94e352179c,24,70,167,UNKNOWN,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_08aa78d0cf94e352179c,25,71,167,UNKNOWN,AIR,AIR,UNKNOWN,STEP_TRANSITION,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_08aa78d0cf94e352179c,26,71,168,SOLID,AIR,AIR,AIR,STEP_TRANSITION,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_08aa78d0cf94e352179c,27,72,168,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_08aa78d0cf94e352179c,28,73,168,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_08aa78d0cf94e352179c,29,74,168,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_08aa78d0cf94e352179c,30,75,168,AIR,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,0,20,355,AIR,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,1,21,355,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,2,22,355,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,3,23,355,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,4,24,355,UNKNOWN,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,5,25,355,UNKNOWN,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,6,26,355,UNKNOWN,AIR,AIR,UNKNOWN,STEP_TRANSITION,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,7,26,356,SOLID,AIR,AIR,AIR,STEP_TRANSITION,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,8,27,356,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,9,28,356,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,10,29,356,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,11,30,356,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,12,31,356,SOLID,AIR,AIR,UNKNOWN,STEP_TRANSITION,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,13,31,357,SOLID,AIR,AIR,AIR,STEP_TRANSITION,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,14,32,357,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,15,33,357,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,16,34,357,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,17,35,357,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,18,36,357,SOLID,AIR,AIR,AIR,STEP_TRANSITION,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,19,36,356,SOLID,AIR,AIR,UNKNOWN,STEP_TRANSITION,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,20,37,356,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,21,38,356,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,22,39,356,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,23,40,356,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,24,41,356,SOLID,AIR,AIR,UNKNOWN,STEP_TRANSITION,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,25,41,357,SOLID,AIR,AIR,AIR,STEP_TRANSITION,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,26,42,357,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,27,43,357,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,28,44,357,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,29,45,357,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,30,46,357,SOLID,AIR,AIR,SOLID,STEP_TRANSITION,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,31,46,358,SOLID,AIR,AIR,AIR,STEP_TRANSITION,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,32,47,358,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,33,48,358,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,34,49,358,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,35,50,358,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,36,51,358,SOLID,AIR,AIR,SOLID,STEP_TRANSITION,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,37,51,359,AIR,AIR,AIR,AIR,STEP_TRANSITION,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,38,52,359,AIR,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,39,53,359,AIR,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,40,54,359,AIR,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,41,55,359,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_1ce580d9cbbfcf73d0ea,42,56,359,AIR,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_2280a9a1134577265929,0,132,117,AIR,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_2280a9a1134577265929,1,133,117,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_2280a9a1134577265929,2,134,117,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_2280a9a1134577265929,3,135,117,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_2280a9a1134577265929,4,136,117,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_2280a9a1134577265929,5,137,117,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_2280a9a1134577265929,6,138,117,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_2280a9a1134577265929,7,139,117,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_2280a9a1134577265929,8,140,117,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_2280a9a1134577265929,9,141,117,SOLID,AIR,AIR,SOLID,STEP_TRANSITION,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_2280a9a1134577265929,10,141,118,AIR,AIR,AIR,AIR,STEP_TRANSITION,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_2280a9a1134577265929,11,142,118,AIR,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_2280a9a1134577265929,12,143,118,AIR,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_2280a9a1134577265929,13,144,118,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_2280a9a1134577265929,14,145,118,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_2280a9a1134577265929,15,146,118,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
SV5_SIDE_2280a9a1134577265929,16,147,118,SOLID,AIR,AIR,SOLID,SUPPORTED_FOOT,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
