pair_key,sector_a,sector_b,lower_bound,endpoint_pairs,plan_digest
S00_04|S00_06,S00_04,S00_06,33,260,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_04|S01_02,S01_02,S00_04,34,156,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_04|S01_03,S01_03,S00_04,2,91,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_04|S01_04,S00_04,S01_04,1,273,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_04|S01_05,S00_04,S01_05,2,169,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_04|S01_06,S00_04,S01_06,34,143,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_04|S02_04,S00_04,S02_04,49,143,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_05|S00_05,S00_05,S00_05,0,49,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_05|S00_06,S00_05,S00_06,1,140,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_05|S00_07,S00_05,S00_07,33,84,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_05|S01_03,S01_03,S00_05,34,49,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_05|S01_04,S01_04,S00_05,2,147,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_05|S01_05,S00_05,S01_05,1,91,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_05|S01_06,S00_05,S01_06,2,77,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_05|S02_05,S00_05,S02_05,49,140,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_06|S00_06,S00_06,S00_06,0,400,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_06|S00_07,S00_06,S00_07,1,240,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_06|S00_08,S00_06,S00_08,33,200,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_06|S01_04,S01_04,S00_06,34,420,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_06|S01_05,S01_05,S00_06,2,260,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_06|S01_06,S00_06,S01_06,1,220,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_06|S01_08,S00_06,S01_08,34,100,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_06|S02_06,S00_06,S02_06,49,280,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_07|S00_07,S00_07,S00_07,0,144,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_07|S00_08,S00_07,S00_08,1,120,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_07|S00_09,S00_07,S00_09,33,168,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_07|S01_05,S01_05,S00_07,34,156,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_07|S01_06,S01_06,S00_07,2,132,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_07|S01_08,S00_07,S01_08,2,60,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_07|S01_09,S00_07,S01_09,34,216,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_07|S02_07,S00_07,S02_07,49,72,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_08|S00_08,S00_08,S00_08,0,100,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_08|S00_09,S00_08,S00_09,1,140,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_08|S00_10,S00_08,S00_10,33,80,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_08|S01_06,S01_06,S00_08,34,110,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_08|S01_08,S00_08,S01_08,1,50,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_08|S01_09,S00_08,S01_09,2,180,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_08|S01_10,S00_08,S01_10,34,160,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_08|S02_08,S00_08,S02_08,49,10,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_09|S00_09,S00_09,S00_09,0,196,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_09|S00_10,S00_09,S00_10,1,112,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_09|S00_11,S00_09,S00_11,33,140,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_09|S01_08,S01_08,S00_09,2,70,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_09|S01_09,S00_09,S01_09,1,252,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_09|S01_10,S00_09,S01_10,2,224,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_09|S01_11,S00_09,S01_11,34,140,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_09|S02_09,S00_09,S02_09,49,154,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_10|S00_10,S00_10,S00_10,0,64,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_10|S00_11,S00_10,S00_11,1,80,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_10|S00_12,S00_10,S00_12,33,48,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_10|S01_08,S01_08,S00_10,34,40,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_10|S01_09,S01_09,S00_10,2,144,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_10|S01_10,S00_10,S01_10,1,128,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_10|S01_11,S00_10,S01_11,2,80,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_10|S01_12,S00_10,S01_12,34,48,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_10|S02_10,S00_10,S02_10,49,80,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_11|S00_11,S00_11,S00_11,0,100,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_11|S00_12,S00_11,S00_12,1,60,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_11|S01_09,S01_09,S00_11,34,180,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_11|S01_10,S01_10,S00_11,2,160,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_11|S01_11,S00_11,S01_11,1,100,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_11|S01_12,S00_11,S01_12,2,60,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_11|S02_11,S00_11,S02_11,49,190,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_12|S00_12,S00_12,S00_12,0,36,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_12|S01_10,S01_10,S00_12,34,96,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_12|S01_11,S01_11,S00_12,2,60,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S00_12|S01_12,S00_12,S01_12,1,36,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_00|S01_00,S01_00,S01_00,0,100,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_00|S01_01,S01_00,S01_01,1,150,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_00|S01_02,S01_00,S01_02,33,120,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_00|S02_00,S01_00,S02_00,1,170,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_00|S02_01,S01_00,S02_01,2,10,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_00|S02_02,S01_00,S02_02,34,160,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_00|S03_00,S01_00,S03_00,49,200,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_01|S01_01,S01_01,S01_01,0,225,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_01|S01_02,S01_01,S01_02,1,180,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_01|S01_03,S01_01,S01_03,33,105,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_01|S02_00,S02_00,S01_01,2,255,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_01|S02_01,S01_01,S02_01,1,15,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_01|S02_02,S01_01,S02_02,2,240,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_01|S02_03,S01_01,S02_03,34,180,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_01|S03_01,S01_01,S03_01,49,90,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_02|S01_02,S01_02,S01_02,0,144,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_02|S01_03,S01_02,S01_03,1,84,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_02|S01_04,S01_02,S01_04,33,252,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_02|S02_00,S02_00,S01_02,34,204,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_02|S02_01,S02_01,S01_02,2,12,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_02|S02_02,S01_02,S02_02,1,192,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_02|S02_03,S01_02,S02_03,2,144,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_02|S02_04,S01_02,S02_04,34,132,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_02|S03_02,S01_02,S03_02,49,120,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_03|S01_03,S01_03,S01_03,0,49,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_03|S01_04,S01_03,S01_04,1,147,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_03|S01_05,S01_03,S01_05,33,91,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_03|S02_01,S02_01,S01_03,34,7,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_03|S02_02,S02_02,S01_03,2,112,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_03|S02_03,S01_03,S02_03,1,84,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_03|S02_04,S01_03,S02_04,2,77,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_03|S02_05,S01_03,S02_05,34,140,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_03|S03_03,S01_03,S03_03,49,98,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_04|S01_04,S01_04,S01_04,0,441,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_04|S01_05,S01_04,S01_05,1,273,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_04|S01_06,S01_04,S01_06,33,231,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_04|S02_02,S02_02,S01_04,34,336,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_04|S02_03,S02_03,S01_04,2,252,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_04|S02_04,S01_04,S02_04,1,231,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_04|S02_05,S01_04,S02_05,2,420,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_04|S02_06,S01_04,S02_06,34,294,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_04|S03_04,S01_04,S03_04,49,231,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_05|S01_05,S01_05,S01_05,0,169,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_05|S01_06,S01_05,S01_06,1,143,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_05|S02_03,S02_03,S01_05,34,156,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_05|S02_04,S02_04,S01_05,2,143,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_05|S02_05,S01_05,S02_05,1,260,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_05|S02_06,S01_05,S02_06,2,182,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_05|S02_07,S01_05,S02_07,34,78,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_05|S03_05,S01_05,S03_05,49,104,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_06|S01_06,S01_06,S01_06,0,121,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_06|S01_08,S01_06,S01_08,33,55,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_06|S02_04,S02_04,S01_06,34,121,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_06|S02_05,S02_05,S01_06,2,220,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_06|S02_06,S01_06,S02_06,1,154,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_06|S02_07,S01_06,S02_07,2,66,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_06|S02_08,S01_06,S02_08,34,11,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_06|S03_06,S01_06,S03_06,49,154,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_08|S01_08,S01_08,S01_08,0,25,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_08|S01_09,S01_08,S01_09,1,90,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_08|S01_10,S01_08,S01_10,33,80,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_08|S02_06,S02_06,S01_08,34,70,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_08|S02_07,S02_07,S01_08,2,30,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_08|S02_08,S01_08,S02_08,1,5,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_08|S02_09,S01_08,S02_09,2,55,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_08|S02_10,S01_08,S02_10,34,50,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_08|S03_08,S01_08,S03_08,49,30,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_09|S01_09,S01_09,S01_09,0,324,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_09|S01_10,S01_09,S01_10,1,288,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_09|S01_11,S01_09,S01_11,33,180,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_09|S02_07,S02_07,S01_09,34,108,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_09|S02_08,S02_08,S01_09,2,18,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_09|S02_09,S01_09,S02_09,1,198,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_09|S02_10,S01_09,S02_10,2,180,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_09|S02_11,S01_09,S02_11,34,342,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_09|S03_09,S01_09,S03_09,49,126,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_10|S01_10,S01_10,S01_10,0,256,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_10|S01_11,S01_10,S01_11,1,160,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_10|S01_12,S01_10,S01_12,33,96,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_10|S02_08,S02_08,S01_10,34,16,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_10|S02_09,S02_09,S01_10,2,176,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_10|S02_10,S01_10,S02_10,1,160,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_10|S02_11,S01_10,S02_11,2,304,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_10|S03_10,S01_10,S03_10,49,208,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_11|S01_11,S01_11,S01_11,0,100,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_11|S01_12,S01_11,S01_12,1,60,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_11|S02_09,S02_09,S01_11,34,110,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_11|S02_10,S02_10,S01_11,2,100,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_11|S02_11,S01_11,S02_11,1,190,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_11|S03_11,S01_11,S03_11,49,50,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_12|S01_12,S01_12,S01_12,0,36,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_12|S02_10,S02_10,S01_12,34,60,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_12|S02_11,S02_11,S01_12,2,114,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S01_12|S03_12,S01_12,S03_12,49,12,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S02_00|S02_00,S02_00,S02_00,0,289,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S02_00|S02_01,S02_00,S02_01,1,17,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S02_00|S02_02,S02_00,S02_02,33,272,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S02_00|S03_00,S02_00,S03_00,1,340,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
S02_00|S03_01,S02_00,S03_01,2,102,d034aec1de9d1fea770f9d7eb8607276e03dd7c0793d2c718435e4fe0a312fd4
