candidate_id,stable_rank,stable_hash,status,reason,eligible,from_room,to_room,host,sector_id,baseline_cost,new_cost,ordered_path,plan_digest
"SV5_LOOP_CAND_08e54aea49e6d0f19a7f","641000892092829937","08e54aea49e6d0f19a7fc1c64bbc8ba8ee95f9893d357d1c7b2a0f6673657360","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_02284733d117494c6d27_LINK","SV5_INFILL_ROOM_030a02d7aa5a692e4bf7_LINK","SV5_OPTIONAL_12","S11_00","24","24","43,351|42,351|41,351|41,352|40,352|39,352|39,353|38,353|37,353|37,354|36,354|35,354|34,354|34,355|33,355|32,355|32,356|31,356|30,356|30,357|29,357|28,357|28,358|27,358","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_09639e7ac88f0bb14df6","676558619223722929","09639e7ac88f0bb14df64651443f19ce268f4862cc6a0e868f799f27f0977f49","ACCEPTED","PASS","True","SV5_INFILL_ROOM_046863d4c69cd86e081e_LINK","SV5_INFILL_ROOM_050904725fdcd82ff28e_LINK","SV5_OPTIONAL_04","S02_11","14","14","549,75|550,75|550,74|551,74|552,74|552,73|553,73|554,73|554,72|555,72|556,72|556,71|557,71|558,71","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_0a4cc7d94fd6a42abf55","742187774770586666","0a4cc7d94fd6a42abf55e079827c3c2f7d73e052a0a409a5c6caab4229be4279","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_07fb3ac254e765673737_LINK","SV5_INFILL_ROOM_0f5736599d7acc3ea0a8_LINK","SV5_OPTIONAL_04","S03_11","11","11","560,127|559,127|559,126|558,126|558,125|557,125|556,125|556,124|555,124|555,123|554,123","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_0bf70e51404f7024e00a","862173595798827044","0bf70e51404f7024e00a06b3bf915a4654d73da255d46095df1809220cfba493","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_00b4a4fe56b192880b8c_LINK","SV5_INFILL_ROOM_06221a856d3548df6440_LINK","SV5_OPTIONAL_04","S01_11","11","11","558,43|557,43|557,44|556,44|556,45|555,45|554,45|554,46|553,46|553,47|552,47","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_0cf2b98693f2ec4c24e9","933012060478041164","0cf2b98693f2ec4c24e9a65257afb079d803b455d411c68db0d04cd9d09d8cb2","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_07fb3ac254e765673737_LINK","SV5_INFILL_ROOM_0f5736599d7acc3ea0a8_LINK","SV5_OPTIONAL_04","S03_11","20","20","567,127|566,127|566,126|565,126|564,126|563,126|563,125|562,125|561,125|560,125|559,125|559,124|558,124|557,124|556,124|555,124|555,123|554,123|553,123|552,123","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_0e185a4064ba21c71847","1015660948586373575","0e185a4064ba21c7184719c8dafb919287e339296bc1c6bf1ba2d557f409f49a","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_046863d4c69cd86e081e_LINK","SV5_INFILL_ROOM_050904725fdcd82ff28e_LINK","SV5_OPTIONAL_04","S02_11","21","21","542,75|543,75|543,74|544,74|545,74|546,74|547,74|547,73|548,73|549,73|550,73|551,73|551,72|552,72|553,72|554,72|555,72|555,71|556,71|557,71|558,71","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_0e2e3d15796340638ca3","1021821327899836515","0e2e3d15796340638ca3865bc03f828c45e1f29aa1f9a78ff038030aa50b5f40","ACCEPTED","PASS","True","SV5_INFILL_ROOM_0172fae7eed3ae487f8f_LINK","SV5_INFILL_ROOM_0274815fcd6818f05a6a_LINK","SV5_OPTIONAL_09","S04_02","24","24","138,162|137,162|137,161|136,161|136,160|135,160|135,159|134,159|134,158|133,158|133,157|132,157|132,156|131,156|131,155|130,155|130,154|129,154|129,153|128,153|128,152|127,152|127,151|126,151","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_0e3b06df3260f35d7e43","1025420895849608029","0e3b06df3260f35d7e4373af634c6bb03714ef313dc9d89ca5bc8e94e7f589d2","ACCEPTED","PASS","True","SV5_INFILL_ROOM_16de283f3026f06e031f_LINK","SV5_INFILL_ROOM_1ea3a9898e39ffe90dff_LINK","SV5_OPTIONAL_04","S03_11","21","21","570,110|569,110|569,109|568,109|567,109|566,109|565,109|564,109|564,108|563,108|562,108|561,108|560,108|559,108|558,108|558,107|557,107|556,107|555,107|554,107|553,107","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_0e8d11205cd9ff8727fb","1048513118941609863","0e8d11205cd9ff8727fb50ec32fcbabecb6d62831f4273eea6945b44dab9b4c6","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_002b1fdb38d3b5d62912_LINK","SV5_INFILL_ROOM_04b3ee2d2f798b163c8e_LINK","SV5_OPTIONAL_04","S00_11","9","9","558,23|557,23|556,23|555,23|554,23|553,23|552,23|551,23|550,23","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_0f39c996c2bc414fa928","1097129633590821199","0f39c996c2bc414fa928cc8782bdf1557ba3b0989e63cce4ee8136c47d694b77","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_04458846b0c9a081817d_LINK","SV5_INFILL_ROOM_41bfb11db98643b33449_LINK","SV5_OPTIONAL_07","S02_03","11","11","182,87|181,87|180,87|179,87|178,87|177,87|176,87|175,87|174,87|173,87|172,87","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_10679894a03f8e8ab078","1182081191319146122","10679894a03f8e8ab0787d43ee2a57ede94c2928cbfc7efbc4737453b8de9d14","ACCEPTED","PASS","True","SV5_INFILL_ROOM_07fb3ac254e765673737_LINK","SV5_INFILL_ROOM_0f5736599d7acc3ea0a8_LINK","SV5_OPTIONAL_04","S03_11","19","19","567,127|566,127|566,126|565,126|564,126|563,126|563,125|562,125|561,125|560,125|559,125|559,124|558,124|557,124|556,124|556,123|555,123|554,123|553,123","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_10e89a9af4b1759d0543","1218393689524630941","10e89a9af4b1759d0543bd68afdeadc39a7636668736e3b1075fd4cd94ecee26","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_046863d4c69cd86e081e_LINK","SV5_INFILL_ROOM_050904725fdcd82ff28e_LINK","SV5_OPTIONAL_04","S02_11","19","19","544,75|545,75|545,74|546,74|547,74|548,74|548,73|549,73|550,73|551,73|552,73|552,72|553,72|554,72|555,72|555,71|556,71|557,71|558,71","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_1315655130368dc71088","1375116660607192519","1315655130368dc71088949b1581b1975f874de5375bf9ed2bf159788fbcc7d0","REJECTED","DUPLICATE_ENDPOINT_PAIR","True","SV5_INFILL_ROOM_046863d4c69cd86e081e_LINK","SV5_INFILL_ROOM_050904725fdcd82ff28e_LINK","SV5_OPTIONAL_04","S02_11","22","22","541,75|542,75|542,74|543,74|544,74|545,74|546,74|546,73|547,73|548,73|549,73|550,73|550,72|551,72|552,72|553,72|554,72|554,71|555,71|556,71|557,71|558,71","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_13e3cbfd7eedeaefb87e","1433213396050635503","13e3cbfd7eedeaefb87eb59423b98c2f7c813707216d3ec1de0d40867dd7be3d","REJECTED","DUPLICATE_ENDPOINT_PAIR","True","SV5_INFILL_ROOM_07fb3ac254e765673737_LINK","SV5_INFILL_ROOM_0f5736599d7acc3ea0a8_LINK","SV5_OPTIONAL_04","S03_11","19","19","566,127|565,127|565,126|564,126|563,126|562,126|562,125|561,125|560,125|559,125|558,125|558,124|557,124|556,124|555,124|555,123|554,123|553,123|552,123","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_148d49f2ee282b24b716","1480921160201284388","148d49f2ee282b24b716597a83f1bf38dbccbe45c89480b7ab14587936c577e7","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_005a04bda9ede05b1190_LINK","SV5_INFILL_ROOM_1c4c6b34887f12eefac3_LINK","SV5_OPTIONAL_09","S04_02","11","11","126,131|127,131|127,132|128,132|128,133|129,133|130,133|130,134|131,134|131,135|132,135","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_14a3144a80b931d7d18b","1487054612182151639","14a3144a80b931d7d18bbadaed03eeab8dbd94b48a0d690019408e0262121357","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_00214737a7823549ff84_LINK","SV5_INFILL_ROOM_0d8cf875280fe40a6142","SV5_OPTIONAL_12","S09_01","25","23","41,298|42,298|42,299|43,299|43,300|44,300|45,300|45,301|46,301|46,302|47,302|48,302|48,303|49,303|49,304|50,304|51,304|51,305|52,305|52,306|53,306|53,307|54,307","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_16480cbb1f9b11ee56b6","1605547264986255854","16480cbb1f9b11ee56b6b86fe5cfcb2c57832bc090260765a4c16451ac3435a0","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_002b1fdb38d3b5d62912_LINK","SV5_INFILL_ROOM_04b3ee2d2f798b163c8e_LINK","SV5_OPTIONAL_04","S00_11","8","8","559,23|558,23|557,23|556,23|555,23|554,23|553,23|552,23","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_1aae12eb0178508dda40","1922494891485057165","1aae12eb0178508dda4075826862cb05c2f31809fcbe59009cb698cc3b0c660a","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_0274815fcd6818f05a6a_LINK","SV5_INFILL_ROOM_136a2d749c8d7eddcf7e_LINK","SV5_OPTIONAL_09","S04_02","16","16","119,151|120,151|120,150|121,150|122,150|122,149|123,149|124,149|125,149|125,148|126,148|127,148|128,148|128,147|129,147|130,147","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_1b641e795b2d5dd06560","1973736043264695760","1b641e795b2d5dd06560f31e06ccf9018c18219d2ad79afba9587baa27fc22fc","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_002b1fdb38d3b5d62912_LINK","SV5_INFILL_ROOM_04b3ee2d2f798b163c8e_LINK","SV5_OPTIONAL_04","S00_11","14","14","559,23|558,23|557,23|556,23|555,23|554,23|553,23|552,23|551,23|550,23|549,23|548,23|547,23|546,23","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_1d85ee182d8249af555f","2127368186612566447","1d85ee182d8249af555f7a0bcad0b10209beef23a825a2059adb5225aa6156c2","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_0274815fcd6818f05a6a_LINK","SV5_INFILL_ROOM_136a2d749c8d7eddcf7e_LINK","SV5_OPTIONAL_09","S04_02","23","23","113,151|114,151|114,150|115,150|116,150|117,150|118,150|118,149|119,149|120,149|121,149|122,149|123,149|123,148|124,148|125,148|126,148|127,148|127,147|128,147|129,147|130,147|131,147","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_1f1ca272324cf9b734a9","2241845325877541303","1f1ca272324cf9b734a9e39e9fac282925abecdf904c6c1561e364340223dccc","ACCEPTED","PASS","True","SV5_INFILL_ROOM_0211dda6690845617294_LINK","SV5_INFILL_ROOM_03bff8d63e21cbc62be9_LINK","SV5_OPTIONAL_06","S01_04","8","8","217,52|218,52|218,51|219,51|220,51|221,51|222,51|223,51","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_1fe65bd7b8e715d8b317","2298625641897465304","1fe65bd7b8e715d8b3172c501ba7143cf2346a518a9f13829e391de14104d605","REJECTED","DUPLICATE_ENDPOINT_PAIR","True","SV5_INFILL_ROOM_0211dda6690845617294_LINK","SV5_INFILL_ROOM_03bff8d63e21cbc62be9_LINK","SV5_OPTIONAL_06","S01_04","22","22","205,54|206,54|206,53|207,53|208,53|209,53|210,53|211,53|212,53|212,52|213,52|214,52|215,52|216,52|217,52|218,52|218,51|219,51|220,51|221,51|222,51|223,51","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_2079a7ec62036f0c756b","2340086115094195980","2079a7ec62036f0c756beebf5f3110490a3e9d3924d3e28f337b6c10204668f6","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_04458846b0c9a081817d_LINK","SV5_INFILL_ROOM_41bfb11db98643b33449_LINK","SV5_OPTIONAL_07","S02_03","11","11","184,87|183,87|182,87|181,87|180,87|179,87|178,87|177,87|176,87|175,87|174,87","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_20d454b11b200c6d8b18","2365608823917382765","20d454b11b200c6d8b189e39e04ddf076620b56640dee45eb61df35e092a4cb4","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_07fb3ac254e765673737_LINK","SV5_INFILL_ROOM_0f5736599d7acc3ea0a8_LINK","SV5_OPTIONAL_04","S03_11","23","23","571,127|570,127|570,126|569,126|568,126|567,126|566,126|566,125|565,125|564,125|563,125|562,125|561,125|561,124|560,124|559,124|558,124|557,124|557,123|556,123|555,123|554,123|553,123","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_227af2366de6e32a442d","2484564460034253610","227af2366de6e32a442da6432ca155ef4bc18d4d31e5d0c4fb2706af6337854b","ACCEPTED","PASS","True","SV5_INFILL_ROOM_02284733d117494c6d27_LINK","SV5_INFILL_ROOM_030a02d7aa5a692e4bf7_LINK","SV5_OPTIONAL_12","S11_00","20","20","42,351|41,351|41,352|40,352|39,352|39,353|38,353|37,353|37,354|36,354|36,355|35,355|34,355|34,356|33,356|32,356|32,357|31,357|31,358|30,358","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_2613c6561b53d6129795","2743754671126730258","2613c6561b53d61297951a75361338fc2e9117defdb06fb1d8d5d19f89bd70c1","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_0274815fcd6818f05a6a_LINK","SV5_INFILL_ROOM_136a2d749c8d7eddcf7e_LINK","SV5_OPTIONAL_09","S04_02","15","15","120,151|121,151|121,150|122,150|123,150|123,149|124,149|125,149|126,149|126,148|127,148|128,148|128,147|129,147|130,147","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_26cbd20c6dfaa4c9c545","2795558944540107977","26cbd20c6dfaa4c9c5455e3bfff0a5569003dc66117d0a1d5c11e7eac685a16f","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_04458846b0c9a081817d_LINK","SV5_INFILL_ROOM_41bfb11db98643b33449_LINK","SV5_OPTIONAL_07","S02_03","13","13","184,87|183,87|182,87|181,87|180,87|179,87|178,87|177,87|176,87|175,87|174,87|173,87|172,87","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_28c58ba483a5ab07e374","2937907870628686599","28c58ba483a5ab07e374307563c7b50606adcbb824bd42bfc0bb82134796dd3c","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_005a04bda9ede05b1190_LINK","SV5_INFILL_ROOM_1c4c6b34887f12eefac3_LINK","SV5_OPTIONAL_09","S04_02","14","14","125,131|126,131|127,131|127,132|128,132|129,132|129,133|130,133|131,133|131,134|132,134|133,134|133,135|134,135","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_28f2912946ca3bc33ba2","2950580312348441539","28f2912946ca3bc33ba21d5c4ac7d6100fe8b7598bee6f9eb601179ab4b3bab3","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_002847beba22c27fafc7_LINK","SV5_INFILL_ROOM_9643b540e628fa680b9f_LINK","SV5_OPTIONAL_00","S10_08","19","19","392,355|391,355|391,354|390,354|390,353|389,353|389,352|388,352|388,351|387,351|386,351|386,350|385,350|385,349|384,349|384,348|383,348|383,347|382,347","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_2bea55521cb0a52e2a61","3164435499338212654","2bea55521cb0a52e2a610f72ead413f90b0f3fe3e35e066a9703d993f6e71946","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_04458846b0c9a081817d_LINK","SV5_INFILL_ROOM_41bfb11db98643b33449_LINK","SV5_OPTIONAL_07","S02_03","14","14","187,87|186,87|185,87|184,87|183,87|182,87|181,87|180,87|179,87|178,87|177,87|176,87|175,87|174,87","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_2c410ec0b856d11157ea","3188846232044228881","2c410ec0b856d11157ea703cb4f248f059268b8270f1e59d7914f2fbe6f17d14","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_07fb3ac254e765673737_LINK","SV5_INFILL_ROOM_0f5736599d7acc3ea0a8_LINK","SV5_OPTIONAL_04","S03_11","14","14","563,127|562,127|562,126|561,126|560,126|560,125|559,125|558,125|558,124|557,124|556,124|556,123|555,123|554,123","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_2d0dbcddbdcd105a2931","3246458566962122842","2d0dbcddbdcd105a2931bead7b9da6e85b19974b236b6b659e7d826edceabf69","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_0274815fcd6818f05a6a_LINK","SV5_INFILL_ROOM_136a2d749c8d7eddcf7e_LINK","SV5_OPTIONAL_09","S04_02","14","14","122,151|123,151|123,150|124,150|125,150|125,149|126,149|127,149|127,148|128,148|129,148|129,147|130,147|131,147","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_2d6efec19caec396d9b2","3273834086655771542","2d6efec19caec396d9b25cd57b81caa655c9b14ffea3e87a33ee62f15d0d8a60","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_07fb3ac254e765673737_LINK","SV5_INFILL_ROOM_0f5736599d7acc3ea0a8_LINK","SV5_OPTIONAL_04","S03_11","24","24","571,127|570,127|570,126|569,126|568,126|567,126|566,126|566,125|565,125|564,125|563,125|562,125|561,125|561,124|560,124|559,124|558,124|557,124|556,124|556,123|555,123|554,123|553,123|552,123","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_2def7217b5036b5947fa","3309989697287318361","2def7217b5036b5947fa98c1d4721c5902f7796a06104522daefcab39e4957cf","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_033878718f1e33807663_LINK","SV5_INFILL_ROOM_03b08efc4624bc79bd40_LINK","SV5_OPTIONAL_12","S11_00","8","8","43,371|42,371|41,371|40,371|39,371|38,371|38,372|37,372","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_2f194f66607a59a15c4e","3393831095324268961","2f194f66607a59a15c4e5543907857d277e24acae4ade92f614e2b7f734741e3","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_002b1fdb38d3b5d62912_LINK","SV5_INFILL_ROOM_04b3ee2d2f798b163c8e_LINK","SV5_OPTIONAL_04","S00_11","13","13","558,23|557,23|556,23|555,23|554,23|553,23|552,23|551,23|550,23|549,23|548,23|547,23|546,23","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_303a429d2c697c64a98e","3475163305292168292","303a429d2c697c64a98ebb62f877f45a12da6d425941bb9e9f370fb674a54641","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_002b1fdb38d3b5d62912_LINK","SV5_INFILL_ROOM_04b3ee2d2f798b163c8e_LINK","SV5_OPTIONAL_04","S00_11","18","18","559,23|558,23|557,23|556,23|555,23|554,23|553,23|552,23|551,23|550,23|549,23|548,23|547,23|546,23|545,23|544,23|543,23|542,23","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_3403ea76710bf4a53a89","3748097109326034085","3403ea76710bf4a53a894ac50d34f722ee2f9d40d44d54aa3e5f9a7b05b297b7","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_002b1fdb38d3b5d62912_LINK","SV5_INFILL_ROOM_04b3ee2d2f798b163c8e_LINK","SV5_OPTIONAL_04","S00_11","12","12","559,23|558,23|557,23|556,23|555,23|554,23|553,23|552,23|551,23|550,23|549,23|548,23","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
"SV5_LOOP_CAND_347ee811d84d75cd8480","3782715900378838477","347ee811d84d75cd8480b06e1a8a7c52ddf7169431ee9b0e68d44b0765ad6a0f","REJECTED","INELIGIBLE_HASH","False","SV5_INFILL_ROOM_046863d4c69cd86e081e_LINK","SV5_INFILL_ROOM_050904725fdcd82ff28e_LINK","SV5_OPTIONAL_04","S02_11","12","12","551,75|552,75|552,74|553,74|553,73|554,73|555,73|555,72|556,72|557,72|557,71|558,71","208044b6478412daf2bad89002ce662f66af6b2f7a9c907a0071786d735e4e4d"
