connection_id,check_id,status,detail,plan_digest
SV5_HUB_227c239e347700d8a4b0_CONNECTION_05,HEAD_CLEARANCE,PASS,HEAD_CLEARANCE|path=85|changed=107|direction=HUB_TO_EXTERNAL,fafb12050a991883150238dd1cec129cf63fabc44d16196040f2d45148a533a8
SV5_HUB_227c239e347700d8a4b0_CONNECTION_05,MOVEMENT_WITNESS,PASS,MOVEMENT_WITNESS|path=85|changed=107|direction=HUB_TO_EXTERNAL,fafb12050a991883150238dd1cec129cf63fabc44d16196040f2d45148a533a8
SV5_HUB_227c239e347700d8a4b0_CONNECTION_05,NO_PROTECTED_BODY,PASS,NO_PROTECTED_BODY|path=85|changed=107|direction=HUB_TO_EXTERNAL,fafb12050a991883150238dd1cec129cf63fabc44d16196040f2d45148a533a8
SV5_HUB_227c239e347700d8a4b0_CONNECTION_05,NO_TYPE0,PASS,NO_TYPE0|path=85|changed=107|direction=HUB_TO_EXTERNAL,fafb12050a991883150238dd1cec129cf63fabc44d16196040f2d45148a533a8
SV5_HUB_227c239e347700d8a4b0_CONNECTION_05,NO_PROGRESSION_BYPASS,PASS,NO_PROGRESSION_BYPASS|path=85|changed=107|direction=HUB_TO_EXTERNAL,fafb12050a991883150238dd1cec129cf63fabc44d16196040f2d45148a533a8
SV5_HUB_227c239e347700d8a4b0_CONNECTION_05,EXTERNAL_ANCHOR_UNCHANGED,PASS,EXTERNAL_ANCHOR_UNCHANGED|path=85|changed=107|direction=HUB_TO_EXTERNAL,fafb12050a991883150238dd1cec129cf63fabc44d16196040f2d45148a533a8
SV5_HUB_227c239e347700d8a4b0_CONNECTION_05,OWNERSHIP_UNIQUE,PASS,OWNERSHIP_UNIQUE|path=85|changed=107|direction=HUB_TO_EXTERNAL,fafb12050a991883150238dd1cec129cf63fabc44d16196040f2d45148a533a8
SV5_HUB_227c239e347700d8a4b0_CONNECTION_06,ACTUAL_CELL_ROUTE,PASS,ACTUAL_CELL_ROUTE|path=68|changed=85|direction=HUB_TO_EXTERNAL,fafb12050a991883150238dd1cec129cf63fabc44d16196040f2d45148a533a8
SV5_HUB_227c239e347700d8a4b0_CONNECTION_06,CARDINAL_CENTERLINE,PASS,CARDINAL_CENTERLINE|path=68|changed=85|direction=HUB_TO_EXTERNAL,fafb12050a991883150238dd1cec129cf63fabc44d16196040f2d45148a533a8
SV5_HUB_227c239e347700d8a4b0_CONNECTION_06,HEAD_CLEARANCE,PASS,HEAD_CLEARANCE|path=68|changed=85|direction=HUB_TO_EXTERNAL,fafb12050a991883150238dd1cec129cf63fabc44d16196040f2d45148a533a8
SV5_HUB_227c239e347700d8a4b0_CONNECTION_06,MOVEMENT_WITNESS,PASS,MOVEMENT_WITNESS|path=68|changed=85|direction=HUB_TO_EXTERNAL,fafb12050a991883150238dd1cec129cf63fabc44d16196040f2d45148a533a8
SV5_HUB_227c239e347700d8a4b0_CONNECTION_06,NO_PROTECTED_BODY,PASS,NO_PROTECTED_BODY|path=68|changed=85|direction=HUB_TO_EXTERNAL,fafb12050a991883150238dd1cec129cf63fabc44d16196040f2d45148a533a8
SV5_HUB_227c239e347700d8a4b0_CONNECTION_06,NO_TYPE0,PASS,NO_TYPE0|path=68|changed=85|direction=HUB_TO_EXTERNAL,fafb12050a991883150238dd1cec129cf63fabc44d16196040f2d45148a533a8
SV5_HUB_227c239e347700d8a4b0_CONNECTION_06,NO_PROGRESSION_BYPASS,PASS,NO_PROGRESSION_BYPASS|path=68|changed=85|direction=HUB_TO_EXTERNAL,fafb12050a991883150238dd1cec129cf63fabc44d16196040f2d45148a533a8
SV5_HUB_227c239e347700d8a4b0_CONNECTION_06,EXTERNAL_ANCHOR_UNCHANGED,PASS,EXTERNAL_ANCHOR_UNCHANGED|path=68|changed=85|direction=HUB_TO_EXTERNAL,fafb12050a991883150238dd1cec129cf63fabc44d16196040f2d45148a533a8
SV5_HUB_227c239e347700d8a4b0_CONNECTION_06,OWNERSHIP_UNIQUE,PASS,OWNERSHIP_UNIQUE|path=68|changed=85|direction=HUB_TO_EXTERNAL,fafb12050a991883150238dd1cec129cf63fabc44d16196040f2d45148a533a8
