pattern_id,local_x,local_y,operation,layer,payload_id
MP_CRATER_METEOR_CUE,3,0,NO_CHANGE,GEOMETRY,
MP_CRATER_METEOR_CUE,0,1,NO_CHANGE,GEOMETRY,
MP_CRATER_METEOR_CUE,1,1,NO_CHANGE,GEOMETRY,
MP_CRATER_METEOR_CUE,1,1,MARKER,MARKER,MARK_METEOR_CUE
MP_CRATER_METEOR_CUE,2,1,NO_CHANGE,GEOMETRY,
MP_CRATER_METEOR_CUE,2,1,MARKER,MARKER,MARK_METEOR_CUE
MP_CRATER_METEOR_CUE,3,1,NO_CHANGE,GEOMETRY,
MP_CRATER_METEOR_CUE,0,2,NO_CHANGE,GEOMETRY,
MP_CRATER_METEOR_CUE,1,2,NO_CHANGE,GEOMETRY,
MP_CRATER_METEOR_CUE,2,2,NO_CHANGE,GEOMETRY,
MP_CRATER_METEOR_CUE,3,2,NO_CHANGE,GEOMETRY,
MP_CRATER_METEOR_CUE,0,3,NO_CHANGE,GEOMETRY,
MP_CRATER_METEOR_CUE,1,3,NO_CHANGE,GEOMETRY,
MP_CRATER_METEOR_CUE,2,3,NO_CHANGE,GEOMETRY,
MP_CRATER_METEOR_CUE,3,3,NO_CHANGE,GEOMETRY,
MP_CRATER_ROCK_SHELF,0,0,NO_CHANGE,GEOMETRY,
MP_CRATER_ROCK_SHELF,1,0,NO_CHANGE,GEOMETRY,
MP_CRATER_ROCK_SHELF,2,0,NO_CHANGE,GEOMETRY,
MP_CRATER_ROCK_SHELF,3,0,NO_CHANGE,GEOMETRY,
MP_CRATER_ROCK_SHELF,0,1,ADD_SOLID,GEOMETRY,
MP_CRATER_ROCK_SHELF,1,1,ADD_SOLID,GEOMETRY,
MP_CRATER_ROCK_SHELF,2,1,ADD_SOLID,GEOMETRY,
MP_CRATER_ROCK_SHELF,3,1,ADD_SOLID,GEOMETRY,
MP_CRATER_ROCK_SHELF,0,2,NO_CHANGE,GEOMETRY,
MP_CRATER_ROCK_SHELF,1,2,ADD_SOLID,GEOMETRY,
MP_CRATER_ROCK_SHELF,2,2,ADD_SOLID,GEOMETRY,
MP_CRATER_ROCK_SHELF,3,2,ADD_SOLID,GEOMETRY,
MP_CRATER_ROCK_SHELF,0,3,NO_CHANGE,GEOMETRY,
MP_CRATER_ROCK_SHELF,1,3,NO_CHANGE,GEOMETRY,
MP_CRATER_ROCK_SHELF,2,3,NO_CHANGE,GEOMETRY,
MP_CRATER_ROCK_SHELF,3,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_BOUNCE_CUP,0,0,NO_CHANGE,GEOMETRY,
MP_DOUGH_BOUNCE_CUP,1,0,ADD_SOLID,GEOMETRY,
MP_DOUGH_BOUNCE_CUP,2,0,ADD_SOLID,GEOMETRY,
MP_DOUGH_BOUNCE_CUP,3,0,NO_CHANGE,GEOMETRY,
MP_DOUGH_BOUNCE_CUP,0,1,ADD_SOLID,GEOMETRY,
MP_DOUGH_BOUNCE_CUP,1,1,CARVE_AIR,GEOMETRY,
MP_DOUGH_BOUNCE_CUP,2,1,CARVE_AIR,GEOMETRY,
MP_DOUGH_BOUNCE_CUP,3,1,ADD_SOLID,GEOMETRY,
MP_DOUGH_BOUNCE_CUP,0,2,ADD_SOLID,GEOMETRY,
MP_DOUGH_BOUNCE_CUP,1,2,CARVE_AIR,GEOMETRY,
MP_DOUGH_BOUNCE_CUP,2,2,CARVE_AIR,GEOMETRY,
MP_DOUGH_BOUNCE_CUP,3,2,ADD_SOLID,GEOMETRY,
MP_DOUGH_BOUNCE_CUP,0,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_BOUNCE_CUP,1,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_BOUNCE_CUP,2,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_BOUNCE_CUP,3,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_BOUNCE_STRIP,0,0,NO_CHANGE,GEOMETRY,
MP_DOUGH_BOUNCE_STRIP,0,0,SURFACE,SURFACE,SURF_DOUGH_SOFT
MP_DOUGH_BOUNCE_STRIP,1,0,NO_CHANGE,GEOMETRY,
MP_DOUGH_BOUNCE_STRIP,1,0,SURFACE,SURFACE,SURF_DOUGH_SOFT
MP_DOUGH_BOUNCE_STRIP,1,0,AFFORDANCE,AFFORDANCE,AFF_BOUNCE
MP_DOUGH_BOUNCE_STRIP,2,0,NO_CHANGE,GEOMETRY,
MP_DOUGH_BOUNCE_STRIP,2,0,SURFACE,SURFACE,SURF_DOUGH_SOFT
MP_DOUGH_BOUNCE_STRIP,2,0,AFFORDANCE,AFFORDANCE,AFF_BOUNCE
MP_DOUGH_BOUNCE_STRIP,3,0,NO_CHANGE,GEOMETRY,
MP_DOUGH_BOUNCE_STRIP,3,0,SURFACE,SURFACE,SURF_DOUGH_SOFT
MP_DOUGH_BOUNCE_STRIP,0,1,NO_CHANGE,GEOMETRY,
MP_DOUGH_BOUNCE_STRIP,1,1,NO_CHANGE,GEOMETRY,
MP_DOUGH_BOUNCE_STRIP,2,1,NO_CHANGE,GEOMETRY,
MP_DOUGH_BOUNCE_STRIP,3,1,NO_CHANGE,GEOMETRY,
MP_DOUGH_BOUNCE_STRIP,0,2,NO_CHANGE,GEOMETRY,
MP_DOUGH_BOUNCE_STRIP,1,2,NO_CHANGE,GEOMETRY,
MP_DOUGH_BOUNCE_STRIP,2,2,NO_CHANGE,GEOMETRY,
MP_DOUGH_BOUNCE_STRIP,3,2,NO_CHANGE,GEOMETRY,
MP_DOUGH_BOUNCE_STRIP,0,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_BOUNCE_STRIP,1,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_BOUNCE_STRIP,2,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_BOUNCE_STRIP,3,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_FERMENT_PATCH,0,0,NO_CHANGE,GEOMETRY,
MP_DOUGH_FERMENT_PATCH,1,0,NO_CHANGE,GEOMETRY,
MP_DOUGH_FERMENT_PATCH,2,0,NO_CHANGE,GEOMETRY,
MP_DOUGH_FERMENT_PATCH,3,0,NO_CHANGE,GEOMETRY,
MP_DOUGH_FERMENT_PATCH,0,1,NO_CHANGE,GEOMETRY,
MP_DOUGH_FERMENT_PATCH,1,1,NO_CHANGE,GEOMETRY,
MP_DOUGH_FERMENT_PATCH,1,1,MATERIAL,MATERIAL,MAT_DOUGH_FERMENT
MP_DOUGH_FERMENT_PATCH,2,1,NO_CHANGE,GEOMETRY,
MP_DOUGH_FERMENT_PATCH,2,1,MATERIAL,MATERIAL,MAT_DOUGH_FERMENT
MP_DOUGH_FERMENT_PATCH,3,1,NO_CHANGE,GEOMETRY,
MP_DOUGH_FERMENT_PATCH,0,2,NO_CHANGE,GEOMETRY,
MP_DOUGH_FERMENT_PATCH,1,2,NO_CHANGE,GEOMETRY,
MP_DOUGH_FERMENT_PATCH,1,2,MATERIAL,MATERIAL,MAT_DOUGH_FERMENT
MP_DOUGH_FERMENT_PATCH,1,2,HAZARD,HAZARD,HZ_FERMENT_BUBBLE
MP_DOUGH_FERMENT_PATCH,2,2,NO_CHANGE,GEOMETRY,
MP_DOUGH_FERMENT_PATCH,2,2,MATERIAL,MATERIAL,MAT_DOUGH_FERMENT
MP_DOUGH_FERMENT_PATCH,2,2,HAZARD,HAZARD,HZ_FERMENT_BUBBLE
MP_DOUGH_FERMENT_PATCH,3,2,NO_CHANGE,GEOMETRY,
MP_DOUGH_FERMENT_PATCH,0,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_FERMENT_PATCH,1,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_FERMENT_PATCH,2,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_FERMENT_PATCH,3,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_RECOVERY_PAD,0,0,NO_CHANGE,GEOMETRY,
MP_DOUGH_RECOVERY_PAD,0,0,MATERIAL,MATERIAL,MAT_DOUGH_SOFT
MP_DOUGH_RECOVERY_PAD,1,0,NO_CHANGE,GEOMETRY,
MP_DOUGH_RECOVERY_PAD,1,0,MATERIAL,MATERIAL,MAT_DOUGH_SOFT
MP_DOUGH_RECOVERY_PAD,1,0,MARKER,MARKER,MARK_RECOVERY_PAD
MP_DOUGH_RECOVERY_PAD,2,0,NO_CHANGE,GEOMETRY,
MP_DOUGH_RECOVERY_PAD,2,0,MATERIAL,MATERIAL,MAT_DOUGH_SOFT
MP_DOUGH_RECOVERY_PAD,2,0,MARKER,MARKER,MARK_RECOVERY_PAD
MP_DOUGH_RECOVERY_PAD,3,0,NO_CHANGE,GEOMETRY,
MP_DOUGH_RECOVERY_PAD,3,0,MATERIAL,MATERIAL,MAT_DOUGH_SOFT
MP_DOUGH_RECOVERY_PAD,0,1,NO_CHANGE,GEOMETRY,
MP_DOUGH_RECOVERY_PAD,1,1,NO_CHANGE,GEOMETRY,
MP_DOUGH_RECOVERY_PAD,2,1,NO_CHANGE,GEOMETRY,
MP_DOUGH_RECOVERY_PAD,3,1,NO_CHANGE,GEOMETRY,
MP_DOUGH_RECOVERY_PAD,0,2,NO_CHANGE,GEOMETRY,
MP_DOUGH_RECOVERY_PAD,1,2,NO_CHANGE,GEOMETRY,
MP_DOUGH_RECOVERY_PAD,2,2,NO_CHANGE,GEOMETRY,
MP_DOUGH_RECOVERY_PAD,3,2,NO_CHANGE,GEOMETRY,
MP_DOUGH_RECOVERY_PAD,0,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_RECOVERY_PAD,1,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_RECOVERY_PAD,2,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_RECOVERY_PAD,3,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_SOFT_POCKET,0,0,NO_CHANGE,GEOMETRY,
MP_DOUGH_SOFT_POCKET,1,0,NO_CHANGE,GEOMETRY,
MP_DOUGH_SOFT_POCKET,2,0,CARVE_AIR,GEOMETRY,
MP_DOUGH_SOFT_POCKET,3,0,NO_CHANGE,GEOMETRY,
MP_DOUGH_SOFT_POCKET,0,1,NO_CHANGE,GEOMETRY,
MP_DOUGH_SOFT_POCKET,1,1,CARVE_AIR,GEOMETRY,
MP_DOUGH_SOFT_POCKET,2,1,CARVE_AIR,GEOMETRY,
MP_DOUGH_SOFT_POCKET,3,1,CARVE_AIR,GEOMETRY,
MP_DOUGH_SOFT_POCKET,0,2,NO_CHANGE,GEOMETRY,
MP_DOUGH_SOFT_POCKET,1,2,CARVE_AIR,GEOMETRY,
MP_DOUGH_SOFT_POCKET,2,2,CARVE_AIR,GEOMETRY,
MP_DOUGH_SOFT_POCKET,3,2,CARVE_AIR,GEOMETRY,
MP_DOUGH_SOFT_POCKET,0,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_SOFT_POCKET,1,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_SOFT_POCKET,2,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_SOFT_POCKET,3,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_STICKY_SHELF,0,0,NO_CHANGE,GEOMETRY,
MP_DOUGH_STICKY_SHELF,1,0,NO_CHANGE,GEOMETRY,
MP_DOUGH_STICKY_SHELF,2,0,ADD_SOLID,GEOMETRY,
MP_DOUGH_STICKY_SHELF,3,0,ADD_SOLID,GEOMETRY,
MP_DOUGH_STICKY_SHELF,0,1,ADD_SOLID,GEOMETRY,
MP_DOUGH_STICKY_SHELF,1,1,ADD_SOLID,GEOMETRY,
MP_DOUGH_STICKY_SHELF,2,1,ADD_SOLID,GEOMETRY,
MP_DOUGH_STICKY_SHELF,3,1,ADD_SOLID,GEOMETRY,
MP_DOUGH_STICKY_SHELF,0,2,NO_CHANGE,GEOMETRY,
MP_DOUGH_STICKY_SHELF,1,2,NO_CHANGE,GEOMETRY,
MP_DOUGH_STICKY_SHELF,2,2,NO_CHANGE,GEOMETRY,
MP_DOUGH_STICKY_SHELF,3,2,NO_CHANGE,GEOMETRY,
MP_DOUGH_STICKY_SHELF,0,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_STICKY_SHELF,1,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_STICKY_SHELF,2,3,NO_CHANGE,GEOMETRY,
MP_DOUGH_STICKY_SHELF,3,3,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_GRIP,0,0,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_GRIP,1,0,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_GRIP,2,0,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_GRIP,3,0,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_GRIP,0,1,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_GRIP,1,1,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_GRIP,2,1,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_GRIP,3,1,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_GRIP,0,2,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_GRIP,0,2,SURFACE,SURFACE,SURF_MILL_BEAM
MP_MILL_BEAM_GRIP,0,2,AFFORDANCE,AFFORDANCE,AFF_GRAB
MP_MILL_BEAM_GRIP,1,2,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_GRIP,1,2,SURFACE,SURFACE,SURF_MILL_BEAM
MP_MILL_BEAM_GRIP,2,2,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_GRIP,2,2,SURFACE,SURFACE,SURF_MILL_BEAM
MP_MILL_BEAM_GRIP,3,2,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_GRIP,3,2,SURFACE,SURFACE,SURF_MILL_BEAM
MP_MILL_BEAM_GRIP,3,2,AFFORDANCE,AFFORDANCE,AFF_GRAB
MP_MILL_BEAM_GRIP,0,3,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_GRIP,1,3,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_GRIP,2,3,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_GRIP,3,3,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_OVERHANG,0,0,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_OVERHANG,1,0,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_OVERHANG,2,0,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_OVERHANG,3,0,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_OVERHANG,0,1,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_OVERHANG,1,1,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_OVERHANG,2,1,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_OVERHANG,3,1,ADD_SOLID,GEOMETRY,
MP_MILL_BEAM_OVERHANG,0,2,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_OVERHANG,1,2,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_OVERHANG,2,2,NO_CHANGE,GEOMETRY,
MP_MILL_BEAM_OVERHANG,3,2,ADD_SOLID,GEOMETRY,
MP_MILL_BEAM_OVERHANG,0,3,ADD_SOLID,GEOMETRY,
MP_MILL_BEAM_OVERHANG,1,3,ADD_SOLID,GEOMETRY,
MP_MILL_BEAM_OVERHANG,2,3,ADD_SOLID,GEOMETRY,
MP_MILL_BEAM_OVERHANG,3,3,ADD_SOLID,GEOMETRY,
MP_MILL_BROKEN_PILLAR,0,0,NO_CHANGE,GEOMETRY,
MP_MILL_BROKEN_PILLAR,1,0,ADD_SOLID,GEOMETRY,
MP_MILL_BROKEN_PILLAR,2,0,ADD_SOLID,GEOMETRY,
MP_MILL_BROKEN_PILLAR,3,0,NO_CHANGE,GEOMETRY,
MP_MILL_BROKEN_PILLAR,0,1,NO_CHANGE,GEOMETRY,
MP_MILL_BROKEN_PILLAR,1,1,ADD_SOLID,GEOMETRY,
MP_MILL_BROKEN_PILLAR,2,1,NO_CHANGE,GEOMETRY,
MP_MILL_BROKEN_PILLAR,3,1,NO_CHANGE,GEOMETRY,
MP_MILL_BROKEN_PILLAR,0,2,NO_CHANGE,GEOMETRY,
MP_MILL_BROKEN_PILLAR,1,2,ADD_SOLID,GEOMETRY,
MP_MILL_BROKEN_PILLAR,2,2,ADD_SOLID,GEOMETRY,
MP_MILL_BROKEN_PILLAR,3,2,NO_CHANGE,GEOMETRY,
MP_MILL_BROKEN_PILLAR,0,3,NO_CHANGE,GEOMETRY,
MP_MILL_BROKEN_PILLAR,1,3,ADD_SOLID,GEOMETRY,
MP_MILL_BROKEN_PILLAR,2,3,ADD_SOLID,GEOMETRY,
MP_MILL_BROKEN_PILLAR,3,3,NO_CHANGE,GEOMETRY,
MP_MILL_GEAR_SOCKET,0,0,NO_CHANGE,GEOMETRY,
MP_MILL_GEAR_SOCKET,1,0,NO_CHANGE,GEOMETRY,
MP_MILL_GEAR_SOCKET,2,0,NO_CHANGE,GEOMETRY,
MP_MILL_GEAR_SOCKET,3,0,NO_CHANGE,GEOMETRY,
MP_MILL_GEAR_SOCKET,0,1,NO_CHANGE,GEOMETRY,
MP_MILL_GEAR_SOCKET,1,1,NO_CHANGE,GEOMETRY,
MP_MILL_GEAR_SOCKET,1,1,MATERIAL,MATERIAL,MAT_MILL_IRON
MP_MILL_GEAR_SOCKET,1,1,MARKER,MARKER,MARK_GEAR_SOCKET
MP_MILL_GEAR_SOCKET,2,1,NO_CHANGE,GEOMETRY,
MP_MILL_GEAR_SOCKET,2,1,MATERIAL,MATERIAL,MAT_MILL_IRON
MP_MILL_GEAR_SOCKET,3,1,NO_CHANGE,GEOMETRY,
MP_MILL_GEAR_SOCKET,0,2,NO_CHANGE,GEOMETRY,
MP_MILL_GEAR_SOCKET,1,2,NO_CHANGE,GEOMETRY,
MP_MILL_GEAR_SOCKET,1,2,MATERIAL,MATERIAL,MAT_MILL_IRON
MP_MILL_GEAR_SOCKET,2,2,NO_CHANGE,GEOMETRY,
MP_MILL_GEAR_SOCKET,2,2,MATERIAL,MATERIAL,MAT_MILL_IRON
MP_MILL_GEAR_SOCKET,2,2,MARKER,MARKER,MARK_GEAR_SOCKET
MP_MILL_GEAR_SOCKET,3,2,NO_CHANGE,GEOMETRY,
MP_MILL_GEAR_SOCKET,0,3,NO_CHANGE,GEOMETRY,
MP_MILL_GEAR_SOCKET,1,3,NO_CHANGE,GEOMETRY,
MP_MILL_GEAR_SOCKET,2,3,NO_CHANGE,GEOMETRY,
MP_MILL_GEAR_SOCKET,3,3,NO_CHANGE,GEOMETRY,
MP_MILL_ORTHOGONAL_CARVE,0,0,NO_CHANGE,GEOMETRY,
MP_MILL_ORTHOGONAL_CARVE,1,0,NO_CHANGE,GEOMETRY,
MP_MILL_ORTHOGONAL_CARVE,2,0,NO_CHANGE,GEOMETRY,
MP_MILL_ORTHOGONAL_CARVE,3,0,NO_CHANGE,GEOMETRY,
MP_MILL_ORTHOGONAL_CARVE,0,1,NO_CHANGE,GEOMETRY,
MP_MILL_ORTHOGONAL_CARVE,1,1,NO_CHANGE,GEOMETRY,
MP_MILL_ORTHOGONAL_CARVE,2,1,CARVE_AIR,GEOMETRY,
MP_MILL_ORTHOGONAL_CARVE,3,1,NO_CHANGE,GEOMETRY,
MP_MILL_ORTHOGONAL_CARVE,0,2,NO_CHANGE,GEOMETRY,
MP_MILL_ORTHOGONAL_CARVE,1,2,NO_CHANGE,GEOMETRY,
MP_MILL_ORTHOGONAL_CARVE,2,2,CARVE_AIR,GEOMETRY,
MP_MILL_ORTHOGONAL_CARVE,3,2,NO_CHANGE,GEOMETRY,
MP_MILL_ORTHOGONAL_CARVE,0,3,CARVE_AIR,GEOMETRY,
MP_MILL_ORTHOGONAL_CARVE,1,3,CARVE_AIR,GEOMETRY,
MP_MILL_ORTHOGONAL_CARVE,2,3,CARVE_AIR,GEOMETRY,
MP_MILL_ORTHOGONAL_CARVE,3,3,NO_CHANGE,GEOMETRY,
MP_MILL_RUST_PATCH,0,0,NO_CHANGE,GEOMETRY,
MP_MILL_RUST_PATCH,0,0,MATERIAL,MATERIAL,MAT_MILL_RUST
MP_MILL_RUST_PATCH,1,0,NO_CHANGE,GEOMETRY,
MP_MILL_RUST_PATCH,1,0,HAZARD,HAZARD,HZ_SHARP_DEBRIS
MP_MILL_RUST_PATCH,2,0,NO_CHANGE,GEOMETRY,
MP_MILL_RUST_PATCH,2,0,HAZARD,HAZARD,HZ_SHARP_DEBRIS
MP_MILL_RUST_PATCH,3,0,NO_CHANGE,GEOMETRY,
MP_MILL_RUST_PATCH,0,1,NO_CHANGE,GEOMETRY,
MP_MILL_RUST_PATCH,1,1,NO_CHANGE,GEOMETRY,
MP_MILL_RUST_PATCH,1,1,MATERIAL,MATERIAL,MAT_MILL_RUST
MP_MILL_RUST_PATCH,2,1,NO_CHANGE,GEOMETRY,
MP_MILL_RUST_PATCH,3,1,NO_CHANGE,GEOMETRY,
MP_MILL_RUST_PATCH,0,2,NO_CHANGE,GEOMETRY,
MP_MILL_RUST_PATCH,1,2,NO_CHANGE,GEOMETRY,
MP_MILL_RUST_PATCH,2,2,NO_CHANGE,GEOMETRY,
